entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
36	0	177	ひこうタイプの　わざが\nせんせいで　だせる。	ひこうタイプの　技が\n先制で　だせる。	Uçuş tipi hamlelere öncelik kazandırır.	Les attaques de type Vol sont\nprioritaires.	Dà priorità alle mosse di tipo\nVolante.	Ermöglicht es dem Pokémon, mit\nFlug-Attacken zuerst anzugreifen.	Da prioridad a los movimientos de\ntipo Volador.	비행타입의 기술이\n먼저 나오게 된다.
36	0	178	はどうの　わざの\nいりょくが　たかい。	はどうの　技の\n威力が　高い。	Aura ve darbe hamlelerinin gücünü artırır.	Augmente la puissance de\ncertaines capacités de type aura.	Potenzia le mosse “pulsar”\ne altre come Ondasana.	Erhöht die Stärke einiger Wellen-,\nAura- und Puls-Attacken.	Aumenta la potencia de algunos\nmovimientos de pulsos y auras.	파동 기술의\n위력이 크다.
36	0	179	グラスフィールドのとき\nぼうぎょが　あがる。	グラスフィールドの時\n防御が　あがる。	Çimenli Arazi sırasında Savunmayı artırır.	Augmente la Défense si\nChamp Herbu est actif.	Aumenta la Difesa durante\nl’effetto di Campo Erboso.	Erhöht die Verteidigung,\nwenn Grasfeld aktiv ist.	Aumenta la Defensa mientras dura\nel efecto de Campo de Hierba.	그래스필드일 때\n방어가 올라간다.
36	0	180	みかたに　どうぐを\nわたせるように　なる。	味方に　道具を\n渡せるように　なる。	Pokémon gerektiğinde tuttuğu eşyayı takım\narkadaşına verebilir.	Permet aux alliés d’utiliser\nl’objet porté par ce Pokémon.	Il Pokémon può passare il suo\nstrumento a un alleato.	Das Pokémon kann sein Item an\neinen Mitstreiter weitergeben.	El Pokémon puede pasar su\nobjeto a un aliado.	같은 편에게 도구를\n건넬 수 있게 된다.
36	0	181	せっしょくする　わざの\nいりょくが　あがる。	接触する　技の\n威力が　あがる。	Doğrudan temas eden hamlelerin gücünü artırır.	Augmente la puissance des\nattaques directes.	Potenzia le mosse che causano\nun contatto fisico.	Erhöht die Stärke von direkten\nAngriffen.	Aumenta la potencia de los\nmovimientos de contacto directo.	접촉하는 기술의\n위력이 올라간다.
36	0	182	ノーマルタイプの　わざが\nフェアリータイプになる。	ノーマルタイプの　技が\nフェアリータイプになる。	Normal tipi hamleleri Peri tipine dönüştürür.	Les capacités de type Normal\ndeviennent de type Fée.	Le mosse di tipo Normale\ndiventano di tipo Folletto.	Attacken vom Typ Normal\nnehmen den Typ Fee an.	Convierte movimientos de tipo\nNormal en tipo Hada.	노말타입의 기술이\n페어리타입이 된다.
36	0	183	ふれた　あいての\nすばやさを　さげる。	触れた　相手の\n素早さを　さげる。	Pokémona temas eden saldırganın Hızını düşürür.	Diminue la Vitesse de l’attaquant\nqui le touche.	Riduce la Velocità del Pokémon\ncon cui entra in contatto.	Die Initiative von Angreifern sinkt\ndurch bloßes Berühren.	Baja la Velocidad del Pokémon\ncon el que entra en contacto.	접촉한 상대의\n스피드를 떨어뜨린다.
36	0	184	ノーマルタイプの　わざが\nひこうタイプになる。	ノーマルタイプの　技が\nひこうタイプになる。	Normal tipi hamleleri Uçuş tipine dönüştürür.	Les capacités de type Normal\ndeviennent de type Vol.	Le mosse di tipo Normale\ndiventano di tipo Volante.	Attacken vom Typ Normal\nnehmen den Typ Flug an.	Convierte movimientos de tipo\nNormal en tipo Volador.	노말타입의 기술이\n비행타입이 된다.
36	0	185	おやこ　２ひきで\nこうげきする。	親子　２匹で\n攻撃する。	Ebeveyn ve yavru birlikte saldırır.	Attaque en famille.	Il Pokémon e il suo piccolo\nattaccano insieme.	Zwei Generationen setzen\ngemeinsam zum Angriff an.	Ataque en familia.	부모와 자식 2마리가\n공격한다.
36	0	186	ぜんいんの　あくタイプの\nわざが　つよくなる。	全員の　あくタイプの\n技が　強くなる。	Sahadaki tüm Pokémonların Karanlık tipi\nhamlelerini güçlendirir.	Renforce les attaques de type\nTénèbres de tous les Pokémon.	Potenzia le mosse di tipo Buio\ndi tutti i Pokémon.	Erhöht die Stärke aller Attacken\ndes Typs Unlicht.	Aumenta la potencia de todos los\nmovimientos de tipo Siniestro.	전원의 악타입\n기술이 강해진다.
36	0	187	ぜんいんの　フェアリー\nわざが　つよくなる。	全員の　フェアリー\n技が　強くなる。	Sahadaki tüm Pokémonların Peri tipi hamlelerini\ngüçlendirir.	Renforce les attaques de type\nFée de tous les Pokémon.	Potenzia le mosse di tipo Folletto \ndi tutti i Pokémon.	Erhöht die Stärke aller Attacken\ndes Typs Fee.	Aumenta la potencia de todos los\nmovimientos de tipo Hada.	전원의 페어리타입\n기술이 강해진다.
36	0	188	オーラの　こうかが\nぎゃくに　なる。	オーラの　効果が\n逆に　なる。	Aura Yeteneklerinin etkisini tersine çevirir.	L’effet des auras est inversé.	Inverte gli effetti di tutte\nle aure.	Kehrt die Wirkung von Auren um.	Invierte los efectos que causan\nlas auras.	오라의 효과가\n반대가 된다.
36	0	189	ほのおタイプの　こうげきを\nうけない　てんきにする。	ほのおタイプの　攻撃を\n受けない　天気にする。	Şiddetli yağmur başlatır ve Ateş tipi\nsaldırıları geçersiz kılar.	Altère les conditions météo et\nrend inefficaces les attaques Feu.	Crea un clima che rende inefficaci  \ngli attacchi di tipo Fuoco.	Ändert das Wetter. Unterbindet\ndirekte Feuer-Attacken.	Altera el clima para anular los\nataques de tipo Fuego.	불꽃타입의 공격을\n받지 않는 날씨로 만든다.
36	0	190	みずタイプの　こうげきを\nうけない　てんきに　する。	みずタイプの　攻撃を\n受けない　天気にする。	Yakıcı güneş başlatır ve Su tipi saldırıları\ngeçersiz kılar.	Altère les conditions météo et\nrend inefficaces les attaques Eau.	Crea un clima che rende inefficaci  \ngli attacchi di tipo Acqua.	Ändert das Wetter. Unterbindet\ndirekte Wasser-Attacken.	Altera el clima para anular los\nataques de tipo Agua.	물타입의 공격을\n받지 않는 날씨로 만든다.
36	0	191	ひこうの　じゃくてんが\nなくなる　てんきにする。	ひこうタイプの　弱点が\nなくなる　天気にする。	Güçlü rüzgâr başlatır ve Uçuş tipinin\nzayıflıklarını etkisizleştirir.	Altère les conditions météo et\nannule les faiblesses du type Vol.	Crea un clima che annulla i punti\ndeboli del tipo Volante.	Ändert das Wetter. Schwächen\ndes Typs Flug werden beseitigt.	Altera el clima para anular las\nvulnerabilidades del tipo Volador.	비행타입의 약점이\n없어지는 날씨로 만든다.
37	0	0	―	―	-		-	-	-	-
37	0	1	あくしゅう	あくしゅう	Kötü Koku	Puanteur	Tanfo	Duftnote	Hedor	악취
37	0	2	あめふらし	あめふらし	Çiseleme	Crachin	Piovischio	Niesel	Llovizna	잔비
37	0	3	かそく	かそく	Hız Artışı	Turbo	Acceleratore	Temposchub	Impulso	가속
37	0	4	カブトアーマー	カブトアーマー	Savaş Zırhı	Armurbaston	Lottascudo	Kampfpanzer	Armadura Batalla	전투무장
37	0	5	がんじょう	がんじょう	Sağlamlık	Fermeté	Vigore	Robustheit	Robustez	옹골참
37	0	6	しめりけ	しめりけ	Nem	Moiteur	Umidità	Feuchtigkeit	Humedad	습기
37	0	7	じゅうなん	じゅうなん	Esneklik	Échauffement	Scioltezza	Flexibilität	Flexibilidad	유연
37	0	8	すながくれ	すながくれ	Kum Örtüsü	Voile Sable	Sabbiavelo	Sandschleier	Velo Arena	모래숨기
37	0	9	せいでんき	せいでんき	Statik	Statik	Statico	Statik	Elec. Estática	정전기
37	0	10	ちくでん	ちくでん	Volt Emme	Absorb Volt	Assorbivolt	Voltabsorber	Absorbe Elec	축전
37	0	11	ちょすい	ちょすい	Su Emme	Absorb Eau	Assorbacqua	H2O-Absorber	Absorbe Agua	저수
37	0	12	どんかん	どんかん	Kayıtsızlık	Benêt	Indifferenza	Dösigkeit	Despiste	둔감
37	0	13	ノーてんき	ノーてんき	Bulut Dokuz	Ciel Gris	Antimeteo	Wolke Sieben	Aclimatación	날씨부정
37	0	14	ふくがん	ふくがん	Bileşik Gözler	Œil Composé	Insettocchi	Facettenauge	Ojo Compuesto	복안
37	0	15	ふみん	ふみん	Uykusuzluk	Insomnia	Insonnia	Insomnia	Insomnio	불면
37	0	16	へんしょく	へんしょく	Renk Değişimi	Déguisement	Cambiacolore	Farbwechsel	Cambio Color	변색
37	0	17	めんえき	めんえき	Bağışıklık	Vaccin	Immunità	Immunität	Inmunidad	면역
37	0	18	もらいび	もらいび	Alev Parlaması	Torche	Fuocardore	Feuerfänger	Absorbe Fuego	타오르는불꽃
37	0	19	りんぷん	りんぷん	Kalkan Tozu	Écran Poudre	Polvoscudo	Puderabwehr	Polvo Escudo	인분
37	0	20	マイペース	マイペース	Kendi Ritmi	Tempo Perso	Mente Locale	Tempomacher	Ritmo Propio	마이페이스
37	0	21	きゅうばん	きゅうばん	Vantuzlar	Ventouse	Ventose	Saugnapf	Ventosas	흡반
37	0	22	いかく	いかく	Gözdağı	Intimidation	Prepotenza	Bedroher	Intimidación	위협
37	0	23	かげふみ	かげふみ	Gölge Tuzağı	Marque Ombre	Pedinombra	Wegsperre	Sombra Trampa	그림자밟기
37	0	24	さめはだ	さめはだ	Sert Deri	Peau Dure	Cartavetro	Rauhaut	Piel Tosca	까칠한피부
37	0	25	ふしぎなまもり	ふしぎなまもり	Mucize Koruması	Garde Mystik	Magidifesa	Wunderwache	Superguarda	불가사의부적
37	0	26	ふゆう	ふゆう	Havada Durma	Lévitation	Levitazione	Schwebe	Levitación	부유
37	0	27	ほうし	ほうし	Etki Sporu	Pose Spore	Spargispora	Sporenwirt	Efecto Espora	포자
37	0	28	シンクロ	シンクロ	Senkronizasyon	Synchro	Sincronismo	Synchro	Sincronía	싱크로
37	0	29	クリアボディ	クリアボディ	Berrak Beden	Corps Sain	Corpochiaro	Neutraltorso	Cuerpo Puro	클리어바디
37	0	30	しぜんかいふく	しぜんかいふく	Doğal İyileşme	Médic Nature	Alternacura	Innere Kraft	Cura Natural	자연회복
37	0	31	ひらいしん	ひらいしん	Paratoner	Paratonnerre	Parafulmine	Blitzfänger	Pararrayos	피뢰침
37	0	32	てんのめぐみ	てんのめぐみ	Huzurlu Zarafet	Sérénité	Leggiadro	Edelmut	Dicha	하늘의은총
37	0	33	すいすい	すいすい	Hızlı Yüzme	Glissade	Nuotovelox	Wassertempo	Nado Rápido	쓱쓱
37	0	34	ようりょくそ	ようりょくそ	Klorofil	Chlorophylle	Clorofilla	Chlorophyll	Clorofila	엽록소
37	0	35	はっこう	はっこう	Işık Saçma	Lumiattirance	Risplendi	Erleuchtung	Iluminación	발광
37	0	36	トレース	トレース	İz Sürme	Calque	Traccia	Fährte	Rastro	트레이스
37	0	37	ちからもち	ちからもち	Muazzam Güç	Coloforce	Macroforza	Kraftkoloss	Potencia	천하장사
37	0	38	どくのトゲ	どくのトゲ	Zehir Noktası	Point Poison	Velenopunto	Giftdorn	Punto Tóxico	독가시
37	0	39	せいしんりょく	せいしんりょく	İç Odak	Attention	Fuocodentro	Konzentrator	Foco Interno	정신력
37	0	40	マグマのよろい	マグマのよろい	Magma Zırhı	Armumagma	Magmascudo	Magmapanzer	Escudo Magma	마그마의무장
37	0	41	みずのベール	みずのベール	Su Örtüsü	Ignifu-Voile	Idrovelo	Aquahülle	Velo Agua	수의베일
37	0	42	じりょく	じりょく	Mıknatıs Çekimi	Magnépiège	Magnetismo	Magnetfalle	Imán	자력
37	0	43	ぼうおん	ぼうおん	Ses Yalıtımı	Anti-Bruit	Antisuono	Lärmschutz	Insonorizar	방음
37	0	44	あめうけざら	あめうけざら	Yağmur Tabağı	Cuvette	Copripioggia	Regengenuss	Cura Lluvia	젖은접시
37	0	45	すなおこし	すなおこし	Kum Akışı	Sable Volant	Sabbiafiume	Sandsturm	Chorro Arena	모래날림
37	0	46	プレッシャー	プレッシャー	Baskı	Pression	Pressione	Erzwinger	Presión	프레셔
37	0	47	あついしぼう	あついしぼう	Kalın Yağ	Isograisse	Grassospesso	Speckschicht	Sebo	두꺼운지방
37	0	48	はやおき	はやおき	Erkenci Kuş	Matinal	Sveglialampo	Frühwecker	Madrugar	일찍기상
37	0	49	ほのおのからだ	ほのおのからだ	Alev Bedeni	Corps Ardent	Corpodifuoco	Flammkörper	Cuerpo Llama	불꽃몸
37	0	50	にげあし	にげあし	Kaçış	Fuite	Fugafacile	Angsthase	Fuga	도주
37	0	51	するどいめ	するどいめ	Keskin Göz	Regard Vif	Sguardofermo	Adlerauge	Vista Lince	날카로운눈
37	0	52	かいりきバサミ	かいりきバサミ	Hiper Kesici	Hyper Cutter	Ipertaglio	Scherenmacht	Corte Fuerte	괴력집게
37	0	53	ものひろい	ものひろい	Toplayıcılık	Ramassage	Raccolta	Mitnahme	Recogida	픽업
37	0	54	なまけ	なまけ	Aylaklık	Absentéisme	Pigrone	Schnarchnase	Ausente	게으름
37	0	55	はりきり	はりきり	Aşırı Hırs	Agitation	Tuttafretta	Übereifer	Entusiasmo	의욕
37	0	56	メロメロボディ	メロメロボディ	Sevimli Cazibe	Joli Sourire	Incantevole	Charmebolzen	Gran Encanto	헤롱헤롱바디
37	0	57	プラス	プラス	Artı	Plus	Più	Plus	Más	플러스
37	0	58	マイナス	マイナス	Eksi	Minus	Meno	Minus	Menos	마이너스
37	0	59	てんきや	てんきや	Hava Tahmini	Météo	Previsioni	Prognose	Predicción	기분파
37	0	60	ねんちゃく	ねんちゃく	Sıkı Tutuş	Glue	Antifurto	Wertehalter	Viscosidad	점착
37	0	61	だっぴ	だっぴ	Deri Değişimi	Mue	Muta	Expidermis	Mudar	탈피
37	0	62	こんじょう	こんじょう	Cesaret	Cran	Dentistretti	Adrenalin	Agallas	근성
37	0	63	ふしぎなうろこ	ふしぎなうろこ	Mucize Pul	Écaille Spéciale	Pelledura	Notschutz	Escama Especial	이상한비늘
37	0	64	ヘドロえき	ヘドロえき	Sıvı Sızıntı	Suintement	Melma	Kloakensoße	Lodo Líquido	해감액
37	0	65	しんりょく	しんりょく	Aşırı Büyüme	Engrais	Erbaiuto	Notdünger	Espesura	심록
37	0	66	もうか	もうか	Alev	Brasier	Aiutofuoco	Großbrand	Mar Llamas	맹화
37	0	67	げきりゅう	げきりゅう	Sağanak	Torrent	Acquaiuto	Sturzbach	Torrente	급류
37	0	68	むしのしらせ	むしのしらせ	Sürü	Essaim	Aiutinsetto	Hexaplaga	Enjambre	벌레의알림
37	0	69	いしあたま	いしあたま	Kaya Kafa	Tête de Roc	Testadura	Steinhaupt	Cabeza Roca	돌머리
37	0	70	ひでり	ひでり	Kuraklık	Sécheresse	Siccità	Dürre	Sequía	가뭄
37	0	71	ありじごく	ありじごく	Arena Tuzağı	Piège	Trappoarena	Ausweglos	Trampa Arena	개미지옥
37	0	72	やるき	やるき	Canlı Ruh	Esprit Vital	Spiritovivo	Munterkeit	Espíritu Vital	의기양양
37	0	73	しろいけむり	しろいけむり	Beyaz Duman	Écran Fumée	Fumochiaro	Pulverrauch	Humo Blanco	하얀연기
37	0	74	ヨガパワー	ヨガパワー	Saf Güç	Force Pure	Forzapura	Mentalkraft	Energía Pura	순수한힘
37	0	75	シェルアーマー	シェルアーマー	Kabuk Zırhı	Coque Armure	Guscioscudo	Panzerhaut	Caparazón	조가비갑옷
37	0	76	エアロック	エアロック	Hava Kilidi	Air Lock	Riparo	Klimaschutz	Bucle Aire	에어록
37	0	77	ちどりあし	ちどりあし	Karışık Ayaklar	Pieds Confus	Intricopiedi	Fußangel	Tumbos	갈지자걸음
37	0	78	でんきエンジン	でんきエンジン	Motor Gücü	Motorisé	Elettrorapid	Starthilfe	Electromotor	전기엔진
37	0	79	とうそうしん	とうそうしん	Rekabet	Rivalité	Antagonismo	Rivalität	Rivalidad	투쟁심
37	0	80	ふくつのこころ	ふくつのこころ	Sarsılmazlık	Impassible	Cuordeciso	Felsenfest	Impasible	불굴의마음
37	0	81	ゆきがくれ	ゆきがくれ	Kar Pelerini	Rideau Neige	Mantelneve	Schneemantel	Manto Níveo	눈숨기
37	0	82	くいしんぼう	くいしんぼう	Oburluk	Gloutonnerie	Voracità	Völlerei	Gula	먹보
37	0	83	いかりのつぼ	いかりのつぼ	Öfke Noktası	Colérique	Grancollera	Kurzschluss	Irascible	분노의경혈
37	0	84	かるわざ	かるわざ	Yükten Kurtulma	Délestage	Agiltecnica	Entlastung	Liviano	곡예
37	0	85	たいねつ	たいねつ	Isı Geçirmez	Ignifugé	Antifuoco	Hitzeschutz	Ignífugo	내열
37	0	86	たんじゅん	たんじゅん	Basitlik	Simple	Disinvoltura	Wankelmut	Simple	단순
37	0	87	かんそうはだ	かんそうはだ	Kuru Deri	Peau Sèche	Pellearsa	Trockenheit	Piel Seca	건조피부
37	0	88	ダウンロード	ダウンロード	İndirme	Télécharge	Download	Download	Descarga	다운로드
37	0	89	てつのこぶし	てつのこぶし	Demir Yumruk	Poing de Fer	Ferropugno	Eisenfaust	Puño Férreo	철주먹
37	0	90	ポイズンヒール	ポイズンヒール	Zehirle İyileşme	Soin Poison	Velencura	Aufheber	Antídoto	포이즌힐
37	0	91	てきおうりょく	てきおうりょく	Uyum Yeteneği	Adaptabilité	Adattabilità	Anpassung	Adaptable	적응력
37	0	92	スキルリンク	スキルリンク	Beceri Bağı	Multi-Coups	Abillegame	Wertelink	Encadenado	스킬링크
37	0	93	うるおいボディ	うるおいボディ	Hidrasyon	Hydratation	Idratazione	Hydration	Hidratación	촉촉바디
37	0	94	サンパワー	サンパワー	Güneş Gücü	Force Soleil	Solarpotere	Solarkraft	Poder Solar	선파워
37	0	95	はやあし	はやあし	Hızlı Ayaklar	Pied Véloce	Piedisvelti	Rasanz	Pies Rápidos	속보
37	0	96	ノーマルスキン	ノーマルスキン	Normalleştirme	Normalise	Normalità	Regulierung	Normalidad	노말스킨
37	0	97	スナイパー	スナイパー	Keskin Nişancı	Sniper	Cecchino	Superschütze	Francotirador	스나이퍼
37	0	98	マジックガード	マジックガード	Sihirli Koruma	Garde Magik	Magicscudo	Magieschild	Muro Mágico	매직가드
37	0	99	ノーガード	ノーガード	Korumasız	Annule Garde	Nullodifesa	Schildlos	Indefenso	노가드
37	0	100	あとだし	あとだし	Oyalama	Frein	Rallentatore	Zeitspiel	Rezagado	시간벌기
37	0	101	テクニシャン	テクニシャン	Teknisyen	Technicien	Tecnico	Techniker	Experto	테크니션
37	0	102	リーフガード	リーフガード	Yaprak Koruması	Feuille Garde	Fogliamanto	Floraschild	Defensa Hoja	리프가드
37	0	103	ぶきよう	ぶきよう	Sakarlık	Maladresse	Impaccio	Tollpatsch	Zoquete	서투름
37	0	104	かたやぶり	かたやぶり	Kalıp Kırıcı	Brise Moule	Rompiforma	Überbrückung	Rompemoldes	틀깨기
37	0	105	きょううん	きょううん	Süper Şans	Chanceux	Supersorte	Glückspilz	Afortunado	대운
37	0	106	ゆうばく	ゆうばく	Artçı Hasar	Boom Final	Scoppio	Finalschlag	Resquicio	유폭
37	0	107	きけんよち	きけんよち	Önsezi	Anticipation	Presagio	Vorahnung	Anticipación	위험예지
37	0	108	よちむ	よちむ	Önceden Sezme	Prédiction	Premonizione	Vorwarnung	Alerta	예지몽
37	0	109	てんねん	てんねん	Habersizlik	Inconscient	Imprudenza	Unkenntnis	Ignorante	천진
37	0	110	いろめがね	いろめがね	Renkli Lens	Lentiteintée	Lentifumé	Aufwertung	Cromolente	색안경
37	0	111	フィルター	フィルター	Filtre	Filtre	Filtro	Filter	Filtro	필터
37	0	112	スロースタート	スロースタート	Yavaş Başlangıç	Début Calme	Lentoinizio	Saumselig	Inicio Lento	슬로스타트
37	0	113	きもったま	きもったま	Kavgacı	Querelleur	Nervisaldi	Rauflust	Intrépido	배짱
37	0	114	よびみず	よびみず	Fırtına Drenajı	Lavabo	Acquascolo	Sturmsog	Colector	마중물
37	0	115	アイスボディ	アイスボディ	Buz Bedeni	Corps Gel	Corpogelo	Eishaut	Gélido	아이스바디
37	0	116	ハードロック	ハードロック	Sağlam Kaya	Solide Roc	Solidroccia	Felskern	Roca Sólida	하드록
37	0	117	ゆきふらし	ゆきふらし	Kar Uyarısı	Alerte Neige	Scendineve	Hagelalarm	Nevada	눈퍼뜨리기
37	0	118	みつあつめ	みつあつめ	Bal Toplama	Cherche Miel	Mielincetta	Honigmaul	Recogemiel	꿀모으기
37	0	119	おみとおし	おみとおし	Yoklama	Fouille	Indagine	Schnüffler	Cacheo	통찰
37	0	120	すてみ	すてみ	Pervasızlık	Téméraire	Temerarietà	Achtlos	Audaz	이판사판
37	0	121	マルチタイプ	マルチタイプ	Çoklu Tür	Multi-Type	Multitipo	Variabilität	Multitipo	멀티타입
37	0	122	フラワーギフト	フラワーギフト	Çiçek Armağanı	Don Floral	Regalfiore	Pflanzengabe	Don Floral	플라워기프트
37	0	123	ナイトメア	ナイトメア	Kötü Rüyalar	Mauvais Rêve	Sogniamari	Alptraum	Mal Sueño	나이트메어
37	0	124	わるいてぐせ	わるいてぐせ	Yankesicilik	Pickpocket	Arraffalesto	Langfinger	Hurto	나쁜손버릇
37	0	125	ちからずく	ちからずく	Katıksız Güç	Sans Limite	Forzabruta	Rohe Gewalt	Potencia Bruta	우격다짐
37	0	126	あまのじゃく	あまのじゃく	Terslik	Contestation	Inversione	Umkehrung	Respondón	심술꾸러기
37	0	127	きんちょうかん	きんちょうかん	Sinir Bozma	Tension	Agitazione	Anspannung	Nerviosismo	긴장감
37	0	128	まけんき	まけんき	Meydan Okuma	Acharné	Agonismo	Siegeswille	Competitivo	오기
37	0	129	よわき	よわき	Yenilgici	Défaitiste	Sconforto	Schwächling	Flaqueza	무기력
37	0	130	のろわれボディ	のろわれボディ	Lanetli Beden	Corps Maudit	Corpofunesto	Tastfluch	Cuerpo Maldito	저주받은바디
37	0	131	いやしのこころ	いやしのこころ	Şifacı	Cœur Soin	Curacuore	Heilherz	Alma Cura	치유의마음
37	0	132	フレンドガード	フレンドガード	Dost Koruması	Garde Amie	Amicoscudo	Freundeshut	Compiescolta	프렌드가드
37	0	133	くだけるよろい	くだけるよろい	Zayıf Zırh	Armurouillée	Sottilguscio	Bruchrüstung	Armadura Frágil	깨어진갑옷
37	0	134	ヘヴィメタル	ヘヴィメタル	Ağır Metal	Heavy Metal	Metalpesante	Schwermetall	Metal Pesado	헤비메탈
37	0	135	ライトメタル	ライトメタル	Hafif Metal	Light Metal	Metalleggero	Leichtmetall	Metal Liviano	라이트메탈
37	0	136	マルチスケイル	マルチスケイル	Çoklu Pul	Multiécaille	Multisquame	Multischuppe	Compensación	멀티스케일
37	0	137	どくぼうそう	どくぼうそう	Zehir Gücü	Rage Poison	Velenimpeto	Giftwahn	Ímpetu Tóxico	독폭주
37	0	138	ねつぼうそう	ねつぼうそう	Alev Gücü	Rage Brûlure	Bruciaimpeto	Hitzewahn	Ímpetu Ardiente	열폭주
37	0	139	しゅうかく	しゅうかく	Hasat	Récolte	Coglibacche	Reiche Ernte	Cosecha	수확
37	0	140	テレパシー	テレパシー	Telepati	Télépathe	Telepatia	Telepathie	Telepatía	텔레파시
37	0	141	ムラっけ	ムラっけ	Değişken Ruh	Lunatique	Altalena	Gefühlswippe	Veleta	변덕쟁이
37	0	142	ぼうじん	ぼうじん	Dış Kaplama	Envelocape	Copricapo	Wetterfest	Funda	방진
37	0	143	どくしゅ	どくしゅ	Zehirli Dokunuş	Toxitouche	Velentocco	Giftgriff	Toque Tóxico	독수
37	0	144	さいせいりょく	さいせいりょく	Yenilenme	Régé-Force	Rigenergia	Belebekraft	Regeneración	재생력
37	0	145	はとむね	はとむね	Güçlü Gaga	Cœur de Coq	Pettinfuori	Brustbieter	Sacapecho	부풀린가슴
37	0	146	すなかき	すなかき	Kum Atılımı	Baigne Sable	Remasabbia	Sandscharrer	Ímpetu Arena	모래헤치기
37	0	147	ミラクルスキン	ミラクルスキン	Mucize Deri	Peau Miracle	Splendicute	Wunderhaut	Piel Milagro	미라클스킨
37	0	148	アナライズ	アナライズ	Analitik	Analyste	Ponderazione	Analyse	Cálculo Final	애널라이즈
37	0	149	イリュージョン	イリュージョン	Yanılsama	Illusion	Illusione	Trugbild	Ilusión	일루전
37	0	150	かわりもの	かわりもの	Taklitçi	Imposteur	Sosia	Doppelgänger	Impostor	괴짜
37	0	151	すりぬけ	すりぬけ	Sızma	Infiltration	Intrapasso	Schwebedurch	Allanamiento	틈새포착
37	0	152	ミイラ	ミイラ	Mumya	Momie	Mummia	Mumie	Momia	미라
37	0	153	じしんかじょう	じしんかじょう	Özgüven	Impudence	Arroganza	Hochmut	Autoestima	자기과신
37	0	154	せいぎのこころ	せいぎのこころ	Haklılık	Cœur Noble	Giustizia	Redlichkeit	Justiciero	정의의마음
37	0	155	びびり	びびり	Ürkeklik	Phobique	Paura	Hasenfuß	Cobardía	주눅
37	0	156	マジックミラー	マジックミラー	Sihirli Yansıma	Miroir Magik	Magispecchio	Magiespiegel	Espejo Mágico	매직미러
37	0	157	そうしょく	そうしょく	Özsu Emme	Herbivore	Mangiaerba	Vegetarier	Herbívoro	초식
37	0	158	いたずらごころ	いたずらごころ	Şakacı	Farceur	Burla	Strolch	Bromista	짓궂은마음
37	0	159	すなのちから	すなのちから	Kum Gücü	Force Sable	Silicoforza	Sandgewalt	Poder Arena	모래의힘
37	0	160	てつのトゲ	てつのトゲ	Demir Dikenler	Épine de Fer	Spineferrate	Eisenstachel	Punta Acero	철가시
37	0	161	ダルマモード	ダルマモード	Zen Modu	Mode Transe	Stato Zen	Trance-Modus	Modo Daruma	달마모드
37	0	162	しょうりのほし	しょうりのほし	Zafer Yıldızı	Victorieux	Vittorstella	Triumphstern	Tinovictoria	승리의별
37	0	163	ターボブレイズ	ターボブレイズ	Turbo Alev	TurboBrasier	Piroturbina	Turbobrand	Turbollama	터보블레이즈
37	0	164	テラボルテージ	テラボルテージ	Teravolt	Téra-Voltage	Teravolt	Teravolt	Terravoltaje	테라볼티지
37	0	165	アロマベール	アロマベール	Aroma Örtüsü	Aroma-Voile	Aromavelo	Dufthülle	Velo Aroma	아로마베일
37	0	166	フラワーベール	フラワーベール	Çiçek Örtüsü	Flora-Voile	Fiorvelo	Blütenhülle	Velo Flor	플라워베일
37	0	167	ほおぶくろ	ほおぶくろ	Yanak Kesesi	Bajoues	Guancegonfie	Backentaschen	Carrillo	볼주머니
37	0	168	へんげんじざい	へんげんじざい	Değişken Tür	Protéen	Mutatipo	Wandlungskunst	Mutatipo	변환자재
37	0	169	ファーコート	ファーコート	Kürk Kaplama	Toison Épaisse	Foltopelo	Fellkleid	Pelaje Recio	퍼코트
37	0	170	マジシャン	マジシャン	Sihirbaz	Magicien	Prestigiatore	Zauberer	Prestidigitador	매지션
37	0	171	ぼうだん	ぼうだん	Kurşun Geçirmez	Pare-Balles	Antiproiettile	Kugelsicher	Antibalas	방탄
37	0	172	かちき	かちき	Rekabetçilik	Battant	Tenacia	Unbeugsamkeit	Tenacidad	승기
37	0	173	がんじょうあご	がんじょうあご	Güçlü Çene	Prognathe	Ferromascella	Titankiefer	Mandíbula Fuerte	옹골찬턱
37	0	174	フリーズスキン	フリーズスキン	Soğutma	Peau Gelée	Pellegelo	Frostschicht	Piel Helada	프리즈스킨
37	0	175	スイートベール	スイートベール	Tatlı Örtü	Gluco-Voile	Dolcevelo	Zuckerhülle	Velo Dulce	스위트베일
37	0	176	バトルスイッチ	バトルスイッチ	Duruş Değişimi	Déclic Tactique	Accendilotta	Taktikwechsel	Cambio Táctico	배틀스위치
37	0	177	はやてのつばさ	はやてのつばさ	Fırtına Kanatları	Ailes Bourrasque	Aliraffica	Orkanschwingen	Alas Vendaval	질풍날개
37	0	178	メガランチャー	メガランチャー	Mega Fırlatıcı	Méga Blaster	Megalancio	Megawumme	Megadisparador	메가런처
37	0	179	くさのけがわ	くさのけがわ	Çim Postu	Toison Herbue	Peloderba	Pflanzenpelz	Manto Frondoso	풀모피
