entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
260	0	1	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　てにいれた！	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　手に入れた！	[VAR 0100(0000)],\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] aldı!	[VAR 0100(0000)] obtient\n[VAR 1402(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] !	[VAR 0100(0000)] ottiene\n[VAR 1500(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] erhält\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] ha obtenido\n[VAR 1702(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01].	[VAR 0100(0000)][VAR 1900(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01][VAR 1900(0002)] 손에 넣었다!
260	0	2	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　てにいれた！	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　手に入れた！	[VAR 0100(0000)], \n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] aldı!	[VAR 0100(0000)] reçoit\n[VAR 1402(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] !	[VAR 0100(0000)] ottiene\n[VAR 1502(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] erhält\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] ha obtenido\n[VAR 1702(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01].	[VAR 0100(0000)][VAR 1900(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01][VAR 1900(0002)] 손에 넣었다!
260	0	3	[VAR 0100(0000)]は　[VAR 0109(0001)]\n「[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]」を　てにいれた！	[VAR 0100(0000)]は　[VAR 0109(0001)]\n「[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]」を　手に入れた！	[VAR 0100(0000)],\n[VAR 0109(0001)] [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01] aldı!	[VAR 0100(0000)] reçoit la [VAR 0109(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01] !	[VAR 0100(0000)] ottiene la [VAR 0109(0001)]\nche contiene [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]!	[VAR 0100(0000)] erhält das Item\n[VAR 0109(0001)] [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]!	[VAR 0100(0000)] ha obtenido\nla [VAR 0109(0001)] [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01].	[VAR 0100(0000)][VAR 1900(0001)] [VAR 0109(0001)]\n“[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]”[VAR 1900(0002)] 손에 넣었다!
260	0	4	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　みつけた！	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　みつけた！	[VAR 0100(0000)], [VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] buldu!	[VAR 0100(0000)] trouve\n[VAR 1402(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] !	[VAR 0100(0000)] trova\n[VAR 1500(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] findet das Item\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	¡[VAR 0100(0000)] ha encontrado\n[VAR 1702(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)][VAR 1900(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01][VAR 1900(0002)] 발견했다!
260	0	5	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　みつけた！	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　みつけた！	[VAR 0100(0000)], [VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] buldu!	[VAR 0100(0000)] trouve\n[VAR 1402(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] !	[VAR 0100(0000)] trova\n[VAR 1502(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] findet das Item\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	¡[VAR 0100(0000)] ha encontrado\n[VAR 1702(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)][VAR 1900(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01][VAR 1900(0002)] 발견했다!
260	0	6	[VAR 0100(0000)]は　[VAR 0109(0001)]\n「[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]」を　みつけた！	[VAR 0100(0000)]は　[VAR 0109(0001)]\n「[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]」を　みつけた！	[VAR 0100(0000)],\n[VAR 0109(0001)] [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01] buldu!	[VAR 0100(0000)] trouve la [VAR 0109(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01] !	[VAR 0100(0000)] trova la [VAR 0109(0001)]\nche contiene [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]!	[VAR 0100(0000)] findet das Item\n[VAR 0109(0001)] [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]!	¡[VAR 0100(0000)] ha encontrado la\n[VAR 0109(0001)] [VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]!	[VAR 0100(0000)][VAR 1900(0001)] [VAR 0109(0001)]\n“[VAR BD00(0007,0000,0000)][VAR 0107(0002)][VAR BD01]”[VAR 1900(0002)] 발견했다!
260	0	7	ざんねん！　[VAR 0109(0000)]は\nいっぱいで　これいじょう　もてない！	残念！　[VAR 0109(0000)]は\n一杯で　これ以上　持てない！	Ne yazık ki Çantanda\n[VAR 0109(0000)] için yer yok!	Quel dommage ! Vous n’avez plus de place\npour [VAR 1400(0000)][VAR 0109(0000)] !	Peccato! Non c’è più spazio\nper [VAR 1500(0000)][VAR 0109(0000)]!	Schade! Für [VAR 0109(0000)]\nist kein Platz mehr!	¡Qué pena! No te queda espacio para\nguardar [VAR 1700(0000)][VAR 0109(0000)].	아쉽다! [VAR 0109(0000)][VAR 1900(0001)]\n가득 차서 더 이상 지닐 수 없다!
260	0	8	[VAR 0109(0000)]を　てにいれた！\c\nざんねん！\nバッグが　いっぱいだ……	[VAR 0109(0000)]を　手に入れた！\c\n残念！\nバッグが　一杯だ……	[VAR 0109(0000)] aldın!\c\nAma ne yazık ki Çantan zaten dolu!	Vous avez trouvé [VAR 1402(0000)][VAR 0109(0000)],\nmais il n’y a plus de place dans le Sac !	Ottieni [VAR 1502(0000)][VAR 0109(0000)]!\c\nMa non c’è più spazio nella Borsa... che peccato!	Du erhältst das Item [VAR 0109(0000)]!\c\nOh, schade... Dafür ist leider kein Platz mehr!	¡Has obtenido [VAR 1702(0000)][VAR 0109(0000)]!\c\nEs una pena, pero la Bolsa está llena.	[VAR 0109(0000)][VAR 1900(0002)] 손에 넣었다!\c\n아쉽다!\n가방이 가득 차 있다...
260	0	9	[VAR 0100(0000)]は　[VAR 0109(0001)]を\n「[VAR BD00(0007,0000,0000)][VAR 0112(0002)]ポケット[VAR BD01]」に　しまった	[VAR 0100(0000)]は　[VAR 0109(0001)]を\n「[VAR BD00(0007,0000,0000)][VAR 0112(0002)]ポケット[VAR BD01]」に　しまった	[VAR 0100(0000)], [VAR 0109(0001)] eşyasını\n[VAR BD00(0007,0000,0000)][VAR 0112(0002)] Cebine[VAR BD01] koydu.	[VAR 0100(0000)] a mis [VAR 1400(0001)][VAR 0109(0001)]\ndans la [VAR BD00(0007,0000,0000)]Poche [VAR 0112(0002)][VAR BD01].	[VAR 0100(0000)] mette [VAR 1500(0001)][VAR 0109(0001)]\nnella [VAR BD00(0007,0000,0000)]Tasca [VAR 0112(0002)][VAR BD01].	[VAR 0109(0001)] wurde[VAR 1101(0001,0100)]n in der\n[VAR BD00(0007,0000,0000)][VAR 0112(0002)]-Tasche[VAR BD01] verstaut.	[VAR 0100(0000)] mete [VAR 1700(0001)][VAR 0109(0001)]\nen el [VAR BD00(0007,0000,0000)]Bolsillo [VAR 0112(0002)][VAR BD01].	[VAR 0100(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)]\n“[VAR BD00(0007,0000,0000)][VAR 0112(0002)]포켓[VAR BD01]”에 넣었다
260	0	10	[~ 10]	[~ 10]	[VAR BDFF]\n	[~ 10]	[~ 10]	[~ 10]	[~ 10]	[~ 10]
260	0	11	……おや？　みつけた　どうぐに\nメモが　ついている\c\n[VAR 0100(0003)]『この　どうぐを\nぼうけんの　やくに　たててください！\c\n……どうやら　[VAR 0100(0003)]が\nかくして　いったようだ	……おや？　みつけた　道具に\nメモが　ついている\c\n[VAR 0100(0003)]『この　道具を\n冒険の　役に立ててください！\c\n……どうやら　[VAR 0100(0003)]が\n隠して　いったようだ	Eşyanın üzerinde bir not buldun...\c\n“Bu eşyayı yolculuğunda iyi kullan!\nSevgiler, [VAR 0100(0003)]”\c\nGörünüşe göre [VAR 0100(0003)] eşyayı\nsenin bulman için saklamış...	Oh ! Il y a une note sur l’objet :\c\n« J’espère que cet objet te sera utile !\nSigné : [VAR 0100(0003)] »\c\nOn dirait que c’est [VAR 0100(0003)]\nqui l’avait caché ici !	Sullo strumento che hai appena trovato c’è\nun messaggio.\c\n“Spero che ti sarà utile per la tua avventura.\nCiao, [VAR 0100(0003)]!”\c\nA quanto pare, era stato nascosto qui da\n[VAR 0100(0003)].	An dem gefundenen Item ist ein Memo befestigt:\c\n„Dieses Item wird dir bei deinen Abenteuern\nhelfen! Viel Glück und Spaß wünscht...\r\n[VAR 0100(0003)]!“\c\nAllem Anschein nach hat [VAR 0100(0003)]\ndas Item hier versteckt.	¿Y esto? El objeto que has encontrado\nlleva una nota.\c\n“¡Usa este objeto en tu aventura!\nFirmado: [VAR 0100(0003)]”.\c\nParece que esto lo había escondido\n[VAR 0100(0003)].	...어라? 발견한 도구에\n메모가 적혀 있다\c\n[VAR 0100(0003)]: 이 도구를\n모험에 유용하게 써주세요!\c\n...아무래도 [VAR 0100(0003)][VAR 1900(0003)]\n숨겨놓았던 모양이다
260	0	12	ざんねん！\nバッグが　いっぱい　だ！\c\n[VAR 0100(0000)]は\nかくされた　どうぐを　あきらめた	残念！\nバッグが　一杯だ！\c\n[VAR 0100(0000)]は\n隠された　道具を　あきらめた	Ne yazık ki Çantan dolu!\nGizli eşyayı almaktan vazgeçtin.	Dommage, vous n’avez plus de place pour cet\nobjet !\c\n[VAR 0100(0000)] a abandonné l’objet caché.	Purtroppo hai raggiunto il limite per\nquesto oggetto.\c\nNon puoi raccogliere lo strumento nascosto.	Du hast keinen Platz dafür. Schade!\nDu nimmst das versteckte Item nicht an.	¡Qué lástima! [VAR 0100(0000)] no puede quedarse\ncon el objeto porque no le caben más en la Bolsa.	아쉽다!\n가방이 가득 차 있다!\c\n[VAR 0100(0000)][VAR 1900(0001)]\n숨겨져 있던 도구를 포기했다
260	0	13	くろいかげが\nあわてて　とびだしていった！\c\nゴミばこの　そこに　なにかおちている	黒い　影が\n慌てて　飛びだしていった！\c\nゴミ箱の　底に　なにか落ちている	Garip, siyah bir gölge panikle sıçrayıp kaçtı!\c\nÇöp kutusunda bir şey bırakmış...	Une silhouette vient de disparaître sous vos yeux !\c\nOn dirait que quelque chose est tombé au fond\nde la poubelle…	Un’ombra scura si dilegua in tutta fretta!\c\nSembra che abbia lasciato qualcosa nel cestino\ndei rifiuti.	Ein Schatten springt aufgebracht davon!\nIrgendwas ist im Abfalleimer zurückgeblieben...	¡Una sombra sale disparada, presa del pánico!\c\nHay algo en el fondo de la papelera.	검은 그림자가\n서둘러 지나갔다!\c\n쓰레기통 옆에 뭔가가 떨어져 있다
260	0	14	ゴミばこが　ある！	ゴミ箱が　ある！	Bu bir çöp kutusu.	Une poubelle !	È un cestino dei rifiuti!	Ein Abfalleimer!	Es una papelera.	쓰레기통이 있다!
260	0	15	きの　たかいところに\nちいさな　みが　なってる！\r\nてをのばしても　とどかなそう……	木の　高いところに\n小さな実が　なってる！\r\n手を伸ばしても　届かなそう……	Ağacın tepesinde küçük\nMeyveler yetişiyor!\r\nAma onlara ulaşmak imkânsız gibi.	Des Baies commencent à pousser en haut de\nl’arbuste, mais elles semblent difficiles à atteindre.	Ci sono delle piccole bacche tra i rami più alti\ndell’albero.\r\nNon sembrano raggiungibili.	Hoch oben im Baum hängen kleine Beeren,\naber leider kannst du sie nicht erreichen.	Ya se ve alguna que otra baya pequeña\nen la copa del árbol.\r\nPero no parecen estar al alcance de la mano.	나무 높은 곳에\n작은 열매가 나 있다!\r\n손을 뻗어도 닿지 않을 것 같다...
260	0	16	きの　たかいところに\nおおきな　みが　なってる！\r\nまだ　じゅくしてない　ようだ	木の　高いところに\n大きな実が　なってる！\r\nまだ　熟してない　ようだ	Ağacın tepesinde iri\nMeyveler yetişiyor!\r\nAma henüz olgunlaşmamış gibiler.	Des Baies poussent en haut de l’arbuste,\nmais elles ne sont pas encore mûres…	Ci sono delle grandi bacche tra i rami più alti\ndell’albero.\r\nNon sembrano ancora mature.	Hoch oben im Baum hängen große Beeren,\naber leider sehen sie noch nicht reif aus.	Ya se ve alguna que otra baya grande\nen la copa del árbol.\r\nPero no parecen estar maduras aún.	나무 높은 곳에\n커다란 열매가 나 있다!\r\n아직 안 익은 듯하다
260	0	17	きの　たかいところに\nよく　じゅくした　みが　なってる！\r\nおちてこないかなあ……	木の　高いところに\nよく　熟した実が　なってる！\r\n落ちてこないかなあ……	Ağacın tepesinde iyice olgunlaşmış\nMeyveler var!\r\nAcaba aşağı düşerler mi?	Des Baies mûres attendent en haut de l’arbuste.\nOn peut se demander si elles vont finir par tomber.	Ci sono delle bacche mature tra i rami più alti\ndell’albero.\r\nQualcuna potrebbe cadere...	Hoch oben im Baum hängen reife Beeren!\nOb sie wohl bald herunterfallen?	Ya se ve alguna que otra baya bien madura\nen la copa del árbol.\r\nA ver si hay suerte y cae alguna.	나무 높은 곳에\n잘 익은 열매가 나 있다!\r\n떨어지면 좋을 텐데...
260	0	18	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01]を\r\nもらった！	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01]を\r\nもらった！	[VAR 0100(0000)],\n[VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01] aldı!	[VAR 0100(0000)] reçoit\nun [VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01] !	[VAR 0100(0000)] riceve\nun [VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01]!	[VAR 0100(0000)] erhält ein\n[VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01]!	¡[VAR 0100(0000)] ha recibido una\n[VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01]!	[VAR 0100(0000)][VAR 1900(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0127(0001)][VAR BD01][VAR 1900(0002)]\r\n받았다!
260	0	19	[VAR 0100(0000)]は　[VAR 0101(0002)]に\n[VAR 0127(0001)]を\r\nつけてあげた！	[VAR 0100(0000)]は　[VAR 0101(0002)]に\n[VAR 0127(0001)]を\r\nつけてあげた！	[VAR 0100(0000)], [VAR 0101(0002)] Pokémonunu [VAR 0127(0001)] ile süsledi!	[VAR 0100(0000)] met à [VAR 0101(0002)]\nle [VAR 0127(0001)] !	[VAR 0100(0000)] mette al suo [VAR 0101(0002)]\nil [VAR 0127(0001)]!	[VAR 0100(0000)] gibt [VAR 1100(0000,0506,0000)]seinemihrem [VAR 0101(0002)]\ndas [VAR 0127(0001)]!	[VAR 0100(0000)] le ha puesto a [VAR 0101(0002)]\nla [VAR 0127(0001)].	[VAR 0100(0000)][VAR 1900(0001)] [VAR 0101(0002)]에게\n[VAR 0127(0001)][VAR 1900(0002)]\r\n달아주었다!
260	0	20	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　てにいれた！	[VAR 0100(0000)]は\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]を　手に入れた！	[VAR 0100(0000)],\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] aldı!	[VAR 0100(0000)] reçoit\n[VAR 1400(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01] !	[VAR 0100(0000)] ottiene\n[VAR 1502(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] erhält\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01]!	[VAR 0100(0000)] ha obtenido\n[VAR 1702(0001)][VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01].	[VAR 0100(0000)][VAR 1900(0001)]\n[VAR BD00(0007,0000,0000)][VAR 0109(0001)][VAR BD01][VAR 1900(0002)] 손에 넣었다!
260	0	21	[VAR 0100(0000)]は　もようがえグッズの\n[VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01]を　てにいれた！	[VAR 0100(0000)]は　もようがえグッズの\n[VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01]を　手に入れた！	[VAR 0100(0000)], üssü için \n[VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01] dekorasyonunu aldı!	[VAR 0100(0000)] obtient un objet décoratif :\n[VAR 1402(0001)][VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01] !	[VAR 0100(0000)] ottiene\n[VAR 1502(0001)][VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01]!	[VAR 0100(0000)] erhält das Deko-Objekt\n[VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01]!	¡[VAR 0100(0000)] ha obtenido\n[VAR 1702(0001)][VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01]!	[VAR 0100(0000)][VAR 1900(0001)] 모양바꾸기 굿즈\n[VAR BD00(0007,0000,0000)][VAR 01A6(0001)][VAR BD01][VAR 1900(0002)] 손에 넣었다!
260	0	22	[VAR 0100(0000)]は　[VAR 01A6(0001)]を\n[VAR BD00(0007,0000,0000)]ひみつのパソコン[VAR BD01]に　おくった！	[VAR 0100(0000)]は　[VAR 01A6(0001)]を\n[VAR BD00(0007,0000,0000)]ひみつのパソコン[VAR BD01]に　送った！	[VAR 0100(0000)], [VAR 01A6(0001)] dekorasyonunu\n[VAR BD00(0007,0000,0000)]Gizli PC’ye[VAR BD01] gönderdi!	[VAR 0100(0000)] envoie\n[VAR 1400(0001)][VAR 01A6(0001)] dans le [VAR BD00(0007,0000,0000)]PC Secret[VAR BD01] !	[VAR 0100(0000)] invia\n[VAR 1500(0001)][VAR 01A6(0001)] al [VAR BD00(0007,0000,0000)]PC segreto[VAR BD01]!	[VAR 0100(0000)] schickt\n[VAR 01A6(0001)] an [VAR 1100(0000,0506,0000)]seinenihren [VAR BD00(0007,0000,0000)]Geheim-PC[VAR BD01]!	[VAR 0100(0000)] ha enviado\n[VAR 1700(0001)][VAR 01A6(0001)] a su [VAR BD00(0007,0000,0000)]PC Secreto[VAR BD01].	[VAR 0100(0000)][VAR 1900(0001)] [VAR 01A6(0001)][VAR 1900(0002)]\n[VAR BD00(0007,0000,0000)]비밀PC[VAR BD01]에 보냈다!
262	0	0	ふかふかの　つちだ	ふかふかの　土だ	Yumuşak topraktır.	Le sol est meuble.	Il terreno è soffice.	Der Lehmboden vor dir ist weich.	Esta tierra está blanda.	푹신푹신한 흙이다
262	0	1	きのみを　うめよう！	きのみを　埋めよう！	Haydi bir Meyve ekelim!	Plantez donc une Baie !	Pianta una bacca!	Pflanze eine Beere ein!	¡A plantar bayas!	나무열매를 심자!
262	0	2	[VAR 0109(0001)]を　うめた！	[VAR 0109(0001)]を　埋めた！	[VAR 0109(0001)] ekildi!	Vous plantez une [VAR 0109(0001)] !	Hai piantato una [VAR 0109(0001)]!	Du hast eine [VAR 0109(0001)] eingepflanzt!	Has plantado una [VAR 0109(0001)].	[VAR 0109(0001)][VAR 1900(0002)] 심었다!
262	0	3	[VAR 0109(0001)]を　うめた　ばしょだ！	[VAR 0109(0001)]を　埋めた　場所だ！	[VAR 0109(0001)] adlı eşyayı\nyerleştirdiğiniz yer burası!	Ici, vous avez planté une [VAR 0109(0001)].	Qui è stata piantata una [VAR 0109(0001)]!	Hier hast du eine [VAR 0109(0001)]\neingepflanzt.	Aquí hay plantada [VAR 1702(0001)][VAR 0109(0001)].	[VAR 0109(0001)][VAR 1900(0002)] 심었던 장소다!
262	0	4	[VAR 018E(0007)]の　めが　でてきた！	[VAR 018E(0007)]の芽が　でてきた！	[VAR 018E(0007)] filizleniyor!	Une pousse d’arbuste à Baies [VAR 018E(0007)]\nsort du sol !	È spuntato un germoglio di [VAR 018E(0007)]!	Die [VAR 018E(0007)]beere treibt Keime!	La Baya [VAR 018E(0007)] ha germinado.	[VAR 018E(0007)]의 싹이 나왔다!
262	0	5	[VAR 018E(0007)]の　みきが\nおおきく　なってきた！	[VAR 018E(0007)]の　幹が\n大きく　なってきた！	[VAR 018E(0007)] bitkisinin gövdesi büyüyor!	Le tronc de l’arbuste à Baies [VAR 018E(0007)]\ns’épaissit !	La pianta di [VAR 1001][VAR 018E(0007)] è diventata grande!	Der Stamm des [VAR 018E(0007)]baumes\nist gewachsen!	El tronco del arbusto de Baya [VAR 018E(0007)]\nha crecido.	[VAR 018E(0007)]의 줄기가\n커다랗게 자랐다!
262	0	6	[VAR 018E(0007)]の\nはなが　さいている！	[VAR 018E(0007)]の\n花が　咲いている！	[VAR 018E(0007)] ağacı çiçek açıyor!	L’arbuste à Baies [VAR 018E(0007)] est en fleurs !	Sono spuntati dei fiori di [VAR 018E(0007)]!	Der [VAR 018E(0007)]baum steht in Blüte!	El arbusto de Baya [VAR 018E(0007)] ha florecido.	[VAR 018E(0007)]의\n꽃이 피어 있다!
262	0	7	つちは　しっとり　している\nこのままでも　だいじょうぶそうだ	土は　しっとり　している\nこのままでも　大丈夫そうだ	Toprak nemli.\nSulamanıza gerek yok.	La terre est gorgée d’eau.\nInutile d’arroser.	Il terreno è umido.\nNon c’è bisogno di annaffiarlo.	Der Boden ist ausreichend bewässert.\nEs muss vorerst nicht gegossen werden.	La tierra ya está bastante mojada.	땅이 촉촉하다\n이대로도 괜찮아 보인다
262	0	8	つちが　かんそう　している……\nみずを　あげますか？	土が　乾燥している……\n水を　あげますか？	Toprak kuru...\nSulamak ister misiniz?	La terre est desséchée.\nVoulez-vous arroser ?	Il terreno è asciutto...\nVuoi annaffiarlo?	Der Boden ist sehr trocken!\nMöchtest du den Boden bewässern?	La tierra está seca. ¿Quieres regarla?	땅이 건조하다...\n물을 주겠습니까?
262	0	9	みずを　あげて\nつちが　うるおった！	水を　あげて\n土が　うるおった！	Toprağı suladın, artık güzel ve nemli.	Grâce à ce bon arrosage, le sol est plus fertile !	Il terreno è stato annaffiato e ora è umido!	Dank der Bewässerung ist der Boden\nnun feucht und fruchtbar!	Has regado bien la tierra y ahora ya es más fértil.	물을 줘서\n땅이 촉촉해졌다!
262	0	10	[VAR 0109(0001)]が\n[VAR 0201(0003)]こ　できている！	[VAR 0109(0001)]が\n[VAR 0201(0003)]個　できている！	[VAR 0109(0001)] ağacında [VAR 0201(0003)] Meyve var!	L’arbuste à [VAR 1001][VAR 0109(0001)] a donné\n[VAR 0201(0003)] Baie[VAR 1101(0003,0100)]s !	La pianta di [VAR 1001][VAR 0109(0001)] ha prodotto\n[VAR 0201(0003)] bacc[VAR 1101(0003,0201)]ahe!	Der [VAR 0109(0001)]baum trägt\n[VAR 0201(0003)] [VAR 0109(0001)]!	El arbusto de [VAR 0109(0001)] ha dado\n[VAR 0201(0003)] baya[VAR 1101(0003,0100)]s.	[VAR 0109(0001)][VAR 1900(0003)]\n[VAR 0201(0003)]개 열려 있다!
262	0	11	[VAR 0109(0001)]を\n[VAR 0201(0003)]こ　とった！	[VAR 0109(0001)]を\n[VAR 0201(0003)]個　採った！	\n[VAR 0109(0001)] ağacından [VAR 0201(0003)] Meyve toplandı!	[VAR 0201(0003)] Baie[VAR 1101(0003,0100)]s récoltée[VAR 1101(0003,0100)]s sur l’arbuste\nà [VAR 1001][VAR 0109(0001)] !	Prendi [VAR 0201(0003)] bacc[VAR 1101(0003,0201)]ahe dalla pianta\ndi [VAR 1001][VAR 0109(0001)]!	Du hast [VAR 0201(0003)] [VAR 0109(0001)] geerntet!	Has cosechado [VAR 0201(0003)] baya[VAR 1101(0003,0100)]s del arbusto de\n[VAR 0109(0001)].	[VAR 0109(0001)][VAR 1900(0002)]\n[VAR 0201(0003)]개 땄다!
262	0	12	バッグは　いっぱい　だった\n[VAR 0109(0001)]を　あきらめた	バッグは　一杯だった\n[VAR 0109(0001)]を　あきらめた	Çanta doluydu. \n[VAR 0109(0001)] mahsulden vazgeçtiniz.	Vous n’avez plus de place pour cet objet…\nRécolte annulée.	Hai raggiunto il limite per questo oggetto.\c\nNon puoi raccogliere le bacche\ndella pianta di [VAR 0109(0001)].	Die [VAR 1001][VAR 0109(0001)]ernte wurde\nabgebrochen, da du bereits genug davon trägst.	No caben más en la Bolsa, así que no se ha\nrecogido ninguna [VAR 0109(0001)].	가방이 가득 찼다\n[VAR 0109(0001)][VAR 1900(0002)] 포기했다
262	0	13	[VAR 0109(0001)]を　バッグにしまった！\nふかふかの　つちに　もどった	[VAR 0109(0001)]を　バッグにしまった！\nふかふかの　土に　もどった	[VAR 0109(0001)] mahsulünü Torbaya koyun!\nToprak yeniden ekilmeye hazır.	La récolte de l’arbuste à [VAR 1001][VAR 0109(0001)]\nest terminée ! Le sol est à nouveau meuble.	Metti nella Borsa il raccolto della pianta\ndi [VAR 1001][VAR 0109(0001)].\c\nIl terreno è tornato soffice.	Du hast die [VAR 1001][VAR 0109(0001)]ernte beendet!\nDer Lehmboden ist wieder weich.	Has metido la cosecha de [VAR 0109(0001)]\nen la Bolsa.\c\nLa tierra se ha reblandecido.	[VAR 0109(0001)][VAR 1900(0002)] 가방에 넣었다!\n푹신푹신한 흙으로 돌아왔다
262	0	14	つちが　かんそう　している……	土が　乾燥している……	Toprak kuru...	La terre est desséchée.	Il terreno è asciutto...	Der Boden ist sehr trocken!	La tierra está seca...	땅이 건조하다...
