apply,archive,member,bclyt,section,pane,source_text,translation,capacity_bytes
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,24,2x,Distance,Mesafe,18
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,30,e,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,32,c,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,34,9,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,37,30,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,43,h,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,45,j,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,47,l,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,50,32,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,56,t,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,58,v,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,60,x,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,63,34,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,69,11,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,71,13,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,73,15,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,76,36,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,82,19,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,84,1b,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,86,1d,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,89,38,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,95,1h,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,97,1j,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,99,1l,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,102,3a,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,108,1p,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,110,1r,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,112,1t,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,115,3c,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,121,1x,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,123,1z,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,125,21,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,128,3e,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,134,25,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,136,27,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,138,29,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,141,3g,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,147,2d,‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,149,2f,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,151,2h,芝8888ｍ,Ç8888m,14
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,154,3i,99:99:9,,16
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,160,2l,‰‰‰‰‰‰‰‰‰‰,,22
,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,162,2n,99:99:9,,16
1,0/3/8,node_0001_slot_00.bin,blyt/TimeRecord_Upper.bclyt,164,2p,芝8888ｍ,Ç8888m,14
1,0/3/9,node_0000_slot_00.bin,blyt/Victory_Upper.bclyt,54,i,ラジオNIKKEI杯２歳ステークス,NIKKEI 2 Yaş Koşusu,66
,0/3/9,node_0001_slot_00.bin,blyt/Victory_Lower.bclyt,18,1,‰‰‰‰‰‰‰‰‰,,34
,0/3/9,node_0001_slot_00.bin,blyt/Victory_Lower.bclyt,22,k,♂,,4
1,0/3/9,node_0001_slot_00.bin,blyt/Victory_Lower.bclyt,24,3,9y/o,9yaş,10
,0/3/9,node_0001_slot_00.bin,blyt/Victory_Lower.bclyt,30,5,88:88.8,,16
1,0/3/9,node_0001_slot_00.bin,blyt/Victory_Lower.bclyt,32,s,Time,Süre,10
1,0/4/1,node_0000_slot_00.bin,blyt/TutorialSelect_Lower.bclyt,11,a,Basics of race,Yarış Temeli,30
1,0/4/1,node_0000_slot_00.bin,blyt/TutorialSelect_Lower.bclyt,18,c,"""Special Card"" etc.","""Özel Kart"" vb.",40
1,0/4/1,node_0000_slot_00.bin,blyt/TutorialSelect_Lower.bclyt,25,e,"""Peak Time"" etc.","""Zirve"" vb.",34
,0/4/2,node_0000_slot_00.bin,blyt/QR_Upper.bclyt,11,9,‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,82
1,0/4/2,node_0000_slot_00.bin,blyt/QR_Upper.bclyt,13,b,ソリティ馬のQRコードがみつかりました,QR kodu bulundu,40
1,0/4/2,node_0001_slot_00.bin,blyt/QR_Lower.bclyt,10,6,"Read QR Code here for
Pocket Card Jockey","Pocket Card Jockey
QR kodunu burada okut",82
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,14,q,Speed,Hız,12
,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,16,s,999,,8
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,21,v,Stamina,Dayan.,16
,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,23,x,999,,8
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,28,10,PeakTime,Zirve,18
,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,30,12,9~9,,8
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,36,15,Char.,Özl.,12
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,38,17,International Star,Dünya Yıldızı,42
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,43,1a,Skill,Bec.,12
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,45,1c,Running Rows (Strong）,Ardışık Sıralar (Güçlü),50
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,47,1e,Running Rows (Strong）,Ardışık Sıralar (Güçlü),50
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,49,1q,Skill,Bec.,12
,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,61,6,‰‰‰‰‰‰‰‰‰,,34
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,63,i,性別,Cins,6
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,70,4,WWWWWWWW,WWWWWWWW,30
1,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,76,1h,Wins,Gal.,10
,0/4/4,node_0000_slot_00.bin,blyt/farm_qr_upper.bclyt,78,1j,99/99,,12
,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,8,0,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,10,2,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,12,4,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
1,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,14,6,‰‰１４×７＝９８文字‰‰‰,‰‰14×7=98 krk‰‰‰,70
,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,16,8,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,18,a,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,20,c,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
1,0/4/9,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,25,j,"For further information, please press 　　　　　　 and access the Manual.",Daha fazla bilgi için 　　　　　　 tuşuna basıp Kılavuza git.,136
1,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,50,1m,１３文字まで入力できますよ,En fazla 13 karakter.,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,58,1o,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,66,1q,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,74,1u,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,82,1w,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,90,1y,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,98,20,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,106,22,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,114,27,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,122,2b,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,130,2f,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,138,2j,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,146,2n,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,154,2r,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,162,2v,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,170,2z,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,178,33,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,186,37,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,194,3b,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,202,3f,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,210,3j,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,218,3n,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,226,3r,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,234,3v,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,242,3z,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,250,43,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,258,47,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,266,4b,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,274,4f,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,282,4j,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,290,4n,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,298,4r,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
1,0/4/9,node_0001_slot_00.bin,blyt/TipsLower.bclyt,308,11,Press B to switch Auto-Tips,Oto-İpucu: B ile değiştir,56
,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,8,0,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,10,2,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,12,4,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
1,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,14,6,‰‰１４×７＝９８文字‰‰‰,‰‰14×7=98 krk‰‰‰,70
,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,16,8,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,18,a,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,20,c,‰‰‰‰‰‰‰‰‰‰‰‰‰‰,,70
1,0/5/2,node_0000_slot_00.bin,blyt/TipsUpper.bclyt,25,j,"For further information, please press 　　　　　　 and access the Manual.",Daha fazla bilgi için 　　　　　　 tuşuna basıp Kılavuza git.,136
1,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,50,1m,１３文字まで入力できますよ,En fazla 13 karakter.,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,58,1o,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,66,1q,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,74,1u,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,82,1w,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,90,1y,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,98,20,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,106,22,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,114,27,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,122,2b,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,130,2f,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,138,2j,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,146,2n,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,154,2r,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,162,2v,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,170,2z,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,178,33,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,186,37,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,194,3b,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,202,3f,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,210,3j,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,218,3n,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,226,3r,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,234,3v,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,242,3z,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,250,43,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,258,47,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,266,4b,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,274,4f,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,282,4j,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,290,4n,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,298,4r,‰‰‰‰‰‰‰‰‰‰‰‰‰,,54
1,0/5/2,node_0001_slot_00.bin,blyt/TipsLower.bclyt,308,11,Press B to switch Auto-Tips,Oto-İpucu: B ile değiştir,56
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,5,0,キャラ0,Kar0,10
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,7,2,キャラ1,Kar1,10
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,9,4,キャラ2,Kar2,10
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,11,6,背景：,Arka:,8
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,13,8,厩舎,Ahır,10
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,15,a,主人公,Jokey,18
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,17,c,まえかわ,Maekawa,18
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,19,e,なし,Yok,18
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,21,g,歳,y,4
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,23,i,月,ay,4
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,25,k,週,hf,4
,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,27,m,3,,4
,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,29,o,8,,10
,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,31,q,1,,4
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,33,x,＋　項目の選択,+ Öğe seç,16
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,35,z,AB  内容の変更,AB Değiş,20
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,37,11,X    キャンセル,X  İptal,22
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,39,13,START 決定,START OK,18
1,0/5/4,node_0000_slot_00.bin,blyt/EventQR.bclyt,43,v,C:\home\sol_horse\EventQR.bmpを作成しました,C:\home\sol_horse\EventQR.bmp oluşturuldu,258
