file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
PauseMenu.csv,300,AblNormalDrawing,Inhale/Spit,Aspirer/Expulser,"Einsaugen/
Ausspucken",Risucchia/Espelli,Absorber/Escupir,すいこみ / はきだし,Inhale/Spit,Aspirer/Expulser,Absorber/Escupir,İçine Çek/Tükür,
PauseMenu.csv,301,AblNormalDrawn,Swallow/Copy,Avaler/Copier,Schlucken/Kopieren,Inghiotti/Copia,Tragar/Copiar,のみこみ / コピー,Swallow/Copy,Avaler/Copier,Tragar/Copiar,Yut/Kopyala,
PauseMenu.csv,302,AblNormalJump,Jump/Hover,Sauter/Flotter,Springen/Schweben,Salta/Vola,Saltar/Flotar,⟦MSBT:0E000000020002006000⟧ジャンプ / ホバリング⟦MSBT:0E000000020002006400⟧,Jump/Hover,Sauter/Flotter,Saltar/Flotar,Zıpla/Süzül,
PauseMenu.csv,303,AblNormalDash,Dash,Courir,Spurten,Scatta,Correr,ダッシュ,Dash,Se ruer,Correr,Koşu,
PauseMenu.csv,304,AblNormalSliding,Slide,Glisser,Rutschen,Scivola,Deslizarse,スライディング,Slide,Glisser,Deslizarse,Kay,
PauseMenu.csv,305,AblNormalDump,Drop Copy Ability,Abandonner pouvoir,"Spezial-Power 
     ablegen",Rimuovi abilità,Soltar habilidad,のうりょくをすてる,Drop Copy Ability,Abandonner pouvoir,Soltar habilidad,Gücü Bırak,
PauseMenu.csv,306,AblNormalAssistStar,Use Assist Star,"Utiliser l'étoile
assistance","⟦MSBT:0E000000020002006400⟧Hilfsvitalstern
   verwenden⟦MSBT:0E000000020002006400⟧",Usa stella aiuto,"Usar la estrella
     de ayuda",アシストスターをつかう,Use Assist Star,"Utiliser l'étoile
assistance","Usar la estrella
     de ayuda","Yardım Yıldızını
Kullan",
PauseMenu.csv,307,AblNormalGuard,Guard,Se protéger,Blocken,Parata,Cubrirse,ガード,Guard,Se protéger,Cubrirse,Savunma,
PauseMenu.csv,308,AblNormalGuard2,Dodge,Esquiver,Ausweichen,Schivata,Evasión,そのばかいひ,Dodge,Esquiver,Evasión,Sıyrıl,
PauseMenu.csv,309,AblNormalGuard3,Air Dodge,Esquiver en l'air,Ausweichsprung,Schivata a mezz'aria,Evasión aérea,⟦MSBT:0E00000000000E0004000A004F304630613085304630⟧空中かいひ,Air Dodge,Esquiver en l'air,Evasión aérea,Havada Kaçış,
PauseMenu.csv,310,AblNormalPlancha,Quick Fall,Chute rapide,Freier Fall,Caduta rapida,Caída veloz,きゅうこうか,Quick Fall,Chute rapide,Caída veloz,Hızlı Düşüş,
PauseMenu.csv,311,AblNormalDrawingBtn,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,
PauseMenu.csv,312,AblNormalDrawnBtn,"⟦MSBT:0E00010007000000⟧ after inhaling an
object or enemy","⟦MSBT:0E00010007000000⟧ après avoir avalé
un objet ou un ennemi","⟦MSBT:0E00010007000000⟧ nach Einsaugen von
Gegnern und Blöcken","⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00010007000000⟧ dopo aver risucchiato
un oggetto o un nemico⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010007000000⟧ tras absorber un
objeto o a un enemigo",ほおばり⟦MSBT:0E00000000000A0002000600613085304630⟧中に⟦MSBT:0E00010007000000⟧,"⟦MSBT:0E00010007000000⟧ after inhaling an
enemy or object","⟦MSBT:0E00010007000000⟧ après avoir aspiré
un objet ou un ennemi","⟦MSBT:0E00010007000000⟧ tras absorber un
objeto o a un enemigo","⟦MSBT:0E000000020002005A00⟧Nesne ya da düşmanı
çekince ⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧",
PauseMenu.csv,313,AblNormalJumpBtn,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,
PauseMenu.csv,314,AblNormalDashBtn,⟦MSBT:0E00010009000000⟧ ⟦MSBT:0E00010009000000⟧,"⟦MSBT:0E00010009000000⟧, puis ⟦MSBT:0E00010009000000⟧",⟦MSBT:0E00010009000000⟧ ⟦MSBT:0E00010009000000⟧,⟦MSBT:0E00010009000000⟧ ⟦MSBT:0E00010009000000⟧,⟦MSBT:0E00010009000000⟧ ⟦MSBT:0E00010009000000⟧,⟦MSBT:0E00010009000000⟧⟦MSBT:0E00010009000000⟧,⟦MSBT:0E00010009000000⟧⟦MSBT:0E00010009000000⟧,"⟦MSBT:0E00010009000000⟧, puis ⟦MSBT:0E00010009000000⟧",⟦MSBT:0E00010009000000⟧ ⟦MSBT:0E00010009000000⟧,⟦MSBT:0E00010009000000⟧ ⟦MSBT:0E00010009000000⟧,
PauseMenu.csv,315,AblNormalSlidingBtn,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧＋⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010000000000⟧,
PauseMenu.csv,316,AblNormalDumpBtn,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,⟦MSBT:0E00010002000000⟧,
PauseMenu.csv,317,AblNormalAssistStarBtn,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,⟦MSBT:0E00010003000000⟧,
PauseMenu.csv,318,AblNormalGuardBtn,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,
PauseMenu.csv,319,AblNormalGuard2Btn,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧＋⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ + ⟦MSBT:0E0001000E000000⟧,
PauseMenu.csv,320,AblNormalGuard3Btn,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ in mid-air,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧ (en l'air),⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ in der Luft,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ in aria,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ en el aire,⟦MSBT:0E00000000000E0004000A004F304630613085304630⟧空中で⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ in midair,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧ (en l'air),⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ en el aire,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ havada,
PauseMenu.csv,321,AblNormalPlanchaBtn,⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧ in mid-air,⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧ (en l'air),⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧ in der Luft,⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧ in aria,⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010007000000⟧ en el aire,⟦MSBT:0E00000000000E0004000A004F304630613085304630⟧空中で⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧,⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧ in midair,⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧ (en l'air),⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010007000000⟧ en el aire,⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010007000000⟧ havada,
PauseMenu.csv,322,AblNormalWaterSwim,Swim,Nager,Schwimmen,Nuota,Nadar,おした⟦MSBT:0E00000000000C00040008007B30463053304630⟧方向におよぐ,Swim,Nager,Nadar,Yüz,
PauseMenu.csv,323,AblNormalWaterSwim2,Swim Up,Remonter,Nach oben schwimmen,Nuota verso l'alto,Nadar hacia arriba,⟦MSBT:0E000000000008000200040046304830⟧上におよぐ,Swim Up,Remonter,Nadar hacia arriba,Yukarı Yüz,
PauseMenu.csv,324,AblNormalWaterPistol,Water Gun,Canon à eau,Wasser spucken,Spruzzo d'acqua,Pistola de agua,⟦MSBT:0E00000000000800020004007F305A30⟧水でっぽう,Water Gun,Canon à eau,Pistola de agua,Su Tabancası,
PauseMenu.csv,325,AblNormalWaterAbl,⟦MSBT:0E000000020002005F00⟧Kirby can use some copy abilities underwater.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Certains pouvoirs peuvent être utilisés sous l'eau.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧So manche Spezial-Power funktioniert unter Wasser.⟦MSBT:0E000000020002006400⟧,Kirby può usare alcune abilità sott'acqua.,⟦MSBT:0E000000020002005F00⟧¡Algunas habilidades se pueden usar en el agua!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000000000E0004000A0059304430613085304630⟧水中でも つかえる のうりょくが あります。,⟦MSBT:0E000000020002005F00⟧Kirby can use some Copy Abilities underwater.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Certains pouvoirs peuvent être utilisés sous l'eau.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧¡Algunas habilidades se pueden usar en el agua!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Bazı kopya yetenekleri suda kullanılabilir.⟦MSBT:0E000000020002006400⟧,
PauseMenu.csv,326,AblNormalWaterSwimBtn,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E0001000E000000⟧,
PauseMenu.csv,327,AblNormalWaterSwim2Btn,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,⟦MSBT:0E00010000000000⟧,
PauseMenu.csv,328,AblNormalWaterPistolBtn,⟦MSBT:0E00010001000000⟧ while underwater,⟦MSBT:0E00010001000000⟧ sous l'eau,⟦MSBT:0E00010001000000⟧ unter Wasser,⟦MSBT:0E00010001000000⟧ sott'acqua,⟦MSBT:0E00010001000000⟧ bajo el agua,⟦MSBT:0E00000000000E0004000A0059304430613085304630⟧水中で⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧ while underwater,⟦MSBT:0E00010001000000⟧ sous l'eau,⟦MSBT:0E00010001000000⟧ bajo el agua,⟦MSBT:0E00010001000000⟧ su altında,
PauseMenu.csv,329,AblIceSlide,Ice Skate,Patinage,Eislauf,Pattina,Patinar,かっそう,Ice Skate,Patinage,Patinar,Buz Pateni,
PauseMenu.csv,330,AblIceBreath,Ice Breath,Souffle glacé,Eishauch,Soffio di ghiaccio,Aliento de hielo,こちこちといき,Ice Breath,Souffle glacé,Aliento de hielo,Buz Nefesi,
PauseMenu.csv,331,AblIceKick,Ice Kick,Glaçon-torpille,Eis-Kick,Calcio gelido,Patada de hielo,⟦MSBT:0E00000000000A000200060053304A308A30⟧氷キック,Ice Kick,Glaçon-torpille,Patada de hielo,Buz Tekmesi,
PauseMenu.csv,332,AblIceSprinkler,Ice Sprinkle,Pirouette givrée,Eiswirbel,Vortice di ghiaccio,Humo frío,"こちこち
　スプリンクラー",Ice Sprinkle,Pirouette givrée,Humo frío,Buz Serpintisi,
PauseMenu.csv,333,AblIceSprinklerFast,⟦MSBT:0E000000020002006200⟧Super Ice Sprinkle⟦MSBT:0E000000020002006400⟧,Pirouette glacée,Super-Eiswirbel,Tornado di ghiaccio,Humo helado,"ごく・こちこち
　スプリンクラー",⟦MSBT:0E000000020002006200⟧Super Ice Sprinkle⟦MSBT:0E000000020002006400⟧,Pirouette glacée,Humo helado,⟦MSBT:0E000000020002006200⟧Süper Buz Serpintisi⟦MSBT:0E000000020002006400⟧,
PauseMenu.csv,334,AblIceBlizzard,Ice Storm,Tempête glacée,Wintersturm,Aura di ghiaccio,Tormenta de hielo,こちこちブリザード,Ice Storm,Tempête glacée,Tormenta de hielo,Buz Fırtınası,
PauseMenu.csv,335,AblIceFill,Ice Suction,Givraspiration,Eissauger,Risucchio congelante,Succión de hielo,アイスほおばり,Ice Suction,Givraspiration,Succión de hielo,Buz Emme,
PauseMenu.csv,336,AblIceVomit,Ice Ejection,Givrexpulsion,Eisspucker,Espulsione ghiacciata,Expulsión de hielo,アイスはきだし,Ice Ejection,Givrexpulsion,Expulsión de hielo,Buz Püskürtme,
PauseMenu.csv,337,AblIceGuard,Ice Block,Bloc de glace,Eis-Block,Blocco di ghiaccio,Bloque de hielo,こちこちガード,Ice Block,Bloc de glace,Coraza de hielo,Buz Bloğu,
PauseMenu.csv,338,AblIceGuardOff,Ice Scatter,Brise-glace,Eissplitter,Rompighiaccio,Dispersión de hielo,こおりちらし,Ice Scatter,Brise-glace,Lanzamiento de hielo,Buz Saçılması,
PauseMenu.csv,339,AblIceTackle,Ice Ball,Boule de glace,Eiskugel,Palla di ghiaccio,Bola de hielo,こちこちタックル,Ice Ball,Boule de glace,Bola de hielo,Buz Topu,
PauseMenu.csv,340,AblIceSlideBtn,Dash,Course,Spurten,Scatta,Corre,ダッシュ,Dash,Ruée,Correr,Koşu,
PauseMenu.csv,341,AblIceBreathBtn,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,
PauseMenu.csv,342,AblIceKickBtn,"Touch a frozen
enemy","Toucher un ennemi
glacé","Berühre einen
gefrorenen Gegner","Tocca un nemico
congelato","Toca a un enemigo
congelado",⟦MSBT:0E00000000000A000200060053304A308A30⟧氷にせっしょく,When touching ice,Toucher de la glace,"Toca hielo o a un
enemigo congelado","Donmuş bir
düşmana dokun",
PauseMenu.csv,343,AblIceSprinklerBtn,⟦MSBT:0E00010001000000⟧ in mid-air,⟦MSBT:0E00010001000000⟧ (en l'air),⟦MSBT:0E00010001000000⟧ in der Luft,⟦MSBT:0E00010001000000⟧ in aria,⟦MSBT:0E00010001000000⟧ en el aire,⟦MSBT:0E00000000000E0004000A004F304630613085304630⟧空中で⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧ in midair,⟦MSBT:0E00010001000000⟧ (en l'air),⟦MSBT:0E00010001000000⟧ en el aire,Havada ⟦MSBT:0E00010001000000⟧,
PauseMenu.csv,344,AblIceSprinklerFastBtn,Dash + ⟦MSBT:0E00010001000000⟧ in mid-air,"Course, puis ⟦MSBT:0E00010001000000⟧
(en l'air)","Spurten + ⟦MSBT:0E00010001000000⟧ in
der Luft",Scatta + ⟦MSBT:0E00010001000000⟧ in aria,Corre + ⟦MSBT:0E00010001000000⟧ en el aire,ダッシュ＋⟦MSBT:0E00000000000E0004000A004F304630613085304630⟧空中で⟦MSBT:0E00010001000000⟧,Dash + ⟦MSBT:0E00010001000000⟧ in midair,"Ruée, puis ⟦MSBT:0E00010001000000⟧
(en l'air)",Corre + ⟦MSBT:0E00010001000000⟧ en el aire,Koş + ⟦MSBT:0E00010001000000⟧ havada,
PauseMenu.csv,345,AblIceBlizzardBtn,"⟦MSBT:0E000000020002005F00⟧Dash + hold ⟦MSBT:0E00010001000000⟧, or press
⟦MSBT:0E00010001000000⟧ repeatedly⟦MSBT:0E000000020002006400⟧","Course + maintenir ⟦MSBT:0E00010001000000⟧,
ou ⟦MSBT:0E00010001000000⟧ plusieurs fois","⟦MSBT:0E000000020002005A00⟧Spurten + ⟦MSBT:0E00010001000000⟧ halten/⟦MSBT:0E00010001000000⟧
dreimal schnell drücken⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Scatta + tieni premuto ⟦MSBT:0E00010001000000⟧
o premi ripetutamente ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Corre + mantén pulsado
⟦MSBT:0E00010001000000⟧, o ⟦MSBT:0E00010001000000⟧ varias veces⟦MSBT:0E000000020002006400⟧","ダッシュ＋⟦MSBT:0E00010001000000⟧⟦MSBT:0E00000000000800020004006A304C30⟧長おし/
⟦MSBT:0E00010001000000⟧れんだ","⟦MSBT:0E000000020002005F00⟧Dash + hold ⟦MSBT:0E00010001000000⟧, or press
⟦MSBT:0E00010001000000⟧ repeatedly⟦MSBT:0E000000020002006400⟧","Ruée + maintenir ⟦MSBT:0E00010001000000⟧,
ou ⟦MSBT:0E00010001000000⟧ plusieurs fois","⟦MSBT:0E000000020002005A00⟧Corre + mantén oprimido
⟦MSBT:0E00010001000000⟧, o ⟦MSBT:0E00010001000000⟧ varias veces⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Koş + ⟦MSBT:0E00010001000000⟧'yi tut veya
⟦MSBT:0E00010001000000⟧'ye seri bas⟦MSBT:0E000000020002006400⟧",
PauseMenu.csv,346,AblIceFillBtn,"Either ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
while near an enemy","⟦MSBT:0E0001000B000000⟧ (au choix) + ⟦MSBT:0E00010001000000⟧
près d'un ennemi","Nahe einem Gegner
⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧ drücken","Uno tra ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
vicino a un nemico","Elige entre ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
cerca del enemigo","てきのそばで
⟦MSBT:0E0001000B000000⟧どれか＋⟦MSBT:0E00010001000000⟧","Either ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
while near an enemy","⟦MSBT:0E0001000B000000⟧ (au choix) + ⟦MSBT:0E00010001000000⟧
près d'un ennemi","Elige entre ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
cerca del enemigo","Düşman yanında
⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧",
PauseMenu.csv,347,AblIceVomitBtn,"Ice Suction, then ⟦MSBT:0E00010001000000⟧","Givraspiration,
puis ⟦MSBT:0E00010001000000⟧","Eissauger, dann ⟦MSBT:0E00010001000000⟧","Risucchio congelante,
poi ⟦MSBT:0E00010001000000⟧","Succión de hielo
y luego ⟦MSBT:0E00010001000000⟧",アイスほおばり＋⟦MSBT:0E00010001000000⟧,Ice Suction + ⟦MSBT:0E00010001000000⟧,"Givraspiration,
puis ⟦MSBT:0E00010001000000⟧","Succión de hielo
y luego ⟦MSBT:0E00010001000000⟧","Buz Emme, sonra ⟦MSBT:0E00010001000000⟧",
PauseMenu.csv,348,AblIceGuardBtn,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,
PauseMenu.csv,349,AblIceGuardOffBtn,"While using Ice Block,
release ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧","Relâcher ⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧
pendant Bloc de glace","Eis-Block +
⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ loslassen","Blocco di ghiaccio,
poi rilascia ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧","Durante el bloque de
hielo, suelta ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧","こちこちガード⟦MSBT:0E00000000000A0002000600613085304630⟧中に
⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧はなす","While using Ice Block,
release ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧","Relâcher ⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧
pendant Bloc de glace","Durante la coraza de
hielo, suelta ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧","Buz Bloğundayken
⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ bırak",
PauseMenu.csv,350,AblIceTackleBtn,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ while dashing,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ pendant
la course",⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ im Spurt,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ mentre scatti,Corre + ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧,ダッシュ⟦MSBT:0E00000000000A0002000600613085304630⟧中に⟦MSBT:0E00010007000000⟧＋⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ while dashing,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ pendant
la ruée",Corre + ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧,Koşarken ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧,
PauseMenu.csv,351,AblWhipSlash,Whip Strike,Coup de fouet,Peitschenhieb,Frustata,Latigazo,ムチうち,Whip Strike,Coup de fouet,Latigazo,Kırbaç Darbesi,
PauseMenu.csv,352,AblWhipItemCatch,Use any whip attack to grab items!,⟦MSBT:0E000000020002005F00⟧Utilisez votre fouet pour attraper des objets !⟦MSBT:0E000000020002006400⟧,"Verwende Peitschenhiebe,
um Items heranzuziehen!",Tutti gli attacchi Frusta afferrano gli oggetti!,⟦MSBT:0E000000020002005500⟧¡Usa cualquier ataque con látigo para atrapar objetos!⟦MSBT:0E000000020002006400⟧,ムチの こうげきは ⟦MSBT:0E000000000008000200040059307930⟧全て アイテムキャッチ！,Use any whip attack to grab items!,⟦MSBT:0E000000020002005F00⟧Utilisez votre fouet pour attraper des objets!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧¡Usa cualquier ataque con látigo para atrapar objetos!⟦MSBT:0E000000020002006400⟧,Her kırbaç saldırısıyla eşyaları kap!,
PauseMenu.csv,353,AblWhipMultiAttack,100-Whip Slap,Pluie de coups,Peitschenhagel,100 frustate,Cien latigazos,⟦MSBT:0E00000000000A0002000600723083304F30⟧百れつウィップ,100-Whip Slap,Pluie de coups,Cien latigazos,100 Kırbaç,
PauseMenu.csv,354,AblWhipRoof,Ceiling Strike,Coup vertical,Luftpeitsche,Frustata verso l'alto,Latigazo ascendente,⟦MSBT:0E000000000008000200040066309330⟧天じょううち,Ceiling Strike,Coup vertical,Latigazo ascendente,Tavan Darbesi,
PauseMenu.csv,355,AblWhipJump,Jump Strike,Coup sauté,Sprungpeitsche,Frustata verso il basso,Latigazo al vuelo,ジャンプうち,Jump Strike,Coup sauté,Latigazo descendente,Zıplama Darbesi,
PauseMenu.csv,356,AblWhipTyphoon,Whip Tornado,Fouet tornade,Peitschentornado,Frusta tornado,Latigazo tornado,パラダイスタイフーン,Whip Tornado,Fouet tornade,Latigazo tornado,Kırbaç Kasırgası,
