label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,KR_Korean,US_English,US_French,US_Spanish,Turkish,note,status
MOVIE_03_SELECT_04_1,Zijn buik,His tummy,Son ventre,Mit dem Bauch.,La pancia,La barriga,お⟦TAG:0:0:020004006a304b30⟧腹,배,His belly.,Son ventre.,Su barriga.,Karnı,,translated-manual-multilang
MOVIE_03_SELECT_04_2,Zijn staart,His tail,Sa queue,Mit dem Schwanz.,La coda,La cola,おしり,엉덩이,His behind.,Son derrière.,Su trasero.,Kuyruğu,,translated-manual-multilang
MOVIE_03_SELECT_04_3,Zijn neus,His nose,Son nez,Mit der Nase.,Il naso,La nariz,⟦TAG:0:0:020004006f306a30⟧鼻,코,His nose.,Son nez.,Su nariz.,Burnu,,translated-manual-multilang
MOVIE_03_QUESTION_05,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wie zweette er?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Who was sweating?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qui a transpiré ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wer hat geschwitzt?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Chi era sudato?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Quién estaba sudando?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
あせを かいたのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
땀을 흘린 것은 누구?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Who was sweaty?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qui était en sueur?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Quién estaba sudado?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Kim terliyordu?",,translated-manual-multilang
MOVIE_03_SELECT_05_1,Groene Yoshi,Green Yoshi,Yoshi vert,Der grüne Yoshi.,Yoshi verde,El Yoshi verde,みどりヨッシー,초록요시,Green Yoshi.,Yoshi vert.,Yoshi verde.,Yeşil Yoshi,,translated-reused
MOVIE_03_SELECT_05_2,Lichtblauwe Yoshi,Light-Blue Yoshi,Yoshi bleu ciel,Der hellblaue Yoshi.,Yoshi azzurro,El Yoshi azul claro,みずいろヨッシー,하늘색요시,Light-Blue Yoshi.,Yoshi bleu ciel.,Yoshi azul claro.,Açık Mavi Yoshi,,translated-reused
MOVIE_03_SELECT_05_3,Poochy,Poochy,Poochy,Schnuffel.,Poochy,Poochy,ポチ,포치,Poochy.,Poochy.,Poochy.,Poochy,,translated-reused
MOVIE_03_QUESTION_06,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Wat probeerden de Yoshi's
te doen?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
What were the Yoshis
trying to perform?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
À quelle activité se livrent
Poochy et les Yoshis ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Was haben die Yoshis gemacht?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
A cosa giocavano gli
Yoshi e Poochy?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
¿Qué estaban bailando
los Yoshis y Poochy?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
ヨッシーたちが あそんでいるのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
요시 친구들은 무엇을 하며
놀고 있나?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
What are Yoshi and 
the gang playing?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
À quoi jouaient Yoshi et 
la bande?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
¿A qué estaban jugando yoshi
y la pandilla?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Yoshi’ler ne yapmaya
çalışıyordu?",,translated-manual-multilang
MOVIE_03_SELECT_06_1,De limbo dansen,Limbo dance,La danse du limbo,Limbo getanzt.,Ballo del limbo,El limbo,リンボーダンス,림보 댄스,Limbo Dance.,À la danse limbo.,A la danza del limbo.,Limbo dansı,,translated-manual-multilang
MOVIE_03_SELECT_06_2,In een limo rijden,Limbo magic,Du saut en hauteur,Limo getrunken.,Magia del limbo,El prestidigitalimbo,リンボーマジック,림보 매직,Limbo Magic.,Au limbo magique.,A limbo mágico.,Limbo sihri,,translated-manual-multilang
MOVIE_03_SELECT_06_3,Limonade drinken,Limbo catch,De la barre fixe,Limousine gefahren.,Presa del limbo,El corre que te limbo,リンボーキャッチ,림보 캐치,Limbo Catch.,À la tague limbo.,A agarrar el limbo.,Limbo yakalamaca,,translated-manual-multilang
MOVIE_03_QUESTION_07,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Wat was niet op het
bureau te zien?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Which of these are
not on the desk?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Lequel de ces objets n'était
pas visible sur le bureau ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Was hat sich nicht auf dem
Tisch befunden?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Quale dei seguenti oggetti
non era sulla scrivania?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
¿Qué no hay encima
de la mesa?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
つくえの⟦TAG:0:0:0200040046304830⟧上に ないのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
책상 위에 없던 것은 무엇?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
What is not on the desk?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Qu'est-ce qui n'était pas 
sur le bureau?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
¿Qué no está sobre el 
escritorio?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Bunlardan hangisi
masanın üzerinde değildi?",,translated-manual-multilang
MOVIE_03_SELECT_07_1,Een schaar,Scissors,Une paire de ciseaux,Scheren.,Forbici,Unas tijeras,ハサミ,가위,Scissors.,Des ciseaux.,Tijeras.,Makas,,translated-manual-multilang
MOVIE_03_SELECT_07_2,Een klok,A clock,Un réveil,Eine Uhr.,Una sveglia,Un reloj,⟦TAG:0:0:04000600683051304430⟧時計,시계,A clock.,Une horloge.,Un reloj.,Bir saat,,translated-manual-multilang
MOVIE_03_SELECT_07_3,Een paperclip,A paper clip,Un trombone,Eine Büroklammer.,Una graffetta,Un clip,クリップ,클립,A paper clip.,Un trombone.,Un sujetapapeles.,Bir ataş,,translated-manual-multilang
MOVIE_03_QUESTION_08,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wie was als laatste nog
in beeld te zien?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Who was the last to
leave the scene?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qui a quitté l'écran
en dernier ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wer war bis zuletzt zu sehen?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Chi è uscito dalla scena
per ultimo?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Quién fue el último
en salir de la pantalla?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
⟦TAG:0:0:04000600553044305430⟧最後まで⟦TAG:0:0:0200040046306430⟧映っていたのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
마지막까지 남아 있던 것은
누구?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Who was shown until the end?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qui a été montré jusqu'au 
dernier moment?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Quién fue mostrado hasta el 
final?
","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Sahneden en son
kim ayrıldı?",,translated-manual-multilang
MOVIE_03_SELECT_08_1,Groene Yoshi,Green Yoshi,Yoshi vert,Der grüne Yoshi.,Yoshi verde,El Yoshi verde,みどりヨッシー,초록요시,Green Yoshi.,Yoshi vert.,Yoshi verde.,Yeşil Yoshi,,translated-reused
MOVIE_03_SELECT_08_2,Lichtblauwe Yoshi,Light-Blue Yoshi,Yoshi bleu ciel,Der hellblaue Yoshi.,Yoshi azzurro,El Yoshi azul claro,みずいろヨッシー,하늘색요시,Light-Blue Yoshi.,Yoshi bleu ciel.,Yoshi azul claro.,Açık Mavi Yoshi,,translated-reused
MOVIE_03_SELECT_08_3,Poochy,Poochy,Poochy,Schnuffel.,Poochy,Poochy,ポチ,포치,Poochy.,Poochy.,Poochy.,Poochy,,translated-reused
MOVIE_03_QUESTION_09,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wat werd gebruikt
als limbostok?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What was used as
the limbo pole?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qu'est-ce qui servait de barre
pour la danse du limbo ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Was wurde als Limbostange
verwendet?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Cosa è stato usato come
asticella del limbo?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué usaron como
barra de limbo?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
リンボーの⟦TAG:0:0:020004007c304630⟧棒として
つかわれていたのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
림보의 봉으로
사용한 것은 무엇?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What was used as
the limbo pole?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qu'est-ce qui était utilisé 
comme poteau de limbo?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué fue usado como poste de 
limbo?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Limbo çubuğu olarak
ne kullanıldı?",,translated-manual-multilang
MOVIE_03_SELECT_09_1,Een balpen,A ballpoint pen,Un stylo à bille,Ein Kugelschreiber.,Una penna a sfera,Un bolígrafo,ボールペン,볼펜,A ballpen.,Un stylo à bille.,Un bolígrafo. ,Bir tükenmez kalem,,translated-manual-multilang
MOVIE_03_SELECT_09_2,Een krijtje,A crayon,Un crayon à la cire,Ein Buntstift.,Un pastello,Una pintura de cera,クレヨン,크레용,A crayon.,Un crayon de cire.,Un crayón.,Bir pastel boya,,translated-manual-multilang
MOVIE_03_SELECT_09_3,Een potlood,A pencil,Un crayon à papier,Ein Bleistift.,Una matita,Un lápiz,えんぴつ,연필,A pencil.,Un crayon.,Un lápiz.,Kurşun kalem,QA7: Aynı kaynak cevap için Türkçe terim tekleştirildi,qa-reviewed
MOVIE_03_QUESTION_10,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Tegen welke Yoshi duwde
Poochy aan?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Which Yoshi did Poochy
push against?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Lequel des Yoshis Poochy
a-t-il essayé de retenir ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Welchen Yoshi hat Schnuffel
versucht wegzuschieben?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Quale Yoshi è stato trattenuto
inutilmente da Poochy?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿A qué Yoshi estaba
empujando Poochy?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
ポチが⟦TAG:0:0:0200040055305530⟧支えたヨッシーは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
포치가 도와준 요시는 누구?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Which Yoshi did Poochy bolster?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Lequel des Yoshi, Poochy 
a-t-il aidé en poussant 
avec sa tête?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Cuál yoshi recibió 
el apoyo de Poochy? ","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Poochy hangi Yoshi’yi
itip sıkıştırdı?",,translated-manual-multilang
MOVIE_03_SELECT_10_1,Groene Yoshi,Green Yoshi,Yoshi vert,Den grünen Yoshi.,Yoshi verde,Al Yoshi verde,みどりヨッシー,초록요시,Green Yoshi.,Yoshi vert.,Yoshi verde.,Yeşil Yoshi,,translated-reused
MOVIE_03_SELECT_10_2,Roze Yoshi,Pink Yoshi,Yoshi rose,Den rosa Yoshi.,Yoshi rosa,Al Yoshi rosa,ピンクヨッシー,핑크요시,Pink Yoshi.,Yoshi rose.,Yoshi rosa.,Pembe Yoshi,,translated-reused
MOVIE_03_SELECT_10_3,Lichtblauwe Yoshi,Light-Blue Yoshi,Yoshi bleu ciel,Den hellblauen Yoshi.,Yoshi azzurro,Al Yoshi azul claro,みずいろヨッシー,하늘색요시,Light-Blue Yoshi.,Yoshi bleu ciel.,Yoshi azul claro.,Açık Mavi Yoshi,,translated-reused
MOVIE_04_QUESTION_01,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wie schopte tegen de bal?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Who kicked the ball?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qui a tapé dans le ballon ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wer hat den Ball gekickt?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Chi ha calciato la palla?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Quién chutó la pelota?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
ボールを けったのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
공을 찬 것은 누구?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Who kicked the ball?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qui a frappé la balle?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Quién pateó la pelota?
","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Topa kim vurdu?",,translated-manual-multilang
MOVIE_04_SELECT_01_1,Groene Yoshi,Green Yoshi,Yoshi vert,Der grüne Yoshi.,Yoshi verde,El Yoshi verde,みどりヨッシー,초록요시,Green Yoshi.,Yoshi vert.,Yoshi verde.,Yeşil Yoshi,,translated-reused
MOVIE_04_SELECT_01_2,Lichtblauwe Yoshi,Light-Blue Yoshi,Yoshi bleu ciel,Der hellblaue Yoshi.,Yoshi azzurro,El Yoshi azul claro,みずいろヨッシー,하늘색요시,Light-Blue Yoshi.,Yoshi bleu ciel.,Yoshi azul claro.,Açık Mavi Yoshi,,translated-reused
MOVIE_04_SELECT_01_3,Poochy,Poochy,Poochy,Schnuffel.,Poochy,Poochy,ポチ,포치,Poochy.,Poochy.,Poochy.,Poochy,,translated-reused
MOVIE_04_QUESTION_02,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wat gebeurde er met de
bal die werd geschopt?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What happened to
the ball that was kicked?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qu'est-il arrivé au ballon,
une fois qu'il a été lancé ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Was ist mit dem Ball passiert?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Cos'è successo alla palla
che è stata calciata?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué le sucedió a la pelota?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
けったボールは どうなった？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
찬 공은 어떻게 되었나?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What happened to 
the ball that was kicked?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
La balle qui a 
été frappée...","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué pasó con la pelota 
cuando la patearon?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Vurulan topa ne oldu?",,translated-manual-multilang
MOVIE_04_SELECT_02_1,Hij rolde in het doel,It went into the goal,Il est entré dans le but,Er ging ins Tor.,È andata in porta,Entró en la portería,ゴールに⟦TAG:0:0:020004006f304430⟧入った,골인되었다,It went into the goal.,Est entrée dans les buts.,Entró al arco.,Kaleye girdi,,translated-manual-multilang
MOVIE_04_SELECT_02_2,Hij raakte de keeper,It hit the goalkeeper,Le gardien l'a arrêté,Er traf den Torwart.,Ha colpito il portiere,Golpeó al portero,キーパーに あたった,골키퍼에게 막혔다,It hit the goalkeeper.,A heurté le gardien de but.,Golpeó al arquero.,Kaleciye çarptı,,translated-manual-multilang
MOVIE_04_SELECT_02_3,Poochy ging ermee vandoor,Poochy left with it,Poochy l'a emporté,Schnuffel hat ihn geschnappt.,È stata portata via da Poochy,Se la llevó Poochy,ポチが⟦TAG:0:0:020002008230⟧持っていった,포치가 가져갔다,Poochy left with it.,A été emportée par Poochy.,Poochy se fue con ella.,Poochy onu alıp gitti,,translated-manual-multilang
