file,id,offset,original,translation
30/30_002060.xs,text000009,340,"What's that? Free
literature and tea?
Don't mind if I do!","Bu da ne? Ücretsiz
broşür ve çay mı?
Memnuniyetle!"
30/30_002060.xs,text000010,398,"It's refreshing to be
treated with such an
excellent refreshment.","Bu kadar güzel bir
ikramla ağırlanmak
ferahlatıcı."
30/30_002060.xs,text000011,464,"But the tea's already
gone cold...","Ama çay şimdiden
soğumuş..."
30/30_002060.xs,text000012,499,"The civil servants here all
look really hard at work!","Buradaki memurların hepsi
gerçekten çok sıkı çalışıyor gibi!"
30/30_002060.xs,text000013,553,"Is it all that difficult,
working in a city hall?","Belediyede çalışmak
bu kadar zor mu?"
30/30_002060.xs,text000014,603,"Well, they have a lot to
manage to make a city
this size tick.","Eh, bu büyüklükte bir şehrin
islemesi için yönetmeleri
gereken çok şey var."
30/30_002060.xs,text000015,666,コイン,İpucu Parası
30/30_002060.xs,text000016,673,You found a hint coin!,Bir ipucu parası buldun!
30/30_002060.xs,text000017,696,アイテム,Eşya
30/30_002060.xs,text000018,705,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_002070.xs,text000000,0,レイトン,Layton
30/30_002070.xs,text000001,9,"These desks are quite
plain, but not without
merit.","Bu sıralar oldukça
sade, ama
değersiz değiller."
30/30_002070.xs,text000002,61,レミ,Emmy
30/30_002070.xs,text000003,66,"After a few hours, your
backside really starts
to hurt on the chairs.","Birkaç saat sonra bu
sandalyelerde oturmak
gerçekten can yakıyor."
30/30_002070.xs,text000004,136,ルーク,Luke
30/30_002070.xs,text000005,143,"Yuck! Somebody stuck
chewing gum under this
desk!","Iyy! Birisi bu
sıranın altına
sakız yapıştırmış!"
30/30_002070.xs,text000006,193,"Um. A lot of detectives
are peeking through the
gaps in the blinds.","Şey... Bir sürü
dedektif storların
arasından bakıyor."
30/30_002070.xs,text000007,261,"I'd like some blinds like
this for my room.","Odama da böyle
stor perde isterdim."
30/30_002070.xs,text000008,305,"Blinds are more for
function than form.
I prefer curtains.","Stor perdeler şekilden
çok iş içindir. Ben
perdeyi tercih ederim."
30/30_002070.xs,text000009,364,"It's a standard projector
that can be used for both
moving images and stills.","Hem hareketli görüntüler hem
de fotoğraflar için kullanılabilen
standart bir projektör."
30/30_002070.xs,text000010,442,"The ones they use in
cinemas must be bigger
than this.","Sinemalarda
kullandıkları bundan
daha büyük olmalı."
30/30_002070.xs,text000011,497,"If I had to choose
between projections or
photos... No contest.","Projeksiyonla fotoğraf
arasında seçim yapmam
gerekse... Tereddüt yok."
30/30_002070.xs,text000012,561,コイン,İpucu Parası
30/30_002070.xs,text000013,568,You found a hint coin!,Bir ipucu parası buldun!
30/30_002070.xs,text000014,591,アイテム,Eşya
30/30_002070.xs,text000015,600,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_002080.xs,text000000,0,レミ,Emmy
30/30_002080.xs,text000001,5,"That's the gate to the
Ledore mansion. Good
stuff!","Bu, Ledore
malikanesinin
kapısı. Harika şey!"
30/30_002080.xs,text000002,56,ルーク,Luke
30/30_002080.xs,text000003,63,"Somebody's been
keeping the garden
in good condition.","Birileri bahçeyi
iyi durumda
tutuyor."
30/30_002080.xs,text000004,117,レイトン,Layton
30/30_002080.xs,text000005,126,"Sometimes gates are
locked with a puzzle.
Not this one, though.","Bazen kapılar bir
bulmacayla kilitlenir.
Ama bu değil."
30/30_002080.xs,text000006,190,コイン,İpucu Parası
30/30_002080.xs,text000007,197,You found a hint coin!,Bir ipucu parası buldun!
30/30_002080.xs,text000008,220,アイテム,Eşya
30/30_002080.xs,text000009,229,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_003010.xs,text000000,0,レイトン,Layton
30/30_003010.xs,text000001,9,"Monte d'Or's history is
carved on here for all
eternity.","Monte d'Or'un tarihi
sonsuzluğa dek
buraya kazınmış."
30/30_003010.xs,text000002,66,ルーク,Luke
30/30_003010.xs,text000003,73,"I can't believe this was
all just a desert oasis
18 years ago.","18 Yıl önce buranın
sadece bir çöl vahası
olduğuna inanamıyorum."
30/30_003010.xs,text000004,136,レミ,Emmy
30/30_003010.xs,text000005,141,"How about we take a
photo in front of it?
Say cheese!","Önünde bir
fotoğraf çekinelim
mi? Peynir!"
30/30_003010.xs,text000006,195,"The arcade's looking
pretty lively.","Pasaj oldukça
hareketli görünüyor."
30/30_003010.xs,text000007,231,"Chance Avenue is
famous. It's included
in all the guidebooks.","Chance Avenue
ünlüdür. Tüm gezi
rehberlerinde yer alıyor."
30/30_003010.xs,text000008,293,"It's got quite a different
feel from a normal
shopping arcade...","Normal bir alışveriş
pasajından epey
farklı bir havası var..."
30/30_003010.xs,text000009,358,"What a huge statue! And
there's another one over
there!","Ne büyük bir
heykel! Ve şurada
bir tane daha var!"
30/30_003010.xs,text000010,414,"The scale is enormous.
Typical of Monte d'Or.","Ölçek devasa.
Monte d'Or'a yakışır."
30/30_003010.xs,text000011,460,"I wonder what the
connection is between
the two of them.","İkisinin arasında
nasıl bir bağlantı
var acaba."
30/30_003010.xs,text000012,517,"There's information about
the casinos on this sign.
It's packed.","Bu tabelada
kumarhanelerle ilgili
bilgi var. Dopdolu."
30/30_003010.xs,text000013,582,"Nothing on here really
interests me. The hand is
a nice touch, though.","Buradaki hiçbir şey
ilgimi çekmedi. Ama
el detayı güzel."
30/30_003010.xs,text000014,653,"The casinos on Chance
Avenue are numerous,
to say the least.","Chance Avenue'daki
kumarhaneler sayısız,
en azından öyle."
30/30_003010.xs,text000015,714,"Nope, nothing unusual
around here.","Hayır, burada
olağandışı bir şey yok."
30/30_003010.xs,text000016,749,"Nothing to report over
here!","Burada da rapor
edilecek bir şey yok!"
30/30_003010.xs,text000017,778,"I suppose it wouldn't be
in a casino. It was worth
a look, at least.","Sanırım kumarhanede
olmazdı. Yine de
bakmaya değdi."
30/30_003010.xs,text000018,847,コイン,İpucu Parası
30/30_003010.xs,text000019,854,You found a hint coin!,Bir ipucu parası buldun!
30/30_003010.xs,text000020,877,アイテム,Eşya
30/30_003010.xs,text000021,886,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_003020.xs,text000000,0,ルーク,Luke
30/30_003020.xs,text000001,7,"It says, {''}The Camel's
Hump Hotel{''}.","Üzerinde, {''}Devenin
Hörgücü Oteli{''} yazıyor."
30/30_003020.xs,text000002,48,レミ,Emmy
30/30_003020.xs,text000003,53,"It's not exactly an
inspiring name, is it?","Pek ilham verici bir
işim değil, değil mi?"
30/30_003020.xs,text000004,96,レイトン,Layton
30/30_003020.xs,text000005,105,"Camels come in two
varieties. One hump
or two...","Develerin iki türü
var: Tek hörgüçlü
ve çift hörgüçlü..."
30/30_003020.xs,text000006,154,"To say the hotels here
are avant-garde would
be an understatement.","Buradaki otellere
avangart demek
bile az kalır."
30/30_003020.xs,text000007,221,"The palatial rooftops are
particularly eye catching.","Saray gibi çatılar
özellikle dikkat çekiyor."
30/30_003020.xs,text000008,274,"You wouldn't see these
kinds of buildings in
London.","Londra'da
bu tür binalar
göremezsin."
30/30_003020.xs,text000009,327,"Wonderful. Another gaudy
neon sign messing up the
view.","Harika. Manzarayı
bozan bir başka
gösterişli neon tabela."
30/30_003020.xs,text000010,383,"The bigger the sign,
the more likely people
are to stop, right?","Tabela ne kadar büyükse,
insanların durması da o
kadar olası, değil mi?"
30/30_003020.xs,text000011,447,"That sign certainly
promises a dazzling
reception.","Şu tabela kesinlikle
göz kamaştırıcı bir
karşılama vaat ediyor."
30/30_003020.xs,text000012,498,コイン,İpucu Parası
30/30_003020.xs,text000013,505,You found a hint coin!,Bir ipucu parası buldun!
30/30_003020.xs,text000014,528,アイテム,Eşya
30/30_003020.xs,text000015,537,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_003030.xs,text000000,0,コイン,İpucu Parası
30/30_003030.xs,text000001,7,You found a hint coin!,Bir ipucu parası buldun!
30/30_003030.xs,text000002,30,アイテム,Eşya
30/30_003030.xs,text000003,39,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_003040.xs,text000000,0,レイトン,Layton
30/30_003040.xs,text000001,9,"To the west, the desert
stretches out as far as
the eye can see.","Batıda çöl, gözün
gördüğü yere
kadar uzanıyor."
30/30_003040.xs,text000002,74,レミ,Emmy
30/30_003040.xs,text000003,79,"It's a miracle that they
managed to build such
a thriving city here.","Burada böylesine canlı
bir şehir kurabilmiş
olmaları mucize!"
30/30_003040.xs,text000004,148,ルーク,Luke
30/30_003040.xs,text000005,155,"Look, there are the circus
tents!","Bak, sirk
çadırları!"
30/30_003040.xs,text000006,189,"Professor, your star
apprentice is reflected
in the mirror!","Profesör, aynada
parlak çırağınızın
yansıması görünüyor!"
30/30_003040.xs,text000007,249,"Professor, your star
assistant is reflected
in the mirror!","Profesör, aynada
parlak asistanınızın
yansıması görünüyor!"
30/30_003040.xs,text000008,308,"Oh! I spy a refined
gentleman reflected in
the mirror!","Oh! Aynada
yansıyan zarif bir
beyefendi görüyorum!"
30/30_003040.xs,text000009,363,コイン,İpucu Parası
30/30_003040.xs,text000010,370,You found a hint coin!,Bir ipucu parası buldun!
30/30_003040.xs,text000011,393,アイテム,Eşya
30/30_003040.xs,text000012,402,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_003050.xs,text000000,0,レミ,Emmy
30/30_003050.xs,text000001,5,"What a charming little
circus tent!","Ne sevimli küçük
bir sirk çadırı!"
30/30_003050.xs,text000002,41,レイトン,Layton
30/30_003050.xs,text000003,50,"I wonder if the clowns
from the city centre
are present.","Şehir merkezindeki
palyaçolar burada
mı acaba?"
30/30_003050.xs,text000004,107,ルーク,Luke
30/30_003050.xs,text000005,114,"I love the circus! Well,
the clowns less so.","Sirki çok severim! Gerçi,
palyaçoları pek değil."
30/30_003050.xs,text000006,159,"Is this a pillar of rock
or a tree trunk? I can't
tell...","Bu bir kaya sütunu mu
yoksa ağaç gövdesi
mi? Anlayamıyorum..."
30/30_003050.xs,text000007,217,"No doubt the ruins of
some kind of ancient
structure.","Kesin, eski
bir yapının
kalıntıları olmalı."
30/30_003050.xs,text000008,271,"Ruins? How exciting!
What era would you place
them in, Professor?","Harabeler mi? Ne
heyecan! Hangi döneme
ait dersiniz, Profesör?"
30/30_003050.xs,text000009,337,コイン,İpucu Parası
30/30_003050.xs,text000010,344,You found a hint coin!,Bir ipucu parası buldun!
30/30_003050.xs,text000011,367,アイテム,Eşya
30/30_003050.xs,text000012,376,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_003060.xs,text000000,0,ルーク,Luke
30/30_003060.xs,text000001,7,"That's a cactus, isn't it?
You don't see many of
them round London.","Bu bir kaktüs, değil
mi? Londra'da
pek görülmezler."
30/30_003060.xs,text000002,75,レイトン,Layton
30/30_003060.xs,text000003,84,"I've heard there's such a
thing as cactus cuisine.","Kaktüs mutfağı diye bir
şey olduğunu duydum."
30/30_003060.xs,text000004,135,レミ,Emmy
30/30_003060.xs,text000005,140,"I had an unfortunate
accident with a cactus
once. It wasn't pretty.","Bir keresinde bir kaktüsle
talihsiz bir kaza geçirdim.
Pek hoş değildi."
30/30_003060.xs,text000006,208,"That house looks like a
prison. But they must
feel really safe!","Şu ev hapishane gibi.
Ama kendilerini çok
güvende hissediyorlardır!"
30/30_003060.xs,text000007,272,"They've even got some
kind of vacuum to stop
the sand getting in!","Kum içeri girmesin
diye bir çeşit vakum
bile koymuşlar!"
30/30_003060.xs,text000008,338,"It's like an impervious
fortress built to resist
the elements.","Doğanın şartlarına
dayansın diye yapılmış
geçilmez bir kale gibi."
30/30_003060.xs,text000009,401,Ow!,Ah!
30/30_003060.xs,text000010,405,Ouch!,Ayy!
30/30_003060.xs,text000011,411,"Okay, cactus, you win.
For now...","Peki kaktüs,
kazandın. Şimdilik..."
30/30_003060.xs,text000012,445,コイン,İpucu Parası
30/30_003060.xs,text000013,452,You found a hint coin!,Bir ipucu parası buldun!
30/30_003060.xs,text000014,475,アイテム,Eşya
30/30_003060.xs,text000015,484,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_003070.xs,text000000,0,ルーク,Luke
30/30_003070.xs,text000001,7,"Aha! I see you, candles!
You won't be tricking me
this time round!","Aha! Sizi gördüm,
mumlar! Bu sefer beni
kandıramayacaksınız!"
30/30_003070.xs,text000002,74,"Although... Maybe if I'm
reeeally careful...","Ama... Eğer cook
dikkatli olursam belki..."
30/30_003070.xs,text000003,119,"OW! No, still hot! Why
don't I ever learn?!","Ay! Hayır, hâlâ sıcak! Ben
neden hiç ders almıyorum?!"
30/30_003070.xs,text000004,163,"I'd like a good crack at
reading a really
difficult book.","Gerçekten zor bir kitabı
okumayı ciddi ciddi
denemek isterdim."
30/30_003070.xs,text000005,221,レミ,Emmy
30/30_003070.xs,text000006,226,"Every single one of these
books seems to be about
business.","Bu kitapların her
biri sanki işle ilgili
gibi görünüyor."
30/30_003070.xs,text000007,286,レイトン,Layton
30/30_003070.xs,text000008,295,"Except for this one,
which appears to be
...a cookbook?","Şu hariç; o da
...bir yemek
kitabı olsa gerek?"
30/30_003070.xs,text000009,351,"Candles? Somehow, I
didn't think Dalston
would be the type.","Mumlar mı? Dalston'ın
böyle şeylerle ilgileneceğini
pek sanmazdım."
30/30_003070.xs,text000010,411,"A keen businessman
always pays attention
to the finer details.","İyi bir iş adamı her
zaman en İnce
ayrıntılara dikkat eder."
30/30_003070.xs,text000011,474,"There's not much point
having them if they're
not lit.","Yakilmiyorlarsa
bulunmalarının
pek anlamı yok."
30/30_003070.xs,text000012,529,コイン,İpucu Parası
30/30_003070.xs,text000013,536,You found a hint coin!,Bir ipucu parası buldun!
30/30_003070.xs,text000014,559,アイテム,Eşya
30/30_003070.xs,text000015,568,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_003080.xs,text000000,0,レミ,Emmy
30/30_003080.xs,text000001,5,"Ooh, a ring of fire!
They must put the oil
here. May I?","Ooh, ateş çemberi!
Yağı buraya koyuyorlar
olmalı. Bakabilir miyim?"
30/30_003080.xs,text000002,61,ルーク,Luke
30/30_003080.xs,text000003,68,"You can do it, Emmy!
As long as your hair
doesn't catch fire...","Yaparsın, Emmy!
Yeter ki saçların
tutuşmasın..."
30/30_003080.xs,text000004,132,レイトン,Layton
30/30_003080.xs,text000005,141,"The courage required
for such a feat must
be tremendous.","Böyle bir başarı
için gerekli cesaret
muazzam olmalı."
30/30_003080.xs,text000006,198,"Acrobat or bureaucrat,
maintaining balance is
never an easy task.","Akrobat da olsan memur
da, dengeyi korumak
hiç kolay değildir."
30/30_003080.xs,text000007,264,"But the clowns make
it look like a piece
of cake!","Ama palyaçolar bunu
çocuk oyuncağı
gibi gösteriyor!"
30/30_003080.xs,text000008,314,"Balancing on a ball?
It's easy once you
get used to it.","Bir topun üstünde
denge mi?
Alışınca kolay."
30/30_003080.xs,text000009,370,コイン,İpucu Parası
30/30_003080.xs,text000010,377,You found a hint coin!,Bir ipucu parası buldun!
30/30_003080.xs,text000011,400,アイテム,Eşya
30/30_003080.xs,text000012,409,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_003100.xs,text000000,0,ルーク,Luke
30/30_003100.xs,text000001,7,"Don't let go of my hand!
I might get lost in all the
tourists...","Elimi bırakma!
Bunca turistin içinde
kaybolabilirim..."
30/30_003100.xs,text000002,72,レミ,Emmy
30/30_003100.xs,text000003,77,"Casino here, casino
there... Isn't there
anything else here?","Şurada kumarhane, burada
kumarhane... Başka bir
şey yok mu burada?"
30/30_003100.xs,text000004,138,レイトン,Layton
30/30_003100.xs,text000005,147,"All these people, riding
the roller coaster of
luck and misfortune...","Onca İnsan, şansla
şanssızlık arasında
gidip geliyor..."
30/30_003100.xs,text000006,217,"Each of these casinos
seems to have its own
unique theme.","Bu kumarhanelerin
her biri kendine özgü
bir teme sahip gibi."
30/30_003100.xs,text000007,275,"This one says it's
food-themed! Do they
offer meals, though?","Bu, yemek temalı
diyor! Peki gerçekten
yemek veriyorlar mı?"
30/30_003100.xs,text000008,336,"I don't see what's so
special about casinos.","Kumarhanelerin ne kadar
özel olduğunu anlamıyorum."
30/30_003100.xs,text000009,381,"Look at the ceiling!
This would make such a
pretty shopping arcade.","Tavana bak! Burası
ne güzel bir alışveriş
pasajı olurdu."
30/30_003100.xs,text000010,449,"I suppose the roof
keeps out the rain...
Does it ever rain here?","Sanırım çatı yağmuru
engelliyor... Burada
hiç yağmur yağar mı?"
30/30_003100.xs,text000011,514,"They really have
thought of everything,
haven't they?","Gerçekten her
şeyi düşünmüşler,
değil mi?"
30/30_003100.xs,text000012,568,コイン,İpucu Parası
30/30_003100.xs,text000013,575,You found a hint coin!,Bir ipucu parası buldun!
30/30_003100.xs,text000014,598,アイテム,Eşya
30/30_003100.xs,text000015,607,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_003110.xs,text000000,0,レミ,Emmy
30/30_003110.xs,text000001,5,"Scorpion Casino. Straight
and to the point. Thwap!","Scorpion Casino.
Kısa ve öz. Slak!"
30/30_003110.xs,text000002,56,ルーク,Luke
30/30_003110.xs,text000003,63,"That scorpion doesn't
look like it takes any
nonsense...","Şu akrep hiç
sakaya gelecek
gibi durmuyor..."
30/30_003110.xs,text000004,120,レイトン,Layton
30/30_003110.xs,text000005,129,"I wouldn't go up against
a scorpion, or a casino,
unprepared.","Hazırlıksız bir akrep
ya da bir kumarhane
karşısına çıkılmaz."
30/30_003110.xs,text000006,191,"This entire building is
a casino?!","Bu binanın tamamı
kumarhane mi?!"
30/30_003110.xs,text000007,226,"This is the biggest and
most famous casino
complex in Monte d'Or.","Bu, Monte d'Or'daki
en büyük ve en ünlü
kumarhane kompleksi."
30/30_003110.xs,text000008,292,"All those buildings
around it make it look
like a theme park.","Etrafındaki binalar
yüzünden bir eğlence
parkına benziyor."
30/30_003110.xs,text000009,354,コイン,İpucu Parası
30/30_003110.xs,text000010,361,You found a hint coin!,Bir ipucu parası buldun!
30/30_003110.xs,text000011,384,アイテム,Eşya
30/30_003110.xs,text000012,393,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_003120.xs,text000000,0,レイトン,Layton
30/30_003120.xs,text000001,9,"These games lure in the
tourists with their
straightforward rules.","Bu oyunlar, basit
kurallarıyla turistleri
kendine çekiyor."
30/30_003120.xs,text000002,76,ルーク,Luke
30/30_003120.xs,text000003,83,"I only really know how
to play solitaire.","Aslında sadece solitaire
oynamayı biliyorum."
30/30_003120.xs,text000004,125,レミ,Emmy
30/30_003120.xs,text000005,130,"There are people
absorbed in their
games as we speak.","Şu anda bile
oyunlarına dalmış
insanlar var."
30/30_003120.xs,text000006,184,"Looking at these slot
machines spinning
makes my head spin...","Bu slot makinelerinin
dönmesini izlemek
başımı döndürüyor..."
30/30_003120.xs,text000007,246,"I, too, find these
gambling devices
a little baffling.","Ben de bu kumar
aletlerini biraz kafa
karıştırıcı buluyorum."
30/30_003120.xs,text000008,301,"They aren't hard to use.
You just pull the lever...
and lose!","Kullanması zor değil.
Kolu çekersin...
ve kaybedersin!"
30/30_003120.xs,text000009,363,コイン,İpucu Parası
30/30_003120.xs,text000010,370,You found a hint coin!,Bir ipucu parası buldun!
30/30_003120.xs,text000011,393,アイテム,Eşya
30/30_003120.xs,text000012,402,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_004020.xs,text000000,0,レイトン,Layton
30/30_004020.xs,text000001,9,"The dominating entrance
to the racecourse.","Hipodromun
görkemli girişi."
30/30_004020.xs,text000002,52,レミ,Emmy
30/30_004020.xs,text000003,57,"Better hedge your bets
before climbing these
stairs.","Bu merdivenlere
çıkmadan önce
bahsini sağlamdan al."
30/30_004020.xs,text000004,110,ルーク,Luke
30/30_004020.xs,text000005,117,"My heart's racing and
I haven't even gone up
a step!","Daha bir basamak
bile çıkmadım ama
kalbim kut kut atıyor!"
30/30_004020.xs,text000006,170,"You can buy a ticket for
the chariot race here.
Yaaah!","Buradan araba
yarışı bileti
alabilirsin. Yaaah!"
30/30_004020.xs,text000007,225,"They've posted the
names of the favourite
horses up here.","Favori atların
isimlerini buraya
asmışlar."
30/30_004020.xs,text000008,283,"How much is it for
a ticket?","Bir bilet
ne kadar?"
30/30_004020.xs,text000009,312,コイン,İpucu Parası
30/30_004020.xs,text000010,319,You found a hint coin!,Bir ipucu parası buldun!
30/30_004020.xs,text000011,342,アイテム,Eşya
30/30_004020.xs,text000012,351,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_004030.xs,text000000,0,レイトン,Layton
30/30_004030.xs,text000001,9,"The stands are placed
at the optimal angle
for spectators.","Tribünler seyirciler
için en uygun
açıyla yerleştirilmiş."
30/30_004030.xs,text000002,68,レミ,Emmy
30/30_004030.xs,text000003,73,"Watching from there
must be a really thrilling
experience!","Oradan izlemek
gerçekten heyecan verici
bir deneyim olmalı!"
30/30_004030.xs,text000004,132,ルーク,Luke
30/30_004030.xs,text000005,139,"Look! The horses are all
raring to go!","Bak! Atların hepsi
koşmaya can atıyor!"
30/30_004030.xs,text000006,178,"They won't be racing at
this hour.","Bu saatte
yarış olmaz."
30/30_004030.xs,text000007,213,"You could hear a pin
drop in this silence.","Bu sessizlikte yere düşen
bir iğneyi bile duyarsın."
30/30_004030.xs,text000008,256,"Looks like all the
horses are asleep.","Görünüşe göre
tüm atlar uyuyor."
30/30_004030.xs,text000009,294,"So the horses pull those
chariots? That's really
cool!","Demek o arabaları
atlar çekiyor?
Çok havalı!"
30/30_004030.xs,text000010,349,"Up close, you can tell
they're the real deal!","Yakından bakınca
gerçek oldukları belli!"
30/30_004030.xs,text000011,395,"They appear to be
designed to withstand
the highest speeds.","En yüksek hızlara
dayanacak şekilde
tasarlanmış gibiler."
30/30_004030.xs,text000012,455,"Surely this big cart isn't
for racing, is it?","Bu koca araba yarış için
değildir herhalde, değil mi?"
30/30_004030.xs,text000013,501,"I think that's just for
haulage. I wonder what
it carries...","Sanırım o sadece
yük taşımak için.
Acaba ne taşıyor..."
30/30_004030.xs,text000014,562,"You could fit about
four people on there,
I reckon.","Sanırım üstüne
yaklaşık dört
kişi sığar."
30/30_004030.xs,text000015,614,コイン,İpucu Parası
30/30_004030.xs,text000016,621,You found a hint coin!,Bir ipucu parası buldun!
30/30_004030.xs,text000017,644,アイテム,Eşya
30/30_004030.xs,text000018,653,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_005010.xs,text000000,0,ルーク,Luke
30/30_005010.xs,text000001,7,"Round...and around...
and around...","Dönüyor...dönüyor...
dönüyor..."
30/30_005010.xs,text000002,43,レミ,Emmy
30/30_005010.xs,text000003,48,"Luke, you and the
professor get on, and
I'll take your picture.","Luke, sen ve Profesör
binin; ben de
fotoğrafınızı çekeyim."
30/30_005010.xs,text000004,112,レイトン,Layton
30/30_005010.xs,text000005,121,"Gentlemen aren't suited
to rides like this, I'm
afraid. Ahem.","Beyefendiler böyle
oyuncaklara pek uygun
sayılmaz, ne yazık ki. Öhö."
30/30_005010.xs,text000006,183,"I always get the most
nervous when it's still
climbing to the top.","En çok, daha
tepeye tırmanırken
gergin oluyorum."
30/30_005010.xs,text000007,250,"It's incredibly fast.
Take care that your hat
doesn't get blown off.","İnanılmaz hızlı.
Şapkan uçmasın
diye dikkat et."
30/30_005010.xs,text000008,319,"N-no, thank you! Last
time I went on, I couldn't
stop shaking.","H-hayır, teşekkürler!
Son bindiğimde
titremem hiç durmamıştı."
30/30_005010.xs,text000009,382,コイン,İpucu Parası
30/30_005010.xs,text000010,389,You found a hint coin!,Bir ipucu parası buldun!
30/30_005010.xs,text000011,412,アイテム,Eşya
30/30_005010.xs,text000012,421,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_005020.xs,text000000,0,レイトン,Layton
30/30_005020.xs,text000001,9,"An ideal machine for
experimenting with
centrifugal force.","Merkezkaç kuvvetiyle
deney yapmak için
mükemmel bir alet."
30/30_005020.xs,text000002,68,レミ,Emmy
30/30_005020.xs,text000003,73,"If you turned the handle
as hard as you could,
you'd regret it.","Kolu gücün
yettiğince çevirirsen,
pişman olursun."
30/30_005020.xs,text000004,137,ルーク,Luke
30/30_005020.xs,text000005,144,"It looks a bit spooky. I'm
sure it's safe, though.","Biraz ürkütücü duruyor.
Yine de güvenlidir eminim."
30/30_005020.xs,text000006,195,"I really like Ferris wheels.
They're nice and relaxing.","Dönme dolapları çok severim.
Çok hoş ve rahatlatıcılar."
30/30_005020.xs,text000007,251,"Who do you think comes
up with these elaborate
ideas?","Sence bu
ayrıntılı fikirleri
kim buluyor?"
30/30_005020.xs,text000008,305,"Humans, like cats, enjoy
viewing things from on
high.","İnsanlar da kediler
gibi şeylere yukarıdan
bakmayı sever."
30/30_005020.xs,text000009,359,コイン,İpucu Parası
30/30_005020.xs,text000010,366,You found a hint coin!,Bir ipucu parası buldun!
30/30_005020.xs,text000011,389,アイテム,Eşya
30/30_005020.xs,text000012,398,"You found a new item for
your collection box!","Koleksiyon kutuna
yeni bir eşya buldun!"
30/30_005060.xs,text000000,0,レミ,Emmy
30/30_005060.xs,text000001,5,"It's just a control
tower, but it still
looks absolutely mad.","Sadece bir kontrol kulesi
ama yine de tamamen
çılgın görünüyor."
30/30_005060.xs,text000002,67,ルーク,Luke
30/30_005060.xs,text000003,74,"I can hear cogs and
things grinding inside.","İçeride dişlilerin ve başka
şeylerin gıcırdadığını duyuyorum."
30/30_005060.xs,text000004,118,レイトン,Layton
30/30_005060.xs,text000005,127,"They call this Tingly
Tower. That's quite
endearing.","Buna Tingly
Kulesi diyorlar.
Oldukça sevimli."
30/30_005060.xs,text000006,180,コイン,İpucu Parası
30/30_005060.xs,text000007,187,You found a hint coin!,Bir ipucu parası buldun!
30/30_005060.xs,text000008,210,アイテム,Eşya
30/30_005060.xs,text000009,219,"You found a new item for
your collection box!","Koleksiyon kutun için
yeni bir eşya buldun!"
30/30_005070.xs,text000000,0,コイン,İpucu Parası
30/30_005070.xs,text000001,7,ひらめきコインを[発見/はっけん]！,Bir ipucu parası buldun!
30/30_005070.xs,text000002,41,アイテム,Eşya
30/30_005070.xs,text000003,50,"いいものを[発見/はっけん]！
コレクションに[加/くわ]えた。","Güzel bir şey buldun!
Koleksiyonuna eklendi."
30/30_005080.xs,text000000,0,レミ,Emmy
30/30_005080.xs,text000001,5,"The tram stop. Tickets
are sold from that red
machine.","Tram durağı.
Biletler Şu kırmızı
makineden satılıyor."
30/30_005080.xs,text000002,60,ルーク,Luke
30/30_005080.xs,text000003,67,"I always love taking
the tram!","Trama binmeyi
hep severim!"
30/30_005080.xs,text000004,98,レイトン,Layton
30/30_005080.xs,text000005,107,"It runs from one end of
the city to the other.
Very convenient.","Şehrin bir ucundan
öbür ucuna gider.
Çok kullanışlı."
30/30_005080.xs,text000006,171,"Hey, the tickets are
coated in glitter!","Hey, biletlerin
üstü simle kaplı!"
30/30_005080.xs,text000007,211,"They've spent a fair
penny on the funfair's
upkeep.","Lunaparkın bakimi
için epey para
harcamışlar."
30/30_005080.xs,text000008,263,"Families get 30% off.
Yes, yes, I know what
you're thinking...","Ailelere %30 indirim.
Evet, evet, ne
düşündüğünü biliyorum..."
30/30_005080.xs,text000009,326,コイン,İpucu Parası
30/30_005080.xs,text000010,333,You found a hint coin!,Bir ipucu parası buldun!
30/30_005080.xs,text000011,356,アイテム,Eşya
