file,source_sha256,id,offset,original,translation
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000015,977,"<T><M3/2/1>I have mixed feelings about this other
Grosky fan. If she dare try to steal him
away...","<T><M3/2/1>Bu diger Grosky hayrani hakkinda
karmasik duygularim var. Onu benden
calmaya kalkarsa..."
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000016,1076,"<T><M2/2/1>But if she joins the Clampettes, I might let
her off. She could be my secretary.","<T><M2/2/1>Ama Clampettes'a katilirsa belki
onu affederim. Sekreterim bile olabilir."
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000017,1168,"<T><M1/1/2>Hee hee. <M2/1/2>Emmy, she doesn't seem to
realise that you were talking about her...","<T><M1/1/2>Hih hi. <M2/1/2>Emmy, senin ondan
bahsettigini fark etmiyor galiba..."
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000018,1265,"<T><M5/2/3>That runaway-train attitude reminds me of
Grosky himself... <W>Maybe they are a good
match.","<T><M5/2/3>Bu kontrolsuz tren gibi tavri bana
Grosky'nin kendisini hatirlatiyor... <W>Belki de
iyi bir ikili olurlar."
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000019,1368,"<T>The Clampettes are always looking for new
members. Let's all band together to support
the world's greatest inspector!","<T>Clampettes her zaman yeni
uyeler arar. Dunyanin en buyuk mufettisini
desteklemek icin hep birlikte birleselim!"
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000020,1489,"<T><M1/1/2>I wonder if the police have found the
Masked Gentleman's hiding place yet?","<T><M1/1/2>Acaba polis
Maskeli Bey'in saklandigi yeri buldu mu?"
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000021,1575,"<T><M1/1/3>A little sand won't bother me! I'm a London
girl! I can handle anything!","<T><M1/1/3>Biraz kum beni korkutmaz! Ben Londrali
bir kizim! Her seyin ustesinden gelirim!"
07/07_070290.xs,4881ab6ec9e4ab1ba746d11fcf53eaf638944127e6b789130657891b3efa147e,text000022,1659,"<T><M3/3/4>I'll stay here in Monte d'Or for as long as
Grosky needs me!","<T><M3/3/4>Grosky bana ihtiyac duydugu surece
Monte d'Or'da kalacagim!"
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000000,0,ミカ,Mika
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000001,5,"<T>Mr Ledore phoned us up this morning saying
that the Masked Gentleman was at the
funfair last night.","<T>Bay Ledore bu sabah arayip Maskeli Beyefendi'nin
dun gece
lunaparktaymis dedi."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000002,108,"<T><M2/1/1>So it's back to being like a zoo here again.
<W>Joy.","<T><M2/1/1>Demek ki burasi yine hayvanat bahcesi gibi olacak.
<W>Ne hos."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000003,172,レミ,Remi
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000004,177,"<T><M4/1/3>You're not a fan of the police, are you?","<T><M4/1/3>Polisi pek sevmiyorsunuz, degil mi?"
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000005,229,"<T>Oh, I'm their biggest fan!<W> They're the most
adorable lot of sweaty, talentless individuals
I've ever known.","<T>Ah, ben onlarin en buyuk hayraniyim!<W> Tanidigim
en sevimli terli, yeteneksiz topluluk
onlar."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000006,343,"<T><M1/1/1>Well, that one detective isn't so bad. The
one born with the brains and the looks.","<T><M1/1/1>Gerci su bir dedektif fena sayilmaz. Hani
zekasi ve yakisikliligiyla dogan."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000007,437,"<T>And he was clever enough to solve this
puzzle in no time.","<T>Ustelik bu bulmacayi
aninda cozecek kadar da zeki."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000008,498,"<T>Too bad. I guess the detective who solved it
before is a pro, after all.","<T>Yazik. Demek ki daha once cozen dedektif
sonucta gercekten profesyonelmis."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000009,574,"<T>I don't know... Can you really match up to
the detective and solve this?","<T>Bilmiyorum... Gercekten o dedektifle
boy olcusup bunu cozebilir misin?"
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000010,650,"<T>Hmm, okay. You don't look like much, but
you're definitely on the ball.","<T>Hmm, peki. Pek bir seye benzemiyorsun ama
belli ki isin ehliymissin."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000011,725,"<T><M3/2/2>Of course he is! He's the youngest
professor in the history of Gressenheller
University!","<T><M3/2/2>Tabii ki oyle! O, Gressenheller
Universitesi tarihinin en genc
profesorudur!"
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000012,825,"<T><M2/1/1>That's great, but don't try to drag me
into his entourage.","<T><M2/1/1>Harika, ama beni
onun ekibine katmaya calisma."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000013,895,"<T>At any rate, I'm just glad there's one
competent detective among all the riff-raff.","<T>Her halukarda, su ayak takiminin arasinda
en azindan bir becerikli dedektif olmasina seviniyorum."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000014,982,"<T><M5/1/1>I'm surprised that Detective Bloom would
take the time to solve a puzzle.","<T><M5/1/1>Dedektif Bloom'un bulmaca cozmeye
vakit ayirmasina sasirdim."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000015,1067,レイトン,Layton
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000016,1076,"<T><M2/1/1>The appeal of puzzles is universal, Emmy!","<T><M2/1/1>Bulmacalarin cazibesi evrenseldir, Emmy!"
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000017,1129,"<T><M2/1/1>Mayor Williams keeps looking over my
shoulder at every opportunity. Why can't he
just let me get on with it?","<T><M2/1/1>Baskan Williams her firsatta omzumun uzerinden
bakip duruyor. Neden
beni isimi yapmaya birakmiyor ki?"
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000018,1249,"<T>Sometimes I wish I had a job that's a little
less stressful.","<T>Bazen keske
biraz daha az stresli bir isim olsa diyorum."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000019,1313,<T><M2/1/1>Maybe a professional sunbather...,<T><M2/1/1>Mesela profesyonel guneslenen biri...
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000020,1358,"<T><M2/1/2>All that sand completely changed the
geography of the city. <W>So, more work for us,
coordinating repair crews and such.","<T><M2/1/2>O kum sehrin cografyasini tamamen
degistirdi. <W>Yani bize daha cok is cikti,
tamir ekiplerini falan koordine edecegiz."
07/07_070300.xs,48c74c4d700316d0e62fcb90950a0a7223e15552f47a4c2d345cbb74f5bf0c04,text000021,1490,"<T>Ugh! What good is a special task force if
they can't prevent this kind of thing from
happening?!","<T>Off! Boyle seylerin
olmasini engelleyemiyorlarsa ozel bir
gorev gucunun ne faydasi var?!"
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000000,0,レイトン,Layton
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000001,9,"<T>How are you today, Mr Mayor?","<T>Bugun nasilsiniz, Sayin Belediye Baskani?"
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000002,41,オルトビルセン,Ortbilsen
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000003,56,"<T>Grand, grand! Fair dues to you, Layton.
After you cleared up those miracles, we got
quite a bit of work done.","<T>Harika, harika! Hakkini vermek gerek, Layton.
O mucizeleri cozdukten sonra
epeyce is bitirdik."
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000004,169,<T><M4/1/1>I'm glad to hear it.,<T><M4/1/1>Bunu duymak guzel.
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000005,201,"<T>I was so relieved to hear that no one was
hurt. So very relieved!","<T>Kimsenin yaralanmadigini duyunca cok rahatladim.
Cok ama cok rahatladim!"
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000006,270,"<T><M2/1/1>I'll have to do my part in the restoration
work. Contributions are always welcome!","<T><M2/1/1>Onarim calismalarinda ben de uzerime duseni
yapmaliyim. Her turlu katki makbuldur!"
07/07_070310.xs,ba6a68374e4a0f9807dc1518eb0819f16ae25a43e6abd8e90347eccf921fd915,text000007,364,"<T>Michelle has been giving me strange looks
lately. I fancy she's cross with me.","<T>Michelle son gunlerde bana tuhaf tuhaf bakiyor.
Sanirim bana kizgin."
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000000,0,グロスキー,Grosky
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000001,11,"<T>How did that blasted Masked Gentleman pull
off the Tingly Town stunt?!","<T>O lanet Maskeli Bey
Tingly Town numarasini nasil yapti?!"
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000002,85,レイトン,Layton
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000003,94,"<T><M4/2/1>Perhaps I'll be able to explain it to you later,
but for now our time would be better spent
determining his next course of action.","<T><M4/2/1>Belki daha sonra size aciklayabilirim,
ama simdilik vaktimizi
onun bir sonraki hamlesini belirlemeye ayirsak daha iyi."
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000004,236,ルーク,Luke
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000005,243,"<T><M2/2/1>Something that can be seen from anywhere
in town...","<T><M2/2/1>Kasabanin her yerinden gorulebilecek
bir sey..."
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000006,306,"<T><M2/2/1>If he intends to involve the whole city, we
need to stop him before it's too late.","<T><M2/2/1>Butun sehri ise karistirmak istiyorsa,
cok gec olmadan onu durdurmaliyiz."
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000007,400,"<T><M2/1/1>I'm going to put this Masked Gentleman
behind bars even if I have to build a cage
round the city to do it!","<T><M2/1/1>Bu Maskeli Bey'i
gerekirse sehrin etrafina bir kafes insa edip
yine de parmakliklarin arkasina tikacagim!"
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000008,518,"<T><M3/1/2>I suppose that means we'll see you charging
around all over town again later!","<T><M3/1/2>Demek ki seni birazdan yine
tum kasabada kostururken gorecegiz!"
07/07_070320.xs,f32eeea2d2f1c9c8fdf6a76bee4d6493c0f15dd0da9183360f0147de6528ce3c,text000009,607,"<T><M1/1/2>The Masked Gentleman's not going to get
away with this! I've got a fistful of justice
with his name on it!","<T><M1/1/2>Maskeli Bey bununla
kurtulamayacak! Uzerinde onun adi yazili
bir avuc adaletim var!"
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000000,0,ブルーマイル,Mavi Mil
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000001,13,"<T>Professor Layton, your particular field of
expertise at Gressenheller University is
archaeology, is it not?","<T>Profesor Layton, Gressenheller Universitesi'ndeki
uzmanlik alaninizin
arkeoloji oldugunu soyluyorlar, degil mi?"
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000002,124,"<T><M3/1/1>We hear great things about you, even at
Scotland Yard.","<T><M3/1/1>Hakkinizda cok iyi seyler duyuyoruz,
Scotland Yard'da bile."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000003,190,レイトン,Layton
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000004,199,"<T>Well, that's quite kind of you, Detective. It's
nothing, really. I just enjoy my work.","<T>Ne kadar naziksiniz, Dedektif. Aslinda
bir sey degil. Sadece isimi seviyorum."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000005,289,"<T>We've heard you're modest, too.",<T>Mutevazi oldugunuzu da duyduk.
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000006,324,"<T><M2/1/1>As it happens, I've also been studying
archaeology as a kind of hobby.","<T><M2/1/1>Ben de bir hobi olarak
arkeolojiyle ilgileniyorum."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000007,406,"<T>I find it sad that a historical treasure,
chronicled by Donald Rutledge, no less,
could be used so disrespectfully.","<T>Donald Rutledge tarafindan bile kayda gecirilmis
tarihi bir hazinenin
bu kadar saygisizca kullanilmasina uzuluyorum."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000008,525,"<T><M4/2/1>We can't say what the original sculptors of
the mask had in mind when making it, but I
doubt they envisioned this.","<T><M4/2/1>Maskeyi yapan ilk heykeltiraslarin
ne amacladigini bilemeyiz, ama
bunu hayal ettiklerini sanmiyorum."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000009,651,"<T><M3/1/1>We think alike, Professor Layton.","<T><M3/1/1>Ayni dusunuyoruz, Profesor Layton."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000010,696,"<T>We must stop this masked maestro so
the mask can achieve whatever its
intended purpose might be.","<T>Bu maskeli ustayi durdurmaliyiz ki
maske, amaci her neyse,
onu gerceklestirebilsin."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000011,796,"<T><M1/1/1>I hope we can sit down sometime and
discuss archaeology when this is over.","<T><M1/1/1>Her sey bittiginde bir ara oturup
arkeolojiyi konusabilmeyi umarim."
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000012,882,<T><M2/1/1>That would be splendid.,<T><M2/1/1>Harika olurdu.
07/07_070322.xs,0141b1b23fec252829c87f42544f4922bc9a4d8d42c1ba92fd6d2f202d65ee6c,text000013,917,"<T>This city doesn't leave much to the
imagination. London seems quaint by
comparison.","<T>Bu sehir hayal gucune pek
yer birakmiyor. Yaninda
Londra bile sevimli kaliyor."
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000000,0,シバロフ,Shibarov
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000001,9,"<T>How are we supposed to unmask the
Masked Gentleman when the whole town's
wearing masks for the festival?!","<T>Butun kasaba festival icin
maske takmisken
Maskeli Bey'in maskesini nasil dusurecegiz?!"
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000002,118,"<T><M2/1/1>And then there's this apparent feud between
Ledore and Dalston. Is that real, or are they
actually the ones behind all this?","<T><M2/1/1>Bir de Ledore ile Dalston arasindaki
sozde husumet var. Bu gercek mi, yoksa
tum bunlarin arkasinda aslinda onlar mi var?"
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000003,254,レイトン,Layton
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000004,263,"<T><M5/2/1>Chief Inspector, I don't believe there's a
conspiracy here. The Masked Gentleman is
evidently acting of his own accord.","<T><M5/2/1>Bas Mufettis, burada bir
komplo olduguna inanmiyorum. Maskeli Bey
belli ki kendi basina hareket ediyor."
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000005,394,"<T>Dalston still sets off alarm bells for me. He
could have set everything up just to watch
it all play out.<M1/1/1>","<T>Dalston hala bende alarm zillerini caldiriyor. O
her seyi sirf
olan biteni izlemek icin ayarlamis olabilir.<M1/1/1>"
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000006,511,"<T><M4/2/1>The Masked Gentleman bears a deep hatred
for this town. Dalston does not.","<T><M4/2/1>Maskeli Bey bu kasabadan derin bir nefret
besliyor. Dalston degil."
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000007,596,"<T><M4/1/1>I've been on the force, what, 25 years now,
and never have I seen a case so
convoluted!","<T><M4/1/1>Teskilatta ne, 25 yildir varim,
boylesine
karmasik bir dava hic gormedim!"
07/07_070324.xs,606fd8ec001cdb0333b7dcf0f15f3922237bf6173f055f3481c8ea2f32ee4a4f,text000008,695,"<T>We're continuing our investigation, putting
everything we've got to work, but our sweep
of Tingly Town hasn't given us anything.","<T>Sorusturmaya devam ediyoruz, elimizde ne varsa
seferber ettik ama
Tingly Town taramasindan hicbir sey cikmadi."
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000000,0,ハインリヒ,ハインリヒ
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000001,11,"<T>Argh! I'm up to my ears in debt... <W>Up to my
eyeballs, actually. <W>Really, I'm in over my
head here!","<T>Ahh! Borca batmis durumdayim... <W>Hatta
girtlagima kadar. <W>Gercekten de
boyumu asan bir is bu!"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000002,118,"<T>If I could strike lucky, just once, I could pay
back all my debts!","<T>Bir kez olsun sans yuzume gulse de
tum borclarimi odeyebilsem!"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000003,188,"<T><M1/1/1>I don't know how these races work, but I
like that horse with the 20 on it. A high
number means it's better, right?","<T><M1/1/1>Bu yarislar nasil isler bilmiyorum ama
ustunde 20 yazan ati sevdim. Buyuk
sayi daha iyi demek, degil mi?"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000004,315,レイトン,Layton
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000005,324,"<T><M1/2/1>I'd advise you to stop here and cut your
losses, sir.","<T><M1/2/1>Burada durup daha fazla zarar etmeden
cekilmenizi tavsiye ederim, efendim."
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000006,389,"<T>And what makes you such an expert, eh?
I'm not listening to you unless you can
solve this puzzle!","<T>Peki seni bu kadar uzman yapan ne, ha?
Bu bulmacayi cozmedikce
seni dinlemem!"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000007,490,<T>See? You're not even worth listening to.,<T>Gordun mu? Seni dinlemeye bile degmez.
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000008,534,"<T>I might consider taking your advice if you
solve this puzzle...or I might not.","<T>Bu bulmacayi cozersen belki
tavsiyeni dikkate alirim... belki de almam."
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000009,616,"<T>Hang on a sec, mate. Why are you trying to
stop me? What's in it for you? You thinking
of betting on the same horse or something?","<T>Bir dakika dostum. Niye beni durdurmaya
calisiyorsun? Senin cikarin ne? Ayni ata
bahis oynayip beni saf disi mi birakacaksin?"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000010,749,"<T><M2/2/1>No, that's not it at all. I just think it would
be wiser for you to stop.","<T><M2/2/1>Hayir, hic alakasi yok. Sadece durmanizin
daha akillica olacagini dusunuyorum."
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000011,834,"<T><M3/1/1>Yeah, I heard that part!","<T><M3/1/1>Evet evet, o kismi duydum!"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000012,870,"<T><M3/2/1>Yes, but I'm not certain that you...<W> <M3/1/1>Wouldn't
you prefer the security of steady income?","<T><M3/2/1>Evet ama emin degilim ki siz...<W> <M3/1/1>Daha duzenli
bir gelirin guvenligini tercih etmez misiniz?"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000013,980,"<T>Maybe. But now you've made such a big
deal out of it, I have to bet! If I don't, the
horse is sure to win - Murphy's Law.","<T>Belki. Ama simdi bu kadar buyuttun ya,
bahis oynamak zorundayim! Oynamazsam
at kesin kazanir - Murphy Kanunu."
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000014,1105,<T><M1/2/1>Very well. Do as you will.,<T><M1/2/1>Pekala. Nasil isterseniz.
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000015,1143,"<T><M3/2/1>All these chumps are picking horses with low
numbers. Hah! I'll bet on number 20 and
strike it rich, rich, rich!","<T><M3/2/1>Su enayiler dusuk numarali atlari seciyor.
Sayi 20'ye basacagim ve
koseyi donecegim, donecegim, donecegim!"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000016,1267,"<T><M2/1/2>That's funny... I bet on the horse with the
highest number, but it came in last.<W> Argh! I
should have reversed it!","<T><M2/1/2>Tuhaf... En yuksek numarali ata
bahis oynadim ama sonuncu geldi.<W> Ahh! Ben
tam tersini yapmaliymisim!"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000017,1395,"<T><M1/1/2>What should I do?! I'm...I'm penniless! I'd
better get out of here before they realise
how much I owe them!","<T><M1/1/2>Ne yapacagim?! Ben... ben bes parasizim! Onlar
ne kadar borcum oldugunu fark etmeden
buradan sivissam iyi olacak!"
07/07_070330.xs,1c7b20600c3422f0d6531db704f98fce1191c29fb5551258230ff3ca8520ddcb,text000018,1514,"<T><M3/2/1>Phew! This sand fiasco will cover my escape
from this city. Cheers, Masked Gentleman!","<T><M3/2/1>Ohh! Bu kum karmasasi sehirden kacisimi
ortbas edecek. Sag ol, Maskeli Beyefendi!"
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000000,0,グスタフ,Gustav
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000001,9,"<T><M1/1/1>Good day, Professor. In fact, one might
dare to say it is a fine day here at the
racecourse.","<T><M1/1/1>Iyi gunler, Profesor. Hatta
buradaki hipodromda
gunun cok guzel oldugunu soylemeye curet edebiliriz."
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000002,113,"<T><M3/1/1>Your investigation must be exhausting. Are
you here for a well-deserved break?","<T><M3/1/1>Sorusturmaniz yorucu olmali. Hak ettiginiz
bir mola icin mi buradasiniz?"
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000003,203,レイトン,Layton
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000004,212,"<T><M3/1/1>Not this time, I'm afraid. After all, I do have
Luke with me.","<T><M3/1/1>Ne yazik ki bu sefer degil. Sonucta
yanimda Luke var."
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000005,285,"<T><M2/1/1>Ah, yes, of course. Never mind.","<T><M2/1/1>Ah, evet, tabii. Bos verin."
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000006,328,"<T>I've heard you are quite the cavalier, in
many senses of the word. Perhaps you'd
care to participate in a race some day?<M1/1/1>","<T>Sizin oldukca sovalye ruhlu oldugunuzu
duydum, kelimenin pek cok anlamiyla. Belki
bir gun bir yarisa katilmak istersiniz?<M1/1/1>"
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000007,460,"<T><M1/1/1>Ah... <W>Well, I'll certainly consider it.",<T><M1/1/1>Ah... <W>Elbette dusunecegim.
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000008,514,"<T>I see horseracing as a refined and dignified
sport.","<T>At yarisini seckin ve
asil bir spor olarak goruyorum."
07/07_070340.xs,de1f7f9ea2eff0e5e91fcf362e153cb46873e991ee76c37d861d126d0f1d4ec7,text000009,569,"<T><M4/1/1>We are proud to boast some of the finest
thoroughbreds in the country.","<T><M4/1/1>Ulkenin en iyi
safkanlariyla ovunmekten gurur duyariz."
07/07_070350.xs,e82a566646be1c82d4f980be59d62419f6bf5d3f17a751ac62cbbe2885ed8eb0,text000000,0,シャロア,Angela
07/07_070350.xs,e82a566646be1c82d4f980be59d62419f6bf5d3f17a751ac62cbbe2885ed8eb0,text000001,9,"<T><M2/1/1>How are you progressing, Hershel? I'm
starting to fear that we'll never catch the
Masked Gentleman...","<T><M2/1/1>Nasil gidiyor, Hershel? Maskeli Beyefendi'yi
asla yakalayamayacagimizdan
korkmaya basladim..."
