Index,Label,EU_English,US_English,EU_French,US_French,EU_German,EU_Italian,EU_Spanish,US_Spanish,JP_Japanese,KR_Korean,Turkish,Status,Notes
1305,InteriorInfo12500,"You'll feel like a king
when you sit on this
gold-plated throne! ","You'll feel like a king
when you sit on this
gold-plated throne! ","Vous serez comme un roi sur
ce trône plaqué or ! Mais où
est votre couronne ?","Ce trône orné d'or vous
donnera l'impression d'être
un membre de la famille royale!","Auf diesem goldenen Thron
wirst du dich wie ein echter
König fühlen!","La tua casa sembrerà un
castello quando siederai
su questo trono dorato!","¡Te sentirás como un miembro
de la realeza cada vez que te
sientes en él!","¡Te sentirás como un rey
cuando te sientes en este
trono dorado!","おうさまきぶんを　あじわえる
ごうかな　イス","임금님이 된 기분을 맛볼 수 있는
화려한 의자.","Bu altın kaplama tahta
oturunca kendini kral gibi
hissedeceksin!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1306,InteriorInfo12600,"This fountain is perfect
for any room...that is big.
Any room that is REALLY big.","This fountain is perfect
for any room...that is big.
Any room that is REALLY big.","Cette belle fontaine irait
très bien dans une pièce...
assez grande pour la loger.","Cette fontaine prend
de la place. Beaucoup,
beaucoup de place!","Perfekt geeignet für einen
großen Raum. Einen sehr
großen Raum...","Perfetta per qualsiasi
stanza, soprattutto quelle
grandi. MOLTO grandi.","¿Quién tiene espacio en su casa
para meter semejante fuente?
¡Derechita al jardín!","Esta fuente es perfecta para
cualquier habitación grande...
o mejor dicho, MUY grande.","さわやかな　きぶんになる
きれいなみずの　ふんすい","깨끗한 물이 흘러 상쾌한 기분을
느끼게 해 주는 분수.","Bu fıskiye her odaya uyar...
büyükse. Gerçekten ÇOK büyük
bir odaya.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1307,InteriorInfo12700,"This umbrella stand
uses its magic frog power to
bring you all lost umbrellas!","This umbrella stand
uses its magic frog power to
bring you all lost umbrellas!","Ce porte-parapluie est
magique. Il ramène vos
parapluies perdus !","Ce porte-parapluie grenouille
est magique. Il ramène pour
vous tous les parapluies perdus!","Dieser Ständer hat magische
Froschkräfte und bringt
verlorene Schirme zurück!","La rana è magica! Ogni volta
che perdi un ombrello,
riapparirà qui dentro.","¡Está impregnado de magia!
Si pierdes un paraguas, aparecerá
mágicamente dentro de él.","¡Este soporte usa sus poderes
mágicos de rana para traerte
los paraguas que has perdido!","わすれたかさが　かえってくる
かさたて","잃어버린 우산이 어느새
돌아와 있는 신기한 우산 꽂이.","Bu şemsiyelik, sihirli kurbağa
gücüyle bütün kayıp şemsiyeleri
sana getirir!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1308,InteriorInfo12800,"This bath is nice for
bringing the outdoors
to the indoors! ","This bath is nice for
bringing the outdoors
to the indoors! ","Cette piscine vous donne
l'impression d'être en pleine
nature dans votre salon.","Cette piscine cascade
peut être installée chez
vous, dans votre salon!","Mit dieser Teichlandschaft
holst du dir ein bisschen
Garten nach drinnen.","Un'oasi di benessere
proprio a casa tua!","Un poco ostentoso, pero ¿a quién
no le apetecería darse un relajante
baño caliente en él?","¡Con esta tina podrás
tener una cascada en
tu propia sala!",おおきないわに　かこまれた　ろてんぶろ,"커다란 바위로 둘러싸여 있는
노천탕.","Bu banyo dışarıyı içeri
taşımak için
harika!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1309,InteriorInfo12900,"This fluffy cloud pillow is
99% comfy with a good chance
of sleep in the evening.","This fluffy cloud pillow is
99% comfy with a good chance
of sleep in the evening.","Cet oreiller en forme de nuage
annonce une fin de soirée des
plus ensommeillées.","Cet oreiller moelleux comme
un nuage vous garantit une
nuit de sommeil sans orage.","Dieses flauschige Kissen
garantiert zu 99% einen
heiter bis wolkigen Schlaf.","Comodo al 99%. Il problema
è il rimanente 1%...","Está tan mullida que dormirás
plácidamente incluso en las noches
de tormenta.","Este cojín es tan agradable
que te promete que no habrá
tormentas mientras duermes.",くもよりも　ふかふかな　まくら,구름보다 더 폭신폭신한 베개.,"Bu pofuduk bulut yastıkta %99 rahatlık;
akşama doğru yüksek uyku
ihtimali var.",FINAL_JOKE_REVIEWED,Kelime oyunu/mizah 10 dil çapraz kontrolüyle revize edildi; font ve piksel genişliği yeniden doğrulanacak.
1310,InteriorInfo13000,"Squirrels and lumberjacks
can relax here peacefully.
Just not at the same time! ","Squirrels and lumberjacks
can relax here peacefully.
Just not at the same time! ","Les écureuils viennent se
reposer ici après une dure
journée de labeur.","Ici, les écureuils et les bûcherons
peuvent se détendre. Mais pas
en même temps!","In ihm können Eichhörnchen
und Holzfäller schlafen...
nur lieber nicht gleichzeitig!","Il sogno di scoiattoli e
tagliaboschi.
Ehi, uno per volta!","A los leñadores y a las ardillas
les encanta dormir en ella. ¡Eso sí,
juntos pero no revueltos!","Aquí pueden relajarse las
ardillas y los leñadores.
¡Pero no al mismo tiempo!",ゆったりねむれる　おおきな　ベッド,"나무 향기를 맡으며 기분 좋게
잠들 수 있는 커다란 침대.","Sincaplar ve oduncular burada
huzurla dinlenebilir. Yalnız
aynı anda olmasınlar!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1311,InteriorInfo13100,"This log cake has a yummy
cream centre. That's how
you know it's not a real log!","This log cake looks like it has
a cream center that probably
tastes better than wood!","Cette bûche glacée est
remplie de crème. Et c'est
bien meilleur que le bois !","Ce gâteau en forme de bûche a
sûrement meilleur goût qu'une
vraie bûche!","Dieser Kuchen ist mit Sahne
gefüllt. So ist er leckerer
als ein echter Ast...","Non è fatto di legno e ti
dico anche il perché: vedi
il ripieno di panna?","Está relleno de crema. ¡Seguro
que sabe mucho mejor que la
madera de verdad!","Este pastel tiene crema
en el centro, ¡y sabe mucho
mejor que la madera!","きりかぶのように　ふとい　
なかみたっぷりの　ロールケーキ","나무줄기 모양으로
속이 알차게 들어 있는 롤 케이크.","Bu kütük pastanın içinde nefis
krema var. Gerçek kütük
olmadığını böyle anlarsın!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1312,InteriorInfo13200,"Cactus juice is an acquired
taste. It has a kick to it! ","Cactus juice is an acquired
taste. It has a kick to it! ","Le jus de cactus a une
saveur spéciale, mais
gagne à être connu !","J'ai entendu dire que le jus
de cactus a un goût qui se
développe, et qui a du piquant!","Kaktussaft ist etwas für
Gourmets, die das
besondere Etwas suchen.","Bisogna provarlo più volte
per apprezzarlo a pieno, ma
non è affatto male!","Tiene un sabor algo rarito...
¡pero está muy rico!","El jugo de cactus tiene un
sabor extraño, ¡pero si te
acostumbras, no está mal!","しげきてきな　あじがする
サボテンの　ジュース",자극적인 맛의 선인장 주스.,"Kaktüs suyunun tadına
alışmak gerekir. Biraz sert
vurur!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1313,InteriorInfo13300,"This meat is straight out
of a caveman cartoon!
Mmmm... Grog need fire! ","This meat is straight out
of a caveman cartoon!
Mmmm... Grog need fire! ","On dirait un morceau de
viande tout droit sorti
de la préhistoire !","On dirait que ce morceau de viande
sort directement d'un dessin animé!
Mmmm... Besoin d'ustensiles!","Hat sich dieser Leckerbissen
aus einem Zeichentrickfilm
hierher geschlichen?","Sembra presa direttamente
da un cartone animato!","¡Igualito que los que aparecen
en muchos dibujos animados!","Carne sacada de una
caricatura. Me pregunto
de qué animal será...","なんのおにくか　わからないが
かぶりつきたくなる　おにく","어떤 고기인지는 모르지만
한 입 베어 물고 싶어지는 고기.","Bu et düpedüz mağara adamı
çizgi filminden çıkmış!
Mmm... Grog ateş ister!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1314,InteriorInfo13400,"Your head is not being eaten
by a frog. It's just the mirror,
trust me. Just relax. ","Your head is not being eaten
by a frog. It's just the mirror,
trust me. Just relax. ","Mais non, la grenouille n'a
pas mangé votre tête.
C'est juste un miroir...","Votre tête ne sera pas mangée
par une grenouille. C'est juste
un miroir. Faites-moi confiance!","Dein Kopf wird nicht von
einem Frosch gefressen! Das
ist nur ein Spiegel, ehrlich.","Calma, non stai mettendo la
testa nella bocca di una
rana! È solo uno specchio.","No está encantado; ¡aunque te
mires en él, no te convertirás en
rana!","No, no es que una rana se
esté tragando tu cabeza. Solo
es un espejo, te lo prometo.","のぞくたびに　うつるすがたが　かわる
こまった　かがみ","쳐다볼 때마다 얼굴이 다르게
비치는 이상한 거울.","Kafan kurbağa tarafından
yenmiyor. Sadece ayna, bana
güven. Rahatla.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1315,InteriorInfo13500,"This flaming torch can
really brighten up any
dungeon, lair, or foyer.","This flaming torch can
really brighten up any
dungeon, lair, or foyer.","Cette torche décorerait à
merveille un donjon, une
tanière... ou votre maison.","Cette torche peut vraiment éclairer
tous les donjons, toutes les
tanières ou les refuges.","Diese Fackel leuchtet alles
gut aus - ob Eingangshalle,
Verlies oder Schlupfwinkel.","Farebbe abbastanza luce in
una catacomba, figuriamoci
all'ingresso di casa tua!","Se emplea frecuentemente para
iluminar cuevas, mazmorras y
calabozos. Algo tétrica, ¿verdad?","Esta antorcha encendida
puede iluminar cualquier
cueva, mazmorra o guarida.",ゆらゆらと　あたりをてらす　かがりび,"탁탁 나무 타는 소리를 내며
주변을 밝혀 주는 횃불.","Bu yanan meşale her zindanı,
inini ya da antreyi
aydınlatır.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1316,InteriorInfo13600,"This camel pillow has two
humps. One for you and
one for a friend!","This camel pillow has two
humps. One for you and
one for a friend!","Deux bosses... c'est donc un
coussin en forme de chameau.
Ou est-ce un dromadaire ?","Cet oreiller chameau a
deux bosses. Une pour
vous et une pour un ami!","Dieses Kamelkissen hat zwei
Höcker - einen für dich und
einen für einen Freund.","Possiede due gobbe: una
per te e una per chi vuoi tu!","Esta almohada cuenta con dos
jorobas. ¡Ideal para compartirla
con un amigo!","Esta almohada de camello
tiene dos jorobas. ¡Una para
ti, y otra para un amigo!","こぶのかたちが　どんなあたまにも
ちょうどいい　かいてきな　まくら","등의 모양이 모든 머리에 잘 맞아
편안하게 벨 수 있는 쾌적한 베개.","Bu deve yastığın iki hörgücü var.
Biri sana, biri
bir arkadaşına!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1317,InteriorInfo13700,"This hourglass uses
stardust to tell you
when the stars are out! ","This hourglass uses
stardust to tell you
when the stars are out! ","Ce sablier est rempli de poussière
d'étoiles et vous indique à quel
moment les étoiles sont visibles.","Ce sablier utilise de la poussière
d'étoiles pour vous dire quand
les étoiles sont dehors!","Mit Sternenstaub gefülltes
Gerät. Nach Ablauf der Zeit
ist der Himmel voller Sterne!","Al suo interno c'è polvere
di stelle! Ciascun granello
scende ogni 100 anni.","¡En realidad utiliza polvo de
estrellas para indicarte cuándo se
ven los astros en el firmamento!","¡Este reloj utiliza polvo de
estrellas para decirte cuándo 
han salido las estrellas!","さらさらと　しずかに　じかんをはかる
きれいな　すなどけい","한 줄기 별로 조용하게
시간을 재는 아름다운 모래시계.","Bu kum saati yıldızların ne zaman
çıktığını göstermek için
yıldız tozu kullanır!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1318,InteriorInfo13800,"This tin robot is a very
expensive vintage
item sought by collectors. ","This tin robot is a very
expensive vintage
item sought by collectors. ","Ce petit robot métallique ferait
le bonheur de tous les amoureux
de jouets anciens.","Ce robot en étain est très vieux.
Une pièce de collection!","Dieser Zinnroboter ist eine
kostbare und bei Sammlern
sehr begehrte Antiquität.","Questo antico robot è un
pezzo costoso, molto
ricercato dai collezionisti. ","Su antigüedad lo convierte en uno
de los objetos más codiciados por
los coleccionistas.","Este robot de hojalata
es muy antiguo. ¡Un artículo
de coleccionista!","じつは　きちょうな　アンティークの
ブリキロボット","보기보다 가치가 높은
앤티크 양철 로봇.","Bu teneke robot, koleksiyoncuların
aradığı çok değerli antika
bir eşya.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1319,InteriorInfo13900,"This novelty light looks
like a big mushroom.
Maybe it'll grow on its own! ","This novelty light looks
like a big mushroom.
Maybe it'll grow on its own! ","Cette lampe-gadget ressemble
à un gros champignon. Et elle
pourrait bien pousser !","Cette lampe ressemble à un
gros champignon. Peut-être
qu'il poussera sous vos yeux!","Eine modische Lampe in
Form eines Pilzes. Vielleicht
wächst sie ja noch?","Sembra davvero un fungo.
Vuoi vedere che cresce da
sola?","Casi parece un champiñón de
verdad. ¡Lo mismo crece y todo!","Esta lámpara tiene el aspecto
de una hongo grande. ¡Fíjate
bien y quizá crezca para ti!",おおきな　キノコのかたちをした　あかり,커다란 버섯 모양을 한 램프.,"Bu eğlenceli lamba dev bir
mantara benziyor. Belki
kendi kendine büyür!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1320,InteriorInfo14000,"This chest of drawers will make
you reach for a spoon...and your
elastic-waistband trousers!","This dresser will make you
reach for a spoon...and your
elastic-waistband pants!","Attention à ne pas dévorer cette
commode, elle contient tout de même
vos T-shirts et vos chemises !","Pour ceux qui ont la dent
sucrée, vous serez affamé
juste à le regarder.","Ein Augenschmaus für alle,
die eine Schwäche für
Süßes haben.","Se sei a dieta, sarà meglio
cercare un altro posto per i
tuoi vestiti!","¡Podrás tomar una cucharada cada
vez que vayas a dejar la ropa!","Hará que estés hambriento
solo con verla. ¿Dónde
he puesto esa cuchara?",あまーい　かおりのする　タンス,달콤한 향기가 나는 서랍장.,"Bu çekmeceli sandık sana kaşığı...
ve lastikli pantolonunu
aldıracak!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1321,InteriorInfo14100,"This tree plays a melody
when you shake it. Just
try not to overdo it...","This tree plays a melody
when you shake it. Just
try not to overdo it, however.","Secouez cet arbre et il jouera une
jolie mélodie. Mais n'y allez quand
même pas trop fort, il est fragile.","Cet arbre joue une mélodie lorsque
vous le secouez. Cependant, essayez
de ne pas exagérer.","Diesem Baum kannst du eine
Melodie entlocken, wenn du
ihn schüttelst. Aber sachte!","Scuotilo ed emetterà una
musica. Non troppo forte,
però, o cadranno le foglie!","Cada vez que lo agites emitirá una
dulce melodía. ¡Pero no abuses
o se le caerán las hojas!","Este árbol tocará una melodía
si lo agitas. Pero no lo hagas
demasiado, ¡o se cansará!","ゆれると　メロディをかなでる
ふしぎな　き","바람이 불어 움직이면
멜로디가 울리는 신기한 나무.","Bu ağaç sallandığında bir melodi
çalar. Yalnız fazla
abartma...",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1322,InteriorInfo14200,"This floor mat makes me
wonder why there aren't
more giant chocolate bars!","This floor mat makes me
wonder why there aren't
more giant chocolate bars!","Quand je regarde ce tapis de sol,
je me demande où on peut trouver
des barres de chocolat géantes.","Quand je regarde ce tapis, je me
demande pourquoi il n'y a plus de
tablettes de chocolat géantes.","Eine Schokoladenfußmatte.
Traumhaft... Warum gibt es
so etwas nicht häufiger?","Chissà perché mi viene fame
ogni volta che ci cammino
sopra!","¡En realidad es un tapete!
¿Te imaginas que existieran
tabletas así de grandes?","¡Este tapete hace que me
pregunte por qué no hay
barras de chocolate gigantes!",カカオたっぷりの　とくだい　チョコレート,"카카오가 듬뿍 들어 있는
특대 사이즈 초콜릿.","Bu yer paspası, neden daha çok
dev çikolata barı olmadığını
düşündürüyor.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1323,InteriorInfo14300,"This pumpkin looks great as
a quaint decorative item. ","This pumpkin looks great as
a quaint decorative item. ","Cette citrouille donnerait un
charme des plus originaux à
n'importe quel intérieur.","Cette citrouille géante est un
magnifique élément de décoration
et est également très originale.","Ein Kürbis als Teil der
Wohnungseinrichtung...
Etwas kurios, aber schön.","Molto caratteristico come
oggetto decorativo. Magari
un po' tetro, questo sì...","Graba una cara en ella y obtendrás
un elemento decorativo de lo más
siniestro.","Esta calabaza gigante
es un elemento decorativo
bonito y extraño a la vez.","かざっておきたくなるような
りっぱな　かぼちゃ","꼭 장식해 두고 싶을 만큼
훌륭하게 자란 호박.","Bu balkabağı şirin bir süs
eşyası olarak harika
görünüyor.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1324,InteriorInfo14400,"This moon clock gives
off a gentle light and
goes dark once a month. ","This moon clock gives
off a gentle light and
goes dark once a month. ","Une douce lueur émane de cette
horloge décorée d'une lune. En
plus, elle affiche le cycle lunaire !","Cette horloge lune produit une
lumière douce et ne s'éteint
qu'une fois par mois.","Diese Uhr erhellt den Raum
mit sanftem Licht. Ein Mal
pro Monat bleibt sie dunkel.","Emette una luce fioca e si
oscura una volta al mese.","Además de dar la hora, emite una luz
cálida y tenue que se apaga en las
noches de luna llena.","Este reloj lunar produce
una luz tenue y se apaga
una vez al mes.",やさしいひかりを　はなつ　つきの　とけい,"은은한 달빛으로 마음을
따뜻하게 만들어 주는 달님 시계.","Bu ay saati yumuşak bir ışık verir
ve ayda bir kez
karanlığa gömülür.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1325,InteriorInfo14500,"I think all of the fish
are hiding right now.
Those scaredy-fish!","I think all of the fish
are hiding right now...
scaredy-fish. ","Tiens, on dirait bien que tous les
poissons sont partis se cacher...
Trouillards !","Je pense que tous les
poissons se cachent
en ce moment... Peureux!","Die Fische verstecken sich
alle gerade. Das sind keine
Fische, das sind Angsthasen!","Mmm... credo che i pesci si
siano nascosti. Che conigli!","Todos los peces están escondidos
en este momento. ¡Qué tímidos!","Parece que los peces están
escondidos ahora mismo.
Creo que son muy tímidos.","ながめているだけで　たのしくなる
まるい　すいそう","바라보고만 있어도 즐거워지는
동그란 어항.","Sanırım bütün balıklar şu anda
saklanıyor. Korkak
balıklar!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1326,InteriorInfo14600,"This totem pole sports
a few faces you may
recognise! ","This totem pole sports a few
faces you may recognize! ","Ce totem représente quelques
personnages bien connus.
Vous voyez de qui je parle ?","Ce totem possède quelques
visages qui vous seront
peut-être familiers!","Auf diesem Totempfahl sind
ein paar Gesichter zu sehen,
die du vielleicht kennst.","Ehi, quelle facce mi sono
familiari...","¡Seguro que las caras de este
tótem te resultan familiares!","Creo que algunas de las
caras del tótem te resultarán
familiares... ¿Verdad que sí?","みおぼえのある　かおが　ほられた
トーテムポール","익숙한 얼굴들이 그려진
토템 폴.","Bu totem direğinde
tanıyabileceğin birkaç yüz
var!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1327,InteriorInfo14700,"Putting this in your room
may lead to random
bouts of swashbuckling! ","Putting this in your room
may lead to random
bouts of swashbuckling! ","Installez ce mât chez vous et
laissez parler le matelot que
vous étiez dans votre enfance !","Si vous mettez ceci dans votre
chambre, vous risquez de faire
des combats de cape et d'épée!","Abenteuer auf hoher See...
mitten im Wohnzimmer. Mit
diesem Mast ist das möglich!","Mettilo al centro della tua
vasca da bagno e ti sentirai
nel bel mezzo dell'oceano!","¡Colócalo en tu habitación y vive
como un grumete en alta mar!","Si lo colocas en tu habitación,
¡podrás crear tus propias
aventuras en alta mar!","かざれば　ふねのうえにいる
きぶんになる　マスト","마치 배 위에 있는 듯한
기분을 느낄 수 있는 돛대.","Bunu odana koymak
beklenmedik korsanlık
nöbetlerine yol açabilir!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1328,InteriorInfo14800,"This is actually a piggy
bank! Don't let your
pirate friends see it! ","This is actually a piggy
bank! Don't let your
pirate friends see it! ","Voici le plus beau de tous les
coffres à trésor. Ne le montrez
surtout pas à vos amis pirates !","Méfiez-vous de vos
amis pirates avec ce
coffre aux trésors!","Dies ist eigentlich nur eine
Sparbüchse. Zeige sie lieber
nicht deinen Piratenkumpels!","Tienilo al sicuro dai pirati,
anche se in realtà è solo un
salvadanaio!","¡En realidad es una hucha!
¡Que no la vean los piratas!","Este cofre es, en realidad,
una alcancía. ¡No se lo
muestres a tus amigos piratas!","たからばこの　かたちの
ちょきんばこ",보물 상자 모양의 저금통.,"Bu aslında bir kumbara!
Korsan arkadaşlarının
görmesine izin verme!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1329,InteriorInfo14900,"This astounding fossil
was discovered in an
ancient sea. Beautiful!","This astounding fossil
was discovered in an
ancient sea. Beautiful!","Cet incroyable fossile a été
découvert dans l'une des mers
les plus anciennes du monde !","Ce superbe fossile a été
découvert dans une mer
ancienne. Je l'aime bien!","Bemerkenswerter Fund aus
den Tiefen des Ozeans. Wie
schön dieses Fossil ist!","Questo fossile è stato
rinvenuto sul fondale di un
oceano. Stupendo!","Este fósil en perfecto estado de
conservación fue descubierto en
el fondo de un mar antiguo.","Este fósil fue encontrado
en lo más profundo del mar.
¡Me encanta, en serio!","でんせつのうみで　はっけんされたと
いわれている　かせき","전설의 바다에서 발견되었다고
전해지는 화석.","Bu şaşırtıcı fosil kadim
bir denizde keşfedilmiş.
Çok güzel!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1330,InteriorInfo15000,"See yourself in this mirror
that's shaped like an igloo
shaped like a penguin!","See yourself in this mirror
that's shaped like an igloo
that's shaped like a penguin!","Attendez... Ce miroir ressemble
à un igloo en forme de pingouin !
Étrange, mais plutôt classe !","Regardez-vous dans ce miroir
en forme d'igloo et vous aurez
une allure de pingouin.","Ein Spiegel in Form eines
Iglus, der wiederum wie ein
Pinguin geformt ist...","Lo specchio è a forma di
iglù e l'iglù è a forma di
pinguino!","¡Lo nunca visto! ¡Un espejo con
forma de iglú que tiene forma
de pingüino!","Mírate en un espejo con
forma de un iglú que tiene
forma de pingüino.","ペンギンかまくらの　かたちをした
おおきな　かがみ","펭귄 이글루 형태의
커다란 거울.","İglo biçiminde ve penguen
biçiminde olan bu aynada
kendine bak!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1331,InteriorInfo15100,"This chimney is stuffed with
toys. They're all for you if
you can get them out!","This chimney is stuffed
with toys. Get a plunger
and save this holiday! ","Cette cheminée est bouchée à
cause d'un sac de cadeaux...
Quelqu'un connaît un ramoneur ?","Cette cheminée est remplie
de jouets. Utilisez une ventouse
pour pouvoir faire la fête!","In diesem Kamin stecken
eine Menge Geschenke.
Kriegst du sie da heraus?","Vi si sono incastrati tanti
giocattoli. Se riesci a tirarli
fuori, te li regalo!","Una enorme bolsa de regalos se
ha quedado atascada en ella.
¡Hay que recuperarla!","Esta chimenea está llena
de juguetes. ¿Dónde está
mi desatascador?",プレゼントぶくろの　つまった　えんとつ,선물 보따리가 끼어 있는 굴뚝.,"Bu baca oyuncaklarla tıka basa
dolu. Çıkarabilirsen hepsi senin!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1332,InteriorInfo15200,"This snowman won't melt
at room temperature.
Go ahead, take him. ","This snowman won't melt
at room temperature.
Go ahead, take him. ","Ce bonhomme de neige ne fondra
pas, même dans votre maison.
Allez-y, offrez-lui un toit !","Ce bonhomme de neige ne
fondra pas à la température
de la pièce. Allez-y, prenez-le!","Ein Schneemann, der in
keiner Wohnung schmilzt -
besser als ein echter!","Non si scioglie nemmeno se
accendi il riscaldamento.
Dopo tutto è di plastica!","Como es de tela, no se
derretirá si lo dejas a
temperatura ambiente.","Este hombre de nieve no se
derretirá dentro de la casa.
¡Es único, llévatelo!","へやのなかにおいても　とけない
ふしぎな　ゆきだるま","집 안에 두어도 녹지 않는
신기한 눈사람.","Bu kardan adam oda sıcaklığında
erimez. Hadi,
al götür.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1333,InteriorInfo15300,"It never stops snowing
inside this globe. Where
is it all coming from?","It never stops snowing inside
this globe. Can you see any
little shovels in there?","Toute cette neige qui ne
cesse de tomber... Mais d'où
peut-elle bien venir ?","Il neige toujours sans arrêt à
l'intérieur de ce globe. Pensez-vous
qu'ils utilisent des pelles?","In dieser Kugel schneit es
unaufhörlich. Siehst du da
drin eine Schneeschaufel?","Qui dentro non smette mai
di nevicare. Mi chiedo come
facciano a spalare la neve...","Nunca deja de nevar en su interior.
¡Incluso tiene un copo de nieve
en eterno estado sólido!","Dentro de esta esfera no deja
nunca de nevar. ¿Crees que
tendrán palas ahí adentro?",ゆきのやまない　ふしぎな　ガラスだま,끝없이 눈이 내리는 신기한 스노 볼.,"Bu kürenin içinde kar hiç durmadan
yağıyor. Bunca kar
nereden geliyor?",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1334,InteriorInfo15400,"Now this is a sleigh that is
always ready for a snowy ride
through the hills! ","Now this is a sleigh that is
always ready for a snowy ride
through the hills! ","Ce traîneau trépigne d'impatience
quand l'hiver approche. Allez
donc faire un tour avec lui !","Ce traîneau est toujours
prêt à descendre les
pentes enneigées!","Jederzeit einsatzbereit -
ideal für Ausflüge in hügelige
Winterlandschaften!","Fuori nevica copiosamente e
non sai cosa fare? Che ne
dici di una gara di velocità?","¡Es el mejor y más divertido medio
de transporte para desplazarse
por los terrenos nevados!","¡Este trineo siempre está
listo para que lo lleves a
divertirse en la nieve!",どんなところでも　スイスイすべれる　ソリ,"눈이 있는 곳이라면
어디든지 달리는 눈썰매.","İşte bu kızak, karlı tepelerde
bir gezintiye her zaman
hazır!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1335,InteriorInfo15500,"This sparkling wreath
is shaped like a star.
Pretty nice!","This sparkling holiday
wreath is shaped like
a star. Pretty nice! ","Cette couronne en forme d'étoile
ajoutera un côté festif à la
décoration de votre appartement.","Cette couronne scintillante
a la forme d'une étoile.
Très joli!","Ein festlicher Kranz in
Form eines Sterns. Sehr
schön anzusehen!","Questa corona luccicante è
a forma di stella. Davvero
graziosa!","Esta corona está decorada con
campanas, estrellas... ¡y un
precioso lazo rojo!","Una corona con forma
de estrella. ¡Original
y muy bien decorada!",きらきらひかる　ほしがたの　リース,반짝반짝 빛나는 별 모양 리스.,"Bu ışıl ışıl çelenk yıldız
şeklinde. Gayet
hoş!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
