Index,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Portuguese,EU_Russian,EU_Spanish,JP_Japanese,US_English,US_French,US_Portuguese,US_Spanish,Turkish,Source_Max_Lines,Source_Safe_Line_Units,Turkish_Lines,Turkish_Max_Line_Units,Fit_Status,Placeholder_Check,PUA_Glyph_Check,Translation_Note,Fit_Note
249,StgFace_FaceCollection_list,Ufo-bemanning,UFO Crew,Équipage de l'OVNI,UFO-Besatzung,Equipaggio UFO,Pilotos do OVNI,Экипаж НЛО,Equipo OVNI,搭乗者リスト,UFO Crew,Équipage de l'ovni,Tripulação OVNI,Equipo OVNI,UFO Mürettebatı,1,15.4,1,14.45,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
250,StgFace_FaceCollection_retrieval,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
251,StgFace_FaceCollection_notfound,"Er zijn geen gezichten
gevonden.",Couldn't find any faces.,Aucun visage n'a été trouvé.,Keine Gesichter gefunden.,"Non è stata trovata
nessuna faccia...","Não foram encontradas
caras.",Не удалось найти лица.,"No se ha encontrado
ninguna cara.",顔が見つかりませんでした…,"Unable to find any faces 
in Nintendo 3DS Camera
photos.",Aucun visage n'a été trouvé.,"Não foi possível encontrar 
nenhuma cara nas fotos
da câmera Nintendo 3DS.","No se ha encontrado ninguna
cara en la aplicación Cámara
de Nintendo 3DS.",Hiç yüz bulunamadı.,3,24.65,1,16.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
252,StgFace_FaceCollection_hint,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
253,StgFace_FaceCollection_found,"Ontvoering uit
Nintendo 3DS Camera
voltooid!","Abduction from
Nintendo 3DS Camera
complete!","La capture de visages
depuis l'application
photo est terminée !","In Nintendo 3DS-Kamera
hat es einen perfiden Fall von
Facenapping gegeben!","Si sono verificati dei rapimenti
di facce dalla Fotocamera
Nintendo 3DS!","Rapto a partir da Câmara 
Nintendo 3DS concluído!
","Лица из приложения Камера
Nintendo 3DS похищены!","¡La abducción de caras de
Cámara de Nintendo 3DS
se ha completado!","3DSカメラから
顔を連れて来ました!","Abduction from Nintendo
3DS Camera complete!","La capture de visages
apparaissant dans l'appareil
photo est terminée!","Concluída a abdução pela
câmera Nintendo 3DS !","¡La abducción de caras de
Cámara de Nintendo 3DS
se ha completado!","Nintendo 3DS Kamera’dan
yüz kaçırma
tamamlandı!",3,27.05,3,21.75,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
254,StgFace_FaceCollection_list_title,Ufo-bemanning,UFO Crew,Équipage de l'OVNI,UFO-Besatzung,Equipaggio UFO,Pilotos do OVNI,Экипаж НЛО,Equipo OVNI,搭乗者リスト,UFO Crew,Équipage de l'ovni,Tripulação OVNI,Equipo OVNI,UFO Mürettebatı,1,15.4,1,14.45,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
255,StgFace_FaceCollection_overcapacity,Vol,Full,Plein,Voll,Completo,Cheia,Нет места,Llena,満　席,Full,Pleine,Cheia,Llena,Dolu,1,7.75,1,3.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
256,StgFace_FaceMatching_Male_Baby,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
257,StgFace_FaceMatching_Female_Baby,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
258,StgFace_FaceMatching_Male_Child,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
259,StgFace_FaceMatching_Female_Child,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
260,StgFace_FaceMatching_Male_Young,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
261,StgFace_FaceMatching_Female_Young,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
262,StgFace_FaceMatching_Male_Adult,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
263,StgFace_FaceMatching_Female_Adult,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
264,StgFace_SeqTitle_StageSelect_friend,Demonstratiegezichten,Demo Faces,Visages amis,Gesichter von Freunden,Amici,Modelos de Caras,Лица друзей,Amigos,遊んでくれた人,Friends Shown:,Visages amis :,Amigos:,Amigos,Konuk Yüzleri,1,20.55,1,11.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
265,StgFace_SeqTitle_StageSelect_friend_persons,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
266,StgFace_SeqTitle_StageSelect_unlock_st2,"Verzamel twee gezichten
om dit level vrij te spelen.
Probeer eens je familieleden
te fotograferen!","Unlock this by collecting
two faces. Try getting
family members' faces!","Collectionnez deux visages
pour jouer. Et si vous preniez
en photo des membres de
votre famille ?","Hierfür brauchst du zwei Gesichter!

Vielleicht findest du welche
in deiner Familie?","Per sbloccare questo gioco
ti servono due facce.
Scatta le foto dei membri
della tua famiglia!","Desbloqueie este nível reunindo
duas caras. Experimente com
caras de familiares!","Открой этот уровень, собрав два
лица. Попробуй сфотографи-
ровать членов семьи!","Consigue dos caras para
desbloquear esta fase.
¡Prueba con las caras
de tus familiares!","顔が2つ必要です。

家族の顔を集めてみよう!","You need two faces to play this.

Try getting your
family members' faces!","Collectionnez deux visages
pour jouer. Vous pourriez
photographier les membres
de votre famille!","Você precisa colecionar 2 caras
para jogar esta fase.
Experimente com caras
da sua família!","Debes conseguir dos caras
para desbloquear esta fase.
¡Prueba con las caras
de tus familiares!","Açmak için iki yüz topla.
Aile bireylerinin
yüzlerini çekmeyi dene!",4,31.4,3,20.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
267,StgFace_SeqTitle_StageSelect_unlock_st3a,"Verzamel drie gezichten
om dit level vrij te spelen.
Probeer je vrienden eens
te fotograferen!","Unlock this by collecting
three faces. Try getting
your friends' faces!","Collectionnez trois visages pour
jouer. Profitez-en pour tirer le
portrait de quelques amis !","Hierfür brauchst du drei Gesichter!

Hast du deine Freunde
schon geknipst?","Per sbloccare questo gioco
ti servono tre facce.
Scatta le foto dei tuoi
amici!","Desbloqueie este nível reunindo
três caras. Experimente com
caras de amigos!","Открой этот уровень, собрав три
лица. Попробуй сфотографи-
ровать своих друзей!","Consigue tres caras para
desbloquear esta fase.
¡Prueba con las caras
de tus amigos!","顔が3つ必要です。

友達の顔を集めてみよう!","You need three faces to play this.

Try getting your
friends' faces!","Collectionnez trois visages pour
jouer. Prenez des photos de vos
amis aussi!","Você precisa colecionar 3 caras
para jogar esta fase.
Experimente com caras
dos seus amigos!","Consigue tres caras para
desbloquear esta fase.
¡Prueba con las caras
de tus amigos!","Açmak için üç yüz topla.
Arkadaşlarının
yüzlerini çekmeyi dene!",4,31.2,3,20.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
268,StgFace_SeqTitle_StageSelect_unlock_st4,"Verzamel vijf gezichten om dit
level vrij te spelen. Probeer
eens gezichten uit tekeningen
of foto's te fotograferen!","Unlock this by collecting
five faces. Try taking
photos of other photos,
or even drawings!","Collectionnez cinq visages
pour jouer. Essayez d'en
photographier à partir de
photos ou d'images !","Hierfür brauchst du fünf Gesichter!

Wie wäre es mit Magazinen
oder Zeichnungen?","Per sbloccare questo gioco
ti servono cinque facce.
Scatta le foto alle facce nei
quadri o in altre foto!","Desbloqueie este nível reunindo
cinco caras. Experimente com
fotos de outras fotos ou de 
ilustrações!","Открой этот уровень, собрав пять
лиц. Попробуй сфотографировать
лица на других фото или даже на
рисунках!","Consigue cinco caras para
desbloquear esta fase.
¡Prueba con caras de fotos
o ilustraciones!","顔が5つ必要です。

イラストや、写真など
動かない顔を集めてみよう!","You need five faces to play this.

Try taking pictures of faces in
drawings or other photos!","Collectionnez cinq visages
pour jouer. Essayez d'en
photographier à partir de
photos ou d'images!","Você precisa colecionar 5 caras
para jogar esta fase.
Experimente tirar fotos de
imagens ou fotos de caras!","Consigue cinco caras para
desbloquear esta fase.
¡Prueba con caras de fotos
o ilustraciones!","Açmak için beş yüz topla.
Fotoğraflardaki, hatta
çizimlerdeki yüzleri çek!",4,31.65,3,21.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
269,StgFace_SeqTitle_StageSelect_unlock_st5,"???
Probeer eens wat gezichten
van vrienden te verzamelen
in Demonstratie.","???
Try collecting friends' faces
using Share the Fun.","???
Mission éclair vous
permet de collectionner
les visages de vos amis !","???
Sammele fleißig Gesichter
im „Vorführmodus“.","???
Colleziona le facce dei tuoi
amici con Gara di facce.","???
Obtenha caras de amigos com
o Modo Partilhado.","???
Попробуй собрать лица друзей
в режиме Покажи другу!","(?)
Consigue caras de amigos
con el modo Demostración.","？？？

「遊んでもらう」で、
友達の顔を集めてみよう。","???
Try collecting friends' faces
with Show a Friend!","???

Collectionnez les visages de
vos amis dans Jeu éclair!","???

Colecione mais caras no
modo amigo.","(?)

Consigue caras de amigos con
el modo Demostración.","???
Arkadaşına oynatıp
yüzlerini topla.",4,25.3,3,16.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
270,StgFace_SeqTitle_StageSelect_unlock_st6,"???
Blijf die gezichten verzamelen! 
Probeer ze eens te mengen
in Nintendo 3DS Camera!","???
Try merging faces in
Nintendo 3DS Camera!
Keep collecting!","???
Fusionnez des visages avec
l'appareil photo Nintendo 3DS
pour enrichir votre collection !   ","???
Hast du schon mal „Morphing“ in
Nintendo 3DS-Kamera ausprobiert?
Sammele mehr Gesichter!","???
Hai già provato a unire due volti
con la Fotocamera Nintendo 3DS?
Colleziona altre facce!","???
Colecione mais caras!
Experimente fundir caras com a
Câmara Nintendo 3DS!","???
Собери еще больше лиц, напри-
мер, с эффектом Наложение
Камеры Nintendo 3DS!","(?)
¡Fusiona caras con la aplicación
Cámara de Nintendo 3DS y
aumenta tu colección!","？？？

ニンテンドー3DSカメラで顔合成を
したり、たくさん顔を集めよう。","???
Try merging faces in
Nintendo 3DS Camera!
Keep collecting!","???
Fusionnez des visages grâce à
l'appareil photo Nintendo 3DS.
Enrichissez votre collection!","???
Experimente fundir caras com
a câmera Nintendo 3DS! 
Colecione mais caras!","(?)
¡Fusiona caras con la aplicación
Cámara de Nintendo 3DS y
aumenta tu colección!","???
Nintendo 3DS Kamera’da
yüzleri birleştir!
Toplamaya devam et!",4,30.3,4,20.75,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
271,StgFace_SeqTitle_StageSelect_unlock_st3b,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
272,StgFace_FaceMatching_st1_first,"Maak eens een foto van
iemands gezicht.","Try taking a photo of
someone's face.","Essayez de prendre
le visage de quelqu'un
en photo.","Nimm das Gesicht von
jemandem auf.","Prova a scattare la foto
di qualche faccia.","Tire uma foto a uma 
cara.","Попробуй кого-нибудь
сфотографировать.","Saca una foto
de una cara.","「誰かの顔」を
写してみよう。","Try taking a photo
of someone's face.","Essayez de prendre
le visage de quelqu'un
en photo.","Tire uma foto da cara de
outra pessoa!","Saca una foto
de una cara.","Birinin yüzünün
fotoğrafını çek.",3,21.55,2,14.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
273,StgFace_FaceMatching_st2_first,"Maak eens een foto van
een nieuw gezicht.","Try taking a photo of
a new face.","Essayez de prendre
un nouveau visage
en photo.","Nimm ein neues
Gesicht auf.","Prova a scattare la foto
di una faccia nuova.","Tire uma foto a uma
nova cara.","Попробуй сфотографи-
ровать новое лицо.","Saca una foto de
una cara nueva.","「まだ撮っていない顔」を
写してみよう。","Try taking a photo
of a new face.","Essayez de prendre
un nouveau visage
en photo.","Tire uma foto de uma 
nova cara!","Saca una foto de
una cara nueva.","Yeni bir yüzün
fotoğrafını çek.",3,21.55,2,14.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
274,StgFace_FaceMatching_st3_first,"Maak eens een foto
van iemand met een
vierkant gezicht.","Try taking a photo
of someone with
a squarish face.","Essayez de trouver un
visage qui vous évoque
le soleil.","Suche nach einem
kantigen Gesicht.","Prova a scattare la foto
di una faccia bella come
il sole!","Escolha uma pessoa
com uma cara quadrada.","Попробуй сделать
фотографию человека
с квадратным лицом.","Busca una persona con
la cara cuadrada.","「四角い顔の人」を
撮ってみよう。","Take a photo of
someone with a
square face.","Essayez de trouver
un visage carré.","Experimente tirar uma
foto de uma cara 
quadrada!","Busca una persona con
la cara cuadrada.","Köşeli yüzlü
birinin fotoğrafını
çekmeyi dene.",3,21.55,3,16.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
275,StgFace_FaceMatching_st4_first,"Zoek eens iemand die
inspiratie uitstraalt.","Try looking for
someone who is
a shining inspiration.","Tirez le portrait de
quelqu'un de brillant
et qui vous inspire.","Suche nach jemandem,
der eine strahlende
Inspiration darstellt.","Cerca una faccia
che ispiri la tua
vena artistica!","Escolha uma pessoa 
com um ar inspirador.","Попробуй найти чело-
века, который как
вдохновение.","Busca una persona
que te inspire.","「いま、輝いてる人」を
探してみよう。","Look for someone
who inspires you!","Trouvez quelqu'un de
brillant qui vous inspire.","Procure uma pessoa
que te inspire!","Busca una persona
que te inspire.","Işıl ışıl, sana ilham
veren birini bul.",3,21.35,2,15.65,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
276,StgFace_FaceMatching_arrow,"Dit zijn je gezichten
tot nu toe.",These are your faces so far.,"Voici les visages que
vous avez collectionnés
jusqu'à maintenant.","Dies sind deine
bisherigen Gesichter.","Da qui vedi le facce che
hai collezionato finora.","Estas são as caras reunidas
até ao momento.","Это твои лица
на данный момент.","Estas son las caras
que has conseguido
hasta el momento.",いままでの顔は、こちらから。,Here are your faces so far...,"Voici les visages que
vous avez collectionnés
jusqu'à maintenant.","Estas são as caras que
você tem.","Estas son las caras
que has conseguido
hasta el momento.","Topladığın yüzler
burada.",3,25.15,2,14.7,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
277,StgFace_FaceMatching_crown,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
278,StgFace_capturedialog_description,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
279,StgFace_hint_button,Tip,Tips,Astuce,Tipp,Consiglio,Conselho,Совет,Consejo,ヒント,Tips,Astuces,Dicas,Consejos,İpuçları,1,8.0,1,6.65,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
280,StgFace_hint_stage1_enemy,"De brokstukken die op je af
vliegen kun je neerschieten.","You can shoot down the rubble
that comes flying towards you.","Tirez sur les débris qui vous foncent
dessus pour dévier leur trajectoire.","Gegnerische Geschosse
kannst du abschießen.","Puoi sparare ai frammenti
che ti vengono contro.","Pode alvejar os destroços que são
lançados contra si.","Ты можешь сбивать обломки,
которые летят на тебя.","Puedes derribar los trozos
de pared que vuelan hacia ti.",飛んでくる破片は、うち落とせる。,"You can shoot any wall fragments
that come flying toward you!","Tirez sur les débris qui vous foncent
dessus pour dévier leur trajectoire.","Você pode rebater os destroços
que vêm voando na sua direção!","Puedes derribar los trozos
de pared que vuelan hacia ti.","Üzerine uçan enkazı
vurarak parçalayabilirsin.",2,32.2,2,22.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
281,StgFace_hint_stage1_boss,"Gebruik scherpe punten om door
groene barrières heen te breken.",Use spikes to break green barriers.,"Utilisez les boules à pointes
pour démolir la visière verte !","Verwende Stacheln, um grüne
Barrieren zu brechen.","Usa le sfere con spine per
rompere la maschera verde.","Utilize espigões para destruir as
barreiras verdes.","Используй шипы, чтобы пробить
зеленые заграждения.","Utiliza los pinchos para destruir
la protección del jefe.",緑のバリアは、トゲで壊せる。,Use spikes to break green barriers.,"Utilisez des pointes pour
démolir les barrières vertes!","Use os espinhos para destruir as
barreiras verdes!","Utiliza las púas para
destruir las barreras verdes.","Yeşil bariyerleri
dikenlerle parçala.",2,31.15,2,16.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
282,StgFace_hint_stage2_enemy,"Deze vijand is alleen te
verslaan als hij blauw is.","You can only defeat this enemy
when it's blue.","Cet ennemi ne peut être
vaincu que lorsqu'il est bleu.","Diesen Feind kannst du nur
besiegen, wenn er gerade blau ist.","Puoi sconfiggere questi nemici
solo quando diventano blu.","Só poderá derrotar este inimigo se
este estiver a azul.","Ты можешь победить этого
противника, только когда он
станет синим.","Solo podrás derrotar a los enemigos
que cambian de color cuando
sean azules.",青い時しか倒せない。,"You can only defeat this enemy
when it's blue.","Cet ennemi ne peut être
éliminé que lorsqu'il est bleu.","Os inimigos que mudam de cor só
podem ser derrotados quando estão
azuis.","Solo podrás derrotar a los enemigos
que cambian de color cuando
sean azules.","Bu düşmanı yalnızca
maviyken yenebilirsin.",3,31.35,2,19.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
283,StgFace_hint_stage2_boss,"Als je het echte gezicht niet te
zien krijgt, mik dan hierop!","If the real face doesn't show itself...
try here.","Si le vrai visage ne se montre pas...
essayez de tirer ici.","Wenn sich das Gesicht nicht zeigen
will, schieß einfach hierauf!","Se non vedi la vera faccia...
Colpisci qui!","Se não conseguir ver a cara
verdadeira... experimente aqui.","Если не видно настоящего лица...
Попробуй здесь!","Si la cara de verdad se oculta,
¡dispara donde indica la flecha!",どちらもニセ者の時は…この辺。,"If the real face doesn't show itself,
try shooting here!","Si le vrai visage ne se montre pas,
essayez de tirer ici.","Se não conseguir encontrar a cara
verdadeira, atire aqui!","Si la cara de verdad se oculta,
¡apunta aquí!","Gerçek yüz ortaya çıkmıyorsa...
burayı dene.",2,32.6,2,27.45,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
284,StgFace_hint_stage3_enemy,Begin met de rode vijanden.,Go for the red ones first.,"Concentrez-vous d'abord
sur les rouges.",Nimm dir zuerst die roten vor!,Sconfiggi prima quelli rossi.,Comece pelos inimigos vermelhos.,Начинай с красных.,Ve primero a por los rojos.,赤いのを先に。,Go for the red ones first!,"Concentrez-vous d'abord
sur les rouges.",Comece pelos inimigos vermelhos!,Comienza primero con los rojos.,Önce kırmızıları indir.,2,28.4,1,18.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
285,StgFace_hint_stage3_boss,"Wat zou er gebeuren als je ze
allemaal ondersteboven schiet?","What might happen if you flip
them all over?","Que se passe-t-il si vous
les retournez tous ?","Stelle alle Gesichter auf den Kopf,
um den Obermotz anzugreifen!","Cosa succederà se capovolgi
tutte le facce?","O que poderá acontecer se as virar
todas ao contrário?","Интересно, что произойдет, если
ты их все перевернешь?","¿Qué pasará si consigues darles
la vuelta a todos los enemigos?",全部ひっくり返すと…。,"Flinging all of the faces back is
the key to defeating this one!","Essayez de renvoyer tous les
visages sur le boss...","Para pegar esta cara experimente 
devolver todas as caras lançadas!","¿Qué pasará si consigues
devolvérselas todas?","Hepsini ters çevirirsen
ne olur dersin?",2,30.75,2,20.2,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
286,StgFace_hint_stage4_enemy,Kijk uit voor het spervuur!,Avoid rapid fire.,Attention aux tirs en rafales.,"Nimm dich vor dem
Schnellfeuer in Acht!",Occhio ai colpi in sequenza!,Cuidado com os tiros contínuos.,Берегись быстрого обстрела.,¡Cuidado con los disparos rápidos!,連打危険。,Watch out for their rapid fire!,Attention à leurs tirs en rafale.,"Cuidado com os tiros contínuos do
adversário.",¡Cuidado! ¡Disparan muy rápido!,Seri atışa dikkat.,2,29.8,1,15.2,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
287,StgFace_hint_stage4_boss,"Als de baas naar links draait, kaatst
zijn straalaanval naar rechts!","When the boss rotates left,
its beam attack goes right!","Le rayon laser du boss part dans
le sens opposé à sa rotation !","Wenn der Boss sich nach
links dreht, wird der Strahl
nach rechts reflektiert!","Quando il boss si sposta a destra
i suoi attacchi si riflettono a sinistra!","Quando o boss vira à esquerda, o
ataque de luz vai para a direita!","Если босс поворачивается влево,
его атака направлена вправо!","¡Cuando el jefe gira a la izquierda,
el rayo va hacia la derecha!",ボスが左回りの時は、ビームは右回り!,"When the boss turns left, its beam
attack goes right!","Lorsque le boss tourne à gauche,
son rayon laser part vers la droite!","Quando o chefão vira à esquerda,
o ataque de luz vem da direita!","¡Cuando el jefe gira a la izquierda,
el rayo va hacia la derecha!","Boss sola dönerse,
ışın saldırısı sağa gider!",3,33.95,2,20.9,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
288,StgFace_hint_extrastage,"Je bent al zo ver gekomen.
Dit kun je vast wel zelf oplossen!","You've made it this far - you can
make it through this by yourself!","Si vous êtes arrivé jusque-là,
vous êtes capable d'aller au
bout de l'aventure !","Du bist schon so weit gekommen,
den Rest schaffst du auch noch!","Se hai raggiunto questo livello
significa che puoi farcela! Dai!","Se já conseguiu chegar até aqui, o
resto não será difícil!","Тебе удалось пройти через все эти
испытания, а значит, тебе по плечу
и следующий уровень!","Si has conseguido llegar tan lejos,
¡seguro que esto te resulta pan
comido!","ここまで、これたあなたなら
きっとクリアできる!","You've made it this far...
You can do this!","Vous avez réussi à vous rendre ici...
Vous êtes donc capable d'aller au
bout de l'aventure! Allez, un effort!","Você está quase lá!
Vamos lá! Você consegue!","Si has conseguido llegar tan lejos,
¡seguro que esto te resulta pan
comido!","Buraya kadar geldiysen...
gerisini de tek başına yaparsın!",3,31.35,2,27.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
289,StgFace_pause_continue,Verdergaan,Continue,Continuer,Fortfahren,Continua,Continuar,Далее,Continuar,つづける,Continue,Continuer,Continuar,Continuar,Devam Et,1,10.0,1,7.7,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
290,StgFace_pause_quit,Stoppen,Quit,Quitter,Verlassen,Esci,Sair,Выйти,Abandonar,やめる,Quit,Quitter,Sair da fase,Abandonar,Çık,1,10.55,1,2.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
291,StgFace_ufo_fukidashi_01,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
292,StgFace_ufo_fukidashi_02,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
293,StgFace_ufo_dialog_01,De foto wordt verstuurd...,Sending photo...,Transfert de la photo...,Foto wird gesendet...,Invio della foto in corso...,A enviar foto...,"Идет отправка
фотографии...",Enviando foto...,写真を届けています。,Sending photo to SD Card...,Transfert de la photo...,Salvando foto no cartão SD...,Enviando foto...,Fotoğraf gönderiliyor...,2,25.2,1,20.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
294,StgFace_ufo_dialog_02,"De foto is opgeslagen
op de SD-kaart!",Photo saved to SD Card!,"Photo sauvegardée
sur la carte SD !","Das Foto wurde auf
SD Card gespeichert!","La foto è salvata
sulla scheda SD.","Foto guardada no Cartão SD!
",Фото сохранено на карте SD!,"Se ha guardado la foto
en la tarjeta SD.",SDカードに保存しました!,Saved to SD Card!,"Photo sauvegardée
sur la carte SD!",Foto salva no cartão SD.,"Se ha guardado la foto
en la tarjeta SD.","Fotoğraf SD Karta
kaydedildi!",2,24.55,2,16.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
295,StgFace_ufo_dialog_03,"De foto kon niet
worden verstuurd.",Could not send photo.,"Transfert de la
photo impossible.",Konnte Foto nicht senden.,"Non è possibile
inviare la foto.",Não foi possível enviar a foto.,"Не удалось отправить
фотографию.","No se ha podido enviar
la foto.",写真を届けられませんでした…,Could not send photo.,"Transfert de la
photo impossible.",Não foi possível salvar a foto.,"No se ha podido guardar
la foto en la tarjeta SD.",Fotoğraf gönderilemedi.,2,26.7,1,20.9,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
296,StgFace_Result_highscore,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
297,StgFace_hint_stage1_enemy_title,Tip voor level 1,Stage 1 Tip,Stage 1 - Astuce,Tipp zu Stufe 1,Consiglio livello 1,Nível 1: Conselho,Совет: уровень 1,Consejo fase 1,ステージ１のコツ,Stage 1 Hint,Niveau 1 - Astuce,Dica: Fase 1,Consejo fase 1,Bölüm 1 İpucu,1,15.05,1,11.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
298,StgFace_hint_stage1_boss_title,Tip voor baas van level 1,Stage 1 Tip,Stage 1 - Astuce boss,Tipp zum Boss von Stufe 1,Consiglio boss livello 1,Nível 1: Conselho sobre o Boss,Совет: босс уровня 1,Consejo jefe fase 1,ステージ１　ボスのコツ,Stage 1　Boss Hint,Niveau 1 - Astuce boss,Dica: Fase 1 - Chefão,Consejo jefe fase 1,Bölüm 1 Boss İpucu,1,26.15,1,15.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
299,StgFace_hint_stage2_enemy_title,Tip voor level 2,Stage 2 Tip,Stage 2 - Astuce,Tipp zu Stufe 2,Consiglio livello 2,Nível 2: Conselho,Совет: уровень 2,Consejo fase 2,ステージ２のコツ,Stage 2 Hint,Niveau 2 - Astuce,Dica: Fase 2,Consejo fase 2,Bölüm 2 İpucu,1,15.05,1,11.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
300,StgFace_hint_stage2_boss_title,Tip voor baas van level 2,Stage 2 Tip,Stage 2 - Astuce boss,Tipp zum Boss von Stufe 2,Consiglio boss livello 2,Nível 2: Conselho sobre o Boss,Совет: босс уровня 2,Consejo jefe fase 2,ステージ２　ボスのコツ,Stage 2　Boss Hint,Niveau 2 - Astuce boss,Dica: Fase 2 - Chefão,Consejo jefe fase 2,Bölüm 2 Boss İpucu,1,26.15,1,15.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
301,StgFace_hint_stage3_enemy_title,Tip voor level 3,Stage 3 Tip,Stage 3 - Astuce,Tipp zu Stufe 3,Consiglio livello 3,Nível 3: Conselho,Совет: уровень 3,Consejo fase 3,ステージ３のコツ,Stage 3 Hint,Niveau 3 - Astuce,Dica: Fase 3,Consejo fase 3,Bölüm 3 İpucu,1,15.05,1,11.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
302,StgFace_hint_stage3_boss_title,Tip voor baas van level 3,Stage 3 Tip,Stage 3 - Astuce boss,Tipp zum Boss von Stufe 3,Consiglio boss livello 3,Nível 3: Conselho sobre o Boss,Совет: босс уровня 3,Consejo jefe fase 3,ステージ３　ボスのコツ,Stage 3　Boss Hint,Niveau 3 - Astuce boss,Dica: Fase 3 - Chefão,Consejo jefe fase 3,Bölüm 3 Boss İpucu,1,26.15,1,15.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
303,StgFace_hint_stage4_enemy_title,Tip voor laatste level,Final Stage Tip,Dernier stage - Astuce,Tipp zur Finalen Stufe,Consiglio livello finale,Nível Final: Conselho,Совет: последний уровень,Consejo fase final,ファイナルステージのコツ,Final Stage Hint,Dernier niveau - Astuce,Dica: Última fase,Consejo fase final,Final Bölümü İpucu,1,20.6,1,15.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
304,StgFace_hint_stage4_boss_title,Tip voor baas van laatste level,Final Stage Boss Tip,Dernier stage - Astuce boss,Tipp zum Boss der Finalen Stufe,Consiglio boss livello finale,Nível Final: Conselho sobre o Boss,Совет: босс последнего уровня,Consejo jefe fase final,ファイナルステージ　ボスのコツ,Final Stage　Boss Hint,Dernier niveau - Astuce boss,Dica: Última fase - Chefão,Consejo jefe fase final,Final Boss İpucu,1,29.25,1,13.65,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
