id,offset_hex,body_words,prefix_words,editable_words,text_ratio,crc32,source,translation,notes
10970,0x13C14C,149,4,145,0.906,4AA3F445,"How wonderful it is to be{BR}married!{#232B}For the sake of my loved{BR}ones, I will become a{BR}splendid doctor!{#232B}{#1F41}{#1FA7}{#1F49}{#2136}I know that you will always{BR}be by my side!",,
10971,0x13C64E,102,4,98,0.892,1A625246,I always have a lot of{BR}flowers in stock in spring.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}You should come down to the{BR}shop some time.,,
10972,0x13C71C,96,4,92,0.885,77D6968D,The cherry trees will be in{BR}full bloom soon.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I always look forward to{BR}this time of year.,,
10973,0x13C7DE,111,4,107,0.892,103620FA,All the flowers in the{BR}mountains will be blooming{BR}soon.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I'm looking forward to{BR}seeing them on my walks.,,
10974,0x13C8BE,80,4,76,0.875,D3C53F96,It's so hot all the time.{#232B}{#1F41}{#1FA8}{#1F48}{#2136}You should make sure you{BR}don't get dehydrated.,,
10975,0x13C960,73,4,69,0.918,53B85FBC,It's so hot all the time...{#232B}It's hard to stock flowers{BR}in the summer.,,
10976,0x13C9F4,73,4,69,0.918,53B85FBC,It's so hot all the time...{#232B}It's hard to stock flowers{BR}in the summer.,,
10977,0x13CA88,87,4,83,0.920,3F952D06,It's another hot one.{#232B}It's a good day to go to{BR}the mountain to catch a{BR}cool breeze.,,
10978,0x13CB38,70,4,66,0.914,EA630BE6,Fall's really here now.{#232B}The colors of the leaves are{BR}so beautiful.,,
10979,0x13CBC6,103,4,99,0.932,C7D37A8C,The temperature can change{BR}a lot in the mornings and{BR}evenings in fall.{#232B}You have to dress in layers.,,
10980,0x13CC96,73,4,69,0.904,FCE37BB3,It's a lot nicer out now.{BR}{#232B}Work should get a little{BR}easier now too...,,
10981,0x13CD2A,95,4,91,0.926,6B5E2D17,The fall flowers are so{BR}beautiful.{#232B}Don't the flower beds around{BR}the village look beautiful?,,
10982,0x13CDEA,86,4,82,0.884,63122685,It's gotten a lot colder.{#232B}{#1F41}{#1FA8}{#1F4B}{#2136}It's actually really cold{BR}at the shop during winter.,,
10983,0x13CE98,77,4,73,0.922,552C3D43,It's been so cold lately.{#232B}Make sure to dress warm or{BR}you'll catch a cold.,,
10984,0x13CF34,56,4,52,0.839,DC51DF76,It's even colder today.{#232B}{#1F41}{#1FA8}{#1F48}{#2136}I can't wait for spring.,,
10985,0x13CFA6,72,4,68,0.917,E0236168,It's freezing today.{#232B}Make sure to dress warm or{BR}you'll catch a cold.,,
10986,0x13D038,100,4,96,0.890,B373A465,Nice weather always puts me{BR}in a good mood.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}It's so nice to go for{BR}a walk on days like this.,,
10987,0x13D102,97,4,93,0.887,8878C4F8,The weather's been so{BR}unpredictable lately.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}It's really a nuisance when{BR}you work outside.,,
10988,0x13D1C6,92,4,88,0.880,D09AE225,Nice days are so refreshing.{BR}{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}I hate when it rains because{BR}the ground gets so muddy.,,
10989,0x13D280,151,4,147,0.914,2958C32E,"When it's nice out, I get to{BR}go all over to get flowers{BR}to stock my shop.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I really like being able to{BR}have a job that takes me to{BR}other places.",,
10990,0x13D3B0,66,4,62,0.848,7D5C2592,It's been raining all day...{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}I hate going out in{BR}the rain.,,
10991,0x13D436,61,4,57,0.902,0264235A,It gets so muddy on rainy{BR}days... Be careful not to{BR}slip.,,
10992,0x13D4B2,105,4,101,0.924,B3F2AA7C,The weather's been so{BR}unpredictable lately...{#232B}You should probably check{BR}the weather report every{BR}day.,,
10993,0x13D586,107,4,103,0.925,62093AD8,The weather has been so{BR}unpredictable lately...{#232B}You should probably check{BR}the weather report every{BR}day.,,
10994,0x13D65E,93,4,89,0.871,114D0340,I've always loved the way{BR}this place looks in the{BR}snow.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}Don't you think it's pretty?{BR},,
10995,0x13D71A,100,4,96,0.920,C276CA19,I saw someone slip here{BR}the last time it snowed.{BR}{#232B}You should walk carefully{BR}when it's snowy out.,,
10996,0x13D7E4,120,4,116,0.925,C4F3A58C,"Snow, huh?{BR}This reminds me of when we{BR}were younger...{#232B}Ash and Georgia joined{BR}forces for this huge {BR}snowball fight...",,
10997,0x13D8D6,89,4,85,0.921,AB6A57BA,When I was a kid...{#232B}I used to build snowmen{BR}a lot when it snowed.{BR}It was so much fun.,,
10998,0x13D98A,55,4,51,0.909,C0F1DD25,I always feel uncomfortable{BR}here for some reason...,,
10999,0x13D9FA,42,4,38,0.857,72D08770,Sorry...{#232B}I don't really like it here.{BR},,
11000,0x13DA50,71,4,67,0.915,55B8F51E,I had a lot of fun today.{#232B}I hope we can talk again{BR}sometime soon...,,
11001,0x13DAE0,29,4,25,0.862,AEB6E5EB,"Well, I'll see you later.",,
11002,0x13DB1C,47,4,43,0.787,425FD239,I'm going to head home now.{BR}{#232B}{#1F41}{#1FA8}{#1F4B}{#2136}See you...,,
11003,0x13DB7C,69,4,65,0.899,58E4A903,"I had a lot of fun today.{#232B}I love that we can talk like{BR}this, {#2391}...",,
11004,0x13DC08,87,7,80,0.897,A8A47B6F,There's something important{BR}I want to talk to you about.{#232B}Could you come with me?,,
11005,0x13DCB8,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11006,0x13DCFA,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11007,0x13DD3C,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11008,0x13DD7E,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11009,0x13DDC0,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11010,0x13DE02,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11011,0x13DE44,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11012,0x13DE86,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11013,0x13DEC8,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11014,0x13DF0A,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11015,0x13DF4C,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11016,0x13DF8E,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11017,0x13DFD0,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11018,0x13E012,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11019,0x13E054,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11020,0x13E096,132,4,128,0.932,A01F397E,"Aren't animals great?{#232B}You're a farmer, so you{BR}should raise more animals.{BR}{#232B}Of course, it's up to you{BR}what you want to focus on...",,
11021,0x13E1A0,164,4,160,0.915,402A2A8D,"Aren't animals great?{#232B}I heard you've gotten a lot{BR}more animals on your farm.{BR}{#232B}{#1F41}{#1FA8}{#1F49}{#2136}It must be hard to take care{BR}of them all, but I know you{BR}can do it. Good luck!",,
11022,0x13E2EA,157,4,153,0.911,50C76CF3,Aren't animals great?{#232B}You sure have a lot of{BR}animals on your farm.{BR}{#232B}{#1F41}{#1FA8}{#1F49}{#2136}They say that people who are{BR}good with animals have good{BR}hearts. It must be true.,,
11023,0x13E426,163,4,159,0.926,28521792,"Oh, I heard you're{BR}collecting bugs...{BR}{#232B}...{#232B}Looks like you've got a{BR}ways to go.{#232B}You may be able to find{BR}different bugs at different{BR}places in different seasons.",,
11024,0x13E56E,158,4,154,0.892,A1EA763F,"Oh, I heard you're{BR}collecting bugs...{BR}{#232B}...{#232B}Hmm...{#232B}You've got a pretty good{BR}collection going...{#232B}{#1F41}{#1FA8}{#1F49}{#2136}But if you keep looking, I{BR}bet you'll find a lot more.{BR}",,
11025,0x13E6AC,159,4,155,0.893,F5312527,"Oh, I heard you're{BR}collecting bugs...{BR}{#232B}...{#232B}Wow...{#232B}You've really collected{BR}a lot!{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I really respect the way you{BR}always give everything a{BR}hundred percent.",,
11026,0x13E7EC,183,4,179,0.934,0922F696,"Oh, I heard you keep a{BR}record of all the fish{BR}you catch...{#232B}...{#232B}Looks like you've got a{BR}ways to go.{#232B}You may be able to find{BR}different fish at different{BR}places in different seasons.",,
11027,0x13E95C,170,4,166,0.906,539A8EB3,"Oh, I heard you keep a{BR}record of all the fish{BR}you catch...{#232B}...{#232B}Hmm...{#232B}You've caught a pretty{BR}good amount...{#232B}{#1F41}{#1FA8}{#1F49}{#2136}But if you keep looking, I{BR}bet you'll find a lot more.",,
11028,0x13EAB2,163,4,159,0.902,E0F9FE1B,"Oh, I heard you keep a{BR}record of all the fish{BR}you catch...{#232B}...{#232B}{#1F41}{#1FA8}{#1F49}{#2136}Wow...{#232B}You've really caught a lot!{#232B}You're really passionate{BR}about your work. It's{BR}inspiring.",,
11029,0x13EBFA,167,4,163,0.922,19AE63E1,I heard you're great{BR}at coming up with new{BR}recipes....{#232B}...{#232B}Oh...{BR}Looks like you've got a{BR}ways to go.{#232B}Maybe you should try{BR}experimenting with different{BR}ingredients.,,
11030,0x13ED4A,167,4,163,0.928,004742E1,"I heard you're great{BR}at coming up with new{BR}recipes....{#232B}...{#232B}Looks like you've thought of{BR}quite a few recipes...{#232B}If you keep it up, I bet{BR}you'll think of even more.{BR}",,
11031,0x13EE9A,180,4,176,0.911,7E0B8B17,I heard you're great{BR}at coming up with new{BR}recipes....{#232B}...{#232B}You've really though of{BR}a lot of recipes!{#232B}{#1F41}{#1FA8}{#1F49}{#2136}You really are brilliant{BR}at it! I'd love to eat{BR}your cooking some time.,,
11032,0x13F004,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11033,0x13F046,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11034,0x13F088,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11035,0x13F0CA,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11036,0x13F10C,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11037,0x13F14E,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11038,0x13F190,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11039,0x13F1D2,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11040,0x13F214,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11041,0x13F256,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11042,0x13F298,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11043,0x13F2DA,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11044,0x13F31C,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11045,0x13F35E,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11046,0x13F3A0,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11047,0x13F3E2,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11048,0x13F424,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11049,0x13F466,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11050,0x13F4A8,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11051,0x13F4EA,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11052,0x13F52C,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11053,0x13F56E,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11054,0x13F5B0,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11055,0x13F5F2,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11056,0x13F634,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11057,0x13F676,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11058,0x13F6B8,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11059,0x13F6FA,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11060,0x13F73C,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11061,0x13F77E,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11062,0x13F7C0,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11063,0x13F802,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11064,0x13F844,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11065,0x13F886,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11066,0x13F8C8,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11067,0x13F90A,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11068,0x13F94C,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11069,0x13F98E,32,4,28,0.875,2CB6C1D0,I have so much fun with you.,Seninle çok eğleniyorum., common
11070,0x13F9D0,55,4,51,0.891,F475FD03,I go all over the country{BR}to stock my flower shop.{BR},,
11071,0x13FA40,111,4,107,0.919,81A4BA61,Do you know about the{BR}message board in front of{BR}Town Hall?{#232B}That's where villagers{BR}post requests they have.{BR},,
11072,0x13FB20,122,4,118,0.902,66B6D6FE,"The people in this village{BR}really love flowers.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}If you're interested in{BR}flowers, you can stop by{BR}my shop any time!",,
11073,0x13FC16,106,4,102,0.887,B200EF8A,"When I'm working at the{BR}store, a lot of people pass{BR}by.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}It's really interesting to{BR}people watch...",,
11074,0x13FCEC,98,4,94,0.888,7839762D,"Every summer, the village{BR}has a Stargazing Festival.{#232B}{#1F41}{#1FA8}{#1F48}{#2136}The night sky is so pretty{BR}in summer.",,
11075,0x13FDB2,63,4,59,0.905,A3AF197A,I've made so many{BR}discoveries traveling{BR}around the country.,,
11076,0x13FE32,113,5,108,0.920,925E5D53,", did you figure out{BR}about the message board yet?{#232B}If you successfully fulfill{BR}a request, you get a{BR}reward...",,
11077,0x13FF16,90,4,86,0.922,9C29871A,Everyone in the village{BR}loves flowers.{#232B}Cheryl comes to buy flower{BR}seeds from me a lot.,,
11078,0x13FFCC,167,4,163,0.910,4143CBCA,"When I'm working at the{BR}store, a lot of people pass{BR}by.{#232B}I see Cheryl going into the{BR}café on errands a lot...{BR}{#232B}{#1F41}{#1FA8}{#1F49}{#2136}She's such a good girl to{BR}work so hard like that.",,
11079,0x14011C,137,4,133,0.912,F702547C,"Every summer, the village{BR}has a Stargazing Festival.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}You have such an amazing{BR}view of all the stars from{BR}the top of the mountain.",,
11080,0x140230,121,4,117,0.901,7B3FBFEB,"A little while ago, I went{BR}to a town with a lot of{BR}windmills.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}It was a really nice town{BR}with a refreshing breeze.",,
11081,0x140324,104,4,100,0.894,D2266939,"The mayor is in charge of{BR}the message board.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}People use it all the time,{BR}so it's really helpful.",,
11082,0x1403F6,124,4,120,0.903,76D7ED66,Everyone in the village{BR}loves flowers.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}Rose's flowers are always{BR}really beautiful. She takes{BR}such good care of them.,,
11083,0x1404F0,218,4,214,0.904,E66BDC64,"When I'm working at the{BR}store, a lot of people pass{BR}by.{#232B}Speaking of which...{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}I see Eileen running around{BR}looking busy a lot.{BR}{#232B}{#1F41}{#1FA8}{#1F4B}{#2136}Sometime she trips and falls{BR}down, so I always get kind{BR}of anxious watching her.",,
11084,0x1406A6,144,4,140,0.917,6850AF60,"Every summer, the village{BR}has a Stargazing Festival.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I love looking at the stars.{BR}I could spend hours looking{BR}at them and not get bored.",,
11085,0x1407C8,110,4,106,0.927,4EACCF85,There are a lot of unique{BR}flowers around the country.{BR}{#232B}They also sell a lot of{BR}products made with flowers.,,
11086,0x1408A6,126,4,122,0.905,976E81AA,"The other day, Howard put{BR}a request on the message{BR}board for me.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}I don't know why he didn't{BR}just tell me at the house.",,
11087,0x1409A4,132,4,128,0.902,43277DC5,I heard there's a botanist{BR}in Konohana.{#232B}She mostly studies the{BR}local plants.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I'd love to hear what she's{BR}learned about them.,,
11088,0x140AAE,172,4,168,0.913,3E601551,"When I'm working at the{BR}store, a lot of people pass{BR}by.{#232B}Speaking of which...{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I see you running around{BR}looking busy all the time.{#232B}Be careful you don't work{BR}too hard.",,
11089,0x140C08,134,4,130,0.896,DD96CA91,"Do you like to watch the{BR}stars, {#232A}?{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I've always loved the stars{BR}ever since I was little.{#232B}I've read a lot of books on{BR}astronomy.",,
11090,0x140D16,225,4,221,0.893,7D329101,"When I went to another part{BR}of the countryside, I had{BR}this delicious herb tea.{#232B}{#1F41}{#1FA8}{#1F48}{#2136}I tried making it when I{BR}got back here, but...{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}It didn't taste the same.{#232B}{#1F41}{#1FA8}{#1F48}{#2136}If I ever get to go there{BR}again, I want to have that{BR}tea.",,
11091,0x140EDA,126,4,122,0.905,976E81AA,"The other day, Howard put{BR}a request on the message{BR}board for me.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}I don't know why he didn't{BR}just tell me at the house.",,
11092,0x140FD8,161,4,157,0.938,358DEFDD,"Rose gave me some flowers{BR}the other day.{#232B}It's so nice to get flowers{BR}from someone...{#232B}Even though I'm around{BR}flowers all day, ones I get{BR}as gifts are special.",,
11093,0x14111C,193,4,189,0.896,87FD80DB,"When I'm working at the{BR}store, a lot of people pass{BR}by.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}The other day, Rose brought{BR}me some cake...{BR}{#232B}{#1F41}{#1FA8}{#1F4B}{#2136}I don't like sweet things,{BR}though, so I wasn't really{BR}sure what to do with it...",,
11094,0x1412A0,152,4,148,0.934,101BE96F,I love the stars...{#232B}We're seeing the light that{BR}they gave off millions of{BR}years ago...{#232B}Don't you think there's{BR}something almost mystical{BR}about that?,,
11095,0x1413D2,70,4,66,0.843,664DBE2D,I've known Ash since we were{BR}kids.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}He's never changed much...{BR},,
11096,0x141460,56,4,52,0.875,F1DFB3AD,I'm living at Howard's{BR}house.{#232B}He's such a nice guy.{BR},,
11097,0x1414D2,125,4,121,0.904,A8772A99,People in the village are{BR}always coming to buy the{BR}flowers I stock.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I'm so glad they're all so{BR}interested in flowers.,,
11098,0x1415CE,98,4,94,0.878,0EF706B2,The women in this village{BR}are really hardy.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}You'll see what I mean when{BR}you talk to them.{BR},,
11099,0x141694,69,4,65,0.841,662B5C8D,...{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}Sorry.{#232B}I'm much better at listening{BR}than I am at talking.,,
11100,0x141720,84,4,80,0.869,35294504,Ash has always been rowdy.{BR}{#232B}{#1F41}{#1FA8}{#1F4B}{#2136}I wouldn't mind it if he{BR}calmed down a little...,,
11101,0x1417CA,80,4,76,0.900,AD1183B0,I'm living at Howard's{BR}house.{#232B}Howard runs the café with{BR}his daughter Laney.{BR},,
11102,0x14186C,224,4,220,0.929,B85E02C2,"People in the village are{BR}always coming to buy the{BR}flowers I stock.{#232B}The other day, Cheryl came{BR}in to buy some flowers for a{BR}present.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}She was going to give them{BR}to Jessica and Ash to thank{BR}them for everything they do.",,
11103,0x141A2E,146,4,142,0.911,3F17D859,The women in this village{BR}are really tough.{#232B}Jessica is raising her{BR}children and running a farm{BR}all by herself.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}She's such a strong person.,,
11104,0x141B54,84,4,80,0.845,F45C539E,...{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}Sorry.{BR}I've never been much of a{BR}talker.{#232B}I hope that doesn't bother{BR}you.,,
11105,0x141BFE,117,4,113,0.897,0167945C,Ash and I used to play{BR}in the mountains a lot.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}He'd just run around without{BR}a plan. He got lost all the{BR}time.,,
11106,0x141CEA,180,4,176,0.911,21C7E421,Howard is amazing.{BR}{#232B}Once when Laney forgot her{BR}lunch on a field trip...{#232B}..he climbed up the mountain{BR}to bring it to her.{BR}{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}The power of a parent's love{BR}is really incredible.,,
11107,0x141E54,178,4,174,0.916,6D61DAAA,People in the village are{BR}always coming to buy the{BR}flowers I stock.{#232B}Rose came in to buy some{BR}flower seeds the other day.{BR}{#232B}{#1F41}{#1FA8}{#1F49}{#2136}It's her dream to fill the{BR}village with flowers.,,
11108,0x141FBA,160,4,156,0.912,586A9A7F,"The women in this village{BR}are really tough.{#232B}Eileen looks so petite, but{BR}she's able to carry all that{BR}heavy lumber.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}Where does she get all{BR}that strength?",,
11109,0x1420FC,106,4,102,0.821,A7F6BE28,"...{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}Sorry.{BR}I've never been a really{BR}big talker.{#232B}{#1F41}{#1FA8}{#1F48}{#2136}But I'd love to hear what{BR}you have to say, {#232A}.{BR}",,
11110,0x1421D2,139,4,135,0.914,B5A57D80,Ash and I used to play in{BR}the mountains all the time.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}He always liked it when{BR}I gave him the bugs I found{BR}on the plants I examined.,,
11111,0x1422EA,100,4,96,0.880,0D27B51F,He becomes a totally{BR}different person when{BR}he's angry.{#232B}{#1F41}{#1FA8}{#1F4B}{#2136}You should try not to{BR}make him mad...,,
11112,0x1423B4,198,4,194,0.914,F2736F35,"People in the village are{BR}always coming to buy the{BR}flowers I stock.{#232B}Speaking of which,{BR}the other day...{#232B}Grady came in to buy Georgia{BR}some flowers as a present.{BR}{#232B}{#1F41}{#1FA8}{#1F49}{#2136}They're such a close family.{BR}",,
11113,0x142542,169,4,165,0.893,8BEFBE40,"The women in this village{BR}are really tough.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}Cheryl knows just how to{BR}deal with Ash, even though{BR}she's still a kid.{#232B}{#1F41}{#1FA8}{#1F48}{#2136}She'll be quite a woman{BR}when she grows up.",,
11114,0x142696,151,4,147,0.874,C8955A08,"...{#232B}It's amazing, {#232A}.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}I'm usually not good at{BR}making conversation...{#232B}{#1F41}{#1FA8}{#1F49}{#2136}But somehow when I'm with{BR}you, the words just come{BR}pouring out of me...",,
11115,0x1427C6,169,4,165,0.893,1F93A4CB,"When I come back from other{BR}villages, Ash always comes{BR}to see me.{#232B}{#1F41}{#1FA8}{#1F4B}{#2136}To be honest, it can be{BR}annoying at times...{#232B}{#1F41}{#1FA8}{#1F49}{#2136}But it does make me feel{BR}like I'm really home.",,
11116,0x14291A,105,4,101,0.876,1EE2E005,"Howard is like a father{BR}to me.{BR}{#232B}{#1F41}{#1FA8}{#1F49}{#2136}He can be a little strange,{BR}but I have so much respect{BR}for him...",,
11117,0x1429EE,203,4,199,0.926,55DF3C43,"People in the village are{BR}always coming to buy the{BR}flowers I stock.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}The other day the mayor{BR}came in to buy a bouquet.{#232B}He had a fight with Rose,{BR}and he wanted to give it to{BR}her when he apologized.",,
11118,0x142B86,117,4,113,0.897,362EFC4B,The women in this village{BR}are really tough.{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}You should see Rose when she{BR}gets angry at the mayor.{BR}It's scary!,,
11119,0x142C72,106,4,102,0.877,9DF3FFCC,...{#232B}You're amazing.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}You make friends so easily.{BR}{#232B}You have some sort of{BR}charisma that draws people.,,
11120,0x142D48,133,4,129,0.902,9353B0EA,"When I travel around the{BR}country for work, I meet{BR}all sorts of people.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}It's always interesting{BR}to hear what they have to{BR}say.",,
11121,0x142E54,89,4,85,0.865,A164A1E3,"People in this village{BR}just love to talk!{#232B}{#1F41}{#1FA8}{#1F49}{#2136}Everyone says nice things{BR}about you, {#232A}.",,
11122,0x142F08,86,4,82,0.919,B19E00AA,There's a lot of animals{BR}in this village.{#232B}We really do share it with{BR}the animals. ,,
11123,0x142FB6,43,4,39,0.884,1BDFED63,People in this village are{BR}really nosy.,,
11124,0x14300E,74,5,69,0.811,3FBD0E87,...{#232B}You're...{#270B}{BR}{#1F41}{#1FA8}{#1F49}{#2136}so interesting.{#232B}I have so much fun talking{BR}to you.,,
11125,0x1430A4,151,4,147,0.914,C6A72C01,"When I go all around the{BR}countryside for work, I meet{BR}all sorts of people.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}The other day, I saw a{BR}tough-looking craftsman{BR}dressed like a panda.",,
11126,0x1431D4,108,4,104,0.926,AB1D6982,People in this village{BR}love to talk.{#232B}I'm not a big talker...{BR}But you seem like you could{BR}talk to anyone.,,
11127,0x1432AE,125,4,121,0.904,1902EBCD,The land this village is{BR}built on is perfect for{BR}raising animals.{#232B}{#1F41}{#1FA8}{#1F49}{#2136}I think having animals{BR}around makes life wonderful.,,
11128,0x1433AA,137,4,133,0.905,664CAC96,"The other day, Jessica came{BR}by to bring me some food.{BR}{#232B}{#1F41}{#1FA8}{#1F49}{#2136}Jessica's a really sweet{BR}person. She's always{BR}thinking about other people.",,
11129,0x1434BE,77,5,72,0.818,32413E2A,...{#232B}You're...{#270B}{BR}{#1F41}{#1FA8}{#1F49}{#2136}really nice.{#232B}Talking to you makes me feel{BR}so relaxed.,,
11130,0x14355A,114,4,110,0.930,028C0615,"When I go all around the{BR}countryside for work, I meet{BR}all sorts of people.{#232B}This one time, I even{BR}saw a prince!",,
11131,0x143640,99,4,95,0.889,1EB2DE7C,"You're not throwing things{BR}in the river, are you?{#232B}{#1F41}{#1FA8}{#1F4C}{#2136}Polluting the river makes{BR}everyone angry.",,
