id,offset_hex,body_words,prefix_words,editable_words,text_ratio,crc32,source,translation,notes
2380,0x38550,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2381,0x38560,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2382,0x38570,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2383,0x38580,40,0,40,0.950,3DD38F23,Delicious cheese.{BR}Used in many recipes.{BR},Lezzetli peynir.{BR}Tariflerde kullanılır.,
2384,0x385D2,43,0,43,0.953,BE1EC29F,Good-quality cheese.{BR}Used in many recipes.{BR},Kaliteli peynir.{BR}Birçok tarifte kullanılır.,
2385,0x3862A,50,0,50,0.960,5DE167B7,The finest cheese there is.{BR}Used in many recipes.{BR},En üstün peynir.{BR}Birçok tarifte kullanılır.,
2386,0x38690,50,0,50,0.960,42022069,Cheese flavored with herbs.{BR}Used in many recipes.{BR},Ot aromalı peynir.{BR}Birçok tarifte kullanılır.,
2387,0x386F6,48,0,48,0.958,DACAAB05,Good-quality herb cheese.{BR}Used in many recipes.{BR},Kaliteli otlu peynir.{BR}Birçok tarifte kullanılır.,
2388,0x38758,50,0,50,0.960,4282641B,Finest of all herb cheeses.{BR}Used in many recipes.{BR},En üstün otlu peynir.{BR}Tariflerde kullanılır.,
2389,0x387BE,40,0,40,0.950,458AECAD,Delicious yogurt.{BR}Used in many recipes.{BR},Lezzetli yoğurt.{BR}Tariflerde kullanılır.,
2390,0x38810,43,0,43,0.953,C647A111,Good-quality yogurt.{BR}Used in many recipes.{BR},Kaliteli yoğurt.{BR}Birçok tarifte kullanılır.,
2391,0x38868,45,0,45,0.956,B4A62AAE,Finest of all yogurts.{BR}Used in many recipes.{BR},En üstün yoğurt.{BR}Birçok tarifte kullanılır.,
2392,0x388C4,50,0,50,0.960,930CBA6E,Yogurt with fruit mixed in.{BR}Used in many recipes.{BR},Meyveli yoğurt.{BR}Birçok tarifte kullanılır.,
2393,0x3892A,49,0,49,0.959,0C3E894A,Good-quality fruit yogurt.{BR}Used in many recipes.{BR},Kaliteli meyveli yoğurt.{BR}Tariflerde kullanılır.,
2394,0x3898E,51,0,51,0.961,6BB755C2,Finest of all fruit yogurts.{BR}Used in many recipes.{BR},En üstün meyveli yoğurt.{BR}Tariflerde kullanılır.,
2395,0x389F6,40,0,40,0.950,84E5941D,Delicious butter.{BR}Used in many recipes.{BR},Lezzetli tereyağ.{BR}Tariflerde kullanılır.,
2396,0x38A48,43,0,43,0.953,0728D9A1,Good-quality butter.{BR}Used in many recipes.{BR},Kaliteli tereyağ.{BR}Tariflerde kullanılır.,
2397,0x38AA0,45,0,45,0.956,0EBDBC77,Finest of all butters.{BR}Used in many recipes.{BR},En üstün tereyağ.{BR}Birçok tarifte kullanılır.,
2398,0x38AFC,50,0,50,0.960,91C28357,Butter flavored with herbs.{BR}Used in many recipes.{BR},Ot aromalı tereyağ.{BR}Tariflerde kullanılır.,
2399,0x38B62,48,0,48,0.958,63FCB03B,Good-quality herb butter.{BR}Used in many recipes.{BR},Kaliteli otlu tereyağ.{BR}Tariflerde kullanılır.,
2400,0x38BC4,50,0,50,0.960,89220FBC,Finest of all herb butters.{BR}Used in many recipes.{BR},En üstün otlu tereyağ.{BR}Tariflerde kullanılır.,
2401,0x38C2A,44,0,44,0.955,1A0EF706,Delicious mayonnaise.{BR}Used in many recipes.{BR},Lezzetli mayonez.{BR}Birçok tarifte kullanılır.,
2402,0x38C84,47,0,47,0.957,E5BBE77F,Good-quality mayonnaise.{BR}Used in many recipes.{BR},Kaliteli mayonez.{BR}Birçok tarifte kullanılır.,
2403,0x38CE4,48,0,48,0.958,D5A0E79A,Finest of all mayonnaise.{BR}Used in many recipes.{BR},En üstün mayonez.{BR}Birçok tarifte kullanılır.,
2404,0x38D46,48,0,48,0.958,F4E0AE59,Mayo flavored with herbs.{BR}Used in many recipes.{BR},Ot aromalı mayonez.{BR}Tariflerde kullanılır.,
2405,0x38DA8,44,0,44,0.955,0F27EC8C,Good herb mayonnaise.{BR}Used in many recipes.{BR},Kaliteli otlu mayo.{BR}Tariflerde kullanılır.,
2406,0x38E02,47,0,47,0.957,538935D3,Finest of all herb mayo.{BR}Used in many recipes.{BR},En üstün otlu mayonez.{BR}Tariflerde kullanılır.,
2407,0x38E62,44,0,44,0.955,4A6F00C4,Pack of chocolate.{BR}Used in dessert recipes.{BR},Çikolata paketi.{BR}Tatlılarda kullanılır.,
2408,0x38EBC,54,0,54,0.963,F899E6C6,Ingredient for miso soup.{BR}Also used in other recipes.{BR},Miso çorbası malzemesi.{BR}Başka tarifte de kullanılır.,
2409,0x38F2A,48,0,48,0.958,6E2649C4,Fermented soy beans with{BR}a very unique aroma...{BR},Özgün kokulu{BR}fermente soya fasulyesi.,
2410,0x38F8C,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2411,0x38F9C,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2412,0x38FAC,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2413,0x38FBC,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2414,0x38FCC,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2415,0x38FDC,48,0,48,0.958,083588CE,Rich and flavorful.{BR}Preserved and won't expire.{BR},"Yoğun ve lezzetli.{BR}Saklanır, bozulmaz.",
2416,0x3903E,52,0,52,0.962,697E8BF4,Very strong and acidic.{BR}Preserved and won't expire.{BR},"Çok keskin ve ekşi.{BR}Saklanır, bozulmaz.",
2417,0x390A8,53,0,53,0.962,9A1878DC,Sweet and easy to drink.{BR}Preserved and won't expire.{BR},"Tatlı, içimi kolay.{BR}Saklanır, bozulmaz.",
2418,0x39114,46,0,46,0.957,2F504C8E,Has a rich aroma.{BR}Preserved and won't expire.{BR},"Yoğun bir kokusu var.{BR}Saklanır, bozulmaz.",
2419,0x39172,33,0,33,0.939,2AF0C19A,Syrup made of plums.{BR}Very sweet.{BR},Erik şurubu.{BR}Çok tatlı.,
2420,0x391B6,46,0,46,0.957,033526E2,Syrup made of apricots.{BR}Sweet and refreshing.{BR},Kayısıdan yapılmış şurup.{BR}Tatlı ve ferah.,
2421,0x39214,43,0,43,0.953,48FD6552,Syrup made of fruits.{BR}Sour and refreshing.{BR},Meyveden yapılmış şurup.{BR}Ekşi ve ferah.,
2422,0x3926C,24,0,24,0.917,9B7DEA54,Syrup with rose aroma.{BR}{BR},Gül kokulu şurup.{BR}{BR},
2423,0x3929E,51,0,51,0.961,05EAF9F9,A rare and rich syrup.{BR}Preserved and won't expire.{BR},"Nadir ve yoğun şurup.{BR}Saklanır, bozulmaz.",
2424,0x39306,51,0,51,0.961,05EAF9F9,A rare and rich syrup.{BR}Preserved and won't expire.{BR},"Nadir ve yoğun şurup.{BR}Saklanır, bozulmaz.",
2425,0x3936E,51,0,51,0.961,05EAF9F9,A rare and rich syrup.{BR}Preserved and won't expire.{BR},"Nadir ve yoğun şurup.{BR}Saklanır, bozulmaz.",
2426,0x393D6,48,0,48,0.958,9572AE75,The ultimate syrup.{BR}Preserved and won't expire.{BR},"En üstün şurup.{BR}Saklanır, bozulmaz.",
2427,0x39438,48,0,48,0.958,76D93B4A,"Drink made from barley.{BR}Bitter, but refreshing.{BR}",Arpadan yapılan içecek.{BR}Acımsı ama ferah.,
2428,0x3949A,75,0,75,0.973,9D1E78AE,Can full of tea leaves.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Çay yaprakları dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2429,0x39532,75,0,75,0.973,9D1E78AE,Can full of tea leaves.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Çay yaprakları dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2430,0x395CA,75,0,75,0.973,9D1E78AE,Can full of tea leaves.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Çay yaprakları dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2431,0x39662,75,0,75,0.973,9D1E78AE,Can full of tea leaves.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Çay yaprakları dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2432,0x396FA,75,0,75,0.973,9D1E78AE,Can full of tea leaves.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Çay yaprakları dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2433,0x39792,80,0,80,0.975,D9289231,Can of dried buckwheat leaf.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Kuru karabuğday yaprağı{BR}kutusu. Demleyip{BR}çay yap. Bozulmaz.,
2434,0x39834,78,0,78,0.974,B0D5F334,Can full of dried carrots.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Kuru havuç dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2435,0x398D2,75,0,75,0.973,9D1E78AE,Can full of tea leaves.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Çay yaprakları dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2436,0x3996A,76,0,76,0.974,49485B2E,Can full of dried herbs.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Kuru ot dolu kutu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2437,0x39A04,80,0,80,0.975,3B113BF9,Can full of dry rose petals.{BR}Prepare it to make tea.{BR}Preserved and won't expire.,Kuru gül yaprağı kutusu.{BR}Demleyip çay yap.{BR}Bozulmaz.,
2438,0x39AA6,80,0,80,0.975,3FCF02BD,Can of spring tea leaves.{BR}For tea lovers everywhere.{BR}Preserved and won't expire.,Bahar çayı yaprağı kutusu.{BR}Çay sevenler için.{BR}Bozulmaz.,
2439,0x39B48,80,0,80,0.975,2FA3F7BD,Can of summer tea leaves.{BR}For tea lovers everywhere.{BR}Preserved and won't expire.,Yaz çayı yaprağı kutusu.{BR}Çay sevenler için.{BR}Bozulmaz.,
2440,0x39BEA,78,0,78,0.974,DD586734,Can of fall tea leaves.{BR}For tea lovers everywhere.{BR}Preserved and won't expire.,Güz çayı yaprağı kutusu.{BR}Çay sevenler için.{BR}Bozulmaz.,
2441,0x39C88,79,0,79,0.975,403295BB,The ultimate tea. As rare{BR}and precious as its name.{BR}Preserved and won't expire.,En üstün çay.{BR}Adı kadar nadir ve değerli.{BR}Bozulmaz.,
2442,0x39D28,47,0,47,0.957,E8578FE3,Pack of ground coffee.{BR}Enjoy coffee with ease.{BR},Öğütülmüş kahve paketi.{BR}Kolayca kahve yap.,
2443,0x39D88,50,0,50,0.960,D739860F,Pack of cocoa powder.{BR}Whip up some hot chocolate!{BR},Kakao tozu paketi.{BR}Sıcak çikolata yap!,
2444,0x39DEE,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2445,0x39DFE,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2446,0x39E0E,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2447,0x39E1E,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2448,0x39E2E,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2449,0x39E3E,36,0,36,0.944,1F6BA0AB,Sour cucumber.{BR}Goes well with rice.{BR},Ekşi salatalık.{BR}Pilavla iyi gider.,
2450,0x39E88,33,0,33,0.939,25126675,Sour and salty.{BR}Strongly acidic.{BR},Ekşi ve tuzlu.{BR}Asidi güçlüdür.,
2451,0x39ECC,39,0,39,0.949,FFA1BE18,Sour and salty.{BR}Do not feed to horses.{BR},Ekşi ve tuzlu.{BR}Atlara verme.,
2452,0x39F1C,44,0,44,0.955,98E7E93B,Sour and salty.{BR}Crunchy and a little spicy.{BR},"Ekşi ve tuzlu.{BR}Çıtır, biraz acı.",
2453,0x39F76,45,0,45,0.956,00BE719A,An assortment of pickles.{BR}For pickle lovers.{BR},Karışık turşular.{BR}Turşu sevenlere.,
2454,0x39FD2,37,0,37,0.946,C4042A7D,Pickled turnip.{BR}Goes well with rice.{BR},Şalgam turşusu.{BR}Pilavla iyi gider.,
2455,0x3A01E,39,0,39,0.949,D4A1C4A7,Pickled cucumber.{BR}Goes well with rice.{BR},Salatalık turşusu.{BR}Pilavla iyi gider.,
2456,0x3A06E,41,0,41,0.951,B186B2A6,Pickled watermelon.{BR}Goes well with rice.{BR},Karpuz turşusu.{BR}Pilavla iyi gider.,
2457,0x3A0C2,39,0,39,0.949,839A17D2,Pickled eggplant.{BR}Goes well with rice.{BR},Patlıcan turşusu.{BR}Pilavla iyi gider.,
2458,0x3A112,37,0,37,0.946,BFD3075B,Pickled daikon.{BR}Goes well with rice.{BR},Daikon turşusu.{BR}Pilavla iyi gider.,
2459,0x3A15E,39,0,39,0.949,F7D16F37,Pickled bok choy.{BR}Goes well with rice.{BR},Pak choi turşusu.{BR}Pilavla iyi gider.,
2460,0x3A1AE,32,0,32,0.938,E0EB3BA0,Pickled vegetables.{BR}All in one.{BR},Karışık turşu.{BR}Hepsi bir.,
2461,0x3A1F0,37,0,37,0.946,85C14F35,Regular kimchi.{BR}Everyone's favorite.{BR},Klasik kimchi.{BR}Herkesin gözdesi.,
2462,0x3A23C,48,0,48,0.958,A2C6836F,Kimchi made with cucumber.{BR}Goes well with rice.{BR},Salatalık kimchisi.{BR}Pilavla iyi gider.,
2463,0x3A29E,46,0,46,0.957,913F089D,Kimchi made with daikon.{BR}Goes well with rice.{BR},Daikon kimchisi.{BR}Pilavla iyi gider.,
2464,0x3A2FC,48,0,48,0.958,81B628FF,Kimchi made with bok choy.{BR}Goes well with rice.{BR},Pak choi kimchisi.{BR}Pilavla iyi gider.,
2465,0x3A35E,30,0,30,0.933,35B44358,Variety of kimchi all in{BR}one.{BR},Çeşit çeşit kimchi{BR}bir arada.,
2466,0x3A39C,31,0,31,0.935,25BE36E2,"Pickled plum. Very, very{BR}sour.{BR}",Erik turşusu.{BR}Çok ama çok ekşi.,
2467,0x3A3DC,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2468,0x3A3EC,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2469,0x3A3FC,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2470,0x3A40C,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2471,0x3A41C,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2472,0x3A42C,67,0,67,0.970,597B22DA,A ball of yarn.{BR}Used as clothing material.{BR}Cats won't play with it.,Yün yumağı.{BR}Kıyafet malzemesidir.{BR}Kediler oynamaz.,
2473,0x3A4B4,79,0,79,0.975,2EC05B68,A ball of top-quality yarn.{BR}Used as clothing material.{BR}Cats won't play with it.,Kaliteli yün yumağı.{BR}Kıyafet malzemesidir.{BR}Kediler oynamaz.,
2474,0x3A554,78,0,78,0.974,1C59F9DA,A ball of the finest yarn.{BR}Used as clothing material.{BR}Cats won't play with it.,En üstün yün yumağı.{BR}Kıyafet malzemesidir.{BR}Kediler oynamaz.,
2475,0x3A5F2,80,0,80,0.975,52B0785E,A ball of white alpaca yarn.{BR}Used as clothing material.{BR}Cats won't play with it.,Beyaz alpaka yünü yumağı.{BR}Kıyafet malzemesidir.{BR}Kediler oynamaz.,
2476,0x3A694,80,0,80,0.975,1C65FDA9,A ball of brown alpaca yarn.{BR}Used as clothing material.{BR}Cats won't play with it.,Kahve alpaka yünü yumağı.{BR}Kıyafet malzemesidir.{BR}Kediler oynamaz.,
2477,0x3A736,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2478,0x3A746,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2479,0x3A756,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2480,0x3A766,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2481,0x3A776,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2482,0x3A786,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2483,0x3A796,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2484,0x3A7A6,47,0,47,0.957,0691A488,Used in many recipes. Is{BR}also good on its own.{BR},Birçok tarifte kullanılır.{BR}Tek başına da yenir.,
2485,0x3A806,49,0,49,0.959,4D0F71ED,A bag full of flour.{BR}Ingredient for bread/pasta.{BR},Bir torba un.{BR}Ekmek ve makarna malzemesi.,
2486,0x3A86A,56,0,56,0.964,3E756D74,A bag full of bread crumbs.{BR}Ingredient for fried foods.{BR},Bir torba galeta unu.{BR}Kızartma malzemesi.,
2487,0x3A8DC,50,0,50,0.960,3319215D,A bag full of rice flour.{BR}Ingredient for recipes.{BR},Bir torba pirinç unu.{BR}Tariflerde kullanılır.,
2488,0x3A942,29,0,29,0.931,27BC7A1D,Made from crushed soybeans.{BR}{BR},Ezilmiş soyadan yapılır.{BR}{BR},
2489,0x3A97E,44,0,44,0.955,3C1711AD,Soba noodle ingredient.{BR}Has other uses too.{BR},Soba eriştesi malzemesi.{BR}Başka işe de yarar.,
2490,0x3A9D8,37,0,37,0.946,A5AAF3D2,The essential shiratama {BR}ingredient.{BR},Shiratama için{BR}temel malzeme.,
2491,0x3AA24,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2492,0x3AA34,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2493,0x3AA44,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2494,0x3AA54,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2495,0x3AA64,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2496,0x3AA74,47,0,47,0.957,CE88D8DF,Made from honeycomb.{BR}Very sweet and delicious.{BR},Petekten yapılır.{BR}Çok tatlı ve lezzetli.,
2497,0x3AAD4,38,0,38,0.947,CACCAB2F,Tasty jelly that is rarely{BR}available.{BR},Nadiren bulunan{BR}lezzetli bir jöle.,
2498,0x3AB22,32,0,32,0.938,493E7225,Honey available only in{BR}spring.{BR},Yalnız baharda{BR}bulunan bal.,
2499,0x3AB64,32,0,32,0.938,B48B41C1,Honey available only in{BR}summer.{BR},Yalnız yazın{BR}bulunan bal.,
2500,0x3ABA6,30,0,30,0.933,F6AEDDAB,Honey available only in{BR}fall.{BR},Yalnız güzün{BR}bulunan bal.,
2501,0x3ABE4,46,0,46,0.957,C1EF0997,Honey flavored by a{BR}variety of fruit flowers.{BR},Çeşitli meyve çiçekleri{BR}aromalı bal.,
2502,0x3AC42,29,0,29,0.931,8C22A2FA,Honey extracted from roses.{BR}{BR},Güllerden elde edilen bal.{BR}{BR},
2503,0x3AC7E,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2504,0x3AC8E,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2505,0x3AC9E,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2506,0x3ACAE,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2507,0x3ACBE,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2508,0x3ACCE,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2509,0x3ACDE,45,0,45,0.956,58CC31DE,Used in many recipes. Most{BR}recipes need oil.{BR},Tariflerde kullanılır.{BR}Çoğunda yağ gerekir.,
2510,0x3AD3A,44,0,44,0.955,8D617F2A,You can't make curry {BR}without curry powder.{BR},Köri tozu olmadan{BR}köri yapamazsın.,
2511,0x3AD94,56,0,56,0.964,A91E9AA1,Sprinkle a dash of this to{BR}give your meal a spicy kick.{BR},Bir tutam serperek{BR}yemeğe acılık kat.,
2512,0x3AE06,49,0,49,0.959,38235584,Good on its own. It can also{BR}be used in recipes.{BR},Tek başına güzeldir.{BR}Tariflerde de kullanılır.,
2513,0x3AE6A,53,0,53,0.962,D0D0104F,Good by itself. You can also{BR}use it in many recipes.{BR},Tek başına yenir.{BR}Birçok tarifte kullanılır.,
2514,0x3AED6,51,0,51,0.961,062D6769,Normally found by the sea.{BR}Very rare in this area.{BR},Normalde denizde bulunur.{BR}Burada çok nadirdir.,
2515,0x3AF3E,51,0,51,0.961,062D6769,Normally found by the sea.{BR}Very rare in this area.{BR},Normalde denizde bulunur.{BR}Burada çok nadirdir.,
2516,0x3AFA6,41,0,41,0.951,DEE3FEE6,Luxury ingredient from a{BR}distant island.{BR},Uzak adalardan gelen{BR}lüks malzeme.,
2517,0x3AFFA,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2518,0x3B00A,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2519,0x3B01A,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2520,0x3B02A,34,0,34,0.941,82595550,Bouquet with various red{BR}flowers.{BR},Çeşitli kırmızı çiçekli{BR}bir buket.,
2521,0x3B070,36,0,36,0.944,EB1EF223,Bouquet with various white{BR}flowers.{BR},Çeşitli beyaz çiçekli{BR}bir buket.,
2522,0x3B0BA,35,0,35,0.943,0DC097FA,Bouquet with various blue{BR}flowers.{BR},Çeşitli mavi çiçekli{BR}bir buket.,
2523,0x3B102,34,0,34,0.941,1C3D17EE,Bouquet with bunch of{BR}sunflowers.{BR},Ayçiçeklerinden oluşan{BR}bir buket.,
2524,0x3B148,31,0,31,0.935,D88D4576,Bouquet made with{BR}casablancas.{BR},Kazablanka çiçekli{BR}bir buket.,
2525,0x3B188,39,0,39,0.949,32A2C0D2,Bouquet with various kinds{BR}of flowers.{BR},Çeşitli çiçeklerden{BR}bir buket.,
2526,0x3B1D8,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2527,0x3B1E8,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2528,0x3B1F8,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2529,0x3B208,45,0,45,0.956,6BC7BEB0,Perfume with rose aroma.{BR}Makes a great gift.{BR},Gül kokulu parfüm.{BR}Güzel bir hediyedir.,
2530,0x3B264,47,0,47,0.957,90FABC71,Perfume with citrus aroma.{BR}Makes a great gift.{BR},Narenciye kokulu parfüm.{BR}Güzel bir hediyedir.,
2531,0x3B2C4,47,0,47,0.957,B5D09A60,Perfume with herbal aroma.{BR}Makes a great gift.{BR},Ot kokulu parfüm.{BR}Güzel bir hediyedir.,
2532,0x3B324,34,0,34,0.941,1C3E8606,Perfume with floral spring{BR}aroma.{BR},Bahar çiçekleri{BR}kokulu parfüm.,
2533,0x3B36A,38,0,38,0.947,53ED2A22,Perfume with refreshing{BR}summer aroma.{BR},Ferah yaz{BR}kokulu parfüm.,
2534,0x3B3B8,31,0,31,0.935,D6E47291,Perfume with sweet fall{BR}aroma.{BR},Tatlı güz{BR}kokulu parfüm.,
2535,0x3B3F8,32,0,32,0.938,E386CE29,Perfume with cool winter{BR}aroma.{BR},Serin kış{BR}kokulu parfüm.,
2536,0x3B43A,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2537,0x3B44A,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2538,0x3B45A,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2539,0x3B46A,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2540,0x3B47A,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2541,0x3B48A,46,0,46,0.957,D0A63AEE,Restores your stamina by up{BR}to fifty percent.{BR},Enerjinin yüzde ellisine{BR}kadarını yeniler.,
2542,0x3B4E8,50,0,50,0.960,72445748,Reduces rate of stamina{BR}consumption. Lasts 1 day.{BR},Enerji tüketimini azaltır.{BR}1 gün sürer.,
2543,0x3B54E,44,0,44,0.955,5AFA06CE,Makes it easier to catch{BR}fish. Lasts 1 day.{BR},Balık yakalamayı{BR}kolaylaştırır.{BR}1 gün sürer.,
2544,0x3B5A8,51,0,51,0.961,012266F0,Lets you see farther in{BR}dark tunnels. Lasts 1 day.{BR},Karanlık tünelde daha uzağı{BR}görmeni sağlar. 1 gün.,
2545,0x3B610,43,0,43,0.953,E5DB330D,Cats will love and follow{BR}you for an hour.{BR},Kediler 1 saat sever{BR}ve seni takip eder.,
2546,0x3B668,43,0,43,0.953,8C1561D4,Dogs will love and follow{BR}you for an hour.{BR},Köpekler 1 saat sever{BR}ve seni takip eder.,
2547,0x3B6C0,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2548,0x3B6D0,46,0,46,0.957,024CC52C,Alpacas will love and follow{BR}you for an hour.{BR},Alpakalar 1 saat seni sever{BR}ve peşinden gelir.,
2549,0x3B72E,51,0,51,0.961,ADAF2BBA,Wild animals will love and{BR}follow you for an hour.{BR},Yaban hayvanları 1 saat{BR}seni sever ve takip eder.,
2550,0x3B796,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2551,0x3B7A6,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2552,0x3B7B6,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2553,0x3B7C6,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2554,0x3B7D6,7,0,7,0.714,ABC6942D,Dummy{BR}{BR},Dummy{BR}{BR},
2555,0x3B7E6,48,0,48,0.958,7A2B2996,A spring crop. Eat it raw{BR}or use it in recipes.{BR},Bahar ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2556,0x3B848,48,0,48,0.958,7A2B2996,A spring crop. Eat it raw{BR}or use it in recipes.{BR},Bahar ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2557,0x3B8AA,48,0,48,0.958,7A2B2996,A spring crop. Eat it raw{BR}or use it in recipes.{BR},Bahar ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2558,0x3B90C,48,0,48,0.958,7A2B2996,A spring crop. Eat it raw{BR}or use it in recipes.{BR},Bahar ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2559,0x3B96E,48,0,48,0.958,7A2B2996,A spring crop. Eat it raw{BR}or use it in recipes.{BR},Bahar ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2560,0x3B9D0,48,0,48,0.958,7A2B2996,A spring crop. Eat it raw{BR}or use it in recipes.{BR},Bahar ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2561,0x3BA32,48,0,48,0.958,5E8B830C,A summer crop. Eat it raw{BR}or use it in recipes.{BR},Yaz ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2562,0x3BA94,48,0,48,0.958,5E8B830C,A summer crop. Eat it raw{BR}or use it in recipes.{BR},Yaz ürünü. Çiğ ye{BR}ya da tarifte kullan.,
2563,0x3BAF6,48,0,48,0.958,5E8B830C,A summer crop. Eat it raw{BR}or use it in recipes.{BR},Yaz ürünü. Çiğ ye{BR}ya da tarifte kullan.,
