index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
93,TipsMeteorBodyText,"Collect enough Power Tablets to
execute a ⟦MSBT:0E00000003000400FFDE00FF⟧Team Meteor⟦MSBT:0E00000003000400000000FF⟧ move!
It does huge damage to enemies!","Ramassez tous les fragments de
météore pour lancer une attaque
dévastatrice : l'⟦MSBT:0E00000003000400FFDE00FF⟧union météore⟦MSBT:0E00000003000400000000FF⟧ !","Sammle genug Steintafeln, um
einen ⟦MSBT:0E00000003000400FFDE00FF⟧Coop-Meteor⟦MSBT:0E00000003000400000000FF⟧ zu entfesseln.
Er fügt Gegnern großen Schaden zu!","Raccogli tavolette dell'amicizia a
sufficienza per eseguire la mossa
⟦MSBT:0E00000003000400FFDE00FF⟧Meteora amica⟦MSBT:0E00000003000400000000FF⟧! È devastante!","⟦MSBT:0E000000020002005A00⟧Si conseguís suficientes tablas de
la amistad, podréis invocar al ⟦MSBT:0E00000003000400FFDE00FF⟧aerolito
amigo⟦MSBT:0E00000003000400000000FF⟧, que causa gran daño al enemigo.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000000000800020004005B304D30⟧石ばんを あつめて ⟦MSBT:0E00000003000400FFDE00FF⟧フレンドメテオ⟦MSBT:0E00000003000400000000FF⟧を はつどう！
みんなで ⟦MSBT:0E0000000000100004000C004D30873046308A3087304F30⟧協力して ⟦MSBT:0E000000000008000200040060304430⟧大ダメージを ねらえ！","Collect enough Power Tablets to
execute a ⟦MSBT:0E00000003000400FFDE00FF⟧Team Meteor⟦MSBT:0E00000003000400000000FF⟧ move!
It does huge damage to enemies!","Ramassez tous les fragments de
météore pour lancer une attaque
dévastatrice : l'⟦MSBT:0E00000003000400FFDE00FF⟧union météore⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005A00⟧Si consigues suficientes tablas de
la amistad, podrás invocar al ⟦MSBT:0E00000003000400FFDE00FF⟧aerolito
amigo⟦MSBT:0E00000003000400000000FF⟧, que causa gran daño al enemigo.⟦MSBT:0E000000020002006400⟧","Yeterince Güç Tableti topla,
⟦MSBT:0E00000003000400FFDE00FF⟧Takım Meteoru⟦MSBT:0E00000003000400000000FF⟧ yap!
Düşmanlara büyük hasar verir!",
94,TipsReviveHeaderText,Revival Spell,Sort de vie,Wiederbelebung,Incantesimo vitale,Conjuro resucitador,ふっかつの じゅもん,Revival Spell,Sort de vie,Conjuro resucitador,Diriltme Büyüsü,
95,TipsReviveBodyText,"Move near an injured
teammate and press ⟦MSBT:0E00010003000000⟧
to cast a ⟦MSBT:0E00000003000400FFDE00FF⟧revival ⟦MSBT:0E00000003000400000000FF⟧spell!","Approchez-vous d'un coéquipier
tombé au combat, et appuyez sur
⟦MSBT:0E00010003000000⟧ pour le faire ⟦MSBT:0E00000003000400FFDE00FF⟧revenir à la vie ⟦MSBT:0E00000003000400000000FF⟧!","Drücke in der Nähe eines leblosen
Mitspielers ⟦MSBT:0E00010003000000⟧, um einen Zauber zur
⟦MSBT:0E00000003000400FFDE00FF⟧Wiederbelebung⟦MSBT:0E00000003000400000000FF⟧ zu wirken!","Avvicinati a un compagno ferito
e premi ⟦MSBT:0E00010003000000⟧ per lanciare un
⟦MSBT:0E00000003000400FFDE00FF⟧Incantesimo vitale⟦MSBT:0E00000003000400000000FF⟧!","Acércate a un aliado herido y
pulsa ⟦MSBT:0E00010003000000⟧ para lanzar un ⟦MSBT:0E00000003000400FFDE00FF⟧conjuro
resucitador⟦MSBT:0E00000003000400000000FF⟧.","たおれた なかまの ちかくに かけより
⟦MSBT:0E00010003000000⟧をおして ⟦MSBT:0E00000003000400FFDE00FF⟧ふっかつ⟦MSBT:0E00000003000400000000FF⟧させよう！","Move near an injured
teammate and press ⟦MSBT:0E00010003000000⟧
to cast a ⟦MSBT:0E00000003000400FFDE00FF⟧revival ⟦MSBT:0E00000003000400000000FF⟧spell!","Approchez-vous d'un coéquipier
tombé au combat, et appuyez sur
⟦MSBT:0E00010003000000⟧ pour le faire ⟦MSBT:0E00000003000400FFDE00FF⟧revenir à la vie⟦MSBT:0E00000003000400000000FF⟧!","Acércate a un aliado herido y
oprime ⟦MSBT:0E00010003000000⟧ para lanzar un ⟦MSBT:0E00000003000400FFDE00FF⟧conjuro
resucitador⟦MSBT:0E00000003000400000000FF⟧.","Yaralı bir takım arkadaşına yaklaş,
⟦MSBT:0E00010003000000⟧'e bas ve ⟦MSBT:0E00000003000400FFDE00FF⟧diriltme⟦MSBT:0E00000003000400000000FF⟧
büyüsü yap!",
96,TipsMultiPlayHeaderText,Wireless Quest,Mode sans fil,Drahtlos-Mission,Modalità wireless,Misión inalámbrica,⟦MSBT:0E00000000000C00040008006430463057309330⟧通信でクエスト,Wireless Quest,Mode sans fil,Misión inalámbrica,Kablosuz Görev,
97,TipsMultiPlayBodyText,"You'll get ⟦MSBT:0E00000003000400FFDE00FF⟧extra experience points⟦MSBT:0E00000003000400000000FF⟧
if you play in ⟦MSBT:0E00000003000400FFDE00FF⟧Wireless Quest⟦MSBT:0E00000003000400000000FF⟧ mode!","Jouez en ⟦MSBT:0E00000003000400FFDE00FF⟧mode sans fil⟦MSBT:0E00000003000400000000FF⟧, et vous
obtiendrez des ⟦MSBT:0E00000003000400FFDE00FF⟧points d'expérience
 supplémentaires⟦MSBT:0E00000003000400000000FF⟧ !","Spiele ⟦MSBT:0E00000003000400FFDE00FF⟧Drahtlos-Missionen⟦MSBT:0E00000003000400000000FF⟧, um
⟦MSBT:0E00000003000400FFDE00FF⟧zusätzliche Erfahrungspunkte
⟦MSBT:0E00000003000400000000FF⟧zu sammeln!","Se giochi in ⟦MSBT:0E00000003000400FFDE00FF⟧modalità wireless⟦MSBT:0E00000003000400000000FF⟧
ottieni ⟦MSBT:0E00000003000400FFDE00FF⟧Punti Esperienza extra⟦MSBT:0E00000003000400000000FF⟧!","La ⟦MSBT:0E00000003000400FFDE00FF⟧misión inalámbrica⟦MSBT:0E00000003000400000000FF⟧ te da puntos
de ⟦MSBT:0E00000003000400FFDE00FF⟧experiencia extra⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E00000003000400FFDE00FF⟧「⟦MSBT:0E00000000000C00040008006430463057309330⟧通信でクエスト」⟦MSBT:0E00000003000400000000FF⟧を あそべば
⟦MSBT:0E00000003000400FFDE00FF⟧より⟦MSBT:0E00000000000800020004004A304A30⟧多くの けいけんち⟦MSBT:0E00000003000400000000FF⟧が もらえるぞ！","Play ⟦MSBT:0E00000003000400FFDE00FF⟧Wireless Quest ⟦MSBT:0E00000003000400000000FF⟧mode to
get ⟦MSBT:0E00000003000400FFDE00FF⟧extra experience⟦MSBT:0E00000003000400000000FF⟧ points!","Jouez en ⟦MSBT:0E00000003000400FFDE00FF⟧mode sans fil⟦MSBT:0E00000003000400000000FF⟧, et vous
obtiendrez des ⟦MSBT:0E00000003000400FFDE00FF⟧points d'expérience⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E00000003000400FFDE00FF⟧
 supplémentaires⟦MSBT:0E00000003000400000000FF⟧!","La ⟦MSBT:0E00000003000400FFDE00FF⟧misión inalámbrica⟦MSBT:0E00000003000400000000FF⟧ te da puntos
de ⟦MSBT:0E00000003000400FFDE00FF⟧experiencia extra⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E00000003000400FFDE00FF⟧Kablosuz Görev⟦MSBT:0E00000003000400000000FF⟧ modunda
oynarsan ⟦MSBT:0E00000003000400FFDE00FF⟧ekstra EXP⟦MSBT:0E00000003000400000000FF⟧ kazanırsın!",
98,TipsMouthFeedHeaderText,Feed Me,Un petit en-cas !,Fit füttern!,Cibo rigenerante,¡Dame de comer!,くちうつしで かいふく,Feed Me,Ravitaillement,¡Dame de comer!,Besle,
99,TipsMouthFeedBodyText,"Pick up some food and ⟦MSBT:0E00000003000400FFDE00FF⟧feed⟦MSBT:0E00000003000400000000FF⟧
it to a teammate to restore
their stamina!","Ramassez de la nourriture et
⟦MSBT:0E00000003000400FFDE00FF⟧donnez-la⟦MSBT:0E00000003000400000000FF⟧ à un coéquipier pour
qu'il récupère un peu de santé.","Sammle Snacks und ⟦MSBT:0E00000003000400FFDE00FF⟧füttere⟦MSBT:0E00000003000400000000FF⟧ damit
einen Mitspieler ⟦MSBT:0E00000003000400FFDE00FF⟧fit⟦MSBT:0E00000003000400000000FF⟧, um seine Kraft
aufzufrischen.","Raccogli del cibo e ⟦MSBT:0E00000003000400FFDE00FF⟧dallo da
mangiare⟦MSBT:0E00000003000400000000FF⟧ a un compagno, così
da ripristinare la sua energia!","Coge comida y ⟦MSBT:0E00000003000400FFDE00FF⟧dásela⟦MSBT:0E00000003000400000000FF⟧ a un aliado
para que recupere vida.","たべものを とって なかまに ⟦MSBT:0E000000000008000200040061304B30⟧近づこう！
⟦MSBT:0E00000003000400FFDE00FF⟧くちうつし⟦MSBT:0E00000003000400000000FF⟧で たいりょく かいふくだ！","Pick up some food and ⟦MSBT:0E00000003000400FFDE00FF⟧feed⟦MSBT:0E00000003000400000000FF⟧
it to a teammate to restore
his or her stamina!","Ramassez de la nourriture et
⟦MSBT:0E00000003000400FFDE00FF⟧donnez-la⟦MSBT:0E00000003000400000000FF⟧ à un coéquipier pour
qu'il récupère un peu de santé.","Recoge comida y ⟦MSBT:0E00000003000400FFDE00FF⟧dásela⟦MSBT:0E00000003000400000000FF⟧ a un aliado
para que recupere vida.","Yemek alıp bir takım arkadaşını
⟦MSBT:0E00000003000400FFDE00FF⟧besle⟦MSBT:0E00000003000400000000FF⟧; dayanıklılığı
yenilensin!",
100,TipsGuardHeaderText,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Guard,Se protéger avec ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Blocken,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Parata,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Cubrirse,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧で ガード,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Guard,Se protéger avec ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Cubrirse,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Korun,
101,TipsGuardBodyText,"Press ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ to ⟦MSBT:0E00000003000400FFDE00FF⟧guard
⟦MSBT:0E00000003000400000000FF⟧against enemy attacks!","Appuyez sur ⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧ pour
⟦MSBT:0E00000003000400FFDE00FF⟧vous protéger⟦MSBT:0E00000003000400000000FF⟧ contre les
attaques des ennemis.","Drücke ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧, um gegnerische
Attacken zu ⟦MSBT:0E00000003000400FFDE00FF⟧blocken⟦MSBT:0E00000003000400000000FF⟧!","Premi ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ per ⟦MSBT:0E00000003000400FFDE00FF⟧parare
⟦MSBT:0E00000003000400000000FF⟧gli attacchi dei nemici!","Pulsa ⟦MSBT:0E00010004000000⟧ o ⟦MSBT:0E00010005000000⟧ para ⟦MSBT:0E00000003000400FFDE00FF⟧cubrirte ⟦MSBT:0E00000003000400000000FF⟧y
protegerte de los ataques
enemigos.","⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧で てきの こうげきを ⟦MSBT:0E00000003000400FFDE00FF⟧ガード！⟦MSBT:0E00000003000400000000FF⟧ 
ダメージを うけないぞ！","Press ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ to ⟦MSBT:0E00000003000400FFDE00FF⟧guard
⟦MSBT:0E00000003000400000000FF⟧against enemy attacks!","Appuyez sur ⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧ pour
⟦MSBT:0E00000003000400FFDE00FF⟧vous protéger⟦MSBT:0E00000003000400000000FF⟧ contre les
attaques des ennemis.","Oprime ⟦MSBT:0E00010004000000⟧ o ⟦MSBT:0E00010005000000⟧ para ⟦MSBT:0E00000003000400FFDE00FF⟧cubrirte ⟦MSBT:0E00000003000400000000FF⟧y
protegerte de los ataques
enemigos.","⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ ile ⟦MSBT:0E00000003000400FFDE00FF⟧korun⟦MSBT:0E00000003000400000000FF⟧,
düşman saldırılarını engelle!",
102,TipsJustGuardHeaderText,Perfect Guard,Protection optimale,Perfekter Block,Parata perfetta,Defensa perfecta,ジャストガード,Perfect Guard,Protection optimale,Defensa perfecta,Kusursuz Korunma,
103,TipsJustGuardBodyText,"Guard at the last second before an
attack to execute a ⟦MSBT:0E00000003000400FFDE00FF⟧Perfect Guard⟦MSBT:0E00000003000400000000FF⟧!","Protégez-vous juste avant
qu'un ennemi vous attaque
pour une ⟦MSBT:0E00000003000400FFDE00FF⟧protection optimale ⟦MSBT:0E00000003000400000000FF⟧!","Blocke kurz vor einem Angriff, um
den ⟦MSBT:0E00000003000400FFDE00FF⟧perfekten Block⟦MSBT:0E00000003000400000000FF⟧ auszuführen.","Per eseguire una ⟦MSBT:0E00000003000400FFDE00FF⟧parata
perfetta⟦MSBT:0E00000003000400000000FF⟧, effettuala un
istante prima dell'attacco!","Para una ⟦MSBT:0E00000003000400FFDE00FF⟧defensa perfecta⟦MSBT:0E00000003000400000000FF⟧,
¡cúbrete justo antes de que
te ataquen!","こうげきを うけるタイミングで
ガードすれば ⟦MSBT:0E00000003000400FFDE00FF⟧ジャストガード ⟦MSBT:0E00000003000400000000FF⟧はつどう！","Guard at the last second before an
attack to execute a ⟦MSBT:0E00000003000400FFDE00FF⟧Perfect Guard⟦MSBT:0E00000003000400000000FF⟧!","Protégez-vous juste avant
qu'un ennemi vous attaque
pour une ⟦MSBT:0E00000003000400FFDE00FF⟧protection optimale⟦MSBT:0E00000003000400000000FF⟧!","Para una ⟦MSBT:0E00000003000400FFDE00FF⟧defensa perfecta⟦MSBT:0E00000003000400000000FF⟧,
¡cúbrete justo antes de que
te ataquen!","Saldırıdan hemen önce korunup
⟦MSBT:0E00000003000400FFDE00FF⟧Kusursuz Korunma⟦MSBT:0E00000003000400000000FF⟧ yap!",
104,UnlockDialogQuest2Text,⟦MSBT:0E00000003000400FF4B32FF⟧Quest 2⟦MSBT:0E00000003000400000000FF⟧ is now unlocked!,La ⟦MSBT:0E00000003000400FF4B32FF⟧quête 2⟦MSBT:0E00000003000400000000FF⟧ est disponible !,"⟦MSBT:0E00000003000400FF4B32FF⟧Mission 2⟦MSBT:0E00000003000400000000FF⟧ ist jetzt
freigeschaltet!",Hai sbloccato la ⟦MSBT:0E00000003000400FF4B32FF⟧Missione 2⟦MSBT:0E00000003000400000000FF⟧!,⟦MSBT:0E000000020002005A00⟧Has desbloqueado la ⟦MSBT:0E00000003000400FF4B32FF⟧misión 2⟦MSBT:0E00000003000400000000FF⟧. ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000003000400FF4B32FF⟧クエスト２⟦MSBT:0E00000003000400000000FF⟧が かいほうされた！,⟦MSBT:0E00000003000400FF4B32FF⟧Quest 2⟦MSBT:0E00000003000400000000FF⟧ is now unlocked!,La ⟦MSBT:0E00000003000400FF4B32FF⟧quête 2⟦MSBT:0E00000003000400000000FF⟧ est disponible!,⟦MSBT:0E000000020002005A00⟧Has desbloqueado la ⟦MSBT:0E00000003000400FF4B32FF⟧misión 2⟦MSBT:0E00000003000400000000FF⟧. ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000003000400FF4B32FF⟧Görev 2⟦MSBT:0E00000003000400000000FF⟧ açıldı!,
105,UnlockDialogQuest3And4Text,"⟦MSBT:0E00000003000400FF4B32FF⟧Quests 3⟦MSBT:0E00000003000400000000FF⟧ and ⟦MSBT:0E00000003000400FF4B32FF⟧4 ⟦MSBT:0E00000003000400000000FF⟧are
now unlocked!","Les ⟦MSBT:0E00000003000400FF4B32FF⟧quêtes 3⟦MSBT:0E00000003000400000000FF⟧ et ⟦MSBT:0E00000003000400FF4B32FF⟧4⟦MSBT:0E00000003000400000000FF⟧ sont
disponibles !","⟦MSBT:0E00000003000400FF4B32FF⟧Mission 3⟦MSBT:0E00000003000400000000FF⟧ und ⟦MSBT:0E00000003000400FF4B32FF⟧4 ⟦MSBT:0E00000003000400000000FF⟧sind
jetzt freigeschaltet.","Hai sbloccato
le ⟦MSBT:0E00000003000400FF4B32FF⟧Missioni 3 ⟦MSBT:0E00000003000400000000FF⟧e ⟦MSBT:0E00000003000400FF4B32FF⟧4⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005A00⟧Has desbloqueado las
⟦MSBT:0E00000003000400FF4B32FF⟧misiones 3 ⟦MSBT:0E00000003000400000000FF⟧y ⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF4B32FF⟧4⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002005A00⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧クエスト３⟦MSBT:0E00000003000400000000FF⟧と ⟦MSBT:0E00000003000400FF4B32FF⟧クエスト４⟦MSBT:0E00000003000400000000FF⟧が 
かいほうされた！","⟦MSBT:0E00000003000400FF4B32FF⟧Quests 3⟦MSBT:0E00000003000400000000FF⟧ and ⟦MSBT:0E00000003000400FF4B32FF⟧4 ⟦MSBT:0E00000003000400000000FF⟧are
now unlocked!","Les ⟦MSBT:0E00000003000400FF4B32FF⟧quêtes 3⟦MSBT:0E00000003000400000000FF⟧ et ⟦MSBT:0E00000003000400FF4B32FF⟧4⟦MSBT:0E00000003000400000000FF⟧ sont
disponibles!","⟦MSBT:0E000000020002005A00⟧Has desbloqueado las
⟦MSBT:0E00000003000400FF4B32FF⟧misiones 3 ⟦MSBT:0E00000003000400000000FF⟧y ⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF4B32FF⟧4⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002005A00⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Görev 3⟦MSBT:0E00000003000400000000FF⟧ ve ⟦MSBT:0E00000003000400FF4B32FF⟧4⟦MSBT:0E00000003000400000000FF⟧
açıldı!",
106,UnlockDialogQuest5Text,"⟦MSBT:0E00000003000400FF4B32FF⟧Quest 5⟦MSBT:0E00000003000400000000FF⟧ is now unlocked!
Prepare for the final battle!",La ⟦MSBT:0E00000003000400FF4B32FF⟧quête 5⟦MSBT:0E00000003000400000000FF⟧ est disponible !,"⟦MSBT:0E00000003000400FF4B32FF⟧Mission 5⟦MSBT:0E00000003000400000000FF⟧ ist jetzt
freigeschaltet! Bist du bereit
für deinen letzten Kampf?","Hai sbloccato la ⟦MSBT:0E00000003000400FF4B32FF⟧Missione 5⟦MSBT:0E00000003000400000000FF⟧!
Preparati per lo scontro
finale!","⟦MSBT:0E000000020002005A00⟧Has desbloqueado la ⟦MSBT:0E00000003000400FF4B32FF⟧misión 5⟦MSBT:0E00000003000400000000FF⟧.
¡Prepárate para la batalla final!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧クエスト５⟦MSBT:0E00000003000400000000FF⟧が かいほうされた！
ラストバトルに ⟦MSBT:0E00000000000C00040008005730873046308A30⟧勝利せよ！","⟦MSBT:0E00000003000400FF4B32FF⟧Quest 5⟦MSBT:0E00000003000400000000FF⟧ is now unlocked!
Prepare for the final battle!",La ⟦MSBT:0E00000003000400FF4B32FF⟧quête 5⟦MSBT:0E00000003000400000000FF⟧ est disponible!,"⟦MSBT:0E000000020002005A00⟧Has desbloqueado la ⟦MSBT:0E00000003000400FF4B32FF⟧misión 5⟦MSBT:0E00000003000400000000FF⟧.
¡Prepárate para la batalla final!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Görev 5⟦MSBT:0E00000003000400000000FF⟧ açıldı!
Son savaşa hazırlan!",
107,UnlockDialogQuestExText,"⟦MSBT:0E00000003000400FF4B32FF⟧Quest EX ⟦MSBT:0E00000003000400000000FF⟧is unlocked.
Can you claim victory
in the true final battle?","La ⟦MSBT:0E00000003000400FF4B32FF⟧quête EX⟦MSBT:0E00000003000400000000FF⟧ est disponible.
Saurez-vous relever
cet ultime défi ?","⟦MSBT:0E00000003000400FF4B32FF⟧Mission X ⟦MSBT:0E00000003000400000000FF⟧ist jetzt
freigeschaltet. Wirst du auch
im allerletzten Kampf siegen
können?","Hai sbloccato la ⟦MSBT:0E00000003000400FF4B32FF⟧Missione X⟦MSBT:0E00000003000400000000FF⟧!
Farai tua la vittoria nel vero
scontro finale?","⟦MSBT:0E000000020002005A00⟧Has desbloqueado la ⟦MSBT:0E00000003000400FF4B32FF⟧misión +⟦MSBT:0E00000003000400000000FF⟧.
¡Se acerca la batalla definitiva!⟦MSBT:0E000000020002006400⟧","なんと ⟦MSBT:0E00000003000400FF4B32FF⟧クエストEX⟦MSBT:0E00000003000400000000FF⟧が
かいほうされた！
⟦MSBT:0E000000000008000200040057309330⟧真のラストバトルに ⟦MSBT:0E00000000000C00040008005730873046308A30⟧勝利できるか？","⟦MSBT:0E00000003000400FF4B32FF⟧Quest EX ⟦MSBT:0E00000003000400000000FF⟧is unlocked.
Can you claim victory
in the true final battle?","La ⟦MSBT:0E00000003000400FF4B32FF⟧quête EX⟦MSBT:0E00000003000400000000FF⟧ est disponible.
Saurez-vous relever
cet ultime défi?","⟦MSBT:0E000000020002005A00⟧Has desbloqueado la ⟦MSBT:0E00000003000400FF4B32FF⟧misión EX⟦MSBT:0E00000003000400000000FF⟧.
¡Se acerca la batalla definitiva!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Görev EX⟦MSBT:0E00000003000400000000FF⟧ açıldı.
Gerçek son savaşta
kazanabilir misin?",
108,UnlockDialogCPSingleText,"Hearing of your exploits,
⟦MSBT:0E00000003000400FF4B32FF⟧a friend has joined the team⟦MSBT:0E00000003000400000000FF⟧!","Vos exploits font le tour du
monde. ⟦MSBT:0E00000003000400FF4B32FF⟧Un nouvel allié a
décidé de se joindre à vous ⟦MSBT:0E00000003000400000000FF⟧!","Dein Ruhm wächst, und
⟦MSBT:0E00000003000400FF4B32FF⟧ein Freund hat sich dir
angeschlossen⟦MSBT:0E00000003000400000000FF⟧!","Avendo saputo delle tue
gesta, ⟦MSBT:0E00000003000400FF4B32FF⟧un amico si è unito
alla squadra⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005A00⟧Al oír tus hazañas, ⟦MSBT:0E00000003000400FF4B32FF⟧un aliado⟦MSBT:0E000000020002005A00⟧
ha decidido unirse a tu equipo⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","かつやくを ききつけて
⟦MSBT:0E00000003000400FF4B32FF⟧おともが ⟦MSBT:0E00000000000A0004000600723068308A30⟧１人 なかまになった！⟦MSBT:0E00000003000400000000FF⟧","Hearing of your exploits,
⟦MSBT:0E00000003000400FF4B32FF⟧a friend has joined the team⟦MSBT:0E00000003000400000000FF⟧!","Vos exploits font le tour du
monde. ⟦MSBT:0E00000003000400FF4B32FF⟧Un nouvel allié a
décidé de se joindre à vous⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005A00⟧Al oír tus hazañas, ⟦MSBT:0E00000003000400FF4B32FF⟧un aliado⟦MSBT:0E000000020002005A00⟧
ha decidido unirse a tu equipo⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Başarıların duyuldu!
⟦MSBT:0E00000003000400FF4B32FF⟧Bir arkadaş takıma katıldı⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧",
109,UnlockDialogCPSingleCompleteText,"Hearing of your exploits,
⟦MSBT:0E00000003000400FF4B32FF⟧a friend has joined the team!
⟦MSBT:0E00000003000400000000FF⟧Your team is now full!","⟦MSBT:0E00000003000400FF4B32FF⟧Un nouvel allié a décidé de
se joindre à vous⟦MSBT:0E00000003000400000000FF⟧. Votre
équipe est au complet !","Dein Ruhm wächst, und
⟦MSBT:0E00000003000400FF4B32FF⟧ein Freund hat sich dir
angeschlossen⟦MSBT:0E00000003000400000000FF⟧! Dein Team
ist jetzt komplett!","Avendo saputo delle tue
gesta, ⟦MSBT:0E00000003000400FF4B32FF⟧un amico si è unito
alla squadra⟦MSBT:0E00000003000400000000FF⟧! Sei al completo!","⟦MSBT:0E000000020002005A00⟧Al oír tus hazañas, ⟦MSBT:0E00000003000400FF4B32FF⟧un aliado⟦MSBT:0E000000020002005A00⟧
ha decidido unirse a tu equipo⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧.
¡Ahora tu equipo está completo!⟦MSBT:0E000000020002006400⟧","かつやくを ききつけて
⟦MSBT:0E00000003000400FF4B32FF⟧おともが ⟦MSBT:0E00000000000A0004000600723068308A30⟧１人 なかまになった！⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000000000A000400060088306B309330⟧４人のなかまが そろったぞ！","Hearing of your exploits,
⟦MSBT:0E00000003000400FF4B32FF⟧a friend has joined the team!
⟦MSBT:0E00000003000400000000FF⟧Your team is now full!","⟦MSBT:0E00000003000400FF4B32FF⟧Un nouvel allié a décidé de
se joindre à vous⟦MSBT:0E00000003000400000000FF⟧. Votre
équipe est complète!","⟦MSBT:0E000000020002005A00⟧Al oír tus hazañas, ⟦MSBT:0E00000003000400FF4B32FF⟧un aliado⟦MSBT:0E000000020002005A00⟧
ha decidido unirse a tu equipo⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧.
¡Ahora tu equipo está completo!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Başarıların duyuldu!
⟦MSBT:0E00000003000400FF4B32FF⟧Bir arkadaş takıma katıldı⟦MSBT:0E00000003000400000000FF⟧!
Takımın artık dolu!⟦MSBT:0E000000020002006400⟧",
