index,label,English,German,Spanish,French,Italian,Turkish,official_max_lines,official_max_px,turkish_lines,turkish_max_px,fit_ratio,fit_status,control_status,translation_status,translator_note
642,G_Fak1_00_003,"Remember that, OK? You don't
always need to use EVERYTHING. ","Denk bitte daran, in Ordnung? Du
musst nicht immer ALLES nutzen.","Tenlo en cuenta, ¿eh? ¡A veces
no hay que usar todas las cosas!","Alors, fais attention et souviens-toi qu'il
n'est pas nécessaire de TOUT utiliser !","Fai attenzione, ok? Ricordati che non
è sempre necessario utilizzare tutto!","Bunu unutma, tamam mı? Her zaman
HER ŞEYİ kullanmak zorunda değilsin.",2,550,2,514,0.935,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
643,G_Fak1_00_004,"A few other Pullblox out here are tricky
like that, too, but don't worry...","Einige weitere Pullblox sind auch so
knackig, aber sei ganz unbesorgt!","Hay otros Pullblox igual de difíciles,
pero tú no te preocupes.","Il y a d'autres Pullblox un peu tordus
comme ça, ici, mais ne t'inquiète pas...","Ci sono altri Pullblox un po' complicati
come questo, ma non preoccuparti...","Buradaki birkaç Pullblox da böyle
zorludur; ama merak etme...",2,541,2,457,0.845,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
644,G_Fak1_00_005,"I'll watch over you, and a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧reset switch⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
will always be there too! Good luck!","Ich passe auf dich auf. Es gibt ja auch
noch den ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Rücksetzschalter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧! Viel Glück!","Yo estaré pendiente, además tienes
el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Cuadrablox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧. ¡Buena suerte, hijo!","Je veillerai sur toi, et le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧réinitialisateur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
est là, à ta disposition. Bonne chance !","Veglierò io su di te e poi c'è sempre
l'⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧interruttore reset⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, no? Buona fortuna!","Ben seni kollarım.
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧sıfırlama düğmesi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ de var. Bol şans!",2,538,2,464,0.862,OK,OK,REVIEWED,Son piksel genişliği turunda elle kısaltıldı.
645,G_Fak1_00_010,"Uh-oh! You got tricked!
You don't need to use THAT one.","Oh oh! Du wurdest ausgetrickst!
DIESEN Schalter brauchst du nicht.","¡Oh, oh! ¡Te has liado!
¡¡Ese pulsador no!!","Oh, oh ! Tu t'es fait piéger ! Il ne
fallait PAS activer ce mécanisme-là...","Oh oh oh! Ci sei cascato! Quello
era un congegno che non ti serviva...","Eyvah! Tuzağa düştün!
ONU kullanmana gerek yok.",2,512,2,379,0.740,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
646,G_Fak1_00_020,"Good work, lad!
That's the one you want!","Gute Arbeit, Kleiner!
Das ist der richtige Schalter!","¡Ese sí, hijo!
¡Ese es el pulsador que necesitas!","Bien joué, petit ! C'était le
bon mécanisme à activer !","Molto bene, figliolo! Quello
era proprio il congegno giusto!","Aferin evlat!
İşte kullanman gereken o!",2,447,2,349,0.781,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
647,G_Fak1_00_030,"If you make a wrong move,
just use the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧reset switch⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Betätige den ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Rücksetzschalter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, wenn
du einen falschen Zug gemacht hast.","Si te equivocas al mover algo,
usa el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Cuadrablox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Si tu as fait une fausse manœuvre,
utilise donc le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧réinitialisateur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Se commetti un errore,
usa l'⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧interruttore reset⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Yanlış bir hamle yaparsan,
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧sıfırlama düğmesini⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ kullan yeter.",2,501,2,445,0.888,OK,OK,REVIEWED,Kontrol kodları kaynakla birebir korunarak elle yerelleştirildi.
648,Guide_Fak1_01,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
649,G_Fak1_01_000,"Be careful not to get tricked
by unnecessary gadgets...","Lass dich von überflüssigen
Vorrichtungen nicht verwirren!","Algunos de mis inventos solo servirán
para despistarte, ¡no dejes que te líen!","Fais bien attention à ne pas te laisser
piéger par des mécanismes inutiles...","Fai attenzione a non lasciarti trarre
in inganno da congegni inutili...","Gereksiz düzeneklerin
seni kandırmasına dikkat et...",2,525,2,406,0.773,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
650,Guide_Edit_00,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
651,G_Edit_00_000,This is ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF971EFF⟧Pullblox Studio⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Das ist das ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF971EFF⟧Pullbloxstudio⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Este es el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF971EFF⟧estudio de los Pullblox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Voici l'⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF971EFF⟧Atelier Pullblox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Questo è lo ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF971EFF⟧studio dei Pullblox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Burası ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF971EFF⟧Pullblox Studio⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,1,440,1,303,0.689,OK,OK,REVIEWED,Kontrol kodları kaynakla birebir korunarak elle yerelleştirildi.
652,G_Edit_00_001,"You can create your own
original Pullblox here!","Hier kannst du deine eigenen
originellen Pullblox erstellen!","¡Aquí puedes crear
tus propios Pullblox!","Vous pouvez y créer vos
propres Pullblox originaux !","Qui potrai creare i tuoi
Pullblox originali!","Burada kendi özgün
Pullblox’larını yapabilirsin!",2,401,2,372,0.928,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
653,G_Edit_00_010,Use the tools you see here,"Verwende die Werkzeuge, die
du hier siehst,",Usa las herramientas de aquí...,Utilisez les différents outils disponibles,Utilizza i vari attrezzi disponibili,Burada gördüğün araçları kullanarak,2,529,1,511,0.966,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
654,G_Edit_00_011,to place ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocks⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ and gadgets.,"um ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Blöcke⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ und Vorrichtungen
zu platzieren.",para poner ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloques⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ e inventos aquí.,"pour placer sur la grille des
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocs⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ et des mécanismes.","per sistemare i ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocchi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ e
i congegni sulla griglia.","şu ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blokları⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ve düzenekleri
yerleştir.",2,480,2,349,0.727,OK,OK,REVIEWED,Vurgu semantiği ve sığma için kontrol kodları korunarak elle revize edildi.
655,G_Edit_00_020,"You can use up to 10 colours to
decorate the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocks⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ in a Pullblox.","Du kannst die ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Blöcke⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ eines Pullblox
mit bis zu 10 Farben dekorieren.","Puedes usar hasta 10 colores
para los ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloques⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ de los Pullblox.","Vous pouvez utiliser jusqu'à
10 couleurs pour les ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocs⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ du Pullblox.","Per decorare i ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocchi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ di un Pullblox,
puoi utilizzare fino a 10 colori diversi.","Bir Pullblox’taki ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blokları⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ süslemek
için 10 renge kadar kullanabilirsin.",2,514,2,476,0.926,OK,OK,REVIEWED,Kontrol kodları kaynakla birebir korunarak elle yerelleştirildi.
656,G_Edit_00_021,"To change the colours in your palette, 
touch the palette editor over here.","Die Farbe deiner Wahl
kannst du hier festlegen.","Los colores se seleccionan
en esta paleta de aquí.","Touchez l'icône en forme de palette
pour changer les couleurs disponibles.","Tocca l'icona a forma di tavolozza
per cambiare i colori disponibili.","Paletindeki renkleri değiştirmek için
şuradaki palet düzenleyicisine dokun.",2,518,2,513,0.990,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
657,G_Edit_00_030,"If a project gets so big that you need
help finding your way around it,","Wenn ein Projekt so groß wird, dass du
Orientierungshilfe benötigst,","Si haces un diseño demasiado grande
y pierdes la perspectiva,","Pour pouvoir mieux vous repérer si
votre création est de grande taille,","Se il progetto diventa troppo grande
e inizi ad avere qualche difficoltà,","Projen büyüyüp içinde yolunu
bulmak zorlaşırsa,",2,521,2,397,0.762,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
658,G_Edit_00_031,use these buttons to zoom in and out.,"verwende diese Knöpfe, um
hinein- und herauszuzoomen.","usa estos botones para ampliar
y reducir la imagen.","utilisez ces icônes pour modifier
le grossissement de la grille.","usa queste icone per ingrandire
o rimpicciolire la griglia.","bu düğmelerle yakınlaşıp
uzaklaşabilirsin.",2,499,2,338,0.677,OK,OK,REVIEWED,Son sığma/bağlam kontrolünde elle revize edildi.
659,G_Edit_00_040,"This button will erase
everything all at once.","Mit diesem Knopf lässt sich
alles auf einmal löschen.","Con este botón, podrás borrarlo
todo de una vez.","Cette icône vous permet d'effacer d'un
seul coup tout le contenu de la grille.","Con questa icona cancellerai in un solo
colpo tutto il contenuto della griglia.","Bu düğme her şeyi
tek seferde siler.",2,520,2,240,0.462,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
660,G_Edit_00_050,"If you make a mistake, you can
use this button to undo it.","Einen Fehler kannst du mit diesem
Knopf rückgängig machen.","Si haces algo por error,
puedes deshacerlo con este botón.","Si vous faites une fausse manipulation,
cette icône vous permet de l'annuler.","Se fai uno sbaglio, questa icona ti
permette di annullare l'ultima azione.","Hata yaparsan bu düğmeyle
son işlemi geri alabilirsin.",2,524,2,382,0.729,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
661,G_Edit_00_060,"When there's nothing on the canvas,","Wenn sich keine ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Blöcke⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ auf der
Leinwand befinden,","Cuando no haya ningún ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
en el lienzo...","Quand il n'y a rien sur la grille,","Se la griglia è completamente vuota,","Tuval tamamen boşken,",2,496,1,317,0.639,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
662,G_Edit_00_061,"you can use the ""Copy"" option that
appears on this button.","kannst du die Option Kopier. verwen-
den, die auf diesem Knopf erscheint.","aquí aparecerá el botón ""Copiar""...",l'option « Copier » est proposée ici.,"puoi selezionare l'opzione ""Copia""
che comparirà su questo pulsante.","bu düğmede beliren “Kopyala”
seçeneğini kullanabilirsin.",2,508,2,410,0.807,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
663,G_Edit_00_062,"It lets you copy a Pullblox you've
solved in Pullblox Park or created here,","Damit lässt sich ein im Pullbloxpark
gelöstes, ein hier erstelltes oder","y podrás copiar un Pullblox ya resuelto
en Villa Pullblox o creado aquí...","Elle permet de copier sur la grille un
Pullblox déjà terminé dans le parc,","Ti consente di copiare un Pullblox che
hai già risolto nel parco, uno di quelli","Pullblox Park’ta çözdüğün ya da
burada yaptığın bir Pullblox’u,",2,535,2,438,0.819,OK,OK,REVIEWED,Son manuel Türkçe kalite taramasında doğrulandı.
664,G_Edit_00_063,"or copy a Pullblox that
I've been working on.","ein Pullblox, an dem ich bereits
gearbeitet habe, kopieren.","¡o incluso uno de los Pullblox
en los que aún esté trabajando!","un Pullblox créé dans l'atelier, ou une
de mes créations encore en chantier.","creati nello studio oppure uno su cui
sto attualmente lavorando.","hatta benim üzerinde çalıştığım bir
Pullblox’u bile kopyalayabilirsin.",2,506,2,475,0.939,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
665,G_Edit_00_064,"When there's something on the canvas,
the ""Test"" option will appear here.","Befindet sich etwas auf der Leinwand,
erscheint die Option Test hier.","Cuando haya ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloques⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ en el lienzo,
aquí aparecerá el botón ""Probar"".","S'il y a déjà des ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocs⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sur la grille,
l'option « Tester » s'affiche à la place.","Se sulla griglia è già presente
qualcosa, comparirà l'opzione ""Prova"".","Tuvalde bir şey olduğunda burada
“Test” seçeneği belirir.",2,526,2,458,0.871,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
666,G_Edit_00_065,"It will let you try out the Pullblox
that you're currently working on.","Mit ihrer Hilfe kannst du das Pullblox
testen, an dem du gerade arbeitest.","Con él podrás probar el Pullblox
en el que estés trabajando.","En la sélectionnant, vous pouvez tester
le Pullblox sur lequel vous travaillez.","Selezionandola, potrai provare
il Pullblox che stai creando.","Üzerinde çalıştığın Pullblox’u
denemeni sağlar.",2,531,2,395,0.744,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
667,G_Edit_00_070,"When you're ready to ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧save⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ a Pullblox
or want to leave the studio, touch this.","Berühr hier zum ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧Speichern⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ eines
Pullblox oder Verlassen des Studios.","Cuando quieras ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧guardar⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ un Pullblox
o salir del estudio, toca aquí.","Pour ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧sauvegarder⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ votre Pullblox ou
pour quitter l'atelier, touchez « Fini ».","Tocca ""Fine"" se vuoi ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧salvare⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ il tuo
Pullblox o vuoi uscire dallo studio.","Pullblox’u ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧kaydetmek⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ya da
Studio’dan çıkmak için buna dokun.",2,523,2,479,0.916,OK,OK,REVIEWED,Vurgu semantiği ve sığma için kontrol kodları korunarak elle revize edildi.
668,G_Edit_00_080,"If you forget what a button does,","Wenn du die Funktion eines
Knopfes vergessen solltest,","Si se te olvidan las funciones
de los botones...","Si vous avez oublié à quoi sert une
icône ou une option de l'atelier,","Se non ti ricordi a cosa serve un'icona
o un'opzione dello studio,","Bir düğmenin işlevini
unutursan,",2,509,2,280,0.550,OK,OK,REVIEWED,Son sığma/bağlam kontrolünde elle revize edildi.
669,G_Edit_00_081,touch it once to see an explanation.,"berühr ihn ein Mal, um dir eine
Erklärung anzeigen zu lassen.",tócalos una vez para ver su utilidad.,"il vous suffit de la toucher pour voir
une explication s'afficher à cet endroit.","toccala per visualizzare
una spiegazione dettagliata.",açıklamasını görmek için bir kez dokun.,2,538,1,533,0.991,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
670,G_Edit_00_082,"Press  or  to fast-forward
through the message.","Drück  oder , um dir die Nachricht
im Schnelldurchlauf anzeigen zu lassen.","Pulsa  o  para que el mensaje
avance más rápido.","Appuyez sur  ou  pour faire
défiler ce message en accéléré.","Premi  o  per far avanzare
velocemente il messaggio.","Mesajı hızla ilerletmek için
 veya  tuşuna bas.",2,536,2,369,0.688,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
671,G_Edit_00_090,"Well, that's really all there is to it...","So, das sollte eigentlich
alles gewesen sein...","Bueno, pues poco más...","Eh bien voilà, je crois que je vous ai
présenté tout ce qu'il y a dans l'atelier.","Bene, credo di averti dato tutte
le informazioni necessarie.",Evet... Aslında hepsi bu kadar.,2,530,1,414,0.781,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
672,G_Edit_00_091,"If you want to hear any of this again,
just touch this button over here.","Wenn du Teile hiervon noch einmal
hören willst, berühr diesen Knopf hier.","Si quieres que te repita algo,
solo tienes que tocar aquí.","Pour réécouter ces explications, il vous
suffit de toucher l'option « Aide », ici.","Se vuoi ascoltare nuovamente la mia
spiegazione, tocca ""Aiuto"" qui sotto.","Bunu yeniden dinlemek istersen
şuradaki düğmeye dokun.",2,525,2,426,0.811,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
673,G_Edit_00_092,"Right, then. It's your turn to get
creative and make some Pullblox! ","Jetzt liegt es an dir, kreativ zu werden
und ein paar Pullblox zu erstellen.","Bueno, te toca. ¡Seguro que haces
Pullblox muy creativos!","Maintenant, à vous de faire preuve de
créativité pour inventer des Pullblox !","Ora dai libero sfogo alla tua creatività
e crea i tuoi Pullblox personali!","Pekâlâ! Şimdi sıra sende. Yaratıcılığını
konuştur ve Pullblox yap!",2,530,2,526,0.992,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
674,Guide_Edit_01,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
675,G_Edit_01_000,"It looks like you can now
use the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧pullout switch⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Sieht so aus, als könntest du jetzt
den ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Rausziehschalter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ verwenden!",¡Ya puedes usar el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Sacablox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!,"Oh, oh ! Vous pouvez à présent
utiliser vous aussi des ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧extracteurs⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ !","Pare che adesso tu possa utilizzare
anche il ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧tirablocchi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Görünüşe göre artık ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧çekme
düğmesini⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ kullanabiliyorsun!",2,475,2,388,0.817,OK,OK,REVIEWED,Kontrol kodları kaynakla birebir korunarak elle yerelleştirildi.
676,G_Edit_01_020,"It looks like you can
now use ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manholes⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Sieht so aus, als könntest du
jetzt ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstiege⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ verwenden!",¡Ya puedes usar los ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!,"Oh, oh ! Vous pouvez à présent
utiliser vous aussi des ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧puits à échelle⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ !","Pare che adesso tu possa
utilizzare anche le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Görünüşe göre artık
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçitleri⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ kullanabiliyorsun!",2,510,2,369,0.724,OK,OK,REVIEWED,Kontrol kodları kaynakla birebir korunarak elle yerelleştirildi.
677,G_Edit_01_040,It looks like the canvas got bigger!,"Sieht so aus, als wäre die Leinwand
größer geworden!",¡El lienzo se ve más grande!,"Mais, dites-moi... La grille pour vos
créations s'est agrandie, non ?!","Mmm... Mi sembra che le dimensioni
della griglia siano aumentate!",Görünüşe göre tuval büyüdü!,2,476,1,387,0.813,OK,OK,REVIEWED,Beş resmî dil karşılaştırılarak elle yerelleştirildi.
678,Guide_How1_02,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
679,G_How1_02_000,Use  or  to move.,"Verwende  oder ,
um dich zu bewegen.",Usa  o  para moverte.,Utilise  ou  pour te déplacer.,Usa  o  per muoverti.,"Hareket için  veya 
kullan.",2,432,2,311,0.720,OK,OK,REVIEWED,Son sığma/bağlam kontrolünde elle revize edildi.
680,G_How1_02_001,Press  to ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧jump⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,"Drück , um zu ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧springen⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.",Pulsa  para ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧saltar⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Appuie sur  pour ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧sauter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Premi  per ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧saltare⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,’ya basıp ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF7417FF⟧zıpla⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,1,351,1,230,0.655,OK,OK,REVIEWED,Kontrol kodları kaynakla birebir korunarak elle yerelleştirildi.
681,G_How1_02_002,Press  to grab a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,"Drück , um einen ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ zu greifen.",Pulsa  para coger un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,"Pour attraper un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧,
maintiens  enfoncé.",Premi  per afferrare un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloğu⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ tutmak için  tuşuna bas.,2,479,1,474,0.990,OK,OK,REVIEWED,Kontrol kodları kaynakla birebir korunarak elle yerelleştirildi.
682,Guide_How1_03,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
