index,key,text,prefix_hex
724,w05_l09_forest:0:*,<squish=0.87>5-B Işıltırtıl'dan Kaçış,01
725,w05_shop_forest:0:*,<squish=0.87>5-D Cranky Kong'un Dükkânı,01
726,w06_areaname_cliff_:0:*,Uçurum,01
727,w06_l01_cliff:0:*,<squish=0.87>6-1 Yapışkan Durum,01
728,w06_l02_cliff:0:*,<squish=0.87>6-2 Tarih Öncesi Patika,01
729,w06_l03_cliff:0:*,<squish=0.87>6-4 Yuvarlanan Kayalar,01
730,w06_l04_cliff:0:*,<squish=0.87>6-3 Ağır Dengeler,01
731,w06_l05_cliff:0:*,<squish=0.87>6-5 Tehlikeli Plato,01
732,w06_l07_cliff:0:*,<squish=0.87>6-6 Dağılan Kanyon,01
733,w06_l08_cliff:0:*,<squish=0.87>6-7 Sallanan Gemi,01
734,w06_l09_cliff:0:*,<squish=0.87>6-8 Uçurum Tırmanışı,01
735,w06_l10_cliff:0:*,<squish=0.87>6-B Zorbo'nun Kulesi,01
736,w06_shop_cliff:0:*,<squish=0.87>6-D Cranky Kong'un Dükkânı,01
737,w07_areaname_factory:0:*,Fabrika,01
738,w07_l01_factory:0:*,<squish=0.87>7-1 Zehirli Dumanlar,01
739,w07_l02_factory:0:*,<squish=0.87>7-2 Ezici Çelik,01
740,w07_l03_factory:0:*,<squish=0.87>7-3 Tehlikeli Eller,01
741,w07_l04_factory:0:*,<squish=0.87>7-4 Dişlilerden Kaçış,01
742,w07_l05_factory:0:*,<squish=0.87>7-5 Dişli Koşusu,01
743,w07_l06_factory:0:*,<squish=0.87>7-6 Şalter Oyunu,01
744,w07_l07_factory:0:*,<squish=0.87>7-7 Müzik Çılgınlığı,01
745,w07_l08_factory:0:*,<squish=0.87>7-R Roket Kalkışı,01
746,w07_l10_factory:0:*,<squish=0.87>7-B Tüylü Bela,01
747,w07_shop_factory:0:*,<squish=0.87>7-D Cranky Kong'un Dükkânı,01
748,w08_areaname_volcano_:0:*,Volkan,01
749,w08_l01_volcano:0:*,<squish=0.87>8-1 Öfkeli Alevler,01
750,w08_l02_volcano:0:*,<squish=0.87>8-3 Kızgın Raylar,01
751,w08_l03_volcano:0:*,<squish=0.87>8-5 Sallanan Bazalt,01
752,w08_l03_volcano_inlevelhack:0:*,<squish=0.87>8-5 Sallanan Bazalt,01
753,w08_l04_volcano:0:*,<squish=0.87>8-2 Ateşli Roket,01
754,w08_l05_volcano:0:*,<squish=0.87>8-6 Eriyen Platformlar,01
755,w08_l06_volcano:0:*,<squish=0.87>8-4 Dumanlı Zirve,01
756,w08_l07_volcano:0:*,<squish=0.87>8-7 Yükselen Kızıl Lav,01
757,w08_l08_volcano:0:*,<squish=0.87>8-B Tiki Tong Dehşeti,01
758,w08_shop_volcano:0:*,<squish=0.87>8-D Cranky Kong'un Dükkânı,01
759,w09_areaname_secret_:0:*,Altın Tapınak,01
760,w10_areaname_cloud:0:*,Bulut,01
761,w10_l01_cloud:0:*,<squish=0.87>9-1 Ezici Sütunlar,01
762,w10_l02_cloud:0:*,<squish=0.87>9-2 Fışkıran Gayzerler,01
763,w10_l03_cloud:0:*,<squish=0.87>9-3 Dikenli Sürpriz,01
764,w10_l04_cloud:0:*,<squish=0.87>9-4 Yaramaz Köstebekler,01
765,w10_l05_cloud:0:*,<squish=0.87>9-5 Altüst,01
766,w10_l06_cloud:0:*,<squish=0.87>9-6 Katran Topu Yağmuru,01
767,w10_l07_cloud:0:*,<squish=0.87>9-7 Robot Fabrikası,01
768,w10_l08_cloud:0:*,<squish=0.87>9-8 Lav Çarklı Volkan,01
769,w10_l09_cloud:0:*,<squish=0.87>9-9 Altın Tapınak,01
770,w10_shop_cloud:0:*,<squish=0.87>9-D Cranky Kong'un Dükkânı,01
771,fileselect_areanamecharacte:9:Cloud,9,01
772,map_load_play_secret:0:*,Gir,01
773,extras_movie:0:*,Video Galerisi,01
774,extras_movie_categories:0:*,Açılış,01
775,extras_movie_categories:1:*,Savaş Öncesi,01
776,extras_movie_categories:2:*,Savaş Öncesi (DK),01
777,extras_movie_categories:3:*,Savaş Öncesi (Diddy),01
778,extras_movie_categories:4:*,Savaş Sonrası,01
779,extras_movie_categories:5:*,Savaş Sonrası (DK),01
780,extras_movie_categories:6:*,Savaş Sonrası (Diddy),01
781,extras_movie_categories:7:*,Altın Tapınak,01
782,extras_movie_categories:8:*,Tapınağın İçi,01
783,extras_movie_categories:9:*,Tapınağın İçi (DK),01
784,extras_movie_categories:10:*,Tapınağın İçi (Diddy),01
785,eol_unlock_movie:0:*,VİDEO GALERİSİ GÜNCELLENDİ!,01
786,shop_item_names:7:*,DK Varili,01
787,shop_item_names:8:*,Yeşil Balon,01
788,shop_item_names:9:*,<scale=0.9>Darbe Kalkanı,01
789,shop_item_names:10:*,Küre,01
790,shop_descriptions:7:*,İstediğin zaman bir DK Varili|kullanmanı sağlar.,01
791,shop_descriptions:8:*,Seni bir kez düşmekten kurtarır!|(Her yerde değil),01
792,shop_descriptions:9:*,Maden vagonunu veya roket varilini|geçici olarak yenilmez yapar!,01
793,shop_descriptions:10:*,Altın Tapınağa girmek için gereken|kürelerden biri.,01
794,create_new_slot_new_mode_button:0:*,Yeni Mod,01
795,create_new_slot_original_mode_button:0:*,Orijinal Mod,01
796,create_new_slot_new_mode_title:0:*,Yeni Mod,01
797,create_new_slot_original_mode_title:0:*,Orijinal Mod,01
798,create_new_slot_new_mode_description:0:*,<scale=0.8>Bu modda Donkey Kong varsayılan olarak|3 kalple başlar ve Cranky'nin dükkânında|daha fazla eşya çeşidi bulunur.||Not: Yeni oyuna başladıktan sonra|mod değiştirilemez.,01
799,create_new_slot_original_mode_description:0:*,<scale=0.8>Bu modda Donkey Kong Country Returns'ün|W** sürümündeki kurallar ve ayarlarla|oynarsın.||Not: Yeni oyuna başladıktan sonra|mod değiştirilemez.,01
800,start_game_enable_wireless_message:0:*,Kablosuz Modu Etkinleştir,01
801,host_or_join_choose_character_title:0:*,Karakterini Seç,01
802,host_or_join_choose_dk:0:*,Donkey Kong,01
803,host_or_join_choose_diddy:0:*,Diddy Kong,01
804,host_or_join_dk_title:0:*,Oyun Kur,01
805,host_or_join_dk_text_1:0:*,<scale=0.7>- Donkey Kong'u sen kontrol edersin.|- Menüleri sen kontrol edersin.|- Bu kayıt dosyasının ilerlemesi ve|<space=2>envanteri kullanılır.|- Oyun sonuçları bu kayıt dosyasına|<space=2>kaydedilir.,01
806,host_or_join_dk_text_2:0:*,\NUL,01
807,host_or_join_diddy_title:0:*,Oyuna Katıl,01
808,host_or_join_diddy_text_1:0:*,<scale=0.7>- Diddy Kong'u sen kontrol edersin.|- Menüleri kontrol edemezsin.|- Bu kayıt dosyası kullanılmaz.|- Oyun sonuçları diğer oyuncunun|<space=2>kayıt dosyasına kaydedilir.,01
809,host_or_join_diddy_text_2:0:*,\NUL,01
810,wait_for_client_waiting_for_diddy:0:*,Diddy Kong bekleniyor,01
811,accept_diddy_diddy_arrived:0:*,Diddy Kong geldi,01
812,select_dk_select_game:0:*,Kayıt Seç,01
813,select_dk_unavailable:0:*,Kullanılamıyor,01
814,select_host_waiting_for_dk:0:*,Donkey Kong bekleniyor,01
815,select_host_waiting_to_start:0:*,Oyunun başlaması bekleniyor,01
816,movie_screen_play:0:*,\9097e9e2        Oynat,01
817,movie_screen_pause:0:*,\9097e9e2        Duraklat,01
818,movie_screen_stop:0:*,\y_button_32        Durdur,01
819,inventory_screen_failure_reasons:0:*,\NUL,01
820,inventory_screen_failure_reasons:1:*,\ALT(çok oyunculuda kullanılamaz)\ALT,01
821,inventory_screen_failure_reasons:2:*,\ALT(bu bölümde kullanılamaz)\ALT,01
822,inventory_screen_failure_reasons:3:*,\NUL,01
823,inventory_screen_failure_reasons:4:*,\NUL,01
824,shop_cloud_greeting:0:INT,<squish=0.82>Bulutlarda beni görünce şaşırdın mı?|Burası ihtiyar dedenin|en sevdiği tatil yeri.|Buraya nasıl geldiğimi sorma.,01
825,shop_cloud_greeting:1:OPT,"<squish=0.82>Buraya kadar gelerek|maymunlara yaraşır|cesaretini gösterdin.|Seninle gurur duyuyorum, evlat!",01
826,shop_cloud_greeting:2:CON,<squish=0.82>Pofuduk bulutlara aldanma.|Burası dedenin gördüğü|en zorlu sınavlardan bazılarını|barındırıyor.,01
827,shop_cloud_greeting:3:CON,"<squish=0.82>Ahh, işte hayat bu.|Serin esinti, gürültücü komşu yok...|Şimdi, muzları nereye koymuştum?",01
828,shop_cloud_exit:0:CON,"<squish=0.82>Son adıma dikkat et, evlat.|Hiç de kolay değil!",01
829,shop_cloud_exit:1:INT,"<squish=0.82>Ben burada esintinin tadını çıkarıp|dönüşünü beklerim.|Stok bol, istediğin zaman uğra!",01
830,movie_screen_time:0:*,Süre:,01
831,fileselect_levelnamecharact:11:Level9,9,01
832,cloud_transition_loading:0:*,Yükleniyor,01
833,mp_client_fade_dk_selecting:0:*,Donkey Kong seçiyor...,01
834,select_file_screen_new_mode_text:0:*,Yeni Mod,01
835,select_file_screen_original_mode_text:0:*,Orijinal Mod,01
836,in_game_pause_menu_waiting_for_dk_text:0:*,Donkey Kong bekleniyor,01
837,take_a_break:0:*,Bir süredir oynuyorsun.|Biraz ara vermeye ne dersin?,01
838,home_button_notice:0:*,HOME Menüsüne dönmek için|\home tuşuna bas.,01
839,options_credits:0:*,Jenerik,01
840,cloud_entrance_name:0:*,Bulut Geçidi,01
841,pdkb_touch_activation:0:*,Kullanmak için ekrana dokun\pdkb_icon.,01
842,pre_menu_loading:0:*,Yükleniyor,01
843,credits_unlocked_in_options:0:*,JENERİK SEÇENEKLERDE AÇILDI!,01
844,mp_connection_lost:0:*,Bağlantı kesildi,01
845,mp_map_inventory_select_left:0:*,\l_button_32Seç,01
846,mp_map_inventory_select_right:0:*,\r_button_32Seç,01
847,format_save_data:0:*,Tüm DK Country Returns 3D kayıt verilerini|biçimlendirmek ister misin?,01
848,format_save_yes:0:*,\y_button_32Evet,01
849,format_save_no:0:*,\a_button_32Hayır,01
850,format_save_formatting:0:*,Biçimlendiriliyor,01
851,format_save_completed:0:*,Tamamlandı!,01
852,movie_skip_instruction:0:*,Atlamak için\start_button_32tuşuna bas,01
853,shop_orb_purchasefail:0:*,Bu küre zaten sende.,01
854,temple_somekeys_noorbpurch:0:*,Altın Tapınak'ın sırlarını|açmak için sekiz nadir|küre toplamalısın.,01
