"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Phone_Memo10_number","BDIA","BDIA","BDIA","BDIA","BDIA","BDIA","BDIA","BDIA","BDIA","BDIA"
"Phone_Memo10_call_00","Dev Burger'a hoş geldiniz! Ne alırdınız? Büyük patates? Tabii! Çıtır nugget? Tabii! Ekstra ketçaplı üç tane üçlü burger? Tabii—hem de gülümseyerek! Şey, ne? Hayır, cidden. Gülümsüyorum. Hem de baya baya.","Welcome to Gigantaburger! What can I get ya? Large fries? Sure! Crispy nuggets? Sure! Three triple burgers with extra ketchup? Sure—and with a smile! Um, what? No, really. I am smiling. Really really. Your order will be ready when you drive up to the window. And I'll have your smile too!","Welcome to Gigantaburger! What can I get ya? Large fries? Sure! Crispy nuggets? Sure! Three triple burgers with extra ketchup? Sure—and with a smile! Um, what? No, really. I am smiling. Really really. Your order will be ready when you drive up to the window. And I'll have your smile too!","Bienvenue chez Monstroburger. Vous désirez ? Une grande portion de frites ? D'accord ! Des nuggets croustillants ? Très bien ! Trois triples burgers avec du ketchup en supplément ? Bien sûr. Et le sourire est compris, comme toujours ! Pardon, ça ne s'entend pas ? Si, si, je souris, je vous assure. La commande sera prête à votre arrivée au guichet. Et votre sourire avec, c'est promis !","Bienvenue chez Monstroburger. Vous désirez? Une grande portion de frites? D'accord! Des croquettes croustillantes? Très bien! Trois triples hamburgers avec du ketchup en supplément? Bien sûr. Et le sourire est compris, comme toujours! Pardon, ça ne s'entend pas? Si, si, je souris, je vous assure. La commande sera prête à votre arrivée au guichet. Et votre sourire avec, c'est promis!","Willkommen bei Diamantburger! Wie kann ich Ihnen helfen? Große Pommes? Sicher! Knusprige Nuggets? Sicher! Ein Dreifachburger mit einer Extraportion Ketchup? Sicher – mit einem Lächeln! Ähm, bitte? Nein, wirklich, ich lächle. Wirklich-wirklich. Ihre Bestellung ist fertig, wenn Sie am Fenster ankommen. Und dann lächeln Sie!","Un caloroso benvenuto da Diamante Burger! Cosa posso offrirti? Patatine grandi? Certo! Mozzarelline fritte? Certo! Tre hamburger tripli con ketchup extra? Certo, e col sorriso! Cosa? Ah, al telefono non si vede il sorriso? Hai ragione, allora preparo un sorriso smagliante per quando passerai a ritirare l'ordine!","¡Hamburguesas Diamante! ¿Qué desea? ¿Patatas grandes? ¡Marchando! ¿Nuggets de pollo? ¡Muy bien! ¿Tres hamburguesas triples con extra de kétchup? ¡Se las preparo ahora mismo con una sonrisa! ¿Qué? Sí, estoy sonriendo de verdad, ¡se lo aseguro! Pase por ventanilla para recoger su pedido, ¡gracias!","¡Hamburguesas Diamante! ¿Qué va a llevar? ¿Papas grandes? ¡Marchando! ¿Nuggets de pollo? ¡Muy bien! ¿Tres hamburguesas triples con extra de cátsup? ¡Se las preparo ahora mismo con una sonrisa! ¿Qué? Sí, estoy sonriendo de verdad, ¡se lo aseguro! Pase por ventanilla para recoger su pedido, ¡gracias!","バーガーショップ スターダイヤです！　ごちゅうもんは？　…あつあつポテトと げきあまナゲット、それから ダイヤモンドトリプルバーガー ３つ ですね！　それから スマイルも？　かしこまりました！　………（ニコッ）………え？　でんわじゃ わからない？　あっ、そうですよねー！　では、こんど おみせに いらしてください！　とびきりの えがおを つくって おまちしています！"
"Phone_Memo10_call_01","Ee... Şey... Şu-şu Burger'i aradığınız için teşekkürler. Ne, paket servis siparişi mi vermek istiyorsunuz? Şey, bilmiyorum. Daha yeni başladım. Asıl eleman birazdan döner. Sonra tekrar arayın, tamam mı?","Uh... Thanks for calling something-something-burger. What, you want to place a take-out order? Er, I dunno. I just started here. The regular guy should be back soon. Call back, yeah?","Uh... Thanks for calling something-something-burger. What, you want to place a take-out order? Er, I dunno. I just started here. The regular guy should be back soon. Call back, yeah?","Euh... Merci d'avoir appelé chez... machin-burger. Ah, c'est pour une commande à emporter ? Euh... J'sais pas trop, je suis nouveau ici. Le gars qui s'en occupe revient tout de suite. Rappelez un peu plus tard, d'accord ?","Euh... Merci d'avoir appelé chez... machin-burger. Ah, c'est pour une commande à emporter? Euh... J'sais pas trop, je suis nouveau ici. Le gars qui s'en occupe revient tout de suite. Rappelez un peu plus tard, d'accord?","Ähm... Danke für Ihren Anruf bei Irgendwas-Irgendwas-Burger. Sie möchten eine Bestellung zum Mitnehmen aufgeben? Ähm. Ich weiß nicht. Ich bin neu hier. Der Burgerbrater vom Dienst ist aber bald zurück. Rufen Sie später an, ja?","Uhm... grazie per aver chiamato Burger qualcosa... non mi ricordo di preciso... Vuoi piazzare un ordine da portar via? Mah... non saprei dove mettere le mani, ho appena cominciato a lavorare qui io... aspetta che torni il collega e richiama, eh? Dai...","Esto... gracias por llamar a Hamburguesas Brillante... o lo que sea. ¿Que quiere pedir algo para llevar? Uf, pues no sé, hoy es mi primer día. El chico de siempre se ha ido a comer, mejor vuelva a llamar en un rato.","Este... gracias por llamar a Hamburguesas Brillante... o lo que sea. ¿Que quiere pedir algo para llevar? Uf, pues no sé, hoy es mi primer día. El chico de siempre se fue a comer, mejor vuelva a llamar en un rato.","…はい、バーガーショップ スターダイヤです。 あ、ちゅうもんですか？　すみません、ちょっと いま わかるひとが いなくて…。 あ、ぼくは その、まだ きょうから バイトを はじめた ばかりで…。 もうすぐ センパイが かえってきますんで、すみませんが また かけなおしてください…。"
"Phone_Memo11_number","JIDE","JIDE","JIDE","JIDE","JIDE","JIDE","JIDE","JIDE","JIDE","JIDE"
"Phone_Memo11_call_00","Biliyorsun, ben telefon yerine mesajı tercih ederim. Telefonda konuşmaktan nefret ederim. Neyse. Mesajını bekleyeceğim. *klik*","You know, I prefer texts to phone calls. I hate talking on the phone. Well, whatever. I'll wait for your text. *click*","You know, I prefer texts to phone calls. I hate talking on the phone. Well, whatever. I'll wait for your text. *click*","Tu sais, je préfère les textos aux appels, moi. J'aime vraiment pas parler au téléphone. C'est comme ça, c'est tout. Alors j'attends ton texto, OK ? *Clic*","Tu sais, je préfère les messages textes aux appels, moi. J'aime vraiment pas parler au téléphone. C'est comme ça, c'est tout. Alors j'attends ton message, OK? *Clic*","Weißt du, ich hab Textnachrichten lieber als Anrufe. Ich hasse es, am Telefon zu reden. Egal. Ich warte dann auf deine Nachricht. *klick*","Sai, preferisco i messaggi scritti alle telefonate... Ho proprio un'antipatia per il telefono, guarda... mandami un messaggio, che è meglio. *click*","Prefiero que me mandes un mensaje en vez de llamarme, ¿sabes? Odio hablar por teléfono. Si quieres contarme algo, ¡escríbeme! Hale, adiós.","Prefiero que me mandes un mensaje en vez de llamarme, ¿sabes? Odio hablar por teléfono. Si quieres contarme algo, ¡escríbeme! Adiós.","ちょっとー！　でんわじゃなくて メールしてって いったでしょー！　あたし でんわ ニガテなんだよね。 …まあ、いっか。 じゃあ メール、まってまーす！ 　（ガチャン……）"
"Phone_Memo11_call_01","Hıh? Biliyorsun ben telefon değil, mesaj severim. Ne? Önce mesaj attın mı? Eee, görmemişim. Ama yine de mesaj isterim. Evet, yazmaktan daha hızlı konuşabildiğini biliyorum ama mesajlaşmak çok daha kesin, değil mi? Üstelik telefonda emoji kullanamazsın. Bir de annem telefon kullanıyor, ben de annemin yaptığı şeyleri yapmam. Mesaj at, tamam mı? *klik*","Huh? You know I like texts, not phone calls. What? You sent a text first? Well, I didn't see it. But I'd like a text anyway. Yes, I know you can talk faster than you can type, but texting is so much more precise, don't you think? And you can't use emoji over the phone. And my mom uses the phone, and I don't do stuff my mom does. Text, OK? *click*","Huh? You know I like texts, not phone calls. What? You sent a text first? Well, I didn't see it. But I'd like a text anyway. Yes, I know you can talk faster than you can type, but texting is so much more precise, don't you think? And you can't use emoji over the phone. And my mom uses the phone, and I don't do stuff my mom does. Text, OK? *click*","Hein ? Tu sais que je préfère les textos aux appels, non ? Quoi ? T'as déjà envoyé un texto ? Ah, je l'ai pas vu. Mais je préfère quand même un texto. Oui, je sais, c'est plus rapide de dire quelque chose que de le taper. Mais à l'écrit, on est plus précis, pas vrai ? Et puis, on peut pas utiliser d'emoji, à l'oral. Et ma maman aime les appels, et je fais pas comme elle. Envoie un texto, OK ? *Clic*","Hein? Tu sais que je préfère les messages textes aux appels, non? Quoi? T'as déjà envoyé un message? Ah, je l'ai pas vu. Mais je préfère quand même un message. Oui, je sais, c'est plus rapide de dire quelque chose que de le taper. Mais à l'écrit, on est plus précis, pas vrai? Et puis, on peut pas utiliser de binettes, à l'oral. Et ma maman aime les appels, et je fais pas comme elle. Envoie un message, OK? *Clic*","Mh? Du weißt doch, dass ich Textnachrichten mag und Anrufe nicht. Ach? Du hast eine Nachricht gesendet? Die hab ich gar nicht gesehen. Aber ich mag Texte. Ja, ich weiß. Man kann schneller reden als tippen, aber Textnachrichten sind doch viel präziser, findest du nicht? Und du kannst sogar Emojis einfügen, das geht am Telefon nicht. Außerdem telefoniert meine Mutter andauernd, und ich mache keine Sachen, die meine Mutter macht. Textnachrichten, okay? *klick*","Eh? Ma lo sai che preferisco i messaggi scritti alle telefonate... Cosa? Mi hai mandato una e-mail? Ehm... non l'ho letta. Comunque preferisco i messaggi scritti. Lo so che è più veloce parlare al telefono, ma i messaggi scritti sono più precisi. E poi al telefono non puoi usare le faccine. E poi mia mamma usa il telefono e io non voglio fare le cose che fa mia mamma. Mandami un messaggio, dai. *click*","¿Hola? Oye, ya sabes que yo prefiero los mensajes a las llamadas. ¿Que me has mandado un mensaje antes? Bueno, pues no lo he visto. Sí, ya sé que hablar por teléfono es más rápido, pero me mola más escribir porque puedes usar emojis y toda la pesca. Además, lo de llamarse está pasado de moda, solo lo hacen los puretas. Así que o me escribes o nada. ¡Chao!","¿Hola? Oye, ya sabes que yo prefiero los mensajes a las llamadas. ¿Que me mandaste un mensaje antes? Bueno, pues no lo he visto. Sí, ya sé que hablar por teléfono es más rápido, pero es mejor escribir porque puedes usar emojis y así. Además, lo de llamarse está pasado de moda, solo lo hacen los vejestorios. Así que o me escribes o nada. ¡Chao!","あれ？　メールくれた？　だからー、ようけんは「メールで」って いってるじゃない。 もちろん でんわのほうが はやいこともあるけど、もじの ほうが かくじつに つたえられると おもうのよ。 でんわだと えもじも つかえないし、あたし トークになると ほら、ど、ど、どもりがちだし…。 ということで メール、まってまーす！　（ガチャン……）"
"Phone_Memo12_number","HIGE","HIGE","HIGE","HIGE","HIGE","HIGE","HIGE","HIGE","HIGE","HIGE"
"Phone_Memo12_call_00","Selam! Benim, Heidi. ÇOK uzun oldu! En son ne zaman aradın, hatırlamıyorum bile. Ben hep dükkândayım, uğramayı unutma. Sana yıldızlara layık bir muamele ayarlarım!","Hi there! It's me, Heidi. It has been TOO long! When'd you last call? I can't even remember. I'm always at the shop, so be sure to swing by. I'll make sure you get star-quality treatment!","Hi there! It's me, Heidi. It has been TOO long! When'd you last call? I can't even remember. I'm always at the shop, so be sure to swing by. I'll make sure you get star-quality treatment!","Ah, salut ! C'est moi, Heidi. Ça fait super longtemps que j'ai pas eu de tes nouvelles ! Je me souviens même pas à quand ça remonte. Moi, je suis toujours au magasin. Passe me voir, à l'occasion ! Je te réserverai un accueil de VIP, tu verras !","Ah, salut! C'est moi, Heidi. Ça fait super longtemps que j'ai pas eu de tes nouvelles! Je me souviens même pas à quand ça remonte. Moi, je suis toujours au magasin. Passe me voir, à l'occasion! Je te réserverai un accueil de VIP, tu verras!","Hallo! Ich bin's, Heidi. Es ist wirklich schon lange her. Wann haben wir zuletzt miteinander telefoniert? Ich kann mich gar nicht mehr daran erinnern. Ich bin dauernd im Laden, also komm doch mal vorbei. Ich werde dich behandeln wie einen Star!","Ehilà! Sono io, Heidi. Quanto tempo! Non mi chiami mai, cominciavo a sentirmi sola e abbandonata! Ti aspetto al negozio, passa quando puoi, intesi? Mi prenderò cura di te, promesso!","¡Holita! Soy Heidi. Hace la tira de tiempo que no hablamos. ¿Cuándo fue la última vez que llamaste? Ya ni me acuerdo. Sabes que puedes pasarte por la tienda siempre que quieras, ¿no? ¡Te atenderemos de maravilla!","¡Holita! Soy Heidi. Hace muchísimo tiempo que no hablamos. ¿Cuándo fue la última vez que llamaste? Ya ni me acuerdo. Sabes que puedes pasarte por la tienda siempre que quieras, ¿no? ¡Te atenderemos de maravilla!","もしもし、ハイジで～す！　あら～、おひさしぶり～！　んもう、ぜんぜん でんわしてくれないから さみしかったわ～。 おみせで まってるから、きっと きてよ！　たくさん サービスして あ・げ・る！"
"Phone_Memo12_call_01","Selam! Heidi'ye ulaştın. Üzgünüm tatlım, şu an telefonu açamıyorum. Şu anda ufak tefek işlerle uğraşıyor olmalıyım. Bipten sonra mesajını bırak, tamam mı? *bip*","Hi there! You've reached Heidi. Sorry, sweetie, but I can't pick up the phone. I must be tending to a little this 'n' that at the moment. Please leave your message after the beep, all right? *beep*","Hi there! You've reached Heidi. Sorry, sweetie, but I can't pick up the phone. I must be tending to a little this 'n' that at the moment. Please leave your message after the beep, all right? *beep*","Salut ! C'est bien le téléphone de Heidi, mais je peux pas répondre pour le moment. Désolée, j'ai plein de trucs à faire, là. Alors, laisse-moi un message après le bip, d'accord ? *Biiip*","Salut! C'est bien le téléphone de Heidi, mais je peux pas répondre pour le moment. Désolée, j'ai plein de trucs à faire, là. Alors, laisse-moi un message après le bip, d'accord? *Biiip*","Hallo! Hier ist der Anschluss von Heidi. Tut mir leid, ihr Lieben, aber ich kann im Moment nicht ans Telefon gehen. Ich bin gerade mit diesem und jenem beschäftigt. Bitte hinterlasst eine Nachricht nach dem Piepton, ja? *piiiep*","Ciao, risponde la segreteria telefonica di Heidi. Mi dispiace mooolto, ma al momento mi sto prendendo cura dei miei baffetti. Lasciate un messaggio dopo il bip, capito?! *biiip*","¡Holita! Soy Heidi, pero no puedo coger el teléfono ahora mismo. Seguro que estoy liadísima con mil cosas. Deja un mensaje después de la señal, ¿vale, cielo?","¡Holita! Soy Heidi, pero no puedo contestar el teléfono ahora mismo. Seguro que estoy atadísima con mil cosas. Deja un mensaje después de la señal, ¿de acuerdo, cielo?","もしもし、あなたの ハイジで～す！　ごめんなさ～い、ただいま おヒゲの おていれちゅうなの。 ごようけんが あるかたは ピーの あとに おはなししてね！　（ピー……）"
"Phone_Memo13_number","BAAI","BAAI","BAAI","BAAI","BAAI","BAAI","BAAI","BAAI","BAAI","BAAI"
"Phone_Memo13_call_00","Selam! WarioWare Gold oynadığın için teşekkürler! Bu seri çıkalı 15 yıl oldu. Ben daha çocukken oynardım... Ve yıllar sonra, bu WarioWare'i yapmaya yardım ettim! Umarım keyfini çıkarıyorsundur.","Hey there! Thanks for playing WarioWare Gold! It's been 15 years since this series debuted. I played it when I was just a kid...and now I helped make this WarioWare all these years later! Hope you're enjoying it.","Hey there! Thanks for playing WarioWare Gold! It's been 15 years since this series debuted. I played it when I was just a kid...and now I helped make this WarioWare all these years later! Hope you're enjoying it.","Salut ! Merci de jouer à WarioWare Gold ! Cela fait 15 ans que cette série de jeux a commencé. J'y jouais quand j'étais tout gamin... et là, après toutes ces années, voilà que j'aide à faire ce WarioWare ! J'espère que tu t'amuses bien !","Salut! Merci de jouer à WarioWare Gold! Cela fait 15 ans que cette série de jeux a commencé. J'y jouais quand j'étais tout petit... et là, après toutes ces années, voilà que j'aide à faire ce WarioWare! J'espère que tu t'amuses bien!","Hallo! Vielen Dank für das Spielen von WarioWare Gold! Es ist schon 15 Jahre her, dass das erste Spiel der Serie erschien. Ich habe sie alle gespielt, als ich ein Kind war... und nun helfe ich dabei, all die Jahre später dieses WarioWare zu entwickeln! Ich hoffe, du hast Spaß daran.","Salve! Grazie per aver giocato a WarioWare Gold! Sono passati 15 anni dal debutto di questa serie. Io ci ho giocato quando ero bambino e, adesso che sono un uomo grande e grosso, ho contribuito al suo sviluppo! Buon divertimento!","¡Hola! Muchas gracias por jugar a WarioWare Gold. Han pasado 15 años desde el primer juego de la serie. Recuerdo habérmelo pasado pipa con él cuando solo era un crío. ¡Quién me iba a decir que acabaría trabajando en un juego de WarioWare después de tantos años! Espero que lo estés disfrutando un montón.","¡Hola! Muchas gracias por jugar WarioWare Gold. Ya pasaron 15 años desde el primer juego de la serie. Recuerdo haberme divertido con él cuando solo era un niño. ¡Quién me iba a decir que acabaría trabajando en un juego de WarioWare después de tantos años! Espero que lo estés disfrutando un montón.","どーも！ 『メイド イン ワリオ　ゴージャス』を あそんで くれて ありがとう！　ボクが こどものときに あそんでいた このシリーズも、はつばいから なんと １５ねん…！　オトナに なった いま、ボクは このゲームを つくっています！　これからも あそんで くださいネ！"
"Phone_Memo14_number","HEAD","HEAD","HEAD","HEAD","HEAD","HEAD","HEAD","HEAD","HEAD","HEAD"
"Phone_Memo14_call_00","Dinle, aramayı kes! Yapmayacağımı söylemiştim! Dur, sen Wario değilsin, değil mi? Uf, o adam durmadan bana onun için oyun yapmamı söylüyor. Her zaman baş belasıydı, bundan sonra da öyle kalacak. Wario'yu görürsen, kararımın kesin olduğunu söyle. Oyun yok, asla. Ne? Adım mı? Ş...şey, gitmem lazım.","Listen, stop calling! I already said I wouldn't do it! Wait, this isn't Wario, is it? Ugh, that guy's been pestering me to make games for him. He's always been a pest, and he's never going to be anything BUT a pest. If you see Wario, tell him my decision is final. No games, no way. What's that? My name? S...sorry, gotta run.","Listen, stop calling! I already said I wouldn't do it! Wait, this isn't Wario, is it? Ugh, that guy's been pestering me to make games for him. He's always been a pest, and he's never going to be anything BUT a pest. If you see Wario, tell him my decision is final. No games, no way. What's that? My name? S...sorry, gotta run.","Écoute, ARRÊTE de m'appeler ! Je t'ai déjà dit que ça m'intéressait pas ! Attends... Ah, c'est pas Wario ! Pff, ce type me harcèle pour que je fasse des jeux pour lui. Il a toujours été casse-pieds, et ça m'étonnerait qu'il change. Si tu vois Wario, dis-lui que ma décision est définitive. Pas de jeux, c'est hors de question. Pardon ? Qui je suis ? Désolée, faut que j'y aille... À plus. *Clic*","Écoute, ARRÊTE de m'appeler! Je t'ai déjà dit que ça m'intéressait pas! Attends... Ah, c'est pas Wario! Pff, ce type me harcèle pour que je fasse des jeux pour lui. Il a toujours été casse-pieds, et ça m'étonnerait qu'il change. Si tu vois Wario, dis-lui que ma décision est définitive. Pas de jeux, c'est hors de question. Pardon? Qui je suis? Désolée, faut que j'y aille... À plus. *Clic*","Hör mal, hör auf anzurufen! Ich hab doch schon gesagt, ich mach es nicht! Moment, ich spreche gar nicht mit Wario, oder? Ähm, dieser Typ nervt mich die ganze Zeit, damit ich Spiele für ihn entwerfe. Er war schon immer eine Nervensäge, und er wird auch NIE etwas anderes sein als eine Nervensäge. Sollte dir Wario über den Weg laufen, richte ihm bitte aus, dass meine Entscheidung steht. Keine Spiele, auf keinen Fall. Bitte? Wie ich heiße? T-tut mir leid. Ich muss dringend los.","Senti, ti ho già detto che non lo voglio fare! Aspetta, non sei Wario, vero? Ultimamente Wario non fa che chiamarmi. Vuole che faccia un gioco per lui, allora... Scusami. Se vedi Wario, puoi dirgli per favore che non cambierò idea e che mi lasci in pace una volta per tutte? Come? Come mi chiamo? Mmm... Mi chia... Scusa, devo proprio scappare! *click*","¡Que no me llames más! Ya te he dicho que me niego en redondo, y punto. ¡Anda! Pero si tú no eres Wario. Lleva dándome la brasa para que le haga unos juegos, y eso que le he repetido por activa y por pasiva que ni hablar. ¡Sigue igual de plomo que siempre! Si lo ves, dile de mi parte que me deje en paz de una vez. ¿Que cómo me llamo? Uy, tengo que irme, creo que me he dejado el grifo abierto...","¡Que no me llames más! Ya te dije que me niego, y punto. Ah, pero... ¡tú no eres Wario! Ay, lleva dándome la lata para que le haga unos juegos, y eso que ya le dije mil veces que ni loca. ¡Sigue igual de pesado que siempre! Si lo ves, dile de mi parte que me deje en paz de una vez. ¿Que cómo me llamo? Este... Uy, me tengo que ir, creo que dejé el grifo abierto...","だから アタイは やらないっていってるだろ！　…あらアンタ、ワリオじゃなさそうね。 ワリオが さいきん「ゲームを つくらないか？」って しつこいから、てっきり それかと おもったの。 わるかったわね。 アンタ、もし ワリオに あったら、きょうりょくするつもりはないって つたえといてくれるかい？　え、アタイの なまえ？　ああ、アタイは……あら、わるいわね。 ちょっと きんきゅうじたい みたいだから、でんわを きるよ。 （ガチャン……）"
"Phone_Memo15_number","DECA","DECA","DECA","DECA","DECA","DECA","DECA","DECA","DECA","DECA"
"Phone_Memo15_call_00","Merhaba, <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF> burada. Hıh? Senin adın da <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF> mi? Dur… sesin... Sen misin...? Ben miyim...? Bak, ben senim; 10 yıl sonraki hâlin! Kanıt mı istiyorsun? Peki, 10 yıl sonra ne yapacağını söyleyeyim. Sen... telefonda olacaksın. 10 yıl sonra görüşürüz.","Hello, <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF> here. Huh? Your name is <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>, too? Wait, your voice... Are you...? Am I...? Hey, I'm you, 10 years from now! Need proof? Well, I'll tell you what you'll be doing 10 years from now. You'll be...on the phone. Catch you in 10 years.","Hello, <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF> here. Huh? Your name is <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>, too? Wait, your voice... Are you...? Am I...? Hey, I'm you, 10 years from now! Need proof? Well, I'll tell you what you'll be doing 10 years from now. You'll be...on the phone. Catch you in 10 years.","Allô, <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF> à l'appareil. Pardon ? Ah, tu t'appelles <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>, toi aussi ? Attends, mais cette voix... C'est toi ?! Enfin, moi... Hé, en fait, je suis toi, dans 10 ans d'ici ! Tu veux une preuve ? Eh bien, je vais te dire ce que tu feras dans 10 ans : tu seras... au téléphone. Allez, à dans 10 ans !","Allô, <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF> à l'appareil. Pardon? Ah, tu t'appelles <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>, toi aussi? Attends, mais cette voix... C'est toi?! Enfin, moi... Hé, en fait, je suis toi, dans 10 ans d'ici! Tu veux une preuve? Eh bien, je vais te dire ce que tu feras dans 10 ans : tu seras... au téléphone. Allez, à dans 10 ans!","Hallo, hier ist <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>. Bitte? Dein Name ist auch <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>? Warte, deine Stimme... Bist du...? Bin ich...? Hey! Ich bin du! 10 Jahre in der Zukunft. Willst du einen Beweis? Nun, ich werde dir erzählen, was du in 10 Jahren tun wirst. Du wirst... telefonieren. Bis in 10 Jahren dann.","Pronto, sono <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>... Eh? Anche tu ti chiami <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>? Aspetta... ma forse... ? Ho capito! Io sono te! Sì, te fra 10 anni. Lo so che sembra impossibile, ma posso dartene una prova. Ti posso dire cosa starai facendo fra 10 anni in questo esatto momento. Tu starai... parlando al telefono! Visto? Ci vediamo fra 10 anni!","¡Hola, soy <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>! ¿Eh? ¿Que tú también te llamas así? Un momento, tu voz... ¡es igual que la mía! ¿Es posible que seamos... la misma persona? ¡Creo que ya lo tengo! Soy tú pero dentro de 10 años. ¿Que te lo demuestre? Vale, te diré lo que estarás haciendo dentro de 10 años: ¡hablar por teléfono! ¡Hasta entonces!","¡Hola, soy <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>! ¿Eh? ¿Que tú también te llamas así? Un momento, tu voz... ¡es igual que la mía! ¿Es posible que seamos... la misma persona? ¡Creo que ya lo tengo! Soy tú pero dentro de 10 años. ¿Que te lo demuestre? Muy bien, te diré lo que estarás haciendo dentro de 10 años: ¡hablar por teléfono! ¡Hasta entonces!","もしもし、<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>ですが…。 え？　あなたも <MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>？　まさか…ほんとうに そんなことが…。じつは わたしは「１０ねんごの あなた」なのです。 いきなり こんなことを いわれても しんじられないかもしれませんね。 では その しょうこに いまの わたしが なにをしているか、つまり あなたの １０ねんごについて おしえて あげましょう。 わたしは いま「でんわを しています」。　…それでは また １０ねんごに おあいしましょう。"
"Phone_Memo16_number","GAHA","GAHA","GAHA","GAHA","GAHA","GAHA","GAHA","GAHA","GAHA","GAHA"
"Phone_Memo16_call_00","Yanlış numara, kusura bakma. *klik*","Wrong number, sorry. *click*","Wrong number, sorry. *click*","Oh... faux numéro... *Clic*","Oh... faux numéro... *Clic*","Oh, tut mir leid, hab mich verwählt. *klick*","Hai sbagliato numero. *click*","Uy, me he equivocado.","Uy, me equivoqué."," …んあ、まちがえました。 （ガチャリ）"
"Phone_Memo17_number","KAJI","KAJI","KAJI","KAJI","KAJI","KAJI","KAJI","KAJI","KAJI","KAJI"
