index,id,en,fr,de,it,es,tr
673,0x562013A2,I have plate armor and swords for your adventuring needs. What'll you have?,"J'ai des armures de plaques et des épées qui pourraient s'avérer bien utiles dans vos périples. Alors, ça vous dit ?",Ich führe Plattenrüstungen und Schwerter für Abenteurer. Was soll's denn sein?,Ho spade e corazze di piastre per ogni necessità. Di cos'hai bisogno?,Tengo las armaduras y espadas que necesita todo aventurero. ¿Qué deseas?,Maceraların için plaka zırhlar ve kılıçlarım var. Ne alırsın?
674,0x56B43632,"Bye, Mia.","Au revoir, Mia.","Wiedersehen, Mia.","Ci vediamo, Mia.","Adiós, Mia.","Hoşça kal, Mia."
675,0x56D7263B,"#0x98B7D4FF#The Crystal Path#PREVIOUS#, in the Frost Reaches, is indubitably where #0x98B7D4FF#this cave#PREVIOUS# will be found. Set forth and find the crystal!","Cette #0x98B7D4FF#grotte#PREVIOUS# se trouve sans aucun doute sur la #0x98B7D4FF#Voie cristalline#PREVIOUS#, dans les Domaines de glace. Partez vite retrouver ce cristal !",#0x98B7D4FF#Die Höhle#PREVIOUS# ist zweifelsohne am #0x98B7D4FF#Kristallpfad#PREVIOUS# in den Frostweiten. Brecht auf und findet den Kristall!,Sono sicuro che #0x98B7D4FF#questa caverna#PREVIOUS# si trovi lungo il #0x98B7D4FF#Sentiero di cristallo#PREVIOUS# sulle Vette gelide. Va' e trova il cristallo!,"#0x98B7D4FF#Esta caverna#PREVIOUS# se encuentra sin duda en #0x98B7D4FF#el Camino de Cristal#PREVIOUS#, en la Extensión Helada. ¡Adelante, busca ese cristal!","#0x98B7D4FF#Kristal Yolu#PREVIOUS#, Ayaz Diyarları'nda. #0x98B7D4FF#Bu mağaranın#PREVIOUS# orada olduğundan kuşku yok. Yola çık ve kristali bul!"
676,0x56EC453E,Thank you. The bandits said they'd hurt her if I didn't create living monstrosities for them. What could I do?,Merci à vous. Ces brigands menaçaient de la torturer si je n'acceptais pas de créer des monstruosités pour eux. Que vouliez-vous que je fasse ?,"Danke. Die Banditen haben gedroht, sie zu töten, wenn ich keine Monster für sie erschaffe. Was blieb mir also übrig?",Grazie. I banditi hanno minacciato di farle del male se non avessi creato dei mostri viventi per loro. Cosa potevo fare?,Gracias. Los bandidos dijeron que le harían daño si no creaba monstruos para ellos. ¿Qué podía hacer?,Teşekkür ederim. Haydutlar onlar için canlı ucubeler yaratmazsam kızımı inciteceklerini söylediler. Ne yapabilirdim?
677,0x571596F4,I'll find and help them—don't worry.,"Je vais les retrouver et leur prêter main-forte, ne vous en faites pas.",Keine Sorge! Ich werde sie finden und helfen.,"Li troverò e li aiuterò, non temere.","Los encontraré, no te preocupes.","Onları bulup yardım edeceğim, merak etme."
678,0x57231BFF,I'm not ready to fight yet.,J'ai besoin d'encore un peu de temps pour me préparer.,Ich bin noch nicht bereit.,"Non voglio battermi, per ora.",Todavía no quiero luchar.,Henüz dövüşmeye hazır değilim.
679,0x572D199A,"A few sheets of paper remain. They make mention of the crystal, and #0x98B7D4FF#a map#PREVIOUS# that leads to its location! Unfortunately, the map is nowhere to be found.","Quelques documents ont été abandonnés sur place. Il y est fait mention d'un certain cristal et d'une #0x98B7D4FF#carte#PREVIOUS# qui en donne le chemin ! Malheureusement, la carte est introuvable.","Einige Seiten sind noch da. Sie erwähnen einen Kristall und #0x98B7D4FF#eine Karte#PREVIOUS#, die zu ihm führt! Leider ist die Karte nirgends zu finden.","Ci sono alcuni fogli di carta che parlano del cristallo e di una #0x98B7D4FF#mappa#PREVIOUS# con indicata la sua posizione! Purtroppo, non c'è traccia della mappa.","Quedan unas pocas hojas de papel. ¡Mencionan un cristal y #0x98B7D4FF#un mapa#PREVIOUS# que conduce hasta él! Por desgracia, el mapa no está por ninguna parte.",Birkaç sayfa sağlam kalmış. Kristalden ve yerini gösteren #0x98B7D4FF#bir haritadan#PREVIOUS# bahsediyorlar! Ne yazık ki harita ortada yok.
680,0x5730316E,I will do my best to find him.,Je ferai de mon mieux pour le retrouver.,"Ich werde versuchen, ihn zu finden.",Farò del mio meglio per trovarlo.,Intentaré encontrarlo.,Onu bulmak için elimden geleni yapacağım.
681,0x575EFB2F,"Time to grow up and deal with this on your own, Mia.","Il est temps d'assumer vos actes, Mia.","Es wird Zeit, dass Ihr erwachsen werdet und Euch selbst darum kümmert, Mia.","È ora che tu cresca e impari a cavartela, Mia.",Es hora de que madures y resuelvas esto por tu cuenta.,"Artık büyüyüp bununla kendi başına başa çıkma vakti, Mia."
682,0x5780E853,"Katrina, you should know… your father is gone. But he loved you, and he was proud of you.","Katrina, je dois vous dire quelque chose... Votre père n'est plus. Sachez qu'il vous aimait plus que tout et qu'il était fier de vous.","Katrina, Ihr solltet wissen ... Euer Vater ist tot. Aber er hat Euch geliebt und war sehr stolz auf Euch.","Katrina, devo dirti una cosa... tuo padre è morto. Ti voleva molto bene, ed era fiero di te.","Katrina, debes saber que... tu padre ha muerto. Pero te amaba, y estaba orgulloso de ti.","Katrina, bilmen gereken bir şey var… Baban öldü. Ama seni seviyordu ve seninle gurur duyuyordu."
683,0x5780E854,Never mind. Sorry to bother you.,Ce n'est rien. Pardon de vous avoir dérangée.,Vergesst es. Entschuldigt die Störung.,Non importa. Scusa il disturbo.,Olvídalo. Perdona por molestarte.,Boş ver. Rahatsız ettiğim için özür dilerim.
684,0x5781B91E,"The Soul Void is full of danger, but our labs have always been shielded from attack. I don't know how they got through our defenses!","Le Néant des âmes est semé de dangers, mais nos laboratoires ont toujours été protégés des attaques. Je ne comprends pas comment ils ont pu passer outre nos défenses !","Das Nichts ist voller Gefahren, aber die Laboratorien waren immer sicher. Ich weiß nicht, wie sie durchbrechen konnten!","Il Vuoto dell'anima è pieno di insidie, ma i nostri laboratori sono stati sempre protetti contro ogni attacco. Non so come abbiano fatto a penetrare le nostre difese!","Vacío de las Almas es peligrosísimo, pero nuestros laboratorios siempre han estado protegidos de ataques. ¡No sé cómo han superado nuestras defensas!",Ruh Boşluğu tehlikelerle doludur ama laboratuvarlarımız her zaman saldırılara karşı korunurdu. Savunmamızı nasıl aştıklarını bilmiyorum!
685,0x5781B91F,"The Soul Void is another world, a realm of chaos and magic. Nexus's wizards use it for study.","Le Néant des âmes est un monde parallèle, où règnent le chaos et la magie. Les sorciers de Nexus s'y rendent pour étudier la magie.","Das Nichts ist eine andere Welt, ein Reich des Chaos und der Magie. Dort studieren die Zauberer von Nexus.","Il Vuoto dell'anima è un altro mondo, un reame fatto di caos e magia. I maghi di Nexus lo usano per studiare.","Vacío de las Almas es otro mundo, un reino de caos y de magia. Los magos de Nexus lo usan para estudiar.","Ruh Boşluğu başka bir dünya, kaos ve büyü âlemidir. Nexus büyücüleri burayı araştırma için kullanır."
686,0x57A6797C,"I'm a Prince! I have a profile to consider. People care about me and where I am. So I got Charade to go where I shouldn't. My eternal servant, Charade.","Je suis un prince ! J'ai une certaine stature à préserver. Les gens aiment savoir ce que je fais et où je suis. C'est pourquoi j'ai confié à Charade la charge d'être là où je ne pouvais aller. Charade, mon éternelle dévouée...","Ich bin ein Prinz! Ich muss die Etikette wahren. Die Leute fragen sich, wie es mir geht und wo ich bin. Also war Scharade überall, wo ich nicht sein durfte. Mein ewiger Diener, Scharade.","Sono un principe, ho un'immagine da difendere! La gente vuole sapere dove mi trovo. Per cui, ho inviato Charade dove non potevo andare. Charade, mia eterna servitrice.","¡Soy un príncipe! Tengo una imagen que mantener. La gente se fija mucho en mí y en lo que hago. Así que hice que Charade fuese en mi lugar. Mi eterna sirviente, Charade.",Ben prensim! İtibarımı düşünmek zorundayım. İnsanlar beni ve nerede olduğumu önemser. Bu yüzden gitmemem gereken yerlere Charade'i gönderdim. Ebedî hizmetkârım Charade'i.
687,0x57F2DA00,"I don't believe you've been properly introduced to my dear pet, Charade.",Je manque à mes obligations. Je ne vous ai pas encore présenté ma fidèle Charade.,"Ich glaube, ich habe Euch meinen Begleiter noch gar nicht vorgestellt ... Scharade.",Non credo di averti presentato nel dovuto modo la mia piccola Charade.,"No creo que te hayan presentado formalmente a mi querida mascota, Charade.",Sevgili evcilim Charade ile doğru düzgün tanıştığını sanmıyorum.
688,0x583F0821,"After a moment of dead silence, you hear frantic skittering noises coming from the edge of the trees. They're getting louder.","Après quelques instants d'un silence de mort, vous entendez des bruissements frénétiques provenant des arbres. Ils s'intensifient.","Nach einem Augenblick der Totenstille hörst du ein Rascheln am Rand der Bäume, das immer lauter wird.","Dopo un attimo di assoluto silenzio, avverti dei rumori provenienti dalle cime degli alberi che si fanno via via più intensi.","Tras un momento de silencio, escuchas un ruido de movimiento frenético desde la linde de los árboles. Suena cada vez más fuerte.",Bir an mutlak sessizlik oluyor; sonra ağaçların kenarından telaşlı tıkırtılar duyuyorsun. Ses giderek yükseliyor.
689,0x585E12F8,"I want to talk to him, first.",Je voudrais essayer de lui parler d'abord.,Ich will erst mit ihm reden.,Prima voglio parlarci.,Primero quiero hablar con él.,Önce onunla konuşmak istiyorum.
690,0x589BA974,I might be able to. What do you know about the person who did it?,Je peux essayer. Que sais-tu sur la personne qui l'a volé ?,"Schon möglich. Was weißt du über die Person, die es getan hat?",Ci proverò. Cosa sai di questa persona?,Tal vez. ¿Qué sabes de la persona que lo hizo?,Belki yapabilirim. Bunu yapan kişi hakkında ne biliyorsun?
691,0x58A0BF65,$Player_Class$! I shouldn't be surprised. You have a knack for showing up just as you're needed.,$Player_Class$ ! Je ne sais pas pourquoi je m'étonne encore de vous voir. Vous arrivez toujours au moment où nous en avons le plus besoin.,"$Player_Class$! Wer sonst. Ihr habt ein Talent dafür, genau dann aufzutauchen, wenn man Euch braucht.",$Player_Class$! La tua presenza qui non mi sorprende. Hai la capacità innata di arrivare quando c'è bisogno di te.,¡$Player_Class$! No debería sorprenderme. Tienes tendencia a aparecer justo cuando se te necesita.,$Player_Class$! Şaşırmamalıyım. Sana ihtiyaç duyulduğu anda ortaya çıkmak gibi bir yeteneğin var.
692,0x58B3BBD3,"I'm sorry, I travel quicker alone.","Pardonnez-moi, mais je me déplace plus vite quand je suis seul.","Tut mir leid, aber ich komme alleine schneller voran.","Mi dispiace, ma viaggio più veloce senza compagnia.","Lo siento, viajo más deprisa sin compañía.","Üzgünüm, tek başıma daha hızlı giderim."
693,0x591471DB,"Yes, but we're in trouble. Adrian charged off ahead, and he's trapped at the end of this area of the labs. But I can't leave my father, who's been wounded. I need you to #0x98B7D4FF#rescue Adrian#PREVIOUS#!","Je sais, mais nous avons un problème. Adrian s'est lancé tête baissée dans la bataille et a fini par se faire acculer à l'extrémité de cette zone des laboratoires. Mais mon père a été blessé, et je ne peux pas non plus l'abandonner. Partez vite #0x98B7D4FF#secourir Adrian#PREVIOUS# !","Ja, aber wir haben ein Problem. Adrian ist vorgestürmt und steckt jetzt am anderen Ende der Laboratorien fest. Aber ich kann meinen verwundeten Vater nicht verlassen. Ihr müsst #0x98B7D4FF#Adrian retten#PREVIOUS#!","Sì, ma c'è un problema: Adrian è andato avanti e ora è intrappolato in fondo a questa sezione dei laboratori. Mio padre è ferito, non posso abbandonarlo qui. Voglio che tu vada a #0x98B7D4FF#salvare Adrian#PREVIOUS#!","Hay un problema. Adrian se lanzó a la carga y ahora está atrapado al final de esta zona de los laboratorios. Iría a buscarlo yo, pero no puedo abandonar a mi padre, porque está herido. ¡Necesito que #0x98B7D4FF#rescates a Adrian#PREVIOUS#!",Evet ama başımız dertte. Adrian öne atıldı ve laboratuvarların bu bölümünün sonunda sıkışıp kaldı. Ama yaralanan babamı bırakamam. #0x98B7D4FF#Adrian'ı kurtarman#PREVIOUS# gerek!
694,0x59289F9F,"If Solon and Katrina get married, I'm going to do the bridal bouquet!","Si Solon et Katrina se marient, c'est moi qui ferai le bouquet de la mariée !","Wenn Solon und Katrina heiraten, mache ich den Brautstrauß!","Se Solon e Katrina si sposano, io preparerò il bouquet delle nozze!","¡Si Solon y Katrina se casan, el ramo nupcial lo haré yo!",Solon'la Katrina evlenirse gelin buketini ben yapacağım!
695,0x59289FA0,"Katrina...such a pretty name! Her birth-flower is the scabius, you know.","Katrina... Ce nom est si joli ! La fleur de son mois de naissance est la scabieuse, vous savez...","Katrina ... so ein schöner Name! Ihre Geburtsblume ist die Scabia, wisst Ihr.",Katrina... che bel nome! Il suo fiore di nascita è la scabiosa.,"Katrina... ¡qué bonito nombre! Su flor de nacimiento es la escabiosa, por cierto.",Katrina… ne hoş isim! Doğum çiçeğinin uyuz otu olduğunu biliyor muydun?
696,0x59289FA1,Both Ataraxis and Marcus are hurt!? I must go home and bury myself in lavender.,Ataraxis et Marcus sont tous deux souffrants ? Je ne vois qu'une seule chose à faire : rentrer chez moi et me couvrir de lavande !,Ataraxis und Marcus sind verwundet!? Dann muss ich sofort nach Hause und mich unter Lavendel verstecken.,Ataraxis e Marcus sono entrambi feriti? Devo andare a casa a cospargermi di lavanda.,¿Que Ataraxis y Marcus están heridos? Tengo que ir a casa a por más lavanda.,Hem Ataraxis hem Marcus yaralı mı!? Eve gidip kendimi lavantaların içine gömmeliyim.
697,0x59289FA2,I'm happy that Marcus is alright…but now I have dozens of lilies going to waste. Drat!,"Je suis contente que Marcus aille mieux... mais je me demande ce que je vais faire de tous ces chrysanthèmes maintenant. Zut, alors !","Ich bin froh, dass Marcus wohlauf ist, ... aber meine Lilien kann ich jetzt wegwerfen. Mist!",Mi fa piacere che Marcus stia bene... solo che ora mi rimarranno dozzine di crisantemi inutilizzati. Accidenti!,Me alegro de que Marcus esté bien... pero ahora tengo docenas de lirios que se echarán a perder. ¡Vaya!,Marcus'un iyi olmasına sevindim… ama şimdi elimde boşa gidecek onlarca zambak kaldı. Kahretsin!
698,0x59363A67,"First, find the #0x98B7D4FF#mouthpiece#PREVIOUS# to the giant shell that summons the monster—one of the #0x98B7D4FF#Tibur hornblowers#PREVIOUS# will have it. You will also need to learn #0x98B7D4FF#the song#PREVIOUS# used to call the beastie forth. Unfortunately, I don't know that myself.","Vous devez d'abord trouver l'#0x98B7D4FF#embouchoir#PREVIOUS# de la conque géante qui permet d'invoquer le monstre. C'est l'un des #0x98B7D4FF#Cornistes tiburiens#PREVIOUS# qui l'a en sa possession. Il vous faudra également apprendre la #0x98B7D4FF#mélodie#PREVIOUS# à laquelle répond la bête. Malheureusement, je ne la connais pas.","Zuerst müsst Ihr das #0x98B7D4FF#Mundstück#PREVIOUS# der Riesenmuschel finden, mit der man das Monster ruft. Einer der #0x98B7D4FF#Tibur-Hornbläser#PREVIOUS# müsste es haben. Außerdem müsst Ihr #0x98B7D4FF#die Melodie#PREVIOUS# erlernen, mit der man das Biest ruft. Leider kenne ich sie nicht.","Per prima cosa, trova la #0x98B7D4FF#bocchetta#PREVIOUS# della conchiglia gigante che serve a evocare il mostro. Deve avercela uno dei #0x98B7D4FF#Tibur soffiacorno#PREVIOUS#. Dovrai imparare anche la #0x98B7D4FF#melodia#PREVIOUS# usata per evocare la bestia. Purtroppo io non la conosco.","Primero, encuentra la #0x98B7D4FF#boquilla#PREVIOUS# de la caracola gigante que invoca al monstruo. Uno de los #0x98B7D4FF#tiburs cornetas#PREVIOUS# debe de tenerla. También tendrás que aprender #0x98B7D4FF#la canción#PREVIOUS# que se usa para llamar a la bestia. Por desgracia, yo no me la sé.",Önce canavarı çağıran dev kabuğun #0x98B7D4FF#ağızlığını#PREVIOUS# bul; #0x98B7D4FF#Tibur borazancılarından#PREVIOUS# birinde olacaktır. Bir de yaratığı çağırmak için kullanılan #0x98B7D4FF#şarkıyı#PREVIOUS# öğrenmelisin. Ne yazık ki onu ben bilmiyorum.
699,0x59366953,Good for you. Now is there something I can do for you?,Palpitant... Je peux faire quelque chose pour vous ?,"Schön für Euch. Und, kann ich etwas für Euch tun?","Mi fa piacere. Ora dimmi, c'è qualcosa che posso fare per te?",Pues qué bien. ¿Necesitas algo?,Aferin sana. Şimdi senin için yapabileceğim bir şey var mı?
700,0x594F90DA,"Hero, please...bring my son back to safety!",Je vous en prie... Ramenez-moi mon fils !,Bitte bringt meinen Sohn in Sicherheit!,Ti prego... porta in salvo mio figlio!,"Te lo ruego, ¡salva a mi hijo!","Kahraman, lütfen… oğlumu sağ salim geri getir!"
701,0x59722AF7,"A serene #0x98B7D4FF#council of elves#PREVIOUS# served Keltas in life, and now helps him govern the forest in death. Gruesome, but there it is. If you can #0x98B7D4FF#track one of them down#PREVIOUS#, they might be able to help.","De son vivant, Keltas s'était entouré d'un #0x98B7D4FF#conseil honorable d'Elfes#PREVIOUS#. Depuis sa mort, ceux-ci l'aident à veiller sur la forêt. Cela peut sembler terrible, mais c'est bien la réalité. Si vous parveniez à #0x98B7D4FF#retrouver l'un d'entre eux#PREVIOUS#, peut-être accepterait-il de vous aider.","Zu Lebzeiten diente Keltas ein weiser #0x98B7D4FF#Elfenrat#PREVIOUS#. Derselbe Rat, der ihm nun im Tod hilft, den Wald zu regieren. Wenn Ihr ein #0x98B7D4FF#Ratsmitglied aufspüren könnt#PREVIOUS#, wird es Euch vielleicht helfen.","Il #0x98B7D4FF#consiglio degli Elfi#PREVIOUS# serviva Keltas in vita e ora lo aiuta a governare la foresta da morto. È orribile, lo so, ma è così. Se riesci a #0x98B7D4FF#rintracciare un membro#PREVIOUS# del consiglio potresti chiedergli di aiutarti.","Un supremo #0x98B7D4FF#consejo de elfos#PREVIOUS# sirvió a Keltas en vida, y ahora lo ayuda a gobernar el bosque en su muerte. Grotesco, pero es así. Si puedes #0x98B7D4FF#encontrar a uno de ellos#PREVIOUS#, tal vez puedan ayudarte.","Keltas'a hayattayken hizmet eden sakin bir #0x98B7D4FF#elf konseyi#PREVIOUS#, ölümden sonra da ormanı yönetmesine yardım ediyor. Tüyler ürpertici ama durum bu. #0x98B7D4FF#Onlardan birini bulabilirsen#PREVIOUS# sana yardım edebilir."
702,0x59DB8109,Not yet! I’m working on it.,Pas encore ! Mais j'y travaille...,Noch nicht! Ich arbeite daran.,"No, sto ancora cercando.",¡Todavía no! Estoy en ello.,Henüz değil! Üzerinde çalışıyorum.
703,0x59DB810A,This spell had better work.,Il y a intérêt à ce que votre sort fonctionne.,"Ich hoffe nur, dieser Zauber funktioniert.",Sarà meglio che questo incantesimo funzioni.,Más te vale que el hechizo funcione.,Bu büyü işe yarasa iyi olur.
704,0x59DDDDB3,The mouthpiece is held by a #0x98B7D4FF#Tibur Hornblower#PREVIOUS#. The Hornblowers are Tibur who've learned to bend monsters to their wills with horn calls!,C'est l'un des #0x98B7D4FF#Cornistes tiburiens#PREVIOUS# qui détient l'embouchoir. Les Cornistes sont des Tiburiens qui ont acquis le pouvoir de plier les monstres à leur volonté en jouant du cor.,"Das Mundstück ist im Besitz eines #0x98B7D4FF#Tibur-Hornbläsers#PREVIOUS#. Die Hornbläser sind Tibur, die gelernt haben, Monster durch Hornrufe ihrem Willen zu unterwerfen!",La bocchetta è in possesso di un #0x98B7D4FF#Tibur soffiacorno#PREVIOUS#. I Soffiacorno sono i Tibur che hanno imparato a piegare i mostri alla loro volontà usando i corni!,La boquilla la tiene un #0x98B7D4FF#tibur corneta#PREVIOUS#. ¡Los cornetas son tiburs que han aprendido a controlar a los monstruos tocando un cuerno!,"Ağızlık bir #0x98B7D4FF#Tibur Borazancısında#PREVIOUS#. Borazancılar, boru sesleriyle canavarları iradelerine boyun eğdirmeyi öğrenmiş Tiburlardır!"
705,0x59DDDDB4,"The Tibur will never give up the song, but a record of it is hidden inside #0x98B7D4FF#the haunted vessel#PREVIOUS# that lies in #0x98B7D4FF#the Deep#PREVIOUS#. Search there for the music.","Les Tiburiens n'accepteront jamais de dévoiler cette mélodie, mais il en existe une description cachée dans l'#0x98B7D4FF#épave hantée#PREVIOUS# qui repose dans les #0x98B7D4FF#Bas-fonds#PREVIOUS#. C'est là que vous devrez la chercher.","Die Tibur würden die Melodie niemals preisgeben, aber in #0x98B7D4FF#dem verfluchten Schiff#PREVIOUS# in #0x98B7D4FF#der Tiefe#PREVIOUS# liegt eine Niederschrift. Sucht dort danach.","I Tibur non sveleranno mai la melodia, ma essa si trova nascosta nel #0x98B7D4FF#vascello infestato#PREVIOUS# che giace #0x98B7D4FF#nell'Abisso#PREVIOUS#. Esaminalo per trovarla.","Los tiburs nunca nos revelarán la canción, pero hay una grabación escondida dentro del #0x98B7D4FF#barco encantado#PREVIOUS# que hay en #0x98B7D4FF#las Profundidades#PREVIOUS#. Busca allí la música.",Tiburlar şarkıyı asla gönüllü vermez ama kaydı #0x98B7D4FF#Derinlik#PREVIOUS#'teki #0x98B7D4FF#perili gemide#PREVIOUS# saklı. Müziği orada ara.
706,0x59DE1121,What do you want?,Que voulez-vous de moi ?,Was wollt Ihr?,Cosa c'è?,¿Qué es lo que quieres?,Ne istiyorsun?
707,0x5A37D3BC,The Soul Void is the domain of the wizards of Nexus. The demons have smashed our labs to pieces...but we still rule here.,Le Néant des âmes est le royaume des magiciens de Nexus. Les démons ont mis à sac tous leurs laboratoires... mais nous finirons par en reprendre le contrôle.,"Das Nichts ist das Reich der Zauberer von Nexus. Die Dämonen haben unsere Labore zerstört, aber wir herrschen hier noch immer.","Il Vuoto dell'anima è il dominio dei maghi di Nexus. I demoni hanno distrutto i nostri laboratori, ma abbiamo ancora il controllo.","Vacío de las Almas es el dominio de los magos de Nexus. Los demonios nos han destrozado los laboratorios, pero seguimos siendo los que mandan aquí.",Ruh Boşluğu Nexus büyücülerinin alanıdır. İblisler laboratuvarlarımızı paramparça etti… ama buranın hâkimi hâlâ biziz.
708,0x5AEFF748,I don't know. All these adventurers. They make Nexus look untidy.,Honnêtement... Tous ces aventuriers... Je trouve qu'ils ternissent un peu l'image de Nexus.,Ich weiß nicht. All diese Abenteurer. Wegen denen sieht Nexus so schmutzig aus.,Non so... Tutti questi avventurieri rovinano l'atmosfera di Nexus.,Tantos aventureros... No sé. Hacen que Nexus parezca desordenada.,Bilmiyorum. Bunca maceracı… Nexus'u dağınık gösteriyorlar.
709,0x5AEFF749,"It's all very well being an adventurer, but who's going to clean up after you?","En soi je n'ai rien contre les aventuriers, mais qui va faire le ménage une fois que vous serez partis ?","Abenteurer sind ja schön und gut, aber wer macht hinter ihnen sauber?","Fare l'avventuriero è sicuramente divertente, ma poi chi pulisce tutto?","Ser aventurero está muy bien, pero, ¿quién limpia sus estropicios cuando han terminado?",Maceracı olmak iyi hoş da arkanızı kim temizleyecek?
710,0x5AEFF74A,Nexus was so pretty. But now it's full of bustle and noise. I'm going to go home and have a bath.,"Nexus était jadis si belle et si paisible... Maintenant elle est envahie par le bruit et la foule. Excusez-moi, je vais rentrer prendre un bain.",Nexus war so schön. Aber heute ist es ein lärmendes Wespennest. Ich gehe jetzt nach Hause und nehme ein Bad.,Nexus era così bella... Adesso è piena di movimento e rumore. Andrò a casa a farmi un bagno.,Nexus era tan bonita. Pero ahora es bulliciosa y ruidosa. Me voy a casa a tomar un baño.,Nexus eskiden çok güzeldi. Şimdi koşuşturma ve gürültüyle dolu. Eve gidip banyo yapacağım.
711,0x5AEFF74B,Maybe things will finally get back to normal here in Nexus… once someone cleans this place up!,"Nexus va peut-être enfin retrouver sa douceur de vivre... Enfin, une fois que quelqu'un aura fait un grand ménage !","Vielleicht kehrt jetzt wieder Normalität hier in Nexus ein,  ... nachdem jemand die Stadt wieder auf Vordermann gebracht hat.","Forse ora le cose torneranno nella normalità qui a Nexus... Dopo che qualcuno avrà dato una pulita, ovviamente!",Puede que las cosas vuelvan a la normalidad en Nexus... ¡en cuanto alguien limpie este sitio!,Belki biri burayı temizledikten sonra Nexus'ta her şey nihayet normale döner…
712,0x5AF3405D,"Ha! I can still smell the hippode on ya! Great job, bud. Once I've got enough for stew, the customers will be lining up across the whole market!","Aah, vous empestez encore l'Hippode ! Beau travail ! Quand j'aurai préparé suffisamment de ragoût, les clients feront la queue jusqu'à l'autre bout du marché !","Ha! Ihr riecht immer noch nach Hippode! Gute Arbeit. Wenn ich erst mal genug für den Eintopf habe, werden meine Kunden auf dem ganzen Markt Schlange stehen!","Ah! Ti sento ancora la puzza di ippodonte addosso! Hai fatto un ottimo lavoro. Quando ne avrò a sufficienza per lo stufato, tutto il mercato farà la fila!","¡Ja! ¡Aún puedo oler la peste a hippode que llevas encima! Buen trabajo. ¡En cuanto tenga suficiente cocido, la cola de clientes va a extenderse por todo el mercado!",Ha! Üzerinden hâlâ Hippode kokusu geliyor! Harika iş dostum. Yeterince yahni hazırlayınca müşteriler pazarın öbür ucuna kadar sıra olur!
713,0x5AFE75AF,"I've got a job for a private collector. He wants #0x98B7D4FF#magical relics#PREVIOUS# from those deeper catacombs you've been venturing into. If you brought up #0x98B7D4FF#three of them#PREVIOUS# from #0x98B7D4FF#Shadow's Depths#PREVIOUS#, we'd make a tidy profit.","Un collectionneur privé nous a confié une mission. Il souhaite récupérer des #0x98B7D4FF#reliques magiques#PREVIOUS# provenant des catacombes inférieures que vous avez déjà explorées. Rien qu'en rapportant #0x98B7D4FF#trois reliques#PREVIOUS# des #0x98B7D4FF#Abîmes de l'ombre#PREVIOUS#, nous pourrions nous faire un joli petit pactole.","Ich habe einen Auftrag für einen privaten Sammler. Er will #0x98B7D4FF#magische Relikte#PREVIOUS# aus den tieferen Katakomben, in denen Ihr schon einmal wart. Wenn Ihr #0x98B7D4FF#drei davon#PREVIOUS# aus den #0x98B7D4FF#Schattentiefen#PREVIOUS# bergen könnt, würden wir einen hübschen Gewinn machen.",Ho un lavoro per un collezionista privato. Vuole delle #0x98B7D4FF#reliquie magiche#PREVIOUS# da quelle catacombe che hai visitato. Se ne recuperi #0x98B7D4FF#tre#PREVIOUS# dagli #0x98B7D4FF#Abissi dell'ombra#PREVIOUS# possiamo ricavarne un grosso profitto.,"Tengo un trabajo para un coleccionista privado. Quiere #0x98B7D4FF#reliquias mágicas#PREVIOUS# de esas profundas catacumbas en las que te has estado aventurando. Si trajeses #0x98B7D4FF#tres#PREVIOUS# de las #0x98B7D4FF#Profundidades Sombrías#PREVIOUS#, sacaríamos una buena suma.",Özel bir koleksiyoncu için işim var. Girdiğin derin mezarlıklardan #0x98B7D4FF#büyülü kalıntılar#PREVIOUS# istiyor. #0x98B7D4FF#Gölge Derinlikleri#PREVIOUS#'nden #0x98B7D4FF#üç tane#PREVIOUS# getirirsen güzel kâr ederiz.
714,0x5B1B42E2,I really have better things to do.,J'ai vraiment beaucoup mieux à faire.,Ich habe wirklich Besseres zu tun.,"Mi dispiace, ma ho di meglio da fare.",Tengo cosas mejores que hacer.,Gerçekten daha önemli işlerim var.
715,0x5B7ACA32,How can you get me in?,Comment comptez-vous m'y donner accès ?,Wie bringt Ihr mich dorthin?,Come farai a farmi entrare?,¿Cómo puedes meterme ahí?,Beni içeri nasıl sokacaksın?
716,0x5B9F2337,A thick liquid spreads from a broken glass flask.,D'une fiole brisée se répand un liquide visqueux.,Eine zähe Flüssigkeit rinnt aus einer zerbrochenen Glasflasche.,Un liquido denso fuoriesce da una fiaschetta di vetro rotta.,Un espeso líquido se extiende saliendo de un frasco de cristal roto.,Kırık bir cam şişeden koyu bir sıvı yayılıyor.
717,0x5B9F2338,Various instruments lay across the table here. They look recently used. Eckhardt must have been forced to drop them in a hurry.,Divers instruments sont éparpillés sur la table. Ils semblent avoir été récemment utilisés. Eckhardt doit avoir été contraint de les abandonner soudainement.,Auf dem Tisch liegen diverse Instrumente. Sie wurden erst kürzlich benutzt. Eckhardt musste sie offenbar schnell fallenlassen.,Ci sono diversi strumenti sparsi sul tavolo. Sembra siano stati usati di recente. Eckhardt deve essere stato costretto ad abbandonarli in fretta.,Hay varios instrumentos encima de la mesa. Parece que los han usado hace poco. Eckhardt se habrá visto obligado a abandonarlos deprisa y corriendo.,Masanın üzerinde çeşitli aletler duruyor. Yakın zamanda kullanılmış gibiler. Eckhardt onları aceleyle bırakmak zorunda kalmış olmalı.
