index,key,F,G,I,S,U,TR
321,MID_H_CONFIG_ズーム_オン,Permettre le zoom automatique de la caméra.,Automatischen Kamerazoom aktivieren.,Attiva lo zoom automatico della visuale.,Activar el zoom automático de la cámara.,Allow the camera to automatically zoom.,Kameranın otomatik yakınlaşmasını aç.
322,MID_CONFIG_角度変化,Inclinaison carte,Kartenneigung,Inclin. mappa,Inclinar mapa,Map Tilt,Harita Eğimi
323,MID_H_CONFIG_角度変化_オフ,Désactiver l'inclinaison de l'angle de la caméra.,Neigung des Kamerawinkels deaktivieren.,Disattiva l'inclinazione automatica della visuale.,Fijar el ángulo de la cámara.,Do not allow the camera angle to tilt.,Kamera açısının eğilmesine izin verme.
324,MID_H_CONFIG_角度変化_オン,Permettre l'inclinaison de l'angle de la caméra.,Neigung des Kamerawinkels aktivieren.,Attiva l'inclinazione automatica della visuale.,Permitir que el ángulo de cámara varíe.,Allow the camera angle to tilt.,Kamera açısının eğilmesine izin ver.
325,MID_CONFIG_音量BGM,Volume musique,Musiklautstärke,Volume musica,Vol. música,Music Volume,Müzik
326,MID_H_CONFIG_音量BGM,Ajuster le volume de la musique.,Musiklautstärke einstellen.,Regola il volume della musica.,Regular el volumen de la música.,Adjust the volume of music.,Müziğin ses seviyesini ayarla.
327,MID_CONFIG_音量SE,Volume effets,SFX-Lautstärke,Volume effetti,Vol. sonidos,SFX Volume,Efekt
328,MID_H_CONFIG_音量SE,Ajuster le volume des effets sonores.,Soundeffekt-Lautstärke einstellen.,Regola il volume degli effetti sonori.,Regular el volumen de los efectos de sonido.,Adjust the volume of non-system sound effects.,Sistem dışı efektlerin sesini ayarla.
329,MID_CONFIG_音量SysSE,Volume système,Systemsounds,Volume sistema,Vol. sistema,System Volume,Sistem
330,MID_H_CONFIG_音量SysSE,Ajuster le volume des effets sonores système.,Lautstärke von Systemsounds einstellen.,Regola il volume degli effetti sonori di sistema.,Regular el volumen de los sonidos del sistema.,Adjust the volume of system sound effects.,Sistem ses efektlerinin düzeyini ayarla.
331,MID_CONFIG_音量ボイス,Volume voix,Sprachlautstärke,Volume voce,Vol. voces,Voice Volume,Ses Seviyesi
332,MID_H_CONFIG_音量ボイス,Ajuster le volume des voix.,Sprachlautstärke einstellen.,Regola il volume delle voci.,Regular el volumen de las voces.,Adjust the volume of voices.,Seslerin seviyesini ayarla.
333,MID_CONFIG_ボイス再生,Narration,Sprachausgabe,Voci storia,Voces,Story Voices,Hikâye Sesleri
334,MID_H_CONFIG_ボイス再生_オン,Activer les voix dans les scènes narratives.,Sprachausgabe für Videos einschalten.,Riproduci le voci nelle scene della storia.,Reproducir las voces durante los vídeos.,Play voices during story scenes.,Hikâye sahneleri sırasında sesler çal.
335,MID_H_CONFIG_ボイス再生_オフ,Désactiver les voix dans les scènes narratives.,Sprachausgabe für Videos ausschalten.,Non riprodurre le voci nelle scene della storia.,Silenciar las voces durante los vídeos.,Mute voices during story scenes.,Hikâye sahneleri sırasında sesleri kapat.
336,MID_CONFIG_スピーカーモード,Haut-parleurs,Lautspr.-Modus,Altoparlanti,Altavoces,Speaker Mode,Hoparlör Modu
337,MID_H_CONFIG_スピーカーモード_オン,Optimiser le son pour les haut-parleurs.,Sound für Lautsprecher optimieren.,Ottimizza la resa per gli altoparlanti.,Optimizar el sonido para los altavoces.,Optimize sound output for system speakers.,Sistem hoparlörü sesini iyileştir.
338,MID_H_CONFIG_スピーカーモード_オフ,Ne pas optimiser le son pour les haut-parleurs.,Sound für Lautsprecher nicht optimieren.,Non ottimizzare la resa per gli altoparlanti.,No optimizar el sonido para los altavoces.,Do not optimize sound output for system speakers.,Sistem hoparlörü iyileştirmesini kapat.
339,MID_CONFIG_BGM,Bande son,Musik,Colonna sonora,Banda sonora,Soundtrack,Müzik
340,MID_CONFIG_BGM_デフォルト,Conquête,Eroberung,Conquista,Conquista,Conquest,Fetih
341,MID_CONFIG_BGM_序幕,Prélude,Vorspiel,Preludio,Preludio,Prelude,Prelüd
342,MID_CONFIG_BGM_危機,Nuage,Sturmw.,Nubi,Tormenta,S. Clouds,F. Bulutlar
343,MID_CONFIG_BGM_使命1,Devoir,Pflicht,Chiamata,Cometido,Duty,Görev
344,MID_CONFIG_BGM_使命2,Destinée,Schicksal,Destino,Destino,Destiny,Kader
345,MID_CONFIG_BGM_運命,D. divin,G. Dekret,Decreto,Fatalidad,D. Decree,I. Kararname
346,MID_CONFIG_BGM_絶望,Chaos,Chaos,Caos,Caos,Chaos,Kaos
347,MID_CONFIG_BGM_強者,Champion,Champion,Campione,Campeón,Champion,Şampiyon
348,MID_H_CONFIG_BGM_デフォルト,Jouer Conquête durant les confrontations.,"Den Titel ""Eroberung"" bei Gefechten abspielen.","Riproduci ""Conquista"" durante le sfide.","Escuchar ""Conquista"" durante las escaramuzas.","Play ""Conquest"" during challenge battles.","Meydan okumada ""Fetih""i çal."
349,MID_H_CONFIG_BGM_序幕,Jouer Prélude durant les confrontations.,"Den Titel ""Vorspiel"" bei Gefechten abspielen.","Riproduci ""Preludio"" durante le sfide.","Escuchar ""Preludio"" durante las escaramuzas.","Play ""Prelude"" during challenge battles.","Meydan okumada ""Prelüd""ü çal."
350,MID_H_CONFIG_BGM_危機,Jouer Nuage d'orage durant les confrontations.,"Den Titel ""Sturmwolken"" bei Gefechten abspielen.","Riproduci ""Nubi della tempesta"" durante le sfide.","Escuchar ""Tormenta"" durante las escaramuzas.","Play ""Storm Clouds"" during challenge battles.","Meydan okumada ""Fırtına Bulutları""nı çal."
351,MID_H_CONFIG_BGM_使命1,Jouer Devoir durant les confrontations.,"Den Titel ""Pflicht"" bei Gefechten abspielen.","Riproduci ""Chiamata"" durante le sfide.","Escuchar ""Cometido"" durante las escaramuzas.","Play ""Duty"" during challenge battles.","Meydan okumada ""Görev""i çal."
352,MID_H_CONFIG_BGM_使命2,Jouer Destinée durant les confrontations.,"Den Titel ""Schicksal"" bei Gefechten abspielen.","Riproduci ""Destino"" durante le sfide.","Escuchar ""Destino"" durante las escaramuzas.","Play ""Destiny"" during challenge battles.","Meydan okumada ""Kader""i çal."
353,MID_H_CONFIG_BGM_運命,Jouer Décret divin durant les confrontations.,"Den Titel ""Göttliches Dekret"" bei Gefechten abspielen.","Riproduci ""Decreto divino"" durante le sfide.","Escuchar ""Fatalidad"" durante las escaramuzas.","Play ""Divine Decree"" during challenge battles.","Meydan okumada ""İlahi Kararname""yi çal."
354,MID_H_CONFIG_BGM_絶望,Jouer Chaos durant les confrontations.,"Den Titel ""Chaos"" bei Gefechten abspielen.","Riproduci ""Caos"" durante le sfide.","Escuchar ""Caos"" durante las escaramuzas.","Play ""Chaos"" during challenge battles.","Meydan okumada ""Kaos""u çal."
355,MID_H_CONFIG_BGM_強者,Jouer Champion durant les confrontations.,"Den Titel ""Champion"" bei Gefechten abspielen.","Riproduci ""Campione"" durante le sfide.","Escuchar ""Campeón"" durante las escaramuzas.","Play ""Champion"" during challenge battles.","Meydan okuma savaşlarında ""Şampiyon"" çal."
356,MID_CONFIG_リセット,Param. défaut,Standardeinst.,Predefiniti,Por defecto,Restore Defaults,Varsayılanı Geri Yükle
357,MID_H_CONFIG_リセット,Rétablir tous les paramètres par défaut.,Standardeinstellungen wiederherstellen.,Ripristina tutte le impostazioni predefinite.,Restablecer los parámetros predefinidos.,Reset all options to their default settings.,Tüm ayarları varsayılana döndür.
358,MID_H_CONFIG_字幕_オン,Afficher les sous-titres lors des vidéos.,Untertitel der Filmsequenzen anzeigen.,Mostra i sottotitoli nelle sequenze animate.,Mostrar subtítulos en las escenas de vídeo.,Display subtitles during movie scenes.,Ara sahnelerde altyazıları göster.
359,MID_H_CONFIG_字幕_オフ,Ne pas afficher les sous-titres lors des vidéos.,Untertitel der Filmsequenzen nicht anzeigen.,Non mostrare i sottotitoli nelle sequenze animate.,No mostrar subtítulos en las escenas de vídeo.,Do not display subtitles during movie scenes.,Ara sahnelerde altyazıları kapat.
360,MID_CONFIG_リセット確認,Voulez-vous rétablir les paramètres par défaut ?,Standardeinstellungen wiederherstellen?,Ripristini tutte le impostazioni predefinite?,¿Restablecer los parámetros predefinidos?,Reset all options to their default settings?,Tüm ayarlar varsayılana dönsün mü?
361,MID_CONTACT_強さをみる,Voir carac.,Werte ansehen,Vedi dati,Ver estado,View Stats,İstatistikleri Görüntüle
362,MID_CONTACT_スカウト,Recruter,Rekrutieren,Recluta,Reclutar,Recruit,Ekibe Al
363,MID_CONTACT_戦う,Combattre,Kämpf.,Combatti,Luchar,Fight,Savaş
364,MID_CONTACT_持ち物を買う,Acheter objets,Items kaufen,Compra,Comprar obj.,Buy Items,Eşya Al
365,MID_CONTACT_別れを告げる,Congédier,Entfernen,Allontana,Descartar,Dismiss,Çıkar
366,MID_CONTACT_戻る,Quitter,Verlassen,Esci,Volver,Exit,Çıkış
367,MID_CONTACT_名声値,Renom.,Ruf:,Fama:,Fama:,Renown:,Ün:
368,MID_CONTACT_軍,Plus,+,Più,Info.,More,Daha
369,MID_CONTACT_一覧,Moins,-,Meno,Atrás,Less,Az
370,MID_CONTACT_強さをみる説明,Voir les unités ennemies et leurs carac.,Einheiten u. Werte des anderen Teams ansehen.,Visualizza unità e dati dell'altra squadra.,Ver las unidades y el estado del otro equipo.,View the other team's units and their stats.,Rakip birimleri ve değerlerini görüntüle.
371,MID_CONTACT_スカウト確認,"$aRecruter le chef pour
$a0 écus ? (Ses objets
ne seront pas récupérés.)","$aAnführer für $a0 G
rekrutieren? (Ohne Items)","$aVuoi reclutare il condottiero
per $a0 monete?
(Strumenti non inclusi)","$a¿Quieres reclutar al líder del
equipo por $a0 monedas?
(No se incluyen sus objetos.)","$aRecruit the team leader
for $a0G?
(Items are not included.)","$aEkip lideri $a0G karşılığında
ekibe katılsın mı?
(Eşyalar dâhil değildir.)"
372,MID_CONTACT_スカウト確認_上書き,"$aRecruter le chef pour
$a0 écus ? Pour recruter
une unité existante, l'ancienne
version doit être supprimée.","$aAnführer für $a0 G
rekrutieren? Dafür muss die
bereits bestehende Einheit
überschrieben werden.","$aVuoi reclutare il condottiero
per $a0 monete?
Se recluti un'unità esistente,
la precedente sarà sovrascritta.","$a¿Quieres reclutar al líder del
equipo por $a0 monedas?
Si reclutas una unidad que ya
tienes, se sobrescribirá
la anterior.","$aRecruit the team leader
for $a0G?
To recruit an existing unit, the
old unit must be overwritten.","$aEkip lideri $a0G karşılığında
ekibe katılsın mı?
Mevcut birimi yeniden almak için
eski birimin üstüne yazılır."
373,MID_CONTACT_スカウト確認_オーバー,"$aRecruter le chef pour
$a0 écus ? Vous devez
congédier une unité pour
pouvoir recruter davantage.","$aAnführer für $a0 G
rekrutieren? Bevor du wieder
rekrutieren kannst, musst du
eine Einheit entlassen.","$aVuoi reclutare il condottiero
per $a0 monete?
Per reclutare altre unità
devi prima scartarne una.","$a¿Quieres reclutar al líder del
equipo por $a0 monedas?
Debes licenciar a una unidad
para añadir otras nuevas.","$aRecruit the team leader
for $a0G?
You must dismiss a unit before
you can recruit any more.","$aEkip lideri $a0G karşılığında
ekibe katılsın mı?
Daha fazla birim almak için önce
bir birimi göndermen gerekir."
374,MID_CONTACT_自身をスカウト,"Cette unité ne peut pas
être recrutée.",Einheit nicht rekrutierbar.,Non puoi reclutare quest'unità.,No puedes reclutar a esta unidad.,This unit cannot be recruited.,Bu birim ekibe katılamaz.
375,MID_CONTACT_課金兵種,"Pour recruter cette unité, vous
devez obtenir une nouvelle
classe au portail du Multivers.","Schalte zum Rekrutieren dieser
Einheit erst eine neue Klasse am
Dimensionstor frei.","Per reclutare quest'unità devi
prima ottenere una nuova classe
al portale Altrotempo.","Debes conseguir una clase
nueva en el portal dimensional
para reclutar a esta unidad.","To recruit this unit, you must
first obtain a new class at the
Outrealm Gate.","Bu birimi ekibe katmak için önce
Öte Âlem Kapısı'nda yeni bir sınıf edin."
376,MID_CONTACT_T_仲間削除,Congédier,Einheit entlassen,Scarta unità,Licenciar,Dismiss Unit,Birimi çıkar
377,MID_CONTACT_仲間削除,"Vous ne pouvez pas
recruter davantage.
Veuillez choisir une
unité à congédier.","Keine Rekrutierung
mehr möglich.
Wähle eine Einheit,
um sie zu entlassen.","Non puoi reclutare
altre unità.
Scegli un'unità
da scartare.","No puedes reclutar
a más unidades.
Elige una para
licenciarla.","No more units
can be recruited.
Select a unit to
dismiss.","Daha fazla
birim alınamaz.
Çıkarılacak
birimi seçin."
378,MID_CONTACT_仲間削除確認,"Congédier cette unité ? (Quand
le journal dépasse 99 unités,
l'unité débloquée ayant le coût
de recrutement le plus bas sera
automatiquement supprimée.)","Diese Einheit entlassen?
(Überschreitet das Avatar-
Logbuch 99 Einträge, wird die
freigeschaltete Einheit mit der
niedr. Gebühr autom. gelöscht.)","Vuoi scartare quest'unità?
(Quando nel registro superi le
99 unità, l'unità sbloccata con
il più basso costo di
reclutamento sarà eliminata.)","¿Licenciar a esta unidad?
(Cuando el registro tenga más
de 99 unidades, se borrará
automáticamente la unidad de
menor precio de reclutamiento.)","Dismiss this unit?
(When the Avatar Logbook exceeds
99 entries, the unlocked unit with
the lowest recruitment fee will be
automatically deleted.)","Bu birimi gönder?
(Avatar Defteri 99 kaydı aşarsa,
kilidi açık birimlerden katılım ücreti
en düşük olan otomatik silinir.)"
379,MID_CONTACT_仲間削除結果,L'unité a été congédiée.,Die Einheit wurde entlassen.,L'unità è stata scartata.,Has licenciado a la unidad.,The unit was dismissed.,Birim çıkarıldı.
380,MID_CONTACT_T_ユニット再加入,Unité existante,Bestehende Einheit,Unità esistente,Unidad actual,Existing Unit,Mevcut Birim
381,MID_CONTACT_ユニット再加入,"Choisir la version
de l'unité à
recruter.","Wähle die zu
rekrutierende
Version der Einheit.","Seleziona la
versione dell'unità
che vuoi reclutare.","Elige la versión de
la unidad a la que
quieras reclutar.","Select the version
of the unit to
recruit.","Ekibe katılacak
birim sürümünü seç."
382,MID_CONTACT_ユニット再加入確認,"Recruter cette version effacera
les données de l'ancienne. OK ?","Diese Version rekrutieren und
alte Einheit überschreiben?","Recluti questa versione? I dati
dell'unità verranno sovrascritti.","¿Reclutar esta versión?
La unidad anterior se borrará.","Recruit this version of the unit?
The old unit data will be lost.","Birim bu sürümüyle ekibe katılsın mı?
Eski birim verileri kaybolur."
383,MID_CONTACT_ユニット再加入結果,L'unité a été remplacée.,Einheit wurde ausgetauscht.,Hai sostituito l'unità.,Se ha reemplazado a la unidad.,The unit was replaced.,Ünite değiştirildi.
384,MID_CONTACT_ユニット再加入_キャンセル,L'unité n'a pas été modifiée.,Einheit wurde nicht verändert.,Non hai sostituito l'unità.,La unidad no ha cambiado.,The unit was left unchanged.,Birim değişmeden kaldı.
385,MID_CONTACT_T_名鑑上書き,Mettre à jour,Anpassen,Aggiorna,Actualizar,Update,Güncelleme
386,MID_CONTACT_名鑑上書き,"Choisir l'unité avec
laquelle mettre
à jour le journal.","Wähle die Einheit,
mit der du das
Logbuch anpassen
möchtest.","Seleziona l'unità
che vuoi aggiornare
nel registro.","Elige la unidad con
la que actualizar el
registro.","Select the unit to
update the logbook
with.","Kayıt defterinin
güncelleneceği
birimi seçin."
387,MID_CONTACT_名鑑上書き確認,"Mettre à jour le journal avec
cette version de l'unité ?
L'ancienne sera perdue.","Mit dieser Version der Einheit
das Logbuch anpassen? Der
alte Eintrag geht verloren.","Vuoi aggiornare il registro con
questa versione dell'unità?
Perderai così la precedente.","¿Usar esta versión de la unidad
para actualizar el registro?
La entrada anterior se perderá.","Use this version of the unit to
update the logbook? The old
entry will be lost.","Kayıt defteri bu birim sürümüyle
güncellensin mi? Eski kayıt kaybolur."
388,MID_CONTACT_名鑑上書き結果,Le journal a été mis à jour.,Logbuch angepasst.,Registro aggiornato.,Se ha actualizado el registro.,Logbook updated.,Seyir defteri güncellendi.
389,MID_CONTACT_名鑑上書き_キャンセル,La mise a jour a été annulée.,Anpassen abgebrochen.,Aggiornamento annullato.,Actualización cancelada.,Update cancelled.,Güncelleme iptal edildi.
390,MID_CONTACT_名鑑削除,Effacer,Entfernen,Elimina,Borrar,Remove,Çıkar
391,MID_CONTACT_名鑑削除_確認,Voulez-vous effacer cette unité ?,"Diese Einheit aus dem
Logbuch entfernen?","Vuoi eliminare questa
unità dal registro?","¿Borrar esta unidad
del registro?","Remove this unit from
the logbook?",Bu birim kayıt defterinden silinsin mi?
392,MID_CONTACT_名鑑削除_結果,L'unité a été effacée.,Einheit wurde entfernt.,Unità eliminata.,Se ha borrado la unidad.,Unit removed.,Birim kaldırıldı.
393,MID_CONTACT_T_名鑑新規登録,Ajouter,Hinzufügen,Aggiungi,Registrar,Add,Ekle
394,MID_CONTACT_名鑑新規登録,Ajouter,Hinzufügen,Aggiungi,Registrar,Add,Ekle
395,MID_CONTACT_名鑑新規登録_説明,"Choisir une unité à
ajouter au journal.","Wähle eine Einheit,
um sie dem
Logbuch
hinzuzufügen.","Seleziona l'unità
da aggiungere.","Elige qué unidad
quieres registrar.","Select a unit to add
to the logbook.","Kayıt defterine
eklenecek birimi seçin."
396,MID_CONTACT_名鑑新規登録_満員,Le journal est déjà plein.,Kein Platz mehr im Logbuch.,Il registro è pieno.,El registro está lleno.,The logbook is already full.,Kayıt defteri zaten dolu.
397,MID_CONTACT_名鑑新規登録_登録済み,Il n'y a pas d'unités à ajouter.,"Es gibt keine Einheiten, die
hinzugefügt werden können.","Non ci sono unità
da aggiungere.",No hay unidades que añadir.,"There are no units that can
be added.","Eklenebilecek
birim yok."
398,MID_CONTACT_名鑑新規登録_結果,L'unité a été ajoutée.,Einheit hinzugefügt.,Unità aggiunta.,Se ha registrado la unidad.,Unit added.,Birim eklendi.
399,MID_CONTACT_名鑑新規登録_キャンセル,Enregistrement annulé.,"Logbuch-Registrierung
abgebrochen.",Registrazione annullata.,Se ha cancelado el registro.,Logbook registration cancelled.,Kayıt defterine ekleme iptal edildi.
400,MID_CONTACT_金不足,Fonds insuffisants.,Das kannst du dir nicht leisten.,Fondi insufficienti.,No tienes dinero suficiente.,Insufficient funds.,Yetersiz kaynak.
401,MID_CONTACT_戦闘確認,"Voulez-vous défier ce groupe
au combat ? Si vous gagnez,
vous pourrez recruter son chef.
(Ses objets ne seront pas
récupérés. Plus le mode de jeu est
difficile, plus l'ennemi sera coriace.)","Dieses Team herausfordern?
Gewinnst du, kannst du den
Anführer rekrutieren. (Ohne Items.
Das Team wird stärker, je höher
der Schwierigkeitsgrad ist.)","Vuoi sfidare questa squadra?
Se vinci, potrai reclutarne
il condottiero.
(Non sono inclusi gli strumenti.
La squadra sarà più forte a livelli
di difficoltà superiori.)","¿Quieres desafiar a este equipo?
Si ganas, podrás reclutar a su líder.
(No se incluyen sus objetos. El
equipo será más poderoso cuanto
mayor sea el nivel de dificultad.)","Challenge this team to a fight?
If you win, you can recruit the
team leader.
(Items are not included.
The team will be more powerful
at higher difficulties.)","Bu takıma meydan okumak ister misin?
Kazanırsan liderini ekibine katabilirsin.
(Eşyalar dâhil değil. Yüksek zorluklarda
takım daha güçlü olur.)"
402,MID_CONTACT_戦闘確認_上書き,"Vous avez déjà recruté le chef de
ce groupe. Si vous gagnez, vous
pourrez mettre à jour ses
caractéristiques. (Plus le mode
de jeu est difficile, plus l'ennemi
sera coriace.)","Diesen Anführer hast du schon
rekrutiert. Gewinne, um seine
Werte anzupassen.
Dieses Team herausfordern?
(Das Team wird stärker, je höher
der Schwierigkeitsgrad ist.)","Hai già reclutato questo
condottiero. Se vinci, potrai
aggiornare i suoi dati.
Vuoi sfidare questa squadra?
(La squadra sarà più forte a livelli
di difficoltà superiori.)","Ya has reclutado a este líder.
Si ganas, actualizarás su estado.
¿Quieres desafiar a este equipo?
(Este será más poderoso cuanto
mayor sea el nivel de dificultad.)","You have already recruited this
team leader. Win, and you can
update the leader's stats.
Challenge this team to a fight?
(The team will be more powerful
at higher difficulties.)","Bu ekip liderini zaten aldın. Kazanırsan
istatistiklerini güncelleyebilirsin.
Bu takıma meydan okumak ister misin?
(Yüksek zorlukta takım daha güçlü olur.)"
403,MID_CONTACT_戦闘確認_オーバー,"Vous devez congédier une unité
pour pouvoir recruter davantage.
Voulez-vous défier ce groupe ?
(Plus le mode de jeu est difficile,
plus l'ennemi sera coriace.)","Bevor du wieder rekrutieren
kannst, musst du eine Einheit
entlassen.
Dieses Team herausfordern?
(Das Team wird stärker, je höher
der Schwierigkeitsgrad ist.)","Per poter reclutare un'altra unità
devi prima scartarne una.
Sfidi questa squadra?
(La squadra sarà più forte a livelli
di difficoltà superiori.)","Debes licenciar a una unidad antes
de poder reclutar a nadie más.
¿Quieres desafiar a este equipo?
(Este será más poderoso cuanto
mayor sea el nivel de dificultad.)","You must dismiss a unit before
you can recruit any more.
Challenge this team to a fight?
(The team will be more powerful
at higher difficulties.)","Yeni birim almak için önce birini göndermelisin.
Bu takıma meydan okumak ister misin?
(Yüksek zorluklarda takım daha güçlü olur.)"
404,MID_CONTACT_自身と戦闘,"Vous ne pouvez pas recruter
ce chef.
Voulez-vous défier ce groupe ?
(Plus le mode de jeu est difficile,
plus l'ennemi sera coriace.)","Der Anführer des Teams kann nicht
rekrutiert werden.
Dieses Team herausfordern?
(Das Team wird stärker, je höher
der Schwierigkeitsgrad ist.)","Non puoi reclutare il condottiero.
Sfidi questa squadra?
(La squadra sarà più forte a livelli
di difficoltà superiori.)","No puedes reclutar a este líder.
¿Quieres desafiar a este equipo?
(Este será más poderoso cuanto
mayor sea el nivel de dificultad.)","The team leader cannot be
recruited. Challenge this team
to a fight?
(The team will be more powerful
at higher difficulties.)","Takım lideri ekibe katılamaz.
Bu takıma meydan okumak ister misin?
(Yüksek zorlukta takım daha güçlü olur.)"
405,MID_CONTACT_課金兵種戦闘,"Pour recruter cette unité, vous
devez d'abord obtenir une nouvelle
classe au portail du Multivers.
Voulez-vous défier ce groupe ?
(Plus le mode de jeu est difficile,
plus l'ennemi sera coriace.)","Schalte zum Rekrutieren dieser
Einheit erst eine neue Klasse am
Dimensionstor frei.
Dieses Team herausfordern?
(Das Team wird stärker, je höher
der Schwierigkeitsgrad ist.)","Per reclutare quest'unità devi
prima ottenere una nuova classe
al portale Altrotempo.
Sfidi questa squadra?
(La squadra sarà più forte a livelli
di difficoltà superiori.)","Debes conseguir una clase nueva
en el portal dimensional para
reclutar a esta unidad.
(El equipo será más fuerte cuanto
mayor sea el nivel de dificultad.)","To recruit this unit, you must
first obtain a new class at the
Outrealm Gate.
Challenge this team to a fight?
(The team will be more powerful
at higher difficulties.)","Bu birimi ekibe katmak için önce
Öte Âlem Kapısı'nda yeni bir sınıf edin.
Bu takıma meydan okumak ister misin?
(Yüksek zorlukta takım daha güçlü olur.)"
406,MID_CONTACT_持ち物を買う確認,"Voulez-vous acheter des objets
à ce groupe ? Si vous faites des
achats, le groupe quittera la carte
du monde.","Items vom anderen Team erwerben?
Wenn du etwas kaufst, verlässt dein
Team danach die Weltkarte.","Compri strumenti dall'altra
squadra? Dopo l'acquisto, la
squadra lascerà il mappamondo.","¿Quieres adquirir objetos de este
equipo? Si compras algo,
desaparecerá del mapa.","Buy items from the other team?
Once you have finished shopping,
the team will leave the World Map.","Diğer takımın eşyalarını satın al?
Alışveriş bitince takım
Dünya Haritası’ndan ayrılır."
407,MID_CONTACT_買えるアイテムがない,"Ce groupe n'a pas d'objets
à vendre.","Bei diesem Team stehen keine Items
zum Verkauf.","Questa squadra non ha strumenti
in vendita.","Este equipo no tiene ningún
objeto a la venta.","This team does not have any
items for sale.","Bu takımın satılık herhangi
bir ürünü yok."
408,MID_CONTACT_別れ確認,"Voulez-vous écarter ce groupe
de la carte du monde ?","Dieses Team von der Weltkarte
entfernen?","Allontani questa squadra
dal mappamondo?","¿Quieres que este equipo
desaparezca del mapa?","Dismiss this team from the
World Map?","Bu takım Dünya Haritası’ndan
çıkarılsın mı?"
409,MID_CONTACT_別れる,$aVous avez écarté $a0.,$aDu hast $a0 entfernt.,$aHai scartato $a0.,$aHas licenciado a $a0.,$aYou dismissed $a0.,$a$a0'i reddettiniz.
410,MID_CONTACT_仲間入り確認,"$aVoulez-vous recruter $a0 ?
(L'unité sera ajoutée à votre journal
quel que soit votre choix.)","$a$a0 rekrutieren?
(Die Einheit wird deinem Logbuch
in jedem Fall hinzugefügt.)","$aRecluti $a0?
(L'unità sarà aggiunta comunque
al tuo registro.)","$a¿Quieres reclutar a $a0?
(En cualquier caso, la unidad
se añadirá al registro.)","$aRecruit $a0?
(The unit will be added to your
Avatar Logbook regardless.)","$a$a0 ekibe katılsın mı?
(Birim her durumda Kayıt
Defteri’ne eklenir.)"
411,MID_CONTACT_仲間入り結果,$aVous avez recruté $a0.,$aDu hast $a0 rekrutiert.,$aHai reclutato $a0.,$aHas reclutado a $a0.,$aYou recruited $a0.,$a$a0 ekibe katıldı.
412,MID_SORTIE_進撃準備,Préparatifs,Vorbereitungen,Preparativi,Preparativos,Preparations,Hazırlıklar
413,MID_SORTIE_ユニット選択,Unités,Einheiten,Selez. unità,Unidades,Select Units,Birim Seç
414,MID_H_SORTIE_ユニット選択,Choisir les unités à déployer pour le combat.,Einheiten für diesen Kampf auswählen.,Seleziona le unità che schieri in battaglia.,Elegir a las unidades que lucharán en la batalla.,Select the units who will fight.,Savaşacak birimleri seç.
415,MID_SORTIE_マップ・配置,Voir carte,Positionen,Vedi mappa,Ver mapa,View Map,Haritayı Görüntüle
416,MID_H_SORTIE_マップ・配置,Changer les positions initiales de vos unités sur la carte.,Öffne die Karte und stelle deine Einheiten um.,Guarda la mappa e stabilisci le posizioni iniziali.,Ver el mapa y disponer las unidades.,View the map and set unit starting positions.,Haritayı aç ve başlangıç yerlerini ayarla.
417,MID_SORTIE_持ち物整理,Inventaire,Inventar,Inventario,Inventario,Inventory,Envanter
418,MID_H_SORTIE_持ち物整理,Gérer vos objets.,Verwalte deine Items.,Gestisci gli strumenti.,Administrar tus objetos.,Manage your items.,Ögelerinizi yönet.
419,MID_SORTIE_スキル着脱,Techniques,Fähigkeiten,Abilità,Habilidades,Equip Skills,Becerileri Donat
420,MID_H_SORTIE_スキル着脱,Équiper ou enlever des techniques.,Fähigkeiten ausrüsten und entfernen.,Attiva o disattiva abilità.,Equipar y quitar habilidades.,Equip and remove skills.,Becerileri donat veya çıkar.
421,MID_H_SORTIE_一括整理,Gérer tous vos objets.,Alle Items zugleich verwalten.,Gestisci tutti gli strumenti.,Administrar todos los objetos de una sola vez.,Manage all items at once.,Tüm ögeleri aynı anda yönet.
422,MID_SORTIE_武器屋,Armurerie,Arsenal,Armeria,Armería,Armoury,Cephanelik
423,MID_H_SORTIE_武器屋,Acheter ou vendre des objets à l'armurerie.,Kaufe oder verkaufe Items im Arsenal.,Compra o vendi strumenti nell'armeria.,Comprar y vender objetos en la armería.,Buy or sell items at the armoury.,Cephanelikten eşya satın al veya sat.
424,MID_SORTIE_支援会話,Soutien,Unterstz.,Sostegno,Conversar,Support,Destek
425,MID_H_SORTIE_支援会話,Renforcer les soutiens grâce aux conversations.,Baue Beziehungen durch Gespräche auf.,Instaura relazioni facendo conversare le unità.,Estrechar lazos entre unidades conversando.,Build unit relationships via conversations.,Konuşmalarla birim ilişkilerini geliştir.
426,MID_SORTIE_マイルーム,Caserne,Kaserne,Base,Cuartel,Barracks,Kışla
427,MID_H_SORTIE_マイルーム,Voir ce que font vos unités en ce moment.,"Sieh nach, was deine Einheiten gerade machen.",Guarda cosa fanno le tue unità.,Ver qué están haciendo tus unidades.,See what your units are up to right now.,Birimlerinizin şimdi neler yaptığını gör.
428,MID_SORTIE_通信,Sans fil,Drahtlos,Wireless,Inalámbrico,Wireless,Kablosuz
