index,key,English,French,German,Italian,Spanish,Turkish,prefix_hex
517,shop_first_greeting:0:INT,"<squish=0.82>It's about time you visited your frail, old Grandpa! Give me some of those shiny Banana Coins, and you can pick through my old things.",<squish=0.82>IL ÉTAIT TEMPS QUE TU RENDES|VISITE À TON VIEUX ET FRÊLE|PAPI ! DONNE-MOI DONC DES|PIÈCES BANANES ET RÉCUPÈRE|EN ÉCHANGE DES TRUCS DANS|MON BRIC-À-BRAC.,"<squish=0.82>Endlich besuchst du mal deinen alten, gebrechlichen Opa! Gib mir ein paar von diesen glänzenden Bananenmünzen und du kannst dich durch meinen alten Kram wühlen.","<squish=0.82>ERA ORA CHE FACESSI|VISITA AL TUO POVERO,|VECCHIO NONNO! PUOI|PRENDERTI UN PO' DELLA|MIA ROBA IN CAMBIO DI|QUALCHE MONETA BANANA.",<squish=0.82>¡Ya era hora de que vinieras a visitar a tu anciano abuelito! Dame unas cuantas monedas plátano bien relucientes y te daré algunas cosillas.,"<squish=0.82>Nihayet ihtiyar, çelimsiz dedeni|ziyarete geldin!|Şu parlak Muz Paralarından biraz ver de|eski eşyalarımı karıştır.",01
518,shop_forest_exit:0:DIS,<squish=0.82>Keep an eye out for some replacement rocking-chair material. This one chafes.,<squish=0.82>PRÉVIENS-MOI SI TU|TROUVES UN ROCKING-CHAIR|DE RECHANGE DANS LES|PARAGES : CELUI-CI GRINCE.,<squish=0.82>Halte Ausschau nach einem Ersatzschaukelstuhl. Dieser hier ist schon total durchgesessen.,<squish=0.82>VEDI UN PO' SE RIESCI A|TROVARE UNA SEDIA A|DONDOLO NUOVA.|QUESTA QUI NON|LA SOPPORTO PIÙ!,"<squish=0.82>A ver si me traes material para otra mecedora, que la mía ya está un poco cascada.",<squish=0.82>Şu sallanan koltuğa yedek malzeme|görürsen getir.|Bu artık fena rahatsız ediyor.,01
519,shop_forest_exit:1:DIS,<squish=0.82>Spiders! Spiders! There’s one on my chair! Ack!,"<squish=0.82>DES ARAIGNÉES,|DES ARAIGNÉES !|IL Y EN A UNE SUR|MON FAUTEUIL ! AAAH !",<squish=0.82>Spinnen! Spinnen! Da ist eine auf meinem Stuhl! Igitt!,<squish=0.82>RAGNI E ANCORA RAGNI! CE N'È|UNO ANCHE SULLA MIA SEDIA!|AAAH!,<squish=0.82>¡¡¡Arañas!!! ¡Se me ha subido una a la silla! ¡Qué asco!,<squish=0.82>Örümcekler! Örümcekler!|Sandalyemde bir tane var! Iyy!,01
520,shop_forest_greeting:0:INT,<squish=0.82>Nothing I like better than a relaxing stay in the forest. With spiders. And carnivorous plants. And deadly heights.,<squish=0.82>RIEN NE VAUT UN SÉJOUR|RELAXANT EN FORÊT.|AVEC DES ARAIGNÉES.|ET DES PLANTES CARNIVORES.|ET DES HAUTEURS|VERTIGINEUSES...,<squish=0.82>Es gibt nichts Besseres als einen entspannenden Aufenthalt im Wald. Mit Spinnen. Und fleischfressenden Pflanzen. Und schwindelerregenden Abgründen...,<squish=0.82>NON C'È NIENTE DI MEGLIO DI|UN SOGGIORNO RILASSANTE|NELLA FORESTA. IN|COMPAGNIA DI RAGNI...|PIANTE CARNIVORE E...|PERICOLOSI BARATRI.,"<squish=0.82>Ah, ¡qué relajante es este bosque! Con sus arañas. Y sus plantas carnívoras. Y el riesgo de caerte al vacío.",<squish=0.82>Ormanda dinlendirici bir tatilden|güzeli yok.|Örümceklerle. Etçil bitkilerle.|Ve ölümcül yüksekliklerle.,01
521,shop_forest_greeting:1:OPT,<squish=0.82>Smell that sweet forest air!,"<squish=0.82>MMMH, L'ODEUR DE LA FORÊT !",<squish=0.82>Riech den süssen Duft des Waldes!,<squish=0.82>RESPIRA IL DOLCE ODORE|DELLA FORESTA!,<squish=0.82>¿Hueles el delicioso aroma del bosque?,<squish=0.82>Şu mis gibi orman havasını kokla!,01
522,shop_forest_greeting:2:DIS,<squish=0.82>Close the door! I don’t want any of those spiders getting in here.,<squish=0.82>FERME LA PORTE !|JE NE VEUX PAS ÊTRE|ENVAHI PAR LES ARAIGNÉES !,"<squish=0.82>Mach die Tür zu! Ich will nicht, dass die Spinnen von draussen reinkommen.",<squish=0.82>CHIUDI LA PORTA! NON VOGLIO|QUEI RAGNI DENTRO CASA!,<squish=0.82>¡Cierra la puerta! No quiero que se cuelen aquí esas asquerosas arañas.,<squish=0.82>Kapıyı kapat! Şu örümceklerden|hiçbirini içeride istemiyorum.,01
523,shop_forest_greeting:3:OPT,"<squish=0.82>Well, you've amazed your old Grandpa by getting this far!","<squish=0.82>EH BEN, TON VIEUX PAPI|EST IMPRESSIONNÉ :|JE NE PENSAIS PAS QUE|TU IRAIS AUSSI LOIN !","<squish=0.82>Du hast deinen alten Opa ganz schön überrascht, indem du es bis hierher geschafft hast!","<squish=0.82>BEH, SEI RIUSCITO|A STUPIRE IL TUO|VECCHIO NONNETTO,|ARRIVANDO FINO|A QUI!",<squish=0.82>¡Vaya! Qué sorpresa ver que has llegado hasta aquí.,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
524,shop_generic_exit:0:CON,"<squish=0.82>See ya later, alligator! Ha! Ha!","<squish=0.82>À PLUS TARD,|BALTHAZAR !|HA, HA !",<squish=0.82>Lass dich nicht von den Tikis schnappen! He he he!,"<squish=0.82>ALLA PROSSIMA, VECCHIO MIO!|AH AH!","<squish=0.82>¡Hasta luego, cocodrilo!|¡Ja, ja!","<squish=0.82>Haydi eyvallah, timsah! Hah hah!",01
525,shop_generic_exit:1:CON,<squish=0.82>Make sure to shut the gate on your way out. I didn't raise you in a barn!,"<squish=0.82>N'OUBLIE PAS DE FERMER|LA PORTE EN SORTANT.|ON N'EST PAS DANS|UN MOULIN, ICI !","<squish=0.82>Schliess das Tor hinter dir, wenn du rausgehst! Ich hab dich schliesslich nicht in einer Scheune grossgezogen, oder?",<squish=0.82>RICORDATI DI CHIUDERE LA|PORTA QUANDO ESCI. NON|DIMENTICARE LE BUONE|MANIERE!,<squish=0.82>Cierra la puerta al salir. ¡En mi familia debemos ser todos muy educados!,<squish=0.82>Çıkarken kapıyı kapatmayı unutma.|Seni ahırda büyütmedim!,01
526,shop_generic_exit:2:DIS,"<squish=0.82>Can't say I expect to see you again, but you might get lucky, I guess.","<squish=0.82>JE NE M'ATTENDS PAS|VRAIMENT À TE REVOIR...|MAIS BON, ON VERRA SI|LA CHANCE TE SOURIT|OU PAS...","<squish=0.82>Ich erwarte wohl kaum, dich wiederzusehen, aber vielleicht hast du ja Glück.","<squish=0.82>NON MI ASPETTO DI|RIVEDERTI, MA|POTRESTI AVERE|FORTUNA, DOPOTUTTO.","<squish=0.82>No sé si volveré a verte, pero quizá tengas suerte y todo.",<squish=0.82>Seni tekrar göreceğimi pek sanmıyorum|ama belki şansın yaver gider.,01
527,shop_generic_exit:3:DIS,"<squish=0.82>Good luck, kid. From the looks of you, you’re going to need it.","<squish=0.82>BONNE CHANCE, GAMIN.|DE TOUTE ÉVIDENCE,|TU VAS EN AVOIR BESOIN.","<squish=0.82>Viel Glück, Jungchen! So wie du aussiehst, wirst du es brauchen.","<squish=0.82>BUONA FORTUNA, RAGAZZO.|A QUANTO VEDO, NE AVRAI|BISOGNO.","<squish=0.82>Suerte, chaval. Por la pinta que tienes, veo que la vas a necesitar.","<squish=0.82>Bol şans, evlat. Şu hâline bakılırsa|fazlasıyla ihtiyacın olacak.",01
528,shop_generic_exit:4:OPT,"<squish=0.82>If you see that old rhino fella out there, tell him to stop by.","<squish=0.82>SI TU CROISES CE BON VIEUX|RHINO, DIS-LUI DE PASSER|ME VOIR.","<squish=0.82>Wenn du da draussen das alte Nashorn treffen solltest, sag ihm, es soll mal hier vorbeischauen.","<squish=0.82>SE INCONTRI IL BUON VECCHIO|RAMBI, DIGLI DI PASSARE|DI QUA.","<squish=0.82>Si ves por ahí a Rambi, ese viejo rinoceronte, dile que venga a visitarme, ¿eh?",<squish=0.82>Dışarıda Rambi'ye rastlarsan|uğramasını söyle.,01
529,shop_generic_exit:5:INT,"<squish=0.82>Good luck out there, kid!","<squish=0.82>BONNE CHANCE, GAMIN !","<squish=0.82>Viel Glück da draussen, Jungchen!","<squish=0.82>BUONA FORTUNA, RAGAZZO!","<squish=0.82>¡Buena suerte, muchacho!","<squish=0.82>Dışarıda bol şans, evlat!",01
530,shop_generic_exit:6:DIS,"<squish=0.82>Now get out there and give those little drum guys what for. Yes, I said ""what for"". I’m old. Get over it.","<squish=0.82>ALLEZ, VA DONC HOUSPILLER|TOUS CES VAURIENS.|OUI, J'AI DIT « HOUSPILLER ».|JE SUIS VIEUX, FAUT T'Y FAIRE !","<squish=0.82>Und jetzt raus mit dir und verdrisch diese kleinen Trommelkerle! Ja, ich habe „verdreschen“ gesagt. Ich bin alt, okay?","<squish=0.82>ORA VA' E DA' A QUEI|TAMBURI UNA LEZIONE|ESEMPLARE. HAI SENTITO|BENE. SONO ANTIQUATO,|FATTENE UNA RAGIONE.","<squish=0.82>Ve y dales a esos tamborcillos con patas una buena tunda. Sí, ""tunda"". Los mayores usamos esas palabras.","<squish=0.82>Şimdi çık da şu davulcu ufaklıklara|hadlerini bildir.|Evet, “hadlerini bildir” dedim.|Yaşlıyım, alış buna.",01
531,shop_generic_exit:7:INT,<squish=0.82>Glad I could help my grandson overcome this deadly challenge in exchange for a little cash money.,<squish=0.82>J'SUIS RAVI DE POUVOIR AIDER|MON PETIT-FILS À RELEVER CE|DANGEREUX DÉFI EN ÉCHANGE|DE QUELQUES PIÈCES.,"<squish=0.82>Freut mich, dass ich im Austausch gegen etwas Bares meinem Enkel dabei helfen konnte, diese tödliche Herausforderung zu meistern.",<squish=0.82>FELICE DI POTER AIUTARE|MIO NIPOTE A SUPERARE|UNA PERICOLOSA SFIDA IN|CAMBIO DI QUALCHE|MONETA.,<squish=0.82>Estoy más que encantado de ayudarte a superar todos estos peligros... a cambio de un dinerito.,<squish=0.82>Torunuma bu ölümcül sınavı aşmasında|biraz para karşılığında yardım|edebildiğime sevindim.,01
532,shop_generic_exit:8:OPT,"<squish=0.82>They say there is a banana out there that not only tastes great, but also warps you to an alternate dimension. I say, ""Yes, please!""","<squish=0.82>PARAÎT QU’IL Y A DANS|LE COIN UNE BANANE NON|SEULEMENT DÉLICIEUSE, MAIS|QUI EN PLUS TE TÉLÉPORTE|DANS UNE AUTRE DIMENSION.|MOI, JE SUIS PRENEUR !","<squish=0.82>Man sagt, es gäbe da draussen eine Banane, die nicht nur toll schmeckt, sondern dich auch in eine andere Dimension katapultiert. Aber gerne, immer her damit!","<squish=0.82>DICONO CHE ESISTA UNA|BANANA NON SOLTANTO|DELIZIOSA, MA ANCHE CAPACE|DI CATAPULTARTI IN UN'ALTRA|DIMENSIONE. IO DICO, BUON|PRO TI FACCIA!","<squish=0.82>Dicen que hay un plátano por ahí que no solo está muy rico, ¡sino que te lleva a otra dimensión! ¡A ver si lo encuentras!",<squish=0.82>Dışarıda hem nefis tadı olan|hem de seni başka bir boyuta ışınlayan|bir muz varmış.|Ben derim ki: Getir gelsin!,01
533,shop_generic_exit:9:INT,"<squish=0.82>When in doubt, pound! Or jump. Or blow. Or whatever. I’m sure you’ll figure it out.","<squish=0.82>EN CAS DE DOUTE, FRAPPE LE SOL !|OU SAUTE. OU SOUFFLE. OU...|PEU IMPORTE. TU FINIRAS PAR|TROUVER.","<squish=0.82>Wenn du nicht weiterweisst, trommele auf den Boden! Oder springe. Oder puste. Was auch immer! Ich bin sicher, du kommst schon dahinter.","<squish=0.82>SE HAI DUBBI, SCUOTI LA|TERRA! O SALTA. O SOFFIA.|OPPURE... BEH SAPRAI|COSA FARE, NE|SONO CERTO.","<squish=0.82>Ante la duda, ¡aporrea! O salta. O sopla. O lo que sea. Ya descubrirás lo que hacer.",<squish=0.82>Şüphedeysen yere vur!|Ya da zıpla. Ya da üfle.|Neyse işte. Nasıl olsa çözersin.,01
534,shop_generic_exit:10:CON,<squish=0.82>Come back with fistfuls of Banana Coins or don’t come back at all!,<squish=0.82>REVIENS AVEC DES POIGNÉES|DE PIÈCES BANANES OU|NE REVIENS PAS !,<squish=0.82>Komm gefälligst mit Pranken voller Bananenmünzen zurück oder lass es ganz bleiben!,<squish=0.82>TORNA CON QUINTALI DI|MONETE BANANA OPPURE|NON TORNARE AFFATTO.,<squish=0.82>¡Regresa con puñados de monedas plátano o ni te molestes en volver!,"<squish=0.82>Avuç avuç Muz Parasıyla dön,|yoksa hiç dönme!",01
535,shop_generic_exit:11:OPT,<squish=0.82>It sure looks dangerous out there. See ya!,<squish=0.82>ÇA M'A L'AIR FRANCHEMENT|DANGEREUX DANS LE COIN.|À PLUS !,<squish=0.82>Sieht ziemlich gefährlich aus da draussen... Und tschüss!,<squish=0.82>DA QUI IL MONDO SEMBRA|DAVVERO PERICOLOSO. TI|SALUTO!,<squish=0.82>Te marchas a lugares muy peligrosos. ¡Nos vemos!,<squish=0.82>Dışarısı epey tehlikeli görünüyor.|Görüşürüz!,01
536,shop_generic_exit:12:OPT,<squish=0.82>Keep your eyes open for those KONG letters. They might be worth something!,<squish=0.82>PENSE À RASSEMBLER|LES LETTRES KONG.|ELLES DOIVENT BIEN|SERVIR À QUELQUE CHOSE !,<squish=0.82>Halte Ausschau nach diesen KONG-Buchstaben! Sie könnten wertvoll sein...,<squish=0.82>TIENI GLI OCCHI APERTI E|RACCOGLI LE LETTERE KONG.|POTRESTI RICEVERE QUALCOSA|IN CAMBIO!,<squish=0.82>Procura hacerte con esas letras KONG. ¡Seguro que te sirven para algo!,<squish=0.82>KONG harflerini gözden kaçırma.|Bir işe yarıyor olabilirler!,01
537,shop_generic_greeting:0:DIS,"<squish=0.82>What do you want, eh? I'm a busy ape, I am!","<squish=0.82>QU'EST-CE QUE TU VEUX ?|J'AI DU BOULOT, MOI !","<squish=0.82>Was willst du, hä? Ich bin ein vielbeschäftigter Affe, ja, ja!","<squish=0.82>CHE CASPITERINA VUOI, EH?|HO DA FARE, IO!",<squish=0.82>¿Qué es lo que quieres?|¡Soy un simio muy ocupado!,"<squish=0.82>Ne istiyorsun, ha?|Meşgul bir maymunum ben!",01
538,shop_generic_greeting:1:DIS,<squish=0.82>Can you believe the shack they stuck me in?!,<squish=0.82>T'AS VU LE TAUDIS DANS|LEQUEL ON M'A MIS ?,"<squish=0.82>Siehst du den Schuppen, in den sie mich gesteckt haben?",<squish=0.82>TI RENDI CONTO DELLA CATAPECCHIA IN CUI|SONO FINITO?,<squish=0.82>¡¿Pero tú has visto en qué choza me han metido?!,<squish=0.82>Beni tıktıkları şu kulübeye bakar mısın?!,01
539,shop_generic_greeting:2:DIS,<squish=0.82>Betcha won't get much further than this...,"<squish=0.82>J'PARIE QUE TU NE VAS PAS|FAIRE DE VIEUX OS, TOI...","<squish=0.82>Wetten, dass du nicht viel weiter als bis hierher kommst...",<squish=0.82>SCOMMETTO CHE NON FARAI|MOLTA STRADA...,<squish=0.82>Seguro que no vas a llegar mucho más allá...,<squish=0.82>Bahse girerim buradan|pek ileri gidemezsin...,01
540,shop_generic_greeting:3:DIS,<squish=0.82>They stopped paying my pension ages ago. Now I’m reduced to selling junk out of this old shack.,"<squish=0.82>ÇA FAIT LONGTEMPS QUE JE NE|TOUCHE PLUS MA RETRAITE.|MAINTENANT, J'EN SUIS RÉDUIT|À VENDRE DE LA CAMELOTE|DANS CETTE VIEILLE BICOQUE.",<squish=0.82>Ich bekomme schon ewig keine Rente mehr. Jetzt muss ich in diesem alten Schuppen irgendwelchen Krempel|verkaufen.,<squish=0.82>NON MI DANNO LA|PENSIONE DA ANNI.|ORA SONO COSTRETTO A|VENDERE CARABATTOLE|IN QUESTA CATAPECCHIA.,<squish=0.82>Hace mucho que me quitaron la pensión... ¡Ahora tengo que vender cachivaches en esta vieja choza!,<squish=0.82>Yıllar önce emekli maaşımı kestiler.|Şimdi bu eski kulübede|ıvır zıvır satıyorum.,01
541,shop_generic_greeting:4:DIS,<squish=0.82>Shut the door! You’re letting out all the cold air.,<squish=0.82>FERME LA PORTE !|TU LAISSES SORTIR|TOUT L'AIR FRAIS !,<squish=0.82>Mach gefälligst die Tür zu! Du lässt ja die schöne kühle Luft raus!,<squish=0.82>CHIUDI QUELLA PORTA!|STAI FACENDO USCIRE|TUTTA L'ARIA FRESCA!,<squish=0.82>¡Cierra la puerta! ¡Que no se escape el aire frío!,<squish=0.82>Kapıyı kapat!|Bütün serin havayı kaçırıyorsun.,01
542,shop_generic_greeting:5:CON,"<squish=0.82>Back for more, are you? I knew you couldn’t make it without my help.","<squish=0.82>TU EN VEUX PLUS, C'EST ÇA ?|JE SAVAIS QUE TU NE POURRAIS|PAS TE PASSER DE MON AIDE.","<squish=0.82>Du brauchst noch mehr? Ich wusste, du schaffst es nicht ohne meine Hilfe!","<squish=0.82>HAI BISOGNO DI|QUALCOS'ALTRO, EH?|SAPEVO CHE NON CE|L'AVRESTI FATTA|SENZA DI ME.","<squish=0.82>Has vuelto a por más, ¿eh?|Ya sabía yo que|no llegarías lejos|sin mi ayuda.",<squish=0.82>Yine mi geldin? Benim yardımım olmadan|başaramayacağını biliyordum.,01
543,shop_generic_greeting:6:DIS,"<squish=0.82>Tell those Tikis to keep it down! I’m an old ape, and I need my rest.","<squish=0.82>DIS À CES TIKIS DE BAISSER|D'UN TON ! JE SUIS VIEUX,|J'AI BESOIN DE REPOS.","<squish=0.82>Sag diesen Tikis, sie sollen weniger Lärm machen! Ich bin ein alter Affe, der seine Ruhe braucht.",<squish=0.82>FACESSERO MENO BACCANO|QUEI TIKI! SONO ANZIANO|E DEVO RIPOSARE.,<squish=0.82>¡Haz callar a esos tikis! Ya soy muy mayor y necesito descansar como está mandado.,"<squish=0.82>Şu Tikilere biraz sessiz olmalarını söyle!|Ben ihtiyar bir maymunum, dinlenmem lazım.",01
544,shop_generic_greeting:7:CON,"<squish=0.82>So, who hasn’t stolen your bananas at this point?","<squish=0.82>ALORS, QUI NE T'A PAS ENCORE VOLÉ DE BANANES, À CE STADE ?",<squish=0.82>Wer hat eigentlich noch nicht deine Bananen geklaut?,"<squish=0.82>QUINDI, CHI NON TI HA|RUBATO BANANE FINORA?",<squish=0.82>¿Queda ya alguien que no te haya robado los plátanos?,"<squish=0.82>Ee, bu saatten sonra muzlarını|çalmayan kim kaldı ki?",01
545,shop_generic_greeting:8:DIS,"<squish=0.82>""Oh, Cranky, I need some help. Oh, Cranky, can you sell me a parrot?"" Pshh.","<squish=0.82>« OH, CRANKY, J'AI BESOIN|D'AIDE ! OH, CRANKY, TU PEUX|ME VENDRE UN PERROQUET ? »|PFFF...","<squish=0.82>„Oh Cranky, ich brauche deine Hilfe! Oh Cranky, kannst du mir einen Papagei verkaufen?“ Tststs!","<squish=0.82>""OH, CRANKY MI SERVE AIUTO.|OH, CRANKY MI VENDERESTI|UN PAGAL?"" PFUI.","<squish=0.82>""Ay, Cranky, ayúdame. Anda, Cranky, ¿me vendes un loro?"" Bah...","<squish=0.82>“Ah Cranky, yardıma ihtiyacım var.|Ah Cranky, bana bir papağan|satar mısın?” Pöh.",01
546,shop_generic_greeting:9:INT,"<squish=0.82>Blood may be thicker than water, but Banana Coins are thicker still. Get in here.","<squish=0.82>LES LIENS DU SANG SONT|PLUS FORTS QUE TOUT...|MAIS LES PIÈCES BANANES,|ÇA RAPPROCHE AUSSI !|ENTRE DONC !","<squish=0.82>Blut mag ja dicker als Wasser sein, aber Bananenmünzen sind noch dicker. Komm rein!","<squish=0.82>SE I LEGAMI DI SANGUE|SONO IMPORTANTI,|LE MONETE BANANA|SONO INDISPENSABILI.|DAMMENE UN PO'.","<squish=0.82>La familia es lo más importante para mí, pero necesito tus monedas plátano. Venga, a ver qué me compras...",<squish=0.82>Kan sudan koyudur derler;|Muz Parası ondan da koyu. Gir içeri.,01
547,shop_generic_greeting:10:OPT,<squish=0.82>Let me know if you find the golden banana! I hear it’s glorious!,<squish=0.82>TIENS-MOI AU COURANT SI TU|TROUVES LA BANANE D'OR !|PARAÎT QU'ELLE EST|MAGNIFIQUE !,"<squish=0.82>Sag Bescheid, wenn du die goldene Banane gefunden hast! Sie soll ganz prächtig sein!",<squish=0.82>FAMMI SAPERE SE TROVI|LA BANANA DORATA.|DEV'ESSERE MAGNIFICA!,<squish=0.82>¡Avísame si encuentras el plátano dorado! ¡He oído que es la repanocha!,<squish=0.82>Altın Muzu bulursan bana haber ver!|Muhteşem bir şeymiş!,01
548,shop_generic_greeting:11:OPT,"<squish=0.82>Come on in! I got heart boosts, magic potions, and more balloons than you can shake Diddy at!","<squish=0.82>ENTRE DONC ! J'AI PLEIN DE|CŒURS, DE POTIONS MAGIQUES,|ET PLUS DE BALLONS QU'IL N'EN|FAUT POUR QUE TU PUISSES|NARGUER DIDDY !","<squish=0.82>Komm rein! Ich habe Extraherzen, Zaubertränke und mehr Ballons, als du aufbrauchen könntest!","<squish=0.82>ENTRA PURE! HO CUORI|EXTRA, POZIONI MAGICHE|E PALLONCINI DA FAR|GIRARE LA TESTA|A DIDDY!","<squish=0.82>¡Adelante! Tengo|corazones extra, pociones|mágicas, ¡y globos de|sobra hasta para que Diddy|juegue un rato!","<squish=0.82>Gel içeri! Ekstra kalpler,|sihirli iksirler ve Diddy'nin|başını döndürecek kadar balon var!",01
549,shop_generic_greeting:12:INT,<squish=0.82>Have you tried roll jumping yet? We apes have no need for the laws of physics!,"<squish=0.82>AS-TU DÉJÀ ESSAYÉ DE|SAUTER EN ROULANT ? NOUS,|LES SINGES, ON SAIT DÉFIER|LES LOIS DE LA PHYSIQUE !",<squish=0.82>Hast du schon versucht zu rollen und gleichzeitig zu springen? Für uns Affen gelten die physikalischen Gesetze nicht!,<squish=0.82>HAI GIÀ PROVATO IL SALTO|ROTOLANTE? A NOI SCIMMIE|LE LEGGI DELLA FISICA|NON SERVONO!,<squish=0.82>¿Has probado a saltar cuando estás rodando? ¡Puedes desafiar las leyes|de la física con ese truco!,<squish=0.82>Yuvarlanarak zıplamayı denedin mi?|Biz maymunlara fizik yasaları işlemez!,01
550,shop_generic_greeting:13:CON,<squish=0.82>Gimme some of those Banana Coins. I have bills to pay.,<squish=0.82>DONNE-MOI DONC|QUELQUES PIÈCES BANANES !|J'AI DES FACTURES À PAYER !,<squish=0.82>Gib mir ein paar von diesen Bananenmünzen! Ich muss Rechnungen bezahlen.,<squish=0.82>DAMMI QUALCHE MONETA|BANANA. HO DELLE BOLLETTE|DA PAGARE.,<squish=0.82>¡Dame unas cuantas monedas plátano! Necesito llegar a fin de mes.,<squish=0.82>Şu Muz Paralarından biraz ver.|Ödenecek faturalarım var.,01
551,shop_generic_greeting:14:CON,"<squish=0.82>If you want to free the island from those stinking Tikis, you’ll need my help. Get in here!","<squish=0.82>SI TU VEUX VIRER CES TIKIS|PUANTS DE L'ÎLE, TU VAS|AVOIR BESOIN DE MON AIDE.|ENTRE DONC !","<squish=0.82>Wenn du die Insel von diesen stinkenden Tikis befreien willst, wirst du meine Hilfe brauchen. Komm rein!","<squish=0.82>SE VUOI LIBERARE L'ISOLA|DA QUEI NOIOSISSIMI TIKI,|TI SERVIRÀ IL MIO AIUTO.|ENTRA PURE!","<squish=0.82>Necesitarás mi ayuda si quieres liberar la isla de esos malditos tikis. ¡Pasa, pasa!",<squish=0.82>Adayı şu pis Tikilerden kurtarmak|istiyorsan yardımıma ihtiyacın olacak.|Gir içeri!,01
552,shop_generic_greeting:15:INT,<squish=0.82>Who is that pig anyway? And why’s he wearing glasses?,"<squish=0.82>AU FAIT, QUI C'EST CE COCHON ?|ET POURQUOI EST-CE QU'IL|PORTE DES LUNETTES ?!",<squish=0.82>Wer ist eigentlich dieses Schwein? Und warum trägt es eine Brille?!?,<squish=0.82>CONOSCI PER CASO QUEL|MAIALINO? SONO OCCHIALI|QUELLI CHE PORTA SUL NASO?,<squish=0.82>¿Quién será ese cerdo? ¿Y por qué lleva gafas?,<squish=0.82>Şu domuz da kim?|Bir de neden gözlük takıyor?,01
553,shop_generic_greeting:16:DIS,<squish=0.82>Hurry up and buy something. I have plans for those coins.,<squish=0.82>DÉPÊCHE-TOI D'ACHETER|QUELQUE CHOSE !|JE SAIS DÉJÀ CE QUE JE VAIS|FAIRE DE TES PIÈCES.,"<squish=0.82>Beeil dich und kauf etwas! Ich weiss schon, was ich mit diesen Münzen anstellen werde...","<squish=0.82>SBRIGATI E ACQUISTA|QUALCOSA. QUELLE|MONETE MI SERVONO,|CHE CREDI?","<squish=0.82>Anda, cómprame algo, venga... Ya he planeado lo que voy a hacer con esas monedas.",<squish=0.82>Acele et de bir şey al.|O paralar için planlarım var.,01
554,shop_heartboost_comment:0:DIS,"<squish=0.82>You gonna stare all day, or you gonna throw down some coin?",<squish=0.82>TU VAS RESTER PLANTÉ|LÀ TOUTE LA JOURNÉE|OU TU VAS ME FILER|QUELQUES PIÈCES ?,<squish=0.82>Willst du den ganzen Tag nur herumstehen oder auch etwas Bares dalassen?,<squish=0.82>VUOI STARTENE|TUTTO IL GIORNO A|GUARDARE O PREVEDI|DI SGANCIARE QUALCHE|MONETA?,<squish=0.82>¿Vas a mirarme todo el día o vas a gastarte algo?,"<squish=0.82>Bütün gün bakacak mısın,|yoksa biraz para harcayacak mısın?",01
555,shop_heartboost_comment:1:DIS,"<squish=0.82>Go ahead and buy it. You need all the help you can get, sonny.","<squish=0.82>VAS-Y, ACHÈTE ! TU AS|BESOIN DE TOUTE L'AIDE|POSSIBLE, FISTON.","<squish=0.82>Nur zu, kauf das Ding. Du kannst jede Hilfe brauchen, die du kriegen kannst!","<squish=0.82>DATTI UNA MOSSA E|FAI IL TUO ACQUISTO.|HAI BISOGNO DI TUTTO|L'AIUTO POSSIBILE,|FIGLIOLO.","<squish=0.82>Venga, ¡cómpralo! Vas a necesitar toda la ayuda posible, hijo.","<squish=0.82>Hadi al şunu. Ne kadar yardım alsan|az, evlat.",01
556,shop_heartboost_comment:2:OPT,"<squish=0.82>You buy one of these, and you can withstand one more hit than usual.","<squish=0.82>SI TU ACHÈTES ÇA,|TU POURRAS TE FAIRE|TOUCHER UNE FOIS DE|PLUS QUE D'HABITUDE.",<squish=0.82>Kauf eines hiervon und du kannst einen Treffer locker wegstecken!,<squish=0.82>CON UNO DI QUESTI|POTRAI SOPPORTARE|UN COLPO IN PIÙ DEL|SOLITO.,<squish=0.82>Comprando uno de estos podrás aguantar un impacto más que de costumbre.,<squish=0.82>Bunlardan birini alırsan|bir darbeye daha dayanırsın.,01
557,shop_heartboost_comment:3:DIS,"<squish=0.82>Back in the day, I could get through the island without getting hit even once!","<squish=0.82>JADIS, JE POUVAIS|PARCOURIR L'ÎLE SANS|ME FAIRE TOUCHER|UNE SEULE FOIS !",<squish=0.82>Früher durchstreifte ich die Insel und wurde nicht ein einziges Mal getroffen!,<squish=0.82>RICORDO ANCORA|QUANDO ERO CAPACE|DI GIRARE PER L'ISOLA|SENZA SUBIRE MAI|UN COLPO!,<squish=0.82>¡En mis tiempos podía atravesar la isla sin que me tocasen ni una sola vez!,<squish=0.82>Benim zamanımda adayı|tek bir darbe bile almadan geçerdim!,01
558,shop_heartboost_comment:4:INT,<squish=0.82>You’ve got a lot of heart... But heart does not equal skill.,<squish=0.82>TU METS DU CŒUR|À L'OUVRAGE...|MAIS RIEN NE VAUT|LE TALENT.,<squish=0.82>Du hast viel Herz... Aber Herz ist nicht gleichbedeutend mit Können.,<squish=0.82>HAI CUORE DA|VENDERE... MA CUORE|NON È SINONIMO|DI ABILITÀ.,"<squish=0.82>Mucho corazón... pero también hay que tener cerebro. Si no eres hábil, ¡no sirve de nada!","<squish=0.82>Yüreğin büyük...|Ama yürek, yetenek demek değildir.",01
