file,index,label,TR_Turkish
KeyChain.msbt,160,NameAgbk025,Kral Dedede
KeyChain.msbt,161,NameAgbk026,Yenilmez Şeker
KeyChain.msbt,162,NameAgbk027,Kâbus Büyücüsü
KeyChain.msbt,163,NameAgbk028,Yıldız Asası
KeyChain.msbt,164,NameAgbk029,1 Can Meta Knight
KeyChain.msbt,165,NameKagami000,⟦MSBT:0E000000020002005D00⟧Telefondaki Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,166,NameKagami001,Dört Renkli Kirby
KeyChain.msbt,167,NameKagami002,Melek Kirby
KeyChain.msbt,168,NameKagami003,Füze Kirby
KeyChain.msbt,169,NameKagami004,Mini Kirby
KeyChain.msbt,170,NameKagami005,Güm-Güm
KeyChain.msbt,171,NameKagami006,Pofuduk
KeyChain.msbt,172,NameKagami007,Boksör
KeyChain.msbt,173,NameKagami008,Kupido
KeyChain.msbt,174,NameKagami009,Golem
KeyChain.msbt,175,NameKagami010,⟦MSBT:0E000000020002005C00⟧Ağır Şövalye⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,176,NameKagami011,Öpücük
KeyChain.msbt,177,NameKagami012,Aynacık
KeyChain.msbt,178,NameKagami013,Şakacı
KeyChain.msbt,179,NameKagami014,Yuvarlak
KeyChain.msbt,180,NameKagami015,Oburcuk
KeyChain.msbt,181,NameKagami016,⟦MSBT:0E000000020002005700⟧Karanlık Meta Knight⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,182,NameKagami017,Aşçı
KeyChain.msbt,183,NameKagami018,⟦MSBT:0E000000020002005600⟧Kutu Boksörü⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,184,NameKagami019,Bombajet
KeyChain.msbt,185,NameKagami020,Usta El
KeyChain.msbt,186,NameKagami021,Obur
KeyChain.msbt,187,NameKagami022,Mega Titan
KeyChain.msbt,188,NameKagami023,Usta Kılıç
KeyChain.msbt,189,NameKagami024,Kara Zihin
KeyChain.msbt,190,NameKagami025,Boyut Aynası
KeyChain.msbt,191,NameTouch000,Top Kirby
KeyChain.msbt,192,NameTouch001,Arabada Kirby
KeyChain.msbt,193,NameTouch002,Taş Kirby
KeyChain.msbt,194,NameTouch003,Teker Kirby
KeyChain.msbt,195,NameTouch004,Balon Kirby
KeyChain.msbt,196,NameTouch005,Dedede Topu
KeyChain.msbt,197,NameTouch006,Meta Knight Topu
KeyChain.msbt,198,NameTouch007,Waddle Dee Topu
KeyChain.msbt,199,NameTouch008,Waddle Doo Topu
KeyChain.msbt,200,NameTouch009,⟦MSBT:0E000000020002005F00⟧Mızraklı Waddle Dee⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,201,NameTouch010,Bouncy
KeyChain.msbt,202,NameTouch011,Süzkanat
KeyChain.msbt,203,NameTouch012,Balık
KeyChain.msbt,204,NameTouch013,Balon
KeyChain.msbt,205,NameTouch014,Güm
KeyChain.msbt,206,NameTouch015,Para Madde
KeyChain.msbt,207,NameTouch016,Kral Dedede
KeyChain.msbt,208,NameTouch017,Paint Roller
KeyChain.msbt,209,NameTouch018,Boyacı Cadı
KeyChain.msbt,210,NameTouch019,⟦MSBT:0E000000020002005700⟧Kral Dedede Çizimi⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,211,NameTouch020,Güç Boya Fırçası
KeyChain.msbt,212,NameDaroach000,Kirby
KeyChain.msbt,213,NameDaroach001,⟦MSBT:0E000000020002005D00⟧Baloncuk Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,214,NameDaroach002,Hayvan Kirby
KeyChain.msbt,215,NameDaroach003,Sihirli Kirby
KeyChain.msbt,216,NameDaroach004,Metal Kirby
KeyChain.msbt,217,NameDaroach005,Hayalet Kirby
KeyChain.msbt,218,NameDaroach006,Gav Gav
KeyChain.msbt,219,NameDaroach007,Baloncuk Kafa
KeyChain.msbt,220,NameDaroach008,Ciyakçı
KeyChain.msbt,221,NameDaroach009,Maiga
KeyChain.msbt,222,NameDaroach010,Vızır
KeyChain.msbt,223,NameDaroach011,Metalun
KeyChain.msbt,224,NameDaroach012,Tavşan
KeyChain.msbt,225,NameDaroach013,Bulutçu
KeyChain.msbt,226,NameDaroach014,Starman
KeyChain.msbt,227,NameDaroach015,Teker
KeyChain.msbt,228,NameDaroach016,Bombuş
KeyChain.msbt,229,NameDaroach017,Ateşçi
KeyChain.msbt,230,NameDaroach018,Doc
KeyChain.msbt,231,NameDaroach019,Fırfır
KeyChain.msbt,232,NameDaroach020,Gürbüz
KeyChain.msbt,233,NameDaroach021,Alevkuş
KeyChain.msbt,234,NameDaroach022,Bayan Moley
KeyChain.msbt,235,NameDaroach023,Kara Daroach
KeyChain.msbt,236,NameDaroach024,Altın Waddle Dee
KeyChain.msbt,237,NameDaroach025,Üçlü Yıldız
KeyChain.msbt,238,NameDdx000,Kirby
KeyChain.msbt,239,NameDdx001,Şef Kirby
KeyChain.msbt,240,NameDdx002,⟦MSBT:0E000000020002005200⟧Mikrofon Kirby⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,241,NameDdx003,Uyuyan Kirby
KeyChain.msbt,242,NameDdx004,Kesici Kirby
KeyChain.msbt,243,NameDdx005,Ateş Kirby
KeyChain.msbt,244,NameDdx006,Waddle Doo
KeyChain.msbt,245,NameDdx007,Kuşkanat
KeyChain.msbt,246,NameDdx008,Chilly
KeyChain.msbt,247,NameDdx009,Aynabaz
KeyChain.msbt,248,NameDdx010,Yanan Leo
KeyChain.msbt,249,NameDdx011,Boz Ayı
KeyChain.msbt,250,NameDdx012,Kabu
KeyChain.msbt,251,NameDdx013,⟦MSBT:0E000000020002005600⟧Timsah⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,252,NameDdx014,Zumod
KeyChain.msbt,253,NameDdx015,Anemon
KeyChain.msbt,254,NameDdx016,⟦MSBT:0E000000020002005700⟧Bandanalı Waddle Dee⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,255,NameDdx017,Vızkuş
KeyChain.msbt,256,NameDdx018,Gülcük
KeyChain.msbt,257,NameDdx019,Ahtap
KeyChain.msbt,258,NameDdx020,Büyük Bombacı
KeyChain.msbt,259,NameDdx021,Demir Mam
KeyChain.msbt,260,NameDdx022,Meta Knight
KeyChain.msbt,261,NameDdx023,Kracko
KeyChain.msbt,262,NameDdx024,Hızlı Çekim
KeyChain.msbt,263,NameDdx025,Galacta Knight
KeyChain.msbt,264,NameDdx026,Maskeli Dedede
KeyChain.msbt,265,NameDdx027,Marx Ruhu
KeyChain.msbt,266,NameDdx028,⟦MSBT:0E000000020002005800⟧Altın Yumurta Heykeli⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,267,NameDdx029,İkiz Ateş Aslanları
KeyChain.msbt,268,NameDdx030,Bombala
KeyChain.msbt,269,NameDdx031,Ağır Istakoz
KeyChain.msbt,270,NameAtsumete000,Üç Kirby
KeyChain.msbt,271,NameAtsumete001,Nakavt Kirby
KeyChain.msbt,272,NameAtsumete002,Kuşçuk
KeyChain.msbt,273,NameAtsumete003,Kurukafacık
KeyChain.msbt,274,NameAtsumete004,Filizcik
KeyChain.msbt,275,NameAtsumete005,Gorilcik
KeyChain.msbt,276,NameAtsumete006,Örümcekçik
KeyChain.msbt,277,NameAtsumete007,Meka Geg
KeyChain.msbt,278,NameAtsumete008,Miğfer
KeyChain.msbt,279,NameAtsumete009,Kaktüskule
KeyChain.msbt,280,NameAtsumete010,Uykukök
KeyChain.msbt,281,NameAtsumete011,Hamster
KeyChain.msbt,282,NameAtsumete012,Kavun
KeyChain.msbt,283,NameAtsumete013,Kafatası Lordu
KeyChain.msbt,284,NameAtsumete014,On Kirby
KeyChain.msbt,285,NameExtra000,Magolor
KeyChain.msbt,286,NameExtra001,Örümza
KeyChain.msbt,287,NameExtra002,Kraliçe Sectonia
KeyChain.msbt,288,NameExtra003,Yünbaz
KeyChain.msbt,289,#Category,
KeyChain.msbt,290,CategoryK1,Kirby's Dream Land
KeyChain.msbt,291,CategoryFck,"Kirby'nin
Macerası"
KeyChain.msbt,292,CategoryK2,Kirby's Dream Land 2
KeyChain.msbt,293,CategorySdx,Kirby Super Star
KeyChain.msbt,294,CategoryK3,Kirby's Dream Land 3
KeyChain.msbt,295,CategoryAgbk,"Kirby: Rüya Diyarında
Kâbus"
KeyChain.msbt,296,CategoryKagami,"Kirby ve Muhteşem
Ayna"
KeyChain.msbt,297,CategoryTouch,"Kirby: Güç
Fırçası"
KeyChain.msbt,298,CategoryDaroach,Kirby: Fare Saldırısı
KeyChain.msbt,299,CategoryDdx,⟦MSBT:0E000000020002006200⟧Kirby: Süper Yıldız Ultra⟦MSBT:0E000000020002006400⟧
KeyChain.msbt,300,CategoryAtsumete,"Kirby: Toplu
Saldırı"
KeyChain.msbt,301,CategoryExtraIUK,"Kirby'nin Wii
Macerası"
KeyChain.msbt,302,CategoryExtraParufe,Kirby: Triple Deluxe
KeyChain.msbt,303,CategoryExtraEpicYarn,Kirby'nin Epik Yünü
Movie.msbt,0,TextSkip,ATLA
Movie.msbt,1,Lv6Start_00,"Buralara kadar geldiğine inanamıyorum.
Ne kadar da inatçısın!"
Movie.msbt,2,Lv6Start_01,"Ama sen bile önümüzde
diz çökeceksin."
Movie.msbt,3,Lv6Start_02,"Ben, Örümza, Kraliçe Sectonia'nın
planlarına karışmana izin veremem."
Movie.msbt,4,Lv6Start_03,"Tahmin edeyim: Alt dünyanın
kahramanını kurtarmaya geldin."
Movie.msbt,5,Lv6Start_04,"Bu diyarın insanları kendilerini
zeki sandılar."
Movie.msbt,6,Lv6Start_05,"Rüya Sarmaşığı'nı kullanarak
dünyalarını kurtarabileceklerini sandılar."
Movie.msbt,7,Lv6Start_06,Ama planlarını hemen çözdüm.
Movie.msbt,8,Lv6Start_07,Madem buraya kadar geldin...
Movie.msbt,9,Lv6Start_08,Değerli kahramanını geri vereceğim.
Movie.msbt,10,Lv6Start_09,"Ama hatırladığından biraz daha...
saldırgan olabilir!"
Movie.msbt,11,Lv6End_00,B-bunun anlamı ne?!
Movie.msbt,12,Lv6End_01,Majesteleri ne emrettiyse onu yaptım.
Movie.msbt,13,Lv6End_02,"Alt dünya önümde
diz çökmeli!"
Movie.msbt,14,Lv6End_03,"Yoksa... Alt dünyanın gerçek
kahramanı sen misin?"
Movie.msbt,15,Lv6End_04,Lanet olsun! Eğer bu doğruysa...
Movie.msbt,16,Lv6End_05,Majesteleri! Kraliçe Sectonia!
Movie.msbt,17,Lv6End_06,"Ah, yüce Sectonia!
Lütfen beni kurtar-"
Movie.msbt,18,Lv6End_07,Aaaaah!
Movie.msbt,19,Lv6End_08,N-neden...?
Movie.msbt,20,Lv6End_09,Zavallı Örümza...
Movie.msbt,21,Lv6End_10,"Emirlere uymayan bir aptala
ihtiyacım yok."
Movie.msbt,22,Lv6End_11,"Pekâlâ, alt dünyanın kahramanı."
Movie.msbt,23,Lv6End_12,"Bu diyar için
canını mı tehlikeye atarsın?"
Movie.msbt,24,Lv6End_13,"Gökyüzünün hükümdarı olan bana
karşı mı duracaksın?"
Movie.msbt,25,Lv6End_14,Pekâlâ...
Movie.msbt,26,Lv6End_15,"Büyük Kraliçe Sectonia'nın
önünde eğileceksin!"
Movie.msbt,27,Lv6End_16,Güzelliğimin eşi benzeri yok...
Movie.msbt,28,Lv6End_17,"Ve gücüm, değer verdiğin
her şeyi ezecek!"
Movie.msbt,29,Lv7Start_00,Hah... Ah...
Movie.msbt,30,Lv7Start_01,Anlıyorum...
Movie.msbt,31,Lv7Start_02,"Rüya Sarmaşığı'nın seçtiği
kahramandan bunu beklerdim."
Movie.msbt,32,Lv7Start_03,"Ama merak ediyorum... Bununla
nasıl başa çıkacaksın?"
Movie.msbt,33,Lv7Start_04,Gerçek güzellik... hükmetmektir.
Movie.msbt,34,Lv7Start_05,"Rüya Sarmaşığı seni buraya kadar
yönlendirdi."
Movie.msbt,35,Lv7Start_06,"Ama çiçek açması
senin sonun olacak!"
Movie.msbt,36,Lv7Start_07,"Floralia, Rüya Diyarı ve
bu koskoca gezegen!"
Movie.msbt,37,Lv7Start_08,Hepiniz onur duymalısınız.
Movie.msbt,38,Lv7Start_09,"Sonsuza dek...
benim besinim olacaksın!"
Movie.msbt,39,Ending_00,"Böylece Floralia, Kirby'nin kahramanca
çabaları sayesinde kurtuldu."
Movie.msbt,40,Ending_01,"Gökyüzü Halkı, kötü kraliçenin
zalimliği altında uzun süre yaşadı."
Movie.msbt,41,Ending_02,"Kendilerini kurtarmak için
son bir çareye başvurdular."
Movie.msbt,42,Ending_03,"Umutlarını ve hayallerini bir tohuma
bağlayıp onu yeryüzüne gönderdiler⟦MSBT:0E000000020002006400⟧"
Movie.msbt,43,Ending_04,"Amaçları, Rüya Diyarı'nın kahramanı
Kirby'yi yardıma çağırmaktı."
Movie.msbt,44,Ending_05,"Kral Dedede, Kirby sanılıp
Örümza tarafından kaçırıldı."
Movie.msbt,45,Ending_06,"Ama o rolünü oynamasaydı,
Floralia harap olurdu."
Movie.msbt,46,Ending_07,"Gerçekten de Rüya Sarmaşığı
gizemli yollarla işler."
Movie.msbt,47,Ending_08,"Her şey bittiğinde Kirby
gökyüzüne baktı"
Movie.msbt,48,Ending_09,"ve Rüya Sarmaşığı'nın
tamamen çiçek açtığını gördü."
Movie.msbt,49,Ending_10,"Floralia'nın hatırası ve
Rüya Diyarı'nın yeni simgesi oldu."
Movie.msbt,50,ActorName_0,Örümza:
Movie.msbt,51,ActorName_1,Kraliçe Sectonia:
Name.msbt,0,CharaKirby,Kirby
Name.msbt,1,AbilityNormal,Kirby
Name.msbt,2,AbilityIce,Buz
Name.msbt,3,AbilityWhip,Kırbaç
Name.msbt,4,AbilityWing,Kanat
Name.msbt,5,AbilityCutter,Kesici
Name.msbt,6,AbilityCrash,Patlama
Name.msbt,7,AbilityStone,Taş
Name.msbt,8,AbilitySpark,Kıvılcım
Name.msbt,9,AbilitySpear,Mızrak
Name.msbt,10,AbilitySleep,Uyku
Name.msbt,11,AbilitySword,Kılıç
Name.msbt,12,AbilityNinja,Ninja
Name.msbt,13,AbilityParasol,Şemsiye
Name.msbt,14,AbilityHammer,Çekiç
Name.msbt,15,AbilityBeam,Işın
Name.msbt,16,AbilityFire,Ateş
Name.msbt,17,AbilityFighter,Dövüşçü
Name.msbt,18,AbilityBomb,Bomba
Name.msbt,19,AbilityMike,⟦MSBT:0E000000020002005A00⟧Mikrofon⟦MSBT:0E000000020002006400⟧
Name.msbt,20,AbilityLeaf,Yaprak
Name.msbt,21,AbilityWheel,⟦MSBT:0E000000020002006400⟧Teker⟦MSBT:0E000000020002006400⟧
Name.msbt,22,AbilityBell,Çan
Name.msbt,23,AbilitySniper,Okçu
Name.msbt,24,AbilityBeetle,Böcek
Name.msbt,25,AbilityCircus,Sirk
Name.msbt,26,AbilityNeedle,İğne
Name.msbt,27,AbilityBigbang,⟦MSBT:0E000000020002005F00⟧Hipernova⟦MSBT:0E000000020002006400⟧
Name.msbt,28,AbilityDedede,⟦MSBT:0E000000020002005500⟧Kral Dedede⟦MSBT:0E000000020002006400⟧
Name.msbt,29,PlayerNum1,1P
Name.msbt,30,ComputerNum1,CPU1
Name.msbt,31,ComputerNum2,CPU2
Name.msbt,32,ComputerNum3,CPU3
Name.msbt,33,ComputerNum4,CPU4
PauseMenu.msbt,0,HeaderLv1,Güzel Tarlalar
PauseMenu.msbt,1,HeaderLv2,Lolipop Diyarı
PauseMenu.msbt,2,HeaderLv3,Eski Destan
PauseMenu.msbt,3,HeaderLv4,Vahşi Dünya
PauseMenu.msbt,4,HeaderLv5,Sonsuz Patlamalar
PauseMenu.msbt,5,HeaderLv6,Kraliyet Yolu
PauseMenu.msbt,6,HeaderLv7,Ebedi Rüya Diyarı
PauseMenu.msbt,7,HeaderDeGoLv1,⟦MSBT:0E000000020002006400⟧Dedede Turu! - Sv. 1⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,8,HeaderDeGoLv2,⟦MSBT:0E000000020002006400⟧Dedede Turu! - Sv. 2⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,9,HeaderDeGoLv3,⟦MSBT:0E000000020002006400⟧Dedede Turu! - Sv. 3⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,10,HeaderDeGoLv4,⟦MSBT:0E000000020002006400⟧Dedede Turu! - Sv. 4⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,11,HeaderDeGoLv5,⟦MSBT:0E000000020002006400⟧Dedede Turu! - Sv. 5⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,12,HeaderDeGoLv6,⟦MSBT:0E000000020002006400⟧Dedede Turu! - Sv. 6⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,13,HeaderStage1,Bölüm 1
PauseMenu.msbt,14,HeaderStage2,Bölüm 2
PauseMenu.msbt,15,HeaderStage3,Bölüm 3
PauseMenu.msbt,16,HeaderStage4,Bölüm 4
PauseMenu.msbt,17,HeaderStage5,Bölüm 5
PauseMenu.msbt,18,HeaderStage6,Bölüm 6
PauseMenu.msbt,19,HeaderStage7,Bölüm 7
PauseMenu.msbt,20,HeaderStage8,Bölüm 8
PauseMenu.msbt,21,HeaderRightDir,⟦MSBT:0E000000020002004A00⟧Sağa bakarken⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,22,DialogExitStage,"⟦MSBT:0E000000020002005D00⟧Bulduğun Güneş Taşları ve
anahtarlıklar ⟦MSBT:0E00000003000400FF4B32FF⟧kaydedilmeyecek⟦MSBT:0E00000003000400000000FF⟧.
Bölümden çıkmak
istediğine emin misin?⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,23,DialogExitWMap,"⟦MSBT:0E00000003000400FF4B32FF⟧Oyunu bitirip⟦MSBT:0E00000003000400000000FF⟧
menüye dönmek ister misin?"
PauseMenu.msbt,24,DialogExitArena,"⟦MSBT:0E00000003000400FF4B32FF⟧Oyunu bitirip⟦MSBT:0E00000003000400000000FF⟧ başlık
ekranına dönülsün mü?"
PauseMenu.msbt,25,DialogExitDeGo,"⟦MSBT:0E00000003000400FF4B32FF⟧Oyunu bitirip⟦MSBT:0E00000003000400000000FF⟧ başlık
ekranına dönülsün mü?"
PauseMenu.msbt,26,DialogExitAbilityRoom,"Dünya haritasına
dönmek ister misin?"
PauseMenu.msbt,27,DialogExitFight,"⟦MSBT:0E000000020002005700⟧⟦MSBT:0E00000003000400FF4B32FF⟧Oyunu bitirip⟦MSBT:0E00000003000400000000FF⟧ yetenek seçme
ekranına dönmek ister misin?⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,28,CloseButtonTitle,Devam
PauseMenu.msbt,29,ExitStageButtonTitle,⟦MSBT:0E000000020002006400⟧Çık⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,30,ExitLvMapButtonTitle,⟦MSBT:0E000000020002006400⟧Harita⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,31,ExitWMapButtonTitle,⟦MSBT:0E000000020002006400⟧Çık⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,32,ExitArenaButtonTitle,Çık
PauseMenu.msbt,33,ExitDeGoButtonTitle,Çık
PauseMenu.msbt,34,ExitFightButtonTitle,"⟦MSBT:0E000000020002006400⟧Yetenek
Seç⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,35,PageAbilityTitle,Kontroller
PauseMenu.msbt,36,PageCommandTitle,Kontroller
PauseMenu.msbt,37,PageSpecialTitle,Özel
PauseMenu.msbt,38,PageWMapTitle,
PauseMenu.msbt,39,PageWMapHeader,Rüya Sarmaşığı
PauseMenu.msbt,40,PageWMapLv1Name,Sv. 1
PauseMenu.msbt,41,PageWMapLv2Name,Sv. 2
PauseMenu.msbt,42,PageWMapLv3Name,Sv. 3
PauseMenu.msbt,43,PageWMapLv4Name,Sv. 4
PauseMenu.msbt,44,PageWMapLv5Name,Sv. 5
PauseMenu.msbt,45,PageWMapLv6Name,Sv. 6
PauseMenu.msbt,46,#Abl,
PauseMenu.msbt,47,AblNormalTitle0,⟦MSBT:0E000000020002005000⟧Kirby Hakkında⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,48,AblNormalTitle1,⟦MSBT:0E000000020002005000⟧Kirby Hakkında 1⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,49,AblNormalTitle2,⟦MSBT:0E000000020002005000⟧Kirby Hakkında 2⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,50,AblNormalTitle3,⟦MSBT:0E000000020002005000⟧Kirby Hakkında 3⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,51,AblNormalInfo,"⟦MSBT:0E000000020002005500⟧Düşmanları içine çekip
⟦MSBT:0E00000003000400FF6400FF⟧yeteneklerini al⟦MSBT:0E00000003000400000000FF⟧, sonra
çeşit çeşit hareket yap!
⟦MSBT:0E00000003000400FF6400FF⟧Rüya Sarmaşığı⟦MSBT:0E00000003000400000000FF⟧'na tırman
ve ⟦MSBT:0E00000003000400FF6400FF⟧Kral Dedede⟦MSBT:0E00000003000400000000FF⟧'yi kurtar!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,52,AblNormalInfoArena,"⟦MSBT:0E000000020002005500⟧Kopya Yeteneğin yoksa
⟦MSBT:0E00000003000400FF6400FF⟧İçine Çek ve Tükür⟦MSBT:0E00000003000400000000FF⟧ yapabilirsin.
⟦MSBT:0E00010004000000⟧ veya ⟦MSBT:0E00010005000000⟧ ile ⟦MSBT:0E00000003000400FF6400FF⟧Havada Kaçış⟦MSBT:0E00000003000400000000FF⟧ yap!
Zor durumdaysan ⟦MSBT:0E00010003000000⟧'e bas ya da
⟦MSBT:0E00000003000400FF6400FF⟧Yardım Yıldızı⟦MSBT:0E00000003000400000000FF⟧'na ⟦MSBT:0E00000003000400FF6400FF⟧dokun⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,53,AblNormalWaterTitle0,⟦MSBT:0E000000020002005A00⟧Yüzme Kontrolleri⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,54,AblNormalWaterTitle1,⟦MSBT:0E000000020002005A00⟧Yüzme Kontrolleri 1⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,55,AblNormalWaterInfo,"⟦MSBT:0E000000020002005500⟧Kirby çok iyi yüzer ve
su yüzeyinde bir iç lastik gibi
⟦MSBT:0E00000003000400FF6400FF⟧süzülebilir⟦MSBT:0E00000003000400000000FF⟧. Su altında
yeteneklerin sınırlıdır, ama
⟦MSBT:0E00000003000400FF6400FF⟧Su Tabancası⟦MSBT:0E00000003000400000000FF⟧ zor durumda
işine yarar.⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,56,AblIceTitle0,Buz 
PauseMenu.msbt,57,AblIceTitle1,Buz 1
PauseMenu.msbt,58,AblIceTitle2,Buz 2
PauseMenu.msbt,59,AblIceTitle3,Buz 3
PauseMenu.msbt,60,AblIceInfo,"⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF6400FF⟧Düşmanları⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FF6400FF⟧Buz Nefesiyle⟦MSBT:0E00000003000400000000FF⟧
dondur, sonra ⟦MSBT:0E00000003000400FF6400FF⟧Buz Tekmesiyle⟦MSBT:0E00000003000400000000FF⟧
savur! Ayrıca ⟦MSBT:0E00000003000400FF6400FF⟧Buz Pateniyle⟦MSBT:0E00000003000400000000FF⟧
yerde zarifçe süzül!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,61,AblWhipTitle0,Kırbaç
PauseMenu.msbt,62,AblWhipTitle1,Kırbaç 1
PauseMenu.msbt,63,AblWhipTitle2,Kırbaç 2
PauseMenu.msbt,64,AblWhipTitle3,Kırbaç 3
PauseMenu.msbt,65,AblWhipInfo,"⟦MSBT:0E000000020002005000⟧Bu maceracı Kopya Yeteneği,
şık bir şapka ve ⟦MSBT:0E00000003000400FF6400FF⟧uzun menzilli⟦MSBT:0E00000003000400000000FF⟧
bir kırbaç verir. Düşmanları
ve eşyaları ⟦MSBT:0E00000003000400FF6400FF⟧tek hamlede⟦MSBT:0E00000003000400000000FF⟧
kendine ⟦MSBT:0E00000003000400FF6400FF⟧çekebilirsin⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,66,AblWingTitle0,Kanat
PauseMenu.msbt,67,AblWingTitle1,Kanat 1
PauseMenu.msbt,68,AblWingTitle2,Kanat 2
PauseMenu.msbt,69,AblWingTitle3,Kanat 3
PauseMenu.msbt,70,AblWingInfo,"⟦MSBT:0E000000020002005500⟧Bu ⟦MSBT:0E00000003000400FF6400FF⟧ustalık isteyen⟦MSBT:0E00000003000400000000FF⟧ yetenekle
havada türlü hareket yap!
⟦MSBT:0E00000003000400FF6400FF⟧Mekik Döngüsü⟦MSBT:0E00000003000400000000FF⟧'yle göğe
yüksel ve rakiplerine
yukarıdan saldır!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,71,AblCutterTitle0,Kesici
PauseMenu.msbt,72,AblCutterTitle1,Kesici 1
PauseMenu.msbt,73,AblCutterTitle2,Kesici 2
PauseMenu.msbt,74,AblCutterInfo,"⟦MSBT:0E000000020002005500⟧Fırlatılınca eline dönen
bir bumerang. Güç yükleyip
⟦MSBT:0E00000003000400FF6400FF⟧uçuş yolunu⟦MSBT:0E00000003000400000000FF⟧ yukarı ya da
aşağı yönlendirebilir,
⟦MSBT:0E00000003000400FF6400FF⟧ipleri de kesebilirsin⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,75,AblCrashTitle0,Patlama
PauseMenu.msbt,76,AblCrashTitle1,Patlama 1
PauseMenu.msbt,77,AblCrashInfo,"⟦MSBT:0E000000020002005500⟧Dev bir patlamayla düşmanları
savur! ⟦MSBT:0E00000003000400FF6400FF⟧Yön Tuşlarına
art arda bas⟦MSBT:0E00000003000400000000FF⟧ıp güç biriktir,
sonra çevreni buharlaştır.
Bu ⟦MSBT:0E00000003000400FF6400FF⟧nihai yetenek⟦MSBT:0E00000003000400000000FF⟧ yalnızca
bir kez kullanılabilir;
iyi değerlendir!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,78,AblStoneTitle0,Taş
PauseMenu.msbt,79,AblStoneTitle1,Taş 1
PauseMenu.msbt,80,AblStoneTitle2,Taş 2
PauseMenu.msbt,81,AblStoneTitle3,Taş 3
PauseMenu.msbt,82,AblStoneInfo,"⟦MSBT:0E000000020002005500⟧Taş yeteneğiyle Kirby
coşar! ⟦MSBT:0E00000003000400FF6400FF⟧Yokuşlardan kay⟦MSBT:0E00000003000400000000FF⟧
ve düşmanlarını ⟦MSBT:0E00000003000400FF6400FF⟧ez⟦MSBT:0E00000003000400000000FF⟧ip
saniyeler içinde alt et!
Bu kadar çok dönüşüm varken,
sırada neye dönüşeceğini
kim bilebilir!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,83,AblSparkTitle0,Kıvılcım
PauseMenu.msbt,84,AblSparkTitle1,Kıvılcım 1
PauseMenu.msbt,85,AblSparkTitle2,Kıvılcım 2
PauseMenu.msbt,86,AblSparkInfo,"⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF6400FF⟧Yön Tuşlarına
art arda bas⟦MSBT:0E00000003000400000000FF⟧ıp güç biriktir,
bir enerji bariyeri oluştur!
Kıvılcım yeteneğiyle
arazinin içinden bile
⟦MSBT:0E00000003000400FF6400FF⟧plazma atışları yapabilirsin⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,87,AblSpearTitle0,Mızrak
