file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
PauseMenu.msbt,285,AblIceGuardOffBtn,"While using Ice Block,
release ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧","⟦MSBT:0E000000020002006100⟧Relâchez ⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006100⟧pendant Bloc de glace⟦MSBT:0E000000020002006400⟧","Eis-Block +
⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ loslassen","⟦MSBT:0E000000020002005A00⟧Mentre esegui Blocco di⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧ghiaccio, rilascia ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧⟦MSBT:0E000000020002006400⟧","Al usar bloque de
hielo, suelta ⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧","꽁꽁 가드 중에
⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010004000000⟧⟦MSBT:0E000000020002006400⟧/⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010005000000⟧ ⟦MSBT:0E000000020002006400⟧떼기","Buz Bloğundayken
⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ bırak"
PauseMenu.msbt,286,#AblWhip,,,,,,,
PauseMenu.msbt,287,AblWhipSlash,Whip Strike,Coup de fouet,Peitschenhieb,⟦MSBT:0E000000020002005400⟧Frustata⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005900⟧Latigazo⟦MSBT:0E000000020002006400⟧,채찍 때리기,Kırbaç Darbesi
PauseMenu.msbt,288,AblWhipItemCatch,All Whip attacks grab items ,Le fouet attrape aussi les objets,⟦MSBT:0E000000020002005600⟧Mit der Peitsche ergattert man auch Items⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Tutti gli attacchi Frusta afferrano gli oggetti!⟦MSBT:0E000000020002006400⟧,El látigo también atrapa objetos,채찍 공격으로 아이템을 획득할 수 있습니다!,Her Kırbaç Saldırısı Eşya Toplar
PauseMenu.msbt,289,AblWhipMultiAttack,100-Whip Slap,Pluie de coups,Peitschenhagel,⟦MSBT:0E000000020002005400⟧100 frustate⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005900⟧Cien latigazos⟦MSBT:0E000000020002006400⟧,백련채찍,100 Kırbaç
PauseMenu.msbt,290,AblWhipRoof,Ceiling Strike,Coup vertical,Luftpeitsche,⟦MSBT:0E000000020002005400⟧Frustata verso l'alto⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005600⟧Latigazo ascendente⟦MSBT:0E000000020002006400⟧,천장 때리기,Tavan Darbesi
PauseMenu.msbt,291,AblWhipJump,Jump Strike,Coup sauté,Sprungpeitsche,⟦MSBT:0E000000020002004A00⟧Frustata verso il basso⟦MSBT:0E000000020002006400⟧,Latigazo al vuelo,점프 때리기,Zıplama Darbesi
PauseMenu.msbt,292,AblWhipTyphoon,Whip Tornado,Fouet tornade,Peitschentornado,⟦MSBT:0E000000020002004A00⟧Frusta tornado⟦MSBT:0E000000020002006400⟧,Latigazo tornado,채찍 토네이도,Kırbaç Kasırgası
PauseMenu.msbt,293,AblWhipCicleRibon,100-Whip Dash,Ruée de coups,Schnellpeitsche,⟦MSBT:0E000000020002004A00⟧100 frustate scatto⟦MSBT:0E000000020002006400⟧,Latigazo hélice,사이클 리본,Kırbaç Deparı
PauseMenu.msbt,294,AblWhipCapture,Whip Grab,Capture,Angel,⟦MSBT:0E000000020002004A00⟧Frusta prensile⟦MSBT:0E000000020002006400⟧,Látigo capturador,채찍 잡기,Kırbaçla Yakala
PauseMenu.msbt,295,AblWhipBeatFront,Front Lash,Jeté avant,⟦MSBT:0E000000020002004C00⟧Nach vorn schleudern⟦MSBT:0E000000020002006400⟧,Schianto,⟦MSBT:0E000000020002005800⟧Lanzamiento frontal⟦MSBT:0E000000020002006400⟧,앞 때리기,Ön Vuruş
PauseMenu.msbt,296,AblWhipBeatDouble,Double Lash,Double jeté,⟦MSBT:0E000000020002004C00⟧Zu Boden schleudern⟦MSBT:0E000000020002006400⟧,Doppio schianto,⟦MSBT:0E000000020002005900⟧Azote doble⟦MSBT:0E000000020002006400⟧,더블 때리기,Çift Vuruş
PauseMenu.msbt,297,AblWhipBeatBack,Back Lash,Jeté arrière,⟦MSBT:0E000000020002004C00⟧Nach hinten schleudern⟦MSBT:0E000000020002006400⟧,Schianto indietro,⟦MSBT:0E000000020002005600⟧Lanzamiento trasero⟦MSBT:0E000000020002006400⟧,뒤 때리기,Geri Vuruş
PauseMenu.msbt,298,AblWhipBeatHight,High Lash,Jeté vertical,⟦MSBT:0E000000020002004C00⟧Nach oben schleudern⟦MSBT:0E000000020002006400⟧,Scaglia in aria,⟦MSBT:0E000000020002005300⟧Lanzamiento superior⟦MSBT:0E000000020002006400⟧,높이 때리기,Yüksek Vuruş
PauseMenu.msbt,299,#AblWhipBtn,,,,,,,
PauseMenu.msbt,300,AblWhipSlashBtn,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧떼기,⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,301,AblWhipMultiAttackBtn,⟦MSBT:0E00010001000000⟧ repeatedly,"Appuyez plusieurs
fois sur ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010001000000⟧ wiederholt
drücken",⟦MSBT:0E00010001000000⟧ ripetutamente,⟦MSBT:0E00010001000000⟧ varias veces,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧연타,⟦MSBT:0E00010001000000⟧ art arda
PauseMenu.msbt,302,AblWhipRoofBtn,⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,303,AblWhipJumpBtn,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in mid-air,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ (en l'air),⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in der Luft,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in aria,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el aire,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,Havada ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,304,AblWhipTyphoonBtn,"⟦MSBT:0E00010007000000⟧, and then ⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧",⟦MSBT:0E00010007000000⟧ puis ⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010007000000⟧ und dann ⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010007000000⟧ e poi ⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010007000000⟧ y luego ⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E00010007000000⟧, sonra ⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧"
PauseMenu.msbt,305,AblWhipCicleRibonBtn,Dash + ⟦MSBT:0E00010001000000⟧,Course + ⟦MSBT:0E00010001000000⟧,Spurten + ⟦MSBT:0E00010001000000⟧,Scatto + ⟦MSBT:0E00010001000000⟧,Correr + ⟦MSBT:0E00010001000000⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,Koş + ⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,306,AblWhipCaptureBtn,Hold and release ⟦MSBT:0E00010001000000⟧,"Maintenez puis
relâchez ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010001000000⟧ halten und
loslassen","Tieni premuto e
rilascia ⟦MSBT:0E00010001000000⟧","Mantén pulsado ⟦MSBT:0E00010001000000⟧
y luego suéltalo",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧길게 누르기～떼기,⟦MSBT:0E00010001000000⟧'yi tutup bırak
PauseMenu.msbt,307,AblWhipBeatFrontBtn,"Whip Grab + ⟦MSBT:0E00010001000000⟧ /
Whip Grab + ⟦MSBT:0E00010009000000⟧","Capture + ⟦MSBT:0E00010001000000⟧ ou
Capture + ⟦MSBT:0E00010009000000⟧","Angel + ⟦MSBT:0E00010001000000⟧/
Angel + ⟦MSBT:0E00010009000000⟧","Frusta prensile + ⟦MSBT:0E00010001000000⟧/
Frusta prensile + ⟦MSBT:0E00010009000000⟧","⟦MSBT:0E000000020002005800⟧Látigo capturador + ⟦MSBT:0E00010001000000⟧/⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005800⟧Látigo capturador + ⟦MSBT:0E00010009000000⟧⟦MSBT:0E000000020002006400⟧","채찍 잡기＋⟦MSBT:0E00010001000000⟧/
채찍 잡기＋⟦MSBT:0E00010009000000⟧","Kırbaçla Yakala + ⟦MSBT:0E00010001000000⟧ /
Kırbaçla Yakala + ⟦MSBT:0E00010009000000⟧"
PauseMenu.msbt,308,AblWhipBeatDoubleBtn,Whip Grab + ⟦MSBT:0E00010007000000⟧,Capture + ⟦MSBT:0E00010007000000⟧,Angel + ⟦MSBT:0E00010007000000⟧,Frusta prensile + ⟦MSBT:0E00010007000000⟧,⟦MSBT:0E000000020002005C00⟧Látigo capturador + ⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧,채찍 잡기＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧,Kırbaçla Yakala + ⟦MSBT:0E00010007000000⟧
PauseMenu.msbt,309,AblWhipBeatBackBtn,Whip Grab + ⟦MSBT:0E00010008000000⟧,Capture + ⟦MSBT:0E00010008000000⟧,Angel + ⟦MSBT:0E00010008000000⟧,Frusta prensile + ⟦MSBT:0E00010008000000⟧,⟦MSBT:0E000000020002005C00⟧Látigo capturador + ⟦MSBT:0E00010008000000⟧⟦MSBT:0E000000020002006400⟧,채찍 잡기＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010008000000⟧⟦MSBT:0E000000020002006400⟧,Kırbaçla Yakala + ⟦MSBT:0E00010008000000⟧
PauseMenu.msbt,310,AblWhipBeatHightBtn,Whip Grab + ⟦MSBT:0E00010006000000⟧,Capture + ⟦MSBT:0E00010006000000⟧,Angel + ⟦MSBT:0E00010006000000⟧,Frusta prensile + ⟦MSBT:0E00010006000000⟧,⟦MSBT:0E000000020002005C00⟧Látigo capturador + ⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧,채찍 잡기＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧,Kırbaçla Yakala + ⟦MSBT:0E00010006000000⟧
PauseMenu.msbt,311,#AblWing,,,,,,,
PauseMenu.msbt,312,AblWingFeatherGun,Feather Gun,Lance-plumes,Federsalve,Turbine d'ali,⟦MSBT:0E000000020002005500⟧Lanzaplumas⟦MSBT:0E000000020002006400⟧,날개탄,Tüy Tabancası
PauseMenu.msbt,313,AblWingFeatherSnipe,Target Feather ,Direction plumes,Feder-Zielschuss,Direziona turbine,⟦MSBT:0E000000020002005500⟧Dirigir pluma⟦MSBT:0E000000020002006400⟧,날개 겨냥하기,Hedef Tüyü
PauseMenu.msbt,314,AblWingHeading,Condor Head,Force condor,Turbo,Volo condor,⟦MSBT:0E000000020002005500⟧Cabezazo cóndor⟦MSBT:0E000000020002006400⟧,콘돌 박치기,Kondor Darbesi
PauseMenu.msbt,315,AblWingFallingCombo,Combo Bomb,Bombe combo,Turbo-Saltoflug,Bomba combo,⟦MSBT:0E000000020002004E00⟧Combinación de bomba⟦MSBT:0E000000020002006400⟧,콤보 폭탄,Kombo Bomba
PauseMenu.msbt,316,AblWingDivingCombo,Combo Dive,Piqué combo,Turbo-Sturzflug,Tuffo combo,⟦MSBT:0E000000020002005100⟧Combinación de caída⟦MSBT:0E000000020002006400⟧,콤보 다이빙,Kombo Dalış
PauseMenu.msbt,317,AblWingFallingBomb,Dive-Bomb,Piqué bombe,Saltoflug,Tuffo bomba,⟦MSBT:0E000000020002005500⟧Caída bomba⟦MSBT:0E000000020002006400⟧,폭탄 폭격,⟦MSBT:0E000000020002005D00⟧Dalış Bombası⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,318,AblWingDivingCondor,Condor Dive,Piqué condor,Sturzflug,Picchiata condor,⟦MSBT:0E000000020002005500⟧Caída cóndor⟦MSBT:0E000000020002006400⟧,콘돌 다이빙,Kondor Dalışı
PauseMenu.msbt,319,AblWingToss,Toss,Envol,Wurf,Tiro,Lanzar,토스,Fırlatış
PauseMenu.msbt,320,AblWingShuttleLoop,Shuttle Loop,Looping fusée,Super-Looping,⟦MSBT:0E000000020002006100⟧Giravolta spaziale⟦MSBT:0E000000020002006400⟧,Golpe pirueta,셔틀 루프,Mekik Döngüsü
PauseMenu.msbt,321,AblWingFlapping,Hover Flap,Coup d'ailes,Flatterflug,Battito d'ali,Volar,날갯짓,Kanat Çırpışı
PauseMenu.msbt,322,#AblWingBtn,,,,,,,
PauseMenu.msbt,323,AblWingFeatherGunBtn,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,324,AblWingFeatherSnipeBtn,⟦MSBT:0E00010001000000⟧ + ⟦MSBT:0E0001000D000000⟧,⟦MSBT:0E00010001000000⟧ + ⟦MSBT:0E0001000D000000⟧,⟦MSBT:0E00010001000000⟧ + ⟦MSBT:0E0001000D000000⟧,⟦MSBT:0E00010001000000⟧ + ⟦MSBT:0E0001000D000000⟧,⟦MSBT:0E00010001000000⟧ + ⟦MSBT:0E0001000D000000⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E0001000D000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010001000000⟧ + ⟦MSBT:0E0001000D000000⟧
PauseMenu.msbt,325,AblWingHeadingBtn,"Dash + ⟦MSBT:0E00010001000000⟧ /
Dash + ⟦MSBT:0E00010001000000⟧ in mid-air","Course + ⟦MSBT:0E00010001000000⟧ ou
Course + ⟦MSBT:0E00010001000000⟧ (en l'air)","⟦MSBT:0E000000020002005700⟧Spurten + ⟦MSBT:0E00010001000000⟧/⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005700⟧Spurten + ⟦MSBT:0E00010001000000⟧ in der Luft⟦MSBT:0E000000020002006400⟧","Scatto + ⟦MSBT:0E00010001000000⟧ /
Scatto + ⟦MSBT:0E00010001000000⟧ in aria","Correr + ⟦MSBT:0E00010001000000⟧/
Correr + ⟦MSBT:0E00010001000000⟧ en el aire","대시＋⟦MSBT:0E00010001000000⟧/
대시＋공중에서 ⟦MSBT:0E00010001000000⟧","Koş + ⟦MSBT:0E00010001000000⟧ /
Koş + ⟦MSBT:0E00010001000000⟧ havada"
PauseMenu.msbt,326,AblWingFallingComboBtn,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ during
Condor Head","⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ pendant
Force condor",Turbo und ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
durante Volo condor","⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ durante
el cabezazo cóndor","콘돌 박치기 중에
⟦MSBT:0E00010007000000⟧＋⟦MSBT:0E00010001000000⟧","Kondor Darbesinde
⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧"
PauseMenu.msbt,327,AblWingDivingComboBtn,"⟦MSBT:0E00010006000000⟧, and then ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
during Condor Head","⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010006000000⟧ puis ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006100⟧pendant Force condor⟦MSBT:0E000000020002006400⟧","Während Turbo ⟦MSBT:0E00010006000000⟧
und dann ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010006000000⟧ e poi ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
durante Volo condor","⟦MSBT:0E000000020002006300⟧⟦MSBT:0E00010006000000⟧ y ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ durante⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006300⟧el cabezazo cóndor⟦MSBT:0E000000020002006400⟧","콘돌 박치기 중에
⟦MSBT:0E00010006000000⟧⟦MSBT:0E00010007000000⟧＋⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010006000000⟧, sonra ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
Kondor Darbesinde"
PauseMenu.msbt,328,AblWingFallingBombBtn,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in mid-air,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ (en l'air),⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in der Luft,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in aria,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el aire,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ havada
PauseMenu.msbt,329,AblWingDivingCondorBtn,"Dash and press
⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in mid-air","Course, puis ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
(en l'air)","Spurten und in der
Luft ⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ drücken","Scatta e premi
⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in aria","Corre y pulsa
⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el aire","대시＋공중에서
⟦MSBT:0E00010007000000⟧＋⟦MSBT:0E00010001000000⟧","Koş ve havada
⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ bas"
PauseMenu.msbt,330,AblWingTossBtn,"One of ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧ when
near an enemy","⟦MSBT:0E0001000B000000⟧ au choix + ⟦MSBT:0E00010001000000⟧
près d'un ennemi","Entweder ⟦MSBT:0E0001000B000000⟧ oder ⟦MSBT:0E00010001000000⟧
nahe einem Gegner","Uno di ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
vicino a un nemico","Elige entre ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
cerca del enemigo","적 옆에서
⟦MSBT:0E0001000B000000⟧ 아무거나＋⟦MSBT:0E00010001000000⟧","Düşman yakınında
⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧"
PauseMenu.msbt,331,AblWingShuttleLoopBtn,"⟦MSBT:0E00010001000000⟧ immediately
after Toss","⟦MSBT:0E00010001000000⟧ immédiatement
après Envol","⟦MSBT:0E00010001000000⟧ gleich nach
einem Wurf","⟦MSBT:0E00010001000000⟧ subito
dopo Tiro","⟦MSBT:0E00010001000000⟧ justo después
de lanzar",토스 직후에 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"Fırlatır fırlatmaz
⟦MSBT:0E00010001000000⟧"
PauseMenu.msbt,332,AblWingFlappingBtn,⟦MSBT:0E00010000000000⟧ in mid-air,⟦MSBT:0E00010000000000⟧ (en l'air),⟦MSBT:0E00010000000000⟧ in der Luft,⟦MSBT:0E00010000000000⟧ in aria,⟦MSBT:0E00010000000000⟧ en el aire,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010000000000⟧ havada
PauseMenu.msbt,333,#AblCutter,,,,,,,
PauseMenu.msbt,334,AblCutterBoomerang,⟦MSBT:0E000000020002006300⟧Cutter Boomerang⟦MSBT:0E000000020002006400⟧,Boomtranche,Bumerangschnitt,Lama boomerang,Bumerán cortante,커터 부메랑,⟦MSBT:0E000000020002006300⟧Kesici Bumerang⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,335,AblCutterDashAttack,Cutter Dash,Ruée tranchante,Spurtschnitt,Lama tranciante,Turbo cortante,대시 커터 어택,Kesici Koşusu
PauseMenu.msbt,336,AblCutterDrop,Sweep Cutter,Fauchage,Schwungschnitt,Lama falciante,Filo cortante,훑어치기,Süpürme Kesisi
PauseMenu.msbt,337,AblCutterDropHight,Cutter Drop,⟦MSBT:0E000000020002006400⟧Piqué tranchant⟦MSBT:0E000000020002006400⟧,Fallschnitt,Lama del cielo,⟦MSBT:0E000000020002006200⟧Caída cortante⟦MSBT:0E000000020002006400⟧,사선 커터 일격,Kesici Düşüş
PauseMenu.msbt,338,AblCutterKaratake,Cleaving Cutter,⟦MSBT:0E000000020002006400⟧Direct tranchant⟦MSBT:0E000000020002006400⟧,Spaltschnitt,Lama affilata,⟦MSBT:0E000000020002006200⟧Cuchillazo⟦MSBT:0E000000020002006400⟧,쪼개치기,Yarıcı Kesik
PauseMenu.msbt,339,AblCutterFinalCombo,Final Cutter,⟦MSBT:0E000000020002006400⟧Super tranche⟦MSBT:0E000000020002006400⟧,Ultraschnitt,Sciabolata,Corte final,"커터 연속치기～
파이널 커터",Son Kesik
PauseMenu.msbt,340,AblCutterBoomerangHyper,Hyper Boomerang,⟦MSBT:0E000000020002005C00⟧Hyper-boomtranche⟦MSBT:0E000000020002006400⟧,Hyper-Bumerang,Super boomerang,Hiperbumerán,하이퍼 부메랑,Hiper Bumerang
PauseMenu.msbt,341,#AblCutterBtn,,,,,,,
PauseMenu.msbt,342,AblCutterBoomerangBtn,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,343,AblCutterDashAttackBtn,Dash + ⟦MSBT:0E00010001000000⟧,Course + ⟦MSBT:0E00010001000000⟧,Spurten + ⟦MSBT:0E00010001000000⟧,Scatto + ⟦MSBT:0E00010001000000⟧,Correr + ⟦MSBT:0E00010001000000⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,Koş + ⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,344,AblCutterDropBtn,"Press and hold ⟦MSBT:0E00010001000000⟧
while in mid-air","Maintenez ⟦MSBT:0E00010001000000⟧
(en l'air)","In der Luft ⟦MSBT:0E00010001000000⟧
gedrückt halten","Tieni premuto ⟦MSBT:0E00010001000000⟧
in aria","Mantén pulsado ⟦MSBT:0E00010001000000⟧
en el aire",공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧길게 누르기,"Havadayken ⟦MSBT:0E00010001000000⟧'yi
basılı tut"
PauseMenu.msbt,345,AblCutterDropHightBtn,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in mid-air,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ (en l'air),⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in der Luft,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in aria,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el aire,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ havada
PauseMenu.msbt,346,AblCutterKaratakeBtn,"⟦MSBT:0E00010001000000⟧ when near
an enemy","⟦MSBT:0E00010001000000⟧ à proximité d'un
ennemi","⟦MSBT:0E00010001000000⟧ nahe
einem Gegner","⟦MSBT:0E00010001000000⟧ vicino
a un nemico","⟦MSBT:0E00010001000000⟧ cerca del
enemigo",적 옆에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"Düşman yakınında
⟦MSBT:0E00010001000000⟧"
