index,id,en,fr,de,it,es,tr
241,0x7583279A,#0x1EA922FF#{{0x2605}}#PREVIOUS# Kindred Scepter,Sceptre fraternel #0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS# Verwandtes Zepter,Scettro della casata #0x1EA922FF#{{0x2605}}#PREVIOUS#,Cetro de la familia #0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS# Soydaş Asası
242,0x758707B1,Apprentice's Boots,Bottes de l'apprenti,Stiefel des Lehrlings,Stivali dell'apprendista,Botas de aprendiz,Çırak Çizmeleri
243,0x7684B9E3,Apprentice's Robes,Robe de l'apprenti,Roben des Lehrlings,Vesti dell'apprendista,Túnica de aprendiz,Çırak Cübbesi
244,0x7CF5EB45,Invoker's Mantle,Cape de l'invocateur,Mantel des Anrufers,Mantello dell'evocatore,Manto de invocador,Çağırıcı Pelerini
245,0x7E2200DE,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Armguards of the Castaway,Brassards du naufragé #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Armschienen des Schiffbrüchigen,Parabraccia del naufrago #0x1EA922FF#{{0x25CF}}#PREVIOUS#,Guardabrazos del náufrago #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Kazazedenin Kolçakları
246,0x7FCE2B6D,Plated,cuirassés,Plattierte,con piastre,acorazados,Zırhlı
247,0x7FE2CA36,Ashen Feather,Plume cendrée,Aschenfeder,Piuma cinerea,Pluma cenicienta,Kül Tüyü
248,0x80D0C4CB,Reworked,refaçonnées,Bearbeitete,con elaborazione,remozadas,Yenilenmiş
249,0x813C2A20,Rugged,usagé,Robuster,resistente,basta,Sağlam
250,0x82587883,Reinforced,renforcés,Verstärkte,del rinforzo,reforzados,Takviyeli
251,0x8289B383,Outlander's Greaves,Grèves de l'étranger,Beinschienen des Ausländers,Gambali dello straniero,Grebas de extranjero,Yabancı Baldır Zırhı
252,0x8334F3EE,Lancer's,de lancier,Lanzenträger-,del lanciere,del lancero,Mızrakçı
253,0x836B77BB,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Wildlord's Shoulderpads,Épaulières du seigneur du désert #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Schulterpolster des Wildlords,Spallacci del signore selvaggio #0xEAA319FF#{{0x25CF}}#PREVIOUS#,Hombreras de señor salvaje #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Yaban Lordu Omuzlukları
254,0x838765B5,Outlander's Harness,Harnais de l'étranger,Harnisch des Ausländers,Finimenti dello straniero,Arnés de extranjero,Yabancı Göğüslüğü
255,0x83F24882,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Voidmage Treads,Bottes de mage du Néant #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Leerenmagus-Schuhe,Calzature del mago del Vuoto #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,Zapatos de mago del Vacío #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Boşluk Büyücüsü Çizmeleri
256,0x8667641C,#0xEAA319FF#{{0x2605}}#PREVIOUS# Rage and Glory,Fureur et gloire #0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS# Wut und Ruhm,Furia e gloria #0xEAA319FF#{{0x2605}}#PREVIOUS#,Furia y gloria #0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS# Öfke ve Şan
257,0x8A4273F9,Calvary,crucifiante,Reittaugliche,del calvario,de caballería,Süvari
258,0x8A7F4270,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Sylvan-stitched Grips,Poignets cousus de fil sylvestre #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Waldgestickte Grifflinge,Guanti della selva #0xEAA319FF#{{0x25CF}}#PREVIOUS#,Mitones silvanos #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Orman Dikişli Eldivenler
259,0x8B995917,Demon-Scorched Cord,Cordon roussi des Démons,Dämonenversengte Kordel,Cordone del fuoco demoniaco,Cordel quemado por demonio,İblis Yanığı Kuşak
260,0x8E63038E,Plated,cuirassées,Plattierte,con piastre,acorazadas,Zırhlı
261,0x8EC7983A,Scout's Gauntlets,Manicles de l'éclaireur,Stulpen des Spähers,Guanti d'arme dell'esploratore,Guanteletes de explorador,Gözcü Zırh Eldivenleri
262,0x8F0E5306,"#0xEAA319FF#{{0x2605}}Warblaze#PREVIOUS#
Chance on hit to light enemy on fire.","#0xEAA319FF#{{0x2605}}Feu de guerre#PREVIOUS#
Possibilité d'enflammer un ennemi lorsque vous le touchez.","#0xEAA319FF#{{0x2605}}Kriegsglut#PREVIOUS#
Chance, den Gegner im Falle eines Treffers in Brand zu stecken.","#0xEAA319FF#{{0x2605}}Fiammaguerra#PREVIOUS#
Possibilità di dare fuoco al nemico colpito.","#0xEAA319FF#{{0x2605}}Fuego de guerra#PREVIOUS#
Probabilidad al golpear de prenderle fuego al enemigo.","#0xEAA319FF#{{0x2605}}Savaş Alevi#PREVIOUS#
Vuruşta düşmanı ateşe verme ihtimali."
263,0x8F12CF00,#0xEAA319FF#{{0x2605}}Warblaze#PREVIOUS#,#0xEAA319FF#{{0x2605}}Feu de guerre#PREVIOUS#,#0xEAA319FF#{{0x2605}}Kriegsglut#PREVIOUS#,#0xEAA319FF#{{0x2605}}Fiammaguerra#PREVIOUS#,#0xEAA319FF#{{0x2605}}Fuego de guerra#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS# Savaş Alevi
264,0x90B90868,#0xEAA319FF#{{0x2605}}#PREVIOUS# Atomic Arms,Armes atomiques #0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS# Atomarme,Armi atomiche #0xEAA319FF#{{0x2605}}#PREVIOUS#,Armas atómicas #0xEAA319FF#{{0x2605}}#PREVIOUS#,#0xEAA319FF#{{0x2605}}#PREVIOUS# Atomik Silahlar
265,0x914B24EC,Ornate,ornés,Verzierte,con ornamenti,ornamentados,Süslü
266,0x9196904D,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Harness of the Treefolk,Harnais des Tréants #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Harnisch des Baumvolks,Finimenti dell'albero #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Arnés de pueblo arbóreo #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Ağaç Halkı Göğüslüğü
267,0x919957C0,Wilder's,de vandale,Ungebärdige,del selvaggio,de Wilder,Yabanıl
268,0x92CA7139,Ornate,ornée,Verzierte,con ornamenti,ornamentada,Süslü
269,0x93D57202,Wilder's,de vandale,Ungebärdige,del selvaggio,de Wilder,Yabanıl
270,0x9408B267,Warrior's Greaves,Grèves du guerrier,Beinschienen des Kriegers,Gambali del guerriero,Grebas de visitante,Savaşçı Baldır Zırhı
271,0x95066499,Warrior's Harness,Harnais du guerrier,Harnisch des Kriegers,Finimenti del guerriero,Arnés de guerrero,Savaşçı Göğüslüğü
272,0x95B30037,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Wildlord's Mantle,Cape du seigneur du désert #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Mantel des Wildlords,Manto del signore selvaggio #0xF5F325FF#{{0x25CF}}#PREVIOUS#,Manto de señor salvaje #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Yaban Lordu Pelerini
273,0x96793D99,Zealot's Gauntlets,Manicles du fanatique,Stulpen des Zeloten,Guanti d'arme dello zelota,Guanteletes de fanático,Fanatik Zırh Eldivenleri
274,0x967B20C8,Soldier's,de soldat,Soldatische,del soldato,del soldado,Asker
275,0x96A7C40B,Razorshots,Francs-tireurs,Messerblaster,Rasoi letali,Tiranavajas,Ustura Atışları
276,0x96A7C40C,Edgecannons,Canonniers,Klingenkanonen,Cannoni letali,Cañones filosos,Keskin Toplar
277,0x96A7C40D,Talonblasters,Grifflingues,Krallenblaster,Lanciartigli,Blásters garra,Pençe Tabancaları
278,0x96A7C40E,Bladepistols,Carabins,Klingenpistolen,Pistole laminari,Pistolas cuchillas,Bıçak Tabancaları
279,0x96A7C40F,Blasters,Tromblons,Blaster,Distruttori,Blásters,Patlatıcılar
280,0x96A7C410,Edgeshooters,Mitraillons,Splitterblaster,Sparalame,Tiracuchillas,Bıçak Atıcılar
281,0x96A7C411,Cleaverlocks,Assommoirs,Witwenmacher,Frantumatori,Pistolas machete,Satır Tüfekleri
282,0x96A7C412,Wingmuzzles,Canardières,Flügelmündungen,Bocche alate,Cañones alados,Kanat Namlular
283,0x96A7C413,Fangshots,Crocalibres,Fangblaster,Colpi zanna,Pistolas colmillo,Diş Atışları
284,0x96A7C429,Talonmuskets,Fusillons,Krallenmusketen,Moschetti artigliati,Mosquetes garra,Pençe Tüfekleri
285,0x96A7C42A,Triskelions,Pétoires,Triskelions,Trisceli,Triskeliones,Triskelionlar
286,0x96A7C42B,Musketscythes,Vilmousquets,Musketensensen,Moschetti-falce,Mosquetes guadaña,Tüfek Tırpanları
287,0x96A7C42C,Ballistics,Folgâchettes,Ballistikas,Armi balistiche,Balísticos,Balistikler
288,0x96A7C42D,Painbolters,Tourmenteurs,Painbolter,Dardi del dolore,Dolopistolas,Acı Atıcılar
289,0x96A7C42E,Handcannons,Pétaradeurs,Handkanonen,Cannoni portatili,Cañones portátiles,El Topları
290,0x96A7C42F,Arsenal,Mitrailles,Arsenal,Arsenale,Arsenal,Cephanelik
291,0x96A7C430,Peacemakers,Croque-morts,Friedensstifter,Pacificatori,Pacificadoras,Barış Getirenler
292,0x96A7C431,Scytheshots,Faucheurs,Sensenwummen,Colpi di falce,Tiraguadañas,Tırpan Atışları
293,0x96A7C432,Ordnance,Sulfateuses,Geschütze,Armamento,Artillería,Mühimmat
294,0x96A7C448,Arquebus,Arquebuses,Arkebusen,Archibugio,Arcabuces,Arkebüz
295,0x96CD0436,#0x1EA922FF#{{0x2605}}#PREVIOUS# Elder Fury,Fureurs anciennes #0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS# Zorn der Ältesten,Furia degli Antichi #0x1EA922FF#{{0x2605}}#PREVIOUS#,Furia antigua #0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS# Kadim Öfke
296,0x974FE7F8,Angel's Tears,Larmes des anges,Engelstränen,Lacrime d'angelo,Lágrimas de ángel,Meleğin Gözyaşları
297,0x9830FB70,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Michadele's Shoulderplates,Espauliers de Michadèle #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Michadeles Schulterplatten,Spallacci di Michadele #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Hombreras de Michadele #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Michadele'nin Omuz Zırhı
298,0x9A018C4A,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Bounty Hunter's Sabatons,Jambières du chasseur de primes #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Sabatons des Kopfgeldjägers,Calzari del cacciatore di taglie #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,Escarpes de cazarrecompensas #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Ödül Avcısı Zırh Çizmeleri
299,0x9A9ED99C,Sharpshooter's Sabatons,Jambières du tireur d'élite,Sabatons des Scharfschützen,Calzari del tiratore scelto,Escarpes de tirador,Keskin Nişancı Zırh Çizmeleri
300,0x9B9C8BCE,Sharpshooter's Hauberk,Haubert du tireur d'élite,Kettenhemd des Scharfschützen,Usbergo del tiratore scelto,Peto de tirador,Keskin Nişancı Zincir Zırhı
301,0x9E2AE2F8,Paladin's Gauntlets,Manicles du paladin,Stulpen des Paladins,Guanti d'arme del paladino,Guanteletes de paladín,Paladin Zırhlı Eldivenleri
302,0x9F2C5C2E,Wanderer's,de vagabond,Wanderer-,del viandante,del vagabundo,Gezgin
303,0x9F2C5C2F,Trooper's,de cavalier,Trooper-,del milite,de la tropa,Asker
304,0x9F2C5C30,Duelist's,de duelliste,Duellierendes,del duellante,del duelista,Düellocu
305,0x9F2C5C31,Lawman's,de carabinier,Sheriff-,dell'uomo di legge,del agente,Kanun Adamı
306,0x9F2C5C32,Calvary,crucifiant,Reittaugliches,del calvario,de caballería,Süvari
307,0x9F2C5C33,Reworked,refaçonné,Bearbeitetes,con elaborazione,remozado,Yenilenmiş
308,0x9F2C5C34,Scoped,de précision,Zielfernrohr-,con mirino,con mira,Dürbünlü
309,0x9F2C5C35,Ornate,orné,Verziertes,con ornamenti,ornamentado,Süslü
310,0x9F2C5C36,Plated,cuirassé,Plattiertes,con piastre,acorazado,Zırhlı
311,0x9F2C5C4C,Rugged,usagé,Robustes,resistente,basta,Sağlam
312,0x9F506D33,Invoker's Boots,Bottes de l'invocateur,Stiefel des Anrufers,Stivali dell'evocatore,Botas de invocador,Çağırıcı Çizmeleri
313,0x9FFEDC77,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Sphinx-King's Mantle,Cape du Roi-sphinx #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Mantel des Sphingenkönigs,Mantello del re sfinge #0xEAA319FF#{{0x25CF}}#PREVIOUS#,Manto del rey esfinge #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Sfenks Kralı Pelerini
314,0xA04E1F65,Invoker's Robes,Robe de l'invocateur,Roben des Anrufers,Vesti dell'evocatore,Túnica de invocador,Çağırıcı Cübbesi
315,0xA0A81F54,Gladiator's Shoulderpads,Épaulières du gladiateur,Schulterpolster des Gladiators,Spallacci del gladiatore,Hombreras de gladiador,Gladyatör Omuzlukları
316,0xA13D36A1,Scout's Shinguards,Solerets de l'éclaireur,Schienbeinschoner des Spähers,Schinieri dell'esploratore,Espinilleras de explorador,Gözcü Baldırlıkları
317,0xA1D4E198,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Primordial-Scale Robes,Robe d'écailles primordiales #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Primordialschuppen-Robe,Veste a scaglie primordiale #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Túnica de escamas primordial #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# İlksel Pul Cübbesi
318,0xA23AE8D3,Scout's Breastplate,Plastron de l'éclaireur,Brustplatte des Spähers,Corazza dell'esploratore,Peto de explorador,Gözcü Göğüslüğü
319,0xA2C81E6B,Scoped,de précision,Zielfernrohr-,con mirino,con mira,Dürbünlü
320,0xA3C202B3,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Lichblazers,Détoneurs de liches #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Lichblaster,Armi dei lich #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,Fulminaliches #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Lich Patlatıcıları
321,0xA40D5F8B,Regal,royales,Königliche,regale,reales,Asil
322,0xA4524711,#0xF5F325FF#{{0x2605}}#PREVIOUS# Ship Captain's Blade,Lame du capitaine #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Klinge des Schiffskapitäns,Lama del capitano #0xF5F325FF#{{0x2605}}#PREVIOUS#,Espada de capitán de barco #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Gemi Kaptanının Kılıcı
323,0xA5526B81,Hunter's,de chasseur,Jäger-,del cacciatore,del cazador,Avcı
324,0xA5CE0C81,#0xF5F325FF#{{0x2605}}#PREVIOUS# Scepter of the Seas,Sceptre des mers #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Zepter der Meere,Scettro dei mari #0xF5F325FF#{{0x2605}}#PREVIOUS#,Cetro marino #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Denizlerin Asası
325,0xA5DC8857,Templar's Gauntlets,Manicles du templier,Stulpen des Templers,Guanti d'arme del templare,Guanteletes de templario,Tapınakçı Zırh Eldivenleri
326,0xA66C68BC,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Breastplate of Vengeance,Plastron de vengeance #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Brustplatte der Vergeltung,Corazza della vendetta #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Peto de venganza #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# İntikam Göğüslüğü
327,0xA7A65C98,Stalwart,vigoureux,Robustes,della robustezza,fieles,Sarsılmaz
328,0xA94599DB,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Drifter's Brigadine,Brigandine de l'explorateur #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Brigantine des Herumtreibers,Brigantina del viandante #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Brigandina de errabundo #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Avare Brigantini
329,0xA955B94A,"#0xAA35B5FF#{{0x2605}}Rageborn#PREVIOUS#
Chance on hit to create a zone of power and speed","#0xAA35B5FF#{{0x2605}}Rage intérieure#PREVIOUS#
Possibilité de créer une zone de puissance et de vitesse lorsque vous touchez un ennemi.","#0xAA35B5FF#{{0x2605}}Zorngeboren#PREVIOUS#
Chance, im Falle eines Treffers eine Zone der Macht und Geschwindigkeit zu erzeugen.","#0xAA35B5FF#{{0x2605}}Furiainnata#PREVIOUS#
Possibilità di creare una zona di energia e velocità con colpo a segno.","#0xAA35B5FF#{{0x2605}}Ira desatada#PREVIOUS#
Probabilidad al golpear de crear una zona de poder y velocidad.","#0xAA35B5FF#{{0x2605}}Öfkeden Doğan#PREVIOUS#
Vuruşta güç ve hız alanı oluşturma ihtimali."
330,0xA95A3544,#0xAA35B5FF#{{0x2605}}Rageborn#PREVIOUS#,#0xAA35B5FF#{{0x2605}}Rage intérieure#PREVIOUS#,#0xAA35B5FF#{{0x2605}}Zorngeboren#PREVIOUS#,#0xAA35B5FF#{{0x2605}}Furiainnata#PREVIOUS#,#0xAA35B5FF#{{0x2605}}Ira desatada#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Öfkeden Doğan
331,0xAA856482,Gambler's Dusters,Gantelets du franc-tireur,Klappen des Spielers,Abiti del giocatore,Guantes de jugador,Kumarbaz Eldivenleri
332,0xAB907B0F,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Drifter's Sabatons,Jambières de l'explorateur #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Sabatons des Herumtreibers,Calzari del viandante #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,Escarpes de errabundo #0xF50E0EFF#{{0x25CF}}#PREVIOUS#,#0xF50E0EFF#{{0x25CF}}#PREVIOUS# Avare Zırh Çizmeleri
333,0xABF3AE32,Defender's,de protecteur,Verteidiger-,del difensore,del defensor,Savunucu
334,0xAC370E9D,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Merc's Spaulders,Pèlerine de mercenaire #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Söldner-Schiftungen,Spallacci del mercenario #0xF5F325FF#{{0x25CF}}#PREVIOUS#,Hombreras de mercenario #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Paralı Asker Omuzlukları
335,0xAED67934,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# The Unyielding Tide,Les Vagues inflexibles #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Die unnachgiebige Flut,Marea inarrestabile #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,La marea implacable #0xFFFFFFFF#{{0x2605}}#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Boyun Eğmez Gelgit
336,0xB020BA20,Warrior's,de guerrier,Krieger-,del guerriero,del guerrero,Savaşçı
337,0xB0C57AB5,Idol of the Hydra,Idole de l'Hydre,Götze der Hydra,Idolo dell'idra,Ídolo de hidra,Hidra Putu
338,0xB1102AEB,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Crystal-steel Shinguards,Solerets en acier-cristal #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Kristallstahl-Schienbeinschoner,Schinieri d'acciaio cristallino #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,Espinilleras de acero cristalino #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Kristal Çelik Baldırlıklar
339,0xB15A9675,Fake Starting Mantle,Alchitect_T1_Shoulders not localized.,Alchitect_T1_Shoulders not localized.,Alchitect_T1_Shoulders not localized.,Alchitect_T1_Shoulders not localized.,Sahte Başlangıç Pelerini
340,0xB19F9E4E,Fencer's,d'escrime,Fechtende,dello schermitore,del espadachín,Eskrimci
341,0xB23709E1,Wayfarer's Dusters,Gantelets du voyageur,Klappen des Wanderers,Abiti del viaggiatore,Guantes de viajero,Yolcu Eldivenleri
342,0xB2468292,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Corsair's Shinguards,Solerets de corsaire #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Korsaren-Schienbeinschoner,Schinieri da corsaro #0xEAA319FF#{{0x25CF}}#PREVIOUS#,Espinilleras de corsario #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Korsan Baldırlıkları
343,0xB3729A30,Guardian's,de gardien,Wächter-,del guardiano,del guardián,Koruyucu
344,0xB44517EA,Reworked,refaçonnés,Bearbeitete,con elaborazione,remozados,Yenilenmiş
345,0xB55825FE,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Corsair's Pauldrons,Espauliers de corsaire #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Korsaren-Schulterplatten,Paraspalle del corsaro #0xF5F325FF#{{0x25CF}}#PREVIOUS#,Cubrehombros de corsario #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Korsan Omuz Plakası
346,0xB5840B34,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Mantle of the Deep,Cape des Bas-fonds #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Mantel der Tiefe,Manto dell'abisso #0xF5F325FF#{{0x25CF}}#PREVIOUS#,Manto de las profundidades #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Derinlik Pelerini
347,0xB6CF6500,Voodoo,vaudou,Voodooistische,vudù,vudú,Vudu
348,0xB7EF4751,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Void Crushers,Briseuses du Néant #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Nichtsmalmer,Distruttori del Vuoto #0xAA35B5FF#{{0x2605}}#PREVIOUS#,Aplastadores de Vacío #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Boşluk Ezicileri
349,0xB9235617,Travelworn,bosselés,Abgenutztes,del consumo,gastados,Yıpranmış
350,0xB95C7A50,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Lux and Ombre,Lux et Umbra #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Lux und Ombre,Luce e ombra #0xAA35B5FF#{{0x2605}}#PREVIOUS#,Lux et Umbra #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Lux ve Ombre
351,0xB9625AF9,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# GobliTek Mk III Blasters,Tromblons GobliTeck MK III #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# GobliTek Mk III Blaster,Distruttori GobliTek Mk III #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,Blásters GobliTek Mk III #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# GobliTek Mk III Patlatıcıları
352,0xB96718D4,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Brinemage Vestments,Habit de mage des mers #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Zährenmagier-Ornat,Vesti salmastre del mago #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,Vestimenta de mago marino #0x0EDDF5FF#{{0x25CF}}#PREVIOUS#,#0x0EDDF5FF#{{0x25CF}}#PREVIOUS# Tuzsu Büyücü Giysileri
353,0xB985ECF5,Lancer's,de lancier,Lanzenträger-,del lanciere,del lancero,Mızrakçı
354,0xB9E8AF40,Renegade's Dusters,Gantelets du renégat,Klappen des Renegaten,Abiti del rinnegato,Guantes de renegado,Dönek Eldivenleri
355,0xBA801A3B,Duelist's,de duelliste,Duellierende,del duellante,del duelista,Düellocu
356,0xBAD87A8B,Travelworn,bosselée,Abgenutzte,del consumo,gastada,Yıpranmış
357,0xBC7C0996,Shadowlord's Signet,Chevalière du seigneur des ombres,Siegel des Schattenlords,Sigillo del signore delle ombre,Sello de señor de las sombras,Gölge Lordu Mührü
358,0xBDB2F8E3,Wilder's,de vandale,Ungebärdige,del selvaggio,de Wilder,Yabanıl
359,0xBF1A90ED,Renegade's Spaulders,Pèlerine du renégat,Schiftungen des Renegaten,Spallacci del rinnegato,Hombreras de renegado,Dönek Omuzlukları
360,0xBF644DB3,Scout's Pauldrons,Espauliers de l'éclaireur,Schulterplatten des Spähers,Paraspalle dell'esploratore,Cubrehombros de explorador,Gözcü Omuz Plakası
361,0xBF87B186,Wanderer's,de vagabond,Wanderer-,del viandante,del vagabundo,Gezgin
