"Index","Label","StyleIndex","RegionWidth","StyleLineLimit","FontIndex","English","Dutch","French","German","Italian","Portuguese","Russian","Spanish","Turkish","SoftMaxChars","SoftMaxLineChars","MaxExistingLines","TurkishChars","TurkishMaxLineChars","LengthStatus","TranslatorNote"
"187","main_zukan_new_6","63","276","3","0","Caught [[C:0001:0000:]] different
species! Now a golden fish
will appear in Free Fishing!","[[C:0001:0000:]] vissoorten gevangen!
In Vrij vissen kun je nu ook
de gouden vis vangen!","[[C:0001:0000:]] espèces différentes
pêchées ! Poisson doré
débloqué en pêche libre !","[[C:0001:0000:]] verschiedene Arten gefan-
gen! Hol dir den goldenen
Fisch in „Freies Angeln“!","Hai preso [[C:0001:0000:]] specie di pesci
diverse! Ora in Pesca libera
apparirà il pesce d'oro!","Pescou [[C:0001:0000:]] espécies
diferentes! Apanhe o peixe
dourado no Pesca Livre!","Поймано видов рыб: [[C:0001:0000:]]!
Теперь в игре Рыбалка 2
появится золотая рыба!","¡Has capturado [[C:0001:0000:]] especies
distintas! ¡Ya puedes atrapar
al pez dorado en Pesca libre!","[[C:0001:0000:]] farklı tür yakaladın!
Artık Serbest Av'da
altın balık görünecek!","82","29","3","63","22","OK","“Free Fishing” adıyla tutarlı olması için burada “Serbest Av” kullanıldı."
"188","main_zukan_new_7","63","276","3","0","Caught all king-sized fish!
You've caught everything!","Je hebt alle reuzenvissen
gevangen! Je hebt nu alle
vissen gevangen!","Vous avez pêché tous les
poissons gigantesques !
Vous avez tout pêché !","Das letzte Prachtexemplar!
☆Glückwunsch! Mehr
kannst du nicht angeln!☆","Hai preso tutti i giganti
del mare! Il tuo Album
marino è completo!","Pescou todos os peixes
graúdos! Pescou tudo!","Пойманы все морские
гиганты! Теперь пойманы
все!","¡Has conseguido atrapar a
todos los peces gigantes!
☆¡Enhorabuena!☆","Tüm dev balıklar sende!
Koleksiyon tamam!","69","27","3","40","23","OK",""
"189","main_zukan_expl_2","12","243","5","0","This is a collection of
the species of fish that
you've caught so far.","Dit is een
verzameling van
alle vissoorten die
je hebt gevangen.","Toutes vos prises
sont répertoriées
dans ce livre.","Dies ist die Galerie
der geangelten
Fischarten.","Questa è la collezione
delle specie che hai
pescato fino ad ora.","Este é o conjunto
de tudo o que 
pescou até agora.","Это коллекция видов
рыб, которые тебе
удалось поймать.","Aquí tienes un libro
con las especies de
peces que has visto.","Şimdiye dek yakaladığın
balık türlerinin
koleksiyonu.","68","24","4","51","23","OK",""
"190","main_zukan_expl_3","12","243","5","0","Try to catch them
all and complete
your collection!","Vang ze allemaal
om je verzameling
compleet te maken!","Essayez de pêcher
un spécimen de
chaque espèce
pour le remplir !","Versuche, sie alle
zu fangen und die
Sammlung zu ver-
vollständigen!","Prova a completare la
tua collezione pescando
tutte le specie.","Tente pescá-los 
todos e completar o
Aquário!","Попробуй поймать их
все и собрать всю
коллекцию!","¡Atrapa un pez de
cada especie y
completa el libro!","Hepsini yakala,
koleksiyonunu
tamamla!","65","23","4","36","15","OK",""
"191","main_zukan_expl_4","247","181","2","0","Caught all
species!","Elke vissoort
gevangen!","Livre de pêche
complet !","Alle Fischarten
geangelt!","Hai preso tutte
le specie!","Apanhou todas
as espécies!","Пойманы все
виды!","¡Tienes todas
las especies!","Tüm türler
yakalandı!","26","15","2","20","10","OK",""
"192","main_zukan_expl_5","246","181","2","0","Complete!","Voltooid!","Terminé !","Komplett!","Finito!","Concluído!","Готово!","¡Superado!","Tamam!","10","10","1","6","6","OK",""
"193","main_zukan_hint_1","112","259","1","0","Glistening fish","Glimmende vis","Espèce scintillante","Ein glitzernder Fisch!","Pesce luccicante","Peixe brilhante","Блестящая рыба","Pez resplandeciente","Parıldayan balık","22","22","1","16","16","OK",""
"194","main_zukan_hint_2","112","259","1","0","When a real pro appears...","Alleen de beste vissers...","Pour les experts...","Nur für Profiangler...","Se appare un pescatore...","Um grande pescador...","При появлении рыбака...","Un gran pescador...","Usta balıkçı gelince...","26","26","1","23","23","OK",""
"195","main_zukan_hint_3","112","259","1","0","Sensitive to red","Reageert op rood...","Réagit au rouge","Reagiert auf Rot...","Sensibile al rosso","Reage ao vermelho","Реагирует на красное","A lo mejor el rojo...","Kırmızıya duyarlı","21","21","1","17","17","OK",""
"196","main_zukan_hint_4","112","259","1","0","Sensitive to green","Reageert op groen...","Réagit au vert","Reagiert auf Grün...","Sensibile al verde","Reage ao verde","Реагирует на зеленое","A lo mejor el verde...","Yeşile duyarlı","22","22","1","14","14","OK",""
"197","main_zukan_hint_5","112","259","1","0","Sensitive to blue","Reageert op blauw...","Réagit au bleu","Reagiert auf Blau...","Sensibile al blu","Reage ao azul","Реагирует на синее","A lo mejor el azul...","Maviye duyarlı","21","21","1","14","14","OK",""
"198","main_zukan_hint_6","112","259","1","0","Sensitive to yellow","Reageert op geel...","Réagit au jaune","Reagiert auf Gelb...","Sensibile al giallo","Reage ao amarelo","Реагирует на желтое","A lo mejor el amarillo...","Sarıya duyarlı","25","25","1","14","14","OK",""
"199","main_zukan_hint_7","112","259","1","0","Careful - electric!","Pas op! Schokgevaar!","Danger ! Électricité !","Vorsicht! Geladen!","Occhio alla scossa!","Risco de choque!","Под напряжением!","¡Ojo! ¡Da calambre!","Dikkat: elektrikli!","22","22","1","19","19","OK",""
"200","main_zukan_hint_8","112","259","1","0","Small daytime fish","Kleine dagvis","Petit poisson diurne","Kleiner tagaktiver Fisch...","Pesce piccolo diurno","Peixes pequenos diurnos","Маленькая дневная рыба","Pez pequeño diurno","Küçük gündüz balığı","27","27","1","19","19","OK",""
"201","main_zukan_hint_9","112","259","1","0","Large daytime fish","Grote dagvis","Gros poisson diurne","Großer tagaktiver Fisch...","Pesce grande diurno","Peixes grandes diurnos","Большая дневная рыба","Pez enorme diurno","Büyük gündüz balığı","26","26","1","19","19","OK",""
"202","main_zukan_hint_10","112","259","1","0","Medium-sized daytime fish","Normale dagvis","Poisson diurne moyen","Mittlerer tagaktiver Fisch...","Pesce medio diurno","Peixes médios diurnos","Средняя дневная рыба","Pez mediano diurno","Orta boy gündüz balığı","29","29","1","22","22","OK",""
"203","main_zukan_hint_11","112","259","1","0","Small night fish","Normale nachtvis","Petit poisson nocturne","Kleiner nachtaktiver Fisch...","Pesce piccolo notturno","Peixes pequenos nocturnos","Маленькая ночная рыба","Pez pequeño nocturno","Küçük gece balığı","29","29","1","17","17","OK",""
"204","main_zukan_hint_12","112","259","1","0","Large night fish","Grote nachtvis","Gros poisson nocturne","Großer nachtaktiver Fisch...","Pesce grande notturno","Peixes grandes nocturnos","Большая ночная рыба","Pez grande nocturno","Büyük gece balığı","28","28","1","17","17","OK",""
"205","main_zukan_hint_13","112","259","1","0","Unusual night fish","Zeldzame nachtvis","Poisson nocturne rare","Seltener nachtaktiver Fisch...","Pesce strano notturno","Peixes raros nocturnos","Необычная ночная рыба","Pez nocturno cambiante","Sıra dışı gece balığı","30","30","1","21","21","OK",""
"206","main_zukan_hint_14","112","259","1","0","The rainbow's your cue!","Onder de regenboog!","Guettez l'arc-en-ciel !","Unter dem Regenbogen!","Aspetta l'arcobaleno!","O arco-íris é o sinal para começar!","Поймай радугу!","¡Aprovecha el arcoíris!","İşaretin gökkuşağı!","35","35","1","19","19","OK","İpucu cümlesi kelimesi kelimesine değil, oyun içi işaret anlamını koruyacak biçimde çevrildi."
"207","main_zukan_hint_15","112","259","1","0","Get it at the last minute in Fishing...","Aan het einde van Vissen...","À la fin du mode pêche...","Taucht nur zum Schluss auf...","Entro il tempo di Pesca...","Consiga-o no último minuto...","В последнюю минуту...","El instante final es crucial","Balıkçılıkta son anda...","39","39","1","24","24","OK",""
"208","main_zukan_hint_16","112","259","1","0","When you hear an odd sound...","Als je iets vreemds hoort...","Il fait un bruit étrange...","Wenn es komisch klingt...","Se senti un rumore...","Quando ouvir um barulho estranho...","Этот странный звук...","Si oyes un ruido extraño...","Tuhaf bir ses duyunca...","35","35","1","24","24","OK",""
"209","main_zukan_hint_17","112","259","1","0","Crops up occasionally","Laat zich nu en dan zien...","Il surgit de temps à autre.","Zeigt sich immer mal wieder...","A volte capita di pescarne","Às vezes surge de repente","Попадается неожиданно","Aparece sin avisar","Ara sıra ortaya çıkar","30","30","1","21","21","OK",""
"210","main_zukan_new","8","82","1","0","NEW","Nieuw","Nouv.","NEU","Nuovo","NOVO","Новая","Nuevo","YENİ","5","5","1","4","4","OK",""
"211","main_draw_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"212","main_draw_start","223","295","3","0","Take out the stylus and
draw a picture here.","Pak de stylus en maak
hier een tekening.","Faites un dessin ici
avec le stylet.","Zeichne ein Bild mit
dem Touchpen.","Prendi lo stilo e fai
un disegno qui.","Retire o stylus e faça
um desenho.","Достань стилус
и нарисуй здесь
что-нибудь.","Saca el lápiz y
haz un dibujo.","Kalemi çıkar ve
buraya bir resim çiz.","43","23","3","36","21","OK",""
"213","main_draw_start_ar","15","252","3","0","See Touch
Screen!","Kijk naar het
touchscreen!","Regardez
l'écran tactile.","Sieh auf den
Touchscreen!","Guarda il
touch screen!","Veja o Ecrã
Tátil!","Посмотри на
нижний экран","¡Mira la pantalla
táctil!","Dokunmatik
Ekrana bak!","25","17","2","21","11","OK",""
"214","main_draw_touch","130","174","1","0","Touch the icon:","Raak aan!","Touchez l'icône","Berühre doch mal","Tocca l'icona","Toque o ícone","Коснись значка","Toca el icono","Simgeye dokun:","16","16","1","14","14","OK",""
"215","main_draw_trans","130","174","1","0","Move","Bewegen","Déplacer","Bewegen","Muovi","Mover","Двигать","Mover","Taşı","8","8","1","4","4","OK",""
"216","main_draw_jump","130","174","1","0","Jump","Springen","Sauter","Springen","Salta","Saltar","Прыгать","Salto","Zıpla","8","8","1","5","5","OK",""
"217","main_draw_del_all","44","109","1","0","Clear","Alles wissen","[[C:0000:0002:6400]]Tout[[C:0000:0002:6400]]","Alles löschen","Daccapo","Apagar","Стереть","Borra todo","Temizle","13","13","1","7","7","OK",""
"218","main_draw_del","222","297","1","0","Choose an eraser style.","Kies een wismethode.","Sélectionnez un moyen d'effacer
complètement votre dessin.","Wie soll gelöscht werden?","Scegli come cancellare tutto.","Selecione o modo de apagar.","Выбери способ стирания.","Elige un método de borrado.","Silme biçimini seç.","57","31","2","19","19","OK",""
"219","main_draw_type","226","297","1","0","Select a shape.","Kies een vorm.","Formes","Wähle eine 3D-Form aus.","Seleziona una forma.","Selecione uma forma.","Выбери форму.","Elige una forma.","Bir şekil seç.","23","23","1","14","14","OK",""
"220","main_draw_model","225","302","1","0","Select an image.","Kies een afbeelding.","Calques","Wähle eine Vorlage aus.","Seleziona un modello.","Selecione um exemplo.","Выбери шаблон.","Elige una plantilla.","Bir görsel seç.","23","23","1","15","15","OK",""
"221","main_draw_model_off","220","131","1","0","Off","Uit","Sans","AUS","Nessuno","Desligado","Выкл.","No","Kapalı","9","9","1","6","6","OK",""
"222","main_draw_end","227","302","1","0","Quit Graffiti?","Wil je stoppen met Graffiti?","Quitter Graffiti ?","Graffiti beenden?","Vuoi uscire da Graffiti?","Deseja sair do Graffiti?","Выйти из Граффити?","¿Quieres salir de Grafiti?","Grafiti'den çıkılsın mı?","28","28","1","24","24","OK",""
"223","main_draw_save","227","302","1","0","Save your drawing?","Wil je je tekening opslaan?","Sauvegarder votre dessin ?","Zeichnung speichern?","Vuoi salvare il tuo disegno?","Deseja guardar o seu desenho?","Сохранить рисунок?","¿Quieres guardar tu dibujo?","Çizimin kaydedilsin mi?","29","29","1","23","23","OK",""
"224","main_draw_yes_bt","234","94","1","0","Yes","Ja","Oui","Ja","Sì","Sim","Да","Sí","Evet","3","3","1","4","4","OK",""
"225","main_draw_no_bt","234","94","1","0","No","Nee","Non","Nein","No","Não","Нет","No","Hayır","4","4","1","5","5","OK",""
"226","main_draw_continue_bt","234","94","1","0","Continue","Verder","Non","Weiter","Continua","Continuar","Нет","Seguir","Devam","9","9","1","5","5","OK",""
"227","main_draw_end_bt","234","94","1","0","Quit","Stoppen","Oui","Ende","Esci","Sair","Да","Salir","Çık","7","7","1","3","3","OK",""
"228","main_draw_end_pen","228","277","3","0","Put the stylus back 
into the stylus holder.","Doe de stylus terug in
de stylushouder.","Rangez le stylet dans
le porte-stylet.","Verliere deinen
Touchpen nicht!","Inserisci lo stilo
nell'alloggiamento
stilo.","Volte a colocar o
stylus no orifício.","Вставь стилус
в держатель стилуса.","Introduce el lápiz en
el hueco para el lápiz.","Kalemi tekrar
kalem yuvasına tak.","44","23","3","32","19","OK",""
"229","main_golf_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"230","main_golf_start","32","232","1","0","Hit the ball!","Raak de bal!","Frappez la bille !","Triff den Ball!","Colpisci la palla!","Acerte na bola!","Ударь по шару!","¡Golpea la bola!","Topa vur!","18","18","1","9","9","OK",""
"231","main_golf_1shotclear","32","232","1","0","Hole in one!","In één keer!","Trou en un !","Volltreffer!","BUCA IN UNO!","Hole in one!","Одним ударом!","¡Hoyo en uno!","Tek vuruşta!","13","13","1","12","12","OK","“Hole in one!” golf/bilye bağlamında kısa ve doğal “Tek vuruşta!” olarak uyarlandı."
"232","main_golf_hint_1","130","174","1","0","Aim at the ball!","Richt op de bal!","Visez juste !","Anvisieren!","Allinea la stecca!","Acerte na bola!","Целься в шар!","Apunta a la bola","Topa nişan al!","18","18","1","14","14","OK",""
"233","main_photo_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"234","main_photo_start_ar","159","257","1","0","See Touch Screen!","Op het touchscreen!","Regardez l'écran tactile !","Auf dem Touchscreen!","Guarda il touch screen!","Veja o Ecrã Tátil!","См. нижний экран!","¡Mira la pantalla táctil!","Dokunmatik Ekrana bak!","26","26","1","22","22","OK",""
"235","main_photo_intro_ar","151","254","3","0","Strike a pose
and take some
flashy photos!","Neem een pose aan
en maak een paar
flitsende foto's!","Choisissez la pose
et prenez quelques
clichés originaux !","Arrangiere eine
Szene und mache
Schnappschüsse!","Scegli una posa
e fai una foto!","Faça uma pose e tire
fotos fantásticas!","Выбери позу
и сделай классные 
фотографии!","¡Elige una pose y
saca fotos increíbles
en cualquier lugar!","Pozunu ver,
havalı fotoğraflar
çek!","57","21","3","33","18","OK",""
"236","main_photo_l","195","57","1","0"," "," "," "," "," "," "," "," "," ","3","3","1","3","3","OK",""
"237","main_photo_r","196","57","1","0"," "," "," "," "," "," "," "," "," ","3","3","1","3","3","OK",""
"238","main_photo_full_1","29","395","1","0","Couldn't save to SD Card.","Opslaan op SD-kaart mislukt.","Impossible de sauvegarder sur la carte SD.","Konnte nicht auf SD Card speichern.","Non è stato possibile salvare la foto.","Não é possível guardar no Cartão SD.","Невозможно сохранить фото на карте SD.","No se puede guardar en la tarjeta SD.","SD Karta kaydedilemedi.","42","42","1","23","23","OK",""
"239","main_photo_full_2","29","395","1","0","then check the SD Card.","en controleer de SD-kaart.","puis vérifiez la carte SD.","dann überprüfe die SD Card.","e controlla la scheda SD.","e verifique, em seguida, o Cartão SD.","затем проверь карту SD.","y comprueba luego la tarjeta SD.","sonra SD Kartı kontrol et.","37","37","1","26","26","OK",""
"240","main_photo_save_0","100","356","1","0","Photo taken!","De foto is genomen!","C'est dans la boîte !","Foto aufgenommen!","Foto fatta!","Foto tirada!","Снято!","¡Has sacado una foto!","Fotoğraf çekildi!","21","21","1","17","17","OK",""
"241","main_photo_save_1","95","387","1","0"," Hide/show guide -  Retake -  Save"," Uitleg aan/uit -  Opnieuw -  Opslaan"," Masquer -  Autre photo -  Sauvegarde"," Vollbild -  Erneut -  Speichern"," Schermo intero -  Rifai -  Salva"," Ocultar -  Outra Foto -  Guardar"," Рамка -  Еще раз -  Сохранить"," Pantalla completa  Otra foto  Guardar"," Rehber aç/kapat -  Tekrar -  Kaydet","41","41","1","39","39","OK",""
"242","main_photo_saving","100","356","1","0","Saving","Bezig met opslaan","Sauvegarde","Speichervorgang","Salvataggio in corso","A guardar","Идет сохранение","Guardando","Kaydediliyor","20","20","1","12","12","OK",""
"243","main_photo_saved","100","356","1","0","Photo saved!","De foto is opgeslagen!","Photo sauvegardée !","Foto wurde gespeichert!","Foto salvata!","Foto guardada!","Фото сохранено!","¡Se ha guardado la foto!","Fotoğraf kaydedildi!","24","24","1","20","20","OK",""
"244","main_photo_saved_ok","100","356","1","0","You can view it in Nintendo 3DS Camera!","Bekijk 'm in Nintendo 3DS Camera!","Allez la voir dans l'application photo !","Sieh es dir in Nintendo 3DS-Kamera an!","Guarda con la Fotocamera Nintendo 3DS.","Pode vê-la na Câmara Nintendo 3DS!","Его можно увидеть в Камере Nintendo 3DS.","¡Mírala en Cámara de Nintendo 3DS!","Nintendo 3DS Kamerasında görebilirsin!","40","40","1","38","38","OK",""
"245","main_photo_sd_err_1","100","356","1","0","No SD Card is inserted.","Er is geen SD-kaart geplaatst.","Aucune carte SD n'est insérée.","Keine SD Card vorhanden.","Non è inserita nessuna scheda SD.","Cartão SD não inserido.","Не вставлена карта SD.","No hay ninguna tarjeta SD insertada.","SD Kart takılı değil.","36","36","1","21","21","OK",""
"246","main_photo_sd_err_2","100","356","1","0","then insert an SD Card into the system.","en plaats een SD-kaart in het systeem.","puis insérez une carte SD.","dann stecke eine SD Card ein.","e inserisci una scheda SD nella console.","e insira um Cartão SD.","затем вставь в нее карту SD.","e inserta luego una tarjeta SD.","sonra sisteme bir SD Kart tak.","40","40","1","30","30","OK",""
"247","main_photo_sd_err_3","100","356","1","0","The SD Card is write-protected.","De SD-kaart is beveiligd tegen schrijven.","La carte SD est protégée en écriture.","Die SD Card ist schreibgeschützt!","La scheda SD è protetta da scrittura.","O Cartão SD está protegido contra escrita.","Эта карта SD защищена от записи.","La tarjeta SD está protegida.","SD Kart yazmaya karşı korumalı.","42","42","1","31","31","OK",""
"248","main_photo_sd_err_3_1","100","356","1","0","Please turn off the power,","Schakel het systeem uit ...","Éteignez la console,","Bitte schalte das System aus,","Spegni la console,","Desligue a consola,","Пожалуйста, выключи систему,","Apaga la consola,","Lütfen sistemi kapat,","29","29","1","21","21","OK",""
"249","main_photo_sd_err_3_2","100","356","1","0","move the write-protection switch to ""off""","zet de schrijfbeveiliging uit ...","retirez la protection de la carte SD,","hebe den Schreibschutz der SD Card auf","disattiva la protezione","mova a patilha de proteção contra escrita","сними защиту от записи с карты SD,","retira la protección contra escritura","yazma koruma kilidini ""kapalı""ya getir","41","41","1","38","38","OK",""
"250","main_photo_sd_err_3_3","100","356","1","0","and then reinsert the SD Card.","en voer de SD-kaart opnieuw in.","puis réinsérez-la dans la console.","und stecke die SD Card erneut ein.","e quindi reinserisci la scheda SD.","e depois volte a inserir o Cartão SD.","затем вновь вставь карту SD.","y vuelve a insertar la tarjeta SD.","ve SD Kartı yeniden tak.","37","37","1","24","24","OK",""
"251","main_photo_sd_err_4","100","356","1","0","","","","","","","","","","0","0","1","0","0","BOŞ",""
"252","main_photo_sd_err_5","100","356","1","0","This SD Card's photo limit has been reached.","Er passen geen foto's meer op de SD-kaart.","Nombre maximal de photos atteint sur la carte SD.","Kein Platz mehr auf der SD Card!","Limite di foto della scheda SD raggiunto.","O limite de fotos do Cartão SD foi atingido.","На карте SD больше нет места для фото.","Límite para fotos de la tarjeta SD alcanzado.","SD Kart fotoğraf sınırına ulaştı.","49","49","1","33","33","OK",""
"253","main_mii_photo_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"254","main_mii_photo_expl_1_ar","155","137","1","0","Touch!","Raak aan!","Touchez","Berühre!","Tocca","Toque!","Коснись","Toca","Dokun!","9","9","1","6","6","OK",""
"255","main_mii_photo_looks_ar","106","144","1","0","Expression","Andere uitdrukking","Visage","Ausdruck ändern","Espressione","Mudar Expressão","Мимика","Expresión","İfade","18","18","1","5","5","OK",""
"256","main_mii_photo_pause_ar","124","126","1","0","Change pose","Andere pose","Pose","Pose ändern","Posa","Mudar Pose","Поза","Pose","Poz değiştir","11","11","1","12","12","OK",""
"257","main_mii_photo_shot_ar","131","174","1","0"," /  Photo!"," /  Foto!"," /  Photo"," /  Klick!"," /  Foto"," /  Tirar Foto!"," /  — фото!"," /  ¡Foto!"," /  Fotoğraf!","17","17","1","15","15","OK",""
"258","main_mii_photo_select_ar","130","174","1","0"," Select Mii"," Mii kiezen"," Choisir un Mii"," Mii wählen"," Scegli Mii"," Escolher Mii"," Выбрать Mii"," Elegir Mii"," Mii seç","16","16","1","9","9","OK",""
"259","main_mii_photo_move_ar","124","126","1","0","Move Mii","Mii bewegen","Déplacer","Mii bewegen","Muovi Mii","Mover Mii","Двигать Mii","Mover Mii","Mii'yi taşı","11","11","1","11","11","OK",""
"260","main_mii_photo_add_ar","153","165","2","0","Add/remove
Mii characters","Mii toevoegen
of verwijderen.","Ajouter ou
retirer un Mii","Mii hinzufügen
oder entfernen","Aggiungi o
rimuovi un Mii.","Adicione ou 
remova um Mii","Добавить или
удалить Mii","Añade o retira
un Mii","Mii karakteri
ekle/çıkar","28","15","2","23","13","OK",""
"261","main_mii_photo_random_ar","153","165","2","0","Use set
poses","Andere pose","Choisir
une pose","Pose wechseln","Scegli posa","Definir Poses","Заданные
позы","Determinar
poses","Hazır
pozları seç","15","13","2","16","11","OK",""
"262","main_mii_photo_eye_ar","153","165","2","0","Make eye
contact","Maak
oogcontact","Orientation
du regard","Suche
Augenkontakt","Guardami","Faça contacto
visual","Смотреть
в камеру","Mirar hacia
la cámara","Göz teması
kur","20","13","2","13","10","OK",""
"263","main_mii_photo_eye_on","130","174","1","0","Eye contact: On","Oogcontact: aan","Fixe l'objectif","Augenkontakt: Ein","Ti guardo","Contacto Visual: Ligado","В камеру: вкл.","Mirar a cámara: Sí","Göz teması: Açık","23","23","1","16","16","OK",""
"264","main_mii_photo_eye_off","130","174","1","0","Eye contact: Off","Oogcontact: uit","Regarde devant lui","Augenkontakt: Aus","Non ti guardo","Contacto Visual: Desligado","В камеру: выкл.","Mirar a cámara: No","Göz teması: Kapalı","26","26","1","18","18","OK",""
"265","main_mii_photo_move","192","64","1","0","Move","Bewegen","Déplacer","Bewegen","Muovi","Mover","Двигать","Mover","Taşı","8","8","1","4","4","OK",""
"266","main_mii_photo_pause","194","60","1","0","Pose","Pose","Pose","Pose","Posa","Posar","Поза","Posar","Poz","5","5","1","3","3","OK",""
"267","main_mii_photo_shot","191","101","1","0"," /  Photo"," /  Foto!"," /  Photo"," /  Klick!"," /  Foto"," /  Foto","/ Фото"," /  Foto"," /  Fotoğraf","12","12","1","14","14","OK",""
"268","main_mii_photo_select","188","141","1","0"," Switch Mii"," Mii wijzigen"," Changer de Mii"," Mii wechseln"," Cambia Mii"," Trocar Mii"," Другой Mii"," Cambiar Mii"," Mii değiştir","16","16","1","14","14","OK",""
"269","main_mii_photo_looks","190","65","1","0","Expression","Uitdrukking","Visage","Ausdruck","Espressione","Olhar","Мимика","Gesto","İfade","11","11","1","5","5","OK",""
"270","main_mii_photo_add","147","130","1","0","Add","Toevoegen","Ajouter","Hinzufügen","Aggiungi","Adicionar","Добавить","Añadir","Ekle","10","10","1","4","4","OK",""
"271","main_mii_photo_del","147","130","1","0","Remove","Verwijderen","Retirer","Entfernen","Cancella","Remover","Удалить","Retirar","Çıkar","11","11","1","5","5","OK",""
"272","main_mii_photo_auto","148","123","1","0","Many","Veel","Beaucoup","Viele","Molti","Várias","Много","Muchos","Çoklu","8","8","1","5","5","OK",""
"273","main_mii_photo_for_1","11","260","5","0","Use recommended poses
and positions. (Current
positions will be reset.)","Gebruik aanbevolen poses
en posities. (De huidige
posities worden hersteld.)","Remplacer les poses et
positions actuelles par
les poses prédéfinies ?","Pose und Ausrichtung
zufällig bestimmen.
(Verwirft jetzige Szene!)","Usa le pose e le posizioni
suggerite (le posizioni scelte
verranno cambiate).","Utilizar as poses e posições 
recomendadas. (As atuais
serão reiniciadas.)","Использовать
рекомендованные позы.
(Текущие позы будут
сброшены.)","¿Reemplazar las poses y
posiciones actuales por las
predeterminadas?","Önerilen poz ve konumları
kullan. (Mevcut konumlar
sıfırlanır.)","75","30","4","61","25","OK",""
"274","main_mii_photo_for_yes","182","135","1","0","Change to recommended","Aanbevolen pose","Oui","Szene ändern","Segui suggerimento","Mudar para as recomendadas","Использовать","Predeterminadas","Önerilene geç","26","26","1","13","13","OK",""
"275","main_mii_photo_for_no","182","135","1","0","Don't change","Niet wijzigen","Non","So belassen","Non cambiare","Não mudar","Не использовать","No cambiar","Değiştirme","15","15","1","10","10","OK",""
"276","main_chara_photo_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"277","main_chara_photo_expl_1_ar","185","248","2","0","You can use character
cards here, too.","Ook personagekaarten
kun je hier gebruiken.","Vous pouvez utiliser les
cartes personnage ici !","Hier kannst du auch die
Charakterkarten verwenden.","Qui puoi usare anche le
carte RA personaggio.","Pode igualmente utilizar
Cartões de Personagem.","Здесь можно использовать
карты героев.","Aquí también puedes usar
las tarjetas de personaje.","Burada karakter kartı da
kullanabilirsin.","50","26","2","40","24","OK",""
"278","main_chara_photo_expl_2_ar","185","248","2","0","Try putting down
a character card!","Leg een personagekaart
voor de camera.","Prenez une photo avec
une carte personnage.","Lege jetzt eine Charakter-
karte vor die Kameras.","Prova ad usare una
carta RA personaggio.","Experimente criar um Cartão
de Personagem!","Положи рядом карту
героя!","Primero coloca tan solo
una tarjeta de personaje.","Bir karakter kartı
koymayı dene!","48","27","2","31","18","OK",""
"279","main_chara_photo_expl_3_ar","185","248","2","0","Be sure not to let AR Cards
overlap each other.","Zorg dat er geen andere
AR-kaarten op liggen.","Les cartes RA ne doivent
pas se chevaucher.","Pass auf, dass sie nicht unter
anderen AR-Karten liegt!","Assicurati che la carta RA
non sia coperta dalle altre.","Veja se não está tapado
por outros Cartões RA.","Убедись, что карты AR не
перекрывают друг друга.","Asegúrate de que no la
tapan otras tarjetas RA.","AR Kartlarının üst üste
gelmediğinden emin ol.","54","30","2","45","23","OK",""
"280","main_chara_photo_select_ar","130","174","1","0"," Select character"," Kiezen"," Choisir"," Wählen"," Scegli"," Escolher"," Выбрать"," Elige personaje"," Karakter seç","18","18","1","14","14","OK",""
"281","main_chara_photo_move_ar","124","126","1","0","Move","Bewegen","Déplacer","Bewegen","Muovi","Mover","Двигать","Mover","Taşı","8","8","1","4","4","OK",""
"282","main_chara_photo_size_ar","124","126","1","0","Change size","Groter/kleiner","Taille","Größe ändern","Dimensione","Mudar tamanho","Размер","Tamaño","Boyut değiştir","14","14","1","14","14","OK",""
"283","main_chara_photo_dir_ar","153","165","2","0","Face the
camera","Camera
aankijken","Orientation","Kamera anvisieren","Guarda verso
la fotocamera","Olhe para a
Câmara","Смотреть
в камеру","Mirar hacia
la cámara","Kameraya
bak","25","17","2","11","8","OK",""
"284","main_chara_photo_reset_ar","153","165","2","0","Reset
position","Oorspronkelijke
positie","Positions
initiales","Ausgangsposition","Posizione
originale","Posição inicial","Сбросить
позы","Restaurar
posición","Konumu
sıfırla","22","16","2","13","7","OK",""
"285","main_chara_photo_dir_on","130","174","1","0","Face camera: On","Focus op gezicht","Toujours de face","Fokus aufs Gesicht","Guarda camera: sì","Câmara Facial:
Ligada","В камеру: вкл.","Mirar a cámara: Sí","Kameraya bak: Açık","20","18","2","18","18","OK",""
"286","main_chara_photo_dir_off","130","174","1","0","Face camera: Off","Vrije focus","Orientation libre","Freier Fokus","Guarda camera: no","Câmara Facial:
Desligada","В камеру: выкл.","Mirar a cámara: No","Kameraya bak: Kapalı","23","18","2","20","20","OK",""
"287","main_chara_photo_select","188","141","1","0"," Change character"," Personage kiezen"," Changer"," Charakter ändern"," Cambia"," Mudar Personagem"," Поменять героя"," Personaje"," Karakter değiş","18","18","1","16","16","OK",""
