label,index,deu,eng,esp,fra,ita,nld,tur
homeKoziin_useful_12_02_M,158,Wähle dein Rädchen nach Vorliebe aus -\noder auf Basis der gegnerischen Zauber...,You might also want to change gears based\non your preference or your opponent's skills.,"Al elegir un piñón, ten en cuenta tus\npreferencias o las técnicas del rival.",Un conseil : change tes régulateurs selon les\ntalents de ton adversaire ou tes préférences.,È consigliabile cambiare le rotelle in base\nal tuo stile e alle abilità del tuo avversario.,Kies een bandwiel dat zo snel is dat je je\ntegenstander nog wel kunt verslaan.,Tercihine ya da rakibinin yeteneklerine göre\ndişlilerini değiştirmek isteyebilirsin.
homeKoziin_useful_12_02_F,159,,,,,,,
homeKoziin_useful_13_00_M,160,Schon gewusst? Der \u000E\u0000\u0003\u0004ﾑ＞Maxigang\u000E\u0000\u0003\u0004\u0000＀ dient nicht\nnur zum Tempomachen beim Gegner...,\u000E\u0000\u0003\u0004ﾑ＞Runaway Lanes\u000E\u0000\u0003\u0004\u0000＀ does more than simply\nspeed up your opponent's sushi.,"Si pensabas que la \u000E\u0000\u0003\u0004ﾑ＞cinta desbocada\u000E\u0000\u0003\u0004\u0000＀\nsolo servía para incordiar, te equivocas.",Ne va pas croire que \u000E\u0000\u0003\u0004ﾑ＞Tapis fous\u000E\u0000\u0003\u0004\u0000＀ est un simple\ntalent d'entrave !,Credi che \u000E\u0000\u0003\u0004ﾑ＞Nastri fugaci\u000E\u0000\u0003\u0004\u0000＀ sia una semplice\nabilità di impedimento?,Denk je dat \u000E\u0000\u0003\u0004ﾑ＞Bandenboost\u000E\u0000\u0003\u0004\u0000＀ maar één effect\nheeft?,\u000E\u0000\u0003\u0004ﾑ＞Çılgın Şeritler\u000E\u0000\u0003\u0004\u0000＀ yalnızca\nrakibinin suşisini hızlandırmakla kalmaz.
homeKoziin_useful_13_00_F,161,,,,,,,
homeKoziin_useful_13_01_M,162,"Er entfernt auch alle Süßigkeiten von seinen\nBändern, mit denen er sich heilen könnte.",You can also use it to flush away\ntheir sweets.,También hace que los postres del rival se\nesfumen sin que le dé tiempo a comérselos.,"Non seulement il fait défiler les desserts de\nl'adversaire, mais en plus, il le fait hésiter.",\u000E\u0000\u0003\u0004ﾑ＞Nastri fugaci\u000E\u0000\u0003\u0004\u0000＀ ha anche l'effetto di far finire\nin fretta i dolci dell'avversario.,\u000E\u0000\u0003\u0004ﾑ＞Bandenboost\u000E\u0000\u0003\u0004\u0000＀ zorgt er ook voor dat ijscoupes\nvan de tegenstander sneller verdwijnen.,Ayrıca onların tatlılarını da\nortadan kaldırmak için kullanabilirsin.
homeKoziin_useful_13_01_F,163,,,,,,,
homeKoziin_useful_13_02_M,164,"Die Wirkung von \u000E\u0000\u0003\u0004ﾑ＞Tempo Total \u000E\u0000\u0003\u0004\u0000＀ist ganz\nähnlich. Ganz schön gemein, was?","\u000E\u0000\u0003\u0004ﾑ＞Double-Edged Lanes \u000E\u0000\u0003\u0004\u0000＀has a similar effect.\nPretty treacherous, wouldn't you say?","Las \u000E\u0000\u0003\u0004ﾑ＞cintas turbo\u000E\u0000\u0003\u0004\u0000＀ tienen un efecto similar.\nVaya truco, ¿eh?","D'ailleurs, \u000E\u0000\u0003\u0004ﾑ＞Double tapis express\u000E\u0000\u0003\u0004\u0000＀\na un effet similaire.","Anche \u000E\u0000\u0003\u0004ﾑ＞Sushi express\u000E\u0000\u0003\u0004\u0000＀ ha un effetto simile.\nPuò essere un bel danno, eh?",\u000E\u0000\u0003\u0004ﾑ＞Bandenrace\u000E\u0000\u0003\u0004\u0000＀ heeft een vergelijkbaar effect.,"\u000E\u0000\u0003\u0004ﾑ＞İki Ucu Hızlı\u000E\u0000\u0003\u0004\u0000＀ da benzer etki yapar.\nEpey sinsi, değil mi?"
homeKoziin_useful_13_02_F,165,,,,,,,
homeKoziin_useful_14_00_M,166,"Wenn ein \u000E\u0000\u0003\u0004ﾑ＞Elektroblitz \u000E\u0000\u0003\u0004\u0000＀gegen dich eingesetzt\nwird, solltest du was dagegen unternehmen.",If an enemy uses a powerful single attack\nskill like \u000E\u0000\u0003\u0004ﾑ＞Electrozap\u000E\u0000\u0003\u0004\u0000＀ on you...,Si tu rival utiliza el \u000E\u0000\u0003\u0004ﾑ＞electroataque\u000E\u0000\u0003\u0004\u0000＀ o cualquier\notro ataque único potente...,"Quand le talent de l'adversaire consiste en\nune attaque unique, comme \u000E\u0000\u0003\u0004ﾑ＞Tir électrique\u000E\u0000\u0003\u0004\u0000＀...","Se un avversario usa un'abilità basata su un\nsingolo attacco potente, come \u000E\u0000\u0003\u0004ﾑ＞Elettroscossa\u000E\u0000\u0003\u0004\u0000＀...",Let op als je tegenstander een aanvallende\ngave zoals \u000E\u0000\u0003\u0004ﾑ＞Elektroboost\u000E\u0000\u0003\u0004\u0000＀ tegen je gebruikt!,Bir düşman sana \u000E\u0000\u0003\u0004ﾑ＞Elektroşok\u000E\u0000\u0003\u0004\u0000＀ gibi\ngüçlü bir tek vuruş yeteneği kullanırsa...
homeKoziin_useful_14_00_F,167,,,,,,,
homeKoziin_useful_14_01_M,168,Ein defensiver Zauber wie der \u000E\u0000\u0003\u0004ﾑ＞Sushi-Schild\n\u000E\u0000\u0003\u0004\u0000＀kann die verheerende Wirkung abschwächen.,You should use a defensive skill like\n\u000E\u0000\u0003\u0004ﾑ＞Sushi Shield\u000E\u0000\u0003\u0004\u0000＀ to dull its effects.,"te aconsejo que uses, por ejemplo,\nel \u000E\u0000\u0003\u0004ﾑ＞sushiescudo \u000E\u0000\u0003\u0004\u0000＀para paliar sus efectos.","... n'hésite pas et utilise un talent défensif,\ntel que \u000E\u0000\u0003\u0004ﾑ＞Bouclier\u000E\u0000\u0003\u0004\u0000＀, pour en atténuer les effets.",Affrettati a usare un'abilità difensiva come\n\u000E\u0000\u0003\u0004ﾑ＞Scudo sushi\u000E\u0000\u0003\u0004\u0000＀ per contrastarne gli effetti.,Met een verdedigende gave als \u000E\u0000\u0003\u0004ﾑ＞Sushischild\u000E\u0000\u0003\u0004\u0000＀\nkun je het effect van een aanval afzwakken.,Etkisini azaltmak için \u000E\u0000\u0003\u0004ﾑ＞Suşi Kalkanı\u000E\u0000\u0003\u0004\u0000＀ gibi\nbir savunma yeteneği kullanmalısın.
homeKoziin_useful_14_01_F,169,,,,,,,
homeKoziin_useful_14_02_M,170,Denke bei starken Zaubern – offensiven wie\ndefensiven – stets über Gegenmittel nach!,Use this approach with even more\npowerful offensive or defensive skills.,"Eso vale para todas las técnicas ofensivas\ny defensivas, tengan la potencia que tengan.","Cela vaut pour tous les talents d'attaque\net de défense, aussi puissants soient-ils.","Il concetto è sempre lo stesso, sia con le\nabilità offensive che con quelle difensive.",Bedenk altijd met welke gave je een andere\ngave kunt dwarsbomen.,Bu yöntemi daha da güçlü saldırı ya da\nsavunma yetenekleriyle kullan.
homeKoziin_useful_14_02_F,171,,,,,,,
homeKoziin_useful_15_00_M,172,"Sushi-Partys machen alle glücklich -\nvor allem aber den Geist, der Sushi ausgibt!","Sushi parties seem to make everyone happy,\nincluding the sushi sprite who is hosting.",A los genios les encanta que los inviten\na las fiestas de sushi.,Les sushinités adorent organiser des fêtes\nde sushis et aiment qu'on s'y amuse.,"Dopo una festa a base di sushi, siamo grati\nallo spirito che ce lo fornisce e lui è felice.","Als we sushifeestjes houden, krijgen de\nsushigami altijd veel lof. Dat vinden ze leuk.","Suşi partileri, ev sahibi suşi ruhu dahil,\nherkesi mutlu ediyor gibi."
homeKoziin_useful_15_00_F,173,,,,,,,
homeKoziin_useful_15_01_M,174,Genauer gesagt stärken Sushi-Partys den\nBund zwischen einem Sushi-Geist und dir.,"In fact, sushi parties strengthen your\nfriendships with sushi sprites.","Además, son una buena ocasión para\nreforzar los vínculos con ellos.",Je suis sûre que cela renforce les amitiés\nque nous lions avec elles. D'ailleurs...,"E probabilmente anche lo spirito sarà grato\na te, il che rafforzerà la vostra amicizia.",Door een sushifeestje verbeter je de band\nmet je sushigami.,"Hatta suşi partileri, suşi ruhlarıyla olan\ndostluğunu güçlendirir."
homeKoziin_useful_15_01_F,175,,,,,,,
homeKoziin_useful_15_02_M,176,"Wenn du deinen Geist glücklich machst,\nwird sich das für dich im Kampf auszahlen...",Better friendships means better benefits\nin battle. It's win-win!,"Cuanto más estrechos sean esos vínculos,\nmejor te irá en los combates.","... plus elles t'apprécient, plus il y a de\nchances que ça se ressente en combat.","Quando la felicità di uno spirito aumenta,\npossono succederti cose belle in battaglia.",En een betere band levert voordelen op\ntijdens gevechten. Een win-winsituatie!,Dostluğun güçlendikçe savaşta da\nkarşılığını görürsün. İki taraf da kazanır!
homeKoziin_useful_15_02_F,177,,,,,,,
homeKoziin_useful_16_00_M,178,"Wusstest du, dass die Laufbänder beim\nSushi-Festival etwas beschleunigt werden?",Did you know that lanes speed up a bit\nduring sushi jubilee?,¿Te has fijado en que las cintas se aceleran\ndurante los festivales de sushi?,Tu avais remarqué que les tapis étaient un peu\nplus rapides pendant les festivals de sushis ?,Lo sapevi che la velocità dei nastri aumenta\nun po' durante un festival del sushi?,De lopende banden gaan iets sneller tijdens\neen sushispektakel.,Suşi Şenliği sırasında şeritlerin\nbiraz hızlandığını biliyor muydun?
homeKoziin_useful_16_00_F,179,,,,,,,
homeKoziin_useful_16_01_M,180,"Besonders, wenn noch ein \u000E\u0000\u0003\u0004ﾑ＞Maxigang\n\u000E\u0000\u0003\u0004\u0000＀hinzukommt! Dann wird es richtig wild!",So if someone uses \u000E\u0000\u0003\u0004ﾑ＞Runaway Lanes \u000E\u0000\u0003\u0004\u0000＀during\nsushi jubilee while you use a gear...,Si además se activa la \u000E\u0000\u0003\u0004ﾑ＞cinta desbocada\u000E\u0000\u0003\u0004\u0000＀\ny usas un piñón potente...,"Si en plus, tu utilises un régulateur de tapis\net \u000E\u0000\u0003\u0004ﾑ＞Tapis fous\u000E\u0000\u0003\u0004\u0000＀, ça peut vite devenir pénible !",Per questo è problematico usare \u000E\u0000\u0003\u0004ﾑ＞Nastri fugaci\u000E\u0000\u0003\u0004\u0000＀\ncon una rotella durante un festival!,Stel dat iemand \u000E\u0000\u0003\u0004ﾑ＞Bandenboost \u000E\u0000\u0003\u0004\u0000＀gebruikt tijdens\neen sushispektakel en jij gebruikt een wiel.,Yani Suşi Şenliği sırasında biri \u000E\u0000\u0003\u0004ﾑ＞Çılgın Şeritler\n\u000E\u0000\u0003\u0004\u0000＀kullanırken sen de bir dişli kullanırsan...
homeKoziin_useful_16_01_F,181,,,,,,,
homeKoziin_useful_16_02_M,182,"Beschleunige Bänder lieber nicht allzu sehr,\nehe es noch zum Nachteil für dich wird!","Things can get crazy! When that happens,\nit's best to wait for the gear's effect to stop.","la cosa se te puede ir de las manos, así que\nmejor espera a que pase el efecto del piñón.","Si ça t'arrive, le mieux est encore d'attendre\nque l'effet du régulateur s'estompe.","Quando succede, la cosa migliore è fermarsi\ne aspettare che l'effetto finisca.",Dan kan je band zo snel gaan dat het beter\nis om te wachten tot je wiel is uitgewerkt!,"Ortalık karışabilir! Böyle olunca,\ndişlinin etkisi bitene kadar beklemek en iyisi."
homeKoziin_useful_16_02_F,183,,,,,,,
homeKoziin_return_lv00_M,184,"Danke! Und komm jederzeit wieder, ja?\nDu bist immer hier willkommen!",Thank you! Please feel free to come\nback anytime!,¡Gracias! Vuelve cuando quieras.,"Merci... Et surtout, reviens quand tu veux !",Grazie! Torna quando vuoi!,Dank je! Kom maar terug wanneer je wilt!,Teşekkürler! Ne zaman istersen\nyine gel!
homeKoziin_return_lv00_F,185,,,,,,,
homeKoziin_return_lv02_M,186,Mach's gut und vergiss uns hier nicht!\nKomm bald mal wieder!,"Take care, and don't be a stranger, OK?","¡Cuídate! Y haznos una visitilla de vez\nen cuando, ¿vale?","Fais bien attention à toi. Et même si ce n'est\npas souvent, reviens nous voir quand tu veux.","Abbi cura di te. Torna a trovarci qualche\nvolta, OK?",Pas goed op jezelf! Het zou leuk zijn als je\naf en toe even langskwam.,"Kendine iyi bak; arayı açma, tamam mı?"
homeKoziin_return_lv02_F,187,,,,,,,
homeKoziin_return_lv04_M,188,Komm bald wieder!,I'll see you again!,¡Vuelve pronto!,À la prochaine !,Arrivederci!,"Wees voorzichtig, en kom snel weer eens\nterug!",Yine görüşürüz!
homeKoziin_return_lv04_F,189,,,,,,,
Child_positive_M,190,Jawoll!,Yup!,¡Vale!,D'accord !,Va bene!,Oké!,Evet!
Child_positive_F,191,,,,,,,
Child_laugh_M,192,Hahaha!,Hahaha!,"¡Ji, ji, ji!",Héhéhé !,Eh eh eh!,Haha!,Hahaha!
Child_laugh_F,193,,,,,,,
AncMan_positive_M,194,Sehr gut!,Quite so!,¡A la orden!,Avec plaisir !,Molto bene!,Hartstikke goed!,Aynen öyle!
AncMan_positive_F,195,,,,,,,
AncMan_laugh_M,196,Ahahaha!,Ahahaha!,"¡Ja, ja, ja!",Hahaha !,Ah ah ah!,Hahahaha!,Ahahaha!
AncMan_laugh_F,197,,,,,,,
AncWoman_positive_M,198,Wie du willst.,As you wish.,Como desees.,Avec plaisir.,Come desideri.,Zoals je wilt.,Nasıl istersen.
AncWoman_positive_F,199,,,,,,,
AncWoman_laugh_M,200,Ohoho!,Ohoho!,"¡Ji, ji, ji!",Héhéhé !,Uh uh uh.,Poeh!,Ohoho!
AncWoman_laugh_F,201,,,,,,,
AncChild_positive_M,202,Aber hallo!,That's right!,¡Lo que tú digas!,Volontiers !,Con piacere!,Met plezier!,Doğru!
AncChild_positive_F,203,,,,,,,
AncChild_laugh_M,204,Hihihi!,Heeheehee!,"¡Je, je, je!",Hihihi !,Eeeh eh eh!,Hihi!,Hihihihi!
AncChild_laugh_F,205,,,,,,,
Hermit_positive_M,206,Alles klar!,I getcha!,De acuerdo.,Très bien.,D'accordo.,Begrepen!,Anladım!
Hermit_positive_F,207,,,,,,,
Hermit_laugh_M,208,Uhihihi!,Hoo hoo hoo!,"Jo, jo, jo...",Hohoho !,Oh oh oh.,Ohoho!,Hu hu hu!
Hermit_laugh_F,209,,,,,,,
Catten_positive_M,210,Das regele ich!,Considerrrr it done.,Cuenta con ello.,Tu peux compter sur moi !,Me ne occupo io.,Laat dat maar aan mij over.,Halleeedildi say.
Catten_positive_F,211,,,,,,,
Catten_laugh_M,212,Hoh hoh hoh!,Hoh hoh hoh!,"¡Jua, jua, jua!",Hohoho !,Oh oh oh!,Ohoho!,Ho ho ho!
Catten_laugh_F,213,,,,,,,
Noblewoman_positive_M,214,Großartig.,Wonderful.,Yo me encargo.,Je m'en charge.,Fantastico.,Schitterend.,Harika.
Noblewoman_positive_F,215,,,,,,,
Noblewoman_laugh_M,216,Mmhmhhmhm.,Mmhmhhmhm.,"Je, je, je...",Hohoho !,Oooh oh oh.,Hmmm...,Mmhmhhmhm.
Noblewoman_laugh_F,217,,,,,,,
Pomposity_positive_M,218,Einverstanden. So sei es!,Very well!,Nada que objetar.,Cela ne me dérange pas.,"Molto bene, non ho nulla in contrario.",Uitstekend!,Pekâlâ!
Pomposity_positive_F,219,,,,,,,
Pomposity_laugh_M,220,Gahaha!,Hahahah!,"¡Je, je, je!",Grahahaha !,Gah ah ah!,Hahaha!,Hahahah!
Pomposity_laugh_F,221,,,,,,,
Simplicity_positive_M,222,Verstanden.,Understood.,¡Entendido!,Bien compris.,INTESI.,Gesnopen.,Anlaşıldı.
Simplicity_positive_F,223,,,,,,,
Simplicity_laugh_M,224,Hahaha!,"Ha, ha, ha.","¡Ja, ja!","Ça me fait plaisir, à moi aussi.",È stato un piacere.,Hahaha!,"Ha, ha, ha."
Simplicity_laugh_F,225,,,,,,,
Jinrai_positive_M,226,Ausgesprochen gerne!,Indeed!,"¡Sí, allá voy!","Oui, avec plaisir !","Sì, non vedo l'ora!","Ja, graag!",Elbette!
Jinrai_positive_F,227,,,,,,,
Jinrai_laugh_M,228,Ho ho ho!,Hoh ho ho!,"¡Ja, ja, ja, ja!",Hohoho !,Oh oh oooh!,Hahahaha!,Ho ho ho!
Jinrai_laugh_F,229,,,,,,,
Araoh_positive_M,230,Okay!,OK!,¡De acuerdo!,Avec grand plaisir !,Capito!,Oké!,Tamam!
Araoh_positive_F,231,,,,,,,
Araoh_laugh_M,232,Hahahahahaaa!,Hahahahahah!,"¡Ja, ja, ja!",Hahaha !,Ah ah ah!,Hahaha!,Hahahahahah!
Araoh_laugh_F,233,,,,,,,
Clown_positive_M,234,Coooool!,Coooool!,¡Oído cocina!,OK !,OK!,Coooool!,Süüüper!
Clown_positive_F,235,,,,,,,
Clown_laugh_M,236,Hahahaha!,Uhuhuh!,"¡Jia, jia, jia!",Hyahyahyahya !,Uah uah uah!,Uhuhuh!,Uhuhuh!
Clown_laugh_F,237,,,,,,,
