file,index,label,English,German,Spanish,French,Italian,Turkish,official_max_lines,official_max_px,turkish_lines,turkish_max_px,fit_ratio,fit_status,control_status,translation_status,translator_note
event.msbt,335,ET_Wrp1_01_50,Use the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧inverted manhole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ to climb up!,"Nutze die ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧umgedrehten Einstiege⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧,
um nach oben zu gelangen!","¡Asciende con ayuda del
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox invertido⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Utilise la ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧trappe à échelle⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
pour atteindre le sommet !","Usa la ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botola capovolta⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
per arrivare in cima!",Yukarı çıkmak için ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧ters geçidi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ kullan!,2,512,1,504,0.984,OK,OK,EMPTY,
event.msbt,336,EventTalk_Warp1_02_,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
event.msbt,337,ET_Wrp1_02_00,"This Fallblox has ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manholes⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
in two different colours.","In diesem Fallblox siehst du ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstiege⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
in zwei verschiedenen Farben.","Este Fallblox tiene ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
de varios colores.","Dans ce Fallblox, les ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧échelles⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sont
de deux couleurs différentes.","In questo Fallblox ci sono ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
di due colori diversi.","Bu Fallblox’ta iki farklı renkte
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçitler⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ var.",2,504,2,418,0.829,OK,OK,EMPTY,
event.msbt,338,ET_Wrp1_02_01,"⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Manholes⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ of the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧same colour⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
are connected with each other.","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstiege⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ in ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧derselben Farbe⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sind
miteinander verbunden.","Los ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ de ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧idéntico color⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
están intercomunicados.","Les ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧échelles⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ de ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧même couleur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
sont reliées entre elles.","Le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ dello ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧stesso colore⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
sono collegate tra loro.","⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Geçitlerden⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧aynı renkte⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
olanlar birbirine bağlıdır.",2,448,2,347,0.775,OK,OK,EMPTY,
event.msbt,339,ET_Wrp1_02_02,"Use those multicoloured
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manholes⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ to climb to the top!","Verwende diese ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstiege⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧,
um nach oben zu gelangen!","¡Usa los ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
para ascender hasta la cima!","Utilise ces ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧échelles⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ colorées
pour atteindre le sommet !","Usa queste ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ multicolore
per raggiungere la vetta!","Tepeye çıkmak için şu renkli
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçitleri⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ kullan!",2,401,2,380,0.948,OK,OK,EMPTY,
event.msbt,340,ET_Wrp1_02_10,"Enter a red ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manhole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, and you'll
pop out of the other red ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manhole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Betrittst du einen roten ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstieg⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧,
kommst du beim anderen roten heraus.","Si entras por un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ rojo,
saldrás por otro ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ rojo.","Entre dans un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧puits à échelle⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ rouge et
tu sortiras par celui qui y est associé.","Entrando in una ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botola⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ rossa, salterai
fuori dalla ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botola⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ rossa opposta.","Kırmızı bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçide⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ girersen öteki
kırmızı ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçitten⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ çıkarsın.",2,524,2,434,0.828,OK,OK,EMPTY,
event.msbt,341,ET_Wrp1_02_11,"Enter a yellow ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manhole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, and you'll
pop out of the other yellow ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manhole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Ein gelber ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstieg⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ bringt dich
zu dem anderen gelben ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstieg⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Si entras por un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ amarillo,
saldrás por otro ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ amarillo.","Les ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧puits à échelle⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ jaunes sont reliés
entre eux de la même façon.","Le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ gialle funzioneranno
esattamente allo stesso modo.","Sarı bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçide⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ girersen öteki
sarı ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçitten⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ çıkarsın.",2,500,2,394,0.788,OK,OK,EMPTY,
event.msbt,342,ET_Wrp1_02_12,It's that simple.,So funktioniert das hier.,Así de simple.,C'est aussi simple que cela.,"Facile, vero?",Bu kadar basit.,1,357,1,207,0.580,OK,OK,EMPTY,
event.msbt,343,ET_Wrp1_02_20,"Now you understand how
multicoloured ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manholes⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ work!","Gut! Damit weißt du jetzt, welche Rolle
die Farben bei den ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstiegen⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ spielen!","¡Bien! Ya has aprendido a 
utilizar los ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ de colores.","Tu sais à présent comment fonctionnent
les ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧échelles⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ colorées !","Molto bene! Ora hai capito come
funzionano le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ multicolore!","Artık renkli ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçitlerin⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
nasıl çalıştığını biliyorsun!",2,542,2,358,0.661,OK,OK,EMPTY,
event.msbt,344,ET_Wrp1_02_30,"It's also important to know where a
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧manhole⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ you enter will take you.","Es ist wichtig zu wissen,
wohin dich ein ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Einstieg⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ führt.","Es muy importante saber adónde
te llevará un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Condublox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","Il est important de savoir où une⟦TAG:0000:0003:4FBBF1FF⟧
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧échelle⟦TAG:0000:0003:4FBBF1FF⟧⟦END:0002:0001⟧⟦TAG:0000:0003:FAFFE6FF⟧ t'emmène avant de l'utiliser.","Quando entri in una ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧botola⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, è
essenziale sapere dove salterai fuori.","Girdiğin bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧geçidin⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ seni nereye
çıkaracağını bilmek de önemlidir.",2,509,2,451,0.886,OK,OK,MANUAL_QC,2 satır piksel dengesine göre yeniden kırıldı.
event.msbt,345,ET_Wrp1_02_31,Keep that in mind!,Vergiss das bitte nicht!,¡No lo olvides!,Ne l'oublie pas !,Non dimenticartelo!,Bunu aklında tut!,1,315,1,239,0.759,OK,OK,EMPTY,
event.msbt,346,EventTalk_Move1_00_,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
event.msbt,347,ET_Mov1_00_00,That's another one of my nifty gadgets.,"Hier ist noch eine andere meiner
ausgeklügelten Vorrichtungen.",Ese es otro de mis inventos.,"Voici un autre de mes
ingénieux mécanismes.","Ecco un altro dei miei
brillantissimi congegni.","Bu da benim kullanışlı
düzeneklerimden biri.",2,539,2,295,0.547,OK,OK,MANUAL_QC,2 satır piksel dengesine göre yeniden kırıldı.
event.msbt,348,ET_Mov1_00_01,It's called a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧move switch⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Das ist ein ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Richtungsschalter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Lo llamo ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Moviblox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Celui-ci s'appelle un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧déplaceur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Si chiama ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧spostablocchi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Adı ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧hareket düğmesi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,1,420,1,290,0.690,OK,OK,EMPTY,
event.msbt,349,ET_Mov1_00_02,"You'll see what kind of gadget
it is when you ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧jump⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ on it.","Wenn du darauf ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧springst⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, siehst du,
wie dieser Schalter funktioniert.","Si ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧saltas⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sobre él,
comprenderás lo que hace.","Tu comprendras ce qu'il fait
lorsque tu ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧sauteras⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ dessus.","Capirai subito come funziona
se ci ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧salti⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sopra.","Üstüne ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧zıplayınca⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ne tür
bir düzenek olduğunu görürsün.",2,479,2,423,0.883,OK,OK,EMPTY,
event.msbt,350,ET_Mov1_00_03,"Go ahead.
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧Jump⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ on that switch!","Versuch's mal.
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧Spring⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ auf diesen Schalter!","Venga, prueba.
¡⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧Salta⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Allez, essaie voir !
Va ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧sauter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sur cet interrupteur !","Dai, prova.
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧Salta⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ su quell'interruttore!","Hadi.
Şu düğmenin üstüne ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧zıpla⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!",2,430,2,352,0.819,OK,OK,EMPTY,
event.msbt,351,ET_Mov1_00_10,"Try ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧jumping ⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧on the
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧move switch⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","Versuche, auf den ⟦TAG:0000:0003:4FBBF1FF⟧⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Richtungs-⟦TAG:0000:0003:4FBBF1FF⟧⟦END:0002:0001⟧
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧schalter⟦TAG:0000:0003:4FBBF1FF⟧⟦END:0002:0001⟧ ⟦TAG:0000:0003:FAFFE6FF⟧zu ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧springen⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!","¡⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧Salta⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sobre
el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Moviblox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!",⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧Saute⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sur le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧déplaceur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ !,Prova a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧saltare⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sullo ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧spostablocchi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!,"⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧Zıpla⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ şu
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧hareket düğmesinin⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ üstüne!",2,483,2,377,0.781,OK,OK,EMPTY,
event.msbt,352,ET_Mov1_00_20,That's the power of the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧move switch⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!,"Genau das bewirkt der
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Richtungsschalter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!",Esta es la función del ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Moviblox⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.,Et voici le pouvoir du ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧déplaceur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ !,"Visto? Ecco il grande potere
dello ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧spostablocchi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧!",İşte ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧hareket düğmesinin⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ gücü!,2,499,1,404,0.810,OK,OK,EMPTY,
event.msbt,353,ET_Mov1_00_21,"Each time you ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧jump⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ on a ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧move switch⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧,
the ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ it's attached to moves!","Wenn du auf einen ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Richtungsschalter⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧springst⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, bewegt sich der ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧Block⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧","Cada vez que ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧saltes⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sobre uno,
el ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloque⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ correspondiente se moverá.","Lorsque tu ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧sautes⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ sur un ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧déplaceur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, le
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧bloc⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ auquel il est attaché bouge !","Quando ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧salti⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ su uno ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧spostablocchi⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧, il
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blocco⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ su cui è collocato si sposta","Bir ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FF883AFF⟧zıpla⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧hareket düğmesine⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧;
bağlı ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧blok⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ hareket etsin!",2,509,2,390,0.766,OK,OK,EMPTY,
event.msbt,354,ET_Mov1_00_22,"It'll ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧move one square at a time⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ in
the direction the switch is pointing.","mit dem Schalter ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧um ein Feld⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧
in die Richtung des Pfeils.","Avanzará ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧de cubo en cubo⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ en la
dirección sugerida por el interruptor.","Il ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧se déplacera d'un cube à la fois⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ dans
la direction indiquée par le ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:4FBBF1FF⟧déplaceur⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.","di ⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧una casella per volta⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧ nella direzione
verso cui è orientato l'interruttore.","Düğmenin gösterdiği yönde
⟦TAG:0002:0001:06CD⟧⟦TAG:0000:0003:FCEF30FF⟧her seferinde bir kare ilerler⟦TAG:0000:0003:FAFFE6FF⟧⟦END:0002:0001⟧.",2,531,2,398,0.750,OK,OK,EMPTY,
