apply,archive,member,section,entry,source_text,translation,flags,notes
1,0/0/0,node_0037_slot_00.bin,all,76,TL Charger,Dar Sol Şarj,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,77,WL Charger,Geniş Sol Şarj,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,78,R Charger,Sağ Şarj,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,79,TR Charger,Dar Sağ Şarj,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,80,WR Charger,Geniş Sağ Şarj,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,81,International Star,Dünya Yıldızı,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,82,Auto-draw,Otomatik Çekiş,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,83,Advisor,Danışman,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,84,Anti-Oops,Hata Önleyici,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,85,Fast Start,Hızlı Başlangıç,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,86,Infinite Time,Sonsuz Zaman,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,87,Devil's Hand,Şeytanın Eli,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,88,Big Stock,Büyük Deste,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,89,Joker,Joker,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,90,Good Tempered,Uysal,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,91,Happy Go Lucky,Daima Neşeli,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,92,Cool Rider,Soğukkanlı,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,93,Reset Button,Sıfırlama Düğmesi,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,94,Farseer,Kâhin,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,95,Speed Draw,Hızlı Çekiş,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,96,Big Hearted,Koca Yürekli,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,97,Running Rows,Ardışık Sıralar,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,98,Tiny Solitaire,Mini Solitaire,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,99,Add Stamina +1,+1 Dayanıklılık,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,100,Add Stamina +3,+3 Dayanıklılık,0,TR batch 22
1,0/0/0,node_0037_slot_00.bin,all,101,Charger,Şarj Uzmanı,0,TR batch 22
1,0/0/0,node_0038_slot_00.bin,all,0,-NOT USING-,DEVRE DIŞI,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,0,Pocket Card Jockey,Pocket Card Jockey,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,1,StreetPass cannot be\nenabled for any more\nsoftware titles on this\nsystem. Please check\nStreetPass Management\nin the System Settings\nand disable StreetPass\nfor other software.,Bu sistemde daha fazla\nyazılım için StreetPass\naçılamıyor.\nSistem Ayarları'ndan\nStreetPass Yönetimi'ni\naçıp başka yazılımın\nStreetPass özelliğini\nkapatın.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,2,Pocket Card Jockey record time,Pocket Card Jockey rekor süresi,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,3,"To use StreetPass,\nplease read and agree\nto the updated\nNintendo Network\nAgreement.",StreetPass kullanmak\niçin güncellenmiş\nNintendo Network\nSözleşmesini\nokuyup kabul edin.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,4,StreetPass cannot be\nenabled. Please agree\nto the updated\nNintendo Network\nAgreement\nto use StreetPass.,StreetPass\netkinleştirilemiyor.\nStreetPass kullanmak\niçin güncellenmiş\nNintendo Network\nSözleşmesini kabul edin.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,5,"StreetPass is currently\ndisabled because of\nParental Controls.\nTo enable StreetPass,\nplease change your\nParental Control\nsettings.","StreetPass,\nEbeveyn Denetimleri\nnedeniyle şu\nanda devre dışı.\nEtkinleştirmek için\nEbeveyn Denetimi\nayarlarınızı değiştirin.",0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,6,"Would you like to\nenable StreetPass for\n""Pocket Card Jockey""?\nIf you use StreetPass,\nyour jockey's name will\nbe shared with\nother players.","""Pocket Card Jockey""\niçin StreetPass\netkinleştirilsin mi?\nStreetPass\nkullanırsanız jokeyinizin\nadı diğer oyuncularla\npaylaşılır.",0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,7,"StreetPass has been\nenabled for\n""Pocket Card Jockey"".\nPlease be aware\nStreetPass will be\nactive even after\nthe game is turned off.","""Pocket Card\nJockey"" için\nStreetPass\netkinleştirildi.\nOyun kapatıldıktan\nsonra bile StreetPass\netkin kalacaktır.",0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,8,Updating\nPocket Card Jockey\nrecord time data.\nThis data will be sent\nto other players\nthrough StreetPass.,Pocket Card Jockey\nrekor süresi verileri\ngüncelleniyor. Bu veriler\nStreetPass üzerinden\ndiğer oyunculara\ngönderilecek.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,9,Pocket Card Jockey\nrecord time\nhas been updated\nsuccessfully.,Pocket Card Jockey\nrekor süresi\nbaşarıyla güncellendi.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,10,Updating\nPocket Card Jockey\nrecord time\nreceived from\nStreetPass.,StreetPass ile alınan\nPocket Card Jockey\nrekor süresi\ngüncelleniyor.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,11,Saving data.\nPlease do not\nturn off the power.,Veriler kaydediliyor.\nLütfen sistemi\nkapatmayın.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,12,Failed to\nsave data.,Veriler kaydedilemedi.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,13,Updated record time\nreceived from \nStreetPass\nsuccessfully.,StreetPass ile\nalınan rekor süresi\nbaşarıyla güncellendi.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,14,Stop receiving\nStreetPass data for\nPocket Card Jockey?\n(Warning:\nAll unsaved data\nwill be lost.),Pocket Card Jockey için\nStreetPass verileri\nalınmasın mı?\n(Uyarı: Kaydedilmemiş\ntüm veriler\nkaybolacaktır.),0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,15,Stopped receiving\nStreetPass data for\nPocket Card Jockey.,Pocket Card Jockey için\nStreetPass verilerinin\nalınması durduruldu.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,16,Delete all record data\nreceived through\nStreetPass?\n(Your record time\nin the game\nwill remain.),StreetPass\nüzerinden alınan\ntüm rekor verileri\nsilinsin mi?\n(Oyundaki kendi rekor\nsüreniz korunur.),0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,17,All received\nrecord data\nhas been deleted.,Alınan tüm rekor\nverileri silindi.,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,18,Close,Kapat,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,19,Yes,Evet,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,20,No,Hayır,0,TR batch 22
1,0/0/0,node_0039_slot_00.bin,all,22,Install received\nStreetPass\nrecord data\nin your game?,StreetPass ile alınan\nrekor verileri oyuna\nyüklensin mi?,0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,0,Hello!\nI'm Skip. Nice to meet you!\nPress the Y Button to begin!,Merhaba!\nBen Skip. Tanıştığımıza memnun oldum!\nBaşlamak için Y Düğmesine bas!,0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,1,"Hey hey, it's me again.\u0010\u0001\uBE01\nI thought I'd tell you about the\n\u0010\u0002\uFF00\u0001Boost Card\u0010\u0002\uFF00\0 this time.\u0010\u0001\uBE01\nSo, what's a \u0010\u0002\uFF00\u0001Boost Card\u0010\u0002\uFF00\0?","Hey hey, yine ben.\u0010\u0001\uBE01\nBu kez sana\n\u0010\u0002\uFF00\u0001Takviye Kartı\u0010\u0002\uFF00\0ndan bahsedeyim dedim.\u0010\u0001\uBE01\nPeki, nedir bu \u0010\u0002\uFF00\u0001Takviye Kartı\u0010\u0002\uFF00\0?",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,2,"This! This is it!\u0010\u0001\uBE01\nThe card with the blue flames\nyou picked up on the way.\nIt's stuck right here.\u0010\u0001\uBE01\nWhen you touch this card...\u0010\u0001\uBE01\nYour horse goes \u0010\u0002\uFF00\u0001ZING\u0010\u0002\uFF00\0!\nAnd gets a burst of power!\u0010\u0001\uBE01\nYou can get up to \u0010\u0002\uFF00\u00012\u0010\u0002\uFF00\0\nBoost Cards in a race.\u0010\u0001\uBE01\nOf course, 2 Boost Cards are\nmore effective than 1!\u0010\u0001\uBE01\nGive it a try when you can.\nWell, that's all for now.","İşte bu! Tam da bu!\u0010\u0001\uBE01\nYolda aldığın mavi alevli kart var ya,\nişte şuraya takıldı.\u0010\u0001\uBE01\nBu karta dokununca...\u0010\u0001\uBE01\nAtın \u0010\u0002\uFF00\u0001VİZZZ\u0010\u0002\uFF00\0 diye fırlar!\nBir anda ekstra güç kazanır!\u0010\u0001\uBE01\nBir yarışta en fazla \u0010\u0002\uFF00\u00012\u0010\u0002\uFF00\0\nTakviye Kartı alabilirsin.\u0010\u0001\uBE01\nTabii ki 2 Takviye Kartı,\n1 taneden daha etkilidir!\u0010\u0001\uBE01\nFırsat bulunca bir dene.\nŞimdilik benden bu kadar.",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,3,Attention!,Dikkat!,0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,4,Attention here too!!,Buraya da dikkat!!,0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,5,Hi there! Nice to meet you.\nI'll tell you a bit about this game.,Selam! Tanıştığımıza memnun oldum.\nSana bu oyundan biraz bahsedeyim.,0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,6,This game is a mash-up of a\nracing game and a solitaire game.\nKind of.,"Bu oyun, yarış oyunu ile Solitaire'in\nbir çeşit karışımı.\nAşağı yukarı.",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,7,"To put it plainly, \nas you play solitaire,\na horse will race on-screen...\nYeah.\nWell, it's a game...\nWoo-hoo!","Kısaca söylemek gerekirse,\nSolitaire oynarken\nekranda bir at yarışıyor...\nEvet.\nYani... oyun işte...\nYuhuu!",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,8,"Oh, I forgot to introduce myself.\nMy name's Horse-Off-Course.\nNo, really...Of course.","Aa, kendimi tanıtmayı unuttum.\nBenim adım Pistten Çıkan At.\nHayır, cidden... tabii ki.",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,9,"That wasn't much of an explanation,\nso you might need help on the way.\u0010\u0001\uBE01\nBut I'll come out now and then\nto help you--don't worry!","Pek açıklayıcı olmadı, farkındayım;\nyolda biraz yardıma ihtiyacın olabilir.\u0010\u0001\uBE01\nAma arada ortaya çıkıp sana\nyardım ederim. Merak etme!",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,10,"Without further ado, let's play!\u0010\u0001\uBE01\nOoh, a stylus will come in handy\nto play this game.\u0010\u0001\uBE01\nPlease get one ready.\nA stylus.\u0010\u0001\uBE01\nOkay! See you later!\nTouch the bottom screen to start!","Lafı uzatmadan başlayalım!\u0010\u0001\uBE01\nBu oyunda kalem çok işine yarar.\u0010\u0001\uBE01\nBir tane hazır et.\nEvet, dokunmatik kalem.\u0010\u0001\uBE01\nTamam! Sonra görüşürüz!\nBaşlamak için alt ekrana dokun!",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,11,Have fun!\nTouch the bottom screen to start!,İyi eğlenceler!\nBaşlamak için alt ekrana dokun!,0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,12,"Actually, no, it's not going to start.\u0010\u0001\uBE01\nI was going to say, I'll come out now\nand then to give you a few tips.\u0010\u0001\uBE01\nSee you!","Aslında... yok, daha başlamıyor.\u0010\u0001\uBE01\nŞunu söyleyecektim: arada çıkıp\nsana birkaç ipucu vereceğim.\u0010\u0001\uBE01\nGörüşürüz!",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,13,"Oh, hey!\nIt's me. Off-Course. Of course.\u0010\u0001\uBE01\nSo the race has begun! Exciting.\u0010\u0001\uBE01\nThe races always start with\na game of \u0010\u0002\uFF00\u0001Start Solitaire\u0010\u0002\uFF00\0.\u0010\u0001\uBE01\nSo I thought I'd tell you a bit\nabout how \u0010\u0002\uFF00\u0001Start Solitaire\u0010\u0002\uFF00\0 works.\u0010\u0001\uBE00\nThat's why I'm here. Yeah.\u0010\u0001\uBE01\nIt's basically the same as Training.\u0010\u0001\uBE01\nFirst, pick a card from the bottom\nof each Tableau pile.\u0010\u0001\uBE01\nThen choose a card one value \nlarger or smaller consecutively.\u0010\u0001\uBE01\nWhen there are no more cards\nto be taken, the stock pile appears.\u0010\u0001\uBE01\nBut here's the difference!\nLook at the back row...","Aa, selam!\nBenim. Pistten Çıkan At. Tabii ki.\u0010\u0001\uBE01\nYarış başladı! Heyecanlı, değil mi?\u0010\u0001\uBE01\nYarışlar her zaman\n\u0010\u0002\uFF00\u0001Başlangıç Solitaire'i\u0010\u0002\uFF00\0 ile başlar.\u0010\u0001\uBE01\nBen de sana \u0010\u0002\uFF00\u0001Başlangıç Solitaire'i\u0010\u0002\uFF00\0nin\nnasıl işlediğini biraz anlatayım dedim.\u0010\u0001\uBE00\nBurada olmamın sebebi bu. Evet.\u0010\u0001\uBE01\nTemelde Antrenman ile aynı.\u0010\u0001\uBE01\nÖnce oyun alanındaki her sütunun\nen altındaki kartlardan birini seç.\u0010\u0001\uBE01\nSonra sırayla, seçtiğin karttan bir büyük\nya da bir küçük değerli kartları al.\u0010\u0001\uBE01\nAlabileceğin kart\nkalmayınca deste çıkar.\u0010\u0001\uBE01\nAma işte fark burada!\nEn arka sıraya bak...",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,14,"The cards spell\u0010\u0002\uFF00\u0001 ""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0\nSee that?\u0010\u0001\uBE01\nWhen you take a card from here,\n\u0010\u0002\uFF00\u0001BANG\u0010\u0002\uFF00\0! The race begins.\u0010\u0001\uBE01\nPretty self-explanatory.\u0010\u0001\uBE01\n...So let's begin from there.\u0010\u0001\uBE01\nTry to work your way up till you reach\na \u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 card...\nGood luck!","Kartlarda\u0010\u0002\uFF00\u0001 ""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 yazıyor.\nGördün mü?\u0010\u0001\uBE01\nBuradan bir kart aldığında,\n\u0010\u0002\uFF00\u0001BAM\u0010\u0002\uFF00\0! Yarış başlar.\u0010\u0001\uBE01\nAdından da belli zaten.\u0010\u0001\uBE01\n...O hâlde buradan başlayalım.\u0010\u0001\uBE01\nBir \u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 kartına ulaşana kadar\nkartları temizlemeye çalış...\nBol şans!",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,15,"Okay!\nThank you very much\nfor doing exactly as I asked.\u0010\u0001\uBE01\nNow you've made your way to a\n""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!"" card...\u0010\u0001\uBE01\nYou can see the entire card now.\nYeah.\u0010\u0001\uBE01\nNow you can take it if you want to.\nTouch it and it's yours!\u0010\u0001\uBE00\nGo on! Do it!\u0010\u0001\uBE01\n...","Tamam!\nDediğimi harfiyen yaptığın için\nçok teşekkür ederim.\u0010\u0001\uBE01\nArtık bir ""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!"" kartına ulaştın...\u0010\u0001\uBE01\nKartın tamamını görebiliyorsun.\nEvet.\u0010\u0001\uBE01\nİstersen şimdi alabilirsin.\nDokun, senin olsun!\u0010\u0001\uBE00\nHaydi! Dokun!\u0010\u0001\uBE01\n...",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,16,"Actually, no, wait.\nDepending on the card you choose,\u0010\u0001\uBE01\nthe amount of \u0010\u0002\uFF00\u0001Unity Power\u0010\u0002\uFF00\0 you gain\nvaries.\u0010\u0001\uBE01\nWhat's \u0010\u0002\uFF00\u0001Unity Power\u0010\u0002\uFF00\0?","Aslında... hayır, bekle.\nSeçtiğin karta göre\u0010\u0001\uBE01\nkazanacağın \u0010\u0002\uFF00\u0001Uyum\nGücü\u0010\u0002\uFF00\0 miktarı değişir.\u0010\u0001\uBE01\n\u0010\u0002\uFF00\u0001Uyum Gücü\u0010\u0002\uFF00\0 mü? O da ne?",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,17,"Over here. This is it.\u0010\u0001\uBE01\nSimply put, it's the Power you use\nto make your horse listen to you.\u0010\u0001\uBE01\nThe more you have, the better...\u0010\u0001\uBE01\nBut you can only pick one\n\u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 card.\u0010\u0001\uBE01\nI wish you had more time to choose...\nBut, unfortunately, you don't.\u0010\u0001\uBE01\nWhy? Because \u0010\u0002\uFF00\u0001Start Solitaire\u0010\u0002\uFF00\0 has a\n\u0010\u0002\uFF00\u0001time limit\u0010\u0002\uFF00\0.","Şurada. İşte bu.\u0010\u0001\uBE01\nBasitçe söylemek gerekirse, atının\nseni dinlemesini sağlayan güçtür.\u0010\u0001\uBE01\nNe kadar çoksa o kadar iyi...\u0010\u0001\uBE01\nAma yalnızca bir tane\n\u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 kartı seçebilirsin.\u0010\u0001\uBE01\nKeşke düşünmek için daha çok\nsüren olsa... Ama maalesef yok.\u0010\u0001\uBE01\nNeden mi? Çünkü \u0010\u0002\uFF00\u0001Başlangıç\nSolitaire'i\u0010\u0002\uFF00\0nde \u0010\u0002\uFF00\u0001süre sınırı\u0010\u0002\uFF00\0 var.",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,18,"Look here. This guy.\nIf he runs to the other end, \u0010\u0002\uFF00\u0001time up\u0010\u0002\uFF00\0!\u0010\u0001\uBE01\nWhen that happens,\nyou don't receive any \u0010\u0002\uFF00\u0001Unity Power\u0010\u0002\uFF00\0.\u0010\u0001\uBE00\nNow, that makes your race tough.\u0010\u0001\uBE01\nBut since this is your first race,\nyou get special treatment.\nThere's no time limit this time.\u0010\u0001\uBE00\nYeah. Cool.\u0010\u0001\uBE01\nSo even if this guy runs to the end...\nDon't mind him, and take your time.\u0010\u0001\uBE01\nOh! Notice\nhow the ""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!"" cards\nhave\u0010\u0002\uFF00\u0007 blue \u0010\u0002\uFF00\0spheres on them?\u0010\u0001\uBE01\nThe more spheres the card has,\nthe better it is.\u0010\u0001\uBE01\nSince there's no time limit this time,\u0010\u0001\uBE01\ntry to take the one\nwith the most spheres.\nSee what happens.\u0010\u0001\uBE01\nThe best card has \u0010\u0002\uFF00\u00015 spheres\u0010\u0002\uFF00\0 on it.\u0010\u0001\uBE01\nGood luck!\u0010\u0001\uBE01\nWhen I hop down,\nyou're supposed to pick a \n\u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 card, okay?\nSee you in a while!","Şuraya bak. Şu koşan arkadaşa.\nÖbür uca varırsa \u0010\u0002\uFF00\u0001süren biter\u0010\u0002\uFF00\0!\u0010\u0001\uBE01\nBöyle olursa hiç \u0010\u0002\uFF00\u0001Uyum\nGücü\u0010\u0002\uFF00\0 kazanamazsın.\u0010\u0001\uBE00\nBu da yarışı epey zorlaştırır.\u0010\u0001\uBE01\nAma bu ilk yarışın olduğu için\nsana özel muamele var.\nBu kez süre sınırı yok.\u0010\u0001\uBE00\nEvet. Güzel.\u0010\u0001\uBE01\nYani bu arkadaş sona kadar koşsa bile...\nOnu dert etme, acele etmeden oyna.\u0010\u0001\uBE01\nAa! ""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!"" kartlarının üstünde\n\u0010\u0002\uFF00\u0007mavi \u0010\u0002\uFF00\0küreler olduğunu fark ettin mi?\u0010\u0001\uBE01\nKartta ne kadar çok küre varsa,\no kadar iyidir.\u0010\u0001\uBE01\nBu kez süre sınırı olmadığı için,\u0010\u0001\uBE01\nen fazla küresi olan\nkartı seçmeye çalış.\nBakalım ne olacak.\u0010\u0001\uBE01\nEn iyi kartta \u0010\u0002\uFF00\u00015 küre\u0010\u0002\uFF00\0 bulunur.\u0010\u0001\uBE01\nBol şans!\u0010\u0001\uBE01\nBen aşağı inince bir\n\u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 kartı\nseçeceksin, tamam mı?\nBirazdan görüşürüz!",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,19,"Here!\nRight here!\u0010\u0001\uBE01\nThe bigger the number is here,\nthe better it is...\nTry to take notice of this.\u0010\u0001\uBE00\nGood luck!\u0010\u0001\uBE01\nWhen I leave the screen,\nyou're supposed to pick a \n\u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 card, okay?\nSee you again!","Burada!\nTam şurada!\u0010\u0001\uBE01\nBuradaki sayı ne kadar büyükse,\no kadar iyidir...\nBuna dikkat etmeye çalış.\u0010\u0001\uBE00\nBol şans!\u0010\u0001\uBE01\nBen ekrandan gidince bir\n\u0010\u0002\uFF00\u0001""S\u30FBT\u30FBA\u30FBR\u30FBT\u30FB!""\u0010\u0002\uFF00\0 kartı\nseçeceksin, tamam mı?\nYine görüşürüz!",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,20,Hello.\nIt's me again. Of course.\u0010\u0001\uBE01\nDid you see those black spheres\nflying up on the screen?\nAnd then...,Merhaba.\nYine ben. Tabii ki.\u0010\u0001\uBE01\nEkranda yukarı uçuşan\no siyah küreleri\ngördün mü? Sonra da...,0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,21,"This button here began to shake.\u0010\u0001\uBE01\nThis shows you the current mood\nof your horse.\u0010\u0001\uBE01\nWhen your game of \u0010\u0004\uBD00\u0001\0\0solitaire\u0010\u0001\uBD01\nends with many cards left,\nit's stressful for your horse...\u0010\u0001\uBE01\nAnd this \u0010\u0002\uFF00\u0001Giddyap button\u0010\u0002\uFF00\0 here\nstarts changing color.\u0010\u0001\uBE01\nWhen your horse is stressed out...\u0010\u0001\uBE01\nKABOOM!\u0010\u0001\uBE01\nIt turns \u0010\u0002\uFF00\u0001Runaway\u0010\u0002\uFF00\0.\u0010\u0001\uBE01\nA \u0010\u0002\uFF00\u0001Runaway\u0010\u0002\uFF00\0 horse is bad news.\u0010\u0001\uBE01\nIt won't listen to what you say and\nuses up energy fast...\u0010\u0001\uBE01\nIn the end, it becomes tired and\npretty much useless.\u0010\u0001\uBE01\nSo make sure you take note of the\n\u0010\u0002\uFF00\u0001Giddyap button\u0010\u0002\uFF00\0.\u0010\u0001\uBE01\nI'll see you again later.","Şu düğme sallanmaya başladı.\u0010\u0001\uBE01\nBu, atının o anki keyfini gösterir.\u0010\u0001\uBE01\n\u0010\u0004\uBD00\u0001\0\0Solitaire\u0010\u0001\uBD01 oyununu çok kart bırakarak\nbitirmek atını strese sokar...\u0010\u0001\uBE01\nŞuradaki \u0010\u0002\uFF00\u0001Deh! düğmesi\u0010\u0002\uFF00\0 de\nrenk değiştirmeye başlar.\u0010\u0001\uBE01\nAtın iyice strese girince...\u0010\u0001\uBE01\nGÜÜÜM!\u0010\u0001\uBE01\n\u0010\u0002\uFF00\u0001Dizginsiz\u0010\u0002\uFF00\0 hâle gelir.\u0010\u0001\uBE01\n\u0010\u0002\uFF00\u0001Dizginsiz\u0010\u0002\uFF00\0 bir at hiç iyi haber değildir.\u0010\u0001\uBE01\nSeni dinlemez ve Enerjisini\nçok hızlı tüketir...\u0010\u0001\uBE01\nSonunda yorulur ve neredeyse\nhiçbir işe yaramaz.\u0010\u0001\uBE01\nO yüzden \u0010\u0002\uFF00\u0001Deh! düğmesi\u0010\u0002\uFF00\0ne\nmutlaka dikkat et.\u0010\u0001\uBE01\nSonra görüşürüz.",0,TR batch 22
1,0/0/0,node_0040_slot_00.bin,all,22,Neigh-hey! It's me again!\u0010\u0001\uBE01\nExcuse my intrusion.\u0010\u0001\uBE01\nDid you see those red spheres\npopping up on the screen?,Kişne-hey! Yine ben!\u0010\u0001\uBE01\nAraya girdiğim için kusura bakma.\u0010\u0001\uBE01\nEkranda beliren o kırmızı küreleri\ngördün mü?,0,TR batch 22
