"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"StatuesGame_Turn02","GÖZLERİME!","EYES!","EYES!","Sirius !","Sirius!","NOVA!","STELLA!","¡YA!","¡YA!","ころんだ！"
"StatuesGame_Turn03","GÖZ DELİKLERİME!","EYE HOLES!","EYE HOLES!","Trou noir !","Trou noir!","SUPERNOVA!","STELLA!!!","¡CUIDADÍN!","¡CUIDADO!","ころんだ～～～～～～"
"Otsukai_Header","・ ","・ ","・ ","・ ","・ ","・ ","・ ","・ ","・ ","・"
"Otsukai_Broccoli","Brokoli","Broccoli","Broccoli","Brocoli","Brocoli","Brokkoli","Broccolo","Brócoli","Brócoli","ブロッコリー"
"Otsukai_Egg","Yumurta","Egg","Egg","Œuf","Œuf","Ei","Uovo","Huevo","Huevo","たまご"
"Otsukai_Lemon","Limon","Lemon","Lemon","Citron","Citron","Zitrone","Limone","Limón","Limón","レモン"
"Otsukai_Mashroom","Mantar","Mushroom","Mushroom","Champignon","Champignon","Pilz","Fungo","Champiñón","Champiñón","しいたけ"
"Otsukai_Pumpkin","Balkabağı","Pumpkin","Pumpkin","Citrouille","Citrouille","Kürbis","Zucca","Calabaza","Calabaza","かぼちゃ"
"Otsukai_Tomato","Domates","Tomato","Tomato","Tomate","Tomate","Tomate","Pomodoro","Tomate","Tomate","トマト"
"Otsukai_Sushi","Suşi","Sushi","Sushi","Sushi","Sushi","Sushi","Sushi","Sushi","Sushi","すし"
"Otsukai_Carrot","Havuç","Carrot","Carrot","Carotte","Carotte","Karotte","Carota","Zanahoria","Zanahoria","にんじん"
"IllustStamp_Q_0_0","Bugün ne yemek istersin?","What do you want to eat today?","What do you want to eat today?","Que veux-tu manger aujourd'hui ?","Que veux-tu manger aujourd'hui?","Was möchtest du heute essen?","Cosa vuoi mangiare oggi?","¿Qué quieres comer hoy?","¿Qué quieres comer hoy?","きょうなにたべる？"
"IllustStamp_Q_0_1","Ne tür yemek seversin?","What kind of food do you like?","What kind of food do you like?","Qu'est-ce que tu aimes manger ?","Qu'est-ce que tu aimes manger?","Was schmeckt dir?","Cosa ti piace mangiare?","¿Cuál es tu comida favorita?","¿Cuál es tu comida favorita?","たべものなにがすき？"
"IllustStamp_Q_1_0","Uyku vakti.","It's bedtime.","It's bedtime.","Il est temps d'aller au lit.","Il est temps d'aller au lit.","Schlafenszeit.","È l'ora della nanna.","Hora de irse a la cama.","Es hora de dormir.","おやすみ～"
"IllustStamp_Q_1_1","Uykum geliyor...","Feeling sleepy...","Feeling sleepy...","Ouah, je tombe de sommeil...","Ouah, je tombe de sommeil...","So müde...","Ho sonno...","Qué sueñito...","Qué sueño...","そろそろねなきゃ…"
"IllustStamp_Q_2_0","Bugün üzücü bir gündü...","Today was a sad day...","Today was a sad day...","Je suis triste aujourd'hui...","Je suis triste aujourd'hui...","Das war ein trauriger Tag...","Mi ha spezzato il cuore...","Estoy muy triste...","Estoy triste.","ふられちゃった…"
"IllustStamp_Q_2_1","Çok fena sinirlendim!","I'm properly miffed!","I'm properly miffed!","Grr, tu m'énerves !","Grrr, tu m'énerves!","Ich hab genug!","Grrr, che nervi!","¡Menudo enfado tengo!","Necesito tiempo...","もうキライ！"
"IllustStamp_Q_3_0","Haydi karaokeye gidelim!","Let's go to karaoke!","Let's go to karaoke!","Allons au karaoké !","Allons au karaoké!","Wie wär's mit Karaoke?","Andiamo al karaoke!","¡Vayamos al karaoke!","¡Vamos al karaoke!","カラオケいこうよ！"
"IllustStamp_Q_3_1","Sesin çok güzel!","You've got a great voice!","You've got a great voice!","Quelle voix magnifique !","Quelle voix magnifique!","Du hast eine tolle Stimme!","Che bella voce che hai!","¡Tienes un voz preciosa!","¡Qué bien cantas!","うたうまいよね！"
"IllustStamp_Q_4_0","Bugün gerçekten çok sıcak!","It sure is hot today!","It sure is hot today!","Quelle chaleur, aujourd'hui !","Quelle chaleur, aujourd'hui!","Ganz schön heiß heute!","Che caldo fa oggi!","¡Qué calor hace hoy!","¡Qué calorón hace!","きょうあついね…"
"IllustStamp_Q_4_1","Terden sırılsıklam oldum!","I'm sweating buckets!","I'm sweating buckets!","Je transpire à grosses gouttes !","Je transpire à grosses gouttes!","Ich schwitze wie ein Wasserfall!","Sono in un bagno di sudore!","¡Estoy sudando la gota gorda!","¡No paro de sudar!","あせがとまらない…"
"IllustStamp_Q_5_0","Seni bir ara arayabilir miyim?","Could I give you a call sometime?","Could I give you a call sometime?","On s'appelle, OK ?","On s'appelle, OK?","Kann ich dich mal anrufen?","Ti chiamo, va bene?","¿Te puedo llamar alguna vez?","¿Te puedo marcar?","でんわしてもいい？"
"IllustStamp_Q_5_1","Hadi sohbet edelim!","Let's chat!","Let's chat!","J'ai plein de chose à raconter !","J'ai plein de choses à raconter!","Plaudern wir!","Facciamo due chiacchiere!","¡Charlemos!","¡Platiquemos!","ちょっとはなそ！"
"IllustStamp_Q_6_0","SINIFI GEÇTİM!","I PASSED!","I PASSED!","Ça y est, j'ai réussi !","Ça y est, j'ai réussi!","BESTANDEN!","CE L'HO FATTA!","¡He aprobado el examen!","¡Pasé el examen!","ごうかくしたよ！！"
"IllustStamp_Q_6_1","Bugün benim doğum günüm!","It's my birthday!","It's my birthday!","C'est mon anniversaire !","C'est ma fête!","Ich habe Geburtstag!","È il mio compleanno!","¡Es mi cumple!","¡Es mi cumpleaños!","たんじょうびなんだ！"
"IllustStamp_A_0_0","Suşi, ha?","Sushi, huh?","Sushi, huh?","C'est bon les sushis !","C'est bon les sushis!","Sushi, ja?","Sushi, eh?","¡Qué bueno, sushi!","¿¡Sushi!?","おすしね！"
"IllustStamp_A_0_1","BEN DE!","ME TOO!","ME TOO!","MOI AUSSI !","MOI AUSSI!","MIR AUCH!","ANCHE A ME!","¡Cómo nos parecemos!","¡Tenemos tanto en común!","おんなじだ！"
"IllustStamp_A_1_0","Yarın görüşürüz.","See you tomorrow.","See you tomorrow.","À demain, alors.","À demain, alors.","Bis morgen dann.","Ci vediamo domani.","Hasta mañana.","Hasta mañana.","またあしたね"
"IllustStamp_A_1_1","İyi geceler.","G'night.","G'night.","Bonne nuit.","Bonne nuit.","Gute Nacht!","Buonanotte.","Buenas noches.","Buenas noches.","おやすみ～"
"IllustStamp_A_2_0","Canım sıkkın...","Feeling blue...","Feeling blue...","Pff... J'ai pas le moral...","Pfff... J'ai pas le moral...","Nicht gut drauf...","Mi sento giù...","No tengo ganas de nada...","No tengo ganas de nada...","あ～～へこむ…"
"IllustStamp_A_2_1","Sorun bende değil, sende.","It's not me—it's you.","It's not me—it's you.","Non, mais c'est pas ta faute...","Non, mais c'est pas ta faute...","War nicht so gemeint.","No, non è colpa tua.","No eres tú, soy yo.","No eres tú, soy yo.","ご、ごめんうそだよ"
"IllustStamp_A_3_0","Önce ne söyleyelim?","What should we sing first?","What should we sing first?","Que pourrait-on chanter ?","Que pourrait-on chanter?","Was singen wir zuerst?","Cosa cantiamo?","¿Qué cantamos primero?","¿Qué cantaremos?","なにうたおうかな～"
"IllustStamp_A_3_1","Bana bir tane daha söyle!","Sing me another!","Sing me another!","Chante-moi une autre chanson !","Chante-moi une autre chanson!","Sing noch eins für mich!","Dai, cantamene un'altra!","¡Otra, otra!","¡Otra, otra!","またきかせてね"
"IllustStamp_A_4_0","Ha! Umarım erimem!","Ha! I hope I don't melt!","Ha! I hope I don't melt!","Ha ! On a l'impression de fondre !","Ha! On a l'impression de fondre!","Ich hoffe, ich schmelze nicht!","Mi sto sciogliendo!","¡Espero no derretirme!","¡Ja, exacto! ¡Me derrito!","とけてるｗｗ"
"IllustStamp_A_4_1","Aynen, değil mi?! Burası resmen sauna.","Right?! It's a sauna out here.","Right?! It's a sauna out here.","Ah, ça ! On se croirait au sauna.","Ah, ça! On se croirait au sauna.","Ja! Hier ist es wie in der Sauna.","Vero? Sembra di essere in sauna.","¿Verdad? Hace un calorón...","¡Es un horno allá afuera!","あついよねー"
"IllustStamp_A_5_0","Tamam. Şimdi arıyorum!","OK. I'm calling now!","OK. I'm calling now!","OK, je t'appelle tout à l'heure !","OK, je t'appelle tout à l'heure!","Gut, ich rufe jetzt an!","Ottimo, chiamo subito!","¡Te voy a llamar!","¡Me contestas!","いまからするね！"
"IllustStamp_A_5_1","Seni hemen ararım.","I'll call you right away.","I'll call you right away.","Je t'appelle dès que possible !","Je t'appelle dès que possible!","Ich ruf dich sofort an.","Ti chiamo subito.","Te llamo ahora mismo.","¡Te llamo ya mismo!","いまからかけるね"
"IllustStamp_A_6_0","Teşekkürler!","Thanks!","Thanks!","Merci !","Merci!","Danke!","Grazie!","¡Gracias!","¡Gracias!","ありがと～！"
"IllustStamp_A_6_1","Sağ ol, dostum!","Thanks, pal!","Thanks, pal!","Merci beaucoup !","Merci beaucoup!","Bist ein Kumpel!","Grazie mille!","¡Gracias, colegui!","¡Gracias, amigui!","ありがとぉお！"
"IllustStamp_F_0","Bunun anlamı ne şimdi?","What's that supposed to mean?","What's that supposed to mean?","Qu'est-ce que tu veux dire ?","Qu'est-ce que tu veux dire?","Was soll das denn heißen?","Cosa vorresti dire?","¿Qué quieres decir?","¿Eso qué significa?","どういうこと？"
"IllustStamp_F_1","...Ha?","...Huh?","...Huh?","Hein ?","Hein?","...Häh?","... eh?","¿Cómo?","¿Eh?","ん？？？"
"IllustStamp_F_2","???","???","???","???","???","???","???","(?)","¿Qué?","？？？"
"Kanransha_Instruction","Bin","Board","Board","Monter","Monter","Zusteigen","A bordo!","Montarse","Subirse","のりこむ"
"Noraneko_Target","Hedef","Target","Target","Profil","Profil","Gesucht","Obiettivo","Objetivo","Objetivo","ターゲット"
"RaiseAnArmy_Red","Kırmızı:","Red:","Red:","Rouge ","Rouge","Rot","Rossa","Roja","Roja","あか"
"RaiseAnArmy_White","Beyaz:","White:","White:","Blanc ","Blanc","Weiß","Bianca","Blanca","Blanca","しろ"
"RaiseAnArmy_Both","İkisi:","Both:","Both:","Tout ","Tout","Beide","Tutte","Ambas","Ambas","りょう\n　ほう"
"RaiseAnArmy_Raise","Kaldır","Lift","Lift","en haut","En haut","hoch!","su","Arriba","arriba","あげて"
"RaiseAnArmy_Drop","İndir","Lower","Lower","en bas","En bas","runter!","giù","Abajo","abajo","さげて"
"RaiseAnArmy_NotRaise","İndir","Lower","Lower","baissé","En bas","runter!","non su","Abajo","abajo","あげない"
"RaiseAnArmy_NotDrop","Kaldır","Lift","Lift","levé","En haut","hoch!","non giù","Arriba","arriba","さげない"
"Command_Lv1_0","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv1_1","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0301FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0301FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv1_2","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0401FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0401FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv1_3","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0501FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0501FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv1_4","<MSBT:0001:0007:0200FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0200FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0200FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv1_5","<MSBT:0001:0007:0300FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0300FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0300FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv1_6","<MSBT:0001:0007:0400FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0400FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0400FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv1_7","<MSBT:0001:0007:0500FFFFFFFFFFFFFFFF> basılı tutarken,\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> tuşuna bas!","While holding <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","While holding <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF>,\npress <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Maintiens <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF> !","Maintiens <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF> enfoncé\net appuie sur <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Halte <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF> gedrückt\nund drücke <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","Tenendo premuto <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF>,\npremi <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén pulsado <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF>,\ny pulsa <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","¡Mantén oprimido <MSBT:0001:0007:0500FFFFFFFFFFFFFFFF>,\ny oprime <MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>!","<MSBT:0001:0007:0500FFFFFFFFFFFFFFFF>をおしたまま、\n<MSBT:0001:0007:0601FFFFFFFFFFFFFFFF>をおせ！"
"Command_Lv2_0","<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> kez bas;\n<MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> kez bas!","Press <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> times;\npress <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> times!","Press <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> times;\npress <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> times!","Appuie <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> fois sur <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npuis <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> fois sur <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> !","Appuie <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> fois sur <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>,\npuis <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> fois sur <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>!","Drücke <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF>-mal,\ndann <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF>-mal!","Premi <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> volte,\npremi <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> volte!","¡Pulsa <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> veces,\ny pulsa <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> veces!","¡Oprime <MSBT:0001:0007:0600FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF> veces,\ny oprime <MSBT:0001:0007:0201FFFFFFFFFFFFFFFF> <MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF> veces!","じゅんばんに、\n　　<MSBT:0001:0007:0600FFFFFFFFFFFFFFFF>を<MSBT:0000:0003:0100009F00FF>3<MSBT:0000:0003:FF00000000FF>かい、\n　　<MSBT:0001:0007:0201FFFFFFFFFFFFFFFF>を<MSBT:0000:0003:0100009F00FF>2<MSBT:0000:0003:FF00000000FF>かい\n　　　おせ！"
