index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
773	map_stage_skTED_endA_62	I hope you and he will be\nfriends...	J'ai l'impression qu'une\nbelle amitié est née !	Ich hoffe, ihr werdet\ngute Freunde bleiben...	Spero che rimarrete amici...	Espero que sigáis siendo amigos...	Umarım sen ve o\ndost olursunuz...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
774	map_stage_skTED_endA_63	for a long, long time.	Faites qu'elle ne cesse jamais !	Und zwar für wirklich\nlange, lange Zeit.	... per lunghissimo tempo.	durante muchísimo tiempo.	çok, çok uzun bir süre.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
775	map_gate_00_intro_00	̃ऀ YOU HAVE ARRIVED.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] VOUS VOICI ENFIN !	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] SEID WILLKOMMEN!	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] TI STAVAMO ASPETTANDO.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] ¡Al fin has llegado!	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] NİHAYET GELDİN.	LONG_TR_LINE	V4_MANUAL_FIXED	REGISTER/VOICE: FR and ES explicitly use “finally”; preserves the gatekeepers’ terse theatrical all-caps voice.
776	map_gate_00_intro_01	WELCOME TO THE\nFIRST GATE.	BIENVENUE À LA\n[[TAG:0000:0003:249CDAFF]]PREMIÈRE PORTE[[TAG:0000:0003:000000FF]].	IHR STEHT VOR DEM\n[[TAG:0000:0003:249CDAFF]]ERSTEN TOR[[TAG:0000:0003:000000FF]].	TI DIAMO IL BENVENUTO\nAL [[TAG:0000:0003:249CDAFF]]PRIMO PORTALE[[TAG:0000:0003:000000FF]].	Esta es la [[TAG:0000:0003:249CDAFF]]primera puerta[[TAG:0000:0003:000000FF]].	[[TAG:0000:0003:249CDAFF]]BİRİNCİ KAPI[[TAG:0000:0003:000000FF]]'YA\nHOŞ GELDİN.	LONG_TR_LINE	V4_MANUAL_FIXED	GRAMMAR/REGISTER: Fixes person/word order and keeps the highlighted First Gate term together.
777	map_gate_00_intro_02	WE ARE THE GATEKEEPER\nTRIO.	NOUS SOMMES LE [[TAG:0000:0003:FF5F5FFF]]TRIO TEMPO[[TAG:0000:0003:000000FF]].	WIR SIND DAS\n[[TAG:0000:0003:FF5F5FFF]]TORWÄCHTER-TRIO[[TAG:0000:0003:000000FF]]!	NOI SIAMO [[TAG:0000:0003:FF5F5FFF]]I TRE\nGUARDIANI[[TAG:0000:0003:000000FF]].	Y nosotros somos\nlos [[TAG:0000:0003:FF5F5FFF]]tres guardianes[[TAG:0000:0003:000000FF]].	BİZ [[TAG:0000:0003:FF5F5FFF]]KAPI BEKÇİLERİ ÜÇLÜSÜ[[TAG:0000:0003:000000FF]]YÜZ.	V21_MANUAL_FIXED	V21_MANUAL_FIXED	Tekrarlanan grup adındaki tamlama düzeltildi: Kapı Bekçileri Üçlüsü.
778	map_gate_00_intro_03	 If you would pass this\nway, young traveler...	[[TAG:0002:0003:0B00]] Jeune nomade, si tu souhaites\npasser de l'autre côté...	[[TAG:0002:0003:0B00]] Wollt ihr diesen Weg\nbeschreiten, Reisende?	[[TAG:0002:0003:0B00]] Se desideri proseguire\nil tuo cammino...	[[TAG:0002:0003:0B00]] Para poder pasar por aquí...	[[TAG:0002:0003:0B00]] Bu taraftan geçmek istersen,\ngenç yolcu...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
779	map_gate_00_intro_04	you must select one of\nus to challenge...	L'[[TAG:0000:0003:FF5F5FFF]]un[[TAG:0000:0003:000000FF]] d'entre nous\ntu devras défier.	Dann müsst ihr euch\n[[TAG:0000:0003:FF5F5FFF]]einem [[TAG:0000:0003:000000FF]]von uns stellen.	... devi scegliere [[TAG:0000:0003:FF5F5FFF]]uno\n[[TAG:0000:0003:000000FF]]di noi e affrontarlo.	tendrás que elegir\na [[TAG:0000:0003:FF5F5FFF]]uno [[TAG:0000:0003:000000FF]]de nosotros...	aramızdan [[TAG:0000:0003:FF5F5FFF]]birine[[TAG:0000:0003:000000FF]] meydan\nokumalısın...	LONG_TR_LINE	FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: Türkçe hâl eki/söz dizimi düzeltildi.
780	map_gate_00_intro_05	and pass a test of skill,\ncunning, and courage.	Cette épreuve requiert de l'adresse,\nde l'intelligence et du courage.	Ihr müsst eure Fähigkeiten\nin einer Prüfung [[TAG:0000:0003:FF5F5FFF]]beweisen[[TAG:0000:0003:000000FF]].	Dovrai [[TAG:0000:0003:FF5F5FFF]]superare [[TAG:0000:0003:000000FF]]una prova\ndi abilità, astuzia e coraggio.	y [[TAG:0000:0003:FF5F5FFF]]demostrar [[TAG:0000:0003:000000FF]]tu habilidad y\nvalentía en una prueba.	ve beceri, kurnazlık ve\ncesaret sınavını geçmelisin.		CONTROL_STYLE_OUTLIER	Turkish control/tag pattern differs from at least 3 of 4 official EU localizations; may be intentional formatting.
781	map_gate_00_intro_06	\t Yeah! And it'll be\nsuper hard!	[[TAG:0002:0003:0900]] Ah ça ! Tu vas en baver, mon petit...	[[TAG:0002:0003:0900]] Genau! Und die wird\necht voll schwer, jawohl!	[[TAG:0002:0003:0900]] Sì! E sarà super tosta,\nte lo dico io!	[[TAG:0002:0003:0900]] ¡Sí! ¡Será una  prueba dificilísima!	[[TAG:0002:0003:0900]] Evet! Üstelik\nçok zor olacak!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
782	map_gate_00_intro_07	\n Saffron, we've talked\nabout this.	[[TAG:0002:0003:0A00]] Adagio... Qu'est-ce qu'on avait dit ?	[[TAG:0002:0003:0A00]] Gelbkurt! Darüber haben\nwir doch schon geredet!	[[TAG:0002:0003:0A00]] Adagio, cosa ti ho\ndetto l'ultima volta?	[[TAG:0002:0003:0A00]] ¡Cállate, Limoncio!	[[TAG:0002:0003:0A00]] Saffron, bunu daha önce\nkonuştuk.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
783	map_gate_00_intro_08	Paprika is the one who's good\nat being scary and ominous.	C'est Presto qui est en charge des\ndiscours sombres et menaçants, OK ?	Rotkurt ist derjenige, der\ndie Besucher einschüchtert.	Spaventare e minacciare\nè compito di Presto.	Fresio es el encargado de\ndesanimar a los viajeros.	Paprika, korkutucu ve uğursuz\nkonuşmaları daha iyi yapar.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
784	map_gate_00_intro_09	\t Man! I never get to do\nthe ominous part!	[[TAG:0002:0003:0900]] Mais... J'aimerais bien avoir l'air\nmenaçant, moi aussi, parfois !	[[TAG:0002:0003:0900]] Menno! Wieso darf ich\nnie mal wen einschüchtern?!	[[TAG:0002:0003:0900]] Uffa! Io non posso mai\nminacciare nessuno!	[[TAG:0002:0003:0900]] ¡Jolines! ¡Yo también quiero ser\nmalo y desmoralizar a la gente!	[[TAG:0002:0003:0900]] Off! Korkutucu kısmı hiç\nbana bırakmıyorlar!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
785	map_gate_00_intro_10	 Ahem! Be that as it may...	[[TAG:0002:0003:0B00]] Hum... Bref...	[[TAG:0002:0003:0B00]] Ähem... Wohlan, eins gibt\nes noch zu bedenken...	[[TAG:0002:0003:0B00]] Ehm, comunque...	[[TAG:0002:0003:0B00]] Como iba diciendo...	[[TAG:0002:0003:0B00]] Öhö! Her neyse...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
786	map_gate_00_intro_11	Each of us administers a\ntest of different difficulty.	Chacun d'entre nous te proposera une\népreuve d'un certain niveau de difficulté.	Die Schwierigkeit unserer\nPrüfungen unterscheidet sich.	Ognuno di noi gestisce una\nprova di diversa difficoltà.	Cada uno de nosotros te planteará una prueba\ncon un nivel de dificultad diferente.	Her birimiz farklı zorlukta\nbir sınav uygularız.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
787	map_gate_00_intro_12	And, along with the difficulty\nyou choose...	Et de ce niveau de difficulté...	Den Schwierigkeitsgrad\nkannst du selbst auswählen.	In base alla difficoltà\nscelta...	Piénsate bien cuál prefieres...	Ve seçtiğin zorluğa\nek olarak...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
788	map_gate_00_intro_13	there is the matter of the\nchallenge charge!	... dépend le montant du [[TAG:0000:0003:FF5F5FFF]]ticket d'entrée[[TAG:0000:0003:000000FF]].	Von ihm hängt auch die\n[[TAG:0000:0003:FF5F5FFF]]Prüfungsgebühr[[TAG:0000:0003:000000FF]] ab!	... bisogna corrispondere una\n[[TAG:0000:0003:FF5F5FFF]]quota di partecipazione[[TAG:0000:0003:000000FF]]!	porque el [[TAG:0000:0003:FF5F5FFF]]precio [[TAG:0000:0003:000000FF]]que tendrás que\npagar dependerá de tu elección.	Bir de şu var:\n[[TAG:0000:0003:FF5F5FFF]]meydan okuma ücreti[[TAG:0000:0003:000000FF]]!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
789	map_gate_00_intro_14	\t You gotta pay us! Give\nus all your coins!	[[TAG:0002:0003:0900]] On va te plumer !\nDonne-nous toutes tes pièces !	[[TAG:0002:0003:0900]] Jawohl, ihr müsst uns zahlen!\nGebt uns all eure Münzen!	[[TAG:0002:0003:0900]] Forza, vuota le tasche e\ndacci tutte le tue monete!	[[TAG:0002:0003:0900]] ¡Sí! ¡Vas a tener que darnos\nun montón de monedas!	[[TAG:0002:0003:0900]] Bize para ödeyeceksin! Ver\nbütün jetonlarını!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
790	map_gate_00_intro_15	\n Quiet, Saffron!	[[TAG:0002:0003:0A00]] Silence, Adagio !	[[TAG:0002:0003:0A00]] Klappe, Gelbkurt!	[[TAG:0002:0003:0A00]] Silenzio, Adagio!	[[TAG:0002:0003:0A00]] ¡Cállate, Limoncio!	[[TAG:0002:0003:0A00]] Sessiz ol, Saffron!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
791	map_gate_00_intro_16	 You must be able to\ntrust in your own abilities.	[[TAG:0002:0003:0B00]] Tu dois savoir estimer\ntes propres capacités.	[[TAG:0002:0003:0B00]] Ihr müsst eine gute Kenntnis\neurer Fähigkeiten haben.	[[TAG:0002:0003:0B00]] Dovrai fidarti delle tue\ncapacità...	[[TAG:0002:0003:0B00]] Confía en tus propias habilidades,\npero no te sobrestimes.	[[TAG:0002:0003:0B00]] Kendi yeteneklerine\ngüvenebilmelisin.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
792	map_gate_00_intro_17	With self-knowledge, you will\nselect the proper test to take.	Apprends à te connaître et\ntu sauras choisir le bon test.	Nur so werdet ihr die rechte\nPrüfung wählen können.	... e scegliere attentamente\nla prova più opportuna.	Solo así podrás elegir\nla prueba adecuada.	Kendini tanırsan,\nuygun sınavı seçersin.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
793	map_gate_00_intro_18	You should also know that\nI, the mighty Paprika...	Garde à l'esprit que moi,\nle grand Presto...	Wisset, dass ich, Rotkurt,\nder ich mit euch rede,	Sappi inoltre che io,\nil potente Presto...	También deberías saber\nque yo, el poderoso Fresio...	Şunu da bil: ben,\nkudretli Paprika...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
794	map_gate_00_intro_19	prefer a courageous spirit\nover one who plays it safe.	Je privilégie l'audace\net le talent.	einen mutigen Geist dem\nzögerlichen vorziehe!	... ho rispetto solo per chi\ndimostra coraggio e audacia.	prefiero a los que se arriesgan antes\nque a quienes van a lo seguro.	güvenli oynamaktansa\ncesur bir ruhu tercih ederim.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
795	map_gate_00_intro_20	&$map_gate_00_branch	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
796	map_gate_00_again_00	̃ऀ SO YOU HAVE RETURNED.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] TE VOILÀ DE RETOUR.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] IHR SEID ALSO\nZURÜCKGEKEHRT.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] E COSÌ HAI FATTO RITORNO.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] ¡Has vuelto!	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] DEMEK GERİ DÖNDÜN.	LONG_TR_LINE	V4_MANUAL_FIXED	SPELLING/REGISTER: Repairs broken capitalization while preserving the gatekeeper register.
797	map_gate_00_again_01	&$map_gate_00_branch	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	[[TAG:0002:0000:24006D00610070005F0067006100740065005F00300030005F006200720061006E0063006800]]	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
798	map_gate_00_branch_00	 ARE YOU PREPARED FOR\nTHE CHALLENGE?4map_gate_00_branch_alt_yes2map_gate_00_branch_alt_nonullnull	[[TAG:0002:0003:0800]] DÉSIRES-TU COMMENCER\nUN DÉFI ?[[TAG:0002:0001:020034006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F0079006500730000CD32006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F006E006F0000CD08006E0075006C006C0000CD08006E0075006C006C0003CD]]	[[TAG:0002:0003:0800]] SEID IHR BEREIT\nFÜR DIE PRÜFUNG?[[TAG:0002:0001:020034006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F0079006500730000CD32006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F006E006F0000CD08006E0075006C006C0000CD08006E0075006C006C0003CD]]	[[TAG:0002:0003:0800]] VUOI AFFRONTARE\nLA PROVA?[[TAG:0002:0001:020034006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F0079006500730000CD32006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F006E006F0000CD08006E0075006C006C0000CD08006E0075006C006C0003CD]]	[[TAG:0002:0003:0800]] Dinos, ¿quieres enfrentarte\na la prueba?[[TAG:0002:0001:020034006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F0079006500730000CD32006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F006E006F0000CD08006E0075006C006C0000CD08006E0075006C006C0003CD]]	[[TAG:0002:0003:0800]] MEYDAN OKUMAYA\nHAZIR MISIN?[[TAG:0002:0001:020034006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F0079006500730000CD32006D00610070005F0067006100740065005F00300030005F006200720061006E00630068005F0061006C0074005F006E006F0000CD08006E0075006C006C0000CD08006E0075006C006C0003CD]]	LONG_TR_LINE	DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
799	map_gate_00_branch_alt_yes	You bet!	Et comment !	Aber hallo!	Certo!	¡Por supuesto!	Aynen öyle!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
800	map_gate_00_branch_alt_yes_00	 Excellent!	[[TAG:0002:0003:0B00]] Excellent !	[[TAG:0002:0003:0B00]] Sehr gut!	[[TAG:0002:0003:0B00]] Molto bene!	[[TAG:0002:0003:0B00]] Estupendo.	[[TAG:0002:0003:0B00]] Mükemmel!	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
801	map_gate_00_branch_alt_yes_01	First, you must practice.	Commençons par l'entraînement.	Zuerst jedoch\nmüsst ihr üben.	Prima di tutto, occorre fare\nun po' di pratica...	Primero tienes que practicar\nun poco...	Önce, pratik yapmalısın.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
802	map_gate_00_branch_alt_yes_02	You must begin by learning\nthe rules.	Tu dois d'abord apprendre les règles.	Fangt an, indem ihr\ndie Regeln kennenlernt.	... per imparare le regole\ncome si deve.	y conocer las reglas, claro.	Kuralları öğrenerek\nbaşlamalısın.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
803	map_gate_00_branch_alt_yes_03	 NOW, SHOW US WHAT\nSKILLS YOU POSSESS!	[[TAG:0002:0003:0800]] ET MAINTENANT, MONTRE-NOUS\nCE QUE TU SAIS FAIRE ![[TAG:0002:0006:]]	[[TAG:0002:0003:0800]] NUN ZEIGT, WIE ES UM\nEURE FÄHIGKEITEN STEHT![[TAG:0002:0006:]]	[[TAG:0002:0003:0800]] MOSTRACI COSA SEI\nIN GRADO DI FARE![[TAG:0002:0006:]]	[[TAG:0002:0003:0800]] ¡Demuéstranos de lo que eres capaz![[TAG:0002:0006:]]	[[TAG:0002:0003:0800]] ŞİMDİ BİZE HANGİ YETENEKLERE\nSAHİP OLDUĞUNU GÖSTER![[TAG:0002:0006:]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
804	map_gate_00_branch_alt_no	Not now.	Plus tard.	Nicht jetzt.	Non ora.	Ahora no.	Şimdi değil.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
805	map_gate_00_branch_alt_no_00	 What? Really?	[[TAG:0002:0003:0B00]] Quoi ? Vraiment ?	[[TAG:0002:0003:0B00]] Was?! Im Ernst?	[[TAG:0002:0003:0B00]] Come? Davvero?	[[TAG:0002:0003:0B00]] ¿Cómo? ¿De verdad?	[[TAG:0002:0003:0B00]] Ne? Gerçekten mi?	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
806	map_gate_00_branch_alt_no_01	You will not even try?	Même pas un petit essai ?	Ihr wollt es noch nicht\neinmal versuchen?	Non ci vuoi nemmeno\nprovare?	¿Ni siquiera vas a intentarlo?	Hiç denemeyecek misin?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
807	map_gate_00_branch_alt_no_02	Then you may not pass.	Alors, je ne peux te laisser passer.	Dann werdet ihr diesen\nPfad auch nicht passieren!	Beh, allora non potrai\nproseguire.	En ese caso, no te permitiré\natravesar la puerta.	O zaman geçemezsin.		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
808	map_gate_00_branch_alt_no_03	 GATHER YOUR COURAGE\nAND RETURN AGAIN.	[[TAG:0002:0003:0800]] REVIENS NOUS VOIR QUAND\nLE COURAGE TE SERA REVENU.[[TAG:0002:0007:]]	[[TAG:0002:0003:0800]] KOMMT WIEDER, WENN \nHR EUCH BEREIT FÜHLT.[[TAG:0002:0007:]]	[[TAG:0002:0003:0800]] CI RIVEDREMO QUANDO\nNE AVRAI IL CORAGGIO.[[TAG:0002:0007:]]	[[TAG:0002:0003:0800]] Vuelve cuando hayas reunido\nel coraje que te falta.[[TAG:0002:0007:]]	[[TAG:0002:0003:0800]] CESARETİNİ TOPLA\nVE TEKRAR GEL.[[TAG:0002:0007:]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
809	map_gate_00_post_tutorial_00	̃ऀ Do you understand the\nchallenge before you?	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0B00]] Comprends-tu ce qui\nt'est demandé ?	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0B00]] Habt ihr erfasst, welche Art\nvon Aufgabe vor euch liegt?	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0B00]] Ti è chiara la sfida\nche ti attende?	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0B00]] ¿Has entendido las reglas?	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0B00]] Önündeki meydan okumayı\nanlıyor musun?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
810	map_gate_00_post_tutorial_01	Then it is time to embrace\nthat challenge.	Alors il est temps\nd'affronter ton destin.	Dann ist es nun Zeit, dass\nihr eure Prüfung ablegt!	Allora è giunto il momento\ndi affrontarla.	Pues es hora de empezar.	O hâlde bu meydan okumayla\nyüzleşme zamanı.	MANUAL_FIX_V13	MANUAL_FIX_V13	Literal “embrace challenge” calque removed.
811	map_gate_00_post_tutorial_02	 NOW, CHOOSE. HOW\nGREAT IS YOUR COURAGE?	[[TAG:0002:0003:0800]] ET MAINTENANT, CHOISIS ! QUEL\nEST TON NIVEAU DE COURAGE ?	[[TAG:0002:0003:0800]] WÄHLT ALSO... WIE WEIT\nREICHT EUER KÖNNEN?	[[TAG:0002:0003:0800]] SCEGLI E METTI ALLA\nPROVA IL TUO CORAGGIO!	[[TAG:0002:0003:0800]] Elige, ¿vas a ser valiente\no te podrá la cobardía?	[[TAG:0002:0003:0800]] ŞİMDİ SEÇ. NE KADAR\nCESURSUN?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
812	map_gate_00_clear_00	̃ऀ IMPRESSIVE.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] IMPRESSIONNANT.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] BEEINDRUCKEND!	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] NIENTE MALE.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] Impresionante.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] ETKİLEYİCİ.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
813	map_gate_00_clear_01	WE WILL LET YOU PASS\nTHROUGH THE FIRST GATE.	NOUS ALLONS T'OUVRIR\nLA [[TAG:0000:0003:249CDAFF]]PREMIÈRE PORTE[[TAG:0000:0003:000000FF]].	IHR DÜRFT NUN DAS\n[[TAG:0000:0003:249CDAFF]]ERSTE TOR[[TAG:0000:0003:000000FF]] PASSIEREN.	TI LASCEREMO OLTREPASSARE\nIL [[TAG:0000:0003:249CDAFF]]PRIMO PORTALE[[TAG:0000:0003:000000FF]].	Te permitiremos cruzar\nla [[TAG:0000:0003:249CDAFF]]primera puerta[[TAG:0000:0003:000000FF]].	[[TAG:0000:0003:249CDAFF]]BİRİNCİ KAPI[[TAG:0000:0003:000000FF]]'DAN\nGEÇMENE İZİN VERECEĞİZ.	LONG_TR_LINE	V4_MANUAL_FIXED	GRAMMAR/TERM: Natural Turkish word order; keeps the highlighted gate name intact.
814	map_gate_01_intro_00	̃ऀ AH. IT IS YOU AGAIN.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] AH ! ENCORE TOI ?	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] AH. IHR SEID ES...\nWIEDER EINMAL IHR!	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] AH! CI RIVEDIAMO.	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] ¡Otra vez tú!	[[TAG:0003:0001:03030009]][[TAG:0002:0003:0800]] AH. YİNE SEN.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
815	map_gate_01_intro_01	YOU HAVE REACHED THE\nSECOND GATE.	LA [[TAG:0000:0003:249CDAFF]]DEUXIÈME PORTE[[TAG:0000:0003:000000FF]] SE DRESSE\nMAINTENANT DEVANT TOI.	IHR STEHT VOR DEM\n[[TAG:0000:0003:249CDAFF]]ZWEITEN TOR[[TAG:0000:0003:000000FF]].	HAI RAGGIUNTO\nIL [[TAG:0000:0003:249CDAFF]]SECONDO PORTALE[[TAG:0000:0003:000000FF]].	Esta es la [[TAG:0000:0003:249CDAFF]]segunda puerta[[TAG:0000:0003:000000FF]]...	[[TAG:0000:0003:249CDAFF]]İKİNCİ KAPI[[TAG:0000:0003:000000FF]]'YA\nULAŞTIN.	LONG_TR_LINE	V4_MANUAL_FIXED	GRAMMAR/REGISTER: Removes the redundant “ŞU ANDA” calque while preserving the gatekeepers’ terse all-caps register and highlighted gate name.
816	map_gate_01_intro_02	AND WE REMAIN THE\nGATEKEEPER TRIO.	NOUS SOMMES TOUJOURS LE [[TAG:0000:0003:FF5F5FFF]]TRIO\nTEMPO[[TAG:0000:0003:000000FF]]. ÇA N'A PAS CHANGÉ.	WIR SIND IMMER NOCH\nDAS [[TAG:0000:0003:FF5F5FFF]]TORWÄCHTER-TRIO[[TAG:0000:0003:000000FF]].	E NOI SIAMO SEMPRE\n[[TAG:0000:0003:FF5F5FFF]]I TRE GUARDIANI[[TAG:0000:0003:000000FF]].	y nosotros seguimos siendo\nlos [[TAG:0000:0003:FF5F5FFF]]tres guardianes[[TAG:0000:0003:000000FF]].	VE BİZ HÂLÂ\n[[TAG:0000:0003:FF5F5FFF]]KAPI BEKÇİLERİ ÜÇLÜSÜ[[TAG:0000:0003:000000FF]]YÜZ.	V21_CONTEXT_FIXED	V21_CONTEXT_FIXED	Tekrarlanan grup adı 'Kapı Bekçileri Üçlüsü' olarak dilbilgisel açıdan tutarlılaştırıldı.
817	map_gate_01_intro_03	\n If you would pass\nthis way...	[[TAG:0002:0003:0A00]] Si tu veux passer...	[[TAG:0002:0003:0A00]] Wollt ihr auf diesem Weg\nvoranschreiten?	[[TAG:0002:0003:0A00]] Se vuoi oltrepassare\nquesto punto...	[[TAG:0002:0003:0A00]] Para cruzarla...	[[TAG:0002:0003:0A00]] Bu taraftan\ngeçmek istersen...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
