ARC,LMD,Mesaj ID,English,Türkçe,Français,Deutsch,Italiano,Español,Parça sayısı,English IDler,EntryIndex,EntryName
eng/data/core_common.arc,AxeExp,8B4C9A51,"A Switch Axe made from the
tough, elastic shell of a Volvidon.
It's surprisingly flexible.","Volvidon'un sert ve esnek kabuōundan
yap˘lm˘¿ Dönü¿üm Baltas˘. Ūa¿˘rt˘c˘ ölçüde
esnektir.","Morpho-hache en carapace
de Volvidon. Robuste,
élastique et flexible.","Morph-Axt aus hartem, aber
elastischen Volvidon-Panzer.
Überraschend flexibel.","Flessibile spad-ascia fatta
con la corazza elastica di
un Volvidon.","Hacha espada hecha con un
caparazón de Volvidon: elástico
pero resistente. Muy flexible.",1,30,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,AEBA41A0,"The arched Najarala neck
makes prey freeze in terror
long before they can resist.","Najarala'n˘n kavisli boynu, av direnmeye
f˘rsat bulamadan onu korkudan dondurur.","La lame courbe de Najarala
pétrifie ses proies d'effroi
en un rien de temps.","Der gebogene Najarala-Hals
lässt Beute erstarren, bevor
sie sich wehren kann.","Il collo curvo di Najarala
terrorizza la preda,
impedendole di combattere.","El cuello del Najarala hace
que la presa quede aterrada
y no se defienda.",1,31,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,9C6B9B0F,"A legendary Switch Axe
carved from a Ceadeus horn.
It glows white from within.","Ceadeus boynuzundan oyulmu¿ efsanevi
Dönü¿üm Baltas˘. ˇçinden beyaz bir ˘¿˘k
yay˘l˘r.","Morpho-hache légendaire
taillée dans une corne de
Ceadeus. Lueur blanche.","Legendäre Morph-Axt aus
einem Ceadeus-Horn.
Sie glüht von innen weiß.","Spad-ascia leggendaria intagliata
in un corno di Ceadeus. Emana
un alone bianco dall'interno.","Legendaria hacha espada
labrada en el cuerno de un
Ceadeus. Su interior brilla.",1,32,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,B97AF8D3,"A stone axe made of ancient
ore, and an embodiment of
the unyielding human spirit.","Kadim cevherden yap˘lm˘¿ ta¿ balta; boyun
eōmeyen insan ruhunun vücut bulmu¿ hâli.","Hache de pierre en minerai
ancien incarnant l'esprit
inflexible des hommes.","Steinaxt aus uraltem Erz,
Inbegriff des unbeugsamen
menschlichen Geistes.","Ascia creata con minerali
antichi, incarna la tenacia
dello spirito umano.","Hacha de piedra de antiguos
minerales. Encarnación de un
espíritu humano indomable.",1,33,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,EB8B13B4,"A weapon of stone housing an
ancient soul. Eons have
whetted it to a fine point.","ˇçinde kadim bir ruh bar˘nd˘ran ta¿ silah.
Çaōlar boyunca geçen zaman ucunu incecik
bilemi¿.","Arme de pierre abritant une
âme ancienne. Aiguisée
par le temps.","Eine Steinwaffe, in der eine
uralte Seele haust. Endlose
Jahre haben sie geschliffen.","Arma di pietra che racchiude
un'antica anima. Nei millenni
si è affilata.","Arma de piedra que encierra
un alma ancestral. El paso del
tiempo ha pulido su filo.",1,34,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,75EF8617,"A Switch Axe depicting a cat
with an eerie grin. It smiles
even when its Sharpness drops.","Tekinsizce s˘r˘tan bir kediyi betimleyen
Dönü¿üm Baltas˘. Keskinliōi dü¿se bile
gülümsemeye devam eder.","Morpho-hache représentant
un chat au sourire étrange
quand son tranchant baisse.","Morph-Axt mit einer
grinsenden Katze. Ihr
vergeht das Grinsen nie.","Spad-ascia raffigurante un gatto
dal ghigno spettrale, che sorride
anche quando perde acutezza.","Hacha espada que presenta un
gato de inquietante sonrisa.
Mata sin dejar de sonreír.",1,35,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,05857298,"A worn Switch Axe with
unrealized potential. It
could perhaps be restored...","Potansiyeli henüz aç˘ōa ç˘kmam˘¿ y˘pranm˘¿
Dönü¿üm Baltas˘. Belki onar˘lsa...","Morpho-hache usée au
potentiel jamais utilisé.
En la restaurant...","Abgenutzte Morph-Axt mit
unerfülltem Potenzial. Man
könnte sie mal aufarbeiten!","Spad-ascia consunta dal
potenziale inespresso.
Almeno finora...","Hacha espada gastada con un
potencial aún por descubrir.
Quizá podría restaurarse...",1,36,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,ECE6D7AD,"A transcendent ancient edge
that once parted heaven. The
ultimate severance package.","Bir zamanlar göōü ikiye ay˘rm˘¿, çaōlar˘
a¿an kadim bir aō˘z. Kesmenin nihai hâli.","Lame ancienne et somptueuse
qui fendit jadis les cieux.
Le tranchant à l'état pur.","Überragende uralte Klinge,
die einst den Himmel teilte.
Für ultimative Trennung.","Antica lama trascendente
che squarciò i cieli.
Il massimo dell'affilatura.","Un filo antiguo e increíble
que partió el cielo en dos.
La mutiladora definitiva.",1,37,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,59AF11CD,"The earth-shaking axe swung
by a great hero as he smote
fiends, pectorals rippling.","Kaslar˘ dalgalan˘rken iblisleri biçen
büyük kahraman˘n yeri sarsan baltas˘.","Hache destructrice brandie
par un grand héros aux
muscles saillants.","Die Axt eines großen Helden,
die die Erde beben lies,
während er Feinde besiegte.","Ascia con cui un grande eroe
faceva tremare il mondo
gonfiando i pettorali.","El hacha que hacía temblar
la tierra en manos de un
gran héroe muy cachas.",1,38,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,A061C992,"A Switch Axe made from Kirin
spoils. It makes a valuable
weapon AND display item.","Kirin ganimetlerinden yap˘lm˘¿ Dönü¿üm
Baltas˘. Hem deōerli bir silah hem de
gösteri¿li bir süstür.","Morpho-hache à base de
Kirin. Arme précieuse et
objet de décoration.","Morph-Axt aus Kirin-
Material. Eine wertvolle
und schmucke Waffe.","Spad-ascia di Kirin.
Preziosa sia come arma, sia
come oggetto da esposizione.","Hacha espada hecha de restos
de Kirin. Valiosa como arma
y como objeto de exposición.",1,39,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,B7A170E1,"A Switch Axe made from Kirin
spoils. It makes a valuable
weapon AND display item.","Kirin ganimetlerinden yap˘lm˘¿ Dönü¿üm
Baltas˘. Hem deōerli bir silah hem de
gösteri¿li bir süstür.","Morpho-hache à base de
Kirin. Arme précieuse et
objet de décoration.","Morph-Axt aus Kirin-
Material. Eine wertvolle
und schmucke Waffe.","Spad-ascia di Kirin.
Preziosa sia come arma, sia
come oggetto da esposizione.","Hacha espada hecha de restos
de Kirin. Valiosa como arma
y como objeto de exposición.",1,40,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,C7CB846E,"A Switch Axe that embodies a
voracious Deviljho. Scars from
past battles line the surface.","Doymak bilmez Deviljho'yu temsil eden
Dönü¿üm Baltas˘. Yüzeyi eski sava¿lar˘n
izleriyle doludur.","Morpho-hache qui incarne un
Deviljho vorace. Des traces
témoignent de ses combats.","Morph-Axt in Form eines
gierigen Dämonjho. Narben
zieren die Oberfläche.","Spad-ascia ricoperta di
cicatrici che somiglia a
un vorace Deviljho.","Hacha espada que encarna a
un voraz Deviljho. Con marcas
visibles de viejas batallas.",1,41,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,EB6CAB99,"A Switch Axe forged with blood
from a brutal Deviljho. Leads
wielders to a life of butchery.","Vah¿i bir Deviljho'nun kan˘yla dövülmü¿
Dönü¿üm Baltas˘. Ku¿anan˘ kasapl˘kla dolu
bir hayata sürükler.","Morpho-hache forgée avec le
sang d'un Deviljho brutal.
Pour une vie de boucherie.","Morph-Axt aus dem Blut eines
grausamen Dämonjho. Wer sie
führt, wird zum Schlächter.","Spad-ascia forgiata col
sangue di Deviljho.
Chi la usa, diventa brutale.","Hacha espada forjada con
la sangre de un feroz Deviljho.
Encabezará muchas matanzas.",1,42,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,C0A64077,"An axe whose dark, divine
passenger shall rule in the
fallen world's second life.","ˇçindeki karanl˘k ilahi yolcunun, dü¿mü¿
dünyan˘n ikinci ya¿am˘nda hüküm süreceōi
bir balta.","Hache dont l'hôte divin et
obscur règnera après la
renaissance du monde déchu.","Ihre dunkle, göttliche Seele
wird im zweiten Leben der
gefallenen Welt regieren.","L'oscuro passeggero
di questa ascia regnerà sul
mondo alla fine dei tempi.","Hacha cuya alma, oscura y
divina, gobernará en la
próxima vida del mundo.",1,43,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,29C5E542,"O hero, let thy learning and
forgetting of eternal lore
be healed by sagacity.","Ey kahraman, ebedî bilgiyi öōreni¿in ve
unutu¿un bilgelikle iyile¿sin.","Héros, que la sagacité panse
ton apprentissage et ton
oubli du savoir ancestral.","O Held, möge Scharfsinn dein
Lernen und Vergessen der
ewigen Lehren heilen.","Eroe, che la sagacia arresti
lo sbiadire del sapere
eterno che hai appreso.","Oh, héroe, que la sagacidad
sane tu aprendizaje y tu
olvido de las tradiciones.",1,44,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,7BD3B608,"A fabled axe that killed the
legendary black dragon. It
has seen both agony and joy.","Efsanevi kara ejderhay˘ öldüren söylencevi
balta. Hem ˘st˘rab˘ hem sevinci görmü¿tür.","Hache légendaire qui tua
le grand dragon noir. A
connu la joie et l'agonie.","Tötete den legendären
schwarzen Drachen. Hat
Schmerz und Freude erlebt.","Ascia che uccise il
leggendario drago nero. Ha
conosciuto gioia e dolore.","Hacha legendaria que acabó
con el mitológico dragón. Ha
visto el dolor y la alegría.",1,45,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,1B143FED,"Despair was fated to return
to the world, as was the
fabled axe to be used again.","Umutsuzluōun dünyaya dönmesi kaderdi; bu
söylencevi baltan˘n yeniden kullan˘lmas˘
da öyle.","Le destin a voulu que le mal
revienne et que cette hache
légendaire soit réutilisée.","Mit der Verzweiflung kehrte
auch die sagenumwobene Axt
in die Welt zurück.","Era destino che il dolore
riemergesse nel mondo,
portato da questa ascia.","Se profetizó el retorno de
la desesperanza y del hacha
que acabaría con ella.",1,46,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,CF999221,dummy,dummy,dummy,dummy,dummy,dummy,1,47,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,B89EA2B7,dummy,dummy,dummy,dummy,dummy,dummy,1,48,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,2197F30D,dummy,dummy,dummy,dummy,dummy,dummy,1,49,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,BFF366AE,dummy,dummy,dummy,dummy,dummy,dummy,1,50,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,5690C39B,"A battle axe made from
Dah'ren Mohran parts. Lost
arts enhance its performance.","Dah'ren Mohran parçalar˘ndan yap˘lm˘¿
sava¿ baltas˘. Unutulmu¿ sanatlar
performans˘n˘ art˘r˘r.","Hache à base de Dah'ren
Mohran. Un savoir-faire
perdu a accru sa puissance.","Kampfaxt aus Dah'ren
Mohran. Verlorene Künste
verbessern ihre Leistung.","Ascia da guerra di Dah'ren
Mohran. Resa più potente con
tecniche ormai perdute.","Hacha de batalla hecha de
partes de Dah'ren Mohran.
Creada con artes olvidadas.",1,51,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,CC1D464F,"The earth-shaking axe swung
by a great hero as he smote
fiends, pectorals rippling.","Kaslar˘ dalgalan˘rken iblisleri biçen
büyük kahraman˘n yeri sarsan baltas˘.","Hache destructrice brandie
par un grand héros aux
muscles saillants.","Die Axt eines großen Helden,
die die Erde beben lies,
während er Feinde besiegte.","Ascia con cui un grande eroe
faceva tremare il mondo
gonfiando i pettorali.","El hacha que hacía temblar
la tierra en manos de un
gran héroe muy cachas.",1,52,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,BC77B2C0,"A stone axe made of ancient
ore, and an embodiment of
the unyielding human spirit.","Kadim cevherden yap˘lm˘¿ ta¿ balta; boyun
eōmeyen insan ruhunun vücut bulmu¿ hâli.","Hache de pierre en minerai
ancien incarnant l'esprit
inflexible des hommes.","Steinaxt aus uraltem Erz,
Inbegriff des unbeugsamen
menschlichen Geistes.","Ascia creata con minerali
antichi, incarna la tenacia
dello spirito umano.","Hacha de piedra de antiguos
minerales. Encarnación de un
espíritu humano indomable.",1,53,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,D506770E,"The axe of a hunter beyond
compare. Its blinding light
portends the king's return.","E¿i olmayan bir avc˘n˘n baltas˘. Göz
kama¿t˘ran ˘¿˘ō˘ kral˘n dönü¿ünü haber
verir.","Hache d'un chasseur hors
pair. Son éclat aveuglant
annonce le retour du roi.","Axt eines beispiellosen
Jägers. Ihr Licht verkündet
die Rückkehr des Königs.","Ascia di un cacciatore senza
pari. Il suo bagliore
annuncia il ritorno del re.","El hacha de un cazador sin
par. Su luz cegadora precede
al retorno del rey.",1,54,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,A56C8381,"An ebon Switch Axe, dark as
night. So fast, its swings are
nearly invisible.","Gece kadar kara, abanoz Dönü¿üm Baltas˘. O
kadar h˘zl˘d˘r ki savuru¿lar˘ neredeyse
görünmez.","Morpho-hache en ébène, noire
comme la nuit. Si rapide
qu'elle est quasi-invisible.","Morph-Axt aus Ebenholz.
So schnell, dass ihre Hiebe
fast unsichtbar sind.","Spad-ascia d'ebano, nera
come la notte. Così veloce
da essere invisibile.","Hacha espada de ébano, negra
como la noche. Tan rápida
que resulta casi invisible.",1,55,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,FE2B24CD,"An axe bestowed to a bold,
beautiful battle maiden whom
no bloodstain could sully.","Hiçbir kan lekesinin kirletemediōi cesur
ve güzel bir sava¿ç˘ k˘za armaōan edilen
balta.","Hache remise à une guerrière
belle et téméraire que le
sang ne pouvait souiller.","Geschenk an eine mutige,
schöne Kampfmagd, die
Blut nicht beflecken konnte.","Ascia donata a una guerriera
bella e coraggiosa che
non conosceva la sconfitta.","Hacha entregada a una bella
doncella guerrera a la que
la sangre jamás mancilló.",1,56,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,A871834B,"A Switch Axe given to hunters who
do great deeds for the Guild. Its
gold emblem is a badge of honor.","Lonca için büyük i¿ler ba¿aran avc˘lara
verilen Dönü¿üm Baltas˘. Alt˘n amblemi bir
onur ni¿an˘d˘r.","Morpho-hache offerte aux chasseurs
qui rendent service à la guilde. Son
emblème doré est un honneur.","Morph-Axt für Jäger, die für die
Gilde Großes leisten. Das Gold-
emblem ist ein Ehrenabzeichen.","Conferita a chi compie grandi
imprese per la Gilda. Lo stemma
dorato è una medaglia al valore.","Hacha espada otorgada a los
cazadores que realizan hazañas
para el gremio. Todo un honor.",1,57,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,975AE103,"The Ash Kecha Wacha's beauty
and strength condensed into a
tricky, shapeshifting Switch Axe.","Kül Rengi Kecha Wacha'n˘n güzellik ve
gücünün, hileli biçim deōi¿tiren bir
Dönü¿üm Baltas˘na yoōunla¿m˘¿ hâli.","La beauté et la force du Kecha
Wacha blanc concentrées sous
la forme d'une morpho-hache.","Die Schönheit und die Stärke des
Grauen Kecha Wachas gebündelt
in einer trickreichen Morph-Axt.","La bellezza e la forza del Kecha
Wacha cinereo condensate in
una spad-ascia trasformabile.","La belleza y la fuerza del Kecha
Wacha ceniciento condensadas en
un hacha espada.",1,58,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,AF1C4752,"A Switch Axe made from an Ivory
Lagiacrus. It scorches the earth
with lightning when swung.","Fildi¿i Lagiacrus'tan yap˘lm˘¿ Dönü¿üm
Baltas˘. Savrulduōunda y˘ld˘r˘mla topraō˘
kavurur.","Morpho-hache en Lagiacrus
ivoire. Dans un éclair,
elle brûle la terre.","Morph-Axt aus einem Elfenbein-
Lagiacrus. Versengt im Schwung
die Erde mit Blitzen.","Spad-ascia fatta di Lagiacrus
d'avorio. Scatena i fulmini
quando viene utilizzata.","Hacha espada de Lagiacrus
marmóreo. Abrasa la tierra
con rayos.",1,59,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,D81B77C4,"A Switch Axe made from an
Abyssal Lagiacrus. One swing can
make the seas boil with rage.","Uçurum Lagiacrus'tan yap˘lm˘¿ Dönü¿üm
Baltas˘. Tek savuru¿ denizleri öfkeden
kaynatabilir.","Morpho-hache en Lagiacrus
des abysses. Peut faire
bouillir les mers de rage.","Morph-Axt aus einem Tiefsee-
Lagiacrus. Ein Hieb bringt
die Meere zum Kochen.","Spad-ascia fatta di Lagiacrus
degli abissi, capace di far
ribollire i mari.","Hacha espada de Lagiacrus
del abismo. Su furia es capaz
de hacer hervir al mismo mar.",1,60,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,0E53B0B9,"A deadly Tigerstripe Zamtrios
Switch Axe that threatens foes
and unworthy wielders alike.","Ölümcül Kaplan Çizgili Zamtrios Dönü¿üm
Baltas˘. Dü¿mana da lay˘k olmayan
kullan˘c˘ya da tehdit olu¿turur.","Morpho-hache à base de Zamtrios
tigré qui menace les ennemis tout
comme les chasseurs indignes.","Tödliche Morph-Axt aus Gestreifter
Zamtrios, die sowohl Gegner als
auch unwürdige Träger bedroht.","Spad-ascia di Zamtrios tigrato che
mette in pericolo tanto i nemici
quanto i possessori incauti.","Letal hacha espada hecha a partir
del Zamtrios atigrado que amenaza
a la presa y al que no la merece.",1,61,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,093E74A0,"A Switch Axe whose glare evokes a
Brachydios's wrath. The mechanism
triggers a whole wave of blasts.","Par˘lt˘s˘ Brachydios'un gazab˘n˘
çaōr˘¿t˘ran Dönü¿üm Baltas˘. Mekanizmas˘
pe¿ pe¿e patlamalar ba¿lat˘r.","Morpho-hache dont l'éclat évoque
la fureur du Brachydios. Elle peut
lancer une vague d'explosions.","Ihr Glanz ruft den Zorn eines
Brachydios wach. Der Mechanismus
löst eine Explosionswelle aus.","Spad-ascia nel cui fulgore si cela
la collera del Brachydios. Libera
copiose ondate di colpi.","Hacha espada cuyo brillo evoca la
ira del Brachydios. El mecanismo
activa una oleada de ataques.",1,62,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,E9EB9DBE,"A Switch Axe put together from
Jaggi and Ioprey parts. Inspires
one to explore new frontiers.","Jaggi ve Ioprey parçalar˘ndan
birle¿tirilmi¿ Dönü¿üm Baltas˘. Yeni
ufuklar˘ ke¿fetme isteōi uyand˘r˘r.","Morpho-hache associant des parties
de Jaggi et d'Ioprey. Elle pousse son
porteur à explorer l'inconnu.","Morph-Axt aus Jaggi- und
Ioprey-Teilen. Inspiriert zur
Erforschung neuer Gebiete.","Spad-ascia ricavata da parti di
Jaggi e Ioprey. Spinge a scoprire
nuovi territori.","Hacha espada hecha de partes de
Ioprey y Jaggi. Saca a relucir
la vena exploradora.",1,63,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,174881F8,"A Switch Axe with twitching eyes.
The hungry tongue darts at prey
faster than desert air changes.","Gözleri seōiren bir Dönü¿üm Baltas˘. Aç
dili, çöl havas˘n˘n deōi¿mesinden bile
h˘zl˘ av˘na at˘l˘r.","Morpho-hache dotée d'yeux
scintillants. Sa langue fond sur les
proies comme le vent du désert.","Morph-Axt mit zuckenden Augen.
Die hungrige Zunge schießt
blitzschnell auf ihre Beute zu.","Spad-ascia dagli occhi frementi.
La lingua è repentina come
le escursioni termiche del deserto.","Hacha espada con ojos. La lengua
hambrienta va a por la presa
veloz como el viento.",1,64,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,DF76B3DD,"A scarlet axe that houses an
Agnaktor soul. Reduces
prey to ash in a stroke.","Agnaktor ruhunu bar˘nd˘ran k˘z˘l balta.
Tek darbede av˘n˘ küle çevirir.","Hache écarlate abritant une
âme d'Agnaktor. Réduit ses
proies en cendre en un coup.","Eine dunkelrote Axt, in der
eine Agnaktor-Seele haust.
Gegner zerfallen zu Staub.","Ascia scarlatta che ospita
l'anima di un Agnaktor.
Polverizza le sue prede.","Hacha escarlata que encierra
el alma de un Agnaktor.
Reduce a cenizas.",1,65,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,467FE267,"A Switch Axe made from the
spiked armor of a Diablos. It
rends flesh right off the bone.","Diablos'un dikenli z˘rh˘ndan yap˘lm˘¿
Dönü¿üm Baltas˘. Eti kemikten söküp al˘r.","Morpho-hache en armure
à pointes de Diablos.
Arrache la peau des os.","Morph-Axt aus der stacheligen
Rüstung eines Diablos.
Trennt Fleisch von Knochen.","Spad-ascia fatta con
spuntoni di Diablos.
Stacca la carne dalle ossa.","Hacha espada de armadura de
púas de Diablos. Desgarra la
carne y la separa del hueso.",1,66,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,EA2D1546,"A Switch Axe from the polished
armor of a desert tyrant. It is
a fearsome and brutal weapon.","Çöl tiran˘n˘n parlat˘lm˘¿ z˘rh˘ndan
yap˘lm˘¿ Dönü¿üm Baltas˘. Korkutucu ve
ac˘mas˘z bir silaht˘r.","Morpho-hache en armure polie
d'un tyran du désert. Arme
redoutable et brutale.","Morph-Axt aus der polierten
Rüstung eines Wüstentyrannen.
Furchterregend und grausam.","Spad-ascia spaventosa e brutale,
realizzata lavorando l'armatura
del tiranno del deserto.","Hacha espada de la armadura
de un tirano del desierto.
Arma temible y brutal.",1,67,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,3178D2F1,"A Switch Axe with the soul of
a black tyrant. Its wielder's
heart is consumed by bloodlust.","Kara bir tiran˘n ruhunu ta¿˘yan Dönü¿üm
Baltas˘. Ku¿anan˘n kalbini kan susuzluōu
ele geçirir.","Morpho-hache faite de l'âme
d'un tyran noir. Une soif de
sang consume l'utilisateur.","Morph-Axt mit der Seele eines
schwarzen Tyrannen. Ihr Träger
lechzt nach Blut.","Spad-ascia che racchiude
l'anima di un tiranno e rende
assetati di sangue.","Hacha espada con el alma de
una tirana negra. Consume el
alma con su sed de sangre.",1,68,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,9037251A,"A Switch Axe whose Affinity
changes when its wielder
overcomes the Frenzy.","Ku¿anan avc˘ Ç˘lg˘nl˘ō˘ atlatt˘ō˘nda
Kritik Oran˘ deōi¿en Dönü¿üm Baltas˘.","Morpho-hache dont l'affinité
change quand son porteur
triomphe du virus de la furie.","Morph-Axt, die die Affinität
wechselt, wenn ihr Träger
die Raserei überwindet.","Spad-ascia la cui affinità muta
quando chi la brandisce debella
la frenesia.","Hacha espada cuya afinidad cambia
cuando su portador supera la
cólera.",1,69,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,03A9085E,"A Switch Axe made from the
tough, elastic shell of a Volvidon.
It's surprisingly flexible.","Volvidon'un sert ve esnek kabuōundan
yap˘lm˘¿ Dönü¿üm Baltas˘. Ūa¿˘rt˘c˘ ölçüde
esnektir.","Morpho-hache en carapace
de Volvidon. Robuste,
élastique et flexible.","Morph-Axt aus hartem, aber
elastischen Volvidon-Panzer.
Überraschend flexibel.","Flessibile spad-ascia fatta
con la corazza elastica di
un Volvidon.","Hacha espada hecha con un
caparazón de Volvidon: elástico
pero resistente. Muy flexible.",1,70,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,7E394436,"A Switch Axe that threatens to
wash away the land itself. The
ensuing rainbow promises victory.","Yeryüzünü silip süpürecekmi¿ gibi duran
Dönü¿üm Baltas˘. Ard˘ndan beliren
gökku¿aō˘ zafer vaat eder.","Capable de dévaster la terre.
L'arc-en-ciel qui suit chaque coup
est une promesse de victoire.","Diese Morph-Axt droht, das Land
wegzuspülen. Der darauffolgende
Regenbogen verspricht den Sieg.","Spad-ascia che inonda la terra, per
poi sprigionare un arcobaleno che
è presagio di vittoria.","Hacha espada que amenaza con
inundar la tierra. El arco iris
resultante promete la victoria.",1,71,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,604FB16E,"A fiery fang in the Flame
Emperor's arsenal. On scarlet
wings, it races through the sky.","Alev ˇmparatoru'nun cephaneliōindeki
ate¿li di¿. K˘z˘l kanatlarla göōü yararak
ilerler.","Un croc enflammé dans l'arsenal
de l'Empereur du feu. Elle fend le
ciel sur ses ailes grenat.","Feuriger Reißzahn im Flammenkai-
ser-Arsenal. Saust auf scharlach-
roten Flügeln durch den Himmel.","Zanna ardente dell'arsenale
dell'imperatore della fiamma.
Spicca il volo su ali scarlatte.","Un colmillo amenazador en el
arsenal del emperador de fuego.
Surca el cielo con alas rojas.",1,72,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,8E41D042,"A Switch Axe with wings of steel.
Its deep cold is said to drink
the life force of the wielder.","Çelik kanatl˘ Dönü¿üm Baltas˘. Derin
soōuōunun ku¿anan˘n ya¿am gücünü içtiōi
söylenir.","Morpho-hache glaciale aux ailes
d'acier. On dit qu'elle draine la
force de celui qui la brandit.","Morph-Axt mit Stahlflügeln.
Ihre Eiseskälte soll die Lebens-
kraft des Trägers trinken.","Spad-ascia con ali d'acciaio.
La sua anima glaciale si nutre
della linfa vitale del possessore.","Hacha espada con alas de acero.
Se dice que su frialdad se bebe
la fuerza vital del portador.",1,73,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,E05DD195,"An immortal Switch Axe whose icy
blade flies with silver wings and
feeds upon sacrificial blood.","Gümü¿ kanatlarla uçan buzlu aōz˘ kurban
kan˘yla beslenen ölümsüz Dönü¿üm Baltas˘.","Morpho-hache immortelle dont la
lame glaciale aux ailes d'argent
se repaît du sang de ses victimes.","Unsterbliche Morph-Axt, deren
eisige Klinge mit Silberflügeln
fliegt und Opferblut trinkt.","Spad-ascia immortale la cui lama
di ghiaccio vola su ali argentee
nutrendosi di sangue sacrificale.","Hacha espada inmortal cuya hoja
helada vuela con alas plateadas y
se alimenta de sangre.",1,74,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,7954802F,"Ninth came sunset, and Shah
Dalamadur created heaven to
catch the earth below.","Dokuzuncu gün bat˘m˘nda Shah Dalamadur,
a¿aō˘daki yeryüzünü tutacak gökleri
yaratt˘.","Au crépuscule du neuvième jour,
Shah Dalamadur créa les cieux
afin d'attraper la terre.","Beim neunten Sonnenuntergang
erschuf Shah Dalamadur den
Himmel, um die Erde aufzufangen.","Al nono tramonto, Shah Dalamadur
creò il cielo affinché ostruisse
la terra sottostante.","Llegó el noveno atardecer y
el Zar Dalamadur creó el cielo
para atrapar la tierra bajo él.",1,75,134,eng\msg\AxeExp_eng
eng/data/core_common.arc,AxeExp,9EECAD28,"A demonic Switch Axe used long
ago in ritual sacrifice. Its edge
glows as life fills it.","Uzun zaman önce kurban ayinlerinde
kullan˘lan ¿eytani Dönü¿üm Baltas˘. Canla
doldukça aōz˘ parlar.","Morpho-hache démoniaque jadis
utilisée pour les sacrifices rituels.
Sa lame luit quand la vie l'emplit.","Wurde einst für Opferrituale ver-
wendet. Die Schneide leuchtet,
wenn sie mit Leben gefüllt wird.","Spad-ascia demoniaca utilizzata in
antichi riti sacrificali. La lama
si illumina se irrorata di vita.","Hacha espada demoníaca usada
hace mucho tiempo en sacrificios.
Su filo brilla al beber vidas.",1,76,134,eng\msg\AxeExp_eng
