file,index,hash,language_hint,original,translation_tr
Item.ttb,2433,95161B70,ja/mixed,ピクセルシール No.223,
Item.ttb,2434,9517F7DD,latin,SELO DE PIXEL No.223,
Item.ttb,2435,95175823,latin,PIXELSTICKERNR. 223,
Item.ttb,2436,951893BC,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.223,
Item.ttb,2437,96185289,empty,,
Item.ttb,2438,961682C7,latin,P-SCA HAMAL,
Item.ttb,2439,96162D68,latin,P-SCA HAMAL,
Item.ttb,2440,95DAB68B,empty,,
Item.ttb,2441,96168006,latin,P-SCA HAMAL,
Item.ttb,2442,9617B9F8,latin,P-SCA HAMAL,
Item.ttb,2443,9616CFE3,latin,P-SCA HAMAL,
Item.ttb,2444,9617FD2A,ja/mixed,P-SCA ハマル,
Item.ttb,2445,96525818,empty,,
Item.ttb,2446,9619D997,latin,P-SCA HAMAL,
Item.ttb,2447,961939DD,latin,P-SCA HAMAL,
Item.ttb,2448,961A7576,latin,P-SCA HAMAL,
Item.ttb,2449,96943776,latin,TB-H ARCTURUS,
Item.ttb,2450,96578546,empty,,
Item.ttb,2451,96948A14,latin,TB-H ARCTURUS,
Item.ttb,2452,96A7E9D0,latin,SELO DE PIXEL No.109,
Item.ttb,2453,96A43DA1,latin,PIXELSTICKER Nr. 109,
Item.ttb,2454,96965C97,empty,,
Item.ttb,2455,9695C406,latin,TB-H ARCTURUS,
Item.ttb,2456,9694D9F1,latin,TB-H ARCTURUS,
Item.ttb,2457,96960738,ja/mixed,TB-H アルクトゥルス,
Item.ttb,2458,9697E3A5,latin,TB-H ARCTURUS,
Item.ttb,2459,969743EB,latin,TB-H ARCTURUS,
Item.ttb,2460,96987F84,latin,TB-H ARCTURUS,
Item.ttb,2461,96A5CA31,latin,STICKER PIXEL N. 109,
Item.ttb,2462,96A49300,latin,PIXEL STICKER N°109,
Item.ttb,2463,96A4903F,latin,PIXEL STICKER No.109,
Item.ttb,2464,96A4E01C,latin,AUTOCOLLANT PIXEL N°109,
Item.ttb,2465,96A662C2,empty,,
Item.ttb,2466,96A60D63,ja/mixed,ピクセルシール No.109,
Item.ttb,2467,96A74A16,latin,PIXELSTICKERNR. 109,
Item.ttb,2468,97557623,latin,STICKER PIXEL N. 170,
Item.ttb,2469,9753E993,latin,PIXELSTICKER Nr. 170,
Item.ttb,2470,96B1A426,empty,,
Item.ttb,2471,96A885AF,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.109,
Item.ttb,2472,96B6D154,empty,,
Item.ttb,2473,97543EF2,latin,PIXEL STICKER N°170,
Item.ttb,2474,97543C31,latin,PIXEL STICKER No.170,
Item.ttb,2475,97548C0E,latin,AUTOCOLLANT PIXEL N°170,
Item.ttb,2476,975795C2,latin,SELO DE PIXEL No.170,
Item.ttb,2477,97560EB4,empty,,
Item.ttb,2478,9755B955,ja/mixed,ピクセルシール No.170,
Item.ttb,2479,9756F608,latin,PIXELSTICKERNR. 170,
Item.ttb,2480,9761DA4A,empty,,
Item.ttb,2481,975831A1,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.170,
Item.ttb,2482,97670778,empty,,
Item.ttb,2483,99759B13,latin,SELO DE PIXEL No.018,
Item.ttb,2484,99455875,latin,RR-F-AG CARME,
Item.ttb,2485,98490818,latin,SELO DE PIXEL No.059,
Item.ttb,2486,9846E879,latin,STICKER PIXEL N. 059,
Item.ttb,2487,9845B148,latin,PIXEL STICKER N°059,
Item.ttb,2488,9845AE87,latin,PIXEL STICKER No.059,
Item.ttb,2489,9845FE64,latin,AUTOCOLLANT PIXEL N°059,
Item.ttb,2490,9847810A,empty,,
Item.ttb,2491,98472BAB,ja/mixed,ピクセルシール No.059,
Item.ttb,2492,9848685E,latin,PIXELSTICKERNR. 059,
Item.ttb,2493,98D65EE4,empty,,
Item.ttb,2494,98AD1042,empty,,
Item.ttb,2495,9849A3F7,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.059,
Item.ttb,2496,98B23D70,empty,,
Item.ttb,2497,99450316,latin,RR-F-AG CARME,
Item.ttb,2498,98DB8C12,empty,,
Item.ttb,2499,994555B4,latin,RR-F-AG CARME,
Item.ttb,2500,9971EEE4,latin,PIXELSTICKER Nr. 018,
Item.ttb,2501,99472837,empty,,
Item.ttb,2502,99468FA6,latin,RR-F-AG CARME,
Item.ttb,2503,9945A591,latin,RR-F-AG CARME,
Item.ttb,2504,9946D2D8,ja/mixed,RR-F-AG カルメ,
Item.ttb,2505,9948AF45,latin,RR-F-AG CARME,
Item.ttb,2506,99480F8B,latin,RR-F-AG CARME,
Item.ttb,2507,99494B24,latin,RR-F-AG CARME,
Item.ttb,2508,99737B74,latin,STICKER PIXEL N. 018,
Item.ttb,2509,99724443,latin,PIXEL STICKER N°018,
Item.ttb,2510,99724182,latin,PIXEL STICKER No.018,
Item.ttb,2511,9972915F,latin,AUTOCOLLANT PIXEL N°018,
Item.ttb,2512,99741405,empty,,
Item.ttb,2513,9973BEA6,ja/mixed,ピクセルシール No.018,
Item.ttb,2514,9974FB59,latin,PIXELSTICKERNR. 018,
Item.ttb,2515,9D82D4B6,latin,PIXELSTICKER Nr. 160,
Item.ttb,2516,9B438C30,latin,PIXEL STICKER N°213,
Item.ttb,2517,9A47E576,empty,,
Item.ttb,2518,9A42B848,empty,,
Item.ttb,2519,997636F2,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.018,
Item.ttb,2520,9A437E6F,empty,,
Item.ttb,2521,9B4336D1,latin,PIXELSTICKER Nr. 213,
Item.ttb,2522,9A48AB9D,empty,,
Item.ttb,2523,9B43896F,latin,PIXEL STICKER No.213,
Item.ttb,2524,9B455BF2,empty,,
Item.ttb,2525,9B44C361,latin,STICKER PIXEL N. 201,
Item.ttb,2526,9B43D94C,latin,AUTOCOLLANT PIXEL N°213,
Item.ttb,2527,9B450693,ja/mixed,ピクセルシール No.213,
Item.ttb,2528,9B46E300,latin,SELO DE PIXEL No.213,
Item.ttb,2529,9B464346,latin,PIXELSTICKERNR. 213,
Item.ttb,2530,9B477EDF,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.213,
Item.ttb,2531,9D8680E5,latin,SELO DE PIXEL No.160,
Item.ttb,2532,9D846146,latin,STICKER PIXEL N. 160,
Item.ttb,2533,9D832A15,latin,PIXEL STICKER N°160,
Item.ttb,2534,9D832754,latin,PIXEL STICKER No.160,
Item.ttb,2535,9D837731,latin,AUTOCOLLANT PIXEL N°160,
Item.ttb,2536,9D84F9D7,empty,,
Item.ttb,2537,9D84A478,ja/mixed,ピクセルシール No.160,
Item.ttb,2538,9D85E12B,latin,PIXELSTICKERNR. 160,
Item.ttb,2539,9E33DE9F,empty,,
Item.ttb,2540,9DD49291,empty,,
Item.ttb,2541,9D871CC4,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.160,
Item.ttb,2542,9DD9BFBF,empty,,
Item.ttb,2543,9E390BCD,empty,,
Item.ttb,2544,9E34A4C6,empty,,
Item.ttb,2545,AEE3A59F,latin,AUTOCOLLANT PIXEL N°171,
Item.ttb,2546,A5C48710,latin,P-DOW MURZIM,
Item.ttb,2547,A1752E69,latin,PIXELSTICKERNR. 203,
Item.ttb,2548,9F71950D,empty,,
Item.ttb,2549,9EFE4BAF,ja/mixed,P-SGV アトリア 02,
Item.ttb,2550,9E775381,latin,PIXELSTICKERNR. 049,
Item.ttb,2551,9E74E987,latin,AUTOCOLLANT PIXEL N°049,
Item.ttb,2552,9E7499AA,latin,PIXEL STICKER No.049,
Item.ttb,2553,9E74470C,latin,PIXELSTICKER Nr. 049,
Item.ttb,2554,9E749C6B,latin,PIXEL STICKER N°049,
Item.ttb,2555,9E7616CE,ja/mixed,ピクセルシール No.049,
Item.ttb,2556,9E75D39C,latin,STICKER PIXEL N. 049,
Item.ttb,2557,9E766C2D,empty,,
Item.ttb,2558,9EFCCE8B,latin,P-SGV ATRIA 02,
Item.ttb,2559,9E788F1A,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.049,
Item.ttb,2560,9E77F33B,latin,SELO DE PIXEL No.049,
Item.ttb,2561,9EFC7BED,latin,P-SGV ATRIA 02,
Item.ttb,2562,9EFD1E68,latin,P-SGV ATRIA 02,
Item.ttb,2563,9EFCD14C,latin,P-SGV ATRIA 02,
Item.ttb,2564,9EFE087D,latin,P-SGV ATRIA 02,
Item.ttb,2565,9F645350,latin,HAMBURGER,
Item.ttb,2566,9F00C3FB,latin,P-SGV ATRIA 02,
Item.ttb,2567,9EFF8862,latin,P-SGV ATRIA 02,
Item.ttb,2568,9EFEA10E,empty,,
Item.ttb,2569,9F00281C,latin,P-SGV ATRIA 02,
Item.ttb,2570,9F640373,latin,HAMBURGER,
Item.ttb,2571,9F63B0D5,latin,HAMBURGER,
Item.ttb,2572,9F640634,latin,HAMBURGUESA,
Item.ttb,2573,9F66BD4A,latin,HAMBURGER,
Item.ttb,2574,9F658097,ja/mixed,ハンバーガー,
Item.ttb,2575,9F653D65,latin,HAMBURGER,
Item.ttb,2576,9F65D5F6,empty,,
Item.ttb,2577,9F67F8E3,other,БУРГЕР,
Item.ttb,2578,9F675D04,latin,HAMBÚRGUER,
Item.ttb,2579,9F6C67DF,empty,,
Item.ttb,2580,A082AE6F,latin,EB-HE ANKAA 01,
Item.ttb,2581,9FA3E67C,latin,PIXELSTICKERNR. 008,
Item.ttb,2582,9FA17C82,latin,AUTOCOLLANT PIXEL N°008,
Item.ttb,2583,9FA12CA5,latin,PIXEL STICKER No.008,
Item.ttb,2584,9FA0DA07,latin,PIXELSTICKER Nr. 008,
Item.ttb,2585,9FA12F66,latin,PIXEL STICKER N°008,
Item.ttb,2586,9FA2A9C9,ja/mixed,ピクセルシール No.008,
Item.ttb,2587,9FA26697,latin,STICKER PIXEL N. 008,
Item.ttb,2588,9FA2FF28,empty,,
Item.ttb,2589,9FCFF1F6,empty,,
Item.ttb,2590,9FA52215,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.008,
Item.ttb,2591,9FA48636,latin,SELO DE PIXEL No.008,
Item.ttb,2592,9FCAC4C8,empty,,
Item.ttb,2593,A0825E92,latin,EB-HE ANKAA 01,
Item.ttb,2594,A0820BF4,latin,EB-HE ANKAA 01,
Item.ttb,2595,A0826153,latin,EB-HE ANKAA 01,
Item.ttb,2596,A15EEB65,empty,,
Item.ttb,2597,A0851869,latin,EB-HE ANKAA 01,
Item.ttb,2598,A083DBB6,ja/mixed,EB-ME アンカ 01,
Item.ttb,2599,A0839884,latin,EB-HE ANKAA 01,
Item.ttb,2600,A0843115,empty,,
Item.ttb,2601,A0865402,latin,EB-HEANKAA 01,
Item.ttb,2602,A085B823,latin,EB-HE ANKAA 01,
Item.ttb,2603,A159BE37,empty,,
Item.ttb,2604,A172C46F,latin,AUTOCOLLANT PIXEL N°203,
Item.ttb,2605,A1727492,latin,PIXEL STICKER No.203,
Item.ttb,2606,A17221F4,latin,PIXELSTICKER Nr. 203,
Item.ttb,2607,A1727753,latin,PIXEL STICKER N°203,
Item.ttb,2608,A173F1B6,ja/mixed,ピクセルシール No.203,
Item.ttb,2609,A173AE84,latin,STICKER PIXEL N. 201,
Item.ttb,2610,A1744715,empty,,
Item.ttb,2611,A28974EC,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.191,
Item.ttb,2612,A21CBA31,latin,TB-RT NAOS,
Item.ttb,2613,A1CAE616,empty,,
Item.ttb,2614,A1A23428,empty,,
Item.ttb,2615,A1766A02,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.203,
Item.ttb,2616,A175CE23,latin,SELO DE PIXEL No.203,
Item.ttb,2617,A19D06FA,empty,,
Item.ttb,2618,A1BE3773,empty,,
Item.ttb,2619,A1B90A45,empty,,
Item.ttb,2620,A1C5B8E8,empty,,
Item.ttb,2621,A21A5037,latin,TB-RT NAOS,
Item.ttb,2622,A21A005A,latin,TB-RT NAOS,
Item.ttb,2623,A219ADBC,latin,TB-RT NAOS,
Item.ttb,2624,A21A031B,latin,TB-RT NAOS,
Item.ttb,2625,A21B7D7E,ja/mixed,TB-RT ナオス,
Item.ttb,2626,A21B3A4C,latin,TB-RT NAOS,
Item.ttb,2627,A21BD2DD,empty,,
Item.ttb,2628,A2857F7C,latin,PIXEL STICKER No.191,
Item.ttb,2629,A22A3224,empty,,
Item.ttb,2630,A21DF5CA,latin,TB-RT NAOS,
Item.ttb,2631,A21D59EB,latin,TB-RT NAOS,
Item.ttb,2632,A22504F6,empty,,
Item.ttb,2633,A28131CC,empty,,
Item.ttb,2634,A27C049E,empty,,
Item.ttb,2635,A2852CDE,latin,PIXELSTICKER Nr. 191,
Item.ttb,2636,A286FCA0,ja/mixed,ピクセルシール No.191,
Item.ttb,2637,A285CF59,latin,AUTOCOLLANT PIXEL N°191,
Item.ttb,2638,A285823D,latin,PIXEL STICKER N°191,
Item.ttb,2639,A286B96E,latin,STICKER PIXEL N. 191,
Item.ttb,2640,A2883953,latin,PIXELSTICKERNR. 191,
Item.ttb,2641,A28751FF,empty,,
Item.ttb,2642,A288D90D,latin,SELO DE PIXEL No.191,
Item.ttb,2643,A4A3D4AA,latin,AUTOCOLLANT PIXEL N°039,
Item.ttb,2644,A3B38F9B,ja/mixed,ピクセルシール No.150,
Item.ttb,2645,A3B21277,latin,PIXEL STICKER No.150,
Item.ttb,2646,A38327B2,empty,,
Item.ttb,2647,A37DFA84,empty,,
Item.ttb,2648,A3B1BFD9,latin,PIXELSTICKER Nr. 150,
Item.ttb,2649,A3B26254,latin,AUTOCOLLANT PIXEL N°150,
Item.ttb,2650,A3B21538,latin,PIXEL STICKER N°150,
Item.ttb,2651,A3B34C69,latin,STICKER PIXEL N. 150,
Item.ttb,2652,A3B607E7,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.150,
Item.ttb,2653,A3B4CC4E,latin,PIXELSTICKERNR. 150,
Item.ttb,2654,A3B3E4FA,empty,,
Item.ttb,2655,A3B56C08,latin,SELO DE PIXEL No.150,
Item.ttb,2656,A4A384CD,latin,PIXEL STICKER No.039,
Item.ttb,2657,A4A3322F,latin,PIXELSTICKER Nr. 039,
Item.ttb,2658,A4A3878E,latin,PIXEL STICKER N°039,
Item.ttb,2659,A55011BC,empty,,
Item.ttb,2660,A4A63EA4,latin,PIXELSTICKERNR. 039,
Item.ttb,2661,A4A501F1,ja/mixed,ピクセルシール No.039,
Item.ttb,2662,A4A4BEBF,latin,STICKER PIXEL N. 039,
Item.ttb,2663,A4A55750,empty,,
Item.ttb,2664,A4A77A3D,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.039,
Item.ttb,2665,A4A6DE5E,latin,SELO DE PIXEL No.039,
Item.ttb,2666,A54AE48E,empty,,
Item.ttb,2667,A5BC0C6D,empty,,
Item.ttb,2668,A5AF5DCA,empty,,
Item.ttb,2669,A5AA309C,empty,,
Item.ttb,2670,A5B6DF3F,empty,,
Item.ttb,2671,A5C4844F,latin,P-DOW MURZIM,
Item.ttb,2672,A5C431B1,latin,P-DOW MURZIM,
Item.ttb,2673,AAD5C981,latin,SELO DE PIXEL No.029,
Item.ttb,2674,A8B7C430,latin,SELO DE PIXEL No.181,
Item.ttb,2675,A6769F3D,empty,,
Item.ttb,2676,A6162B4D,empty,,
Item.ttb,2677,A5C656D2,empty,,
Item.ttb,2678,A5C5BE41,latin,P-DOW MURZIM,
Item.ttb,2679,A5C4D42C,latin,P-DOW MURZIM,
Item.ttb,2680,A5C60173,ja/mixed,P-DOW ムルジム,
Item.ttb,2681,A5C7DDE0,latin,P-DOW MURZIM,
Item.ttb,2682,A5C73E26,latin,P-DOW MURZIM,
Item.ttb,2683,A5C879BF,latin,P-DOW MURZIM,
Item.ttb,2684,A674CF7B,latin,PIXEL STICKER N°234,
Item.ttb,2685,A6747A1C,latin,PIXELSTICKER Nr. 234,
Item.ttb,2686,A61B587B,empty,,
Item.ttb,2687,A674CCBA,latin,PIXEL STICKER No.234,
Item.ttb,2688,A67606AC,latin,STICKER PIXEL N. 201,
Item.ttb,2689,A6751C97,latin,AUTOCOLLANT PIXEL N°234,
Item.ttb,2690,A67649DE,ja/mixed,ピクセルシール No.234,
Item.ttb,2691,A8B41801,latin,PIXELSTICKER Nr. 181,
Item.ttb,2692,A7C00DFB,empty,,
Item.ttb,2693,A678264B,latin,SELO DE PIXEL No.234,
Item.ttb,2694,A6778691,latin,PIXELSTICKERNR. 234,
Item.ttb,2695,A678C22A,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.234,
Item.ttb,2696,A8175236,empty,,
Item.ttb,2697,A7C53B29,empty,,
Item.ttb,2698,A81C7F64,empty,,
Item.ttb,2699,A8B5A491,latin,STICKER PIXEL N. 181,
Item.ttb,2700,A8B46D60,latin,PIXEL STICKER N°181,
Item.ttb,2701,A8B46A9F,latin,PIXEL STICKER No.181,
Item.ttb,2702,A8B4BA7C,latin,AUTOCOLLANT PIXEL N°181,
Item.ttb,2703,A8B63D22,empty,,
Item.ttb,2704,A8B5E7C3,ja/mixed,ピクセルシール No.181,
Item.ttb,2705,A8B72476,latin,PIXELSTICKERNR. 181,
Item.ttb,2706,A9E2D01D,empty,,
Item.ttb,2707,A9AC6C9D,empty,,
Item.ttb,2708,A94071EC,empty,,
Item.ttb,2709,A93B44BE,empty,,
Item.ttb,2710,A8B8600F,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.181,
Item.ttb,2711,A93C0AE5,empty,,
Item.ttb,2712,A9A73F6F,empty,,
Item.ttb,2713,A9413813,empty,,
Item.ttb,2714,A9A80596,empty,,
Item.ttb,2715,A9E1005B,latin,PIXEL STICKER N°140,
Item.ttb,2716,A9E0AAFC,latin,PIXELSTICKER Nr. 140,
Item.ttb,2717,A9AD32C4,empty,,
Item.ttb,2718,A9E0FD9A,latin,PIXEL STICKER No.140,
Item.ttb,2719,A9E2378C,latin,STICKER PIXEL N. 140,
Item.ttb,2720,A9E14D77,latin,AUTOCOLLANT PIXEL N°140,
Item.ttb,2721,A9E27ABE,ja/mixed,ピクセルシール No.140,
Item.ttb,2722,AAD21D52,latin,PIXELSTICKER Nr. 029,
Item.ttb,2723,AA0751A4,empty,,
Item.ttb,2724,A9E4572B,latin,SELO DE PIXEL No.140,
Item.ttb,2725,A9E3B771,latin,PIXELSTICKERNR. 140,
Item.ttb,2726,A9E4F30A,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.140,
Item.ttb,2727,AA45CC72,empty,,
Item.ttb,2728,AA0C7ED2,empty,,
Item.ttb,2729,AA4AF9A0,empty,,
Item.ttb,2730,AAD3A9E2,latin,STICKER PIXEL N. 029,
Item.ttb,2731,AAD272B1,latin,PIXEL STICKER N°029,
Item.ttb,2732,AAD26FF0,latin,PIXEL STICKER No.029,
Item.ttb,2733,AAD2BFCD,latin,AUTOCOLLANT PIXEL N°029,
Item.ttb,2734,AAD44273,empty,,
Item.ttb,2735,AAD3ED14,ja/mixed,ピクセルシール No.029,
Item.ttb,2736,AAD529C7,latin,PIXELSTICKERNR. 029,
Item.ttb,2737,AC64CB0F,latin,P-AF SCHEDAR,
Item.ttb,2738,ABBCA4D6,latin,UVAS,
Item.ttb,2739,AB8355D4,latin,STICKER PIXEL N. 090,
Item.ttb,2740,AB81C944,latin,PIXELSTICKER Nr. 090,
Item.ttb,2741,AB3CEE3C,empty,,
Item.ttb,2742,AAD66560,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.029,
Item.ttb,2743,AB421B6A,empty,,
Item.ttb,2744,AB821EA3,latin,PIXEL STICKER N°090,
Item.ttb,2745,AB821BE2,latin,PIXEL STICKER No.090,
Item.ttb,2746,AB826BBF,latin,AUTOCOLLANT PIXEL N°090,
Item.ttb,2747,AB857573,latin,SELO DE PIXEL No.090,
Item.ttb,2748,AB83EE65,empty,,
Item.ttb,2749,AB839906,ja/mixed,ピクセルシール No.090,
Item.ttb,2750,AB84D5B9,latin,PIXELSTICKERNR. 090,
Item.ttb,2751,ABBC4F77,latin,WEINTRAUBEN,
Item.ttb,2752,AB861152,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.090,
Item.ttb,2753,ABBCA215,latin,GRAPES,
Item.ttb,2754,AC611EE0,latin,P-AF SCHEDAR,
Item.ttb,2755,ABBE7498,empty,,
Item.ttb,2756,ABBDDC07,latin,UVA,
Item.ttb,2757,ABBCF1F2,latin,RAISINS,
Item.ttb,2758,ABBE1F39,ja/mixed,ぶどう,
Item.ttb,2759,ABBFFBA6,latin,UVAS,
Item.ttb,2760,ABBF5BEC,latin,DRUIVEN,
Item.ttb,2761,ABC09785,other,ВИНОГРАД,
Item.ttb,2762,AC62AB70,latin,P-AF SCHEDAR,
Item.ttb,2763,AC61743F,latin,P-AF SCHEDAR,
Item.ttb,2764,AC61717E,latin,P-AF SCHEDAR,
Item.ttb,2765,AC61C15B,latin,P-AF SCHEDAR,
Item.ttb,2766,AC634401,empty,,
Item.ttb,2767,AC62EEA2,ja/mixed,P-AF シェダル,
Item.ttb,2768,AC642B55,latin,P-AF SCHEDAR,
Item.ttb,2769,ACA4F1CF,latin,STICKER PIXEL N. 201,
Item.ttb,2770,AC7E7E74,empty,,
Item.ttb,2771,AC7CAEB2,latin,P-AAH RIGEL CA,
Item.ttb,2772,AC7C5953,latin,P-AAH RIGEL CA,
Item.ttb,2773,AC6566EE,latin,P-AF SCHEDAR,
Item.ttb,2774,AC7CABF1,latin,P-AAH RIGEL CA,
Item.ttb,2775,AC7DE5E3,latin,P-AAH RIGEL CA,
Item.ttb,2776,AC7CFBCE,latin,P-AAH RIGEL CA,
Item.ttb,2777,AC7E2915,ja/mixed,P-AAH リゲル CA,
Item.ttb,2778,ACA3653F,latin,PIXELSTICKER Nr. 224,
Item.ttb,2779,AC800582,latin,P-AAH RIGEL CA,
Item.ttb,2780,AC7F65C8,latin,P-AAH RIGEL CA,
Item.ttb,2781,AC80A161,latin,P-AAH RIGEL CA,
Item.ttb,2782,ACA3BA9E,latin,PIXEL STICKER N°224,
Item.ttb,2783,ACA3B7DD,latin,PIXEL STICKER No.224,
Item.ttb,2784,ACA407BA,latin,AUTOCOLLANT PIXEL N°224,
Item.ttb,2785,AD2C6B15,empty,,
Item.ttb,2786,ACA7116E,latin,SELO DE PIXEL No.224,
Item.ttb,2787,ACA58A60,empty,,
Item.ttb,2788,ACA53501,ja/mixed,ピクセルシール No.224,
Item.ttb,2789,ACA671B4,latin,PIXELSTICKERNR. 224,
Item.ttb,2790,ACCD1F07,empty,,
Item.ttb,2791,ACA7AD4D,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.224,
Item.ttb,2792,ACD24C35,empty,,
Item.ttb,2793,AEE30324,latin,PIXELSTICKER Nr. 171,
Item.ttb,2794,AD9865C6,empty,,
Item.ttb,2795,AD319843,empty,,
Item.ttb,2796,AD9D92F4,empty,,
Item.ttb,2797,AEE35883,latin,PIXEL STICKER N°171,
Item.ttb,2798,AEE355C2,latin,PIXEL STICKER No.171,
Item.ttb,2799,B8A4F913,empty,,
Item.ttb,2800,B2E24C90,empty,,
Item.ttb,2801,B10414EA,latin,PIXELSTICKERNR. 019,
Item.ttb,2802,B012A294,latin,PIXELSTICKERNR. 130,
Item.ttb,2803,AF3341C1,empty,,
Item.ttb,2804,AEE60F99,latin,PIXELSTICKERNR. 171,
Item.ttb,2805,AEE4D2E6,ja/mixed,ピクセルシール No.171,
Item.ttb,2806,AEE48FB4,latin,STICKER PIXEL N. 171,
Item.ttb,2807,AEE52845,empty,,
Item.ttb,2808,AEE74B32,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.171,
Item.ttb,2809,AEE6AF53,latin,SELO DE PIXEL No.171,
Item.ttb,2810,AF2E1493,empty,,
Item.ttb,2811,B010389A,latin,AUTOCOLLANT PIXEL N°130,
Item.ttb,2812,B00FE8BD,latin,PIXEL STICKER No.130,
Item.ttb,2813,B00F961F,latin,PIXELSTICKER Nr. 130,
Item.ttb,2814,B00FEB7E,latin,PIXEL STICKER N°130,
Item.ttb,2815,B01165E1,ja/mixed,ピクセルシール No.130,
Item.ttb,2816,B01122AF,latin,STICKER PIXEL N. 130,
Item.ttb,2817,B011BB40,empty,,
Item.ttb,2818,B0C3728C,empty,,
Item.ttb,2819,B04D8509,empty,,
Item.ttb,2820,B013DE2D,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.130,
Item.ttb,2821,B013424E,latin,SELO DE PIXEL No.130,
Item.ttb,2822,B04857DB,empty,,
Item.ttb,2823,B09A36F0,empty,,
Item.ttb,2824,B09509C2,empty,,
Item.ttb,2825,B0BE455E,empty,,
Item.ttb,2826,B101AAF0,latin,AUTOCOLLANT PIXEL N°019,
Item.ttb,2827,B1015B13,latin,PIXEL STICKER No.019,
Item.ttb,2828,B1010875,latin,PIXELSTICKER Nr. 019,
Item.ttb,2829,B1015DD4,latin,PIXEL STICKER N°019,
Item.ttb,2830,B102D837,ja/mixed,ピクセルシール No.019,
Item.ttb,2831,B1029505,latin,STICKER PIXEL N. 019,
Item.ttb,2832,B1032D96,empty,,
Item.ttb,2833,B1B3C0DC,latin,PIXELSTICKERNR. 080,
Item.ttb,2834,B18EB94B,empty,,
Item.ttb,2835,B122BE9A,empty,,
Item.ttb,2836,B1055083,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.019,
Item.ttb,2837,B104B4A4,latin,SELO DE PIXEL No.019,
Item.ttb,2838,B11D916C,empty,,
Item.ttb,2839,B12F6D3D,empty,,
Item.ttb,2840,B12A400F,empty,,
Item.ttb,2841,B1898C1D,empty,,
Item.ttb,2842,B1B156E2,latin,AUTOCOLLANT PIXEL N°080,
Item.ttb,2843,B1B10705,latin,PIXEL STICKER No.080,
Item.ttb,2844,B1B0B467,latin,PIXELSTICKER Nr. 080,
Item.ttb,2845,B1B109C6,latin,PIXEL STICKER N°080,
Item.ttb,2846,B1B28429,ja/mixed,ピクセルシール No.080,
Item.ttb,2847,B1B240F7,latin,STICKER PIXEL N. 080,
Item.ttb,2848,B1B2D988,empty,,
Item.ttb,2849,B2D2F2DD,latin,AUTOCOLLANT PIXEL N°214,
Item.ttb,2850,B2C455E3,empty,,
Item.ttb,2851,B1B4FC75,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.080,
Item.ttb,2852,B1B46096,latin,SELO DE PIXEL No.080,
Item.ttb,2853,B2BF28B5,empty,,
Item.ttb,2854,B2D2A300,latin,PIXEL STICKER No.214,
Item.ttb,2855,B2D25062,latin,PIXELSTICKER Nr. 214,
Item.ttb,2856,B2D2A5C1,latin,PIXEL STICKER N°214,
Item.ttb,2857,B2D55CD7,latin,PIXELSTICKERNR. 214,
Item.ttb,2858,B2D42024,ja/mixed,ピクセルシール No.214,
Item.ttb,2859,B2D3DCF2,latin,STICKER PIXEL N. 201,
Item.ttb,2860,B2D47583,empty,,
Item.ttb,2861,B2D69870,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.214,
Item.ttb,2862,B2D5FC91,latin,SELO DE PIXEL No.214,
Item.ttb,2863,B2DD1F62,empty,,
Item.ttb,2864,B68C37F9,latin,P-SGV ATRIA 03,
Item.ttb,2865,B514FABC,latin,PIXELSTICKERNR. 161,
Item.ttb,2866,B511EE47,latin,PIXELSTICKER Nr. 161,
Item.ttb,2867,B3246818,empty,,
Item.ttb,2868,B308F2D0,empty,,
Item.ttb,2869,B303C5A2,empty,,
Item.ttb,2870,B31F3AEA,empty,,
Item.ttb,2871,B4B498E3,empty,,
Item.ttb,2872,B4AF6BB5,empty,,
Item.ttb,2873,B50EB7C3,empty,,
Item.ttb,2874,B5137AD7,latin,STICKER PIXEL N. 161,
Item.ttb,2875,B51243A6,latin,PIXEL STICKER N°161,
Item.ttb,2876,B51240E5,latin,PIXEL STICKER No.161,
