ID,English,French,German,Italian,Spanish,Original Turkish,Revised Turkish,Status,Reason
0x13A6,"You know about elements, right?<br>Anybody will tell you they form<hr>a triangular relationship. Which<br>is to say, water beats fire,<hr>fire beats ice, and ice beats<br>water. Heh heh heh... Get me?","Tu connais les éléments, bien sûr ?<br>Ils forment une relation triangulaire.<hr>L'eau bat le feu, le feu bat la glace<br>et la glace bat l'eau. Hé hé hé !","Du hast schon mal von Elementen<br>gehört, oder? Es heißt, sie stünden<hr>in einer Art Dreiecksbeziehung.<br>Was heißen soll, dass Wasser<hr>Feuer bezwingt, Feuer hingegen<br>Eis und Eis wiederum Wasser.<hr>Hehehe... Verstehst du?","Sai cosa sono gli elementi, no? Tra loro<br>formano un rapporto triangolare,<hr>vale a dire che l'acqua batte il fuoco,<br>il fuoco batte il ghiaccio<hr>e il ghiaccio batte l'acqua. OK?","Sabes cómo va lo de los elementos,<br>¿no? Entre ellos existe una relación<hr>triangular: el agua vence al fuego; <br>el fuego, al hielo; y el hielo, al agua.<hr>¿Lo pillas? Je.","Elementleri biliyorsun, değil mi?<br>Herkes onların üçgen bir ilişkisi<hr>olduğunu söyler. Yani su ateşi yener,<br>ateş buzu yener, buz da suyu<hr>yener. Heh heh heh... Anladın mı?","Elementleri biliyorsun, değil mi?<br>Herkes onların üçgen bir ilişkisi<hr>olduğunu söyler. Yani su ateşi yener,<br>ateş buzu yener, buz da suyu<hr>yener. Heh heh heh... Anladın mı?",KORUNDU,
0x13A7,Do you remember the jar the<br><color=0002>Poltergust 3000</color> found nothing in?<hr>Try giving it another look; you may<br>just find something this time.<hr>Heh heh heh!,"Tu te rappelles le pot dans lequel<br>l'<color=0002>Ectoblast 3000</color> n'a rien trouvé ?<hr>Jettes-y encore un coup d'œil, tu auras<br>peut-être plus de chance cette fois !","Erinnerst du dich an die Vase, in der der<br><color=0002>Schreckweg 08/16 </color>nichts gefunden hat?<hr>Versuch dein Glück doch noch mal,<br>vielleicht ist diesmal etwas drin!<hr>Hehehe!","Ti ricordi il vaso nel quale il<br><color=0002>Poltergust 3000</color> non ha trovato nulla?<hr>Prova a darci un'altra occhiata, forse<br>questa volta potresti avere più fortuna.<hr>Eh eh eh!","¿Recuerdas la vasija en la que la<br><color=0002>Succionaentes 3000</color> no encontró nada?<hr>Pues échale otro vistazo; lo mismo esta<br>vez sí que detecta algo... Je, je, je.",<color=0002>Poltergust 3000</color>'in hiçbir şey<br>bulamadığı<br>o kavanozu hatırlıyor musun?<hr>Bir daha bakmayı dene; bu kez<br>bir şey bulabilirsin.<hr>Heh heh heh!,<color=0002>Poltergust 3000</color>'in hiçbir şey<br>bulamadığı<br>o kavanozu hatırlıyor musun?<hr>Bir daha bakmayı dene; bu kez<br>bir şey bulabilirsin.<hr>Heh heh heh!,KORUNDU,
0x13A8,"Well, these Boos don't seem to<br>like light much, that's for sure.<hr>They do their best to hide in<br>and under furniture when<hr>they're stuck in a lit room.","Les Boos n'aiment pas la lumière.<br>S'ils sont coincés dans une pièce<hr>éclairée, ils se cachent sous<br>les meubles.","Nun, diese Buu Huus scheinen<br>Licht nicht gerade zu mögen,<hr>so viel ist sicher. Sie setzen<br>alles daran, sich in bzw. unter<hr>Einrichtungsgegenständen zu<br>verstecken, wenn sie in einem<hr>hellen Raum feststecken.","Bene, ai Boo non piace la luce, questo<br>è certo.<hr>Fanno di tutto pur di nascondersi<br>dentro o sotto i mobili quando<hr>sono in una stanza illuminata.","Lo que está claro es que a los Boos<br>no les gusta nada la luz. Si se ven<hr>encerrados en una sala iluminada,<br>como puedan, se esconderán dentro<hr>o debajo de los muebles.","Eh, şu Boo'ların ışıktan pek<br>hoşlanmadığı<br>kesin. Aydınlık bir odada<hr>sıkışıp kaldıklarında ellerinden<br>geldiğince<br>mobilyaların içine ya da altına<hr>saklanıyorlar.","Eh, şu Boo'ların ışıktan pek<br>hoşlanmadığı<br>kesin. Aydınlık bir odada<hr>sıkışıp kaldıklarında ellerinden<br>geldiğince<br>mobilyaların içine ya da altına<hr>saklanıyorlar.",KORUNDU,
0x13A9,"So, then, I reckon that means<br>that turning on all the lights<hr>in the mansion is the fastest<br>way to find all of the Boos.<hr>Wouldn't you say, youngster?","Par conséquent, allumer toutes<br>les lumières du manoir est la façon<hr>la plus rapide de trouver tous les Boos.<br>Qu'en dis-tu, p'tit gars ? Simple, non ?","Folgerichtig müsste man nur alle<br>Lichter der Villa einschalten, um<hr>schnellstmöglich alle Buu Huus zu<br>finden. Was hältst du davon, Kleiner?","Quindi direi che questo significa che<br>accendere le luci nel palazzo sia il modo<hr>più veloce di trovare tutti i Boo.<br>Non sei d'accordo, ragazzo?","Por eso, creo yo que, si encendemos<br>todas las luces de la mansión,<hr>podremos encontrarlos en<br>un periquete. ¿Qué dices, jovenzuelo?","O hâlde bu, konağın tüm ışıklarını<br>açmanın bütün Boo'ları bulmak için<hr>en hızlı yol olduğu anlamına gelir.<br>Ne dersin, genç delikanlı?","Demek ki konağın bütün ışıklarını açmak,<br>tüm Boo'ları bulmanın en kestirme yolu.<hr>Ne dersin, delikanlı?",DÜZELTİLDİ,Uzun ve bürokratik cümle sadeleştirildi; Profesörün konuşma tonu korundu.
0x13AA,"Impressive, <color=0003>Luigi</color>! All of the<br>Boos have been captured!<hr>I can honestly say that I didn't<br>expect you to get them ALL!<hr>You really are a true Boo<br>Master!<hr>Now all you need to do<br>is get your brother back!<hr>I'm sure you'll be just fine,<br>but be careful all the same!","Impressionnant, <color=0003>Luigi </color>!<br>Tous les Boos ont été capturés !<hr>Je n'arrive pas à croire que<br>tu aies réussi à TOUS les avoir !<hr>Tu es le maître des Boos !<br><hr>Tout ce qu'il te reste à faire,<br>c'est de retrouver ton frère !<hr>Je suis sûr que tu t'en sortiras bien,<br>mais fais attention quand même !","Beeindruckend, <color=0003>Luigi</color>! Jetzt sind<br>alle Buu Huus eingefangen!<hr>Ehrlich gesagt hatte ich nicht damit<br>gerechnet, dass du ALLE erwischst!<hr>Du bist ein wahrer Buu-Huu-Meister!<br>Jetzt musst du nur noch deinen<hr>Bruder finden und zurückholen.<br>Das schaffst du bestimmt,<hr>aber sei trotzdem vorsichtig!","Davvero notevole, <color=0003>Luigi</color>! Hai catturato<br>tutti i Boo!<hr>Devo essere sincero, non pensavo che<br>ce l'avresti fatta davvero.<hr>Sei un vero spauracchio per i Boo!<br><hr>Adesso non devi far altro che salvare<br>tuo fratello!<hr>Sono sicuro che andrà tutto bene, ma<br>fai attenzione, mi raccomando!","¡Impresionante, <color=0003>Luigi</color>! ¡Has atrapado<br>todos los Boos!<hr>He de reconocer que no esperaba<br>que pudieras hacerte con todos...<hr>¡Eres todo un aniquilador de Boos!<br><hr>Ahora solo falta que rescates<br>a tu hermano.<hr>Seguro que no pasa nada de nada,<br>pero aun así, ándate con mucho ojo.","Etkileyici, <color=0003>Luigi</color>! Tüm Boo'lar<br>yakalandı!<hr>Dürüst olayım, HEPSİNİ birden<br>toplayacağını hiç beklemiyordum!<hr>Sen gerçekten tam bir gerçek<br>Boo Ustası'sın!<hr>Şimdi geriye yalnızca kardeşini<br>geri almak kaldı!<hr>İyi idare edeceğine eminim,<br>ama yine de dikkatli ol!","Etkileyici, <color=0003>Luigi</color>! Tüm Boo'lar<br>yakalandı!<hr>Dürüst olayım, HEPSİNİ birden<br>toplayacağını hiç beklemiyordum!<hr>Sen gerçek bir Boo Ustasısın!<br><hr>Şimdi geriye yalnızca kardeşini<br>geri almak kaldı!<hr>İyi idare edeceğine eminim,<br>ama yine de dikkatli ol!",DÜZELTİLDİ,“tam bir gerçek Boo Ustası’sın” tekrar ve yanlış kesme düzeltildi.
0x13AB,"That was wild, <color=0003>Luigi</color>!<br>Don't stop now!","C'était épatant, <color=0003>Luigi </color>!<br>Ne t'arrête pas !","Das war abgefahren, <color=0003>Luigi</color>!<br>Und jetzt nicht nachlassen!","Fantastico, <color=0003>Luigi</color>! Non fermarti ora!","¡Magnífico, <color=0003>Luigi</color>! Sigue así.","Bu çok çılgındı, <color=0003>Luigi</color>!<br>Şimdi durmak yok!","Müthişti, <color=0003>Luigi</color>!<br>Şimdi durmak yok!",DÜZELTİLDİ,“That was wild” kelimesi kelimesine “Bu çok çılgındı” yerine doğal ünlemle çevrildi.
0x13AC,"Heh heh! You're a natural with<br>that <color=0002>Poltergust 3000</color>, <color=0003>Luigi</color>!","Hé hé ! On dirait que tu es né avec un<br><color=0002>Ectoblast 3000 </color>dans les mains, <color=0003>Luigi </color>!","Hihi! Du bist ein Naturtalent mit<br>dem <color=0002>Schreckweg 08/16</color>, <color=0003>Luigi</color>!","Eh eh eh! Il <color=0002>Poltergust 3000 </color>non<br>ha segreti per te, <color=0003>Luigi</color>!","¡Je, je! ¡Tienes un talento natural<br>para la <color=0002>Succionaentes 3000</color>, <color=0003>Luigi</color>!","Heh heh! O <color=0002>Poltergust 3000</color> ile<br>doğuştan yeteneklisin, <color=0003>Luigi</color>!","Heh heh! O <color=0002>Poltergust 3000</color> ile<br>doğuştan yeteneklisin, <color=0003>Luigi</color>!",KORUNDU,
0x13AD,"Heh! You're on a roll,<br><color=0003>Luigi</color>!","Hé hé ! Tu es en forme, <color=0003>Luigi </color>!","Hihi! Das flutscht ja, <color=0003>Luigi</color>!","Oh! Sei inarrestabile, <color=0003>Luigi</color>!","¡Estás en racha, <color=0003>Luigi</color>!","Heh! İyice açıldın,<br><color=0003>Luigi</color>!","Heh! İyice açıldın,<br><color=0003>Luigi</color>!",KORUNDU,
0x13AE,Heh heh heh!<br>I can see in my mind's eye<hr>the image of <color=0003>Luigi </color>fighting<br>brave battles against Boos!,Oh oh oh !<hr>Je vois ça d'ici... <color=0003>Luigi </color>qui se bat<br>vaillamment contre tous ces Boos !,"Hihihi! In meinen Gedanken<br>sehe ich Bilder von <color=0003>Luigi</color>,<hr>der sich mutig dem Kampf<br>gegen Buu Huus stellt!",Eh eh eh! Nella mia testa vedo già<br><color=0003>Luigi </color>che combatte coraggiosamente<hr>contro i Boo!,"¡Je, je, je! ¡Ya te estoy viendo, <color=0003>Luigi</color>!<br>Librarás arduos combates con los Boos.",Heh heh heh!<br>Zihnimde şimdiden<hr><color=0003>Luigi</color>'nin Boo'lara karşı<br>yiğitçe savaştığı görüntü beliriyor!,Heh heh heh!<br>Zihnimde şimdiden<hr><color=0003>Luigi</color>'nin Boo'lara karşı<br>yiğitçe savaştığı görüntü beliriyor!,KORUNDU,
0x13AF,"Great job, <color=0003>Luigi</color>!<br>I was impressed by<hr>your brilliant techniques.","Beau travail, <color=0003>Luigi </color>!<hr>J'ai été très impressionné par<br>tes brillantes techniques.","Sehr gut, <color=0003>Luigi</color>!<br>Das war brillant, was du<hr>an Techniken gezeigt hast.","Ottimo lavoro, <color=0003>Luigi</color>! Sono rimasto<br>davvero colpito dalle tue abili tecniche!","¡Bien hecho, <color=0003>Luigi</color>!<hr>Me has dejado impresionado<br>con tu técnica.","Harika iş, <color=0003>Luigi</color>!<br>Parlak tekniklerinden<hr>çok etkilendim.","Harika iş, <color=0003>Luigi</color>!<br>Ustaca tekniklerinden<hr>çok etkilendim.",DÜZELTİLDİ,“brilliant techniques” için yapay “parlak teknikler” ifadesi düzeltildi. [ID eşlemesi çok dilli kaynakla yeniden doğrulandı.]
0x13B0,"You are very skilled to be sure, but seeing<br>your techniques left me terrified at the<hr>talent of your teacher: me!","Tu es très habile, c'est vrai !<br>Qui t'a enseigné toutes ces techniques ?<hr>Ah oui, c'est moi ! Je suis vraiment<br>un excellent professeur !","Du hast Talent, und wenn man<br>deine Techniken sieht, kann man<hr>richtig Angst vor deinem Lehrer<br>bekommen... vor mir nämlich!","Sei indubbiamente dotato, ma<br>osservando le tue tecniche non<hr>posso fare a meno di rimanere<br>stupefatto di fronte al talento<hr>del tuo maestro... ovvero io!","Tienes un gran talento; de eso<br>no hay duda.<hr>¡Pero lo que está clarísimo es que tu<br>maestro, es decir, yo, no tiene igual!","Ne kadar yetenekli olduğun kesin, ama<br>senin tekniklerini görünce öğretmenin<hr>yani benim yeteneğim karşısında bile<br>ürkmedim desem yalan olur!","Çok yeteneklisin, orası kesin; ama<br>tekniklerini görünce öğretmenin olan<hr>benim yeteneğimin büyüklüğü karşısında<br>ürperdim!",DÜZELTİLDİ,Kaynak repliğin E. Gadd’ın kendini öven şakası korunarak çift olumsuz ve anlam kayması düzeltildi.
0x13B1,Heh heh heh! I can already<br>see those Boos running scared<hr>from the <color=0002>Poltergust 3000</color>!,Oh-oh ! Je peux déjà voir ces Boos<br>s'enfuir devant l'<color=0002>Ectoblast 3000 </color>!,"Hihihi! Ich sehe schon im Geist<br>vor mir, wie die Buu Huus vor<hr>dem <color=0002>Schreckweg 08/16 </color>türmen!",Eh eh eh! Già mi immagino tutti quei<br>Boo scappare a gambe levate di fronte<hr>al <color=0002>Poltergust 3000</color>!,"Ya estoy viendo a todos los Boos<br>huyendo despavoridos, ¡je, je, je!<hr>¡La <color=0002>Succionaentes 3000</color> no va a dejar<br>títere con cabeza!","Heh heh heh! Şimdiden o Boo'ların,<br><color=0002>Poltergust 3000</color>'den ödü patlayarak<hr>kaçıştığını görebiliyorum!","Heh heh heh! Şimdiden o Boo'ların,<br><color=0002>Poltergust 3000</color>'den ödü patlayarak<hr>kaçıştığını görebiliyorum!",KORUNDU,
0x13B2,"Heh!<br>You're doing a spectacular job,<hr><color=0003>Luigi</color>!","Hé hé !<br>Tu fais du bon travail, mon petit <color=0003>Luigi </color>!","Hihi! Das machst du toll, <color=0003><color=0003>Luigi</color></color>!","Oh, stai facendo un lavoro fenomenale,<br><color=0003>Luigi</color>!","¡Increíble! ¡Esto se te está dando<br>de miedo, <color=0003>Luigi</color>!","Heh!<br>Muhteşem gidiyorsun,<hr><color=0003>Luigi</color>!","Heh!<br>Muhteşem gidiyorsun,<hr><color=0003>Luigi</color>!",KORUNDU,
0x13B3,"You got the Boo without<br>batting an eye, <color=0003>Luigi</color>!","Tu as attrapé ce Boo sans ciller, <color=0003>Luigi </color>!","Diesen Buu Huu hast du wirklich<br>problemlos abgefertigt, <color=0003>Luigi</color>!","Hai catturato quel Boo senza battere<br>ciglio, <color=0003>Luigi</color>!","¡Has atrapado ese Boo sin despeinarte<br>siquiera el bigote, <color=0003>Luigi</color>!","Boo'yu gözünü bile kırpmadan<br>yakaladın, <color=0003>Luigi</color>!","Boo'yu gözünü bile kırpmadan<br>yakaladın, <color=0003>Luigi</color>!",KORUNDU,
0x1770,"What do you want to do, <color=0003>Luigi</color>?","Où vas-tu, <color=0003>Luigi </color>?","Wo soll's hingehen, <color=0003>Luigi</color>?","Cosa vuoi fare, <color=0003>Luigi</color>?","¿Qué quieres hacer, <color=0003>Luigi</color>?","Ne yapmak istersin, <color=0003>Luigi</color>?","Ne yapmak istersin, <color=0003>Luigi</color>?",KORUNDU,
0x1771,The Training Room,Salle d'entraînement,Zum Trainingsraum,Sala addestramento,Ir a practicar.,Eğitim Odası,Eğitim Odası,KORUNDU,
0x1772,The Gallery,Galerie,Zur Galerie,Galleria,Ir a la galería.,Galeri,Galeri,KORUNDU,
0x1773,The Mansion,Manoir,Zur Villa,Palazzo,Ir a la mansión.,Konak,Konak,KORUNDU,
0x1774,Get to it!,En avant !,"Na dann, viel Spaß<br>beim Kunstgenuss!",Vai!,¡Adelante!,Haydi başlayalım!,Haydi başlayalım!,KORUNDU,
0x1775,Play Co-op,Jouer en coopération,Teamspiel,Gioco cooperativo,Modo cooperativo,Eşli Oyna,Eşli Oyna,KORUNDU,
0x1776,"Careful now, <color=0003>Luigi</color>!","Prudence, <color=0003>Luigi </color>!","Sei vorsichtig, <color=0003>Luigi</color>!","Stai attento ora, <color=0003>Luigi</color>!","¡Ten cuidado, <color=0003>Luigi</color>!","Dikkatli ol, <color=0003>Luigi</color>!","Dikkatli ol, <color=0003>Luigi</color>!",KORUNDU,
0x1777,"Don't get scared stiff, <color=0003>Luigi</color>!","Ne flippe pas, <color=0003>Luigi </color>!","Nun erstarr nicht gleich vor<br>Angst, <color=0003>Luigi</color>!","Niente tremarella, <color=0003>Luigi</color>!","¡No te dejes dominar por el <br>miedo, <color=0003>Luigi</color>!","Korkudan taş kesilme, <color=0003>Luigi</color>!","Korkudan taş kesilme, <color=0003>Luigi</color>!",KORUNDU,
0x1778,Mansion Co-op,Manoir en coopération,Teamspiel: Villa,Palazzo (cooperativo),Ir a la mansión.,Konak Eşli Oyun,Konak Eşli Oyun,KORUNDU,
0x1779,Hidden Mansion Co-op,Manoir caché en coop.,Teamspiel: Verst. Villa,Palazzo nascosto (coop.),Ir a la mansión oculta.,Gizli Konak Eşli Oyun,Gizli Konak Eşli Oyun,KORUNDU,
0x177A,Training Room Co-op,Salle d'entraînement,Teamspiel: Trainingsraum,Sala addestramento (coop.),Ir a la sala de prácticas.,Eğitim Odası Eşli Oyun,Eğitim Odası Eşli Oyun,KORUNDU,
0x177B,Good luck!,Bonne chance !,Viel Erfolg!,Buona fortuna!,¡Buena suerte!,Bol şans!,Bol şans!,KORUNDU,
0x177C,Gallery Co-op,Galerie,Teamspiel: Galerie,Galleria (cooperativo),Ir a la galería.,Galeri Eşli Oyun,Galeri Eşli Oyun,KORUNDU,
0x177D,"So your name's <color=0003>Luigi</color>?<br>I think our paths were destined<hr>to cross. Well met, <color=0003>Luigi</color>.",Tu es <color=0003>Luigi </color>? Nos chemins<br>devaient se croiser.<hr>Je dois dire que c'est une chance !,"<color=0003>Luigi</color> war dein Name, stimmt's?<br>Ich glaube, das Schicksal hat da-<hr>für gesorgt, dass sich unsere<br>Wege kreuzen. Gut abgepasst,<hr><color=0003>Luigi</color>!","Allora ti chiami <color=0003>Luigi</color>? Era destino che<br>ci incontrassimo. Piacere, <color=0003>Luigi</color>.",Así que te llamas <color=0003>Luigi</color>. Pues creo que el<br>destino quiso que nos encontráramos.<hr>Y me alegro.,"Demek adın <color=0003>Luigi</color>?<br>Yollarımızın kesişmesi kaderimizde<br>varmış.<hr>Tanıştığımıza memnun oldum, <color=0003>Luigi</color>.","Demek adın <color=0003>Luigi</color>?<br>Yollarımızın kesişmesi kaderimizde<br>varmış.<hr>Tanıştığımıza memnun oldum, <color=0003>Luigi</color>.",KORUNDU,
0x177E,"Hmm? Where's this, you ask?",Hmm ? Où sommes-nous ?,"Wie? Du möchtest wissen, wo du<br>dich befindest?",Eh? Vuoi sapere dove siamo?,"¿Cómo? ¿Que dónde estás, dices?",Ha? Burası neresi mi diyorsun?,Ha? Burası neresi mi diyorsun?,KORUNDU,
0x177F,"Why, these cozy quarters are <br>where I do my ghost-studying.<hr><color=0003>Professor E. Gadd's</color> Ghost<br>research laboratory! The Lab,<hr>if you're of a shortening mind.","Ce charmant appartement est<br>mon lieu de travail.<hr>C'est ici que moi, le<color=0003> Prof K. Tastroff</color>,<br>je mène mes études sur les fantômes.<hr>C'est mon labo, quoi.","Nun ja, diese heimelige Stube<br>dient mir als Zentrum meiner<hr>Geisterstudien. <color=0003>Professor I.</color><br><color=0003>Gidds</color> Geister-Forschungslabor!<hr>Oder schlicht und ergreifend<br>'Das Labor', falls du<hr>Abkürzungen bevorzugst.",È in queste comode stanze che<br>svolgo i miei spettrostudi.<hr>È il laboratorio di spettroricerca<br>del <color=0003>Professor Strambic</color>!<hr>O semplicemente il laboratorio.,"Mira, en estas acogedoras<br>dependencias estudio yo <hr>a las ánimas. ¡Es el centro<br>de investigación de ciencias<hr>paranormales del <color=0003>profesor Fesor</color>!<br>Vamos: el laboratorio.","Efendim, bu sıcak yuva<br>benim hayalet araştırmalarımı yaptığım<br>yer.<hr><color=0003>Profesör E. Gadd</color>'ın Hayalet<br>Araştırma Laboratuvarı! Kısaca<br>Laboratuvar,<hr>eğer kısa seviyorsan.","Efendim, bu rahat yer benim<br>hayalet araştırmalarımı yaptığım mekân.<hr>Burası <color=0003>Profesör E. Gadd</color>'ın Hayalet<br>Araştırma Laboratuvarı!<hr>Kısaca Laboratuvar diyelim.",DÜZELTİLDİ,“if you’re of a shortening mind” ifadesindeki yapay “eğer kısa seviyorsan” kaldırıldı. [ID eşlemesi çok dilli kaynakla yeniden doğrulandı.]
0x1780,You won this mansion in a<br>contest you didn't even enter?<hr>Sounds pretty fishy to me...,Tu as gagné ce manoir dans un concours<br>auquel tu n'as même pas participé ?<hr>Plutôt bizarre...,"Du hast diese Villa bei einem<br>Wettbewerb gewonnen, an dem du<hr>nicht einmal teilgenommen hast?<br>Das klingt mir sehr verdächtig!","Hai vinto questo palazzo in un concorso<br>senza neanche parteciparvi?<hr>Mhm, qua gatta ci cova...",¿Que ganaste esta mansión<br>en un concurso en el que no<hr>llegaste a participar?<br>Qué extraño...,Bu konağı hiç katılmadığın bir<br>yarışmada mı kazandın?<hr>Bana biraz tuhaf geldi doğrusu...,Bu konağı hiç katılmadığın bir<br>yarışmada mı kazandın?<hr>Bana biraz tuhaf geldi doğrusu...,KORUNDU,
0x1781,"So, you believe the mansion<br>actually exists, then... Strange.",Tu crois donc que cette propriété <br>existe bel et bien ? Plutôt étrange... ,"Du bist also tatsächlich von der<br>Existenz dieser Villa überzeugt...<hr>Höchst merkwürdig, das Ganze!!!",Allora pensi che il palazzo esista<br>veramente... strano.,"O sea, que crees que la mansión <br>es de verdad, pues... qué raro...","Yani konağın gerçekten var olduğuna<br>inanıyorsun, öyle mi... Tuhaf.","Yani konağın gerçekten var olduğuna<br>inanıyorsun, öyle mi... Tuhaf.",KORUNDU,
0x1782,"I've been living here since I<br>was a lad of twenty or so,<hr>and I'll tell you: that mansion<br>appeared just a few days ago!<hr>The spirits have fooled you!",Je vais te dire quelque chose :<br>je vis ici depuis un bail...<hr>Ce manoir n'a jamais existé ! Il est<br>apparu cela fait quelques jours !<hr>Les esprits se sont moqués de toi !,"Ich lebe hier schon, seit ich ein<br>junger Kerl von zwanzig Lenzen<hr>war und ich sage dir eines:<br>Diese Villa ist erst vor wenigen<hr>Tagen aufgetaucht! Die Geister<br>haben dich zum Narren gehalten!",Vivo qui da quando avevo più o meno<br>vent'anni e te lo posso assicurare:<hr>quel palazzo è apparso soltanto<br>qualche giorno fa!<hr>Gli spiriti ti hanno imbrogliato!,Llevo aquí desde que era un mozo<br>de veinte años y te digo<hr>que la mansión apareció hace nada.<br>Los espíritus te han tomado el pelo.,"Ben yirmili yaşlarımdayken<br>buralara yerleştim, sana söyleyeyim:<hr>o konak yalnızca birkaç gün önce<br>ortaya çıktı!<hr>Ruhlar seni kandırmış!","Ben yirmili yaşlarımdayken<br>buralara yerleştim, sana söyleyeyim:<hr>o konak yalnızca birkaç gün önce<br>ortaya çıktı!<hr>Ruhlar seni kandırmış!",KORUNDU,
0x1783,<color=0003>Luigi </color>is deciding where to go.<br>Please wait a little longer.,<color=0003>Luigi</color> est en train de décider où aller.<br>Attendez encore un peu.,"<color=0003>Luigi </color>entscheidet gerade, wohin er<br>möchte. Bitte hab etwas Geduld.",<color=0003>Luigi </color>sta decidendo dove andare.<br>Attendi un attimo.,<color=0003>Luigi </color>está decidiendo adónde ir.<br>Espera un momento.,<color=0003>Luigi </color>nereye gideceğine karar veriyor.<br>Lütfen biraz daha bekle.,<color=0003>Luigi </color>nereye gideceğine karar veriyor.<br>Lütfen biraz daha bekle.,KORUNDU,
0x1784,Whoa! What in the world<br>is happening?,Ouah ! Mais qu'est-ce<br>qu'il se passe ?,Uaaah! Was um alles in<br>der Welt geht hier vor?,Uaaah! Ma che sta succedendo?!,¿Eh? Pero ¿qué está sucediendo?,Hop! Dünyada neler oluyor?,Hop! Dünyada neler oluyor?,KORUNDU,
0x1785,"I've been waiting for you,<br>young <color=0003>Luigi</color>!","Je t'attendais, jeune <color=0003>Luigi </color>!","Ich habe auf dich gewartet,<br>junger <color=0003>Luigi</color>!","Ti stavo aspettando, caro <color=0003>Luigi</color>!","<color=0003>Luigi</color>, estaba esperándote.","Seni bekliyordum,<br>genç <color=0003>Luigi</color>!","Seni bekliyordum,<br>genç <color=0003>Luigi</color>!",KORUNDU,
0x1786,Your brother must've been<br>taken by that gang of Boos...<hr>Poor feller...,Ton frère a dû être emmené par<br>ce gang de Boos ! Pauvre gars...,Dein Bruder scheint der Buu-Huu-<br>Gang in die Hände gefallen zu<hr>sein. Armer Kerl...,Tuo fratello è stato preso da una banda<br>di Boo... Poveraccio...,Creo que a tu hermano se lo llevó<br>esa banda de Boos... ¡Pobrecillo!...,Kardeşin o Boo çetesi tarafından<br>ele geçirilmiş olmalı...<hr>Zavallı ufaklık...,Kardeşin o Boo çetesi tarafından<br>ele geçirilmiş olmalı...<hr>Zavallı ufaklık...,KORUNDU,
0x1787,"Oh now, don't talk crazy.<br>They're not gonna eat the man.<hr>But what became of him, hm?<br>Odd that he hasn't come back.","Mais ne t'inquiète pas, ils ne vont pas<br>le dévorer ! Mais que lui est-il arrivé ?<hr>Nous devons en savoir plus... ","So beruhige dich doch! Sie werden<br>ihn schon nicht auffressen. Fragt sich<hr>nur, was aus ihm geworden ist, oder?<br>Eigenartig, dass er nicht wieder<hr>zurückgekehrt ist.","No calma, non perdere la testa.<br>Mica se lo mangiano!<hr>Però... che fine avrà fatto? È strano<br>che non sia ancora ritornato.","¡No, hombre! ¡No digas pamplinas!<br>¡Que no se lo han comido!<hr>Pero... ¿qué habrá sido de él?<br>Es muy extraño que no haya vuelto.","Aman canım, öyle çılgınca konuşma.<br>Adamı yemeyecekler ya.<hr>Ama ona ne oldu acaba, hı?<br>Geri dönmemiş olması tuhaf.","Aman canım, öyle çılgınca konuşma.<br>Adamı yemeyecekler ya.<hr>Ama ona ne oldu acaba, hı?<br>Geri dönmemiş olması tuhaf.",KORUNDU,
0x1788,Common theory holds that Boos<br>grow in strength when they<hr>travel in numbers. They must<br>somehow combine their powers <hr>too... Their power likely<br>overwhelmed your brother.,Mes études prouvent que les Boos<br>sont plus forts en groupe.<hr>Ils doivent sûrement combiner<br>leurs pouvoirs...<hr>Cette combinaison a dû dépasser<br>ou surprendre ton frère.,"Es wird gemeinhin angenommen,<br>dass Buu Huus an Stärke gewinnen,<hr>wenn sie zu mehreren unterwegs<br>sind. Scheinbar können sie auch<hr>ihre Kräfte bündeln... Diese Kräfte<br>müssen deinem Bruder zum<hr>Verhängnis geworden sein.",Si dice che i Boo diventino più forti<br>quando formano dei gruppi.<hr>In qualche modo devono riuscire<br>a unire le loro forze...<hr>Forse tuo fratello è stato sopraffatto<br>dalla loro forza.,Es de todos sabido que los Boos se<br>hacen más fuertes cuando van en grupo.<hr>Seguro que unen sus poderes...<br><hr>Quizá haya sido eso lo que ha podido<br>con tu hermano. ,Genel kurama göre Boo'lar<br>kalabalık hâlde gezerken güçlenir.<hr>Güçlerini birleştiriyor olmalılar<hr>da... Muhtemelen bu güç<br>kardeşini bastırdı.,Yaygın teoriye göre Boo'lar<br>kalabalık hâlde gezerken güçlenir.<hr>Bir şekilde güçlerini de birleştiriyor<br>olmalılar... Bu güç muhtemelen<hr>kardeşini alt etti.,DÜZELTİLDİ,“common theory” ve “overwhelmed” için daha doğal/doğru Türkçe karşılıklar kullanıldı.
