ID,CriticalControlsMatch,ExactSameAsEnglish,TurkishSpecialChars,English,Turkish,EnglishCriticalControls,TurkishCriticalControls
0x17AA,YES,NO,ğ,"Even if he's defeated, he can<br><color=0001>revive as many times as he wants</color>!",Yenilse bile<br><color=0001>istediği kadar yeniden dirilebilir</color>!,"[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x17D4,YES,NO,çğış,"Ghosts seem to like darkness,<br>and they avoid the light.","Hayaletler karanlığı sever,<br>ışıktan da kaçar.",[],[]
0x17D5,YES,NO,üğı,"So if you hit 'em with a<br>flashlight beam all of a sudden,<hr>you can stun 'em momentarily!<br>Then it's vacuuming time!","Bu yüzden onlara bir anda<br>el feneri tutarsan,<hr>kısa süreliğine afallarlar!<br>Sonrası süpürme zamanı!",[],[]
0x17D6,YES,NO,öüğı,"When you see your chance, hold<br>down [0019:00000008,00000006] and slide [0008:0000000C] in the<hr>opposite direction!","Fırsatı gördüğünde,<br>[0019:00000008,00000006] düğmesini basılı tut ve<hr>[0008:0000000C] düğmesini ters yöne it!","[(25, 8, 6), (8, 12)]","[(25, 8, 6), (8, 12)]"
0x17D7,YES,NO,çöğ,Just give it a try. You'll learn<br>more that way than just<hr>listening to me yap about it.,Hadi bir dene. Benim çenemi<br>dinlemektense<br>böyle yaparak<hr>daha çok öğrenirsin.,[],[]
0x17D8,YES,NO,çı,"Awwwww, you didn't get ANY?!<br>Get yourself together and try again!","Aaa, hiç mi yakalayamadın?!<br>Toparlan da bir daha dene!",[],[]
0x17D9,YES,NO,çöüı,"While vacuuming with [0019:00000008,00000006],<br>slide [0008:0000000C] in the opposite<hr>direction to bring 'em in!","[0019:00000008,00000006] ile süpürürken,<br>[0008:0000000C] ters yöne iterek onları<hr>kendine çek!","[(25, 8, 6), (8, 12)]","[(25, 8, 6), (8, 12)]"
0x17DA,YES,NO,ç,Select the movement style!,Hareket biçimini seç!,[],[]
0x17DB,YES,NO,çöüİış,"Well done!<br>That's how you do it, <color=0003>Luigi</color>!<hr>While vacuuming, hold [0008:00000002] and use<br>the <color=0001>Circle Pad </color>to turn as you vacuum!","Aferin!<br>İşte böyle yapılır, <color=0003>Luigi</color>!<hr>Süpürürken [0008:00000002] tuşunu basılı tut ve<br><color=0001>Circle Pad</color> ile dönerek çek!","[(21, 3), (21, 4294967295), (8, 2), (21, 1), (21, 4294967295)]","[(21, 3), (21, 4294967295), (8, 2), (21, 1), (21, 4294967295)]"
0x17DC,YES,NO,çüı,"Oops!<br>That one got away, <color=0003>Luigi</color>.","Tüh!<br>O kaçtı, <color=0003>Luigi</color>.","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17DD,YES,NO,çöüğış,"Try to get as close as possible before<br>flashing the light.<hr>The moment you see a ghost's heart,<br>vacuum 'em right up!","Işığı çakmadan önce olabildiğince<br>yaklaş.<hr>Hayaletin kalbini gördüğün an,<br>hemen içine çek!",[],[]
0x17DE,YES,NO,öış,Surprise 'em with the light<br>when they get close! Zing! Pow!<hr>Right in the opposite direction!<br>Got it?,Yaklaştıklarında onları ışıkla<br>gafil avla! Zing! Pat!<hr>Sonra tam ters yöne asıl!<br>Anlaşıldı mı?,[],[]
0x17DF,YES,NO,ğış,"OK, the real training starts now!","Tamam, asıl eğitim şimdi başlıyor!",[],[]
0x17E0,YES,NO,çıŞş,"Ghosts won't always show up alone,<br>but the basics are the same.<hr>Now get ready for two ghosts!","Hayaletler her zaman tek başına<br>çıkmaz,<br>ama temel aynı kalır.<hr>Şimdi iki hayalete hazır ol!",[],[]
0x17E1,YES,NO,çüİı,"Get two or more at the same time, and<br>something good may happen!<hr>Heh heh heh...",İki ya da fazlasını birden yakala;<br>bakarsın güzel bir sürpriz çıkar!<hr>Heh heh heh...,[],[]
0x17E2,YES,NO,ış,"Hey kid, shape up! You won't be able<br>to help your brother at this rate!<hr>Look! They're coming...","Hey evlat, kendine gel! Bu gidişle<br>kardeşine yardım edemezsin!<hr>Bak! Geliyorlar...",[],[]
0x17E3,YES,NO,üış,"Well done, <color=0003>Luigi</color>!<br>Don't let your guard down, though!<hr>Look! They are coming...","Aferin, <color=0003>Luigi</color>!<br>Ama gardını düşürme!<hr>Bak! Geliyorlar...","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17E4,YES,NO,çı,"Catching ghosts means using<br>the flashlight and the<hr><color=0002>Poltergust 3000</color> as a team,<br>you get me, young feller?","Hayalet yakalamak için el feneriyle<br><color=0002>Poltergust 3000</color>'i birlikte<hr>kullanmalısın. Anladın mı, delikanlı?","[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x17E5,YES,NO,,That'll do!,Bu kadar yeter!,[],[]
0x17E6,YES,NO,çı,"Well, how many did you get?","Bakalım, kaç tane yakaladın?",[],[]
0x17E7,YES,NO,çı,"Awwwww, you didn't get ANY?!","Aaa, hiç mi yakalayamadın?!",[],[]
0x17E8,YES,NO,çı,"My, my. Just one out of ten...<br>Pretty poor.",Vay vay. On taneden yalnızca biri...<br>Oldukça zayıf.,[],[]
0x17E9,YES,NO,ğ,Only two out of ten?<br>That's no good.,On taneden sadece ikisi mi?<br>Bu pek iyi değil.,[],[]
0x17EA,YES,NO,çü,Three out of ten?<br>You can do better.,On taneden üçü mü?<br>Daha iyisini yapabilirsin.,[],[]
0x17EB,YES,NO,öüı,Hmm... Four out of ten ghosts.<br>Not so bad.,Hmm... On hayaletten dördü.<br>Fena sayılmaz.,[],[]
0x17EC,YES,NO,ğış,"Five out of ten ghosts, huh?<br>You're getting the hang of it, <color=0003>Luigi</color>!","Beş mi?<br>Demek işin mantığını kavrıyorsun,<br><color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17ED,YES,NO,ı,"Six out of ten ghosts?<br>Well done, <color=0003>Luigi</color>!","On hayaletten altı mı?<br>Aferin, <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17EE,YES,NO,öİş,"Hey, seven out of ten ghosts!<br>That's how to do it, <color=0003>Luigi</color>!","Hey, on hayaletten yedisi!<br>İşte böyle olur, <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17EF,YES,NO,ı,"Yowzer, eight out of ten ghosts!<br>Go get those ghouls, <color=0003>Luigi</color>!","Vay canına, on hayaletten sekizi!<br>Git de o hortlakları avla, <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17F0,YES,NO,ü,"Whoo-hoo! Nine out of ten<br>ghosts! Excellent, <color=0003>Luigi</color>!","Vuhuu! On hayaletten dokuzu!<br>Mükemmel, <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17F1,YES,NO,ş,"WOW! Ten out of ten ghosts!<br>Positively dazzling, <color=0003>Luigi</color>!","VAY! On hayaletten on tanesi!<br>Kusursuz iş, <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x17F2,YES,NO,ış,I'd say you're ready to look<br>for your brother now!,Bence artık kardeşini aramaya<br>hazırsın!,[],[]
0x17F3,YES,NO,çüğİış,That's the vacuum cleaner I<br>engineered to catch ghosts.<hr>I call it...this is genius...<br>the <color=0002>Poltergust 3000</color>! It can<hr>suck up all kinds of things.<br>Let 'er rip!,"İşte bu, hayalet yakalamak için<br>tasarladığım süpürge.<hr>Adı... dâhiyane bir isim...<br><color=0002>Poltergust 3000</color>! Her türlü şeyi<hr>içine çekebilir.<br>Haydi, çalıştır bakalım!","[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x17F4,YES,NO,çöüğş,"Use [0019:00000008,00000006] to vacuum and the<br><color=0001>motion controls</color> to change<hr>your direction.","[0019:00000008,00000006] ile süpür;<br>yönünü değiştirmek için de<hr><color=0001>hareket kontrollerini</color> kullan.","[(25, 8, 6), (21, 1), (21, 4294967295)]","[(25, 8, 6), (21, 1), (21, 4294967295)]"
0x17F5,YES,NO,çüğş,No matter how strong you think<br>your brother is...,Kardeşinin ne kadar güçlü<br>olduğunu düşünürsen düşün...,[],[]
0x17F6,YES,NO,ış,Ghosts are mysterious beings...<br>They can't be caught using<hr>conventional means. ,Hayaletler gizemli varlıklardır...<br>Alışıldık yollarla yakalanamazlar.,[],[]
0x17F7,YES,NO,üış,So you'd better use this! It's<br>the only way to foil 'em!<hr>This is the only thing they fear!,"O yüzden bunu kullansan iyi olur! Bu,<br>onları alt etmenin tek yolu!<hr>Korktukları tek şey de bu!",[],[]
0x17F8,YES,NO,Ööğış,"Or something to that effect...<br>Ahem! Well, how's about we<hr>start your training?","Ya da ona benzer bir şey...<br>Öhöm! Ne dersin, şimdi<hr>eğitimine başlayalım mı?",[],[]
0x17F9,YES,NO,öü,"Fine, fine. Looks like you worked<br>up quite a sweat there. ","Tamam, tamam. Galiba epey<br>ter döktün.",[],[]
0x17FA,YES,NO,,"How about a little cool-down<br>in the gallery? I'm quite proud<hr>of it, you know...","Galeride biraz dinlenmeye<br>ne dersin? Orayla epey gurur<hr>duyuyorum, bilirsin...",[],[]
0x17FF,YES,NO,çöış,"<color=0003>Luigi</color>, that was a sorry<br>effort! Why, I bet your brother<hr>would be laughing fit to split<br>if he saw you. Try again from<hr>the beginning, OK? ","<color=0003>Luigi</color>, bu çok acınası<br>bir denemeydi! Kardeşin görse<hr>kahkahadan ikiye katlanırdı.<br>Hadi, baştan bir daha dene,<hr>tamam mı?","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x1800,YES,NO,çüış,Select the light type!,Işık türünü seç!,[],[]
0x1801,YES,NO,çüğİış,"So, if you use [0008:00000001] to shine<br>the powerful strobe light,<hr>you can stun the ghosts for a bit.<br>Then it's time to vacuum!",[0008:00000001] ile Flaşampulün güçlü ışığını<br>patlatırsan hayaletler kısa süreliğine<hr>sersemler. İşte o an süpürgeyi çalıştır!,"[(8, 1)]","[(8, 1)]"
0x1802,YES,NO,çöüı,"While vacuuming with [0019:00000008,00000006],<br>slide [0008:0000000C] in the opposite<hr>direction to bring 'em in!","[0019:00000008,00000006] ile süpürürken,<br>[0008:0000000C] ters yöne iterek onları<hr>kendine çek!","[(25, 8, 6), (8, 12)]","[(25, 8, 6), (8, 12)]"
0x1803,YES,NO,çöüğış,"Try to get as close as possible before<br>flashing the light.<hr>The moment you see a ghost's heart,<br>vacuum 'em right up!","Işığı çakmadan önce olabildiğince<br>yaklaş.<hr>Hayaletin kalbini gördüğün an,<br>hemen içine çek!",[],[]
0x1804,YES,NO,ış,"Catching ghosts means using<br>the strobe and the <color=0002>Poltergust 3000</color> <hr>together. You get me, young feller?","Hayalet yakalarken Flaşampul ile<br><color=0002>Poltergust 3000</color>'i birlikte<hr>kullanacaksın. Anladın mı, evlat?","[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x1805,YES,NO,çüİış,"Get two or more at the same time, and<br>something good may happen!<hr>Heh heh heh...",İki veya daha fazlasını aynı anda<br>yakalarsan hoş bir sürpriz çıkabilir!<hr>Heh heh heh...,[],[]
0x1839,YES,NO,üı,"Are you done appreciating art<br>for today, <color=0003>Luigi</color>?","Bugünlük sanata yeterince<br>hayran kaldın mı, <color=0003>Luigi</color>?","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x183A,YES,NO,,Where am I?,Neredeyim?,[],[]
0x183B,YES,NO,ö,Go back to the Lab.,Laboratuvara geri dön.,[],[]
0x183C,YES,NO,ı,Sorry to bother you.,Rahatsız ettiysem kusura bakma.,[],[]
0x183D,YES,NO,ö,"All right, then!",Pekâlâ öyleyse!,[],[]
0x183E,YES,NO,ı,Just looking?,Sadece bakınıyor musun?,[],[]
0x183F,YES,NO,üı,"This is the gallery. This is<br>where I hang all my paintings...<hr>ghost paintings, that is!",Burası galeri. Tüm tablolarımı<br>burada asıyorum...<hr>yani hayalet tablolarımı!,[],[]
0x1840,YES,NO,öıŞ,Those other doors...,Şu öteki kapılar...,[],[]
0x1841,YES,NO,ç,What's that stand for?,O kaide ne için?,[],[]
0x1842,YES,NO,çüğış,"When I was young, I designed<br>a machine to turn ghosts into<hr>paintings, and I traveled the<br>world collecting 'em. Oh, it<hr>was glamorous, I tell you!","Gençliğimde hayaletleri tablolara<br>hapseden bir makine tasarladım.<hr>Sonra dünyayı dolaşıp onları topladım.<br>Ah, ne günlerdi ama!",[],[]
0x1843,YES,NO,öüğıŞ,"Oh, the room in back and the room<br>on the right? Well, the room on<hr>the right is where I put paintings<br>of ghosts from around the world.","Arkadaki oda ile sağdaki oda mı?<br>Şey, sağdaki oda<hr>dünyanın dört bir yanından topladığım<br>hayalet tablolarını koyduğum yer.",[],[]
0x1844,YES,NO,ş,Welcome to the Gallery!,Galeriye hoş geldin!,[],[]
0x1845,YES,NO,ÜçüıŞş,I had 25 paintings once upon a time. My<br><color=0001>Famous Ghost Collection</color> was complete!<hr>But now only the frames remain.<br>It's a shame! A tragedy!,Bir zamanlar tam 25 tablom vardı;<br><color=0001>Ünlü Hayalet Koleksiyonum</color> eksiksizdi!<hr>Şimdiyse elimde yalnız boş çerçeveler var.<br>Ne yazık! Tam bir trajedi!,"[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x1846,YES,NO,Ööüğış,"By the way, <color=0003>Luigi</color>. I have<br>a favor to ask.<hr>You see that <color=0002>Game Boy Horror</color><br><color=0002></color>you have in your hand?<hr>It has lots of features to help you<br>as you explore the mansion.<hr>For example, you can view the<br><color=0001>map </color>on the screen, or you can<hr>check the <color=0001>items </color>you've collected.","Bu arada, <color=0003>Luigi</color>. Senden bir<br>ricam var.<hr>Elindeki şu <color=0002>Game Boy Horror</color><br><color=0002></color>görüyor musun?<hr>Konağı keşfederken sana yardım edecek<br>bir sürü<br>işlevi var.<hr>Örneğin ekranda<br><color=0001>haritayı </color>görebilir ya da<hr>topladığın <color=0001>eşyaları </color>kontrol<br>edebilirsin.","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295), (21, 2), (21, 4294967295), (21, 1), (21, 4294967295), (21, 1), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295), (21, 2), (21, 4294967295), (21, 1), (21, 4294967295), (21, 1), (21, 4294967295)]"
0x1847,YES,NO,çğıŞş,And! I've built a part that will add<br>even more functionality!<hr>But...I guess I left it in the room<br>in back. How forgetful...,Hem de! Daha da fazla işlev katacak<br>bir parça yaptım!<hr>Ama... sanırım onu arkadaki odada<br>bırakmışım. Şu dalgınlığıma bak...,[],[]
0x1848,YES,NO,çış,Would you mind heading to the room<br>in back to find that part?<hr>Press [0008:00000003] to shake and bang on<br>furniture. It's back there somewhere!,Arkadaki odaya gidip o parçayı<br>bulabilir misin?<hr>Mobilyaları silkelemek için [0008:00000003] tuşuna bas.<br>Arkada bir yerde olmalı!,"[(8, 3)]","[(8, 3)]"
0x1849,YES,NO,üış,I designed the <color=0002>Game Boy Horror</color><br>as a communications terminal.<hr>It has all sorts of functions.,<color=0002>Game Boy Horror</color>'ı<br>bir iletişim terminali olarak<br>tasarladım.<hr>Her türlü işlevi var.,"[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x184A,YES,NO,Öçöüğış,"For example, you can touch the<br><color=0001>button on the left</color> to see a list of the<hr>items you've picked up. Give it<br>a try after you get some coins.","Örneğin, topladığın eşyaların<br>listesini görmek için<br><color=0001>soldaki düğmeye</color> dokunabilirsin.<hr>Birkaç para topladıktan sonra<br>dene.","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x184B,YES,NO,çöüğı,The <color=0001>button on the right</color> is for Ghost Guide.<br>You'll be able to see detailed info on<hr>the portrait ghosts you capture.,<color=0001>Sağdaki düğme</color> Hayalet Rehberi içindir.<br>Yakaladığın portre hayaletleri<br>hakkında<hr>ayrıntılı bilgi görebilirsin.,"[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x184C,YES,NO,çüğı,You can also use the <color=0001>button in the middle</color><br>to display a map of the mansion.<hr>The display will color the rooms<br>as you visit 'em. Check the map<hr>if you ever get lost.,Ayrıca konağın haritasını açmak için<br><color=0001>ortadaki düğmeyi</color> de kullanabilirsin.<hr>Uğradıkça odalar renklenecektir.<br>Yolunu kaybedersen haritaya<hr>bak.,"[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x184D,YES,NO,ış,"Got all that, sonny?",Her şeyi anladın mı evlat?,[],[]
0x184E,YES,NO,çüış,The room in the back was built to<br>house the painting of <color=0003>King Boo</color>...<hr>The very same <color=0003>King Boo</color> who ruined<br>my entire collection!,"Arkadaki oda, <color=0003>Kral Boo</color>'nun tablosunu<br>barındırmak için yapılmıştı...<hr>Hani şu tüm koleksiyonumu mahveden<br><color=0003>Kral Boo</color>!","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x184F,YES,NO,,What's a GB Horror?,GB Horror da ne?,[],[]
0x1850,YES,NO,üğı,"The last ghost I caught was<br><color=0003>Boolossus</color>, but there<hr>are lots of Boos, and <color=0003>King Boo</color><br>rallied them all to take<hr>revenge upon me!","Yakaladığım son hayalet<br><color=0003>Boolossus</color>'tu, ama<hr>sürüyle Boo var ve <color=0003>Kral Boo</color><br>hepsini toplayıp benden<hr>intikam almaya kalktı!","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x1851,YES,NO,çüğı,"They used my machine to free<br><color=0003>Boolossus</color> from the painting...<hr>then they went and turned<br>all my other portraits back<hr>into ghosts, too!",Makinemi kullanıp<br><color=0003>Boolossus</color>'u tablodan çıkardılar...<hr>sonra da diğer tüm portrelerimi<br>yeniden<hr>hayalete çevirdiler!,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x1852,YES,NO,çöüış,"As if that weren't enough,<br>they built a mansion in front<hr>of my lab in the space of a<br>single night, and then they all<hr>hid inside! If I told anybody<br>else this stuff, they'd probably<hr>have me committed!","Yetmezmiş gibi,<br>laboratuvarımın önüne<hr>bir gecede koca bir konak diktiler,<br>sonra da hep birlikte<hr>içine saklandılar! Bunu başkasına<br>anlatsam herhalde beni<hr>tımarhaneye kapatırlar!",[],[]
0x1853,YES,NO,çğı,I'm sure my portrait ghosts are<br>somewhere inside the mansion. <hr>I just have to get 'em back!,Portre hayaletlerimin<br>konağın içinde bir yerlerde olduğuna<br>eminim.<hr>Onları geri almalıyım!,[],[]
0x1854,YES,NO,ıŞş,"Well, then. Now I have to tell<br>you...a horrifying story...",Pekâlâ... Şimdi sana<br>dehşet verici bir hikâye anlatmalıyım...,[],[]
0x1855,YES,NO,öüğış,"I look forward to seeing the room<br>fully decorated, thanks to <color=0003>Luigi</color>!<hr>Heh heh heh!",Bu oda <color=0003>Luigi</color> sayesinde<br>baştan aşağı süslendiğinde görmelisin!<hr>Heh heh heh!,"[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x1857,YES,NO,üğıŞ,"You're looking at the stand over there,<br>aren't you?<hr>It used to hold a <color=0001>trophy</color>, but like the ghost<br>paintings, it has gone missing.","Şuradaki kaideye bakıyorsun,<br>değil mi?<hr>Eskiden üzerinde bir <color=0001>kupa</color> vardı, ama<br>hayalet<br>tabloları gibi o da kayboldu.","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x1858,YES,NO,çöİış,"As you make progress and get things<br>done, you might get the trophy back.<hr>I've made it so that pressing [0008:00000003]<br>will show you your objectives.<hr>Check them out when you can!",İlerledikçe ve hedefleri bir bir<br>tamamladıkça o kupayı geri alabilirsin.<hr>[0008:00000003] tuşuna basınca hedeflerini<br>görebilirsin.<hr>Arada bir kontrol etmeyi unutma!,"[(8, 3)]","[(8, 3)]"
0x1859,YES,NO,çğı,Oh! That <color=0002>part</color> is exactly what<br>I was looking for!<hr>Let me just get it attached...,Ah! Aradığım <color=0002>parça</color> tam da buydu!<hr>Hemen yerine takayım...,"[(21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295)]"
0x185A,YES,NO,çüğış,"Excellent. The <color=0001>search function</color> has<br>been added to the <color=0002>Game Boy Horror</color>.<hr>Thanks for going to all that<br>trouble, <color=0003>Luigi</color>.<hr>You should try out the <color=0001>search function</color><br><color=0001></color>in the gallery. Just press [0008:00000004].","Harika. <color=0001>arama işlevi</color><br>artık <color=0002>Game Boy Horror</color>'a eklendi.<hr>Bunca zahmete girdiğin için<br>teşekkürler, <color=0003>Luigi</color>.<hr>Galeride <color=0001>arama işlevini</color><br><color=0001></color>denemelisin. Sadece [0008:00000004] tuşuna bas.","[(21, 1), (21, 4294967295), (21, 2), (21, 4294967295), (21, 3), (21, 4294967295), (21, 1), (21, 4294967295), (21, 1), (21, 4294967295), (8, 4)]","[(21, 1), (21, 4294967295), (21, 2), (21, 4294967295), (21, 3), (21, 4294967295), (21, 1), (21, 4294967295), (21, 1), (21, 4294967295), (8, 4)]"
0x185B,YES,NO,çı,"<color=0003>Luigi</color>, could you go to the room in back<br>and find the <color=0002>Game Boy Horror</color> <color=0002>part</color>?<hr>Try using [0008:00000003] to shake and<br>bang on furniture.","<color=0003>Luigi</color>, arkadaki odaya gidip<br><color=0002>Game Boy Horror</color> <color=0002>parçasını</color> bulur musun?<hr>Mobilyaları sallayıp vurmak için [0008:00000003]<br>kullanmayı dene.","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295), (21, 2), (21, 4294967295), (8, 3)]","[(21, 3), (21, 4294967295), (21, 2), (21, 4294967295), (21, 2), (21, 4294967295), (8, 3)]"
0x185C,YES,NO,çöüı,You got the <color=0002>part </color>for the <color=0002>Game Boy Horror</color>!<br>It looks somewhat familiar!,<color=0002>Game Boy Horror</color> için gerekli <color=0002>parçayı</color><br>buldun! Gözüne biraz tanıdık<br>geliyor!,"[(21, 2), (21, 4294967295), (21, 2), (21, 4294967295)]","[(21, 2), (21, 4294967295), (21, 2), (21, 4294967295)]"
0x185D,YES,NO,ğış,Do you have any questions?,Soracağın bir şey var mı?,[],[]
0x185E,YES,NO,ıŞş,What's that thing for?,Şu şey ne işe yarıyor?,[],[]
0x185F,YES,NO,çüı,"That's a <color=0001>trophy</color> in honor of<br>defeating ghosts.<hr>You know, it used to be a much<br>larger, much nicer <color=0001>trophy</color>...","Bu, hayaletleri yenme onuruna verilen<br>bir<br><color=0001>kupa</color>. Eskiden çok daha<hr>büyük, çok daha güzel bir <color=0001>kupa</color>ydı...","[(21, 1), (21, 4294967295), (21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295), (21, 1), (21, 4294967295)]"
0x1860,YES,NO,çöüğİış,"As you make progress and get things<br>done, the <color=0001>trophy</color> should improve!<hr>To make things easier, I've made it so<br>pressing [0008:00000003] will display your objectives.<hr>Check them out when you can!",İlerledikçe ve işleri yoluna koydukça<br>o <color=0001>kupa</color> da güzelleşir!<hr>Kolay olsun diye [0008:00000003] tuşuna basınca<br>hedeflerini gösterecek şekilde ayarladım.<hr>Uygun olduğunda bir bak!,"[(21, 1), (21, 4294967295), (8, 3)]","[(21, 1), (21, 4294967295), (8, 3)]"
0x1861,YES,NO,çüğış,"That's a <color=0001>trophy</color> in honor of<br>defeating ghosts.<hr>It's really starting to show signs<br>of how busy you've been, <color=0003>Luigi</color>!","Bu, hayaletleri yenme onuruna verilen<br>bir <color=0001>kupa</color>. <color=0003>Luigi</color>, ne kadar çok<hr>iş başardığın şimdiden üzerinde<br>belli olmaya başladı!","[(21, 1), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 1), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x1862,YES,NO,öğış,You can check out all the things<br>you've accomplished by pressing [0008:00000003].<hr>It's so easy...you can check them<br>out anytime. Even now!<hr>Heh heh heh.,"Başardığın her şeyi [0008:00000003] tuşuna basarak<br>görebilirsin.<hr>O kadar kolay ki... istediğin zaman,<br>hatta şimdi bile bakabilirsin!<hr>Heh heh heh.","[(8, 3)]","[(8, 3)]"
0x1863,YES,NO,üğış,It was empty after <color=0003>King Boo</color> released<br>all the portrait ghosts I'd gathered<hr>from around the world.,"<color=0003>Kral Boo</color>, dünyadan topladığım tüm<br>portre hayaletlerini serbest bırakınca<hr>orası bomboş kalmıştı.","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x1864,YES,NO,öış,"Thanks to you, <color=0003>Luigi</color>, <br>it's starting to get back<hr>to how it used to be.","Senin sayende, <color=0003>Luigi</color>,<br>eski hâline dönmeye<hr>başladı.","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x1865,YES,NO,öüış,"Keep vacuuming up those ghosts,<br>and the gallery will be restored in<hr>no time. I'm counting on you, <color=0003>Luigi</color>!","O hayaletleri süpürüp toplamaya devam<br>et,<br>galeri kısa sürede eski görkemine<hr>kavuşur. Sana güveniyorum, <color=0003>Luigi</color>!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x1866,YES,NO,öüış,"Thanks to all you've done, it's<br>back to how it used to be!",Yaptıkların sayesinde her şey<br>eski hâline döndü!,[],[]
0x1867,YES,NO,çüş,"And I'm so happy to see <color=0003>King Boo</color><br><color=0003></color>added back to the collection!<hr>Thank you, <color=0003>Luigi</color>!","Bir de <color=0003>Kral Boo</color>'nun<br><color=0003></color>koleksiyona geri eklenmesi beni<hr>çok mutlu etti! Teşekkürler,<br><color=0003>Luigi</color>!","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x1868,YES,NO,üğı,The room in the back is where I<br>keep the painting of <color=0003>King Boo</color>...<hr>The very same <color=0003>King Boo</color> who ruined<br>my entire collection!,"Arkadaki oda, <color=0003>Kral Boo</color>'nun tablosunu<br>sakladığım yerdir...<hr>Hani tüm koleksiyonumu mahveden<br>o <color=0003>Kral Boo</color> var ya!","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295), (21, 3), (21, 4294967295)]"
0x1869,YES,NO,Üüış,"Both rooms are now in perfect shape for<br>viewing. I should have a plaque made.<hr>""Thanks to <color=0003>Luigi</color>!"" it would say.<br>Heh heh heh!","Artık iki oda da gezmeye tam<br>hazır hâlde. Hatta bir plaket<hr>yaptırmalıyım. Üzerinde<br>""Teşekkürler <color=0003>Luigi</color>!"" yazar.<hr>Heh heh heh!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x189C,YES,NO,çöüş,"Good job, <color=0003>Luigi</color>! You made it <br>back in one piece!","Aferin, <color=0003>Luigi</color>! Tek parça hâlinde<br>geri dönmüşsün!","[(21, 3), (21, 4294967295)]","[(21, 3), (21, 4294967295)]"
0x189D,YES,NO,çğış,Looks like you got a vacuum full<br>of ghosts there. What do you say<hr>we put 'em through the old<br><color=0001>Ghost Portrificationizer</color>! ,"Bayağı hayalet doldurmuşsun o vakuma.<br>Ne dersin, onları eski usul<hr><color=0001>Hayalet Portreleyici</color>'den geçirelim mi!","[(21, 1), (21, 4294967295)]","[(21, 1), (21, 4294967295)]"
0x189E,YES,NO,öü,The ghosts are invisible...,Hayaletler görünmezdir...,[],[]
0x189F,YES,NO,ü,so we need to...,bu yüzden bizim de...,[],[]
