ID,English,Dutch,French,German,Italian,Spanish,Turkish
0x178B,"Heh heh heh. Don't get all<br>down in the mouth, my boy!<hr>That <color=0002>Game Boy Horror</color> I gave you<br>has a secret function!",,"Hé, mais attends !<hr>Je ne t'ai pas parlé de la fonction<br>secrète du <color=0002>Game Boy Horror</color>...","Hihihi! Doch keine Sorge, du<br>bist nicht völlig auf dich allein<hr>gestellt! Der <color=0002>Game Boy Horror</color>,<br>den ich dir gab, verfügt über eine<hr>geheime Funktion!","Eh eh eh. Non crucciarti troppo,<br>ragazzo! Quel <color=0002>Game Boy Horror</color><hr>che ti ho dato ha una funzione segreta!","Una cosa, majete:<hr>aún no hemos hablado del dispositivo<br>secreto de la <color=0002>Game Boy Horror</color>.","Heh heh heh. Hemen surat asma,<br>evlat!<hr>Sana verdiğim <color=0002>Game Boy Horror</color>'ın<br>gizli bir işlevi var!"
0x178C,"I knew it'd come in handy one<br>day, so I developed it secretly.<hr>I call it the <color=0002>Boo Radar</color>!",,"Je savais que ça servirait, c'est<br>pour ça que je l'ai mise au point.<hr>C'est le <color=0002>Radar à Boos</color>.","Ich wusste, dass wir sie eines<br>Tages gut gebrauchen könnten.<hr>Deshalb habe ich sie unter höchster<br>Geheimhaltung entwickelt. Die Rede<hr>ist vom einzigartigen <color=0002>Buu-Huu-Radar</color>!","Sapevo che prima o poi sarebbe<br>stata utile, quindi l'ho sviluppata<hr>in tutta segretezza... Parlo della<br>funzione <color=0002>Radar ScovaBoo</color>!",Sabía que algún día sería útil; por eso<br>trabajé en él de manera confidencial.<hr>Lo he bautizado como <color=0002>detector de Boos</color>.,"Bunun bir gün işe yarayacağını<br>biliyordum,<br>o yüzden gizlice geliştirdim.<hr>Adına <color=0002>Boo Radarı</color> diyorum!"
0x178D,"The <color=0002>Boo Radar</color> will flash red when<br>something round like a Boo is<hr>hidden nearby. Use it to search<br>everywhere, <color=0003>Luigi</color>!",,Le <color=0002>Radar à Boos</color> deviendra rouge<br>si un Boo se trouve à proximité. <hr>Sers-t'en partout où tu vas.,"Der <color=0002>Buu-Huu-Radar</color> blinkt rot, wenn<br>sich ein Buu Huu in unmittelbarer<hr>Nähe versteckt hält. Mit seiner Hilfe<br>kannst du alles absuchen, <color=0003>Luigi</color>!","Quando il <color=0002>Radar ScovaBoo </color>rivela<br>un Boo nelle vicinanze, si accende<hr>una spia rossa. Cerca dappertutto,<br><color=0003>Luigi</color>!","El <color=0002>detector de Boos</color> se pondrá rojo<br>al acercarse a algo redondo,<hr>como los Boos, que esté escondido.<br>Úsalo por todas partes, <color=0003>Luigi</color>.","Yakında Boo gibi yuvarlak bir şey<br>saklıysa <color=0002>Boo Radarı</color> kırmızı yanıp<br>söner.<hr>Her yeri onunla ara,<br><color=0003>Luigi</color>!"
0x178E,"All right now, sonny. Don't go<br>tuckering yourself out. Relax, <hr>and just try to get those Boos <br>one at a time. The trick is using<hr>the <color=0001>motion controls</color> and [0008:0000000C]<br>together. Don't forget, now!",,"Maintenant, écoute-moi, fiston...<br>Ne te laisse pas abattre !<hr>Capture ces Boos l'un après l'autre.<br><hr>Utilise les <color=0001>commandes par mouvements</color><br><color=0001></color>et [0008:0000000C] de façon synchronisée, d'accord ?","So weit, so gut, Kleiner. Doch eines<br>nach dem anderen. Behalte einen<hr>kühlen Kopf und kümmere dich<br>schön der Reihe nach um jeden<hr>einzelnen Buu Huu. Es läuft<br>wie geschmiert, wenn man das<hr>Zusammenspiel von <color=0001>Bewegungs-</color><br><color=0001>steuerung </color>und [0008:0000000C] beherrscht!<hr>Das solltest du nie vergessen!","Bene, giovanotto. Non devi sfinirti però.<br>Rilassati e cerca di prendere quei Boo<hr>uno alla volta. Il trucco sta nell'usare<br>assieme i <color=0001>comandi di movimento</color> e [0008:0000000C].<hr>Non dimenticartelo!","Calma, chaval. No vayas a darte<br>la paliza. Ve tranquilo y cázalos<hr>de uno en uno. El truco está en usar<br>los <color=0001>controles por movimiento</color> y [0008:0000000C] juntos.<hr>¡Que no se te olvide!","Hadi bakalım, oğlum. Kendini çok<br>hırpalama. Sakin ol ve o Boo'ları<hr>birer birer yakalamaya çalış.<br>İşin püf noktası <color=0001>hareket kontrolleriyle</color><hr>[0008:0000000C] düğmesini birlikte kullanmak.<br>Sakın unutma!"
0x178F,Phew...<br>It's finally connected.,,Fiou...<br>C'est enfin connecté.,"Puh, endlich...<br>Die Verbindung steht.","Uff, meno male...<br>Finalmente è connesso.",Uf... Por fin se ha conectado...,Oh be...<br>Sonunda bağlandı.
0x1790,"I don't know if it's a dream,<br>an illusion, or what-all, but I<hr>surely wouldn't be too happy<br>winning a haunted house!",,Je ne sais pas si c'est<br>un rêve ou une illusion...<hr>mais je n'aimerais pas gagner <br>une maison hantée !,"Keine Ahnung, ob es nur ein böser<br>Traum ist, eine Illusion oder<hr>was-auch-immer - aber ich wäre<br>nicht sonderlich, ähem, begeistert,<hr>wenn ich ein Spukhaus gewinnen würde.","Non so se è un sogno, un'illusione<br>o che altro, ma io non sarei tanto<hr>contento di vincere un palazzo<br>infestato dai fantasmi!","No sé si es un sueño, una ilusión o qué,<br>pero yo no estaría tan contento si<hr>hubiera ganado una casa encantada...","Bunun rüya mı, yanılsama mı,<br>ne olduğu belli değil ama...<hr>Ben olsam perili bir ev kazandığıma<br>pek sevinmezdim!"
0x1791,"Now that I get a look at you, <br>I just recalled... A guy with a<hr>red hat kind of like yours went<br>up to the mansion without even<hr>stopping to chat...and he never<br>returned. Was he a dream, too?",,"En te regardant bien, un détail me<br>revient.<hr>Il y a un type qui te ressemblait pas mal,<br>enfin, lui il avait un chapeau rouge...<hr>Bref, il est allé au manoir sans même<br>s'arrêter ici, et je ne l'ai jamais revu.<hr>Était-ce une illusion ? Je ne sais pas.","Wo ich dich so sehe, fällt mir<br>wieder etwas ein... Ein Kerl mit<hr>einer roten Mütze, die deiner<br>ganz ähnlich sah, lief rauf zum<hr>Haus. Er hielt nicht einmal für ein<br>kurzes Pläuschchen... und er kam<hr>auch nicht zurück. Oder habe ich<br>das doch nur geträumt? Ts, ts...",Ora che ti guardo bene... mi fai tornare<br>in mente un tipo con un cappello rosso<hr>simile al tuo. È andato di filato<br>al palazzo senza neanche fermarsi<hr>a parlare. E non è mai tornato.<br>Che me lo sia sognato?,Te estoy viendo y me recuerdas<br>a alguien que llevaba una gorra<hr>roja similar a la tuya. No llegamos<br>a hablar porque pasó muy rápido <hr>hacia la mansión y no ha vuelto... <br>¿Lo habré soñado también?,Şimdi sana dikkatlice bakınca<br>bir şey hatırladım... Seninkine benzeyen<hr>kırmızı şapkalı bir adam konağa doğru<br>gitti; durup iki laf bile etmedi...<hr>ve bir daha dönmedi.<br>O da mı rüyaydı?
0x1792,What?,,Quoi ?,Wie bitte?,Cosa?,¿Cómo?,Ne?
0x1793,That guy was your brother?<br>Oh no! That's horrible!,,"Ce type était ton frère ?<br>Mon dieu, mais c'est terrible !",Der Kurze war dein Bruder?<br>Oh nein! Wie furchtbar!,Quel tipo era tuo fratello?<br>Oh no! Ma è orribile!,"¿Que era tu hermano?<br>¡Madre mía, qué horror!",O adam senin kardeşin miydi?<br>Aman tanrım! Bu korkunç!
0x1794,He wouldn't stand a chance<br>against those ghosts without my<hr>help! You have to go after him!,,Ses chances de survie contre ces<br>fantômes seraient nulles sans mon aide.<hr>Tu dois le sauver !,Ohne meine Hilfe hat er nicht die<br>geringste Chance gegen diese<hr>Geister! Du musst ihm folgen!,Non ha possibilità di scampo contro<br>quei fantasmi senza il mio aiuto!<hr>Devi trovarlo subito!,Pues no tiene nada que hacer contra<br>esos fantasmas sin mi ayuda.<hr>¡Tienes que ir a buscarlo!,Ben yardım etmeden o hayaletlere karşı<br>hiç<br>şansı olmazdı!<hr>Hemen peşinden gitmelisin!
0x1795,"Here's the plan: I'll teach you<br>to deal with ghosts so you can<hr>rescue your brother, <color=0003>Luigi</color>.",,Voici le plan : je vais t'apprendre<br>à combattre les fantômes.<hr>C'est ta seule chance de sauver Mario.,"Mir kommt ein Geistesblitz: Ich<br>zeige dir, wie du mit den Geistern<hr>fertig wirst, damit du deinen<br>Bruder retten kannst, <color=0003>Luigi</color>.","Ecco il mio piano: ti insegnerò<br>ad acchiappare i fantasmi,<hr>così potrai salvare tuo fratello,<br><color=0003>Luigi</color>.","Vamos a hacer lo siguiente: voy a<br>enseñarte qué hacer con los espectros<hr>para poder rescatar a tu hermano,<br><color=0003>Luigi</color>.","Plan şu: sana hayaletlerle<br>nasıl başa çıkacağını öğreteceğim ki<hr>kardeşini kurtarabilesin, <color=0003>Luigi</color>."
0x1796,The Hidden Mansion,,Le manoir caché,Zur versteckten Villa,Palazzo nascosto,A la mansión oculta.,Gizli Konak
0x1797,Save,,Sauvegarder,Speichern,Salva,Guardar,Kaydet
0x1798,Heh heh heh! Hello!<br>I'm <color=0003>future Professor E. Gadd</color>!,,Hé hé hé ! Bonjour ! Je suis le<br><color=0003>Professeur K. Tastroff du futur</color> !,Hihihi! Hallo! Ich bin <color=0003>Professor</color><br><color=0003>I. Gidd der Zukunft</color>!,"Eh eh eh, salve!<br>Sono il <color=0003>professor Strambic del futuro</color>!","¡Je, je, je! ¡Hola, soy el <color=0003>profesor Fesor</color><br><color=0003>del futuro</color>!",Heh heh heh! Merhaba!<br>Ben <color=0003>geleceğin Profesör E. Gadd</color>'ıyım!
0x1799,Allow me to introduce this green<br>doppelgänger. I call him <color=0003>Gooigi</color>!,,Laisse-moi te présenter ton sosie.<br>Voici <color=0003>Gluigi</color> !,Darf ich euch diesen grünen<br>Doppelgänger vorstellen?<hr>Ich nenne ihn... <color=0003>Fluigi</color>!,"Vi presento <color=0003>Gommiluigi</color>, un sosia tutto<br>verde del nostro comune amico!","Luigi, permíteme que te presente<br>a tu otro yo: ¡<color=0003>Gomiluigi</color>!",Şu yeşil dublörünle tanış.<br>Adını <color=0003>Jöluigi</color> koydum!
0x179A,"I created him in your likeness. He's also<br>skilled with the <color=0002>Poltergust</color>, like you!",,"Je l'ai créé pour qu'il te ressemble,<br>alors il sait se servir d'un <color=0002>Ectoblast</color> !",Er ist dir sehr ähnlich. Er bedient den<br><color=0002>Schreckweg</color> so geschickt wie du!,"È tale e quale a te, Luigi! E anche lui<br>sa usare perfettamente il <color=0002>Poltergust</color>!",Lo he creado a tu imagen y semejanza.<br>¡Incluso tiene su propia <color=0002>Succionaentes</color>!,Onu seni örnek alarak yarattım. O da<br>tıpkı senin gibi <color=0002>Poltergust</color><br>kullanmakta yetenekli!
0x179B,"However, if I'm being honest, he still needs<br>a little...testing.",,"Par contre, pour être franc avec toi,<br>il a encore besoin d'être... testé.","Nur... wenn ich ehrlich bin, müsste<br>man ihn noch ein bisschen... testen.","Anche se, in tutta onestà, ha ancora<br>bisogno di un po' di rodaggio...","Pero, para ser sincero, aún no está<br>listo del todo.","Ama doğrusu,<br>hâlâ biraz... test istiyor."
0x179C,Which is why I'm talking to you!,,Et c'est pourquoi j'ai besoin de toi !,Das ist der Grund dieser Unterhaltung!,Ecco perché mi rivolgo a voi!,¡Y por eso os estaba buscando!,İşte bu yüzden seninle konuşuyorum!
0x179D,I'm outsourcing testing for <color=0003>Gooigi </color>to you<br>and <color=0003>past me</color>. Isn't time travel great?,,"Je vous laisse le soin de tester<br><color=0003>Gluigi</color>, toi et mon <color=0003>moi du passé </color>!","Ich möchte, dass <color=0003>Fluigi </color>von dir und<br>meinem <color=0003>früheren Ich </color>getestet wird.<hr>Toll, was Zeitreisen ermöglichen, was?",Vorrei che foste tu e il <color=0003>me stesso del</color><br><color=0003>passato </color>a occuparvi di lui...,Quiero endosaros a mi <color=0003>yo del pasado</color> y<br>a ti el control de calidad de <color=0003>Gomiluigi</color>.,<color=0003>Jöluigi </color>için test işini sana<br>ve <color=0003>geçmişteki bana</color> devrediyorum.<br>Zaman yolculuğu harika değil mi?
0x179E,Take good care of <color=0003>Gooigi</color>!,,Prends bien soin de <color=0003>Gluigi</color> !,Gib schön auf <color=0003>Fluigi </color>Acht!,Abbiate cura di <color=0003>Gommiluigi</color>!,¡Cuidad bien de él!,<color=0003>Jöluigi</color>'ye iyi bak!
0x179F,<color=0003>Me from the future </color>calling me out of<br>the blue... I didn't expect that!,,Mon <color=0003>moi du futur</color> qui m'appelle comme<br>ça... Je m'y attendais pas !,<color=0003>Mein zukünftiges Ich </color>meldet sich...<br>Das kommt sehr überraschend!,Il<color=0003> me del futuro </color>che mi contatta<br>all'improvviso... E chi se lo aspettava?,"Que mi <color=0003>yo del futuro </color>me llamara así, de<br>repente... ¡eso sí que no me lo esperaba!",<color=0003>Gelecekteki ben</color> pat diye beni aradı...<br>Bunu hiç beklemiyordum!
0x17A0,"It is quite an invention. I'd expect<br>nothing less from the <color=0003>future me</color>!<hr>And if future me has asked for<br>our help, we have to oblige!",,"Quelle invention ! Je n'en attendais pas<br>moins de la part de mon <color=0003>moi du futur</color>.<hr>Et si mon moi du futur nous a demandé<br>de l'aide, alors nous devons l'aider !","Diese Erfindung ist beeindruckend,<br>aber ich hätte von meinem <color=0003>zukünftigen</color><hr><color=0003>Ich </color>auch nicht weniger erwartet.<br>Und was den Wunsch von <color=0003>I. Gidd</color><hr><color=0003>der Zukunft </color>betrifft... den müssen<br>wir erfüllen!","È un'invenzione fantastica!<br><hr>D'altronde, non mi aspettavo niente<br>di meno dal <color=0003>me stesso del futuro</color>!<hr>E se lui ha bisogno del nostro aiuto,<br>non possiamo che accettare!","Menuda invención. ¡No esperaba menos<br>de mi <color=0003>yo del futuro</color>!<hr>Y si mi futuro yo necesita ayuda,<br>¡no podemos defraudarle!","Cidden müthiş bir icat. Zaten<br><color=0003>gelecekteki benden</color> aşağısı<br>beklenmezdi!<hr>Hem gelecekteki ben yardımımızı<br>istediyse, yardım etmek boynumuzun<br>borcu!"
0x17A1,"<color=0003>Luigi</color>, my boy, when you want to<br>take <color=0003>Gooigi </color>along to the mansion,<hr>all you have to do is select<br><color=0001>Play Co-op </color>in the Lab!",,"<color=0003>Luigi</color>, mon garçon, quand tu veux que<br><color=0003>Gluigi</color> t'accompagne dans le manoir,<hr>il te suffit de choisir <color=0001>Jouer en</color><br><color=0001>coopération</color> dans le labo !","<color=0003>Luigi</color>, mein Junge, wenn du die Villa<br>gemeinsam mit <color=0003>Fluigi </color>erkunden<hr>möchtest, wähle im Labor ganz<br>einfach die Option <color=0001>Teamspiel </color>aus!","<color=0003>Luigi</color>, ragazzo mio... Se vuoi portare<br><color=0003>Gommiluigi </color>con te nel palazzo,<hr>non devi fare altro che selezionare<br><color=0001>Gioco cooperativo </color>nel laboratorio!","<color=0003>Luigi</color>, muchacho, cuando quieras que<br><color=0003>Gomiluigi </color>te acompañe a la mansión,<hr>no tienes más que seleccionar <color=0001>Modo</color><br><color=0001>cooperativo</color> en el laboratorio.","<color=0003>Luigi</color>, evlat, <color=0003>Jöluigi </color>'yi<br>konağa yanında götürmek istediğinde,<hr>tek yapman gereken laboratuvarda<br><color=0001>Eşli Oyna</color>'yı seçmek!"
0x17A2,I'd like you guys to do something for me.,,J'aimerais que vous fassiez<br>quelque chose pour moi.,"Ich möchte, dass ihr<br>etwas für mich erledigt.",Avrei un piccolo favore da chiedervi...,Necesito que hagáis algo por mí.,Sizden bir şey yapmanızı isteyeceğim.
0x17A3,If you could help me with the test...,,Si vous pouviez faire des tests<br>pour moi...,Könntet ihr mir vielleicht<br>bei einem Test helfen?,Potreste aiutarmi con il rodaggio?,¿Podéis ayudarme con el control<br>de calidad?,Şu testte bana yardım edebilirseniz...
0x17A4,Oh! Take good care of <color=0003>Gooigi</color>.<br>He <color=0001>burns and melts</color> really easily...,,"Au fait ! Fais bien attention à <color=0003>Gluigi</color>,<br>il <color=0003>brûle et fond</color> vraiment facilement...",Gib gut auf <color=0003>Fluigi </color>Acht! Er <color=0001>brennt</color><br><color=0001>und schmilzt </color>sehr leicht...,"Oh, abbiate cura di <color=0003>Gommiluigi</color>, vi prego.<br><color=0001>Prende fuoco e si scioglie</color> facilmente...","Cuidad bien de <color=0003><color=0003>Gomiluigi</color></color>, por favor.<br>Se <color=0001>quema y se derrite</color> fácilmente...",Ah! <color=0003>Jöluigi</color>'ye iyi bakın.<br>Çok kolay <color=0001>yanar ve erir</color>...
0x17A5,Hmm? Why do you look so<br>surprised?,,Hmm ? Pourquoi es-tu si surpris ?,Hmm? Warum guckst du so<br>überrascht aus der Wäsche?,Mmmh? Come mai quell'espressione<br>sorpresa?,¿Eh? ¿A qué viene tanta sorpresa?,Hı? Neden bu kadar şaşkın<br>görünüyorsun?
0x17A6,There are two of me?,,Il y a deux moi ?,Weil du zwei Exemplare<br>von mir siehst?,Ci sono due... me?,¿Qué? ¿Dos versiones de mí mismo?,Benden iki tane mi var?
0x17A7,I'm calling you from<br>the future! OooOoo!,,Je t'appelle du futur !<br>Hé hé !,Ich rufe dich aus der Zukunft!,Vi sto contattando dal futuro!<br>Uuuuuuh!,¡Os estoy llamando desde el futuro!,Seni<br>gelecekten arıyorum! OooOoo!
0x17A8,"Heh heh! <color=0003>Luigi</color>, my boy.<br>Don't look so surprised!",,"Hé hé ! <color=0003>Luigi</color>, mon garçon,<br>n'aie pas l'air si surpris !","Hihi! <color=0003>Luigi</color>, jetzt guck<br>nicht so verdattert!","Eh eh eh! <color=0003>Luigi</color>, ragazzo mio.<br>Non spaventarti!","¡Je, je! <color=0003>Luigi</color>, chico, no te asustes.","Heh heh! <color=0003>Luigi</color>, evlat.<br>Bu kadar şaşırma!"
0x17A9,How about you take <color=0003>Gooigi</color> with<br>you and do some exploring?,,Et si tu allais faire de l'exploration<br>en compagnie de <color=0003>Gluigi</color> ?,"Wie wär's, wenn du <color=0003>Fluigi </color>mit<br>auf Erkundungstour nimmst?",Che ne dici di portare <color=0003>Gommiluigi</color><br><color=0003></color>in esplorazione con te?,¿Y si te llevas a <color=0003>Gomiluigi</color> a explorar<br>por ahí?,"Ne dersin, <color=0003>Jöluigi</color>'yi yanına alıp<br>biraz keşfe çıksan?"
0x17AA,"Even if he's defeated, he can<br><color=0001>revive as many times as he wants</color>!",,"Même s'il est vaincu, il peut <color=0001>revenir</color><br><color=0001>à la vie autant de fois qu'il veut</color> !","Wenn er besiegt ist, <color=0001>kann er zu neuem</color><br><color=0001>Leben erwachen, so oft er will</color>!","Anche se viene sconfitto, può<br><color=0001>riprendersi tutte le volte che vuole</color>!","Aunque caiga derrotado,<br>¡puede <color=0001>revivir siempre que quiera</color>!",Yenilse bile<br><color=0001>istediği kadar yeniden dirilebilir</color>!
0x17D4,"Ghosts seem to like darkness,<br>and they avoid the light.",,Les fantômes aiment les <br>ténèbres et évitent la lumière.,"Geister mögen es dunkel,<br>folglich meiden sie das Licht.",Ai fantasmi piace il buio e stanno<br>alla larga dalla luce.,"Según parece, a los fantasmas les<br>gusta la oscuridad y huyen de la luz.","Hayaletler karanlığı sever,<br>ışıktan da kaçar."
0x17D5,"So if you hit 'em with a<br>flashlight beam all of a sudden,<hr>you can stun 'em momentarily!<br>Then it's vacuuming time!",,"Touche-les avec un faisceau lumineux,<br>ça les étourdira momentanément !<hr>Après ça, c'est l'heure de l'aspi ! ","Wenn du sie also mit einem<br>Lichtstrahl blendest, stehen<hr>sie für einen kurzen Moment<br>unter Schock. Dann ist es Zeit,<hr>den Sauger zu aktivieren!",Se li illumini con la torcia potrai<br>immobilizzarli per qualche secondo<hr>e subito attivare l'aspirapolvere!,"Así que, si los enfocas con la linterna,<br>los dejarás atontados un segundo.<hr>¡Aprovecha y succiona!","Bu yüzden onlara bir anda<br>el feneri tutarsan,<hr>kısa süreliğine afallarlar!<br>Sonrası süpürme zamanı!"
0x17D6,"When you see your chance, hold<br>down [0019:00000008,00000006] and slide [0008:0000000C] in the<hr>opposite direction!",,"Lorsqu'un fantôme est sonné,<br>c'est le moment de frapper !<hr>Maintiens [0019:00000008,00000006] enfoncé et déplace [0008:0000000C]<br>dans la direction opposée à l'ennemi.","Wenn du nahe genug dran bist, dann<br>halte [0019:00000008,00000006] gedrückt und bewege [0008:0000000C] in<hr>die entgegengesetzte Richtung -<br>weg vom Geist!","Quando è il momento giusto,<br>tieni premuto [0019:00000008,00000006] e muovi [0008:0000000C]<hr>nella direzione opposta a quella<br>del fantasma!","Cuando llegue el momento, mantén<br>pulsado [0019:00000008,00000006] y mueve [0008:0000000C]<hr>hacia el sentido contrario.","Fırsatı gördüğünde,<br>[0019:00000008,00000006] düğmesini basılı tut ve<hr>[0008:0000000C] düğmesini ters yöne it!"
0x17D7,Just give it a try. You'll learn<br>more that way than just<hr>listening to me yap about it.,,Essaie donc ! Tu apprendras plus vite<br>qu'en m'écoutant bavasser !,"Versuche es doch mal! Auf<br>die Weise lernst du es viel<hr>besser, als wenn du mir nur<br>beim Plaudern zuhörst.",Prova! Imparerai molto meglio così che<br>non stando a sentire le mie chiacchiere.,Inténtalo. Aprenderás más<br>que oyéndome a mí.,Hadi bir dene. Benim çenemi<br>dinlemektense<br>böyle yaparak<hr>daha çok öğrenirsin.
0x17D8,"Awwwww, you didn't get ANY?!<br>Get yourself together and try again!",,Quoi ! Tu n'en as attrapé AUCUN ???<br>Concentre-toi et réessaie !,Waaas - keinen einzigen?!?<br>Reiß dich zusammen und<hr>versuch's noch mal!,"Oh, NEANCHE UNO?!<br>Mettiti d'impegno e riprova!","Oooh, ¿que no has pillado ni uno?<br>Recomponte y vuelve a intentarlo.","Aaa, hiç mi yakalayamadın?!<br>Toparlan da bir daha dene!"
0x17D9,"While vacuuming with [0019:00000008,00000006],<br>slide [0008:0000000C] in the opposite<hr>direction to bring 'em in!",,"Tout en aspirant un fantôme avec [0019:00000008,00000006],<br>déplace [0008:0000000C] dans la direction opposée.","Während des Saugens mithilfe<br>von [0019:00000008,00000006] musst du [0008:0000000C] in die<hr>entgegengesetzte Richtung<br>bewegen, um einen Geist<hr>aufzusaugen!","Mentre aspiri con [0019:00000008,00000006], muovi [0008:0000000C]<br>nella direzione opposta a quella<hr>del fantasma!","Mientras aspiras con [0019:00000008,00000006], mueve [0008:0000000C]<br>hacia el sentido contrario.<hr>Así podrás tirar del fantasma <br>para absorberlo del todo.","[0019:00000008,00000006] ile süpürürken,<br>[0008:0000000C] ters yöne iterek onları<hr>kendine çek!"
0x17DA,Select the movement style!,,Sélectionne ta manière de te déplacer !,Wähle die Art der Steuerung aus!,Seleziona il tipo di movimento!,Elige el tipo de movimiento.,Hareket biçimini seç!
0x17DB,"Well done!<br>That's how you do it, <color=0003>Luigi</color>!<hr>While vacuuming, hold [0008:00000002] and use<br>the <color=0001>Circle Pad </color>to turn as you vacuum!",,"Bien joué !<br>Tu as tout compris !<hr>Maintiens [0008:00000002] pour aspirer, et déplace [0008:0000000C]<br>pour tourner en même temps !","Spitze! Genau so wird das gemacht,<br><color=0003>Luigi</color>! Halte [0008:00000002] gedrückt, um dich<hr>beim Saugen mithilfe des<br><color=0001>Schiebepads </color>zu drehen!","Bel lavoro, così si fa!<hr>Mentre aspiri, tieni premuto [0008:00000002] e usa<br>il <color=0001>pad scorrevole </color>per girarti!",¡Bien hecho!<hr>Mantén pulsado [0008:00000002] y usa [0008:0000000C]<br>para girar mientras aspiras.,"Aferin!<br>İşte böyle yapılır, <color=0003>Luigi</color>!<hr>Süpürürken [0008:00000002] tuşunu basılı tut ve<br><color=0001>Circle Pad</color> ile dönerek çek!"
0x17DC,"Oops!<br>That one got away, <color=0003>Luigi</color>.",,"Oups !<br>Celui-là s'est enfui, <color=0003>Luigi</color>.","Ups!<br>Der ist dir entwischt, <color=0003>Luigi</color>.","Opsss!<br>Quello ti è sfuggito, <color=0003>Luigi</color>.","¡Vaya, ese se ha escapado, <color=0003>Luigi</color>!","Tüh!<br>O kaçtı, <color=0003>Luigi</color>."
0x17DD,"Try to get as close as possible before<br>flashing the light.<hr>The moment you see a ghost's heart,<br>vacuum 'em right up!",,"Essaie de t'approcher le plus possible<br>avant d'utiliser la lumière.<hr>Dès que tu vois le cœur d'un fantôme,<br>aspire-le !","Versuche so nah wie möglich an<br>einen Geist heranzukommen,<hr>bevor du ihn blendest. Sobald<br>du das Herz eines Geists sehen<hr>kannst, kannst du ihn aufsaugen!","Cerca di avvicinarti il più possibile<br>prima di usare la luce.<hr>Non appena vedi il cuore dello spettro,<br>quello è il momento di aspirarlo!","Intenta acercarte todo lo que puedas<br>antes de alumbrar con la linterna.<hr>En cuanto veas el corazón de<br>un fantasma, ¡es el momento de aspirar!","Işığı çakmadan önce olabildiğince<br>yaklaş.<hr>Hayaletin kalbini gördüğün an,<br>hemen içine çek!"
0x17DE,Surprise 'em with the light<br>when they get close! Zing! Pow!<hr>Right in the opposite direction!<br>Got it?,,"Surprends-les avec la lumière<br>quand ils s'approchent ! POUF !<hr>Et ensuite, hop, dans la direction<br>opposée ! T'as compris ?","Überrasche einen Geist, wenn er<br>in der Nähe ist. Klick, klick!<hr>Und beweg dich beim Saugen in<br>die entgegengesetzte Richtung.<hr>Verstanden?",Coglili di sorpresa con la luce<br>mentre si avvicinano! Zac!!!<hr>Proprio nella direzione opposta!<br>Tutto chiaro?,"¡Sorpréndelos con la luz cuando estén<br>bien cerca! ¡Catapún!<hr>Y después, tira en sentido contrario.<br>¿Lo entiendes?",Yaklaştıklarında onları ışıkla<br>gafil avla! Zing! Pat!<hr>Sonra tam ters yöne asıl!<br>Anlaşıldı mı?
0x17DF,"OK, the real training starts now!",,"Bon, le véritable entraînement<br>commence... maintenant !","Gut, dann fängt jetzt das<br>richtige Training an!","Bene, adesso comincia l'addestramento<br>vero e proprio!","Muy bien, ¡que comience<br>el entrenamiento!","Tamam, asıl eğitim şimdi başlıyor!"
0x17E0,"Ghosts won't always show up alone,<br>but the basics are the same.<hr>Now get ready for two ghosts!",,"Les fantômes n'arrivent pas toujours<br>seuls, mais le principe est le même.<hr>Maintenant, prépare-toi à affronter<br>deux fantômes !","An der Grundtechnik ändert sich<br>nichts, wenn mehrere Geister<hr>auf einmal auftauchen.<br>Probier's jetzt mal mit zweien!","A volte compaiono più spettri alla volta,<br>ma il concetto di base non cambia.<hr>Ora preparati ad affrontare due<br>fantasmi!","A veces, los fantasmas no vienen solos,<br>pero no temas.<hr>La forma de atacarlos no cambia.<br>¡Prepárate para dos fantasmas!","Hayaletler her zaman tek başına<br>çıkmaz,<br>ama temel aynı kalır.<hr>Şimdi iki hayalete hazır ol!"
0x17E1,"Get two or more at the same time, and<br>something good may happen!<hr>Heh heh heh...",,"Attrapes-en deux ou plus à la fois,<br>si tu peux !<hr>Qui sait, tu pourrais avoir une bonne<br>surprise ! Hé hé...","Wenn du mehrere Geister auf<br>einen Schlag aufsaugst, wird<hr>das belohnt! Hihihi...",Catturane almeno due nello stesso<br>momento e accadrà qualcosa di bello!<hr>Eh eh eh...,"Si atrapas a dos o más de una vez,<br>quizás te lleves una buena sorpresa.<hr>Je, je...",İki ya da fazlasını birden yakala;<br>bakarsın güzel bir sürpriz çıkar!<hr>Heh heh heh...
0x17E2,"Hey kid, shape up! You won't be able<br>to help your brother at this rate!<hr>Look! They're coming...",,"Hé, mon garçon ! Tu ne pourras<br>pas aider ton frère comme ça !<hr>Attention, ils arrivent !","Hey, Kleiner! Streng dich an!<br>Wenn du so weitermachst, wirst<hr>du deinem Bruder nicht helfen<br>können. Guck da! Sie kommen...","Ehi ragazzo, mettiti di buzzo buono!<br>Avanti di questo passo, non riuscirai<hr>mai ad aiutare tuo fratello!<br>Attento, arrivano...","Jovenzuelo, debes esmerarte más<br>si quieres ayudar a tu hermano.<hr>¡Mira, ya vienen!","Hey evlat, kendine gel! Bu gidişle<br>kardeşine yardım edemezsin!<hr>Bak! Geliyorlar..."
