index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
387,AblSparkBarrierBtn,"⟦MSBT:0E000000020002006400⟧Created by 
Charge Power⟦MSBT:0E000000020002006400⟧","Créé pendant
la charge","Entsteht durch
""Elektrisch aufladen""","⟦MSBT:0E000000020002006400⟧Si crea con Carica
elettrica⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Se crea durante
la carga⟦MSBT:0E000000020002006400⟧","적당히 파워 충전하면
발생","⟦MSBT:0E000000020002006400⟧Güç Şarjıyla
oluşturulur⟦MSBT:0E000000020002006400⟧"
388,#AblSpear,,,,,,,
389,AblSpearAttack,Spear Thrust,Percée,Speerstoß,⟦MSBT:0E000000020002005000⟧Affondo⟦MSBT:0E000000020002006400⟧,Lanzada,찌르기,⟦MSBT:0E000000020002004E00⟧Mızrak Saplaması⟦MSBT:0E000000020002006400⟧
390,AblSpearAttackBack,Back Thrust,Percée arrière,Rückwärtsstoß,⟦MSBT:0E000000020002005000⟧Affondo indietro⟦MSBT:0E000000020002006400⟧,Lanzada con giro,뒤에서 찌르기,Geri Saplama
391,AblSpearAttackUpper,Skyward Thrust,Percée verticale,Aufwärtsstoß,⟦MSBT:0E000000020002005000⟧Affondo verso l'alto⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Lanzada ascendente⟦MSBT:0E000000020002006400⟧,하늘로 찌르기,Göğe İtiş
392,AblSpearAttackUnder,Moon Drop,⟦MSBT:0E000000020002006000⟧Percée plongeante⟦MSBT:0E000000020002006400⟧,Spiralstoß,⟦MSBT:0E000000020002005000⟧Luna calante⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Lanzada descendente⟦MSBT:0E000000020002006400⟧,문 드롭,Ay Düşüşü
393,AblSpearThrow,Spear Throw,Lancer,Speerwurf,Scaglia lancia,"⟦MSBT:0E000000020002006400⟧Lanzamiento
  en carrera⟦MSBT:0E000000020002006400⟧",창 던지기,Mızrak Atışı
394,AblSpearThrowShot,Spear Barrage,Lancer aérien,Speerhagel,Raffica di lance,⟦MSBT:0E000000020002005F00⟧Aluvión de lanzas⟦MSBT:0E000000020002006400⟧,연속 창 던지기,Mızrak Yağmuru
395,AblSpearRushAttack,Multispear Attack,Attaque multiple,Speersturm,Affondo multiplo,⟦MSBT:0E000000020002005F00⟧Ataque multilanza⟦MSBT:0E000000020002006400⟧,"백련 찌르기
～급소 공격",Çoklu Mızrak
396,AblSpearHelicopter,Spear Copter,Lance hélice,Speer-Propeller,Lanciacottero,⟦MSBT:0E000000020002005F00⟧Lanzacóptero⟦MSBT:0E000000020002006400⟧,창 헬리콥터,⟦MSBT:0E000000020002005400⟧Mızrak Helikopteri⟦MSBT:0E000000020002006400⟧
397,AblSpearAttackWater,⟦MSBT:0E000000020002006000⟧Underwater Thrust⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Percée
(sous-marine)⟦MSBT:0E000000020002006400⟧",Unterwasserstoß,⟦MSBT:0E000000020002004600⟧Affondo sub⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005E00⟧Lanzada submarina⟦MSBT:0E000000020002006400⟧,수중 찌르기,⟦MSBT:0E000000020002006000⟧Su Altı İtişi⟦MSBT:0E000000020002006400⟧
398,AblSpearAttackWaterUpper,Surface Thrust,"⟦MSBT:0E000000020002006400⟧Percée verticale
(sous-marine)⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006100⟧Wasser-Speerstoß⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Affondo sub verso l'alto⟦MSBT:0E000000020002006400⟧,Lanzada acuática,수면 찌르기,Yüzey İtişi
399,AblSpearAttackWaterUnder,⟦MSBT:0E000000020002003E00⟧Underwater Downward Thrust⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006000⟧Percée plongeante
(sous-marine)⟦MSBT:0E000000020002006400⟧",Abwärts-Harpune,⟦MSBT:0E000000020002003F00⟧Affondo sub verso il basso⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005E00⟧Lanzada submarina
     descendente⟦MSBT:0E000000020002006400⟧",수중 아래찌르기,⟦MSBT:0E000000020002003E00⟧Su Altı Aşağı Saplama⟦MSBT:0E000000020002006400⟧
400,#AblSpearBtn,,,,,,,
401,AblSpearAttackBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
402,AblSpearAttackBackBtn,"⟦MSBT:0E000000020002006400⟧After pressing ⟦MSBT:0E00010001000000⟧,
press ⟦MSBT:0E00010008000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ puis ⟦MSBT:0E00010008000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Erst ⟦MSBT:0E00010001000000⟧, dann
⟦MSBT:0E00010008000000⟧ + ⟦MSBT:0E00010001000000⟧ drücken⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Dopo aver premuto
⟦MSBT:0E00010001000000⟧, premi ⟦MSBT:0E00010008000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Pulsa ⟦MSBT:0E00010001000000⟧, luego
pulsa ⟦MSBT:0E00010008000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧누른 후 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010008000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧'e bastıktan sonra,
⟦MSBT:0E00010008000000⟧ + ⟦MSBT:0E00010001000000⟧ bas⟦MSBT:0E000000020002006400⟧"
403,AblSpearAttackUpperBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
404,AblSpearAttackUnderBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in mid-air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in der Luft⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in aria⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ havada⟦MSBT:0E000000020002006400⟧
405,AblSpearThrowBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
406,AblSpearThrowShotBtn,"Dash + ⟦MSBT:0E00010001000000⟧
repeatedly in mid-air","⟦MSBT:0E000000020002006200⟧Course + ⟦MSBT:0E00010001000000⟧ plusieurs
fois (en l'air)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006000⟧Spurten + in der Luft 
wiederholt ⟦MSBT:0E00010001000000⟧ drücken⟦MSBT:0E000000020002006400⟧","Scatto + ⟦MSBT:0E00010001000000⟧
ripetutamente in aria","Correr + ⟦MSBT:0E00010001000000⟧ varias
veces en el aire","대시＋공중에서
⟦MSBT:0E00010001000000⟧ 연타","Koş + ⟦MSBT:0E00010001000000⟧
havada art arda bas"
407,AblSpearRushAttackBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ repeatedly⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ à plusieurs
reprises⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ wiederholt
drücken⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ ripetutamente⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ varias veces⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧연타,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ art arda⟦MSBT:0E000000020002006400⟧
408,AblSpearHelicopterBtn,"⟦MSBT:0E000000020002006400⟧Press and hold ⟦MSBT:0E00010001000000⟧,
and then release⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Maintenez puis
relâchez ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ gedrückt halten,
dann loslassen⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Tieni premuto ⟦MSBT:0E00010001000000⟧
e poi rilascia⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Mantén pulsado ⟦MSBT:0E00010001000000⟧
y luego suéltalo⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧길게 누르기～떼기,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧'yi basılı tut,
sonra bırak⟦MSBT:0E000000020002006400⟧"
409,AblSpearAttackWaterBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ while swimming⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ en nageant⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ beim Schwimmen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ nuotando⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ en el agua⟦MSBT:0E000000020002006400⟧,물속에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ yüzerken⟦MSBT:0E000000020002006400⟧
410,AblSpearAttackWaterUpperBtn,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ while
swimming⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ en nageant⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ beim
Schwimmen⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧
nuotando⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ en el agua⟦MSBT:0E000000020002006400⟧,물속에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ yüzerken⟦MSBT:0E000000020002006400⟧
411,AblSpearAttackWaterUnderBtn,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ while
swimming⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en nageant⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ beim
Schwimmen⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
nuotando⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el agua⟦MSBT:0E000000020002006400⟧,물속에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ yüzerken⟦MSBT:0E000000020002006400⟧
412,#AblSleep,,,,,,,
413,AblSleepNormal,Sleep,Sommeil,Schlafen,Pisolino,Sueño,슬립,Uyku
414,AblSleepGetUp,Early Wake-Up,Réveil,Aufwachen,Risveglio,Despertar,빨리 일어나기,Erken Uyanış
415,#AblSleepBtn,,,,,,,
416,AblSleepNormalBtn,"Happens
automatically","Se produit
automatiquement","Passiert
automatisch",In automatico,"Ocurre
automáticamente",삼켰을 때,"Otomatik
olarak olur"
417,AblSleepGetUpBtn,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ in various
directions⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ dans plusieurs
directions⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ in verschiedene
Richtungen⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ in varie
direzioni⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ en varias
direcciones⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E0001000E000000⟧ ⟦MSBT:0E000000020002006400⟧이것저것 누르기,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ çeşitli
yönlere⟦MSBT:0E000000020002006400⟧"
418,#AblSword,,,,,,,
419,AblSwordNormal,Overhead Slash,Coup d'épée,Schwertschlag,⟦MSBT:0E000000020002005F00⟧Fendente verticale⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Espadazo vertical⟦MSBT:0E000000020002006400⟧,세로베기,Tepeden Darbe
420,AblSwordBeam,Sword Beam,Lame laser,Klingenstrahl,⟦MSBT:0E000000020002005F00⟧Raggio tagliente⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Rayo espada⟦MSBT:0E000000020002006400⟧,스워드 빔,Kılıç Işını
421,AblSwordComboAttack,⟦MSBT:0E000000020002006300⟧Multisword Attack⟦MSBT:0E000000020002006400⟧,Lame tempête,Sturmschwert,⟦MSBT:0E000000020002005F00⟧Tempesta di lame⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Tormenta de espadas⟦MSBT:0E000000020002006400⟧,"스워드 백련참
～마무리베기",⟦MSBT:0E000000020002004E00⟧Çoklu Kılıç Saldırısı⟦MSBT:0E000000020002006400⟧
422,AblSwordDril,Drill Stab,Estocade vrillée,Stich,⟦MSBT:0E000000020002005F00⟧Affondo⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Espada taladro⟦MSBT:0E000000020002006400⟧,드릴 스워드,Delici Hamle
423,AblSwordDash,Sword Spin,⟦MSBT:0E000000020002006400⟧Lame toupie⟦MSBT:0E000000020002006400⟧,Wirbelklinge,Turbine di lame,⟦MSBT:0E000000020002005F00⟧Voltereta espada⟦MSBT:0E000000020002006400⟧,스피닝 스워드,Kılıç Dönüşü
424,AblSwordChopping,Chop and Thrust,⟦MSBT:0E000000020002006400⟧Taillade plus⟦MSBT:0E000000020002006400⟧,Hieb und Stoß,Ultra fendente,⟦MSBT:0E000000020002005F00⟧Cortestocada⟦MSBT:0E000000020002006400⟧,촙～찌르기,Kes ve Sapla
425,AblSwordChoppingUnder,Hat Thrust,⟦MSBT:0E000000020002006100⟧Lame descendante⟦MSBT:0E000000020002006400⟧,Kopfattacke,Lama discendente,⟦MSBT:0E000000020002005F00⟧Estocada aérea⟦MSBT:0E000000020002006400⟧,모자찌르기,Şapka İtişi
426,AblSwordUnder,Down Thrust,⟦MSBT:0E000000020002006400⟧Coup bas⟦MSBT:0E000000020002006400⟧,Abwärtsstoß,Lama fendente,⟦MSBT:0E000000020002004F00⟧Estocada descendente⟦MSBT:0E000000020002006400⟧,아래찌르기,Aşağı Saplama
427,AblSwordUpper,Upward Slash,Coup ascendant,Aufwärtsschlag,Colpo in salto,⟦MSBT:0E000000020002005300⟧Estocada ascendente⟦MSBT:0E000000020002006400⟧,상단 슬래시,Yukarı Kesme
428,AblSwordMteoend,Sword Dive,Coup plongeant,Falkenschlag,⟦MSBT:0E000000020002005F00⟧Colpo in picchiata⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Estocada combinada⟦MSBT:0E000000020002006400⟧,스워드 다이빙,Kılıç Dalışı
429,AblSwordRoll,Spin Slash,Lame tourbillon,Rundumschlag,Attacco rotante,⟦MSBT:0E000000020002005D00⟧Espadazo con giro⟦MSBT:0E000000020002006400⟧,회전베기,Dönen Kesik
430,AblSwordTornade,Twister Slash,⟦MSBT:0E000000020002006400⟧Lame tornade⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧Tornadoschlag⟦MSBT:0E000000020002006400⟧,Ciclone di lame,⟦MSBT:0E000000020002005F00⟧Espadazo remolino⟦MSBT:0E000000020002006400⟧,회오리베기,Girdap Darbesi
431,AblSwordSkyCharge,⟦MSBT:0E000000020002006200⟧Sky Energy Sword⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Épée céleste⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧Energieschwert⟦MSBT:0E000000020002006400⟧,Lama celeste,⟦MSBT:0E000000020002005F00⟧Golpe celeste⟦MSBT:0E000000020002006400⟧,스카이 에너지 스워드,⟦MSBT:0E000000020002006200⟧Göksel Kılıç⟦MSBT:0E000000020002006400⟧
432,AblSwordDashWater,Underwater Spin,"⟦MSBT:0E000000020002006400⟧Lame toupie
(sous-marine)⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006000⟧Unterwasser-Salto⟦MSBT:0E000000020002006400⟧,Capriola sub,⟦MSBT:0E000000020002005700⟧Voltereta submarina⟦MSBT:0E000000020002006400⟧,수중 스핀,Su Altı Dönüşü
433,#AblSwordBtn,,,,,,,
434,AblSwordNormalBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
435,AblSwordBeamBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ with full health⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ si votre barre de
santé est pleine⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ bei vollem
Energiebalken⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ con barra
dell'energia piena⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ con el indicador
de vida lleno⟦MSBT:0E000000020002006400⟧",체력 최대일 때 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ Tam canla⟦MSBT:0E000000020002006400⟧
436,AblSwordComboAttackBtn,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ after performing
Overhead Slash⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010001000000⟧ après Coup d'épée⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Nach einem
Schwertschlag ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ dopo un
Fendente verticale⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ tras un
espadazo vertical⟦MSBT:0E000000020002006400⟧",세로베기 후에 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005000⟧Tepeden Darbe sonrası
⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧"
437,AblSwordDrilBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Correr + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
438,AblSwordDashBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧ in mid-air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧
in der Luft⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧ in aria⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,대시＋공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧ havada⟦MSBT:0E000000020002006400⟧
