index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
109,TipsAboutHandicapSweet,"⟦MSBT:0E000000020002005A00⟧If you change your handicap to
⟦MSBT:0E00000003000400FFFF00FF⟧Easy⟦MSBT:0E00000003000400000000FF⟧, you'll ⟦MSBT:0E00000003000400FFFF00FF⟧autoguard ⟦MSBT:0E00000003000400000000FF⟧sometimes.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005100⟧Si votre ⟦MSBT:0E00000003000400FFFF00FF⟧handicap⟦MSBT:0E00000003000400000000FF⟧ est ⟦MSBT:0E00000003000400FFFF00FF⟧Facile⟦MSBT:0E00000003000400000000FF⟧, vous vous
protégerez parfois automatiquement.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005600⟧Änderst du dein Handicap zu ⟦MSBT:0E00000003000400FFFF00FF⟧Einfach⟦MSBT:0E00000003000400000000FF⟧,
⟦MSBT:0E00000003000400FFFF00FF⟧blockst ⟦MSBT:0E00000003000400000000FF⟧du manchmal ⟦MSBT:0E00000003000400FFFF00FF⟧automatisch⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005600⟧Se imposti il tuo handicap su ⟦MSBT:0E00000003000400FFFF00FF⟧Facile⟦MSBT:0E00000003000400000000FF⟧,
a volte si attiva l'⟦MSBT:0E00000003000400FFFF00FF⟧autodifesa⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Con el hándicap en ⟦MSBT:0E00000003000400FFFF00FF⟧Fácil⟦MSBT:0E00000003000400000000FF⟧, a veces
⟦MSBT:0E00000003000400FFFF00FF⟧te cubrirás automáticamente⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","약점을 ⟦MSBT:0E00000003000400FFFF00FF⟧「쉽게」⟦MSBT:0E00000003000400000000FF⟧로 설정하면
가끔 ⟦MSBT:0E00000003000400FFFF00FF⟧자동으로 방어⟦MSBT:0E00000003000400000000FF⟧한다!","⟦MSBT:0E000000020002005A00⟧Handikabı ⟦MSBT:0E00000003000400FFFF00FF⟧Kolay⟦MSBT:0E00000003000400000000FF⟧ yaparsan,
bazen ⟦MSBT:0E00000003000400FFFF00FF⟧otomatik savunma⟦MSBT:0E00000003000400000000FF⟧ devreye girer.⟦MSBT:0E000000020002006400⟧"
110,TipsAboutHandicapHot,"⟦MSBT:0E000000020002005700⟧Changing your handicap affects your
⟦MSBT:0E00000003000400FFFF00FF⟧health⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧damage⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧recovery⟦MSBT:0E00000003000400000000FF⟧, and more!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005100⟧Modifier votre handicap affecte ⟦MSBT:0E00000003000400FFFF00FF⟧dégâts⟦MSBT:0E00000003000400000000FF⟧,
⟦MSBT:0E00000003000400FFFF00FF⟧santé⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧guérison⟦MSBT:0E00000003000400000000FF⟧, et plus encore !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005600⟧Das Ändern deines Handicaps ändert
⟦MSBT:0E00000003000400FFFF00FF⟧Energie⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧Schaden⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧Erholung⟦MSBT:0E00000003000400000000FF⟧ und mehr!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Se modifichi il tuo handicap
cambi ⟦MSBT:0E00000003000400FFFF00FF⟧energia⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧potenza d'attacco⟦MSBT:0E00000003000400000000FF⟧,
⟦MSBT:0E00000003000400FFFF00FF⟧capacità di ⟦MSBT:0E000000020002005000⟧ripresa ⟦MSBT:0E000000020002005000⟧⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002005000⟧e altri parametri.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005800⟧Entre otros, ¡el hándicap afecta a
la ⟦MSBT:0E00000003000400FFFF00FF⟧vida⟦MSBT:0E00000003000400000000FF⟧, al ⟦MSBT:0E00000003000400FFFF00FF⟧daño ⟦MSBT:0E00000003000400000000FF⟧y a la ⟦MSBT:0E00000003000400FFFF00FF⟧recuperación⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","약점을 바꾸면 ⟦MSBT:0E00000003000400FFFF00FF⟧체력, 공격력,⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FFFF00FF⟧회복력⟦MSBT:0E00000003000400000000FF⟧ 등 다양한 요소가 바뀐다!","⟦MSBT:0E000000020002005700⟧Handikap ayarı şunları etkiler:
⟦MSBT:0E00000003000400FFFF00FF⟧can⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧hasar⟦MSBT:0E00000003000400000000FF⟧, ⟦MSBT:0E00000003000400FFFF00FF⟧iyileşme⟦MSBT:0E00000003000400000000FF⟧ ve daha fazlası!⟦MSBT:0E000000020002006400⟧"
111,TipsAboutGhost,"⟦MSBT:0E000000020002005500⟧If you become ⟦MSBT:0E00000003000400FFFF00FF⟧Ghost Kirby⟦MSBT:0E00000003000400000000FF⟧, attack
your opponents to ⟦MSBT:0E00000003000400FFFF00FF⟧resurrect ⟦MSBT:0E00000003000400000000FF⟧yourself!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004E00⟧Si vous devenez ⟦MSBT:0E00000003000400FFFF00FF⟧Kirby Fantôme⟦MSBT:0E00000003000400000000FF⟧, attaquez
vos adversaires pour ⟦MSBT:0E00000003000400FFFF00FF⟧revenir à la vie ⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005600⟧Greife als ⟦MSBT:0E00000003000400FFFF00FF⟧Geister-Kirby⟦MSBT:0E00000003000400000000FF⟧ deine Gegner
an, um ⟦MSBT:0E00000003000400FFFF00FF⟧wiederbelebt ⟦MSBT:0E00000003000400000000FF⟧zu werden!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Se diventi ⟦MSBT:0E00000003000400FFFF00FF⟧Kirby Fantasma⟦MSBT:0E00000003000400000000FF⟧, attacca
i tuoi avversari per ⟦MSBT:0E00000003000400FFFF00FF⟧tornare in vita⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Si te conviertes en ⟦MSBT:0E00000003000400FFFF00FF⟧Kirby fantasma⟦MSBT:0E00000003000400000000FF⟧,
¡ataca a tus rivales para ⟦MSBT:0E00000003000400FFFF00FF⟧resucitar⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFFF00FF⟧고스트 커비⟦MSBT:0E00000003000400000000FF⟧가 되었을 때
라이벌을 공격하면 ⟦MSBT:0E00000003000400FFFF00FF⟧부활⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FFFF00FF⟧Hayalet Kirby⟦MSBT:0E00000003000400000000FF⟧ olursan, rakiplerine
saldırıp kendini ⟦MSBT:0E00000003000400FFFF00FF⟧diriltebilirsin⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
112,TipsAboutGuard,"You can ⟦MSBT:0E00000003000400FFFF00FF⟧Guard ⟦MSBT:0E00000003000400000000FF⟧with ⟦MSBT:0E00010004000000⟧ or ⟦MSBT:0E00010005000000⟧ to
nullify all damage!","⟦MSBT:0E000000020002005E00⟧⟦MSBT:0E00000003000400FFFF00FF⟧Protégez-vous⟦MSBT:0E00000003000400000000FF⟧ avec ⟦MSBT:0E00010004000000⟧ ou ⟦MSBT:0E00010005000000⟧ pour
ne pas subir de dégâts !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFFF00FF⟧Blocke⟦MSBT:0E00000003000400000000FF⟧ mit ⟦MSBT:0E00010004000000⟧ oder ⟦MSBT:0E00010005000000⟧, um jeg-
lichen Schaden zu vermeiden!","⟦MSBT:0E00000003000400FFFF00FF⟧Para ⟦MSBT:0E00000003000400000000FF⟧i colpi con ⟦MSBT:0E00010004000000⟧ o ⟦MSBT:0E00010005000000⟧
per evitare di subire danni!","¡⟦MSBT:0E00000003000400FFFF00FF⟧Cúbrete ⟦MSBT:0E00000003000400000000FF⟧con ⟦MSBT:0E00010004000000⟧ o ⟦MSBT:0E00010005000000⟧
para que nada te haga daño!",⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧을 눌러 대미지를 ⟦MSBT:0E00000003000400FFFF00FF⟧방어⟦MSBT:0E00000003000400000000FF⟧!,"⟦MSBT:0E00000003000400FFFF00FF⟧Savunmak ⟦MSBT:0E00000003000400000000FF⟧için ⟦MSBT:0E00010004000000⟧ veya ⟦MSBT:0E00010005000000⟧ kullan;
tüm hasarı engellersin!"
113,TipsAboutJustGuard,"⟦MSBT:0E000000020002005A00⟧Guard at the last second before an
attack to execute a ⟦MSBT:0E00000003000400FFFF00FF⟧perfect guard⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005400⟧Protégez-vous juste avant une
attaque pour une ⟦MSBT:0E00000003000400FFFF00FF⟧protection parfaite ⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005E00⟧Blocke kurz vor einem Angriff, um
den ⟦MSBT:0E00000003000400FFFF00FF⟧perfekten Block⟦MSBT:0E00000003000400000000FF⟧ auszuführen!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Per eseguire una ⟦MSBT:0E00000003000400FFFF00FF⟧parata perfetta⟦MSBT:0E00000003000400000000FF⟧, 
effettuala un istante prima dell'attacco!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005200⟧Para una ⟦MSBT:0E00000003000400FFFF00FF⟧defensa perfecta⟦MSBT:0E00000003000400000000FF⟧, ¡cúbrete en
el último segundo antes de un ataque!⟦MSBT:0E000000020002006400⟧","공격을 입는 타이밍에 방어에
성공하면 ⟦MSBT:0E00000003000400FFFF00FF⟧섀도우 가드⟦MSBT:0E00000003000400000000FF⟧가 발동!","⟦MSBT:0E000000020002005A00⟧Saldırıdan hemen önce savunup
⟦MSBT:0E00000003000400FFFF00FF⟧kusursuz savunma⟦MSBT:0E00000003000400000000FF⟧ yap!⟦MSBT:0E000000020002006400⟧"
114,TipsAboutHappningStar,"⟦MSBT:0E000000020002005800⟧Attack an ⟦MSBT:0E00000003000400FFFF00FF⟧Action Star⟦MSBT:0E00000003000400000000FF⟧ to activate it.
They can really shake things up!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Activez une ⟦MSBT:0E00000003000400FFFF00FF⟧étoile action ⟦MSBT:0E00000003000400000000FF⟧en l'attaquant.
Elle pourrait retourner la situation !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005B00⟧Greife einen ⟦MSBT:0E00000003000400FFFF00FF⟧Action Star ⟦MSBT:0E00000003000400000000FF⟧an, um ihn
zu aktivieren. Das mischt alle auf!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Colpisci una ⟦MSBT:0E00000003000400FFFF00FF⟧stella Evento⟦MSBT:0E00000003000400000000FF⟧ per attivarla.
Aggiungerà pepe al tuo duello!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004E00⟧Golpea una ⟦MSBT:0E00000003000400FFFF00FF⟧estrella acción ⟦MSBT:0E00000003000400000000FF⟧para activarla.
¡Los resultados serán imprevisibles!⟦MSBT:0E000000020002006400⟧","공격하면 ⟦MSBT:0E00000003000400FFFF00FF⟧해프닝 스타⟦MSBT:0E00000003000400000000FF⟧가 발동!
단숨에 역전할 수 있는 찬스!?","⟦MSBT:0E000000020002005800⟧⟦MSBT:0E00000003000400FFFF00FF⟧Aksiyon Yıldızı⟦MSBT:0E00000003000400000000FF⟧'na vur;
etkinleşince ortalık karışır!⟦MSBT:0E000000020002006400⟧"
115,AbilityWhip,Whip,Fouet,Peitsche,Frusta,Látigo,채찍,Kırbaç
116,AbilityCutter,Cutter,⟦MSBT:0E000000020002005A00⟧Trancheur⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Bumerang⟦MSBT:0E000000020002006400⟧,Lama,Cuchillo,커터,Kesici
117,AbilitySword,Sword,Épée,Schwert,Spada,Espada,스워드,Kılıç
118,AbilityNinja,Ninja,Ninja,Ninja,Ninja,Ninja,닌자,Ninja
119,AbilityParasol,Parasol,Parasol,Schirm,Parasole,Sombrilla,파라솔,Şemsiye
120,AbilityHammer,Hammer,Marteau,Hammer,Martello,Martillo,해머,Çekiç
121,AbilityBeam,Beam,Rayon,Beam,Raggio,Rayo,빔,Işın
122,AbilityFighter,Fighter,Combat,Kämpfer,Lottatore,Luchador,파이터,Dövüşçü
123,AbilityBomb,Bomb,Bombe,Bomben,Granata,Bomba,밤,Bomba
124,AbilitySniper,Archer,Archer,⟦MSBT:0E000000020002004800⟧Bogenschütze⟦MSBT:0E000000020002006400⟧,Arciere,Arquero,스나이퍼,Okçu
125,AbilityNormalHeroPanel,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
126,AbilityWhipHeroPanel,Whip,Fouet,Peitsche,Frusta,Látigo,채찍,Kırbaç
127,AbilityCutterHeroPanel,Cutter,⟦MSBT:0E000000020002005D00⟧Trancheur⟦MSBT:0E000000020002006400⟧,Bumerang,Lama,Cuchillo,커터,Kesici
128,AbilitySwordHeroPanel,Sword,Épée,Schwert,Spada,Espada,스워드,Kılıç
129,AbilityNinjaHeroPanel,Ninja,Ninja,Ninja,Ninja,Ninja,닌자,Ninja
130,AbilityParasolHeroPanel,Parasol,Parasol,Schirm,Parasole,Sombrilla,파라솔,Şemsiye
131,AbilityHammerHeroPanel,Hammer,Marteau,Hammer,Martello,Martillo,해머,Çekiç
132,AbilityBeamHeroPanel,Beam,Rayon,Beam,Raggio,Rayo,빔,Işın
133,AbilityFighterHeroPanel,Fighter,Combat,Kämpfer,Lottatore,Luchador,파이터,Dövüşçü
134,AbilityBombHeroPanel,Bomb,Bombe,Bomben,Granata,Bomba,밤,Bomba
135,AbilitySniperHeroPanel,Archer,Archer,⟦MSBT:0E000000020002005A00⟧Bogenschütze⟦MSBT:0E000000020002006400⟧,Arciere,Arquero,스나이퍼,Okçu
