index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
221,NameDaroach009,Maiga,Maiga,Maiga,Maiga,Maiga,마개가,Maiga
222,NameDaroach010,Uja,Uja,Uja,Buzzy,Uja,우글이,Vızır
223,NameDaroach011,Metalun,Metalun,Metallum,Metalun,Metalun,메탈이,Metalun
224,NameDaroach012,Bun,Bun,Häschen,Bun,Bun,글러보,Tavşan
225,NameDaroach013,Cret,Cret,Wolkenversteck,Cret,Cret,크랫,Bulutçu
226,NameDaroach014,Starman,Starman,Starman,Starman,Starman,저머럽,Starman
227,NameDaroach015,Wheelie,Roulli,Wheelie,Ruotaccio,Wheelie,타이어맨,Teker
228,NameDaroach016,Foley,Grenady,Fallnit,Granado,Fruma,포리,Bombuş
229,NameDaroach017,Acchi,Acchi,Heißsporn,Acchi,Achi,앗뜨,Ateşçi
230,NameDaroach018,Doc,Doc,Doc,Doc,Doc,도크,Doc
231,NameDaroach019,Spinni,Spinni,Mausigator,Spinni,Girinni,스핑,Fırfır
232,NameDaroach020,Storo,Forto,Massivo,Storo,Estoro,스트론,Gürbüz
233,NameDaroach021,Bohboh,Bohboh,Flammeul,Fiammocchio,Fuegofu,보보,Alevkuş
234,NameDaroach022,Mrs. Moley,Mme Topator,Frau Talpar,Ms. Talpy,Sra. Talpator,미세스 몰리,Bayan Moley
235,NameDaroach023,Dark Daroach,Dark Desroches,Dunkler Daroach,Dark Daroach,Daroach oscuro,다크 도팡,Kara Daroach
236,NameDaroach024,Gold Waddle Dee,Waddle Dee Or,⟦MSBT:0E000000020002005600⟧Goldener Waddle Dee⟦MSBT:0E000000020002006400⟧,Waddle Dee d'oro,⟦MSBT:0E000000020002005E00⟧Waddle Dee de oro⟦MSBT:0E000000020002006400⟧,골든 웨이들 디,Altın Waddle Dee
237,NameDaroach025,Triple Star,Triple étoile,Dreierstern,Tripla stella,Estrella triple,트리플 스타,Üçlü Yıldız
238,NameDdx000,Kirby,Kirby,Kirby,Kirby,Kirby,커비,Kirby
239,NameDdx001,Chef Kirby,Kirby cuisine,Chefkoch Kirby,Kirby Cuoco,Kirby cocinero,쿡 커비,Şef Kirby
240,NameDdx002,Mike Kirby,Kirby micro,Musik-Kirby,Kirby Urla,Kirby micro,마이크 커비,⟦MSBT:0E000000020002005200⟧Mikrofon Kirby⟦MSBT:0E000000020002006400⟧
241,NameDdx003,Sleep Kirby,Kirby sommeil,Ratzepüh-Kirby,Kirby Sonno,Kirby sueño,슬립 커비,Uyuyan Kirby
242,NameDdx004,Cutter Kirby,Kirby trancheur,Cutter-Kirby,Kirby Lama,Kirby cuchillo,커터 커비,Kesici Kirby
243,NameDdx005,Fire Kirby,Kirby feu,Feuer-Kirby,Kirby Fuoco,Kirby fuego,파이어 커비,Ateş Kirby
244,NameDdx006,Waddle Doo,Waddle Doo,Waddle Doo,Waddle Doo,Waddle Doo,웨이들 두,Waddle Doo
245,NameDdx007,Birdon,Oazo,Dora,Talpagallo,Pajarón,버든,Kuşkanat
246,NameDdx008,Chilly,Chilly,Chilly,Chilly,Chilly,칠리,Chilly
247,NameDdx009,Simirror,Simiroir,Reflexi,Magospecchio,Espejín,시미라,Aynabaz
248,NameDdx010,Burning Leo,Léo Laflam,Leo Loder,Fiammelleo,Burning Leo,버닝레오,Yanan Leo
249,NameDdx011,Grizzo,Grizzlee,Grizzo,Grizzo,Grizzo,그리조,Boz Ayı
250,NameDdx012,Kabu,Kabu,Kabu,Kabu,Kabu,카부,Kabu
251,NameDdx013,Gator,Gator,Kroko,Gator,Gator,게이터,⟦MSBT:0E000000020002005600⟧Timsah⟦MSBT:0E000000020002006400⟧
252,NameDdx014,Gip,Crop,Grunzi,Gip,Gip,기프,Zumod
253,NameDdx015,Glunk,Crachémone,Spuckwat,Glunk,Anemonia,말미리,Anemon
254,NameDdx016,⟦MSBT:0E000000020002005700⟧Bandana Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Bandana Waddle Dee⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Waddle-Dee-Assistent⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Waddle Dee aiutante⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005900⟧Waddle Dee pañuelo⟦MSBT:0E000000020002006400⟧,반다나 웨이들 디,⟦MSBT:0E000000020002005700⟧Bandanalı Waddle Dee⟦MSBT:0E000000020002006400⟧
255,NameDdx017,Koozer,Fobourdon,Brummse,Koozer,Koozer,쿠저,Vızkuş
256,NameDdx018,Rosely,Rosely,Rosely,Rosely,Rosita,로즈 러블리,Gülcük
257,NameDdx019,Flotzo,Kiflot,Okto,Flotzo,Flotzo,플롯조,Ahtap
258,NameDdx020,Poppy Bros. Sr.,Papapoppy,Papi Peng,Bomby Bros. Sr.,Bomby Bros. Sr.,포피브라더스 Sr.,Büyük Bombacı
259,NameDdx021,Iron Mam,Supermam,Mama Mumm,Iron Mam,Iron Mam,아이언맴,Demir Mam
260,NameDdx022,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,Meta Knight,메타 나이트,Meta Knight
261,NameDdx023,Kracko,Kracko,Kracko,Kracko,Kracko,크랙코,Kracko
262,NameDdx024,Quick Draw,Duel,Hau-Noon-Kirby,Duello rapido,Kirby duelo,황야의 커비,Hızlı Çekim
263,NameDdx025,Galacta Knight,Galacta Knight,Ultra-Knight,Galacta Knight,Galacta Knight,갤럭틱 나이트,Galacta Knight
264,NameDdx026,Masked Dedede,DaDiDou Masqué,Dedede Inkognito,⟦MSBT:0E000000020002005A00⟧Dedede Mascherato⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005600⟧Dedede enmascarado⟦MSBT:0E000000020002006400⟧,마스크 디디디,Maskeli Dedede
265,NameDdx027,Marx Soul,Max Ultra,Max Ultra,Anima di Mark,Espíritu de Marx,마르크 소울,Marx Ruhu
266,NameDdx028,⟦MSBT:0E000000020002006000⟧Golden Egg Statue⟦MSBT:0E000000020002006400⟧,Statue HAL dorée,⟦MSBT:0E000000020002005F00⟧Goldene Eierstatue⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Statua dell'uovo d'oro⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Estatua de huevo dorado⟦MSBT:0E000000020002006400⟧,달걀 조각상,⟦MSBT:0E000000020002005800⟧Altın Yumurta Heykeli⟦MSBT:0E000000020002006400⟧
267,NameDdx029,Twin Fire Lions,Duo Calcinalions,Zwei Feuerlöwen,⟦MSBT:0E000000020002005000⟧Doppio Leone di Fuoco⟦MSBT:0E000000020002006400⟧,Leones de fuego,트윈 파이어 라이온,İkiz Ateş Aslanları
268,NameDdx030,Kabula,Boumbala,Bombetty,Kabula,Kabula,카부라,Bombala
269,NameDdx031,Heavy Lobster,Homartilleur,Krabbonator,Mecharagosta,Langosta pesada,헤비 랍스타,Ağır Istakoz
270,NameAtsumete000,Three Kirbys,3 Kirby,3 Kirbys,Tre Kirby,3 Kirbys,커비(3명),Üç Kirby
271,NameAtsumete001,KO'd Kirby,Kirby K.O.,K.o.-Kirby,Kirby KO,Kirby derrotado,천사 커비,Nakavt Kirby
272,NameAtsumete002,Birdee,Zo,Flappke,Cocodé,Clocló,짹짹이,Kuşçuk
273,NameAtsumete003,Skully,Crânolo,Schädli,Spiriteschio,Kráneo,해골이,Kurukafacık
274,NameAtsumete004,Beanbon,Germino,Bohnbon,Germigna,Brotín,푸퐁,Filizcik
275,NameAtsumete005,Oohroo,Oumboum,Guroro,Bumbum,Gorigori,우후루,Gorilcik
276,NameAtsumete006,Spideroo,Aragno,Rachnozwack,Ragninfido,Marañosa,스파이디오,Örümcekçik
277,NameAtsumete007,Mech Geg,Kokomek,Robo-Klacker,Mecha Uovolante,Cascacero,메카오에그,Meka Geg
278,NameAtsumete008,Helmee,Caska,Helmchen,Lancelmo,Casko,헬머,Miğfer
279,NameAtsumete009,Stactus,Pilactus,Staktus,Kaktuspino,Pilactus,선인깨비,Kaktüskule
280,NameAtsumete010,Snoozroot,Dodocine,Döswurz,Erbaronfa,Plantazosa,꾸벅꾸벅,Uykukök
281,NameAtsumete011,Hamsturr,Jamsteur,Hamstur,Cricetor,Hamsterco,해머불독,Hamster
282,NameAtsumete012,Melon,Melon,Melone,Melone,Melón,멜론,Kavun
283,NameAtsumete013,Skullord,Crâno suprême,Schädlord,Teschio supremo,Kráneo magno,해골대왕,Kafatası Lordu
284,NameAtsumete014,10 Kirbys,10 Kirby,10 Kirbys,10 Kirby,10 Kirbys,커비(10명),On Kirby
285,NameExtra000,Magolor,Magolor,Magolor,Magolor,Maglor,마버로아,Magolor
286,NameExtra001,Taranza,Taranza,Taranza,Taranza,Taraña,타란자,Örümza
287,NameExtra002,Queen Sectonia,Reine Sectonia,Königin Sectonia,Queen Sectonia,Reina Sectonia,퀸 세크토니아,Kraliçe Sectonia
288,NameExtra003,Yin-Yarn,⟦MSBT:0E000000020002005900⟧Sorcier Maillalenvers⟦MSBT:0E000000020002006400⟧,Grimmgarn,Malandrana,Zur-Zir,털실술사,Yünbaz
289,#Category,,,,,,,
290,CategoryK1,Kirby's Dream Land,Kirby's Dream Land,Kirby's Dream Land,Kirby's Dream Land,Kirby's Dream Land,Kirby's Dream Land,Kirby's Dream Land
291,CategoryFck,Kirby's Adventure,Kirby's Adventure,Kirby's Adventure,Kirby's Adventure,Kirby's Adventure,"별의 커비
꿈의 샘 이야기","Kirby'nin
Macerası"
292,CategoryK2,Kirby's Dream Land 2,Kirby's Dream Land 2,Kirby's Dream Land 2,Kirby's Dream Land 2,Kirby's Dream Land 2,Kirby's Dream Land 2,Kirby's Dream Land 2
293,CategorySdx,Kirby Super Star,Kirby's Fun Pak,Kirby's Fun Pak,Kirby's Fun Pak,Kirby's Fun Pak,Kirby Super Star,Kirby Super Star
294,CategoryK3,Kirby's Dream Land 3,Kirby's Dream Land 3,Kirby's Dream Land 3,Kirby's Dream Land 3,Kirby's Dream Land 3,Kirby's Dream Land 3,Kirby's Dream Land 3
295,CategoryAgbk,"Kirby: Nightmare
in Dream Land","⟦MSBT:0E000000020002006400⟧Kirby : Cauchemar au
Pays des Rêves⟦MSBT:0E000000020002006400⟧","Kirby: Schatten
bedrohen Traumland","Kirby: Incubo nella
Terra dei Sogni","Kirby: Pesadilla
en Dream Land","Kirby: Nightmare
in Dream Land","Kirby: Rüya Diyarında
Kâbus"
296,CategoryKagami,"Kirby & The Amazing
Mirror","⟦MSBT:0E000000020002006400⟧Kirby et le Labyrinthe
des Miroirs⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Kirby & die wundersame
Spiegelwelt⟦MSBT:0E000000020002006400⟧","Kirby e il Labirinto
degli Specchi","Kirby y el laberinto
de los espejos","Kirby & the Amazing
Mirror","Kirby ve Muhteşem
Ayna"
297,CategoryTouch,"Kirby: Power
Paintbrush","⟦MSBT:0E000000020002006400⟧Kirby : Le Pinceau du
Pouvoir⟦MSBT:0E000000020002006400⟧","Kirby: Power-
Malpinsel","Kirby: L'oscuro
disegno","Kirby: El pincel
del poder",Kirby: Canvas Curse,"Kirby: Güç
Fırçası"
298,CategoryDaroach,Kirby: Mouse Attack,"⟦MSBT:0E000000020002006400⟧Kirby : Les souris
attaquent⟦MSBT:0E000000020002006400⟧",Kirby: Mausattacke,Kirby: Topi all'attacco,⟦MSBT:0E000000020002005700⟧Kirby: ¡Roedores al ataque!⟦MSBT:0E000000020002006400⟧,"별의 커비
도팡 일당의 습격",Kirby: Fare Saldırısı
299,CategoryDdx,Kirby: Super Star Ultra,Kirby Super Star Ultra,Kirby: Super Star Ultra,Kirby: Super Star Ultra,Kirby: Super Star Ultra,"별의 커비
울트라 슈퍼 디럭스",⟦MSBT:0E000000020002006200⟧Kirby: Süper Yıldız Ultra⟦MSBT:0E000000020002006400⟧
300,CategoryAtsumete,Kirby Mass Attack,Kirby Mass Attack,Kirby Mass Attack,Kirby Mass Attack,Kirby Mass Attack,모여라! 커비,"Kirby: Toplu
Saldırı"
301,CategoryExtraIUK,Kirby's Adventure Wii,Kirby's Adventure Wii,Kirby's Adventure Wii,Kirby's Adventure Wii,Kirby's Adventure Wii,별의 커비 Wii,"Kirby'nin Wii
Macerası"
302,CategoryExtraParufe,Kirby: Triple Deluxe,Kirby: Triple Deluxe,Kirby: Triple Deluxe,Kirby: Triple Deluxe,Kirby: Triple Deluxe,"별의 커비
트리플 디럭스",Kirby: Triple Deluxe
303,CategoryExtraEpicYarn,Kirby's Epic Yarn,"⟦MSBT:0E000000020002006400⟧Kirby : Au fil de
l'aventure⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005100⟧Kirby und das magische Garn⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Kirby e la stoffa dell'eroe⟦MSBT:0E000000020002006400⟧,Kirby's Epic Yarn,털실 커비 이야기,Kirby'nin Epik Yünü
