row,scope,id,english,ukenglish,french,nafrench,german,italian,spanish,naspanish,dutch,portuguese,russian,japanese,turkish_current,turkish_final,status,reason,creative_flag,font_missing,notes
76,tweaker,1E14FE96,"TWEAK_FLOAT( sHeadTrackSwitchWalkTime, 0.3f,LAST_REGISTRY_FOLDER, 0.0f, 5.0f, 0.01f )",uke Head Track Switch Walk Time,fre Head Track Switch Walk Time,naf Head Track Switch Walk Time,ger Head Track Switch Walk Time,ita Head Track Switch Walk Time,spa Head Track Switch Walk Time,nas Head Track Switch Walk Time,dut Head Track Switch Walk Time,por Head Track Switch Walk Time,rus Head Track Switch Walk Time,jap Head Track Switch Walk Time,"TWEAK_FLOAT( sHeadTrackSwitchWalkTime, 0.3f,LAST_REGISTRY_FOLDER, 0.0f, 5.0f, 0.01f )","TWEAK_FLOAT( sHeadTrackSwitchWalkTime, 0.3f,LAST_REGISTRY_FOLDER, 0.0f, 5.0f, 0.01f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
77,tweaker,EA6677A6,debugging only,uke Bomb Debug,fre Bomb Debug,naf Bomb Debug,ger Bomb Debug,ita Bomb Debug,spa Bomb Debug,nas Bomb Debug,dut Bomb Debug,por Bomb Debug,rus Bomb Debug,jap Bomb Debug,yalnızca hata ayıklama,yalnızca hata ayıklama,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
78,tweaker,C88AA0A2,How long to wait before allowing Luigi to be scared again after an initial scare.,uke Ghost Appearance Scare Spam Delay,fre Ghost Appearance Scare Spam Delay,naf Ghost Appearance Scare Spam Delay,ger Ghost Appearance Scare Spam Delay,ita Ghost Appearance Scare Spam Delay,spa Ghost Appearance Scare Spam Delay,nas Ghost Appearance Scare Spam Delay,dut Ghost Appearance Scare Spam Delay,por Ghost Appearance Scare Spam Delay,rus Ghost Appearance Scare Spam Delay,jap Ghost Appearance Scare Spam Delay,İlk korkudan sonra Luigi'nin yeniden korkabilmesi için beklenecek süre,İlk korkudan sonra Luigi'nin yeniden korkabilmesi için beklenecek süre,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
79,tweaker,66704191,How long to wait after a ghost appears for Luigi to be scared. This should be small.,uke Ghost Appearance Scare Delay,fre Ghost Appearance Scare Delay,naf Ghost Appearance Scare Delay,ger Ghost Appearance Scare Delay,ita Ghost Appearance Scare Delay,spa Ghost Appearance Scare Delay,nas Ghost Appearance Scare Delay,dut Ghost Appearance Scare Delay,por Ghost Appearance Scare Delay,rus Ghost Appearance Scare Delay,jap Ghost Appearance Scare Delay,Hayalet göründükten sonra Luigi'nin korkması için beklenecek süre; küçük olmalı,Hayalet göründükten sonra Luigi'nin korkması için beklenecek süre; küçük olmalı,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
80,tweaker,35C8CB88,#ifdef USE_TWEAKER,uke Draw Luigi State,fre Draw Luigi State,naf Draw Luigi State,ger Draw Luigi State,ita Draw Luigi State,spa Draw Luigi State,nas Draw Luigi State,dut Draw Luigi State,por Draw Luigi State,rus Draw Luigi State,jap Draw Luigi State,#ifdef USE_TWEAKER,#ifdef USE_TWEAKER,KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
81,tweaker,699AF56C,"TWEAK_FLOAT ( sfSuccessAPullHealth, 2.0f, LAST_REGISTRY_FOLDER, 0.0f, 10.0f, 0.1f )",uke APull Success Allowance,fre APull Success Allowance,naf APull Success Allowance,ger APull Success Allowance,ita APull Success Allowance,spa APull Success Allowance,nas APull Success Allowance,dut APull Success Allowance,por APull Success Allowance,rus APull Success Allowance,jap APull Success Allowance,"TWEAK_FLOAT ( sfSuccessAPullHealth, 2.0f, LAST_REGISTRY_FOLDER, 0.0f, 10.0f, 0.1f )","TWEAK_FLOAT ( sfSuccessAPullHealth, 2.0f, LAST_REGISTRY_FOLDER, 0.0f, 10.0f, 0.1f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
82,tweaker,39691AED,"TWEAK_FLOAT ( gMinDistanceFromCreeper, 0.3f, LAST_REGISTRY_FOLDER, 0.0f, 10.0f, 0.1f ) TWEAK_FLOAT ( sCreeperTimescaleLimit, 0.8f, LAST_REGISTRY_FOLDER, 0.0f, 1.0f, 0.05f )",uke Creeper Input Level,fre Creeper Input Level,naf Creeper Input Level,ger Creeper Input Level,ita Creeper Input Level,spa Creeper Input Level,nas Creeper Input Level,dut Creeper Input Level,por Creeper Input Level,rus Creeper Input Level,jap Creeper Input Level,"TWEAK_FLOAT ( gMinDistanceFromCreeper, 0.3f, LAST_REGISTRY_FOLDER, 0.0f, 10.0f, 0.1f ) TWEAK_FLOAT ( sCreeperTimescaleLimit, 0.8f, LAST_REGISTRY_FOLDER, 0.0f, 1.0f, 0.05f )","TWEAK_FLOAT ( gMinDistanceFromCreeper, 0.3f, LAST_REGISTRY_FOLDER, 0.0f, 10.0f, 0.1f ) TWEAK_FLOAT ( sCreeperTimescaleLimit, 0.8f, LAST_REGISTRY_FOLDER, 0.0f, 1.0f, 0.05f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
83,tweaker,BBDC6196,"static REGISTRY_FLOAT ( sDragDamagePercentPerSecond, 1.0f, LAST_REGISTRY_FOLDER, 0.0f, 100.0f, 0.1f ) static REGISTRY_FLOAT ( sLuigiDragDamageFrame, 8.0f, LAST_REGISTRY_FOLDER, 0.0f, 30.0f, 0.5f )",uke Luigi Drag Damage,fre Luigi Drag Damage,naf Luigi Drag Damage,ger Luigi Drag Damage,ita Luigi Drag Damage,spa Luigi Drag Damage,nas Luigi Drag Damage,dut Luigi Drag Damage,por Luigi Drag Damage,rus Luigi Drag Damage,jap Luigi Drag Damage,"static REGISTRY_FLOAT ( sDragDamagePercentPerSecond, 1.0f, LAST_REGISTRY_FOLDER, 0.0f, 100.0f, 0.1f ) static REGISTRY_FLOAT ( sLuigiDragDamageFrame, 8.0f, LAST_REGISTRY_FOLDER, 0.0f, 30.0f, 0.5f )","static REGISTRY_FLOAT ( sDragDamagePercentPerSecond, 1.0f, LAST_REGISTRY_FOLDER, 0.0f, 100.0f, 0.1f ) static REGISTRY_FLOAT ( sLuigiDragDamageFrame, 8.0f, LAST_REGISTRY_FOLDER, 0.0f, 30.0f, 0.5f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
84,tweaker,45C1D86E,"REGISTRY_FLOAT( g_fMinWaitToSpitDelay, 4.0f, ""NCL_TWEAKERS/Ghost/Gobber"", 0.0f, 10.0f, 0.1f) REGISTRY_FLOAT( g_fMaxWaitToSpitDelay, 6.0f, ""NCL_TWEAKERS/Ghost/Gobber"", 0.0f, 20.0f, 0.1f)",uke Min Spit Distance,fre Min Spit Distance,naf Min Spit Distance,ger Min Spit Distance,ita Min Spit Distance,spa Min Spit Distance,nas Min Spit Distance,dut Min Spit Distance,por Min Spit Distance,rus Min Spit Distance,jap Min Spit Distance,"REGISTRY_FLOAT( g_fMinWaitToSpitDelay, 4.0f, ""NCL_TWEAKERS/Ghost/Gobber"", 0.0f, 10.0f, 0.1f) REGISTRY_FLOAT( g_fMaxWaitToSpitDelay, 6.0f, ""NCL_TWEAKERS/Ghost/Gobber"", 0.0f, 20.0f, 0.1f)","REGISTRY_FLOAT( g_fMinWaitToSpitDelay, 4.0f, ""NCL_TWEAKERS/Ghost/Gobber"", 0.0f, 10.0f, 0.1f) REGISTRY_FLOAT( g_fMaxWaitToSpitDelay, 6.0f, ""NCL_TWEAKERS/Ghost/Gobber"", 0.0f, 20.0f, 0.1f)",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
85,tweaker,A4DF256B,The Speed the this pest moves during the shooting gallery attack,uke Shooting Gallery Speed,fre Shooting Gallery Speed,naf Shooting Gallery Speed,ger Shooting Gallery Speed,ita Shooting Gallery Speed,spa Shooting Gallery Speed,nas Shooting Gallery Speed,dut Shooting Gallery Speed,por Shooting Gallery Speed,rus Shooting Gallery Speed,jap Shooting Gallery Speed,Bu haşerenin atış galerisi saldırısındaki hareket hızı,Bu haşerenin atış galerisi saldırısındaki hareket hızı,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
86,tweaker,E69973E0,"TWEAK_BOOL(sbDrawTargetPos, true, ""Gameplay/Movement/Orbit"") TWEAK_FLOAT(sMinDeltaAngle, 10.0f, ""Gameplay/Movement/Orbit"", 0.0f, 100.0f, 1.0f)",uke Height Scale,fre Height Scale,naf Height Scale,ger Height Scale,ita Height Scale,spa Height Scale,nas Height Scale,dut Height Scale,por Height Scale,rus Height Scale,jap Height Scale,"TWEAK_BOOL(sbDrawTargetPos, true, ""Gameplay/Movement/Orbit"") TWEAK_FLOAT(sMinDeltaAngle, 10.0f, ""Gameplay/Movement/Orbit"", 0.0f, 100.0f, 1.0f)","TWEAK_BOOL(sbDrawTargetPos, true, ""Gameplay/Movement/Orbit"") TWEAK_FLOAT(sMinDeltaAngle, 10.0f, ""Gameplay/Movement/Orbit"", 0.0f, 100.0f, 1.0f)",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
87,tweaker,953FAD6A,"REGISTRY_FLOAT( sfPercentLongNozzleAnims, 20.f, ""NCL_TWEAKERS/Ghost/Capture"", 0.f, 100.f, 1.f )",uke Disable Long Captures,fre Disable Long Captures,naf Disable Long Captures,ger Disable Long Captures,ita Disable Long Captures,spa Disable Long Captures,nas Disable Long Captures,dut Disable Long Captures,por Disable Long Captures,rus Disable Long Captures,jap Disable Long Captures,"REGISTRY_FLOAT( sfPercentLongNozzleAnims, 20.f, ""NCL_TWEAKERS/Ghost/Capture"", 0.f, 100.f, 1.f )","REGISTRY_FLOAT( sfPercentLongNozzleAnims, 20.f, ""NCL_TWEAKERS/Ghost/Capture"", 0.f, 100.f, 1.f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
88,tweaker,928D6F55,"TWEAK_FLOAT( sMaxCaptureVelocity, 48.0f, LAST_REGISTRY_FOLDER, 0.01f, 50.0f, 0.1f )",uke Capture Orient Percent,fre Capture Orient Percent,naf Capture Orient Percent,ger Capture Orient Percent,ita Capture Orient Percent,spa Capture Orient Percent,nas Capture Orient Percent,dut Capture Orient Percent,por Capture Orient Percent,rus Capture Orient Percent,jap Capture Orient Percent,"TWEAK_FLOAT( sMaxCaptureVelocity, 48.0f, LAST_REGISTRY_FOLDER, 0.01f, 50.0f, 0.1f )","TWEAK_FLOAT( sMaxCaptureVelocity, 48.0f, LAST_REGISTRY_FOLDER, 0.01f, 50.0f, 0.1f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
89,tweaker,D7C1693E,debugging only,uke Debug Panic Path,fre Debug Panic Path,naf Debug Panic Path,ger Debug Panic Path,ita Debug Panic Path,spa Debug Panic Path,nas Debug Panic Path,dut Debug Panic Path,por Debug Panic Path,rus Debug Panic Path,jap Debug Panic Path,yalnızca hata ayıklama,yalnızca hata ayıklama,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
90,tweaker,DD35837B,Use ShouldShowGhostHealth() to check this value.,uke Show Ghost Health,fre Show Ghost Health,naf Show Ghost Health,ger Show Ghost Health,ita Show Ghost Health,spa Show Ghost Health,nas Show Ghost Health,dut Show Ghost Health,por Show Ghost Health,rus Show Ghost Health,jap Show Ghost Health,Bu değeri kontrol etmek için ShouldShowGhostHealth() kullan,Bu değeri kontrol etmek için ShouldShowGhostHealth() kullan,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
91,tweaker,0721DC86,"TWEAK_FLOAT ( sSwimStateMinHeightOffset, 0.0f, LAST_REGISTRY_FOLDER, -2.0f, 10.0f, 0.1f )",uke Swim State Max Height Offset,fre Swim State Max Height Offset,naf Swim State Max Height Offset,ger Swim State Max Height Offset,ita Swim State Max Height Offset,spa Swim State Max Height Offset,nas Swim State Max Height Offset,dut Swim State Max Height Offset,por Swim State Max Height Offset,rus Swim State Max Height Offset,jap Swim State Max Height Offset,"TWEAK_FLOAT ( sSwimStateMinHeightOffset, 0.0f, LAST_REGISTRY_FOLDER, -2.0f, 10.0f, 0.1f )","TWEAK_FLOAT ( sSwimStateMinHeightOffset, 0.0f, LAST_REGISTRY_FOLDER, -2.0f, 10.0f, 0.1f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
92,tweaker,66ABB813,"TWEAK_FLOAT ( sSwimTimeRange, 0.5f, ""NCL_Tweakers/Ghost/Struggle"", 0.0f, 100.0f, 0.05f ) TWEAK_FLOAT ( sSwimTimeMin, 0.3f, ""NCL_Tweakers/Ghost/Struggle"", 0.0f, 100.0f, 0.05f )",uke Swim Time Multiplayer Reduction,fre Swim Time Multiplayer Reduction,naf Swim Time Multiplayer Reduction,ger Swim Time Multiplayer Reduction,ita Swim Time Multiplayer Reduction,spa Swim Time Multiplayer Reduction,nas Swim Time Multiplayer Reduction,dut Swim Time Multiplayer Reduction,por Swim Time Multiplayer Reduction,rus Swim Time Multiplayer Reduction,jap Swim Time Multiplayer Reduction,"TWEAK_FLOAT ( sSwimTimeRange, 0.5f, ""NCL_Tweakers/Ghost/Struggle"", 0.0f, 100.0f, 0.05f ) TWEAK_FLOAT ( sSwimTimeMin, 0.3f, ""NCL_Tweakers/Ghost/Struggle"", 0.0f, 100.0f, 0.05f )","TWEAK_FLOAT ( sSwimTimeRange, 0.5f, ""NCL_Tweakers/Ghost/Struggle"", 0.0f, 100.0f, 0.05f ) TWEAK_FLOAT ( sSwimTimeMin, 0.3f, ""NCL_Tweakers/Ghost/Struggle"", 0.0f, 100.0f, 0.05f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
93,tweaker,B30F66E9,"TWEAK_FLOAT( sAngerDetachFrames, 45.0f, LAST_REGISTRY_FOLDER, 0.0f, 200.0f, 1.0f )",uke Bully Charge Effect Frame,fre Bully Charge Effect Frame,naf Bully Charge Effect Frame,ger Bully Charge Effect Frame,ita Bully Charge Effect Frame,spa Bully Charge Effect Frame,nas Bully Charge Effect Frame,dut Bully Charge Effect Frame,por Bully Charge Effect Frame,rus Bully Charge Effect Frame,jap Bully Charge Effect Frame,"TWEAK_FLOAT( sAngerDetachFrames, 45.0f, LAST_REGISTRY_FOLDER, 0.0f, 200.0f, 1.0f )","TWEAK_FLOAT( sAngerDetachFrames, 45.0f, LAST_REGISTRY_FOLDER, 0.0f, 200.0f, 1.0f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
94,tweaker,979B5263,"TWEAK_FLOAT( sAngerSpeedScale, 2.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f ) TWEAK_FLOAT( sAngerSizeScale, 1.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f )",uke Bully Escape Distance,fre Bully Escape Distance,naf Bully Escape Distance,ger Bully Escape Distance,ita Bully Escape Distance,spa Bully Escape Distance,nas Bully Escape Distance,dut Bully Escape Distance,por Bully Escape Distance,rus Bully Escape Distance,jap Bully Escape Distance,"TWEAK_FLOAT( sAngerSpeedScale, 2.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f ) TWEAK_FLOAT( sAngerSizeScale, 1.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f )","TWEAK_FLOAT( sAngerSpeedScale, 2.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f ) TWEAK_FLOAT( sAngerSizeScale, 1.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
95,tweaker,6E87B9B9,"TWEAK_FLOAT( sBullyDragSpeed, 6.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f )",uke Bully Angry Speed,fre Bully Angry Speed,naf Bully Angry Speed,ger Bully Angry Speed,ita Bully Angry Speed,spa Bully Angry Speed,nas Bully Angry Speed,dut Bully Angry Speed,por Bully Angry Speed,rus Bully Angry Speed,jap Bully Angry Speed,"TWEAK_FLOAT( sBullyDragSpeed, 6.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f )","TWEAK_FLOAT( sBullyDragSpeed, 6.0f, LAST_REGISTRY_FOLDER, 0.1f, 10.0f, 0.1f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
96,tweaker,2F6C4162,"Local Defines, Constants, Macros  ",uke Dangler Shadow Height Offset,fre Dangler Shadow Height Offset,naf Dangler Shadow Height Offset,ger Dangler Shadow Height Offset,ita Dangler Shadow Height Offset,spa Dangler Shadow Height Offset,nas Dangler Shadow Height Offset,dut Dangler Shadow Height Offset,por Dangler Shadow Height Offset,rus Dangler Shadow Height Offset,jap Dangler Shadow Height Offset,"Yerel Tanımlar, Sabitler, Makrolar","Yerel Tanımlar, Sabitler, Makrolar",KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
97,tweaker,B774143E,"Local Defines, Constants, Macros  ",uke Snapper Shadow Height Offset,fre Snapper Shadow Height Offset,naf Snapper Shadow Height Offset,ger Snapper Shadow Height Offset,ita Snapper Shadow Height Offset,spa Snapper Shadow Height Offset,nas Snapper Shadow Height Offset,dut Snapper Shadow Height Offset,por Snapper Shadow Height Offset,rus Snapper Shadow Height Offset,jap Snapper Shadow Height Offset,"Yerel Tanımlar, Sabitler, Makrolar","Yerel Tanımlar, Sabitler, Makrolar",KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
98,tweaker,47AC27E3,"Local Defines, Constants, Macros  ",uke Ranged Attack To Distance Threshold,fre Ranged Attack To Distance Threshold,naf Ranged Attack To Distance Threshold,ger Ranged Attack To Distance Threshold,ita Ranged Attack To Distance Threshold,spa Ranged Attack To Distance Threshold,nas Ranged Attack To Distance Threshold,dut Ranged Attack To Distance Threshold,por Ranged Attack To Distance Threshold,rus Ranged Attack To Distance Threshold,jap Ranged Attack To Distance Threshold,"Yerel Tanımlar, Sabitler, Makrolar","Yerel Tanımlar, Sabitler, Makrolar",KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
99,tweaker,338B32D1,"Local Defines, Constants, Macros  ",uke Chomp Quick Start Anim Frame,fre Chomp Quick Start Anim Frame,naf Chomp Quick Start Anim Frame,ger Chomp Quick Start Anim Frame,ita Chomp Quick Start Anim Frame,spa Chomp Quick Start Anim Frame,nas Chomp Quick Start Anim Frame,dut Chomp Quick Start Anim Frame,por Chomp Quick Start Anim Frame,rus Chomp Quick Start Anim Frame,jap Chomp Quick Start Anim Frame,"Yerel Tanımlar, Sabitler, Makrolar","Yerel Tanımlar, Sabitler, Makrolar",KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
100,tweaker,781EA0B8,debugging only,uke Enable Stomp Damage,fre Enable Stomp Damage,naf Enable Stomp Damage,ger Enable Stomp Damage,ita Enable Stomp Damage,spa Enable Stomp Damage,nas Enable Stomp Damage,dut Enable Stomp Damage,por Enable Stomp Damage,rus Enable Stomp Damage,jap Enable Stomp Damage,yalnızca hata ayıklama,yalnızca hata ayıklama,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
101,tweaker,E8385BC9,these MUST be registry values,uke Statue Upskirt Start Field Of View,fre Statue Upskirt Start Field Of View,naf Statue Upskirt Start Field Of View,ger Statue Upskirt Start Field Of View,ita Statue Upskirt Start Field Of View,spa Statue Upskirt Start Field Of View,nas Statue Upskirt Start Field Of View,dut Statue Upskirt Start Field Of View,por Statue Upskirt Start Field Of View,rus Statue Upskirt Start Field Of View,jap Statue Upskirt Start Field Of View,bunlar MUTLAKA registry değeri olmalı,bunlar MUTLAKA registry değeri olmalı,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
102,tweaker,FD5C9402,debugging only,uke Show Statue Info,fre Show Statue Info,naf Show Statue Info,ger Show Statue Info,ita Show Statue Info,spa Show Statue Info,nas Show Statue Info,dut Show Statue Info,por Show Statue Info,rus Show Statue Info,jap Show Statue Info,yalnızca hata ayıklama,yalnızca hata ayıklama,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
103,tweaker,41565545,debugging only,uke Statue Target Turn,fre Statue Target Turn,naf Statue Target Turn,ger Statue Target Turn,ita Statue Target Turn,spa Statue Target Turn,nas Statue Target Turn,dut Statue Target Turn,por Statue Target Turn,rus Statue Target Turn,jap Statue Target Turn,yalnızca hata ayıklama,yalnızca hata ayıklama,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
104,tweaker,26C84E65,debugging only,uke Statue Trip Speed,fre Statue Trip Speed,naf Statue Trip Speed,ger Statue Trip Speed,ita Statue Trip Speed,spa Statue Trip Speed,nas Statue Trip Speed,dut Statue Trip Speed,por Statue Trip Speed,rus Statue Trip Speed,jap Statue Trip Speed,yalnızca hata ayıklama,yalnızca hata ayıklama,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
105,tweaker,994F4757,Implementation of class ToadHostageWalkThroughDoorState  ,uke Go Through Portal Target Radius,fre Go Through Portal Target Radius,naf Go Through Portal Target Radius,ger Go Through Portal Target Radius,ita Go Through Portal Target Radius,spa Go Through Portal Target Radius,nas Go Through Portal Target Radius,dut Go Through Portal Target Radius,por Go Through Portal Target Radius,rus Go Through Portal Target Radius,jap Go Through Portal Target Radius,ToadHostageWalkThroughDoorState sınıfının uygulaması,ToadHostageWalkThroughDoorState sınıfının uygulaması,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
106,tweaker,5A717DD5,Tweakers ,uke sShow Unset Luigi Prop Anims,fre sShow Unset Luigi Prop Anims,naf sShow Unset Luigi Prop Anims,ger sShow Unset Luigi Prop Anims,ita sShow Unset Luigi Prop Anims,spa sShow Unset Luigi Prop Anims,nas sShow Unset Luigi Prop Anims,dut sShow Unset Luigi Prop Anims,por sShow Unset Luigi Prop Anims,rus sShow Unset Luigi Prop Anims,jap sShow Unset Luigi Prop Anims,İnce Ayarlar,İnce Ayarlar,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
107,tweaker,CB0E455B,"TWEAK_FLOAT ( sfDeadZoneThreshold, 0.3f, ""NCL_Tweakers/Movement"", 0.0f, 1.0f, 0.02f )",uke Full Zone Threshold,fre Full Zone Threshold,naf Full Zone Threshold,ger Full Zone Threshold,ita Full Zone Threshold,spa Full Zone Threshold,nas Full Zone Threshold,dut Full Zone Threshold,por Full Zone Threshold,rus Full Zone Threshold,jap Full Zone Threshold,"TWEAK_FLOAT ( sfDeadZoneThreshold, 0.3f, ""NCL_Tweakers/Movement"", 0.0f, 1.0f, 0.02f )","TWEAK_FLOAT ( sfDeadZoneThreshold, 0.3f, ""NCL_Tweakers/Movement"", 0.0f, 1.0f, 0.02f )",KALDI,TEK TEK MANUEL KONTROL: kod/makro/değişken sembolleri çalışma ve geliştirici anlamı bozulmasın diye aynen korundu; çevrilebilir açıklama kısmı uygun bulundu.,,,2. tam manuel tur: EVET
108,tweaker,45C90FE9,Luigi,uke Command To Button Mapping,fre Command To Button Mapping,naf Command To Button Mapping,ger Command To Button Mapping,ita Command To Button Mapping,spa Command To Button Mapping,nas Command To Button Mapping,dut Command To Button Mapping,por Command To Button Mapping,rus Command To Button Mapping,jap Command To Button Mapping,Luigi,Luigi,KALDI,"TEK TEK MANUEL KONTROL: geliştirici/debug metni anlam, teknik terim ve Türkçe doğallık açısından gözden geçirildi; mevcut ifade uygun bulundu.",,,2. tam manuel tur: EVET
