row,scope,id,english,ukenglish,french,nafrench,german,italian,spanish,naspanish,dutch,portuguese,russian,japanese,turkish_current,turkish_final,status,reason,creative_flag,font_missing,notes
1685,fe,B143EA96,"{tp:0.01}All right, {clr:51E949}Luigi{clr:pop}.{p}Ready to take a gander at that{p}{clr:71D2FF}security-camera{clr:pop} image?{/tp}","{tp:0.01}All right, {clr:51E949}Luigi{clr:pop}.{p}Ready to take a gander at that{p}image from the {clr:71D2FF}security system{clr:pop}?{/tp}","{tp:0.01}Très bien, {clr:51E949}Luigi{clr:pop}. Tu es prêt à{p}jeter un œil à cette image{p}tridimensionnelle ?{/tp}","{tp:0.01}Très bien, {clr:51E949}Luigi{clr:pop}. Tu es prêt à{p}jeter un œil à cette image{p}tridimensionnelle?{/tp}","{tp:0.01}Sehr schön, {clr:51E949}Luigi{clr:pop}. Dann schauen{p}wir uns die 3D-Aufnahme des{p}{clr:71D2FF}Sicherheitssystems {clr:pop}mal an!{/tp}","{tp:0.01}Bene, {clr:51E949}Luigi{clr:pop}. Sei pronto per{p}esaminare l'immagine della{p}{clr:71D2FF}telecamera di sorveglianza{clr:pop}?{/tp}","{tp:0.01}Muy bien, {clr:51E949}Luigi{clr:pop}.{p}¿Quieres ver la imagen{p}de la {clr:71D2FF}cámara de seguridad{clr:pop}?{/tp}","{tp:0.01}Muy bien, {clr:51E949}Luigi{clr:pop}.{p}¿Quieres ver la imagen{p}de la {clr:71D2FF}cámara de seguridad{clr:pop}?{/tp}","{tp:0.01}Goed dan, {clr:51E949}Luigi{clr:pop}.{p}Wil je de opname van de{p}{clr:71D2FF}beveiligingscamera{clr:pop} nu zien?{/tp}","{tp:0.01}Estás pronto para ver{p}a imagem, {clr:51E949}Luigi{clr:pop}?{/tp}","{tp:0.01}Итак, {clr:51E949}Луиджи{clr:pop}, ты готов{p}взглянуть на снимок{p}с {clr:71D2FF}камеры наблюдения{clr:pop}?{/tp}",{tp:0.04}いいタイミングじゃ！　{clr:51E949}ルイージ{clr:pop}くん！{p}{p}たった{rb}今{/rb}{rt}いま{/rt}　{rb}写真{/rb}{rt}しゃしん{/rt}データの{rb}解析{/rb}{rt}かいせき{/rt}が{p}{rb}終{/rb}{rt}お{/rt}わったぞい{p}さっそく{rb}見{/rb}{rt}み{/rt}てみるかのう{/tp},"{tp:0.01}Pekâlâ, {clr:51E949}Luigi{clr:pop}.{p}O {clr:71D2FF}güvenlik kamerası{clr:pop}{p}görüntüsüne bakmaya hazır mısın?{/tp}","{tp:0.01}Pekâlâ, {clr:51E949}Luigi{clr:pop}.{p}O {clr:71D2FF}güvenlik kamerası{clr:pop}{p}görüntüsüne bakmaya hazır mısın?{/tp}",KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1686,fe,B143EA97,{tp:0.01}That glow coming from outside{p}the limits of the image gives me{p}a very bad feeling!{p}It's almost like there's an evil{p}presence ordering the possessors{p}to guard the {clr:A554D0}Dark Moon{clr:pop} pieces.{/tp},{tp:0.01}That glow coming from outside{p}the limits of the image gives me{p}a very bad feeling!{p}It's almost like there's a fiendish{p}presence ordering the Possessors{p}to guard the {clr:A554D0}Dark Moon{clr:pop} pieces.{/tp},{tp:0.01}Cette lueur lugubre aux confins de{p}l'image ne me dit rien qui vaille.{p}{p}C'est comme s'il y avait une{p}présence maléfique qui{p}supervisait la scène.{p}Un être qui ordonnerait aux{p}Mangesprits de protéger les{p}fragments de la {clr:A554D0}Lune noire{clr:pop}.{/tp},{tp:0.01}Cette lueur lugubre aux confins de{p}l'image ne me dit rien qui vaille.{p}{p}C'est comme s'il y avait une{p}présence maléfique qui{p}supervisait la scène.{p}Un être qui ordonnerait aux{p}Mangesprits de protéger les{p}fragments de la {clr:A554D0}Lune noire{clr:pop}.{/tp},"{tp:0.01}Dieses Leuchten von außerhalb{p}der Aufnahme kann nichts Gutes{p}bedeuten.{p}Als würde etwas... Unheilvolles{p}den Meistergeistern befehlen, die{p}{clr:A554D0}Finstermondstücke {clr:pop}zu bewachen.{/tp}",{tp:0.01}Quel bagliore che proviene da{p}qualche parte fuori dall'immagine{p}mi inquieta non poco.{p}Sembra ci sia una presenza...{p}{p}{p}Una presenza maligna che ordina{p}ai Possessori di sorvegliare{p}i frammenti di {clr:A554D0}Luna scura{clr:pop}.{/tp},{tp:0.01}El extraño halo que tiene la{p}imagen me da mala espina.{p}{p}Es como si una presencia{p}maléfica lo estuviera controlando{p}todo.{p}Seguro que es quien controla a{p}los Supraentes para que protejan{p}los fragmentos de {clr:A554D0}Luna Oscura{clr:pop}.{/tp},{tp:0.01}El extraño halo que rodea la{p}imagen me preocupa.{p}{p}Es como si una presencia{p}maléfica estuviera controlando{p}todo.{p}Seguro que es quien ordena a{p}los supraentes que protejan los{p}fragmentos de {clr:A554D0}Luna Oscura{clr:pop}.{/tp},"{tp:0.01}De gloed die van buiten{p}de afbeelding komt, geeft me{p}een slecht voorgevoel!{p}Het is alsof een kwaadaardig wezen{p}de indringers opdracht geeft om{p}de {clr:A554D0}maanfragmenten{clr:pop} te bewaken.{/tp}",{tp:0.01}Este brilho estranho em redor da{p}imagem não me agrada nada! É{p}como se existisse uma presença{p}malévola a mandar os fantasmas{p}possuidores guardar os fragmentos{p}de {clr:A554D0}Lua Negra{clr:pop}.{/tp},"{tp:0.01}Мне не дает покоя странное{p}свечение, идущее откуда-то{p}сверху.{p}Словно кто-то приказывает{p}вселенцам охранять осколки{p}{clr:A554D0}Темной луны{clr:pop}.{/tp}",{tp:0.04}{rb}写真{/rb}{rt}しゃしん{/rt}のすみに{rb}写{/rb}{rt}うつ{/rt}っていた{rb}光{/rb}{rt}ひかり{/rt}{p}{p}なんとも　{rb}嫌{/rb}{rt}いや{/rt}～な{rb}雰囲気{/rb}{rt}ふんいき{/rt}じゃ・・・{/tp},"{tp:0.01}Görüntünün sınırlarının dışından{p}gelen o parıltı içime hiç sinmedi!{p}Sanki kötü bir varlık, musallatçılara{p}{clr:A554D0}Karanlık Ay{clr:pop} parçalarını korumalarını{p}emrediyor gibi.{/tp}","{tp:0.01}Görüntünün sınırlarının dışından{p}gelen o parıltı içime hiç sinmedi!{p}Sanki kötü bir varlık, musallatçılara{p}{clr:A554D0}Karanlık Ay{clr:pop} parçalarını korumalarını{p}emrediyor gibi.{/tp}",KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1687,fe,B143EA98,{tp:0.01}Could it be that all the ghosts in{p}{clr:FF9754}Evershade Valley{clr:pop} are being{p}commanded by some evil villain?{/tp},{tp:0.01}Could it be that all the ghosts{p}in {clr:FF9754}Evershade Valley{clr:pop} are being{p}commanded by some vile villain?{/tp},{tp:0.01}Se pourrait-il qu'il y ait un seul être{p}maléfique à l'origine des troubles{p}dans la {clr:FF9754}Vallée des ombres{clr:pop} ?{/tp},{tp:0.01}Se pourrait-il qu'il y ait un seul être{p}maléfique à l'origine des troubles{p}dans la {clr:FF9754}Vallée des ombres{clr:pop}?{/tp},{tp:0.01}Ob irgendein gemeiner Schurke {p}Macht über die Geister des {p}{clr:FF9754}Nachtschattentals {clr:pop}hat?{/tp},{tp:0.01}Che tutti i fantasmi di {clr:FF9754}Cupavalle{p}{clr:pop}siano sotto il controllo di un unico{p}malvagio lestofante?{/tp},{tp:0.01}Es posible que los fantasmas{p}del {clr:FF9754}Valle Sombrío{clr:pop} estén bajo las{p}órdenes de un malvado villano.{/tp},{tp:0.01}¿Será que los fantasmas del {clr:FF9754}Valle{p}Sombrío{clr:pop} están bajo las órdenes{p}de un malvado villano?{/tp},{tp:0.01}Zijn alle spoken in de {clr:FF9754}Schaduwvallei{p}{clr:pop}in de ban van een of andere{p}kwaadaardige schurk?{/tp},{tp:0.01}Será possível que os fantasmas{p}no {clr:FF9754}Vale das Sombras{clr:pop} estejam{p}a ser comandados por um{p}vilão demoníaco?{/tp},"{tp:0.01}Может, этот «кто-то» управляет{p}и остальными призраками{p}{clr:FF9754}Сумрачной долины{clr:pop}?{/tp}",{tp:0.12}{clr:A554D0}ダークムーンのかけら{clr:pop}を{rb}覆{/rb}{rt}おお{/rt}っている{p}{rb}嫌{/rb}{rt}いや{/rt}なエネルギーにも{p}{rb}似{/rb}{rt}に{/rt}ているように{rb}見{/rb}{rt}み{/rt}えるが・・・{/tp},{tp:0.01}Yoksa {clr:FF9754}Evershade Vadisi{clr:pop}'ndeki{p}tüm hayaletlere kötü bir düşman{p}mı komuta ediyor?{/tp},{tp:0.01}Yoksa {clr:FF9754}Gölge Vadisi{clr:pop}'ndeki{p}tüm hayaletlere kötü bir düşman{p}mı komuta ediyor?{/tp},DEĞİŞTİ,Önceki kalite turunda düzeltilen satır ikinci tam manuel kontrolde resmî diller ve bağlamla yeniden karşılaştırıldı; düzeltme korundu.,YARATICI_TERİM,,2. tam manuel tur: EVET
1688,fe,D9C13DF9,{tp:0.01}Who...or what...could that source{p}be?{/tp},{tp:0.01}Who...or what...is the culprit?{/tp},{tp:0.01}De qui... ou de quoi peut-il bien{p}s'agir ?{/tp},{tp:0.01}De qui... ou de quoi peut-il bien{p}s'agir?{/tp},{tp:0.01}Wer... oder was... könnte es nur{p}sein?{/tp},{tp:0.01}Chi... o cosa... sarà quella{p}presenza?{/tp},{tp:0.01}¿Quién... o mejor dicho... qué{p}puede estar detrás de todo esto?{/tp},{tp:0.01}¿Quién... o mejor dicho... qué{p}será responsable por todo esto?{/tp},{tp:0.01}Wie... of wat... kan dat toch zijn?{/tp},{tp:0.01}Quem... ou o que... poderia ser{p}a origem disto?{/tp},{tp:0.01}Кто... или что это может быть?{/tp},{tp:0.12}・・・{clr:D8BCE6}テレサ{clr:pop}たちは{p}{rb}何{/rb}{rt}なに{/rt}をたくらんでおるんじゃ？{/tp},{tp:0.01}Bu kaynağın arkasında... kim{p}ya da ne olabilir?{/tp},{tp:0.01}Bu kaynağın arkasında... kim{p}ya da ne olabilir?{/tp},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1689,fe,B143EA99,"{tp:0.01}Anyhoo, I could ponder forever, but{p}we need to get to the top of that{p}{clr:FF9754}Clock Tower{clr:pop} ASAP.{/tp}","{tp:0.01}Anyhoo, I could ponder forever, but{p}we need to get to the top of that{p}{clr:FF9754}clock tower{clr:pop} ASAP.{/tp}","{tp:0.01}Bref. Toutes ces hypothèses ne{p}nous feront pas avancer.{p}{p}La priorité, pour l'instant, c'est{p}d'atteindre le sommet du {clr:FF9754}beffroi{clr:pop}{p}au plus vite.{/tp}","{tp:0.01}Bref. Toutes ces hypothèses ne{p}nous feront pas avancer.{p}{p}La priorité, pour l'instant, c'est{p}d'atteindre le sommet de la{p}{clr:FF9754}Tour de l'horloge {clr:pop}au plus vite.{/tp}",{tp:0.01}Jedenfalls müssen wir so schnell{p}es geht auf diesen {clr:FF9754}Uhrturm{clr:pop}!{/tp},"{tp:0.01}Bah! Posso pensarci per ore, ma{p}non cambia il fatto che bisogna{p}salire sulla {clr:FF9754}torre dell'orologio{clr:pop}.{/tp}","{tp:0.01}Bueno, podría estar especulando{p}durante días, pero vamos a lo{p}que vamos.{p}Tienes que subir a lo alto de la{p}{clr:FF9754}torre del reloj{clr:pop} ipso facto.{/tp}","{tp:0.01}Bueno, podría durar días{p}especulando, pero vamos{p}a lo que vamos.{p}Tienes que subir a lo alto de la{p}{clr:FF9754}torre del reloj{clr:pop} ipso facto.{/tp}",{tp:0.01}Ik breek me er later wel het hoofd{p}over. We moeten ons nu haasten{p}naar de top van de {clr:FF9754}klokkentoren{clr:pop}!{/tp},"{tp:0.01}Bem, podia passar a minha vida{p}toda a fazer conjeturas, mas tu{p}tens de chegar ao cimo da {clr:FF9754}torre{p}do relógio {clr:pop}o mais rapidamente{p}possível!{/tp}",{tp:0.01}Ладно. Так можно гадать{p}до посинения. Пора идти{p}на {clr:FF9754}часовую башню{clr:pop}.{/tp},{tp:0.01}フェーッ！{p}{p}はてなだらけでイライラするわい！{/tp},"{tp:0.01}Her neyse, bunu saatlerce{p}düşünebilirim ama bizim bir an önce{p}{clr:FF9754}Saat Kulesi{clr:pop}'ın tepesine çıkmamız gerek.{/tp}","{tp:0.01}Her neyse, bunu saatlerce düşünebilirim ama{p}bizim bir an önce {clr:FF9754}Saat Kulesi{clr:pop}'nin{p}tepesine çıkmamız gerek.{/tp}",DEĞİŞTİ,Yer adının tamlayan eki düzeltildi.,,,2. tam manuel tur: EVET
1690,fe,B143EA9A,{tp:0.01}I trust you've still got that {clr:71D2FF}rotor{p}{clr:pop}on you?{/tp},{tp:0.01}I trust you've still got that {clr:71D2FF}rotor{p}{clr:pop}on you?{/tp},{tp:0.01}Je suppose que tu as toujours le{p}{clr:71D2FF}rotor {clr:pop}sur toi ?{/tp},{tp:0.01}Je suppose que tu as toujours le{p}{clr:71D2FF}rotor {clr:pop}sur toi?{/tp},"{tp:0.01}Du hast das {clr:71D2FF}Kurbelrad {clr:pop}ja dabei,{p}oder?{/tp}","{tp:0.01}Immagino tu abbia con te{p}quel {clr:71D2FF}rotore{clr:pop}, vero?{/tp}","{tp:0.01}Todavía tienes el {clr:71D2FF}rotor{clr:pop}, ¿no?{/tp}","{tp:0.01}Todavía tienes el {clr:71D2FF}rotor{clr:pop}, ¿no?{/tp}","{tp:0.01}Je hebt dat {clr:71D2FF}wiel {clr:pop}nog{p}steeds op zak, toch?{/tp}","{tp:0.01}Imagino que ainda tenhas o {clr:71D2FF}rotor{clr:pop}{p}contigo, certo?{/tp}",{tp:0.01}{clr:71D2FF}Ротор{clr:pop} не забыл?{/tp},{tp:0.01}もうよい！{/tp},"{tp:0.01}Yanında hâlâ o {clr:71D2FF}rotor{clr:pop}{p}duruyor, değil mi?{/tp}","{tp:0.01}Yanında hâlâ o {clr:71D2FF}rotor{clr:pop}{p}duruyor, değil mi?{/tp}",KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1691,fe,B143EA9B,{tp:0.01}Excellent!{p}You'll need to install it near the big{p}clock face.{/tp},{tp:0.01}Excellent!{p}You need to install it near the big{p}clock face.{/tp},{tp:0.01}Parfait ! Tu devras l'installer près{p}du cadran.{/tp},{tp:0.01}Parfait! Tu devras l'installer près{p}du cadran.{/tp},{tp:0.01}Fantastisch!{p}Du musst es gleich neben dem{p}großen Ziffernblatt einsetzen.{/tp},{tp:0.01}Eccellente!{p}Dovrai fissarlo accanto al{p}grande quadrante.{/tp},{tp:0.01}¡Excelente! Tienes que instalarlo{p}junto a la enorme esfera del reloj.{/tp},{tp:0.01}¡Excelente! Tienes que instalarlo{p}junto a la enorme esfera del reloj.{/tp},{tp:0.01}Uitstekend!{p}Plaats hem naast{p}de grote wijzerplaat.{/tp},{tp:0.01}Excelente! Tens de o instalar{p}perto do mostrador do relógio.{/tp},{tp:0.01}Превосходно! Установи его{p}возле большого циферблата{p}{clr:FF9754}ворот часовой башни{clr:pop}.{/tp},{tp:0.01}{rb}大至急{/rb}{rt}だいしきゅう{/rt}　{clr:FF9754}{rb}時計塔{/rb}{rt}とけいとう{/rt}{clr:pop}の{p}てっぺんへ　{rb}行{/rb}{rt}い{/rt}ってきてくれ！{/tp},{tp:0.01}Mükemmel!{p}Onu büyük saat kadranının{p}yakınına takman gerekecek.{/tp},{tp:0.01}Mükemmel!{p}Onu büyük saat kadranının{p}yakınına takman gerekecek.{/tp},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1692,fe,B143EA9C,{tp:0.01}And here—don't forget our precious{p}{clr:71D2FF}clock hands{clr:pop}.{/tp},{tp:0.01}And here – don't forget our precious{p}{clr:71D2FF}clock hands{clr:pop}.{/tp},"{tp:0.01}Ah, et n'oublie pas nos précieuses{p}{clr:71D2FF}aiguilles{clr:pop}.{/tp}","{tp:0.01}Ah, et n'oublie pas nos précieuses{p}{clr:71D2FF}aiguilles{clr:pop}.{/tp}","{tp:0.01}Und hier, vergiss das Wichtigste{p}nicht: Unsere {clr:71D2FF}Uhrzeiger{clr:pop}!{/tp}",{tp:0.01}E non dimenticare le nostre{p}preziose {clr:71D2FF}lancette{clr:pop}.{/tp},{tp:0.01}Y no te olvides de las{p}{clr:71D2FF}manecillas{clr:pop}.{/tp},"{tp:0.01}Y aquí tienes, no te olvides de{p}las {clr:71D2FF}manecillas{clr:pop}.{/tp}",{tp:0.01}En vergeet ook de {clr:71D2FF}wijzers {clr:pop}niet.{/tp},{tp:0.01}E não te esqueças dos nossos{p}preciosos {clr:71D2FF}ponteiros de relógio{clr:pop}!{p}Toma.{/tp},"{tp:0.01}Вот, {clr:71D2FF}стрелки{clr:pop} тоже возьми.{/tp}",{tp:0.01}{clr:71D2FF}パーツ{clr:pop}を{rb}忘{/rb}{rt}わす{/rt}れんようにな！{p}{p}これがないとゲートが{rb}開{/rb}{rt}ひら{/rt}かんぞ！{/tp},{tp:0.01}Ve al—değerli {clr:71D2FF}saat{p}ibrelerimizi{clr:pop} de unutma.{/tp},{tp:0.01}Ve al—değerli {clr:71D2FF}saat{p}ibrelerimizi{clr:pop} de unutma.{/tp},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1693,fe,B143EA9D,{tp:0.01}It's a good thing you have such deep{p}pockets in those overalls!{p}Heh heh!{/tp},{tp:0.01}It's a good thing you have such{p}deep pockets in those dungarees{p}of yours! Heh heh!{/tp},"{tp:0.01}Heureusement que ta salopette a{p}de grandes poches, ho ho ho !{/tp}","{tp:0.01}Heureusement que ta salopette a{p}de grandes poches, ho ho ho!{/tp}","{tp:0.01}Immer wieder erstaunlich, wie{p}viel in deine Hosentasche passt.{p}He he.{/tp}",{tp:0.01}Menomale che quella tuta ha{p}delle tasche belle profonde.{p}Eh eh!{/tp},"{tp:0.01}¡Qué bien te van a venir esos{p}enormes bolsillos que tiene{p}tu peto! ¡Je, je!{/tp}","{tp:0.01}¡Qué útiles son los enormes{p}bolsillos que tienes! ¡Je, je!{/tp}",{tp:0.01}Goed dat je zulke diepe{p}zakken in je overall hebt!{p}Hihi!{/tp},"{tp:0.01}Ainda bem que esse fato-macaco{p}tem bolsos fundos, he he.{/tp}","{tp:0.01}Большие у тебя карманы,{p}однако! Хо-хо! Ладно, юноша,{p}вот и пробил твой час!{/tp}",{tp:0.04}キミのオーバーオールに　{rb}深{/rb}{rt}ふか{/rt}～い{p}ポケットがついてて　よかったわい！{p}フェッ　フェッ！{/tp},"{tp:0.01}Şu tulumunun cepleri ne kadar da{p}derinmiş, iyi ki öyle!{p}Heh heh!{/tp}","{tp:0.01}Şu tulumunun cepleri ne kadar da{p}derinmiş, iyi ki öyle!{p}Heh heh!{/tp}",KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1694,fe,B143EA9E,"{tp:0.01}All right, youngster. It's showtime!{p}Get to the top of the {clr:FF9754}Clock Tower{clr:pop}, {p}and find that {clr:A554D0}Dark Moon{clr:pop} piece.{/tp}","{tp:0.01}All right, youngster. It's show time!{p}Get to the top of the {clr:FF9754}clock tower{clr:pop}{p}and find that {clr:A554D0}Dark Moon{clr:pop} piece.{/tp}","{tp:0.01}Allez, mon garçon, que le spectacle{p}commence !{p}{p}Grimpe au sommet du {clr:FF9754}beffroi{clr:pop} et{p}récupère le fragment de la {clr:A554D0}Lune{p}noire{clr:pop} !{/tp}","{tp:0.01}Allez, mon garçon, que le spectacle{p}commence!{p}{p}Grimpe au sommet de la {clr:FF9754}Tour de{p}l'horloge {clr:pop}et récupère le fragment{p}de la {clr:A554D0}Lune noire{clr:pop}!{/tp}",{tp:0.01}Na dann. Jetzt geht's los!{p}Begib dich auf den {clr:FF9754}Uhrturm {clr:pop}und{p}finde das {clr:A554D0}Finstermondstück{clr:pop}!{/tp},"{tp:0.01}Bene, è ora di entrare in azione!{p}Sali in cima alla {clr:FF9754}torre dell'orologio{clr:pop} {p}e trova il frammento di {clr:A554D0}Luna scura{clr:pop}.{/tp}","{tp:0.01}Muchacho, ¡es la hora de la verdad!{p}Sube a la {clr:FF9754}torre del reloj {clr:pop}y encuentra{p}el fragmento de {clr:A554D0}Luna Oscura{clr:pop}.{/tp}","{tp:0.01}Muchacho, ¡es la hora de la verdad!{p}Sube a la {clr:FF9754}torre del reloj {clr:pop}y encuentra{p}el fragmento de {clr:A554D0}Luna Oscura{clr:pop}.{/tp}","{tp:0.01}Oké, knul. Het uur van de waarheid!{p}Ga naar de top van de {clr:FF9754}klokkentoren{clr:pop}{p}en vind dat {clr:A554D0}maanfragment{clr:pop}.{/tp}","{tp:0.01}Muito bem, rapaz. Vamos a isso!{p}Vai ao cimo da {clr:FF9754}torre do relógio{clr:pop} e{p}encontra o fragmento de {clr:A554D0}Lua Negra{clr:pop}.{/tp}",{tp:0.01}Поднимись на {clr:FF9754}часовую башню{clr:pop}{p}и отыщи осколок {clr:A554D0}Темной луны{clr:pop}!{/tp},{tp:0.04}ゲートは　{rb}時計{/rb}{rt}とけい{/rt}の{rb}針{/rb}{rt}はり{/rt}を{rb}回転{/rb}{rt}かいてん{/rt}させて{p}ある{rb}時刻{/rb}{rt}じこく{/rt}に{rb}合{/rb}{rt}あ{/rt}わせることで{rb}開{/rb}{rt}ひら{/rt}くんじゃが{p}はて・・・{p}{p}{rb}何時{/rb}{rt}なんじ{/rt}に{rb}合{/rb}{rt}あ{/rt}わせるんじゃったかのう・・・{/tp},"{tp:0.01}Tamam, delikanlı. Gösteri zamanı!{p}{clr:FF9754}Saat Kulesi{clr:pop}'ın tepesine çık{p}ve şu {clr:A554D0}Karanlık Ay{clr:pop} parçasını bul.{/tp}","{tp:0.01}Tamam, delikanlı. Gösteri zamanı!{p}{clr:FF9754}Saat Kulesi{clr:pop}'nin tepesine çık{p}ve şu {clr:A554D0}Karanlık Ay{clr:pop} parçasını bul.{/tp}",DEĞİŞTİ,Yer adının tamlayan eki düzeltildi.,,,2. tam manuel tur: EVET
1695,fe,D9C13D86,{tp:0.01}Stay on your guard—the possessor{p}ghost is likely at the top of the{p}tower.{/tp},{tp:0.01}Stay on your guard – the Possessor{p}ghost is likely at the top of the{p}tower.{/tp},{tp:0.01}Reste sur tes gardes. Tu sais que{p}tu risques fort de tomber sur le{p}Mangesprit en haut de la tour.{/tp},{tp:0.01}Reste sur tes gardes. Tu sais que{p}tu risques fort de tomber sur un{p}Mangesprit en haut de la Tour.{/tp},{tp:0.01}Sieh dich gut vor - du wirst{p}dort oben sicher wieder einem{p}Meistergeist begegnen.{/tp},{tp:0.01}Stai in guardia: è probabile che{p}il Possessore si trovi lassù.{/tp},{tp:0.01}Pero no bajes la guardia: estoy{p}convencido de que el Supraente{p}está en lo alto de la torre.{/tp},{tp:0.01}Pero no bajes la guardia: estoy{p}convencido de que el supraente{p}está en lo alto de la torre.{/tp},{tp:0.01}Wees op je hoede! De indringer{p}is waarschijnlijk boven in de toren.{/tp},{tp:0.01}Mas mantém-te alerta — o{p}fantasma possuidor está{p}provavelmente no cimo da torre.{/tp},"{tp:0.01}Будь начеку: скорее всего,{p}наверху тебя ждет встреча{p}с призраком-вселенцем.{/tp}",{tp:0.04}まあ　なんとかなるじゃろう{/tp},{tp:0.01}Tetikte ol—musallatçı hayalet{p}muhtemelen kulenin tepesindedir.{/tp},{tp:0.01}Tetikte ol—musallatçı hayalet{p}muhtemelen kulenin tepesindedir.{/tp},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
1696,fe,D9C13D87,"{tp:0.01}Be careful, and look lively,{clr:51E949} Luigi{clr:pop}!{/tp}","{tp:0.01}Be careful, and look lively,{clr:51E949} Luigi{clr:pop}!{/tp}","{tp:0.01}Sois prudent, {clr:51E949}Luigi{clr:pop}. Bonne chance !{/tp}","{tp:0.01}Sois prudent, {clr:51E949}Luigi{clr:pop}. Bonne chance!{/tp}","{tp:0.01}Halt die Ohren steif und den{p}Schnauzer spitz, {clr:51E949}Luigi{clr:pop}!{/tp}","{tp:0.01}Occhi aperti e gambe in{p}spalla,{clr:51E949} Luigi{clr:pop}!{/tp}","{tp:0.01}¡Ten cuidado y mucha suerte,{clr:51E949} Luigi{clr:pop}!{/tp}","{tp:0.01}¡Ten cuidado y mucha suerte,{clr:51E949} Luigi{clr:pop}!{/tp}","{tp:0.01}Pas goed op, en hou je haaks,{clr:51E949} Luigi{clr:pop}!{/tp}","{tp:0.01}Boa sorte, {clr:51E949}Luigi{clr:pop}! E tem cuidado!{/tp}","{tp:0.01}Не вешай нос, {clr:51E949}Луиджи{clr:pop}!{/tp}",{tp:0.01}とりあえず{rb}行{/rb}{rt}い{/rt}ってくるのじゃ！{/tp},"{tp:0.01}Dikkatli ol ve gözünü dört aç,{clr:51E949} Luigi{clr:pop}!{/tp}","{tp:0.01}Dikkatli ol ve gözünü dört aç,{clr:51E949} Luigi{clr:pop}!{/tp}",KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
