AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,menu_scenario_next_19,"<0E:0009:0000:0600>Wat is dit voor plek? Hoe komen
Mario en Luigi terug in het Booninkrijk?","<0E:0009:0000:0600>Where is this place? Can you get back
to the Beanbean Kingdom?","<0E:0009:0000:0600>La question est de savoir où. Pouvez-vous
au moins retourner au Royaume de Végésia ?","<0E:0009:0000:0600>Wohin hat es dich nur verschlagen? Wirst du
zurück nach Bohnenland finden?","<0E:0009:0000:0600>Che posto è questo? Riuscirai a tornare
al Regno di Fagiolandia?","<0E:0009:0000:0600>¿Qué lugar es este?
¿Serás capaz de volver al Reino Judía?","<0E:0009:0000:0600>Burası da neresi? Fasulya Krallığı'na
geri dönebilecek misin?"
,HighJump_04_1,"<0E:0009:0000:0B00>Beweeg richting de hogere grond met de
<0E:0000:0003:2C64FFFF>draaiknop<0E:0000:0003:E6E6E6FF> om een hoge sprong uit te voeren.
Zo bereik je nieuwe hoogtes.","<0E:0009:0000:0B00>Approach an elevated surface by sliding the
<0E:0000:0003:2C64FFFF>Circle Pad <0E:0000:0003:E6E6E6FF>forward to perform a High Jump.
Do this to reach high places.","<0E:0009:0000:0B00>Maintenez le <0E:0000:0003:2C64FFFF>pad circulaire<0E:0000:0003:E6E6E6FF> dans la direction où
vous effectuez le Super saut pour atteindre
des endroits élevés.","<0E:0009:0000:0B00>Begib dich an den Rand einer hoch gelegenen
Fläche und drücke das <0E:0000:0003:2C64FFFF>Schiebepad<0E:0000:0003:E6E6E6FF> in deren
Richtung, während du diesen Sprung ausführst.","<0E:0009:0000:0B00>Avvicinati a un rialzo tenendo premuto in avanti
il <0E:0000:0003:2C64FFFF>pad scorrevole<0E:0000:0003:E6E6E6FF> per eseguire un Salto Doppio.
Usalo per raggiungere posizioni più elevate.","<0E:0009:0000:0B00>Para alcanzar lugares elevados, mantén
el <0E:0000:0003:2C64FFFF>botón deslizante <0E:0000:0003:E6E6E6FF>en la dirección en
la que vayas a hacer el salto alto.","<0E:0009:0000:0B00>Yüksek bir yüzeye yaklaşırken <0E:0000:0003:2C64FFFF>Dairesel
Kumanda'yı <0E:0000:0003:E6E6E6FF>öne itip Yüksek Zıplama yap. Böylece
yüksek yerlere ulaşabilirsin."
,menu_bgm_title_15,<0E:0009:0000:0C00>Hiha-bergtop,<0E:0009:0000:0C00>Hoohoo Mountaintop,<0E:0009:0000:0C00>Au sommet du mont Uf,<0E:0009:0000:0C00>Lachberg-Crescendo,<0E:0009:0000:0C00>In cima alla Montagna Tiritera,<0E:0009:0000:0C00>En la cima de la montaña Juajuá,<0E:0009:0000:0C00>Huhu Dağı Zirvesi
,HighJump_04_2,"<0E:0009:0000:0B00>Als de broertjes op elkaars schouders staan,
kun je ze bewegen met de <0E:0000:0003:2C64FFFF>draaiknop<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>When the Bros. are on each other's shoulders,
you can move them both using the <0E:0000:0003:2C64FFFF>Circle Pad<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Quand un des personnages est hissé sur
les épaules de son acolyte, vous pouvez les
déplacer en même temps avec le <0E:0000:0003:2C64FFFF>pad circulaire<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Stehen die Brüder aufeinander, kannst du sie
mithilfe des <0E:0000:0003:2C64FFFF>Schiebepads<0E:0000:0003:E6E6E6FF> fortbewegen.","<0E:0009:0000:0B00>Quando i fratelli sono uno sulle spalle dell'altro,
puoi spostarli entrambi con il <0E:0000:0003:2C64FFFF>pad scorrevole<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Cuando un hermano se suba a los hombros
del otro, podrás mover a ambos a la vez con
el <0E:0000:0003:2C64FFFF>botón deslizante<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Kardeşler üst üste dururken ikisini de
<0E:0000:0003:2C64FFFF>Dairesel Kumanda<0E:0000:0003:E6E6E6FF> ile hareket ettirebilirsin."
,menu_bgm_title_16,<0E:0009:0000:0C00>Het Booninkrijk,<0E:0009:0000:0C00>The Kingdom Called Beanbean,<0E:0009:0000:0C00>Un royaume nommé Végésia,<0E:0009:0000:0C00>Bohnenland ward es genannt...,<0E:0009:0000:0C00>Un Regno chiamato Fagiolandia,<0E:0009:0000:0C00>Un reino llamado Judía,<0E:0009:0000:0C00>Fasulya Denen Krallık
,BtlGuide_14_0,"<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Tips <0E:0000:0003:E6E6E6FF>verschijnen als de makkelijke
stand aanstaat, of als je verslagen 
bent en een gevecht opnieuw probeert.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Hint messages <0E:0000:0003:E6E6E6FF>will appear while Easy Mode
is activated, or if you are defeated and
choose to retry a battle.","<0E:0009:0000:0B00>Des <0E:0000:0003:2C64FFFF>astuces<0E:0000:0003:E6E6E6FF> sont accessibles en mode facile,
ou suite à une défaite, quand vous devez
recommencer un combat.","<0E:0009:0000:0B00>Wenn du im Leichten Modus kämpfst oder einen
Kampf neu starten musstest, weil dein ganzes
Team besiegt wurde, erhältst du <0E:0000:0003:2C64FFFF>Extra-Tipps<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Messaggi di suggerimento <0E:0000:0003:E6E6E6FF>appariranno se hai
attivato la modalità facile o se hai perso
uno scontro e decidi di riprovare.","<0E:0009:0000:0B00>Tanto si activas el modo fácil como si
te derrotan y decides reiniciar la batalla,
podrás ver mensajes con <0E:0000:0003:2C64FFFF>consejos<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>İpucu mesajları <0E:0000:0003:E6E6E6FF>Kolay Mod açıkken veya
yenilip savaşı yeniden denemeyi seçtiğinde
görünür."
,menu_bgm_title_17,<0E:0009:0000:0C00>De Booninklijke onderdanen,<0E:0009:0000:0C00>Beanish People,<0E:0009:0000:0C00>Le peuple pois,<0E:0009:0000:0C00>Song der Bohnanier,<0E:0009:0000:0C00>Il popolo di Fagiolandia,<0E:0009:0000:0C00>Las gentes del Reino Judía,<0E:0009:0000:0C00>Fasulya Halkı
,BtlGuide_05_0,"<0E:0009:0000:0B00>Mario en Luigi raken HP kwijt als ze schade
oplopen van vijandelijke aanvallen. Als een
van de twee <0E:0000:0003:2C64FFFF>0<0E:0000:0003:E6E6E6FF> HP heeft, <0E:0000:0003:2C64FFFF>valt<0E:0000:0003:E6E6E6FF> die broer <0E:0000:0003:2C64FFFF>flauw
<0E:0000:0003:E6E6E6FF>en kan hij niet meer bewegen.","<0E:0009:0000:0B00>Mario and Luigi lose HP when they are damaged
by attacks. If either of them reaches <0E:0000:0003:2C64FFFF>0 <0E:0000:0003:E6E6E6FF>HP,
they will <0E:0000:0003:2C64FFFF>faint <0E:0000:0003:E6E6E6FF>and be unable to move.","<0E:0009:0000:0B00>Lorsqu'un personnage subit une attaque, il perd
des PV. Quand ces derniers atteignent <0E:0000:0003:2C64FFFF>0<0E:0000:0003:E6E6E6FF>, le
personnage <0E:0000:0003:2C64FFFF>perd connaissance<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Fügt ein Gegner Mario oder Luigi Schaden zu,
nehmen dessen KP ab. Sinken sie auf <0E:0000:0003:2C64FFFF>0<0E:0000:0003:E6E6E6FF>, wird
der Charakter <0E:0000:0003:2C64FFFF>ohnmächtig<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Quando subiscono danni, Mario e Luigi perdono
PV. Se uno dei fratelli ha <0E:0000:0003:2C64FFFF>zero<0E:0000:0003:E6E6E6FF> PV, <0E:0000:0003:2C64FFFF>perderà
i sensi<0E:0000:0003:E6E6E6FF> e non potrà più muoversi.","<0E:0009:0000:0B00>Mario y Luigi pierden VIDA cuando sufren daño.
Si la VIDA de uno de ellos llega a <0E:0000:0003:2C64FFFF>cero<0E:0000:0003:E6E6E6FF>,
caerá <0E:0000:0003:2C64FFFF>inconsciente<0E:0000:0003:E6E6E6FF> y no podrá moverse.","<0E:0009:0000:0B00>Mario ve Luigi saldırılardan hasar aldıkça HP
kaybeder. Birinin HP'si <0E:0000:0003:2C64FFFF>0 <0E:0000:0003:E6E6E6FF>olursa <0E:0000:0003:2C64FFFF>bayılır <0E:0000:0003:E6E6E6FF>ve
hareket edemez."
,BtlGuide_10,<0E:0009:0000:0C00>Keuze van doelwit,<0E:0009:0000:0C00>Character Targeting,<0E:0009:0000:0C00>Personnage visé,<0E:0009:0000:0C00>Anvisierte Charaktere,<0E:0009:0000:0C00>Personaggi sotto tiro,<0E:0009:0000:0C00>Selección de blanco,<0E:0009:0000:0C00>Hedef Alınan Karakter
,BtlGuide_14_1,"<0E:0009:0000:0B00>Om de tips te bekijken raak je het pictogram
Tip in het midden van het touchscreen aan.","<0E:0009:0000:0B00>To view hints, press the Hint icon
in the center of the bottom screen.","<0E:0009:0000:0B00>Pour les consulter, touchez l'icône
Astuce au centre de l'écran tactile.","<0E:0009:0000:0B00>Tippe auf das Ausrufezeichen unten in
der Mitte des Touchscreens, um sie dir
anzeigen zu lassen.","<0E:0009:0000:0B00>Per vedere i suggerimenti, tocca l'apposita
icona al centro dello schermo inferiore.","<0E:0009:0000:0B00>Para ver los consejos, toca el icono
situado en el centro de la pantalla táctil.","<0E:0009:0000:0B00>İpuçlarını görmek için alt ekranın
ortasındaki İpucu simgesine dokun."
,FldGuide_00,<0E:0009:0000:0C00>Bewegen,<0E:0009:0000:0C00>Character Movement,<0E:0009:0000:0C00>Déplacer les personnages,<0E:0009:0000:0C00>Charaktere bewegen,<0E:0009:0000:0C00>Movimenti dei personaggi,<0E:0009:0000:0C00>Moverse,<0E:0009:0000:0C00>Karakter Hareketi
,menu_bgm_title_18,<0E:0009:0000:0C00>Het Booninklijk kasteel,<0E:0009:0000:0C00>Castle of Beans,<0E:0009:0000:0C00>Au château de Végésia,<0E:0009:0000:0C00>Ein Schloss voller Bohnen,<0E:0009:0000:0C00>Castello di Fagioli,<0E:0009:0000:0C00>El Castillo Judía,<0E:0009:0000:0C00>Fasulya Kalesi
,shop_equipped_now,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Nu gebruiken?<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Equip now?<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>S'en équiper tout de suite ?<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Gleich ausrüsten?<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Equipaggiare ora?<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>¿Equipar ahora?<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Şimdi takılsın mı?<0E:0000:0003:373737FF>
,BtlGuide_05_1,"<0E:0009:0000:0B00>Als <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:E6E6E6FF> en <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:E6E6E6FF> beiden <0E:0000:0003:2C64FFFF>0 <0E:0000:0003:E6E6E6FF>HP hebben,
heb je verloren.","<0E:0009:0000:0B00>If <0E:0000:0003:FF4343FF>Mario's <0E:0000:0003:E6E6E6FF>and <0E:0000:0003:00BB27FF>Luigi's <0E:0000:0003:E6E6E6FF>HP both reach <0E:0000:0003:2C64FFFF>0<0E:0000:0003:E6E6E6FF>,
it's game over!","<0E:0009:0000:0B00>Si les PV de <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:E6E6E6FF> et <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:E6E6E6FF> tombent à <0E:0000:0003:2C64FFFF>0<0E:0000:0003:E6E6E6FF>,
la partie se termine.","<0E:0009:0000:0B00>Erreichen die KP von <0E:0000:0003:FF4343FF>Mario <0E:0000:0003:E6E6E6FF>und <0E:0000:0003:00BB27FF>Luigi <0E:0000:0003:E6E6E6FF><0E:0000:0003:2C64FFFF>0<0E:0000:0003:E6E6E6FF>,
endet das Spiel.","<0E:0009:0000:0B00>Se i PV sia di <0E:0000:0003:FF4343FF>Mario <0E:0000:0003:E6E6E6FF>che di <0E:0000:0003:00BB27FF>Luigi <0E:0000:0003:E6E6E6FF>raggiungono
lo <0E:0000:0003:2C64FFFF>zero<0E:0000:0003:E6E6E6FF>, il gioco finirà!","<0E:0009:0000:0B00>Si tanto la VIDA de <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:E6E6E6FF> como la de <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:E6E6E6FF>
cae a <0E:0000:0003:2C64FFFF>cero<0E:0000:0003:E6E6E6FF>, ¡será el fin de la partida!",<0E:0009:0000:0B00><0E:0000:0003:FF4343FF>Mario'nun <0E:0000:0003:E6E6E6FF>ve <0E:0000:0003:00BB27FF>Luigi'nin <0E:0000:0003:E6E6E6FF>HP'si de <0E:0000:0003:2C64FFFF>0<0E:0000:0003:E6E6E6FF> olursa Oyun Bitti!
,BtlGuide_11,<0E:0009:0000:0C00>Duoaanvallen,<0E:0009:0000:0C00>Using Bros. Attacks,<0E:0009:0000:0C00>Attaques frères,<0E:0009:0000:0C00>Paar-Attacken,<0E:0009:0000:0C00>Usare gli Attacchi Fratelli,<0E:0009:0000:0C00>Ataques tándem,<0E:0009:0000:0C00>Kardeş Saldırılarını Kullanma
,BtlGuide_14_2,"<0E:0009:0000:0B00>Tips bevatten waardevolle informatie,
zoals trucs om een vijand te verslaan.
Probeer het maar eens uit!","<0E:0009:0000:0B00>Hint messages contain valuable information,
as well as tricks for defeating enemies.
When you see a hint, try putting it to the test!","<0E:0009:0000:0B00>Elles vous fourniront des informations utiles
ainsi que des conseils pour vaincre vos
ennemis. N'hésitez pas à y jeter un œil !","<0E:0009:0000:0B00>Extra-Tipps enthalten wertvolle Informationen
und Tricks zum Besiegen von Gegnern.
Lass dir diese Hilfestellung nicht entgehen!","<0E:0009:0000:0B00>Nei suggerimenti trovi preziose informazioni
e utili trucchi per sconfiggere i nemici.
Metti alla prova i suggerimenti che leggi!","<0E:0009:0000:0B00>Estos consejos contienen trucos para
derrotar a los enemigos y otra información
de interés. ¡Prueba a ponerlos en práctica!","<0E:0009:0000:0B00>İpucu mesajlarında değerli bilgiler ve
düşmanları yenmeye yarayan püf noktaları bulunur.
Bir ipucu görürsen denemekten çekinme!"
,FldGuide_01,<0E:0009:0000:0C00>Besturing,<0E:0009:0000:0C00>Character Controls,<0E:0009:0000:0C00>Boutons assignés aux personnages,<0E:0009:0000:0C00>Charakter-Knöpfe,<0E:0009:0000:0C00>Comandi dei personaggi,<0E:0009:0000:0C00>Botones de los personajes,<0E:0009:0000:0C00>Karakter Kontrolleri
,menu_bgm_title_19,<0E:0009:0000:0C00>Grinnikhik-woud,<0E:0009:0000:0C00>Chucklehuck Woods,<0E:0009:0000:0C00>Au Bois du rire,<0E:0009:0000:0C00>Grinsewaldmusik,<0E:0009:0000:0C00>Bosco Ghigno,<0E:0009:0000:0C00>El bosque Jijí,<0E:0009:0000:0C00>Kıkır Ormanı
,menu_bgm_title_80,<0E:0009:0000:0C00>Spring! (Bovengronds) DX,<0E:0009:0000:0C00>Jump! (Ground Theme) DX,"<0E:0009:0000:0C00>Sautez ! (« Plein air », SMB) - DX",<0E:0009:0000:0C00>Hopssong (Oberwelt) -DX-,<0E:0009:0000:0C00>Salta! (all'aria aperta) DX,<0E:0009:0000:0C00>¡A saltar! (tema al aire libre) II,<0E:0009:0000:0C00>Zıpla! (Yer Teması) DX
,BtlGuide_05_2,"<0E:0009:0000:0B00>Je krijgt de keus om het gevecht opnieuw te
proberen, of verder te spelen vanaf de laatste
keer dat je hebt opgeslagen.","<0E:0009:0000:0B00>If that happens, you will have the option of
retrying that battle from the beginning,
or you can restart from your last save.","<0E:0009:0000:0B00>Vous devrez recommencer le combat ou
reprendre depuis votre dernière sauvegarde,
alors redoublez de prudence !","<0E:0009:0000:0B00>Aber keine Sorge! Du kannst den Kampf neu
starten oder deinen letzten Speicherstand
laden. Gib trotzdem stets gut auf dich acht!","<0E:0009:0000:0B00>In questi casi puoi scegliere se riprovare lo
scontro dall'inizio o ricominciare dall'ultimo
salvataggio.","<0E:0009:0000:0B00>En ese caso, podrás elegir entre reintentar
el combate desde el principio o volver
al último punto de guardado.","<0E:0009:0000:0B00>Böyle olursa savaşı baştan deneyebilir
ya da son kayıt noktasından yeniden
başlayabilirsin."
,BtlGuide_12,<0E:0009:0000:0C00>Noodafweer,<0E:0009:0000:0C00>Emergency Guard,<0E:0009:0000:0C00>Parade d'urgence,<0E:0009:0000:0C00>Abwehrreflex,<0E:0009:0000:0C00>Difesa d'emergenza,<0E:0009:0000:0C00>Bloqueo resignado,<0E:0009:0000:0C00>Acil Savunma
,FldGuide_01_0,"<0E:0009:0000:0B00>Gebruik <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> om acties uit te voeren met Mario.
Gebruik <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> om acties uit te voeren met Luigi.","<0E:0009:0000:0B00>Use the <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button to perform actions as Mario,
and use the the <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Button to perform actions
as Luigi.","<0E:0009:0000:0B00>Effectuez les actions de Mario avec <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>,
et de Luigi avec <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Marios Aktionen steuerst du mit <0E:0000:0003:FF4343FF>
<0E:0000:0003:E6E6E6FF>und Luigis mit <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Usa <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>per controllare le azioni di
Mario e <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>per le azioni di Luigi.","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> para que Mario realice una acción
y <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>para que lo haga Luigi.","<0E:0009:0000:0B00>Mario olarak eylem yapmak için <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesini,
Luigi olarak eylem yapmak için <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Düğmesini
kullan."
,FldGuide_02,<0E:0009:0000:0C00>Voorwerpen,<0E:0009:0000:0C00>Items,<0E:0009:0000:0C00>Objets,<0E:0009:0000:0C00>Items,<0E:0009:0000:0C00>Strumenti,<0E:0009:0000:0C00>Objetos,<0E:0009:0000:0C00>Eşyalar
,SoloHammer_M_00_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> zodra Mario de hamer boven zijn
hoofd houdt! Met de juiste timing kun je een
<0E:0000:0003:2C64FFFF>Perfect<0E:0000:0003:E6E6E6FF> scoren.","<0E:0009:0000:0B00>Press the <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button when the Hammer is
above Mario's head! Time it perfectly to
earn an <0E:0000:0003:2C64FFFF>Excellent<0E:0000:0003:E6E6E6FF> <0E:0000:0003:E6E6E6FF>rating.<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> lorsque le marteau est derrière
la tête de Mario. Un timing impeccable vous
vaudra la mention <0E:0000:0003:2C64FFFF>Excellent<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Drücke <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, sobald der Hammer glänzt.
Perfektes Timing: <0E:0000:0003:2C64FFFF>Exzellent!<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Premi <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>quando il Martello è alto sopra
la testa di Mario! Un tempismo perfetto
ti farà ottenere un bel <0E:0000:0003:2C64FFFF>Fantastico!<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> cuando el martillo pase sobre la
cabeza de Mario. Si lo haces en el momento
justo, asestarás un golpe <0E:0000:0003:2C64FFFF>Excelente<0E:0000:0003:E6E6E6FF><0E:0000:0003:E6E6E6FF>.<0E:0000:0003:E6E6E6FF>","<0E:0009:0000:0B00>Çekiç Mario'nun başı üstündeyken <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesine bas!
Kusursuz zamanlamayla <0E:0000:0003:2C64FFFF>Mükemmel<0E:0000:0003:E6E6E6FF><0E:0000:0003:E6E6E6FF> dereceyi kap.<0E:0000:0003:E6E6E6FF>"
,menu_bgm_title_81,<0E:0009:0000:0C00>Sterren in de speelhal,<0E:0009:0000:0C00>Star 'Stache Smash!,<0E:0009:0000:0C00>Repas équilibré,<0E:0009:0000:0C00>Schnappt nach den Sternen!,<0E:0009:0000:0C00>Andamento altalenante,<0E:0009:0000:0C00>Atracón sideral,<0E:0009:0000:0C00>Yıldız Bıyık!
,BrosAtk_01_A,<0E:0009:0000:0C00>Stuitersprong [super],<0E:0009:0000:0C00>Super Bounce Bros.,<0E:0009:0000:0C00>Rebond de frères DX,<0E:0009:0000:0C00>Hopsbrüder+,<0E:0009:0000:0C00>Super Salto Rimbalzo,<0E:0009:0000:0C00>Supersalto rebote,<0E:0009:0000:0C00>Süper Sekme Kardeşler
,BtlGuide_05_3,"<0E:0009:0000:0B00>Selecteer het <0E:0000:0003:2C64FFFF>voorwerpen<0E:0000:0003:E6E6E6FF>-blok om een broer
die weinig HP heeft of is flauwgevallen, met
een voorwerp te genezen.","<0E:0009:0000:0B00>If a bro's HP gets low, or if they pass out,
choose the <0E:0000:0003:2C64FFFF>Item <0E:0000:0003:E6E6E6FF>block and use an item
to recover.","<0E:0009:0000:0B00>Si les PV d'un personnage atteignent un niveau
critique ou qu'il s'évanouit, sélectionnez le
bloc <0E:0000:0003:2C64FFFF>Objets<0E:0000:0003:E6E6E6FF> et utilisez-en un pour le soigner.","<0E:0009:0000:0B00>Nehmen die KP eines Charakters bedrohlich ab
oder wird ein Teammitglied <0E:0000:0003:2C64FFFF>ohnmächtig<0E:0000:0003:E6E6E6FF>, wähle
den <0E:0000:0003:2C64FFFF>Item<0E:0000:0003:E6E6E6FF>-Block und hilf mit einem Item aus!","<0E:0009:0000:0B00>Se uno dei fratelli ha pochi PV o sviene,
seleziona il blocco <0E:0000:0003:2C64FFFF>Strumenti <0E:0000:0003:E6E6E6FF>per usare
uno strumento di recupero.",<0E:0009:0000:0B00>Presta atención a la VIDA de cada hermano.,"<0E:0009:0000:0B00>Bir Kardeşin HP'si azalır ya da bayılırsa
<0E:0000:0003:2C64FFFF>Eşya <0E:0000:0003:E6E6E6FF>bloğunu seçip iyileştirici bir eşya
kullan."
,BtlGuide_13,<0E:0009:0000:0C00>Makkelijke stand,<0E:0009:0000:0C00>Easy Mode,<0E:0009:0000:0C00>Mode facile,<0E:0009:0000:0C00>Leichter Modus,<0E:0009:0000:0C00>Modalità facile,<0E:0009:0000:0C00>Modo fácil,<0E:0009:0000:0C00>Kolay Mod
,FldGuide_03,<0E:0009:0000:0C00>Uitrusting,<0E:0009:0000:0C00>Gear,<0E:0009:0000:0C00>Équipement,<0E:0009:0000:0C00>Ausrüstung,<0E:0009:0000:0C00>Equipaggiamento,<0E:0009:0000:0C00>Equipo,<0E:0009:0000:0C00>Ekipman
,KMsg_b_skill_exp_xx,<0E:0009:0000:0D00>???,<0E:0009:0000:0D00>???,<0E:0009:0000:0D00>???,<0E:0009:0000:0D00>???,<0E:0009:0000:0D00>???,<0E:0009:0000:0D00>(?),<0E:0009:0000:0D00>???
,menu_bgm_title_82,<0E:0009:0000:0C00>Fawful en Cackletta DX,<0E:0009:0000:0C00>Fawful and Cackletta DX,<0E:0009:0000:0C00>Gracowitz et Graguémona - DX,<0E:0009:0000:0C00>Krankfried und Lugmilla -DX-,<0E:0009:0000:0C00>Sogghigno e Strega Ghignarda DX,<0E:0009:0000:0C00>La bruja Jijí y su esbirro (deluxe),<0E:0009:0000:0C00>Fawful ve Cackletta DX
,BtlGuide_05_4,<0E:0009:0000:0B00>Herstel je <0E:0000:0003:2C64FFFF>HP<0E:0000:0003:E6E6E6FF> door een <0E:0000:0003:2C64FFFF>paddenstoel<0E:0000:0003:E6E6E6FF> te eten.,<0E:0009:0000:0B00>Restore <0E:0000:0003:2C64FFFF>HP <0E:0000:0003:E6E6E6FF>by using a <0E:0000:0003:2C64FFFF>Mushroom<0E:0000:0003:E6E6E6FF>.,"<0E:0009:0000:0B00>Les <0E:0000:0003:2C64FFFF>champignons<0E:0000:0003:E6E6E6FF> permettent au personnage
qui en bénéficie de récupérer des <0E:0000:0003:2C64FFFF>PV<0E:0000:0003:E6E6E6FF>.",<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Pilze <0E:0000:0003:E6E6E6FF>füllen die <0E:0000:0003:2C64FFFF>KP <0E:0000:0003:E6E6E6FF>eines Charakters wieder auf.,<0E:0009:0000:0B00>Ripristina <0E:0000:0003:2C64FFFF>PV <0E:0000:0003:E6E6E6FF>usando un <0E:0000:0003:2C64FFFF>fungo<0E:0000:0003:E6E6E6FF>.,"<0E:0009:0000:0B00>Si baja considerablemente, selecciona
el bloque <0E:0000:0003:2C64FFFF>Objeto<0E:0000:0003:E6E6E6FF> y usa un <0E:0000:0003:2C64FFFF>champiñón<0E:0000:0003:E6E6E6FF>
para <0E:0000:0003:2C64FFFF>recuperar VIDA<0E:0000:0003:E6E6E6FF>.",<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>HP'yi <0E:0000:0003:E6E6E6FF>bir <0E:0000:0003:2C64FFFF>Mantar<0E:0000:0003:E6E6E6FF> kullanarak yenile.
,BtlGuide_14,<0E:0009:0000:0C00>Tips,<0E:0009:0000:0C00>Hints,<0E:0009:0000:0C00>Astuces,<0E:0009:0000:0C00>Extra-Tipp,<0E:0009:0000:0C00>Suggerimenti,<0E:0009:0000:0C00>Consejos,<0E:0009:0000:0C00>İpuçları
,FldGuide_04,<0E:0009:0000:0C00>Opslaan,<0E:0009:0000:0C00>Saving,<0E:0009:0000:0C00>Sauvegarde,<0E:0009:0000:0C00>Speichern,<0E:0009:0000:0C00>Salvataggio,<0E:0009:0000:0C00>Guardar la partida,<0E:0009:0000:0C00>Kaydetme
,menu_scenario_next_30,"<0E:0009:0000:0600>Het fragment moet ergens op het eiland zijn...
Doorzoek het hele eiland!","<0E:0009:0000:0600>The Beanstar piece should be somewhere
on this island... Search every corner!","<0E:0009:0000:0600>Le fragment se trouve forcément quelque
part sur l'île... Il faut la passer au peigne fin !","<0E:0009:0000:0600>Das Fragment muss irgendwo auf dieser
Insel sein... Durchsuche jeden Winkel!","<0E:0009:0000:0600>Il pezzo potrebbe celarsi ovunque sull'isola...
Perlustra ogni centimetro quadrato!","<0E:0009:0000:0600>El trozo está en algún rincón de la isla,
sin duda. ¡Hay que inspeccionar hasta
el último centímetro cuadrado!","<0E:0009:0000:0600>Fasulya Yıldızı parçası bu adanın bir yerinde...
Her köşeyi ara!"
