AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,MDat_V_0020,"<0E:0009:0000:0600>Meer oefening krijgen
jullie niet!<0E:0002:0001:>","<0E:0009:0000:0600>Well, that's all the practice
you get!<0E:0002:0001:>","<0E:0009:0000:0600>Voilà, l'entraînement
est fini.<0E:0002:0001:>","<0E:0009:0000:0600>Und jetzt
wird's ernst!<0E:0002:0001:>","<0E:0009:0000:0600>E con questo l'esercitazione
è terminata!<0E:0002:0001:>","<0E:0009:0000:0600>Bueno, ya está bien de practicar.<0E:0002:0001:>","<0E:0009:0000:0600>Eh, alacağınız alıştırma
bu kadar!<0E:0002:0001:>"
,MDat_V_0021,<0E:0009:0000:0600><0E:0001:0004:>Game over!<0E:0002:0001:>,<0E:0009:0000:0600><0E:0001:0004:>Game over!<0E:0002:0001:>,<0E:0009:0000:0600>Le jeu est terminé. <0E:0002:0001:>,<0E:0009:0000:0600>Leider verloren!<0E:0002:0001:>,<0E:0009:0000:0600><0E:0001:0004:>Finiamola qui!<0E:0002:0001:>,<0E:0009:0000:0600>¡Se acabó lo que se daba!<0E:0002:0001:>,<0E:0009:0000:0600><0E:0001:0004:>Oyun bitti!<0E:0002:0001:>
,MDat_V_0079,"<0E:0009:0000:0600>Willen jullie het nog een keer proberen?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nee<0E:0002:0000:0A00>","<0E:0009:0000:0600>You guys want to try again?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Yes<0E:0006:0000:2000><0E:0004:0001:>No<0E:0002:0000:0A00>","<0E:0009:0000:0600>Voulez-vous rejouer ?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Oui<0E:0006:0000:2000><0E:0004:0001:>Non<0E:0002:0000:0A00>","<0E:0009:0000:0600>Noch einmal?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja <0E:0006:0000:2000><0E:0004:0001:>Nein<0E:0002:0000:0A00>","<0E:0009:0000:0600>Volete riprovare?<0E:0002:0000:0A00>
    <0E:0004:0001:>Sì
    <0E:0004:0001:>No<0E:0002:0000:0A00>","<0E:0009:0000:0600>¿Volver a intentarlo?<0E:0002:0000:0A00>
 <0E:0004:0001:>Sí
 <0E:0004:0001:>No<0E:0002:0000:0A00>","<0E:0009:0000:0600>Bir daha denemek ister misiniz?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Evet<0E:0006:0000:2000><0E:0004:0001:>Hayır<0E:0002:0000:0A00>"
,MDat_V_0023,<0E:0009:0000:0600>Later!<0E:0002:0001:>,<0E:0009:0000:0600>Later!<0E:0002:0001:>,<0E:0009:0000:0600>Au revoir !<0E:0002:0001:>,<0E:0009:0000:0600>Auf Wiedersehen!<0E:0002:0001:>,<0E:0009:0000:0600>Addio...<0E:0002:0001:>,<0E:0009:0000:0600>Adiós.<0E:0002:0001:>,<0E:0009:0000:0600>Görüşürüz!<0E:0002:0001:>
,MDat_saving,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Bezig met opslaan...
Zet het systeem niet uit.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Saving...
Do not turn off the power.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Sauvegarde...
N'éteignez pas la console.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Speichervorgang...
Bitte schalte nicht das System aus.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Salvataggio in corso...
Non spegnere la console.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Guardando...
No apagues la consola.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Kaydediliyor...
Gücü kapatma."
,MDat_Menu_Confirm,"<0E:0009:0000:0100><0E:0001:0001:>Je krijgt geen prijs als je opgeeft.
Opgeven?","<0E:0009:0000:0100><0E:0001:0001:>You won't get a prize if you give up.
Give up?","<0E:0009:0000:0100><0E:0001:0001:>Voulez-vous vraiment abandonner ?
Dans ce cas, vous ne recevrez
aucune récompense.","<0E:0009:0000:0100><0E:0001:0001:>Gibst du auf, erhältst du keinen Preis.
Wirklich aufgeben?","<0E:0009:0000:0100><0E:0001:0001:>Se abbandoni, non vincerai niente!
Vuoi davvero abbandonare?","<0E:0009:0000:0100><0E:0001:0001:>¿Seguro que queréis tirar la toalla?
Si os rendís, os quedaréis sin premio.","<0E:0009:0000:0100><0E:0001:0001:>Vazgeçersen ödül alamazsın.
Vazgeçilsin mi?"
,MDat_V_000E,"<0E:0009:0000:0600>Kijk, kijk. Wat een aangename
verrassing. Moet je kijken, broer!<0E:0002:0001:><0E:0000:0004:>De beroemde Mario en Luigi
komen bij ons langs!<0E:0002:0001:>","<0E:0009:0000:0600>Well, well! Talk about a nice
surprise! Check it out, Bro!<0E:0002:0001:><0E:0000:0004:>It looks like the famous
Mario Bros. have arrived!<0E:0002:0001:>","<0E:0009:0000:0600>Oh ! Quelle belle surprise !
On dirait bien que les<0E:0002:0001:><0E:0000:0004:>Frères Mario viennent nous
rendre une petite visite.<0E:0002:0001:>","<0E:0009:0000:0600>Oh! Was für eine
seltene Ehre!<0E:0002:0001:><0E:0000:0004:>Das sind doch
Mario und Luigi!<0E:0002:0001:>","<0E:0009:0000:0600>Ehi!!! Che sorpresa!
Guarda un po'!<0E:0002:0001:><0E:0000:0004:>Sono arrivati i
fratelli Mario e Luigi.<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>¡Vaya, vaya!<0E:0002:0001:><0E:0000:0004:>¡Los famosos
Mario y Luigi!<0E:0002:0001:>","<0E:0009:0000:0600>Vay vay! Ne hoş
bir sürpriz! Şuna bak, kardeşim!<0E:0002:0001:><0E:0000:0004:>Meşhur Mario Kardeşler
gelmiş anlaşılan!<0E:0002:0001:>"
,MDat_V_0024,"<0E:0009:0000:0600>Oké! Jullie kunnen het altijd
later nog eens proberen.<0E:0002:0001:>",<0E:0009:0000:0600>You'll have to try again!<0E:0002:0001:>,<0E:0009:0000:0600>À bientôt.<0E:0002:0001:>,"<0E:0009:0000:0600>Dann kommt halt
später wieder!<0E:0002:0001:>",<0E:0009:0000:0600>Riprovare non fa mai male!<0E:0002:0001:>,<0E:0009:0000:0600>¡Tendréis que volver a intentarlo!<0E:0002:0001:>,<0E:0009:0000:0600>Bir daha denemeniz gerekecek!<0E:0002:0001:>
,MDat_V_000F,"<0E:0009:0000:0600>Man! Dat doet me denken aan
vroeger. Dat waren goede tijden...<0E:0002:0001:><0E:0000:0004:>Wat is er aan de hand, M & L?
Gaan jullie samen op reis?<0E:0002:0001:>","<0E:0009:0000:0600>Man! That really brings back
the memories, doesn't it?
Good times... Good times.<0E:0002:0001:><0E:0000:0004:>So what's up, brothers M?
Are you two heading off on
a journey together?<0E:0002:0001:>","<0E:0009:0000:0600>Waouh ! Ça me rappelle de
bons souvenirs...<0E:0002:0001:><0E:0000:0004:>Est-ce que vous voyagez
tous les deux cette fois ?<0E:0002:0001:>","<0E:0009:0000:0600>Freut uns wirklich,
euch wiederzusehen!<0E:0002:0001:><0E:0000:0004:>Seid ihr beiden
auf einer Reise?<0E:0002:0001:>","<0E:0009:0000:0600>Ehi! Quanti ricordi,
che nostalgia!!!<0E:0002:0001:><0E:0000:0004:>Ma come mai tutti e due
insieme? <0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>¡Qué recuerdos!<0E:0002:0001:><0E:0000:0004:>¿Vais a algún
sitio juntos?<0E:0002:0001:>","<0E:0009:0000:0600>Vay be! Eski günleri
hatırlattı, değil mi?
Ah, ne günlerdi...<0E:0002:0001:><0E:0000:0004:>Ee M kardeşler, ne var ne yok?
İkiniz birlikte
yola mı çıktınız?<0E:0002:0001:>"
,MDat_V_007A,"<0E:0009:0000:0600>Willen jullie de <0E:0000:0003:2C64FFFF>Grenssprong <0E:0000:0003:373737FF>maken?<0E:0002:0000:0A00><0E:0000:0003:2C64FFFF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Ja
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Nee
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Uitleg<0E:0000:0003:373737FF><0E:0002:0000:0A00><0E:0000:0003:373737FF><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Want to do the <0E:0000:0003:2C64FFFF>Border Jump<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Yes
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>No
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Explain it<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Tenter le <0E:0000:0003:2C64FFFF>saut frontalier <0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Oui
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Non
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Écouter l'explication<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Wie wäre es mit einem
kleinen <0E:0000:0003:2C64FFFF>Grenzsprung<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Ja
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Nein
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Was ist das?<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Una sfida al <0E:0000:0003:2C64FFFF>Salto della Frontiera<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
    <0E:0004:0001:>Sì
    <0E:0004:0001:>No
    <0E:0004:0001:>Spiegateci il gioco<0E:0000:0003:373737FF><0E:0002:0000:0A00>","<0E:0009:0000:0600>¿Jugamos a <0E:0000:0003:2C64FFFF>Salta la Frontera<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
 <0E:0004:0001:>Sí
 <0E:0004:0001:>No
 <0E:0004:0001:>Instrucciones<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:2C64FFFF>Sınır Atlama<0E:0000:0003:373737FF><0E:0000:0003:373737FF> oynayalım mı?<0E:0002:0000:0A00>
<0E:0001:0000:><0E:0005:0000:><0E:0006:0000:0F00><0E:0004:0001:>Evet
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Hayır
<0E:0001:0000:><0E:0006:0000:0F00><0E:0004:0001:>Anlat<0E:0002:0000:0A00><0E:0000:0003:373737FF>"
,MDat_V_007B,"<0E:0009:0000:0600>Zijn jullie klaar voor de
beruchte <0E:0000:0003:2C64FFFF>Grenssprong 2<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nee<0E:0000:0003:373737FF><0E:0000:0003:373737FF><0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>You ready to try the infamous
<0E:0000:0003:2C64FFFF>Border Jump 2<0E:0000:0003:373737FF><0E:0000:0003:373737FF> challenge?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Yes<0E:0006:0000:2000><0E:0004:0001:>No<0E:0000:0003:373737FF><0E:0002:0000:0A00>","<0E:0009:0000:0600>Voulez-vous tenter l'atroce 
<0E:0000:0003:2C64FFFF>saut frontalier 2 <0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Oui<0E:0006:0000:2000><0E:0004:0001:>Non<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Seid ihr bereit für
<0E:0000:0003:2C64FFFF>Grenzsprung 2<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nein<0E:0000:0003:373737FF><0E:0002:0000:0A00><0E:0000:0003:373737FF><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Una dura sfida al
<0E:0000:0003:2C64FFFF>Salto della Frontiera 2<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
    <0E:0004:0001:>Sì
    <0E:0004:0001:>No<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>¿Jugamos a <0E:0000:0003:2C64FFFF>Salta la Frontera 2<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0000:0003:373737FF><0E:0002:0000:0A00><0E:0000:0003:373737FF>
   <0E:0004:0001:>Sí
   <0E:0004:0001:>No<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Namı kötüye çıkmış
<0E:0000:0003:2C64FFFF>Sınır Atlama 2<0E:0000:0003:373737FF><0E:0000:0003:373737FF> için hazır mısınız?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Evet<0E:0006:0000:2000><0E:0004:0001:>Hayır<0E:0000:0003:373737FF><0E:0002:0000:0A00>"
,MDat_V_007C,"<0E:0009:0000:0600>Zijn jullie klaar voor de
<0E:0000:0003:2C64FFFF>Super-Grenssprong<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nee<0E:0000:0003:373737FF><0E:0002:0000:0A00><0E:0000:0003:373737FF><0E:0000:0003:373737FF>","<0E:0009:0000:0600>You ready to take the <0E:0000:0003:2C64FFFF>Super
Border Jump<0E:0000:0003:373737FF><0E:0000:0003:373737FF> challenge?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Yes<0E:0006:0000:2000><0E:0004:0001:>No<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Voulez-vous tenter le 
<0E:0000:0003:2C64FFFF>super saut frontalier <0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Oui<0E:0006:0000:2000><0E:0004:0001:>Non<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Seid ihr bereit für den
<0E:0000:0003:2C64FFFF>Super-Grenzsprung<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nein<0E:0000:0003:373737FF><0E:0002:0000:0A00><0E:0000:0003:373737FF><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Una tremenda sfida al
<0E:0000:0003:2C64FFFF>Super Salto della Frontiera<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
    <0E:0004:0001:>Sì
    <0E:0004:0001:>No<0E:0000:0003:373737FF><0E:0002:0000:0A00>","<0E:0009:0000:0600>¿Jugamos a <0E:0000:0003:2C64FFFF>Salta la Superfrontera<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
   <0E:0004:0001:>Sí
<0E:0000:0003:373737FF>   <0E:0000:0003:373737FF><0E:0004:0001:>No<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:2C64FFFF>Süper
Sınır Atlama<0E:0000:0003:373737FF><0E:0000:0003:373737FF> için hazır mısınız?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Evet<0E:0006:0000:2000><0E:0004:0001:>Hayır<0E:0002:0000:0A00><0E:0000:0003:373737FF>"
,MDat_V_007D,"<0E:0009:0000:0600>Zijn jullie klaar voor de
<0E:0000:0003:2C64FFFF>Super-Grenssprong Plus<0E:0000:0003:373737FF>?<0E:0002:0000:0A00><0E:0000:0003:2C64FFFF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nee<0E:0000:0003:373737FF><0E:0002:0000:0A00><0E:0000:0003:373737FF><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Do you want to play <0E:0000:0003:2C64FFFF>Super
Border Jump Sunshine?<0E:0000:0003:373737FF><0E:0000:0003:373737FF><0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Yes<0E:0006:0000:2000><0E:0004:0001:>No<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Voulez-vous tenter le 
<0E:0000:0003:2C64FFFF>saut frontalier Sunshine <0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Oui<0E:0006:0000:2000><0E:0004:0001:>Non<0E:0002:0000:0A00>
<0E:0000:0003:373737FF>","<0E:0009:0000:0600>Wie wär's mit einem
<0E:0000:0003:2C64FFFF>Sunshine-Grenzsprung<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Aber gerne!<0E:0006:0000:2000><0E:0004:0001:>Nein danke!<0E:0000:0003:373737FF><0E:0002:0000:0A00>
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Volete tentare il <0E:0000:0003:2C64FFFF>Salto
della Frontiera Sunshine<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
    <0E:0004:0001:>Sì
    <0E:0004:0001:>No<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>¿Jugamos a <0E:0000:0003:2C64FFFF>Salta la Frontera Sunshine<0E:0000:0003:373737FF><0E:0000:0003:373737FF>?<0E:0002:0000:0A00>
   <0E:0004:0001:>Sí
<0E:0000:0003:373737FF>   <0E:0000:0003:373737FF><0E:0004:0001:>No<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:2C64FFFF>Süper
Sınır Atlama Sunshine<0E:0000:0003:373737FF><0E:0000:0003:373737FF> oynayalım mı?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Evet<0E:0006:0000:2000><0E:0004:0001:>Hayır<0E:0002:0000:0A00><0E:0000:0003:373737FF>"
,MDat_Menu_Pirze_Stage1,<0E:0009:0000:0000>Level 1 voltooid,<0E:0009:0000:0000>Stage 1 Prize,<0E:0009:0000:0000>Récompense du niveau 1,<0E:0009:0000:0000>Level 1 geschafft,<0E:0009:0000:0000>Livello 1 completato,<0E:0009:0000:0000>Nivel 1 superado,<0E:0009:0000:0000>1. Aşama Ödülü
,MDat_Menu_Pirze_Stage2,<0E:0009:0000:0000>Level 2 voltooid,<0E:0009:0000:0000>Stage 2 Prize,<0E:0009:0000:0000>Récompense du niveau 2,<0E:0009:0000:0000>Level 2 geschafft,<0E:0009:0000:0000>Livello 2 completato,<0E:0009:0000:0000>Nivel 2 superado,<0E:0009:0000:0000>2. Aşama Ödülü
,MDat_Menu_Pirze_Stage3,<0E:0009:0000:0000>Level 3 voltooid,<0E:0009:0000:0000>Stage 3 Prize,<0E:0009:0000:0000>Récompense du niveau 3,<0E:0009:0000:0000>Level 3 geschafft,<0E:0009:0000:0000>Livello 3 completato,<0E:0009:0000:0000>Nivel 3 superado,<0E:0009:0000:0000>3. Aşama Ödülü
,MDat_V_0040,"<0E:0009:0000:0600>Goed. Probeer nu eens wat
obstakels te vermijden...
allebei tegelijk!<0E:0002:0001:>","<0E:0009:0000:0600>OK, then... How about you both
try to dodge some obstacles...
at the same goldurn time!<0E:0002:0001:>","<0E:0009:0000:0600>OK, alors essayez d'éviter
quelques obstacles...
en même temps !<0E:0002:0001:>","<0E:0009:0000:0600>Könnt ihr beide gleichzeitig
einem Hindernis ausweichen?<0E:0002:0001:>","<0E:0009:0000:0600>Bene, e ora dovreste
evitare gli ostacoli...
contemporaneamente!<0E:0002:0001:>","<0E:0009:0000:0600>Esquivad los
obstáculos juntos.<0E:0002:0001:>","<0E:0009:0000:0600>Pekala... Şimdi de birkaç
engelden kaçmayı deneyin...
hem de ikiniz aynı anda!<0E:0002:0001:>"
,MDat_Menu_Pirze_Stage4,<0E:0009:0000:0000>Level 4 voltooid,<0E:0009:0000:0000>Stage 4 Prize,<0E:0009:0000:0000>Récompense du niveau 4,<0E:0009:0000:0000>Level 4 geschafft,<0E:0009:0000:0000>Livello 4 completato,<0E:0009:0000:0000>Nivel 4 superado,<0E:0009:0000:0000>4. Aşama Ödülü
,MDat_V_0041,<0E:0009:0000:0600>Dan beginnen we met oefenen.<0E:0002:0001:>,<0E:0009:0000:0600>Then let's start your practice.<0E:0002:0001:>,<0E:0009:0000:0600>Alors commençons l'entraînement !<0E:0002:0001:>,"<0E:0009:0000:0600>Also, fangen wir mit
einer Übung an!<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>Allora, iniziamo gli esercizi!<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>Muy bien, vamos a practicar.<0E:0002:0001:>",<0E:0009:0000:0600>Öyleyse alıştırmaya başlayalım.<0E:0002:0001:>
,MDat_Menu_Pirze_Stage5,<0E:0009:0000:0000>Level 5 voltooid,<0E:0009:0000:0000>Stage 5 Prize,<0E:0009:0000:0000>Récompense du niveau 5,<0E:0009:0000:0000>Level 5 geschafft,<0E:0009:0000:0000>Livello 5 completato,<0E:0009:0000:0000>Nivel 5 superado,<0E:0009:0000:0000>5. Aşama Ödülü
,MDat_Menu_Otasuke,"<0E:0009:0000:0C00><0E:0001:0001:>Resultaten accepteren en verdergaan?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:><0E:0004:0001:>Ja<0E:0006:0000:2000><0E:0004:0001:>Nee<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0001:0001:>Accept results and move on?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Yes<0E:0006:0000:2000><0E:0004:0001:>No<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0001:0001:>Valider ce résultat et passer à la suite ?
<0E:0001:0001:><0E:0004:0001:>Oui<0E:0006:0000:2000><0E:0004:0001:>Non","<0E:0009:0000:0C00><0E:0001:0001:>Ergebnisse akzeptieren und weiter?
<0E:0001:0001:><0E:0004:0001:>Ja.      <0E:0004:0001:>Nein.","<0E:0009:0000:0C00><0E:0001:0001:>Vuoi accettare i risultati e proseguire?
<0E:0001:0001:><0E:0004:0001:>Sì   <0E:0004:0001:>No","<0E:0009:0000:0C00><0E:0001:0001:>¿Aceptas el resultado y continúas?
<0E:0001:0001:><0E:0004:0001:>Sí         <0E:0004:0001:>No","<0E:0009:0000:0C00><0E:0001:0001:>Bu sonucu kabul edip devam edelim mi?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Evet<0E:0006:0000:2000><0E:0004:0001:>Hayır<0E:0002:0000:0A00>"
,MDat_Menu_Pirze_Mai1,<0E:0009:0000:0000>16-19,<0E:0009:0000:0000>16-19,<0E:0009:0000:0000>16 - 19,<0E:0009:0000:0000>16-19,<0E:0009:0000:0000>16-19,<0E:0009:0000:0000>16-19,<0E:0009:0000:0000>16-19
,MDat_V_0043,"<0E:0009:0000:0600>Met de draaiknop kun
je je lampje richten.
Dan zie je tenminste wat.<0E:0002:0001:>","<0E:0009:0000:0600>Just go on and press ↑ → ↓ or ←
on the Circle Pad to use it.
Then I reckon you'll see just fine.<0E:0002:0001:>","<0E:0009:0000:0600>Pousse le pad circulaire
vers ↑, →, ↓, et ←
pour voir autour de toi.<0E:0002:0001:>","<0E:0009:0000:0600>Mit dem Schiebepad bewegst du das Licht
in die gewünschte Richtung.<0E:0002:0001:>","<0E:0009:0000:0600>Muovi il pad scorrevole in queste
direzioni per usarlo: ↑, →, ↓ o ←.
Adesso si vede bene.<0E:0002:0001:>","<0E:0009:0000:0600>Mueve el botón deslizante hacia arriba, abajo,
izquierda o derecha para alumbrar en esa dirección.<0E:0002:0001:>","<0E:0009:0000:0600>Dairesel Kumanda'yı ↑ → ↓ ya da ←
yönüne itin. Işığı böyle kullanırsınız.
Önünüzü de mis gibi görürsünüz.<0E:0002:0001:>"
,MDat_Menu_Pirze_Mai2,<0E:0009:0000:0000>20-24,<0E:0009:0000:0000>20-24,<0E:0009:0000:0000>20 - 24,<0E:0009:0000:0000>20-24,<0E:0009:0000:0000>20-24,<0E:0009:0000:0000>20-24,<0E:0009:0000:0000>20-24
,MDat_V_0044,<0E:0009:0000:0600>Schijn nu op <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>,<0E:0009:0000:0600>Now shine that light on <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>,"<0E:0009:0000:0600>Ensuite, dirige la lampe
vers <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>...<0E:0002:0001:><0E:0000:0003:373737FF>",<0E:0009:0000:0600>Richte jetzt das Licht auf <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0003:373737FF>,<0E:0009:0000:0600>Adesso prova ad illuminare <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>,"<0E:0009:0000:0600>Muy bien, ahora alumbra a <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>",<0E:0009:0000:0600>Şimdi ışığı <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>'nin üzerine tut.<0E:0002:0001:><0E:0000:0003:373737FF>
,MDat_Menu_Pirze_Mai3,<0E:0009:0000:0000>25-29,<0E:0009:0000:0000>25-29,<0E:0009:0000:0000>25 - 29,<0E:0009:0000:0000>25-29,<0E:0009:0000:0000>25-29,<0E:0009:0000:0000>25-29,<0E:0009:0000:0000>25-29
