AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,Ns_Badge04,<0E:0009:0000:0C00>Counterbadges,<0E:0009:0000:0C00>Counter Badges,<0E:0009:0000:0C00>Contre-badges,<0E:0009:0000:0C00>Konter-Plus,<0E:0009:0000:0C00>Tessere Difesa,<0E:0009:0000:0C00>Medallas Contrataque,<0E:0009:0000:0C00>Karşı Rozetleri
,Ns_MaxKinoko,<0E:0009:0000:0C00>Wonderpaddenstoelen,<0E:0009:0000:0C00>Max Mushrooms,<0E:0009:0000:0C00>Champis max,<0E:0009:0000:0C00>MAX-Pilze,<0E:0009:0000:0C00>Funghi MAX,<0E:0009:0000:0C00>Champiñones maxi,<0E:0009:0000:0C00>Maks Mantarlar
,F_Badge19,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>bergingsbadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Salvage Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges sauvetage<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Plünderbeerias <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Salvatessere<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Salvaje <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ganimet Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear49,<0E:0009:0000:0D00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>afweerbroeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>Guard Slacks <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>Pantalons de parade<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>Verteidigungshosen <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>Pantaloni Emergenza<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0D00>¡<0E:0000:0003:4ED4FFFF>Pantalones bloqueo <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>Koruma Pantolonu <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge18,<0E:0009:0000:0C00>Schoonheidsbadge,<0E:0009:0000:0C00>Beauty Badge,<0E:0009:0000:0C00>Badge de beauté,<0E:0009:0000:0C00>Prachtvoll,<0E:0009:0000:0C00>Lumitessera,<0E:0009:0000:0C00>Medalla Belleza,<0E:0009:0000:0C00>Güzellik Rozeti
,Ns_Badge05,<0E:0009:0000:0C00>Liefdadigheidsbadges,<0E:0009:0000:0C00>Charity Badges,<0E:0009:0000:0C00>Badges charité,<0E:0009:0000:0C00>Samariter,<0E:0009:0000:0C00>Tessere Carità,<0E:0009:0000:0C00>Medallas Caridad,<0E:0009:0000:0C00>Yardım Rozetleri
,Ns_Redpepper,<0E:0009:0000:0C00>Rode pepers,<0E:0009:0000:0C00>Red Peppers,<0E:0009:0000:0C00>Poivrons rouge,<0E:0009:0000:0C00>Roter Pfeffer,<0E:0009:0000:0C00>Pepe Rosso,<0E:0009:0000:0C00>Pimientos rojos,<0E:0009:0000:0C00>Kırmızı Biberler
,N_Badge19,<0E:0009:0000:0C00>Bergingsbadge,<0E:0009:0000:0C00>Salvage Badge,<0E:0009:0000:0C00>Badge sauvetage,<0E:0009:0000:0C00>Plünderbeeria,<0E:0009:0000:0C00>Salvatessera,<0E:0009:0000:0C00>Medalla Salvaje,<0E:0009:0000:0C00>Ganimet Rozeti
,N_Wear40,<0E:0009:0000:0C00>Kosmische broek,<0E:0009:0000:0C00>Cosmic Pants,<0E:0009:0000:0C00>Pantalon Stella,<0E:0009:0000:0C00>Sternenstaub-Hose,<0E:0009:0000:0C00>Pantaloni Cosmici,<0E:0009:0000:0C00>Pantalón astral,<0E:0009:0000:0C00>Kozmik Pantolon
,Ns_Badge06,<0E:0009:0000:0C00>Duobadges,<0E:0009:0000:0C00>Bros. Badges,<0E:0009:0000:0C00>Badges frères,<0E:0009:0000:0C00>Brüder-Power,<0E:0009:0000:0C00>Fratessere,<0E:0009:0000:0C00>Medallas Dúo,<0E:0009:0000:0C00>Kardeş Rozetleri
,E_UfuMan,<0E:0009:0000:0500>Buono Boono-melange: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> AANV,<0E:0009:0000:0500>Starbeans blend: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> POW,<0E:0009:0000:0500>Breuvage : + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> pts ATT.,<0E:0009:0000:0500>ANGR. plus <0E:0000:0003:2C64FFFF>zwei<0E:0000:0003:373737FF>,<0E:0009:0000:0500>Miscela del Bar del Fagiolo Stella: + <0E:0000:0003:2C64FFFF>2 <0E:0000:0003:373737FF>ATT,<0E:0009:0000:0500> + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> puntos ATAQUE,<0E:0009:0000:0500>Yıldızfasulye harmanı: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> GÜÇ
,F_MaxKinoko,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>wonderpaddenstoelen<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Max Mushrooms <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Champis max<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>MAX-Pilze<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Funghi MAX <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Champiñones maxi <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Maks Mantarlar <0E:0000:0003:E6E6E6FF>dolu!
,N_MaxSyrup,<0E:0009:0000:0C00>Wondersiroop,<0E:0009:0000:0C00>Max Syrup,<0E:0009:0000:0C00>Sirop max,<0E:0009:0000:0C00>MAX-Sirup,<0E:0009:0000:0C00>Sciroppo MAX,<0E:0009:0000:0C00>Jarabe maxi,<0E:0009:0000:0C00>Maks Şurup
,N_Wear41,<0E:0009:0000:0C00>Hiharos-broek,<0E:0009:0000:0C00>Hoohooros Slacks,<0E:0009:0000:0C00>Pantalon Ufross,<0E:0009:0000:0C00>Felsstrahler-Hose,<0E:0009:0000:0C00>Pantaloni Totem,<0E:0009:0000:0C00>Pantalón Ufros,<0E:0009:0000:0C00>Huhuros Pantolonu
,Ns_Badge07,<0E:0009:0000:0C00>Mirakelbadges,<0E:0009:0000:0C00>Miracle Badges,<0E:0009:0000:0C00>Badges miracle,<0E:0009:0000:0C00>Wunder-Orden,<0E:0009:0000:0C00>Tessere Magiche,<0E:0009:0000:0C00>Medallas Milagro,<0E:0009:0000:0C00>Mucize Rozetleri
,Eb_HI_ENCOUNTER,<0E:0009:0000:0500>Sterke start,<0E:0009:0000:0500>Strong Start,<0E:0009:0000:0500>Initiative du combat : dégâts ↑,<0E:0009:0000:0500>Starker Start,<0E:0009:0000:0500>Inizio Potente,<0E:0009:0000:0500>Potencia el ataque inicial.,<0E:0009:0000:0500>Güçlü Başlangıç
,F_Redpepper,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>rode pepers<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Red Peppers <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Poivrons rouge<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Roter Pfeffer<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pepe Rosso<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pimientos rojos <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Kırmızı Biberler <0E:0000:0003:E6E6E6FF>dolu!
,F_UfuMan,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>café olés<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Hoolumbian <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Hahabicas<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Virgin Beanies<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tirisucchi <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Jexpressos <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Huhumbiya <0E:0000:0003:E6E6E6FF>dolu!
,F_UltraNut,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>ultrapinda's<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ultra Nuts <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ultra noisettes<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ultra-Nüsse<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ultranocciole<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Ultrafrutos <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ultra Cevizler <0E:0000:0003:E6E6E6FF>dolu!
,N_1upKinoko,<0E:0009:0000:0C00>1UP-paddenstoel,<0E:0009:0000:0C00>1-Up Mushroom,<0E:0009:0000:0C00>Champi 1UP,<0E:0009:0000:0C00>1-Up-Pilz,<0E:0009:0000:0C00>Fungo 1-UP,<0E:0009:0000:0C00>Champiñón vida extra,<0E:0009:0000:0C00>1-Up Mantarı
,N_Wear42,<0E:0009:0000:0C00>Modderige broek,<0E:0009:0000:0C00>Muddy Jeans,<0E:0009:0000:0C00>Jean crotté,<0E:0009:0000:0C00>Schlamm-Jeans,<0E:0009:0000:0C00>Jeans Fangosi,<0E:0009:0000:0C00>Vaquero embarrado,<0E:0009:0000:0C00>Çamurlu Kot
,Ns_Badge08,<0E:0009:0000:0C00>Hohorakelbadges,<0E:0009:0000:0C00>Ohoracle Badges,<0E:0009:0000:0C00>Badges Kusu,<0E:0009:0000:0C00>Solo-KP-Orden,<0E:0009:0000:0C00>Tessere Risola,<0E:0009:0000:0C00>Medallas Simple,<0E:0009:0000:0C00>Ohohanet Rozetleri
,Ns_Wear50,<0E:0009:0000:0C00>Wraakbroeken,<0E:0009:0000:0C00>Revenge Jeans,<0E:0009:0000:0C00>Jeans du survivant,<0E:0009:0000:0C00>Vergeltungsjeans,<0E:0009:0000:0C00>Jeans Rivalsa,<0E:0009:0000:0C00>Pantalones venganza,<0E:0009:0000:0C00>İntikam Kot
,E_Badge50,"<0E:0009:0000:0500>Verhoogt je kracht in een gevecht
met elke vijand die je verslaat.",<0E:0009:0000:0500>Increases strength in battle as you defeat foes.,"<0E:0009:0000:0500>Augmente la puissance de frappe à
mesure que des ennemis sont vaincus.",<0E:0009:0000:0500>Macht beim Besiegen von Gegnern stark.,"<0E:0009:0000:0500>Più nemici sconfiggi, più è potente l'attacco.","<0E:0009:0000:0500>Te hace más potente cuantos
más enemigos vences.",<0E:0009:0000:0500>Düşman yendikçe savaşta gücünü artırır.
,Eb_GETITEM,<0E:0009:0000:0500>Voorwerpgraaier,<0E:0009:0000:0500>Item Grab,<0E:0009:0000:0500>Attrape-objet,<0E:0009:0000:0500>Item-Finger,<0E:0009:0000:0500>Afferra Strumento,<0E:0009:0000:0500>Consigue más objetos.,<0E:0009:0000:0500>Eşya Kapma
,Es_EXP_BONUS,<0E:0009:0000:0500>Bonus-EP,<0E:0009:0000:0500>Flawless Victory EXP Bonus,<0E:0009:0000:0500>Bonus d'EXP.,<0E:0009:0000:0500>ERF.-Plus,<0E:0009:0000:0500>Esp. +,<0E:0009:0000:0500>Consigue más EXP.,<0E:0009:0000:0500>Hasarsız Zafer EXP Bonusu
,Ew_CURE_HP,<0E:0009:0000:0500>Auto-HP-aanvuller,<0E:0009:0000:0500>HP-Auto Gain,<0E:0009:0000:0500>Auto-restaur. PV,<0E:0009:0000:0500>Auto-KP-Erh.,<0E:0009:0000:0500>Autocura,<0E:0009:0000:0500>Regenera VIDA.,<0E:0009:0000:0500>Otomatik HP Artışı
,N_Wear43,<0E:0009:0000:0C00>Bloemenbroek,<0E:0009:0000:0C00>Flower Pants,<0E:0009:0000:0C00>Pantalon fleuri,<0E:0009:0000:0C00>Blumenhose,<0E:0009:0000:0C00>Pantaloni Floreali,<0E:0009:0000:0C00>Pantalón florido,<0E:0009:0000:0C00>Çiçekli Pantolon
,Ns_Badge09,<0E:0009:0000:0C00>Paddenstoelenbadges,<0E:0009:0000:0C00>Mush Badges,<0E:0009:0000:0C00>Badges champi,<0E:0009:0000:0C00>Pilz-Orden,<0E:0009:0000:0C00>Tessere Peach,<0E:0009:0000:0C00>Medallas Champi,<0E:0009:0000:0C00>Mantar Rozetleri
,Ns_Wear51,<0E:0009:0000:0C00>Waaghalzenbroeken,<0E:0009:0000:0C00>Daredevil Pants,<0E:0009:0000:0C00>Pantalons grand V,<0E:0009:0000:0C00>Waghals-Hosen,<0E:0009:0000:0C00>Pantaloni Temerari,<0E:0009:0000:0C00>Pantalones temerarios,<0E:0009:0000:0C00>Gözü Kara Pantolon
,E_Badge51,<0E:0009:0000:0500>Verhoogt AANV. Verdedigingsacties leveren DP op.,<0E:0009:0000:0500>Increases POW. Defensive actions restore BP.,"<0E:0009:0000:0500>Augmente l'ATT. et régénère des PF
en cas d'action défensive réussie.",<0E:0009:0000:0500>Steigert ANGR. Bei Verteidigung füllen sich BP auf.,<0E:0009:0000:0500>Potenzia l'ATT. Recuperi PF con azioni difensive.,"<0E:0009:0000:0500>Aumenta el ATAQUE y hace que
contratacar te devuelva TÁNDEM.",<0E:0009:0000:0500>GÜÇ'ü artırır. Savunma eylemleri BP'yi yeniler.
,Es_BANDIT,<0E:0009:0000:0500>Voorwerpvanger,<0E:0009:0000:0500>Item Fiend,<0E:0009:0000:0500>Détaillant rare,<0E:0009:0000:0500>Item-Fänger,<0E:0009:0000:0500>Bonus Esp.,<0E:0009:0000:0500>Consigue objetos poco comunes.,<0E:0009:0000:0500>Eşya Canavarı
,N_Wear44,<0E:0009:0000:0C00>Vleermuizenbroek,<0E:0009:0000:0C00>Bat Wear,<0E:0009:0000:0C00>Vêtement chauve-souris,<0E:0009:0000:0C00>Fledermaus-Outfit,<0E:0009:0000:0C00>Tuta Pipistrello,<0E:0009:0000:0C00>Pantalón Murciélago,<0E:0009:0000:0C00>Yarasa Giysisi
,Ns_Wear52,<0E:0009:0000:0C00>Reddingspakken,<0E:0009:0000:0C00>Rescue Suits,<0E:0009:0000:0C00>Costumes d'urgence,<0E:0009:0000:0C00>Rettungsanzüge,<0E:0009:0000:0C00>Tute Soccorso,<0E:0009:0000:0C00>Trajes de rescate,<0E:0009:0000:0C00>Kurtarma Tulumları
,E_Badge52,<0E:0009:0000:0500>Verdedigen veroorzaakt de aandoening BRANDEND.,<0E:0009:0000:0500>Defensive actions cause BURN status.,"<0E:0009:0000:0500>Inflige le statut Brûlé aux ennemis
lors d'actions défensives réussies.",<0E:0009:0000:0500>Verteidigung verursacht FEUER-Status.,<0E:0009:0000:0500>Le azioni difensive causano lo stato SCOTTATO.,"<0E:0009:0000:0500>Hace que tus contrataques causen
QUEMADURA al enemigo.",<0E:0009:0000:0500>Savunma eylemleri YANIK durumuna yol açar.
,E_EvItem20,<0E:0009:0000:0500>Een felpaars ei van een Yoshi.,<0E:0009:0000:0500>A bright purple egg laid by a Yoshi.,<0E:0009:0000:0500>Un œuf néon violet pondu par les Yoshis.,<0E:0009:0000:0500>Strahlendes violettes Yoshi-Ei,<0E:0009:0000:0500>Un uovo viola deposto da uno Yoshi,<0E:0009:0000:0500>Brillante huevo que ponen los Yoshis.,<0E:0009:0000:0500>Bir Yoshi'nin yumurtladığı parlak mor yumurta.
,E_Refleshhb,<0E:0009:0000:0500>Genees alle aandoeningen.,<0E:0009:0000:0500>Cure status ailments.,<0E:0009:0000:0500>Remise en état.,<0E:0009:0000:0500>Erholung von Anomalien,<0E:0009:0000:0500>Cura le alterazioni di stato,<0E:0009:0000:0500> Recupera estado normal.,<0E:0009:0000:0500>Durum bozukluklarını iyileştirir.
,E_Wear20,<0E:0009:0000:0500>Verhoogt je DEF als je een aandoening hebt.,<0E:0009:0000:0500>Ups DEF when affected by a status ailment.,"<0E:0009:0000:0500>Réduit les dégâts subis lorsque le personnage
souffre d'une altération de statut.",<0E:0009:0000:0500>Erhöht VERT. bei Statuseffekt.,<0E:0009:0000:0500>Aumenta DEF quando subisci alterazioni di stato.,<0E:0009:0000:0500>Aumenta la DEFENSA durante los estados alterados.,<0E:0009:0000:0500>Bir durum bozukluğundan etkilenince SAV değerini artırır.
,N_Wear45,<0E:0009:0000:0C00>Sluipbroek,<0E:0009:0000:0C00>Stealth Suit,<0E:0009:0000:0C00>Costume furtif,<0E:0009:0000:0C00>Tarnanzug,<0E:0009:0000:0C00>Tuta Furtiva,<0E:0009:0000:0C00>Ropa de camuflaje,<0E:0009:0000:0C00>Gizlenme Takımı
,Ns_UfuSt,<0E:0009:0000:0C00>Hiha-melanges,<0E:0009:0000:0C00>Hoohoo Blend,<0E:0009:0000:0C00>Mélanges Uf,<0E:0009:0000:0C00>Lachbohnensäfte,<0E:0009:0000:0C00>Miscele Tiritera,<0E:0009:0000:0C00>Juajuáretos,<0E:0009:0000:0C00>Huhu Harmanı
,Ns_Wear53,<0E:0009:0000:0C00>Ruimtepakken,<0E:0009:0000:0C00>Space Suits,<0E:0009:0000:0C00>Costumes spatiaux,<0E:0009:0000:0C00>Raumanzüge,<0E:0009:0000:0C00>Tute Spaziali,<0E:0009:0000:0C00>Trajes espaciales,<0E:0009:0000:0C00>Uzay Tulumları
,E_Badge53,"<0E:0009:0000:0500>Verhoogt AANV en te gekke treffers
als je als eerste aanvalt.",<0E:0009:0000:0500>Ups POW and lucky hits if you attack first.,"<0E:0009:0000:0500>Placer la première attaque du combat augmente les
dégâts infligés et la fréquence des coups chanceux.","<0E:0009:0000:0500>Sorgt bei Erstangriffen für erhöhte ANGR. und
mehr tolle Treffer.",<0E:0009:0000:0500>Migliora l'ATT e i colpi fortunati se attacchi prima.,"<0E:0009:0000:0500>Aumenta el ATAQUE y la posibilidad
de golpes SUERTE si atacas primero.",<0E:0009:0000:0500>İlk saldıran sensen GÜÇ'ü ve şanslı vuruşları artırır.
,E_EvItem21,<0E:0009:0000:0500>Een feloranje ei van een Yoshi.,<0E:0009:0000:0500>A bright orange egg laid by a Yoshi.,<0E:0009:0000:0500>Un œuf néon orange pondu par les Yoshis.,<0E:0009:0000:0500>Strahlendes orangefarbenes Yoshi-Ei,<0E:0009:0000:0500>Un uovo arancio deposto da uno Yoshi,<0E:0009:0000:0500>Brillante huevo que ponen los Yoshis.,<0E:0009:0000:0500>Bir Yoshi'nin yumurtladığı parlak turuncu yumurta.
,E_Wear21,"<0E:0009:0000:0500>Verhoogt tijdelijk je DEF aan
het begin van een gevecht.",<0E:0009:0000:0500>Temporarily increases DEF at the start of battle.,"<0E:0009:0000:0500>Augmente temporairement la DÉF. au début
du combat.",<0E:0009:0000:0500>Erhöht kurzzeitig die VERT. zu Kampfbeginn.,<0E:0009:0000:0500>Aumentano la DIF per un po' a inizio scontro.,"<0E:0009:0000:0500>Con un estampado de Judías Estelares.
Aumenta la DEFENSA temporalmente
al comienzo del combate.",<0E:0009:0000:0500>Savaşın başında SAV değerini geçici olarak artırır.
,Ew_SP_DEF,<0E:0009:0000:0500>Snelle afweer,<0E:0009:0000:0500>Speedy Guard,<0E:0009:0000:0500>Ennemi lent : avantage défense,<0E:0009:0000:0500>Schnellverteidigung,<0E:0009:0000:0500>Difesa Rapida,"<0E:0009:0000:0500>A mayor VEL., mejor DEF.",<0E:0009:0000:0500>Hızlı Savunma
,N_GhostCookie,<0E:0009:0000:0C00>Boo-biscuitje,<0E:0009:0000:0C00>Boo Biscuit,<0E:0009:0000:0C00>Biscuit Boo,<0E:0009:0000:0C00>Geisterkeks,<0E:0009:0000:0C00>Biscotto Boo,<0E:0009:0000:0C00>Galleta Boo,<0E:0009:0000:0C00>Boo Bisküvisi
,N_Syrup,<0E:0009:0000:0C00>Siroop,<0E:0009:0000:0C00>Syrup,<0E:0009:0000:0C00>Sirop,<0E:0009:0000:0C00>Sirup,<0E:0009:0000:0C00>Sciroppo,<0E:0009:0000:0C00>Jarabe,<0E:0009:0000:0C00>Şurup
,N_Wear46,<0E:0009:0000:0C00>Stenen broek,<0E:0009:0000:0C00>Stone Slacks,<0E:0009:0000:0C00>Pantalon de pierre,<0E:0009:0000:0C00>Steinhose,<0E:0009:0000:0C00>Pantaloni Pietrosi,<0E:0009:0000:0C00>Pantalón roca,<0E:0009:0000:0C00>Taş Pantolon
,Ns_Wear54,<0E:0009:0000:0C00>ヨビウェア４,<0E:0009:0000:0C00>ヨビウェア４,<0E:0009:0000:0C00>ヨビウェア４,<0E:0009:0000:0C00>ヨビウェア４,<0E:0009:0000:0C00>ヨビウェア４,<0E:0009:0000:0C00>ヨビウェア４,<0E:0009:0000:0C00>Yedek Kıyafet 4
,E_Badge54,<0E:0009:0000:0500>Verhoogt je sprongkracht als ZWAARGEWICHT.,<0E:0009:0000:0500>Ups your jump power in HEAVY G.,"<0E:0009:0000:0500>Augmente la puissance des sauts
en situation de forte gravité.",<0E:0009:0000:0500>Steigert Sprungkraft bei hoher SCHWERKR.,<0E:0009:0000:0500>Salti più potenti in stato AGGIUNGI GRAVITÀ.,<0E:0009:0000:0500>Potencia el salto en GRAVEDAD PESADA.,<0E:0009:0000:0500>AĞIR G etkisindeyken Zıplama gücünü artırır.
,E_EvItem22,<0E:0009:0000:0500>Een azuurblauw ei van een Yoshi.,<0E:0009:0000:0500>A bright azure egg laid by a Yoshi.,<0E:0009:0000:0500>Un œuf néon azur pondu par les Yoshis.,<0E:0009:0000:0500>Strahlendes türkises Yoshi-Ei,<0E:0009:0000:0500>Un uovo azzurro deposto da uno Yoshi,<0E:0009:0000:0500>Brillante huevo que ponen los Yoshis.,"<0E:0009:0000:0500>Yoshi'nin yumurtladığı parlak, gök mavisi yumurta."
,E_Wear22,<0E:0009:0000:0500>Geneest aandoeningen onmiddellijk.,<0E:0009:0000:0500>Princely pants that immediately heal status ailments.,<0E:0009:0000:0500>Lève immédiatement les altérations de statut.,<0E:0009:0000:0500>Sofortige Statuseffekt-Heilung mit Prinzengarantie!,<0E:0009:0000:0500>Cura automaticamente le alterazioni di stato.,"<0E:0009:0000:0500>Pantalón digno de un príncipe.
Cura los estados alterados inmediatamente.","<0E:0009:0000:0500>Durum bozukluklarını anında iyileştiren prenslere
layık pantolon."
,Es_RISK_EX,<0E:0009:0000:0500>Alles perfect,<0E:0009:0000:0500>All Excellent,<0E:0009:0000:0500>« Excellent ! » : ATT. ↑,<0E:0009:0000:0500>Exzellent!-Garant,<0E:0009:0000:0500>Sempre Fantastico,<0E:0009:0000:0500>Golpes Excelentes te potencian.,<0E:0009:0000:0500>Hep Mükemmel
,F_Badge30,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>duostenen<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bros. Rocks <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Roches frères<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Brüder-Rocks<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Fratelli Tiro<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Rocas Dúo <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Kardeş Kayaları <0E:0000:0003:E6E6E6FF>dolu!
,N_Wear47,<0E:0009:0000:0C00>Defensieve broek,<0E:0009:0000:0C00>Defense Pants,<0E:0009:0000:0C00>Pantalon défensif,<0E:0009:0000:0C00>Abwehrhose,<0E:0009:0000:0C00>Pantaloni Difensivi,<0E:0009:0000:0C00>Pantalón defensa,<0E:0009:0000:0C00>Savunma Pantolonu
,E_Badge55,<0E:0009:0000:0500>Verhoogt je SNELH als LICHTGEWICHT.,<0E:0009:0000:0500>Increases your SPEED when affected by LIGHT G.,<0E:0009:0000:0500>Augmente la VIT. en situation de faible gravité.,<0E:0009:0000:0500>Macht bei LEICHTKRAFT schneller.,<0E:0009:0000:0500>Aumenta la VEL durante lo stato TOGLI GRAVITÀ.,<0E:0009:0000:0500>Aumenta tu VELOCIDAD en GRAVEDAD LIGERA.,<0E:0009:0000:0500>HAFİF G etkisindeyken HIZ değerini artırır.
,E_EvItem23,<0E:0009:0000:0500>De linkerbovenkant van de boonster.,<0E:0009:0000:0500>The top-left part of the Beanstar.,<0E:0009:0000:0500>Morceau supérieur gauche.,<0E:0009:0000:0500>Linker oberer Teil der Sternbohne,<0E:0009:0000:0500>Pezzo in alto a destra,<0E:0009:0000:0500>Parte superior izquierda.,<0E:0009:0000:0500>Fasulya Yıldızı'nın sol üst parçası.
,E_Wear23,<0E:0009:0000:0500>Verhogen je DEF als je een aandoening hebt.,<0E:0009:0000:0500>Ups DEF when affected by a status ailment.,"<0E:0009:0000:0500>Réduit les dégâts subis lorsque le personnage
souffre d'une altération de statut.",<0E:0009:0000:0500>Erhöht VERT. bei Statuseffekt.,<0E:0009:0000:0500>Aumenta DEF quando subisci alterazioni di stato.,<0E:0009:0000:0500>Aumenta la DEFENSA durante los estados alterados.,<0E:0009:0000:0500>Bir durum bozukluğundan etkilenince SAV değerini artırır.
,Ew_SP_GUARD,<0E:0009:0000:0500>Noodafweer,<0E:0009:0000:0500>Emergency Guard,<0E:0009:0000:0500>Parade d'urgence : dégâts ↓,<0E:0009:0000:0500>Spezialabwehrreflex,<0E:0009:0000:0500>Difesa d'emergenza,"<0E:0009:0000:0500>Con poca VIDA, mejora bloqueo.",<0E:0009:0000:0500>Acil Savunma
